county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Jack,2,Commissioner of the General Land Office,,George P. Bush,,6,31,91,128
Jack,2,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Jack,2,Commissioner of the General Land Office,,Under Votes,,0,6,8,14
Jack,2,Commissioner of Agriculture,,Sid Miller,,2,18,28,48
Jack,2,Commissioner of Agriculture,,Eric Opiela,,2,7,47,56
Jack,2,Commissioner of Agriculture,,J Allen Carnes,,1,14,12,27
Jack,2,Commissioner of Agriculture,,Joe Cotten,,3,7,21,31
Jack,2,Commissioner of Agriculture,,Tommy Merritt,,0,3,11,14
Jack,2,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Jack,2,Commissioner of Agriculture,,Under Votes,,0,4,9,13
Jack,2,Railroad Commissioner,,Wayne Christian,,0,16,52,68
Jack,2,Railroad Commissioner,,Becky Berger,,2,11,19,32
Jack,2,Railroad Commissioner,,Malachi Boyuls,,0,4,10,14
Jack,2,Railroad Commissioner,,Ryan Sitton,,6,14,29,49
Jack,2,Railroad Commissioner,,Over Votes,,0,0,0,0
Jack,2,Railroad Commissioner,,Under Votes,,0,8,18,26
Jack,2,Ballots Cast,,,,,,,189
Jack,2,Ballots Cast,,,,,,,189
Jack,2,State Senate,30,Craig Estes,,7,39,99,145
Jack,2,State Senate,30,Over Votes,,0,0,0,0
Jack,2,State Senate,30,Under Votes,,1,14,29,44
Jack,2,State Representative,68,Drew Springer,,7,44,98,149
Jack,2,State Representative,68,Over Votes,,0,0,0,0
Jack,2,State Representative,68,Under Votes,,1,9,30,40
Jack,2,Ballots Cast,,,,,,,189
Jack,2,Ballots Cast,,,,,,,189
Jack,3,Ballots Cast,,,,,,,38
Jack,3,U.S. Senate,,Reid Reasor,,0,1,3,4
Jack,3,U.S. Senate,,John Cornyn,,3,4,12,19
Jack,3,U.S. Senate,,Ken Cope,,0,0,0,0
Jack,3,U.S. Senate,,Linda Vega,,0,0,0,0
Jack,3,U.S. Senate,,Chris Mapp,,0,0,0,0
Jack,3,U.S. Senate,,Steve Stockman,,0,2,3,5
Jack,3,U.S. Senate,,Curt Cleaver,,0,0,0,0
Jack,3,U.S. Senate,,Dwayne Stovall,,1,0,2,3
Jack,3,U.S. Senate,,Over Votes,,0,0,0,0
Jack,3,U.S. Senate,,Under Votes,,0,1,6,7
Jack,3,U.S. House,13,Elaine Hays,,0,2,4,6
Jack,3,U.S. House,13,Pam Barlow,,0,1,2,3
Jack,3,U.S. House,13,Mac Thornberry,,4,4,14,22
Jack,3,U.S. House,13,Over Votes,,0,0,0,0
Jack,3,U.S. House,13,Under Votes,,0,1,6,7
Jack,3,Governor,,Lisa Fritsch,,0,0,0,0
Jack,3,Governor,,Greg Abbott,,4,8,20,32
Jack,3,Governor,,SECEDE Kilgore,,0,0,2,2
Jack,3,Governor,,Miriam Martinez,,0,0,0,0
Jack,3,Governor,,Over Votes,,0,0,0,0
Jack,3,Governor,,Under Votes,,0,0,4,4
Jack,3,Lieutenant Governor,,Jerry Patterson,,0,0,3,3
Jack,3,Lieutenant Governor,,David Dewhurst,,1,3,8,12
Jack,3,Lieutenant Governor,,Dan Patrick,,3,2,4,9
Jack,3,Lieutenant Governor,,Todd Staples,,0,3,7,10
Jack,3,Lieutenant Governor,,Over Votes,,0,0,0,0
Jack,3,Lieutenant Governor,,Under Votes,,0,0,4,4
Jack,3,Ballots Cast,,,,,,,38
Jack,3,Attorney General,,Barry Smitherman,,2,0,4,6
Jack,3,Attorney General,,Dan Branch,,1,3,6,10
Jack,3,Attorney General,,Ken Paxton,,1,4,12,17
Jack,3,Attorney General,,Over Votes,,0,0,0,0
Jack,3,Attorney General,,Under Votes,,0,1,4,5
Jack,3,Comptroller of Public Accounts,,Raul Torres,,0,2,2,4
Jack,3,Comptroller of Public Accounts,,Harvey Hilderbran,,2,1,5,8
Jack,3,Comptroller of Public Accounts,,Glenn Hegar,,2,4,5,11
Jack,3,Comptroller of Public Accounts,,Debra Medina,,0,0,7,7
Jack,3,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Jack,3,Comptroller of Public Accounts,,Under Votes,,0,1,7,8
Jack,3,Commissioner of the General Land Office,,David Watts,,0,3,3,6
Jack,3,Commissioner of the General Land Office,,George P. Bush,,4,4,19,27
Jack,3,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Jack,3,Commissioner of the General Land Office,,Under Votes,,0,1,4,5
Jack,3,Commissioner of Agriculture,,Sid Miller,,2,1,6,9
Jack,3,Commissioner of Agriculture,,Eric Opiela,,0,2,5,7
Jack,3,Commissioner of Agriculture,,J Allen Carnes,,0,3,3,6
Jack,3,Commissioner of Agriculture,,Joe Cotten,,1,1,2,4
Jack,3,Commissioner of Agriculture,,Tommy Merritt,,0,0,3,3
Jack,3,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Jack,3,Commissioner of Agriculture,,Under Votes,,1,1,7,9
Jack,3,Railroad Commissioner,,Wayne Christian,,0,3,13,16
Jack,3,Railroad Commissioner,,Becky Berger,,0,0,2,2
Jack,3,Railroad Commissioner,,Malachi Boyuls,,0,0,0,0
Jack,3,Railroad Commissioner,,Ryan Sitton,,3,4,4,11
Jack,3,Railroad Commissioner,,Over Votes,,0,0,0,0
Jack,3,Railroad Commissioner,,Under Votes,,1,1,7,9
Jack,3,Ballots Cast,,,,,,,38
Jack,3,Ballots Cast,,,,,,,38
Jack,3,State Senate,30,Craig Estes,,4,7,17,28
Jack,3,State Senate,30,Over Votes,,0,0,0,0
Jack,3,State Senate,30,Under Votes,,0,1,9,10
Jack,3,State Representative,68,Drew Springer,,4,7,18,29
Jack,3,State Representative,68,Over Votes,,0,0,0,0
Jack,3,State Representative,68,Under Votes,,0,1,8,9
Jack,3,Ballots Cast,,,,,,,38
Jack,3,Ballots Cast,,,,,,,38
Jack,4,Ballots Cast,,,,,,,160
Jack,4,U.S. Senate,,Reid Reasor,,2,3,5,10
Jack,4,U.S. Senate,,John Cornyn,,6,35,58,99
Jack,4,U.S. Senate,,Ken Cope,,0,1,4,5
Jack,4,U.S. Senate,,Linda Vega,,0,0,0,0
Jack,4,U.S. Senate,,Chris Mapp,,0,1,0,1
Jack,4,U.S. Senate,,Steve Stockman,,2,7,10,19
Jack,4,U.S. Senate,,Curt Cleaver,,0,0,0,0
Jack,4,U.S. Senate,,Dwayne Stovall,,0,8,12,20
Jack,4,U.S. Senate,,Over Votes,,0,0,0,0
Jack,4,U.S. Senate,,Under Votes,,0,2,4,6
Jack,4,U.S. House,13,Elaine Hays,,1,8,15,24
Jack,4,U.S. House,13,Pam Barlow,,2,11,8,21
Jack,4,U.S. House,13,Mac Thornberry,,7,38,64,109
Jack,4,U.S. House,13,Over Votes,,0,0,0,0
Jack,4,U.S. House,13,Under Votes,,0,0,6,6
Jack,4,Governor,,Lisa Fritsch,,0,2,2,4
Jack,4,Governor,,Greg Abbott,,10,53,86,149
Jack,4,Governor,,SECEDE Kilgore,,0,1,0,1
Jack,4,Governor,,Miriam Martinez,,0,1,2,3
Jack,4,Governor,,Over Votes,,0,0,0,0
Jack,4,Governor,,Under Votes,,0,0,3,3
Jack,4,Lieutenant Governor,,Jerry Patterson,,0,6,7,13
Jack,4,Lieutenant Governor,,David Dewhurst,,2,16,38,56
Jack,4,Lieutenant Governor,,Dan Patrick,,7,26,28,61
Jack,4,Lieutenant Governor,,Todd Staples,,1,9,16,26
Jack,4,Lieutenant Governor,,Over Votes,,0,0,0,0
Jack,4,Lieutenant Governor,,Under Votes,,0,0,4,4
Jack,4,Ballots Cast,,,,,,,160
Jack,4,Attorney General,,Barry Smitherman,,1,12,11,24
Jack,4,Attorney General,,Dan Branch,,4,20,29,53
Jack,4,Attorney General,,Ken Paxton,,5,25,42,72
Jack,4,Attorney General,,Over Votes,,0,0,0,0
Jack,4,Attorney General,,Under Votes,,0,0,11,11
Jack,4,Comptroller of Public Accounts,,Raul Torres,,0,1,7,8
Jack,4,Comptroller of Public Accounts,,Harvey Hilderbran,,4,11,15,30
Jack,4,Comptroller of Public Accounts,,Glenn Hegar,,4,28,34,66
Jack,4,Comptroller of Public Accounts,,Debra Medina,,2,14,22,38
Jack,4,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Jack,4,Comptroller of Public Accounts,,Under Votes,,0,3,15,18
Jack,4,Commissioner of the General Land Office,,David Watts,,2,15,21,38
Jack,4,Commissioner of the General Land Office,,George P. Bush,,8,42,64,114
Jack,4,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Jack,4,Commissioner of the General Land Office,,Under Votes,,0,0,8,8
Jack,4,Commissioner of Agriculture,,Sid Miller,,5,19,17,41
Jack,4,Commissioner of Agriculture,,Eric Opiela,,3,7,25,35
Jack,4,Commissioner of Agriculture,,J Allen Carnes,,0,6,9,15
Jack,4,Commissioner of Agriculture,,Joe Cotten,,0,7,14,21
Jack,4,Commissioner of Agriculture,,Tommy Merritt,,2,10,12,24
Jack,4,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Jack,4,Commissioner of Agriculture,,Under Votes,,0,8,16,24
Jack,4,Railroad Commissioner,,Wayne Christian,,4,17,34,55
Jack,4,Railroad Commissioner,,Becky Berger,,3,8,22,33
Jack,4,Railroad Commissioner,,Malachi Boyuls,,1,6,3,10
Jack,4,Railroad Commissioner,,Ryan Sitton,,2,18,14,34
Jack,4,Railroad Commissioner,,Over Votes,,0,0,0,0
Jack,4,Railroad Commissioner,,Under Votes,,0,8,20,28
Jack,4,Ballots Cast,,,,,,,160
Jack,4,Ballots Cast,,,,,,,160
Jack,4,State Senate,30,Craig Estes,,9,49,80,138
Jack,4,State Senate,30,Over Votes,,0,0,0,0
Jack,4,State Senate,30,Under Votes,,1,8,13,22
Jack,4,State Representative,68,Drew Springer,,9,47,80,136
Jack,4,State Representative,68,Over Votes,,0,0,0,0
Jack,4,State Representative,68,Under Votes,,1,10,13,24
Jack,4,Ballots Cast,,,,,,,160
Jack,4,Ballots Cast,,,,,,,160
Jack,5,Ballots Cast,,,,,,,108
Jack,5,U.S. Senate,,Reid Reasor,,0,1,3,4
Jack,5,U.S. Senate,,John Cornyn,,4,10,47,61
Jack,5,U.S. Senate,,Ken Cope,,0,1,2,3
Jack,5,U.S. Senate,,Linda Vega,,0,0,3,3
Jack,5,U.S. Senate,,Chris Mapp,,0,0,0,0
Jack,5,U.S. Senate,,Steve Stockman,,0,2,16,18
Jack,5,U.S. Senate,,Curt Cleaver,,0,0,0,0
Jack,5,U.S. Senate,,Dwayne Stovall,,0,1,8,9
Jack,5,U.S. Senate,,Over Votes,,0,0,0,0
Jack,5,U.S. Senate,,Under Votes,,0,2,8,10
Jack,5,U.S. House,13,Elaine Hays,,0,2,11,13
Jack,5,U.S. House,13,Pam Barlow,,0,4,11,15
Jack,5,U.S. House,13,Mac Thornberry,,4,8,59,71
Jack,5,U.S. House,13,Over Votes,,0,0,0,0
Jack,5,U.S. House,13,Under Votes,,0,3,6,9
Jack,5,Governor,,Lisa Fritsch,,0,0,3,3
Jack,5,Governor,,Greg Abbott,,4,16,74,94
Jack,5,Governor,,SECEDE Kilgore,,0,0,3,3
Jack,5,Governor,,Miriam Martinez,,0,0,0,0
Jack,5,Governor,,Over Votes,,0,0,0,0
Jack,5,Governor,,Under Votes,,0,1,7,8
Jack,5,Lieutenant Governor,,Jerry Patterson,,0,0,11,11
Jack,5,Lieutenant Governor,,David Dewhurst,,0,4,17,21
Jack,5,Lieutenant Governor,,Dan Patrick,,4,8,30,42
Jack,5,Lieutenant Governor,,Todd Staples,,0,4,22,26
Jack,5,Lieutenant Governor,,Over Votes,,0,0,0,0
Jack,5,Lieutenant Governor,,Under Votes,,0,1,7,8
Jack,5,Ballots Cast,,,,,,,108
Jack,5,Attorney General,,Barry Smitherman,,1,4,9,14
Jack,5,Attorney General,,Dan Branch,,2,6,33,41
Jack,5,Attorney General,,Ken Paxton,,1,6,36,43
Jack,5,Attorney General,,Over Votes,,0,0,0,0
Jack,5,Attorney General,,Under Votes,,0,1,9,10
Jack,5,Comptroller of Public Accounts,,Raul Torres,,0,1,6,7
Jack,5,Comptroller of Public Accounts,,Harvey Hilderbran,,2,4,12,18
Jack,5,Comptroller of Public Accounts,,Glenn Hegar,,2,7,41,50
Jack,5,Comptroller of Public Accounts,,Debra Medina,,0,3,15,18
Jack,5,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Jack,5,Comptroller of Public Accounts,,Under Votes,,0,2,13,15
Jack,5,Commissioner of the General Land Office,,David Watts,,0,8,28,36
Jack,5,Commissioner of the General Land Office,,George P. Bush,,4,7,49,60
Jack,5,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Jack,5,Commissioner of the General Land Office,,Under Votes,,0,2,10,12
Jack,5,Commissioner of Agriculture,,Sid Miller,,4,7,18,29
Jack,5,Commissioner of Agriculture,,Eric Opiela,,0,2,27,29
Jack,5,Commissioner of Agriculture,,J Allen Carnes,,0,2,13,15
Jack,5,Commissioner of Agriculture,,Joe Cotten,,0,1,12,13
Jack,5,Commissioner of Agriculture,,Tommy Merritt,,0,2,5,7
Jack,5,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Jack,5,Commissioner of Agriculture,,Under Votes,,0,3,12,15
Jack,5,Railroad Commissioner,,Wayne Christian,,0,7,36,43
Jack,5,Railroad Commissioner,,Becky Berger,,2,2,13,17
Jack,5,Railroad Commissioner,,Malachi Boyuls,,0,1,1,2
Jack,5,Railroad Commissioner,,Ryan Sitton,,2,4,23,29
Jack,5,Railroad Commissioner,,Over Votes,,0,0,0,0
Jack,5,Railroad Commissioner,,Under Votes,,0,3,14,17
Jack,5,Ballots Cast,,,,,,,108
Jack,5,Ballots Cast,,,,,,,108
Jack,5,State Senate,30,Craig Estes,,4,12,70,86
Jack,5,State Senate,30,Over Votes,,0,0,0,0
Jack,5,State Senate,30,Under Votes,,0,5,17,22
Jack,5,State Representative,68,Drew Springer,,4,12,73,89
Jack,5,State Representative,68,Over Votes,,0,0,0,0
Jack,5,State Representative,68,Under Votes,,0,5,14,19
Jack,5,Ballots Cast,,,,,,,108
Jack,5,Ballots Cast,,,,,,,108
Jack,6,Ballots Cast,,,,,,,212
Jack,6,U.S. Senate,,Reid Reasor,,0,3,8,11
Jack,6,U.S. Senate,,John Cornyn,,13,59,47,119
Jack,6,U.S. Senate,,Ken Cope,,0,2,3,5
Jack,6,U.S. Senate,,Linda Vega,,0,2,2,4
Jack,6,U.S. Senate,,Chris Mapp,,0,0,0,0
Jack,6,U.S. Senate,,Steve Stockman,,1,13,27,41
Jack,6,U.S. Senate,,Curt Cleaver,,0,1,0,1
Jack,6,U.S. Senate,,Dwayne Stovall,,1,8,4,13
Jack,6,U.S. Senate,,Over Votes,,0,0,0,0
Jack,6,U.S. Senate,,Under Votes,,0,8,10,18
Jack,6,U.S. House,13,Elaine Hays,,1,17,27,45
Jack,6,U.S. House,13,Pam Barlow,,3,8,8,19
Jack,6,U.S. House,13,Mac Thornberry,,11,67,59,137
Jack,6,U.S. House,13,Over Votes,,0,0,0,0
Jack,6,U.S. House,13,Under Votes,,0,4,7,11
Jack,6,Governor,,Lisa Fritsch,,0,4,5,9
Jack,6,Governor,,Greg Abbott,,14,85,87,186
Jack,6,Governor,,SECEDE Kilgore,,1,0,2,3
Jack,6,Governor,,Miriam Martinez,,0,3,1,4
Jack,6,Governor,,Over Votes,,0,0,0,0
Jack,6,Governor,,Under Votes,,0,4,6,10
Jack,6,Lieutenant Governor,,Jerry Patterson,,1,7,12,20
Jack,6,Lieutenant Governor,,David Dewhurst,,3,35,34,72
Jack,6,Lieutenant Governor,,Dan Patrick,,7,30,29,66
Jack,6,Lieutenant Governor,,Todd Staples,,4,20,18,42
Jack,6,Lieutenant Governor,,Over Votes,,0,0,0,0
Jack,6,Lieutenant Governor,,Under Votes,,0,4,8,12
Jack,6,Ballots Cast,,,,,,,212
Jack,6,Attorney General,,Barry Smitherman,,3,12,19,34
Jack,6,Attorney General,,Dan Branch,,7,36,41,84
Jack,6,Attorney General,,Ken Paxton,,5,40,32,77
Jack,6,Attorney General,,Over Votes,,0,0,0,0
Jack,6,Attorney General,,Under Votes,,0,8,9,17
Jack,6,Comptroller of Public Accounts,,Raul Torres,,1,4,6,11
Jack,6,Comptroller of Public Accounts,,Harvey Hilderbran,,6,18,23,47
Jack,6,Comptroller of Public Accounts,,Glenn Hegar,,7,50,40,97
Jack,6,Comptroller of Public Accounts,,Debra Medina,,1,10,13,24
Jack,6,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Jack,6,Comptroller of Public Accounts,,Under Votes,,0,14,19,33
Jack,6,Commissioner of the General Land Office,,David Watts,,2,32,31,65
Jack,6,Commissioner of the General Land Office,,George P. Bush,,13,55,58,126
Jack,6,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Jack,6,Commissioner of the General Land Office,,Under Votes,,0,9,12,21
Jack,6,Commissioner of Agriculture,,Sid Miller,,5,21,18,44
Jack,6,Commissioner of Agriculture,,Eric Opiela,,1,14,33,48
Jack,6,Commissioner of Agriculture,,J Allen Carnes,,3,18,13,34
Jack,6,Commissioner of Agriculture,,Joe Cotten,,3,17,14,34
Jack,6,Commissioner of Agriculture,,Tommy Merritt,,3,13,8,24
Jack,6,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Jack,6,Commissioner of Agriculture,,Under Votes,,0,13,15,28
Jack,6,Railroad Commissioner,,Wayne Christian,,5,30,40,75
Jack,6,Railroad Commissioner,,Becky Berger,,1,12,15,28
Jack,6,Railroad Commissioner,,Malachi Boyuls,,3,9,2,14
Jack,6,Railroad Commissioner,,Ryan Sitton,,5,30,21,56
Jack,6,Railroad Commissioner,,Over Votes,,0,0,0,0
Jack,6,Railroad Commissioner,,Under Votes,,1,15,23,39
Jack,6,Ballots Cast,,,,,,,212
Jack,6,Ballots Cast,,,,,,,212
Jack,6,State Senate,30,Craig Estes,,14,84,77,175
Jack,6,State Senate,30,Over Votes,,0,0,0,0
Jack,6,State Senate,30,Under Votes,,1,12,24,37
Jack,6,State Representative,68,Drew Springer,,14,85,78,177
Jack,6,State Representative,68,Over Votes,,0,0,0,0
Jack,6,State Representative,68,Under Votes,,1,11,23,35
Jack,6,Ballots Cast,,,,,,,212
Jack,6,Ballots Cast,,,,,,,212
Jack,1,Ballots Cast,,,,,,,17
Jack,1,U.S. Senate,,Kesha Rogers,,1,2,6,9
Jack,1,U.S. Senate,,David M. Alameel,,0,2,1,3
Jack,1,U.S. Senate,,Harry Kim,,0,0,0,0
Jack,1,U.S. Senate,,"Michael ""Fjet"" Fjetland",,0,0,0,0
Jack,1,U.S. Senate,,Maxey Marie Scherr,,0,3,0,3
Jack,1,U.S. Senate,,Over Votes,,0,0,0,0
Jack,1,U.S. Senate,,Under Votes,,0,1,1,2
Jack,1,U.S. House,13,Mike Minter,,1,6,5,12
Jack,1,U.S. House,13,Over Votes,,0,0,0,0
Jack,1,U.S. House,13,Under Votes,,0,2,3,5
Jack,1,Governor,,Wendy R. Davis,,1,8,5,14
Jack,1,Governor,,"Reynaldo ""Ray"" Madrigal",,0,0,1,1
Jack,1,Governor,,Over Votes,,0,0,0,0
Jack,1,Governor,,Under Votes,,0,0,2,2
Jack,1,Lieutenant Governor,,Leticia Van de Putte,,1,6,5,12
Jack,1,Lieutenant Governor,,Over Votes,,0,0,0,0
Jack,1,Lieutenant Governor,,Under Votes,,0,2,3,5
Jack,1,Attorney General,,Sam Houston,,1,6,5,12
Jack,1,Attorney General,,Over Votes,,0,0,0,0
Jack,1,Attorney General,,Under Votes,,0,2,3,5
Jack,1,Comptroller of Public Accounts,,Mike Collier,,1,6,5,12
Jack,1,Comptroller of Public Accounts,,Over Votes,,0,0,0,0
Jack,1,Comptroller of Public Accounts,,Under Votes,,0,2,3,5
Jack,1,Ballots Cast,,,,,,,17
Jack,1,Commissioner of the General Land Office,,John Cook,,1,6,5,12
Jack,1,Commissioner of the General Land Office,,Over Votes,,0,0,0,0
Jack,1,Commissioner of the General Land Office,,Under Votes,,0,2,3,5
Jack,1,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",,0,2,4,6
Jack,1,Commissioner of Agriculture,,Jim Hogan,,1,5,2,8
Jack,1,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,,0,0,0,0
Jack,1,Commissioner of Agriculture,,Over Votes,,0,0,0,0
Jack,1,Commissioner of Agriculture,,Under Votes,,0,1,2,3
Jack,1,Railroad Commissioner,,Dale Henry,,1,1,4,6
Jack,1,Railroad Commissioner,,Steve Brown,,0,5,2,7
Jack,1,Railroad Commissioner,,Over Votes,,0,0,0,0
Jack,1,Railroad Commissioner,,Under Votes,,0,2,2,4
Jack,1,Ballots Cast,,,,,,,17
Jack,1,Ballots Cast,,,,,,,17
Jack,2,Ballots Cast,,,,,,,18
Jack,2,U.S. Senate,,Kesha Rogers,,0,4,1,5
Jack,2,U.S. Senate,,David M. Alameel,,0,4,1,5
