office,district,candidate,incumbent,party,votes,pct
State Representative,121  Unexpired Term,Paul Silbert,False,IND,337,3.10
State Representative,121  Unexpired Term,Rose Spector,False,DEM,3655,33.58
State Representative,121  Unexpired Term,Glen S. Starnes,False,REP,151,1.39
State Representative,121  Unexpired Term,Joe Straus,False,REP,6741,61.93
State Representative,121  Unexpired Term,Total,,,10884,
