county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,George W. Bush  /Dick Cheney,False,REP,9835,65.22
ANDERSON,President/VicePresident,,Al Gore /Joe Lieberman,False,DEM,5041,33.43
ANDERSON,President/VicePresident,,Harry Browne /Art Olivier,False,LIB,33,0.22
ANDERSON,President/VicePresident,,Ralph Nader /Winona LaDuke,False,GRN,131,0.87
ANDERSON,President/VicePresident,,Pat Buchanan /Ezola Foster,False,IND,40,0.27
ANDERSON,President/VicePresident,,Howard Phillips /J. Curtis Frazier,False,WI,0,0.00
ANDERSON,President/VicePresident,,"James ""Jim"" Wright /Leonard L. Foster",False,WI,0,0.00
ANDERSON,President/VicePresident,,David McReynolds /Mary Cal Hollis,False,WI,0,0.00
ANDERSON,President/VicePresident,,Total,,,15080,
ANDERSON,U.S. Senate,,Kay Bailey Hutchison,True,REP,10304,68.94
ANDERSON,U.S. Senate,,Gene Kelly,False,DEM,4452,29.79
ANDERSON,U.S. Senate,,Mary J. Ruwart,False,LIB,111,0.74
ANDERSON,U.S. Senate,,Douglas S. Sandage,False,GRN,80,0.54
ANDERSON,U.S. Senate,,Total,,,14947,
ANDERSON,U. S. Representative,5,Pete Sessions,True,REP,9137,61.05
ANDERSON,U. S. Representative,5,Regina Montoya Coggins,False,DEM,5642,37.70
ANDERSON,U. S. Representative,5,Ken Ashby,False,LIB,187,1.25
ANDERSON,U. S. Representative,5,Total,,,14966,
ANDERSON,Railroad Commissioner,,Charles R. Matthews,True,REP,9318,79.28
ANDERSON,Railroad Commissioner,,Carolyn  Fields,False,LIB,1678,14.28
ANDERSON,Railroad Commissioner,,Gary Dugger,False,GRN,758,6.45
ANDERSON,Railroad Commissioner,,Total,,,11754,
ANDERSON,Railroad  Commissioner  Unexpired Term,,Michael L. Williams,True,REP,9444,81.27
ANDERSON,Railroad  Commissioner  Unexpired Term,,Anthony Garcia,False,LIB,1557,13.40
ANDERSON,Railroad  Commissioner  Unexpired Term,,Charles L. Mauch,False,GRN,619,5.33
ANDERSON,Railroad  Commissioner  Unexpired Term,,Total,,,11620,
ANDERSON,"Justice, Supreme Court, Place 1",,Nathan Hecht,True,REP,9386,81.61
ANDERSON,"Justice, Supreme Court, Place 1",,Mike Jacobellis,False,LIB,1309,11.38
ANDERSON,"Justice, Supreme Court, Place 1",,Ben G. Levy,False,GRN,806,7.01
ANDERSON,"Justice, Supreme Court, Place 1",,Total,,,11501,
ANDERSON,"Justice, Supreme Court, Place 2",,Priscilla Owen,True,REP,9694,84.85
ANDERSON,"Justice, Supreme Court, Place 2",,"Joe Alfred  Izen, Jr.",False,LIB,1731,15.15
ANDERSON,"Justice, Supreme Court, Place 2",,Total,,,11425,
ANDERSON,"Justice, Supreme Court, Place 3",,Al Gonzales,True,REP,9187,80.21
ANDERSON,"Justice, Supreme Court, Place 3",,Lance Smith,False,LIB,2267,19.79
ANDERSON,"Justice, Supreme Court, Place 3",,Total,,,11454,
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,False,REP,8087,57.63
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Bill  Vance,False,DEM,5946,42.37
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Total,,,14033,
ANDERSON,Judge Court of Criminal Appeals,1,Charles Holcomb,False,REP,9815,86.07
ANDERSON,Judge Court of Criminal Appeals,1,Rife Scott Kimler,False,LIB,1588,13.93
ANDERSON,Judge Court of Criminal Appeals,1,Total,,,11403,
ANDERSON,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,False,REP,7971,57.28
ANDERSON,Judge Court of Criminal Appeals,2,William R. Barr,False,DEM,5946,42.72
ANDERSON,Judge Court of Criminal Appeals,2,Total,,,13917,
ANDERSON,State Senate,3,Todd Staples,False,REP,8939,59.53
ANDERSON,State Senate,3,David Fisher,False,DEM,6078,40.47
ANDERSON,State Senate,3,Total,,,15017,
ANDERSON,State Representative,11,"Paul S. Woodard, Jr.",False,REP,7805,52.34
ANDERSON,State Representative,11,Chuck Hopson,False,DEM,7106,47.66
ANDERSON,State Representative,11,Total,,,14911,
ANDERSON,"Chief Justice, 12th Court of Appeals District  Unexpired Term",,Leonard Davis,True,REP,9899,100.00
ANDERSON,"Chief Justice, 12th Court of Appeals District  Unexpired Term",,Total,,,9899,
ANDERSON,"Justice, 12th Court of Appeals District",,Sam Griffith,False,REP,9879,100.00
ANDERSON,"Justice, 12th Court of Appeals District",,Total,,,9879,
ANDERSON,District Judge,3rd Judicial District,Jim Parsons,True,DEM,10455,100.00
ANDERSON,District Judge,3rd Judicial District,Total,,,10455,
ANDERSON,District Judge,349th Judicial District,Jerry L. Calhoon,True,DEM,10381,100.00
ANDERSON,District Judge,349th Judicial District,Total,,,10381,
ANDREWS,President/VicePresident,,George W. Bush  /Dick Cheney,False,REP,3091,76.81
ANDREWS,President/VicePresident,,Al Gore /Joe Lieberman,False,DEM,876,21.77
ANDREWS,President/VicePresident,,Harry Browne /Art Olivier,False,LIB,11,0.27
ANDREWS,President/VicePresident,,Ralph Nader /Winona LaDuke,False,GRN,28,0.70
ANDREWS,President/VicePresident,,Pat Buchanan /Ezola Foster,False,IND,18,0.45
ANDREWS,President/VicePresident,,Howard Phillips /J. Curtis Frazier,False,WI,0,0.00
ANDREWS,President/VicePresident,,"James ""Jim"" Wright /Leonard L. Foster",False,WI,0,0.00
ANDREWS,President/VicePresident,,David McReynolds /Mary Cal Hollis,False,WI,0,0.00
ANDREWS,President/VicePresident,,Total,,,4024,
ANDREWS,U.S. Senate,,Kay Bailey Hutchison,True,REP,3117,79.07
ANDREWS,U.S. Senate,,Gene Kelly,False,DEM,758,19.23
ANDREWS,U.S. Senate,,Mary J. Ruwart,False,LIB,44,1.12
ANDREWS,U.S. Senate,,Douglas S. Sandage,False,GRN,23,0.58
ANDREWS,U.S. Senate,,Total,,,3942,
ANDREWS,U. S. Representative,19,Larry Combest,True,REP,3282,90.49
ANDREWS,U. S. Representative,19,John Turnbow,False,LIB,345,9.51
ANDREWS,U. S. Representative,19,Total,,,3627,
ANDREWS,Railroad Commissioner,,Charles R. Matthews,True,REP,2756,81.71
ANDREWS,Railroad Commissioner,,Carolyn  Fields,False,LIB,458,13.58
ANDREWS,Railroad Commissioner,,Gary Dugger,False,GRN,159,4.71
ANDREWS,Railroad Commissioner,,Total,,,3373,
ANDREWS,Railroad  Commissioner  Unexpired Term,,Michael L. Williams,True,REP,2719,81.70
ANDREWS,Railroad  Commissioner  Unexpired Term,,Anthony Garcia,False,LIB,502,15.08
ANDREWS,Railroad  Commissioner  Unexpired Term,,Charles L. Mauch,False,GRN,107,3.22
ANDREWS,Railroad  Commissioner  Unexpired Term,,Total,,,3328,
ANDREWS,"Justice, Supreme Court, Place 1",,Nathan Hecht,True,REP,2741,83.34
ANDREWS,"Justice, Supreme Court, Place 1",,Mike Jacobellis,False,LIB,339,10.31
ANDREWS,"Justice, Supreme Court, Place 1",,Ben G. Levy,False,GRN,209,6.35
ANDREWS,"Justice, Supreme Court, Place 1",,Total,,,3289,
ANDREWS,"Justice, Supreme Court, Place 2",,Priscilla Owen,True,REP,2862,87.55
ANDREWS,"Justice, Supreme Court, Place 2",,"Joe Alfred  Izen, Jr.",False,LIB,407,12.45
ANDREWS,"Justice, Supreme Court, Place 2",,Total,,,3269,
ANDREWS,"Justice, Supreme Court, Place 3",,Al Gonzales,True,REP,2548,77.78
ANDREWS,"Justice, Supreme Court, Place 3",,Lance Smith,False,LIB,728,22.22
ANDREWS,"Justice, Supreme Court, Place 3",,Total,,,3276,
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,False,REP,2294,63.46
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Bill  Vance,False,DEM,1321,36.54
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Total,,,3615,
ANDREWS,Judge Court of Criminal Appeals,1,Charles Holcomb,False,REP,2851,88.65
ANDREWS,Judge Court of Criminal Appeals,1,Rife Scott Kimler,False,LIB,365,11.35
ANDREWS,Judge Court of Criminal Appeals,1,Total,,,3216,
ANDREWS,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,False,REP,2299,63.99
ANDREWS,Judge Court of Criminal Appeals,2,William R. Barr,False,DEM,1294,36.01
ANDREWS,Judge Court of Criminal Appeals,2,Total,,,3593,
ANDREWS,State Representative,80,Gary L.  Walker,True,REP,3102,100.00
ANDREWS,State Representative,80,Total,,,3102,
ANDREWS,"Justice, 8th Court of Appeals District, Place 1",,Ann Crawford McClure,True,DEM,2573,100.00
ANDREWS,"Justice, 8th Court of Appeals District, Place 1",,Total,,,2573,
ANDREWS,"Justice, 8th Court of Appeals District, Place 2",,David Wellington Chew,True,DEM,2547,100.00
ANDREWS,"Justice, 8th Court of Appeals District, Place 2",,Total,,,2547,
ANGELINA,President/VicePresident,,George W. Bush  /Dick Cheney,False,REP,16648,61.72
ANGELINA,President/VicePresident,,Al Gore /Joe Lieberman,False,DEM,9957,36.91
ANGELINA,President/VicePresident,,Harry Browne /Art Olivier,False,LIB,52,0.19
ANGELINA,President/VicePresident,,Ralph Nader /Winona LaDuke,False,GRN,245,0.91
ANGELINA,President/VicePresident,,Pat Buchanan /Ezola Foster,False,IND,72,0.27
ANGELINA,President/VicePresident,,Howard Phillips /J. Curtis Frazier,False,WI,0,0.00
ANGELINA,President/VicePresident,,"James ""Jim"" Wright /Leonard L. Foster",False,WI,0,0.00
ANGELINA,President/VicePresident,,David McReynolds /Mary Cal Hollis,False,WI,0,0.00
ANGELINA,President/VicePresident,,Total,,,26974,
ANGELINA,U.S. Senate,,Kay Bailey Hutchison,True,REP,16970,63.55
ANGELINA,U.S. Senate,,Gene Kelly,False,DEM,9353,35.02
ANGELINA,U.S. Senate,,Mary J. Ruwart,False,LIB,207,0.78
ANGELINA,U.S. Senate,,Douglas S. Sandage,False,GRN,174,0.65
ANGELINA,U.S. Senate,,Total,,,26704,
ANGELINA,U. S. Representative,2,Jim Turner,True,DEM,20491,92.41
ANGELINA,U. S. Representative,2,Gary Lyndon  Dye,False,LIB,1682,7.59
ANGELINA,U. S. Representative,2,Total,,,22173,
ANGELINA,Railroad Commissioner,,Charles R. Matthews,True,REP,15922,81.39
ANGELINA,Railroad Commissioner,,Carolyn  Fields,False,LIB,2704,13.82
ANGELINA,Railroad Commissioner,,Gary Dugger,False,GRN,937,4.79
ANGELINA,Railroad Commissioner,,Total,,,19563,
ANGELINA,Railroad  Commissioner  Unexpired Term,,Michael L. Williams,True,REP,15702,81.32
ANGELINA,Railroad  Commissioner  Unexpired Term,,Anthony Garcia,False,LIB,2620,13.57
ANGELINA,Railroad  Commissioner  Unexpired Term,,Charles L. Mauch,False,GRN,988,5.12
ANGELINA,Railroad  Commissioner  Unexpired Term,,Total,,,19310,
ANGELINA,"Justice, Supreme Court, Place 1",,Nathan Hecht,True,REP,15782,81.99
ANGELINA,"Justice, Supreme Court, Place 1",,Mike Jacobellis,False,LIB,2187,11.36
ANGELINA,"Justice, Supreme Court, Place 1",,Ben G. Levy,False,GRN,1280,6.65
ANGELINA,"Justice, Supreme Court, Place 1",,Total,,,19249,
ANGELINA,"Justice, Supreme Court, Place 2",,Priscilla Owen,True,REP,16189,85.37
ANGELINA,"Justice, Supreme Court, Place 2",,"Joe Alfred  Izen, Jr.",False,LIB,2775,14.63
ANGELINA,"Justice, Supreme Court, Place 2",,Total,,,18964,
ANGELINA,"Justice, Supreme Court, Place 3",,Al Gonzales,True,REP,15468,80.73
ANGELINA,"Justice, Supreme Court, Place 3",,Lance Smith,False,LIB,3691,19.27
ANGELINA,"Justice, Supreme Court, Place 3",,Total,,,19159,
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,False,REP,13291,52.68
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Bill  Vance,False,DEM,11938,47.32
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Total,,,25229,
ANGELINA,Judge Court of Criminal Appeals,1,Charles Holcomb,False,REP,16286,85.94
ANGELINA,Judge Court of Criminal Appeals,1,Rife Scott Kimler,False,LIB,2664,14.06
ANGELINA,Judge Court of Criminal Appeals,1,Total,,,18950,
ANGELINA,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,False,REP,13247,52.85
ANGELINA,Judge Court of Criminal Appeals,2,William R. Barr,False,DEM,11819,47.15
ANGELINA,Judge Court of Criminal Appeals,2,Total,,,25066,
ANGELINA,State Senate,3,Todd Staples,False,REP,14216,53.09
ANGELINA,State Senate,3,David Fisher,False,DEM,12561,46.91
ANGELINA,State Senate,3,Total,,,26777,
ANGELINA,State Representative,17,Jim McReynolds,True,DEM,19791,100.00
ANGELINA,State Representative,17,Total,,,19791,
ANGELINA,"Justice, 9th Court of Appeals District",,David Gaultney,False,REP,13320,52.93
ANGELINA,"Justice, 9th Court of Appeals District",,Gerald E. Bourque,False,DEM,11847,47.07
ANGELINA,"Justice, 9th Court of Appeals District",,Total,,,25167,
ANGELINA,District Attorney,159th Judicial District,Clyde M. Herrington,True,DEM,19877,100.00
ANGELINA,District Attorney,159th Judicial District,Total,,,19877,
ARANSAS,President/VicePresident,,George W. Bush  /Dick Cheney,False,REP,5390,65.36
ARANSAS,President/VicePresident,,Al Gore /Joe Lieberman,False,DEM,2637,31.98
ARANSAS,President/VicePresident,,Harry Browne /Art Olivier,False,LIB,23,0.28
ARANSAS,President/VicePresident,,Ralph Nader /Winona LaDuke,False,GRN,182,2.21
ARANSAS,President/VicePresident,,Pat Buchanan /Ezola Foster,False,IND,14,0.17
ARANSAS,President/VicePresident,,Howard Phillips /J. Curtis Frazier,False,WI,0,0.00
ARANSAS,President/VicePresident,,"James ""Jim"" Wright /Leonard L. Foster",False,WI,0,0.00
ARANSAS,President/VicePresident,,David McReynolds /Mary Cal Hollis,False,WI,1,0.01
ARANSAS,President/VicePresident,,Total,,,8247,
ARANSAS,U.S. Senate,,Kay Bailey Hutchison,True,REP,5858,72.33
ARANSAS,U.S. Senate,,Gene Kelly,False,DEM,2056,25.39
ARANSAS,U.S. Senate,,Mary J. Ruwart,False,LIB,89,1.10
ARANSAS,U.S. Senate,,Douglas S. Sandage,False,GRN,96,1.19
ARANSAS,U.S. Senate,,Total,,,8099,
ARANSAS,U. S. Representative,14,Ron Paul,True,REP,5100,63.63
ARANSAS,U. S. Representative,14,Loy Sneary,False,DEM,2915,36.37
ARANSAS,U. S. Representative,14,Total,,,8015,
ARANSAS,Railroad Commissioner,,Charles R. Matthews,True,REP,4551,59.30
