county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,FALSE,REP,33,63.46
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Tom Price,FALSE,REP,19,36.54
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Total,,,52,
ANDERSON,Judge Court of Criminal Appeals,1,Charles Holcomb,FALSE,REP,35,71.43
ANDERSON,Judge Court of Criminal Appeals,1,Guy Williams,FALSE,REP,14,28.57
ANDERSON,Judge Court of Criminal Appeals,1,Total,,,49,
ANDERSON,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,FALSE,REP,32,66.67
ANDERSON,Judge Court of Criminal Appeals,2,Jim  Wallace,FALSE,REP,16,33.33
ANDERSON,Judge Court of Criminal Appeals,2,Total,,,48,
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,FALSE,REP,9,40.91
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Tom Price,FALSE,REP,13,59.09
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Total,,,22,
ANDREWS,Judge Court of Criminal Appeals,1,Charles Holcomb,FALSE,REP,15,68.18
ANDREWS,Judge Court of Criminal Appeals,1,Guy Williams,FALSE,REP,7,31.82
ANDREWS,Judge Court of Criminal Appeals,1,Total,,,22,
ANDREWS,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,FALSE,REP,12,54.55
ANDREWS,Judge Court of Criminal Appeals,2,Jim  Wallace,FALSE,REP,10,45.45
ANDREWS,Judge Court of Criminal Appeals,2,Total,,,22,
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,FALSE,REP,72,38.3
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Tom Price,FALSE,REP,116,61.7
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Total,,,188,
ANGELINA,Judge Court of Criminal Appeals,1,Charles Holcomb,FALSE,REP,109,57.98
ANGELINA,Judge Court of Criminal Appeals,1,Guy Williams,FALSE,REP,79,42.02
ANGELINA,Judge Court of Criminal Appeals,1,Total,,,188,
ANGELINA,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,FALSE,REP,111,59.36
ANGELINA,Judge Court of Criminal Appeals,2,Jim  Wallace,FALSE,REP,76,40.64
ANGELINA,Judge Court of Criminal Appeals,2,Total,,,187,
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,FALSE,REP,90,75
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,Tom Price,FALSE,REP,30,25
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,Total,,,120,
ARANSAS,Judge Court of Criminal Appeals,1,Charles Holcomb,FALSE,REP,27,23.68
ARANSAS,Judge Court of Criminal Appeals,1,Guy Williams,FALSE,REP,87,76.32
ARANSAS,Judge Court of Criminal Appeals,1,Total,,,114,
ARANSAS,Judge Court of Criminal Appeals,2,Barbara Parker Hervey,FALSE,REP,88,74.58
ARANSAS,Judge Court of Criminal Appeals,2,Jim  Wallace,FALSE,REP,30,25.42
ARANSAS,Judge Court of Criminal Appeals,2,Total,,,118,
ARCHER,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,FALSE,REP,4,100
ARCHER,"Presiding Judge, Court of Criminal Appeals",,Tom Price,FALSE,REP,0,0
ARCHER,"Presiding Judge, Court of Criminal Appeals",,Total,,,4,
ARCHER,Judge Court of Criminal Appeals,1,Charles Holcomb,FALSE,REP,2,66.67
ARCHER,Judge Court of Criminal Appeals,1,Guy Williams,FALSE,REP,1,33.33
