county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,Gary Bauer,FALSE,REP,4,0.11
ANDERSON,President/VicePresident,,George W. Bush,FALSE,REP,3274,88.97
ANDERSON,President/VicePresident,,Steve Forbes,FALSE,REP,7,0.19
ANDERSON,President/VicePresident,,Orrin G. Hatch,FALSE,REP,14,0.38
ANDERSON,President/VicePresident,,Alan Keyes,FALSE,REP,130,3.53
ANDERSON,President/VicePresident,,John McCain,FALSE,REP,208,5.65
ANDERSON,President/VicePresident,,Charles Bass Urban,FALSE,REP,7,0.19
ANDERSON,President/VicePresident,,Uncommitted,FALSE,REP,36,0.98
ANDERSON,President/VicePresident,,Total,,,3680,
ANDERSON,U.S. Senate,,Kay Bailey Hutchison,TRUE,REP,3341,100
ANDERSON,U.S. Senate,,Total,,,3341,
ANDERSON,U. S. Representative,5,Pete Sessions,TRUE,REP,3291,100
ANDERSON,U. S. Representative,5,Total,,,3291,
ANDERSON,Railroad Commissioner,,Charles R. Matthews,TRUE,REP,2826,100
ANDERSON,Railroad Commissioner,,Total,,,2826,
ANDERSON,Railroad  Commissioner  Unexpired Term,,Andy Draughn,FALSE,REP,553,19.6
ANDERSON,Railroad  Commissioner  Unexpired Term,,Michael L. Williams,TRUE,REP,2268,80.4
ANDERSON,Railroad  Commissioner  Unexpired Term,,Total,,,2821,
ANDERSON,"Justice, Supreme Court, Place 1",,Valorie W. Davenport,FALSE,REP,1060,35.61
ANDERSON,"Justice, Supreme Court, Place 1",,Nathan Hecht,TRUE,REP,1917,64.39
ANDERSON,"Justice, Supreme Court, Place 1",,Total,,,2977,
ANDERSON,"Justice, Supreme Court, Place 2",,Priscilla Owen,TRUE,REP,2548,100
ANDERSON,"Justice, Supreme Court, Place 2",,Total,,,2548,
ANDERSON,"Justice, Supreme Court, Place 3",,Al Gonzales,TRUE,REP,1705,57.58
ANDERSON,"Justice, Supreme Court, Place 3",,Rod E. Gorman,FALSE,REP,1256,42.42
ANDERSON,"Justice, Supreme Court, Place 3",,Total,,,2961,
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,FALSE,REP,824,30.99
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Connie J. Kelley,FALSE,REP,446,16.77
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Tom Price,FALSE,REP,1032,38.81
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,J. Gary Trichter,FALSE,REP,357,13.43
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Total,,,2659,
ANDERSON,Judge Court of Criminal Appeals,1,John Boston,FALSE,REP,178,6.81
ANDERSON,Judge Court of Criminal Appeals,1,Alan Curry,FALSE,REP,365,13.96
