office,district,candidate,incumbent,party,votes,pct
District Judge,27th Judicial District,Joe Carroll,TRUE,REP,12236,100
District Judge,27th Judicial District,Total,,,12236,
District Judge,28th Judicial District,Donna K. Leonard,FALSE,REP,8682,100
District Judge,28th Judicial District,Total,,,8682,
District Judge,33rd Judicial District,"Guilford L. ""Gil"" Jones",TRUE,REP,6305,100
District Judge,33rd Judicial District,Total,,,6305,
District Judge,37th Judicial District,David Berchelmann,TRUE,REP,47323,100
District Judge,37th Judicial District,Total,,,47323,
District Judge,38th Judicial District,Vivian Torres,FALSE,REP,2740,100
District Judge,38th Judicial District,Total,,,2740,
District Judge,42nd Judicial District,John Weeks,TRUE,REP,8560,100
District Judge,42nd Judicial District,Total,,,8560,
District Judge,43rd Judicial District,Roger L. Blair,FALSE,REP,2151,24.94
District Judge,43rd Judicial District,Don Chrestman,FALSE,REP,6473,75.06
District Judge,43rd Judicial District,Total,,,8624,
District Judge,48th Judicial District,Bob McCoy,TRUE,REP,54830,100
District Judge,48th Judicial District,Total,,,54830,
District Judge,50th Judicial District,David W. Hajek,TRUE,REP,162,100
District Judge,50th Judicial District,Total,,,162,
District Judge,51st Judicial District,Barbara Walther,TRUE,REP,9167,100
District Judge,51st Judicial District,Total,,,9167,
District Judge,53rd Judicial District,John Drolla,FALSE,REP,29958,100
District Judge,53rd Judicial District,Total,,,29958,
District Judge,57th Judicial District,Pat Boone,TRUE,REP,46210,100
District Judge,57th Judicial District,Total,,,46210,
District Judge,59th Judicial District,"Rayburn ""Rim"" Nall",TRUE,REP,5710,100
District Judge,59th Judicial District,Total,,,5710,
District Judge,61st Judicial District,John Donovan,TRUE,REP,90419,100
District Judge,61st Judicial District,Total,,,90419,
District Judge,62nd Judicial District,Mike Mosher,FALSE,REP,937,34.61
District Judge,62nd Judicial District,Jeff Starnes,FALSE,REP,1770,65.39
District Judge,62nd Judicial District,Total,,,2707,
District Judge,63rd Judicial District,Donna Stitts,FALSE,REP,974,100
District Judge,63rd Judicial District,Total,,,974,
District Judge,67th Judicial District,Jon Barton,TRUE,REP,56483,100
District Judge,67th Judicial District,Total,,,56483,
District Judge,72nd Judicial District,Blair Cherry,TRUE,REP,18891,100
District Judge,72nd Judicial District,Total,,,18891,
District Judge,73rd Judicial District,Gary A. Beahm,FALSE,REP,44685,100
District Judge,73rd Judicial District,Total,,,44685,
District Judge,78th Judicial District,Roy Sparkman,FALSE,REP,2818,100
District Judge,78th Judicial District,Total,,,2818,
District Judge,80th Judicial District,Scott Link,TRUE,REP,94838,100
District Judge,80th Judicial District,Total,,,94838,
District Judge,83rd Judicial District  Unexpired Term,Carl Pendergrass,FALSE,REP,1723,100
District Judge,83rd Judicial District  Unexpired Term,Total,,,1723,
District Judge,84th Judicial District,"William D. ""Bill"" Smith",TRUE,REP,4776,100
District Judge,84th Judicial District,Total,,,4776,
District Judge,91st Judicial District,Steven R. Herod,TRUE,REP,1006,100
District Judge,91st Judicial District,Total,,,1006,
District Judge,95th Judicial District,Karen  Johnson,FALSE,REP,37540,54.68
District Judge,95th Judicial District,Sally Montgomery,TRUE,REP,31117,45.32
District Judge,95th Judicial District,Total,,,68657,
District Judge,96th Judicial District,Jeff Walker,TRUE,REP,54916,100
District Judge,96th Judicial District,Total,,,54916,
District Judge,99th Judicial District,Mackey K. Hancock,TRUE,REP,18865,100
District Judge,99th Judicial District,Total,,,18865,
District Judge,104th Judicial District,Billy John Edwards,TRUE,REP,7998,100
District Judge,104th Judicial District,Total,,,7998,
District Judge,114th Judicial District,Cynthia Stevens Kent,TRUE,REP,12098,100
District Judge,114th Judicial District,Total,,,12098,
District Judge,119th Judicial District,Ben Woodward,TRUE,REP,8458,100
District Judge,119th Judicial District,Total,,,8458,
District Judge,121st Judicial District,Kelly G. Moore,TRUE,REP,1017,100
District Judge,121st Judicial District,Total,,,1017,
District Judge,124th Judicial District,Alvin Khoury,TRUE,REP,9279,100
District Judge,124th Judicial District,Total,,,9279,
District Judge,125th Judicial District,John Coselli,FALSE,REP,93843,100
District Judge,125th Judicial District,Total,,,93843,
District Judge,126th Judicial District,Ernest C.  Garcia,FALSE,REP,30300,100
District Judge,126th Judicial District,Total,,,30300,
District Judge,127th Judicial District,Allan Davis,FALSE,REP,52839,44.17
District Judge,127th Judicial District,Sharolyn Wood,TRUE,REP,66799,55.83
District Judge,127th Judicial District,Total,,,119638,
District Judge,129th Judicial District,Pat Mizell,TRUE,REP,91952,100
District Judge,129th Judicial District,Total,,,91952,
District Judge,130th Judicial District,Jo Ann Ottis,TRUE,REP,1188,100
District Judge,130th Judicial District,Total,,,1188,
District Judge,131st Judicial District,"Maria Luisa ""Mary Lou"" Holmgreen",FALSE,REP,24374,47.6
District Judge,131st Judicial District,Bill Sullivan,FALSE,REP,26832,52.4
District Judge,131st Judicial District,Total,,,51206,
District Judge,132nd Judicial District,Ernie B.  Armstrong,TRUE,REP,1268,100
District Judge,132nd Judicial District,Total,,,1268,
District Judge,133rd Judicial District,Lamar McCorkle,TRUE,REP,92459,100
District Judge,133rd Judicial District,Total,,,92459,
District Judge,135th Judicial District,Kemper Stephen Williams,TRUE,REP,5652,100
District Judge,135th Judicial District,Total,,,5652,
District Judge,140th Judicial District,Jim Bob Darnell,TRUE,REP,18807,100
District Judge,140th Judicial District,Total,,,18807,
District Judge,142nd Judicial District,"George D. ""Jody"" Gilles",TRUE,REP,14462,100
District Judge,142nd Judicial District,Total,,,14462,
District Judge,145th Judicial District,"Campbell Cox, II",FALSE,REP,5038,60.77
District Judge,145th Judicial District,Giles Rusk,FALSE,REP,3252,39.23
District Judge,145th Judicial District,Total,,,8290,
District Judge,146th Judicial District,Rick Morris,TRUE,REP,10455,100
District Judge,146th Judicial District,Total,,,10455,
District Judge,151st Judicial District,Caroline E. Baker,TRUE,REP,92878,100
District Judge,151st Judicial District,Total,,,92878,
District Judge,152nd Judicial District,Harvey Brown,TRUE,REP,90010,100
District Judge,152nd Judicial District,Total,,,90010,
District Judge,153rd Judicial District,Ken Curry,TRUE,REP,54823,100
District Judge,153rd Judicial District,Total,,,54823,
District Judge,161st Judicial District,Tryon D. Lewis,TRUE,REP,10024,100
District Judge,161st Judicial District,Total,,,10024,
District Judge,162nd Judicial District,Bill Rhea,TRUE,REP,51259,100
District Judge,162nd Judicial District,Total,,,51259,
District Judge,164th Judicial District,Frank Gerold,FALSE,REP,22334,17.97
District Judge,164th Judicial District,Martha Hill Jamison,FALSE,REP,47808,38.46
District Judge,164th Judicial District,W. Clyde Lemon,FALSE,REP,4211,3.39
District Judge,164th Judicial District,Joe Maida,FALSE,REP,32880,26.45
District Judge,164th Judicial District,"Patrick F. ""Tim"" Timmons, Jr.",FALSE,REP,17063,13.73
District Judge,164th Judicial District,Total,,,124296,
District Judge,165th Judicial District,Elizabeth Ray,TRUE,REP,95526,100
District Judge,165th Judicial District,Total,,,95526,
District Judge,174th Judicial District,George H. Godwin,TRUE,REP,93900,100
District Judge,174th Judicial District,Total,,,93900,
District Judge,176th Judicial District,Brian Rains,TRUE,REP,93314,100
District Judge,176th Judicial District,Total,,,93314,
District Judge,177th Judicial District,Carol G. Davies,TRUE,REP,93064,100
District Judge,177th Judicial District,Total,,,93064,
District Judge,178th Judicial District,Bill Harmon,TRUE,REP,92986,100
District Judge,178th Judicial District,Total,,,92986,
District Judge,179th Judicial District,Mike Wilkinson,TRUE,REP,91667,100
District Judge,179th Judicial District,Total,,,91667,
District Judge,199th Judicial District,"Robert T. Dry, Jr.",TRUE,REP,20047,100
District Judge,199th Judicial District,Total,,,20047,
District Judge,213th Judicial District,Bob Gill,TRUE,REP,54238,100
District Judge,213th Judicial District,Total,,,54238,
District Judge,214th Judicial District,Doug Norman,FALSE,REP,8665,100
District Judge,214th Judicial District,Total,,,8665,
District Judge,215th Judicial District,Levi Benton,FALSE,REP,90137,100
District Judge,215th Judicial District,Total,,,90137,
District Judge,216th Judicial District,Stephen B.  Ables,TRUE,REP,17021,100
District Judge,216th Judicial District,Total,,,17021,
District Judge,272nd Judicial District,Anne Cofer,FALSE,REP,3574,32.56
District Judge,272nd Judicial District,Rick Davis,FALSE,REP,7403,67.44
District Judge,272nd Judicial District,Total,,,10977,
District Judge,273rd Judicial District  Unexpired Term,Karren S.  Price,FALSE,REP,1009,100
District Judge,273rd Judicial District  Unexpired Term,Total,,,1009,
District Judge,333rd Judicial District,"Joseph ""Tad"" Halbach",TRUE,REP,87711,100
District Judge,333rd Judicial District,Total,,,87711,
District Judge,334th Judicial District,Dale Wainwright,FALSE,REP,93215,100
District Judge,334th Judicial District,Total,,,93215,
District Judge,335th Judicial District,Carson Campbell,FALSE,REP,6435,100
District Judge,335th Judicial District,Total,,,6435,
District Judge,337th Judicial District,Don Stricklin,FALSE,REP,93513,100
District Judge,337th Judicial District,Total,,,93513,
District Judge,338th Judicial District,Elsa Alcala,FALSE,REP,92236,100
District Judge,338th Judicial District,Total,,,92236,
District Judge,339th Judicial District,Caprice Cosper,TRUE,REP,91731,100
District Judge,339th Judicial District,Total,,,91731,
District Judge,340th Judicial District,Rae Leifeste,FALSE,REP,6926,69.8
District Judge,340th Judicial District,"Gonzalo P. Rios, Jr.",FALSE,REP,2996,30.2
District Judge,340th Judicial District,Total,,,9922,
District Judge,342nd Judicial District,Bob McGrath,TRUE,REP,54692,100
District Judge,342nd Judicial District,Total,,,54692,
District Judge,343rd Judicial District,Boyd Bauer,FALSE,REP,2539,49.22
District Judge,343rd Judicial District,Don Cartwright,FALSE,REP,2619,50.78
District Judge,343rd Judicial District,Total,,,5158,
District Judge,347th Judicial District,Missy Medary,FALSE,REP,8637,100
District Judge,347th Judicial District,Total,,,8637,
District Judge,348th Judicial District,Dana Womack,TRUE,REP,54811,100
District Judge,348th Judicial District,Total,,,54811,
District Judge,351st Judicial District,Mark Kent Ellis,TRUE,REP,92325,100
District Judge,351st Judicial District,Total,,,92325,
District Judge,352nd Judicial District,Bonnie Sudderth,TRUE,REP,54333,100
District Judge,352nd Judicial District,Total,,,54333,
District Judge,353rd Judicial District,Demetri Anastasiadis,FALSE,REP,29240,100
District Judge,353rd Judicial District,Total,,,29240,
District Judge,362nd Judicial District,Bruce McFarling,FALSE,REP,8894,42.17
District Judge,362nd Judicial District,Keith Orsburn,FALSE,REP,7235,34.31
District Judge,362nd Judicial District,Randy Stout,FALSE,REP,4960,23.52
District Judge,362nd Judicial District,Total,,,21089,
District Judge,378th Judicial District,Al Scoggins,TRUE,REP,5752,100
District Judge,378th Judicial District,Total,,,5752,
District Judge,379th Judicial District,Bert Richardson,FALSE,REP,43891,100
District Judge,379th Judicial District,Total,,,43891,
District Judge,380th Judicial District,Charles Sandoval,TRUE,REP,20255,100
District Judge,380th Judicial District,Total,,,20255,
District Judge,382nd Judicial District,Brett  Hall,FALSE,REP,3914,60.4
District Judge,382nd Judicial District,Sue Pirtle,TRUE,REP,2566,39.6
District Judge,382nd Judicial District,Total,,,6480,
District Judge,386th Judicial District,Laura Parker,FALSE,REP,44096,100
District Judge,386th Judicial District,Total,,,44096,
District Judge,387th Judicial District,Robert J. Kern,FALSE,REP,15252,100
District Judge,387th Judicial District,Total,,,15252,
District Judge,388th Judicial District,Kathleen Cardone,FALSE,REP,11088,100
District Judge,388th Judicial District,Total,,,11088,
District Judge,389th Judicial District,Ann Murray Moore,FALSE,REP,4357,100
District Judge,389th Judicial District,Total,,,4357,
District Judge,390th Judicial District,Julie Harris Kocurek,FALSE,REP,31294,100
District Judge,390th Judicial District,Total,,,31294,
District Judge,391st Judicial District,Tom Gossett,TRUE,REP,8525,100
District Judge,391st Judicial District,Total,,,8525,
District Judge,392nd Judicial District,Carter W. Tarrance,TRUE,REP,3145,100
District Judge,392nd Judicial District,Total,,,3145,
District Judge,393rd Judicial District,Vicki Isaacks,FALSE,REP,17943,100
District Judge,393rd Judicial District,Total,,,17943,
District Judge,395th Judicial District,Mike Jergins,TRUE,REP,10528,63.72
District Judge,395th Judicial District,Paul T. Morin,FALSE,REP,5993,36.28
District Judge,395th Judicial District,Total,,,16521,
District Judge,396th Judicial District,George  Gallagher,FALSE,REP,53983,100
District Judge,396th Judicial District,Total,,,53983,
District Judge,398th Judicial District,Ernest Aliseda,FALSE,REP,4164,100
District Judge,398th Judicial District,Total,,,4164,
District Judge,402nd Judicial District,Tim  Boswell,FALSE,REP,1880,67.24
District Judge,402nd Judicial District,Bob  Cole,FALSE,REP,916,32.76
District Judge,402nd Judicial District,Total,,,2796,
District Judge,405th Judicial District,"John A. Ellisor, Jr.",FALSE,REP,7785,100
District Judge,405th Judicial District,Total,,,7785,
District Judge,406th Judicial District,Teresa Hunter Gutierrez,FALSE,REP,1016,100
District Judge,406th Judicial District,Total,,,1016,
District Judge,408th Judicial District,Michael Patterson,FALSE,REP,24396,49.49
District Judge,408th Judicial District,Phylis J. Speedlin,FALSE,REP,24895,50.51
District Judge,408th Judicial District,Total,,,49291,
District Judge,410th Judicial District,Mike Mayes,TRUE,REP,20798,100
District Judge,410th Judicial District,Total,,,20798,
"Criminal District Judge, Dallas County",2,Ed King,TRUE,REP,20985,31.01
"Criminal District Judge, Dallas County",2,Cliff Stricklin,FALSE,REP,46692,68.99
"Criminal District Judge, Dallas County",2,Total,,,67677,
"Criminal District Judge, Dallas County",3,Robert W. Francis,TRUE,REP,52087,100
"Criminal District Judge, Dallas County",3,Total,,,52087,
"Criminal District Judge, Dallas County",4,John C. Creuzot,TRUE,REP,54327,100
"Criminal District Judge, Dallas County",4,Total,,,54327,
"Criminal District Judge, Tarrant County",2,Wayne Salvant,TRUE,REP,52953,100
"Criminal District Judge, Tarrant County",2,Total,,,52953,
District Judge,309th Judicial District  Unexpired Term,Eva Guzman,FALSE,REP,91829,100
District Judge,309th Judicial District  Unexpired Term,Total,,,91829,
District Judge,360th Judicial District,Don Cosby,FALSE,REP,11865,18.28
District Judge,360th Judicial District,R. Harold English,FALSE,REP,10437,16.08
District Judge,360th Judicial District,Debra Lehrmann,FALSE,REP,31105,47.91
District Judge,360th Judicial District,John White,FALSE,REP,11513,17.73
District Judge,360th Judicial District,Total,,,64920,
District Attorney, 9th Judicial District,Michael A. McDougal,TRUE,REP,20640,100
District Attorney, 9th Judicial District,Total,,,20640,
District Attorney, 18th Judicial District,Dale Hanna,TRUE,REP,4952,61.68
District Attorney, 18th Judicial District,Guy Rodgers,FALSE,REP,3076,38.32
District Attorney, 18th Judicial District,Total,,,8028,
District Attorney, 21st Judicial District,"Lee Alford, IV",FALSE,REP,2123,44.9
District Attorney, 21st Judicial District,Ned C. Butler,FALSE,REP,2605,55.1
District Attorney, 21st Judicial District,Total,,,4728,
District Attorney, 25th Judicial District,W. C. ,TRUE,REP,9211,100
District Attorney, 25th Judicial District,Total,,,9211,
District Attorney, 26th Judicial District,Ken Anderson,TRUE,REP,16904,100
District Attorney, 26th Judicial District,Total,,,16904,
District Attorney, 27th Judicial District,Rusty Carroll,FALSE,REP,3617,24.45
District Attorney, 27th Judicial District,Henry Garza,FALSE,REP,7436,50.27
District Attorney, 27th Judicial District,Buck Harris,FALSE,REP,3739,25.28
District Attorney, 27th Judicial District,Total,,,14792,
District Attorney, 31st Judicial District,John Mann,TRUE,REP,2427,47.37
District Attorney, 31st Judicial District,Phil Pendleton,FALSE,REP,910,17.76
District Attorney, 31st Judicial District,Richard J. (Rick) Roach,FALSE,REP,1786,34.86
District Attorney, 31st Judicial District,Total,,,5123,
District Attorney, 33rd Judicial District,Sam Oatman,TRUE,REP,6526,100
District Attorney, 33rd Judicial District,Total,,,6526,
District Attorney, 35th Judicial District,Skylar Sudderth,FALSE,REP,1661,100
District Attorney, 35th Judicial District,Total,,,1661,
District Attorney, 43rd Judicial District,Don Schnebly,TRUE,REP,7010,100
District Attorney, 43rd Judicial District,Total,,,7010,
District Attorney, 47th Judicial District,Rebecca King,TRUE,REP,7780,100
District Attorney, 47th Judicial District,Total,,,7780,
District Attorney, 52nd Judicial District,Riley James Simpson,TRUE,REP,2125,100
District Attorney, 52nd Judicial District,Total,,,2125,
District Attorney, 53rd Judicial District,Shane Phelps,FALSE,REP,30627,100
District Attorney, 53rd Judicial District,Total,,,30627,
District Attorney, 69th Judicial District,David Green,FALSE,REP,2037,100
District Attorney, 69th Judicial District,Total,,,2037,
District Attorney, 70th Judicial District,John W. Smith,TRUE,REP,10496,100
District Attorney, 70th Judicial District,Total,,,10496,
District Attorney, 84th Judicial District,Clay L.  Ballman,TRUE,REP,3682,100
District Attorney, 84th Judicial District,Total,,,3682,
District Attorney, 97th Judicial District,Tim Cole,TRUE,REP,1235,100
District Attorney, 97th Judicial District,Total,,,1235,
District Attorney, 100th Judicial District,Stuart Messer,FALSE,REP,1141,100
District Attorney, 100th Judicial District,Total,,,1141,
District Attorney, 109th Judicial District,Michael L.  Fostel,TRUE,REP,1002,100
District Attorney, 109th Judicial District,Total,,,1002,
Harris County,Attorney,Lloyd E. Kelley,FALSE,REP,11102,7.79
Harris County,Attorney,Jim Leitner,FALSE,REP,23087,16.21
Harris County,Attorney,"Patricia ""Pat"" Lykos",FALSE,REP,27293,19.16
Harris County,Attorney,Chuck Rosenthal,FALSE,REP,64481,45.27
Harris County,Attorney,Michael A. Stafford,FALSE,REP,16471,11.56
Harris County,Attorney,Total,,,142434,
District Attorney, 118th Judicial District,Hardy L.  Wilkerson,TRUE,REP,2622,100
District Attorney, 118th Judicial District,Total,,,2622,
District Attorney, 119th Judicial District,"Fred C. Brigman, III",FALSE,REP,7706,100
District Attorney, 119th Judicial District,Total,,,7706,
District Attorney, 123rd Judicial District,Lynda K. Russell,TRUE,REP,720,100
District Attorney, 123rd Judicial District,Total,,,720,
District Attorney, 132nd Judicial District,Dana W.  Cooley,TRUE,REP,1281,100
District Attorney, 132nd Judicial District,Total,,,1281,
District Attorney, 142nd Judicial District,Al W. Schorre,TRUE,REP,14426,100
District Attorney, 142nd Judicial District,Total,,,14426,
District Attorney, 145th Judicial District,Gina Haidinyak,FALSE,REP,2320,29.78
District Attorney, 145th Judicial District,Ed Klein,FALSE,REP,5471,70.22
District Attorney, 145th Judicial District,Total,,,7791,
District Attorney, 198th Judicial District,"Ronald L. ""Ron"" Sutton",TRUE,REP,7654,100
District Attorney, 198th Judicial District,Total,,,7654,
District Attorney, 216th Judicial District,E. Bruce Curry,TRUE,REP,16333,100
District Attorney, 216th Judicial District,Total,,,16333,
District Attorney, 235th Judicial District,Janelle M. Haverkamp,TRUE,REP,2395,100
District Attorney, 235th Judicial District,Total,,,2395,
District Attorney, 259th Judicial District,Isaac Castro,FALSE,REP,41,100
District Attorney, 259th Judicial District,Total,,,41,
District Attorney, 278th Judicial District,Tuck Moody McLain,TRUE,REP,1102,100
District Attorney, 278th Judicial District,Total,,,1102,
District Attorney, 286th Judicial District,Gary A.  Goff,TRUE,REP,1456,100
District Attorney, 286th Judicial District,Total,,,1456,
District Attorney, 329th Judicial District,Josh McCown,TRUE,REP,3308,100
District Attorney, 329th Judicial District,Total,,,3308,
District Attorney, 355th Judicial District,Shelly Fowler,FALSE,REP,2335,39.1
District Attorney, 355th Judicial District,Richard L. Hattox,TRUE,REP,3637,60.9
District Attorney, 355th Judicial District,Total,,,5972,
Prop 1 Shall student initiated prayer be allowed at school sporting events,,Yes,FALSE,REP,990011,93.94
Prop 1 Shall student initiated prayer be allowed at school sporting events,,No,FALSE,REP,63901,6.06
Prop 1 Shall student initiated prayer be allowed at school sporting events,,Total,,,1053912,
President Congressional,1,Gary Bauer,FALSE,REP,24,0.07
President Congressional,1,George W. Bush,FALSE,REP,29588,90.86
President Congressional,1,Steve Forbes,FALSE,REP,82,0.25
President Congressional,1,Orrin G. Hatch,FALSE,REP,33,0.1
President Congressional,1,Alan Keyes,FALSE,REP,976,3
President Congressional,1,John McCain,FALSE,REP,1559,4.79
President Congressional,1,Charles Bass Urban,FALSE,REP,16,0.05
President Congressional,1,Uncommitted,FALSE,REP,287,0.88
President Congressional,1,Total,,,32565,
President Congressional,2,Gary Bauer,FALSE,REP,27,0.1
President Congressional,2,George W. Bush,FALSE,REP,23302,88.42
President Congressional,2,Steve Forbes,FALSE,REP,42,0.16
President Congressional,2,Orrin G. Hatch,FALSE,REP,17,0.06
President Congressional,2,Alan Keyes,FALSE,REP,986,3.74
President Congressional,2,John McCain,FALSE,REP,1745,6.62
President Congressional,2,Charles Bass Urban,FALSE,REP,16,0.06
President Congressional,2,Uncommitted,FALSE,REP,219,0.83
President Congressional,2,Total,,,26354,
President Congressional,3,Gary Bauer,FALSE,REP,112,0.24
President Congressional,3,George W. Bush,FALSE,REP,41099,86.71
President Congressional,3,Steve Forbes,FALSE,REP,122,0.26
President Congressional,3,Orrin G. Hatch,FALSE,REP,66,0.14
President Congressional,3,Alan Keyes,FALSE,REP,2443,5.15
President Congressional,3,John McCain,FALSE,REP,3199,6.75
President Congressional,3,Charles Bass Urban,FALSE,REP,32,0.07
President Congressional,3,Uncommitted,FALSE,REP,325,0.69
President Congressional,3,Total,,,47398,
President Congressional,4,Gary Bauer,FALSE,REP,90,0.15
President Congressional,4,George W. Bush,FALSE,REP,54170,88.94
President Congressional,4,Steve Forbes,FALSE,REP,195,0.32
President Congressional,4,Orrin G. Hatch,FALSE,REP,63,0.1
President Congressional,4,Alan Keyes,FALSE,REP,2170,3.56
President Congressional,4,John McCain,FALSE,REP,3541,5.81
President Congressional,4,Charles Bass Urban,FALSE,REP,25,0.04
President Congressional,4,Uncommitted,FALSE,REP,655,1.08
President Congressional,4,Total,,,60909,
President Congressional,5,Gary Bauer,FALSE,REP,43,0.14
President Congressional,5,George W. Bush,FALSE,REP,26648,88.81
President Congressional,5,Steve Forbes,FALSE,REP,66,0.22
President Congressional,5,Orrin G. Hatch,FALSE,REP,39,0.13
President Congressional,5,Alan Keyes,FALSE,REP,1146,3.82
President Congressional,5,John McCain,FALSE,REP,1776,5.92
President Congressional,5,Charles Bass Urban,FALSE,REP,39,0.13
President Congressional,5,Uncommitted,FALSE,REP,248,0.83
President Congressional,5,Total,,,30005,
President Congressional,6,Gary Bauer,FALSE,REP,41,0.07
President Congressional,6,George W. Bush,FALSE,REP,52421,87.31
President Congressional,6,Steve Forbes,FALSE,REP,145,0.24
President Congressional,6,Orrin G. Hatch,FALSE,REP,78,0.13
President Congressional,6,Alan Keyes,FALSE,REP,2557,4.26
President Congressional,6,John McCain,FALSE,REP,4301,7.16
President Congressional,6,Charles Bass Urban,FALSE,REP,13,0.02
President Congressional,6,Uncommitted,FALSE,REP,485,0.81
President Congressional,6,Total,,,60041,
President Congressional,7,Gary Bauer,FALSE,REP,329,0.5
President Congressional,7,George W. Bush,FALSE,REP,58368,88.07
President Congressional,7,Steve Forbes,FALSE,REP,169,0.26
President Congressional,7,Orrin G. Hatch,FALSE,REP,43,0.06
President Congressional,7,Alan Keyes,FALSE,REP,1977,2.98
President Congressional,7,John McCain,FALSE,REP,5026,7.58
President Congressional,7,Charles Bass Urban,FALSE,REP,22,0.03
President Congressional,7,Uncommitted,FALSE,REP,337,0.51
President Congressional,7,Total,,,66271,
President Congressional,8,Gary Bauer,FALSE,REP,183,0.25
President Congressional,8,George W. Bush,FALSE,REP,64111,88.08
President Congressional,8,Steve Forbes,FALSE,REP,181,0.25
President Congressional,8,Orrin G. Hatch,FALSE,REP,68,0.09
President Congressional,8,Alan Keyes,FALSE,REP,2477,3.4
President Congressional,8,John McCain,FALSE,REP,4986,6.85
President Congressional,8,Charles Bass Urban,FALSE,REP,40,0.05
President Congressional,8,Uncommitted,FALSE,REP,744,1.02
President Congressional,8,Total,,,72790,
President Congressional,9,Gary Bauer,FALSE,REP,56,0.21
President Congressional,9,George W. Bush,FALSE,REP,24071,89.57
President Congressional,9,Steve Forbes,FALSE,REP,64,0.24
President Congressional,9,Orrin G. Hatch,FALSE,REP,23,0.09
President Congressional,9,Alan Keyes,FALSE,REP,942,3.51
President Congressional,9,John McCain,FALSE,REP,1601,5.96
President Congressional,9,Charles Bass Urban,FALSE,REP,19,0.07
President Congressional,9,Uncommitted,FALSE,REP,97,0.36
President Congressional,9,Total,,,26873,
President Congressional,10,Gary Bauer,FALSE,REP,34,0.08
President Congressional,10,George W. Bush,FALSE,REP,36454,82.59
President Congressional,10,Steve Forbes,FALSE,REP,89,0.2
President Congressional,10,Orrin G. Hatch,FALSE,REP,58,0.13
President Congressional,10,Alan Keyes,FALSE,REP,2210,5.01
President Congressional,10,John McCain,FALSE,REP,5024,11.38
President Congressional,10,Charles Bass Urban,FALSE,REP,9,0.02
President Congressional,10,Uncommitted,FALSE,REP,258,0.58
President Congressional,10,Total,,,44136,
President Congressional,11,Gary Bauer,FALSE,REP,164,0.4
President Congressional,11,George W. Bush,FALSE,REP,36406,89.31
President Congressional,11,Steve Forbes,FALSE,REP,101,0.25
President Congressional,11,Orrin G. Hatch,FALSE,REP,127,0.31
President Congressional,11,Alan Keyes,FALSE,REP,1217,2.99
President Congressional,11,John McCain,FALSE,REP,2370,5.81
President Congressional,11,Charles Bass Urban,FALSE,REP,25,0.06
President Congressional,11,Uncommitted,FALSE,REP,352,0.86
President Congressional,11,Total,,,40762,
President Congressional,12,Gary Bauer,FALSE,REP,35,0.1
President Congressional,12,George W. Bush,FALSE,REP,31635,86.69
President Congressional,12,Steve Forbes,FALSE,REP,102,0.28
President Congressional,12,Orrin G. Hatch,FALSE,REP,60,0.16
President Congressional,12,Alan Keyes,FALSE,REP,1321,3.62
President Congressional,12,John McCain,FALSE,REP,2820,7.73
President Congressional,12,Charles Bass Urban,FALSE,REP,10,0.03
President Congressional,12,Uncommitted,FALSE,REP,507,1.39
President Congressional,12,Total,,,36490,
President Congressional,13,Gary Bauer,FALSE,REP,112,0.3
President Congressional,13,George W. Bush,FALSE,REP,32912,87.35
President Congressional,13,Steve Forbes,FALSE,REP,120,0.32
President Congressional,13,Orrin G. Hatch,FALSE,REP,37,0.1
President Congressional,13,Alan Keyes,FALSE,REP,1436,3.81
President Congressional,13,John McCain,FALSE,REP,2526,6.7
President Congressional,13,Charles Bass Urban,FALSE,REP,33,0.09
President Congressional,13,Uncommitted,FALSE,REP,503,1.33
President Congressional,13,Total,,,37679,
President Congressional,14,Gary Bauer,FALSE,REP,56,0.12
President Congressional,14,George W. Bush,FALSE,REP,40212,88.55
President Congressional,14,Steve Forbes,FALSE,REP,102,0.22
President Congressional,14,Orrin G. Hatch,FALSE,REP,52,0.11
President Congressional,14,Alan Keyes,FALSE,REP,1667,3.67
President Congressional,14,John McCain,FALSE,REP,3003,6.61
President Congressional,14,Charles Bass Urban,FALSE,REP,21,0.05
President Congressional,14,Uncommitted,FALSE,REP,300,0.66
President Congressional,14,Total,,,45413,
President Congressional,15,Gary Bauer,FALSE,REP,12,0.1
President Congressional,15,George W. Bush,FALSE,REP,10424,90.03
President Congressional,15,Steve Forbes,FALSE,REP,24,0.21
President Congressional,15,Orrin G. Hatch,FALSE,REP,12,0.1
President Congressional,15,Alan Keyes,FALSE,REP,385,3.32
President Congressional,15,John McCain,FALSE,REP,664,5.73
President Congressional,15,Charles Bass Urban,FALSE,REP,18,0.16
President Congressional,15,Uncommitted,FALSE,REP,40,0.35
President Congressional,15,Total,,,11579,
President Congressional,16,Gary Bauer,FALSE,REP,23,0.17
President Congressional,16,George W. Bush,FALSE,REP,11254,84.46
President Congressional,16,Steve Forbes,FALSE,REP,53,0.4
President Congressional,16,Orrin G. Hatch,FALSE,REP,13,0.1
President Congressional,16,Alan Keyes,FALSE,REP,429,3.22
President Congressional,16,John McCain,FALSE,REP,1428,10.72
President Congressional,16,Charles Bass Urban,FALSE,REP,22,0.17
President Congressional,16,Uncommitted,FALSE,REP,102,0.77
President Congressional,16,Total,,,13324,
President Congressional,17,Gary Bauer,FALSE,REP,46,0.12
