office,district,candidate,incumbent,party,votes,pct
State Representative,136,Total,,,38233,
State Representative,137,"David ""Cub"" Cubberly",False,REP,12075,37.86
State Representative,137,Debra Danburg,True,DEM,19822,62.14
State Representative,137,Total,,,31897,
State Representative,138,Victoria Frayser,False,REP,11360,37.61
State Representative,138,Ken Yarbrough,True,DEM,18844,62.39
State Representative,138,Total,,,30204,
State Representative,139,Sylvester Turner,True,DEM,22642,100.00
State Representative,139,Total,,,22642,
State Representative,140,Kevin Bailey,True,DEM,13261,100.00
State Representative,140,Total,,,13261,
State Representative,141,Senfronia Thompson,True,DEM,27737,100.00
State Representative,141,Total,,,27737,
State Representative,142,"Harold V. Dutton, Jr.",True,DEM,25464,100.00
State Representative,142,Total,,,25464,
State Representative,143,"R. J. ""Reggie"" Gonzales",False,REP,5773,30.94
State Representative,143,Joe E. Moreno,True,DEM,12883,69.06
State Representative,143,Total,,,18656,
State Representative,144,Robert E. Talton,True,REP,19281,62.17
State Representative,144,Donald Sepolio,False,DEM,11734,37.83
State Representative,144,Total,,,31015,
State Representative,145,Michael Bunch,False,REP,4863,28.57
State Representative,145,Richard ,True,DEM,12158,71.43
State Representative,145,Total,,,17021,
State Representative,146,Al Edwards,True,DEM,30459,100.00
State Representative,146,Total,,,30459,
State Representative,147,Garnet F. Coleman,True,DEM,21882,93.12
State Representative,147,James PartschGalvan,False,LIB,1616,6.88
State Representative,147,Total,,,23498,
State Representative,148,Jessica Farrar,True,DEM,15394,100.00
State Representative,148,Total,,,15394,
State Representative,149,Talmadge L. Heflin,True,REP,22707,100.00
State Representative,149,Total,,,22707,
State Representative,150,Paul J. Hilbert,True,REP,38676,100.00
State Representative,150,Total,,,38676,
"Chief Justice, 2nd Court of Appeals District",,John Cayce,True,REP,511202,100.00
"Chief Justice, 2nd Court of Appeals District",,Total,,,511202,
"Chief Justice, 5th Court of Appeals District",,Linda Thomas,True,REP,542602,100.00
"Chief Justice, 5th Court of Appeals District",,Total,,,542602,
"Chief Justice, 10th Court of Appeals District",,Rex Davis,True,REP,189627,100.00
"Chief Justice, 10th Court of Appeals District",,Total,,,189627,
"Chief Justice, 11th Court of Appeals District",,Bud Arnot,True,DEM,91895,100.00
"Chief Justice, 11th Court of Appeals District",,Total,,,91895,
"Chief Justice, 12th Court of Appeals District  Unexpired Term",,Leonard Davis,True,REP,202048,100.00
"Chief Justice, 12th Court of Appeals District  Unexpired Term",,Total,,,202048,
"Chief Justice, 13th Court of Appeals District",,Roy Valdez,False,DEM,256244,100.00
"Chief Justice, 13th Court of Appeals District",,Total,,,256244,
"Justice, 1st Court of Appeals District, Place 1",,"M.B. ""Murry"" Cohen",True,REP,808402,100.00
"Justice, 1st Court of Appeals District, Place 1",,Total,,,808402,
"Justice, 1st Court of Appeals District, Place 2",,Scott  Brister,False,REP,682638,53.48
"Justice, 1st Court of Appeals District, Place 2",,Mary C. Thompson,False,DEM,593866,46.52
"Justice, 1st Court of Appeals District, Place 2",,Total,,,1276504,
"Justice, 1st Court of Appeals District, Place 3",,Adele Hedges,True,REP,802567,100.00
"Justice, 1st Court of Appeals District, Place 3",,Total,,,802567,
"Justice, 1st Court of Appeals District, Place 4",,Terry Jennings,False,REP,651347,50.79
"Justice, 1st Court of Appeals District, Place 4",,Eric Andell,True,DEM,631062,49.21
"Justice, 1st Court of Appeals District, Place 4",,Total,,,1282409,
"Justice, 1st Court of Appeals District, Place 5",,Tim Taft,True,REP,812554,100.00
"Justice, 1st Court of Appeals District, Place 5",,Total,,,812554,
"Justice, 2nd Court of Appeals District, Place 3  Unexpired Term",,Anne Gardner,False,REP,512864,100.00
"Justice, 2nd Court of Appeals District, Place 3  Unexpired Term",,Total,,,512864,
"Justice, 2nd Court of Appeals District, Place 4",,Sam Day,True,REP,502038,100.00
"Justice, 2nd Court of Appeals District, Place 4",,Total,,,502038,
"Justice, 2nd Court of Appeals District, Place 5",,Sue Walker,False,REP,506236,100.00
"Justice, 2nd Court of Appeals District, Place 5",,Total,,,506236,
"Justice, 2nd Court of Appeals District, Place 6",,Lee Ann Dauphinot,True,REP,502037,100.00
"Justice, 2nd Court of Appeals District, Place 6",,Total,,,502037,
"Justice, 3rd Court of Appeals District, Place 1",,David  Puryear,False,REP,312113,51.66
"Justice, 3rd Court of Appeals District, Place 1",,Woodie Jones,True,DEM,292049,48.34
"Justice, 3rd Court of Appeals District, Place 1",,Total,,,604162,
"Justice, 3rd Court of Appeals District, Place 2",,Mack Kidd,True,DEM,380334,100.00
"Justice, 3rd Court of Appeals District, Place 2",,Total,,,380334,
"Justice, 3rd Court of Appeals District, Place 3",,Bea Ann Smith,True,DEM,379935,100.00
"Justice, 3rd Court of Appeals District, Place 3",,Total,,,379935,
"Justice, 3rd Court of Appeals District, Place 4",,Lee Yeakel,True,REP,403543,100.00
"Justice, 3rd Court of Appeals District, Place 4",,Total,,,403543,
"Justice, 4th Court of Appeals District, Place 1",,Rebecca Simmons,False,REP,292654,48.23
"Justice, 4th Court of Appeals District, Place 1",,Alma L. Lopez,True,DEM,314152,51.77
"Justice, 4th Court of Appeals District, Place 1",,Total,,,606806,
"Justice, 4th Court of Appeals District, Place 2",,Jay Brandon,False,REP,271880,45.33
"Justice, 4th Court of Appeals District, Place 2",,Catherine Stone,True,DEM,327956,54.67
"Justice, 4th Court of Appeals District, Place 2",,Total,,,599836,
"Justice, 4th Court of Appeals District, Place 3",,Paul W.  Green,True,REP,302054,50.34
"Justice, 4th Court of Appeals District, Place 3",,Emilio Martinez,False,DEM,298008,49.66
"Justice, 4th Court of Appeals District, Place 3",,Total,,,600062,
"Justice, 4th Court of Appeals District, Place 4",,Sarah B.  Duncan,True,REP,312976,52.17
"Justice, 4th Court of Appeals District, Place 4",,Warren Weir,False,DEM,286994,47.83
"Justice, 4th Court of Appeals District, Place 4",,Total,,,599970,
"Justice, 4th Court of Appeals District, Place 5",,Karen Angelini,True,REP,397882,100.00
"Justice, 4th Court of Appeals District, Place 5",,Total,,,397882,
"Justice, 5th Court of Appeals District, Place 1",,Sue Lagarde,True,REP,533873,100.00
"Justice, 5th Court of Appeals District, Place 1",,Total,,,533873,
"Justice, 5th Court of Appeals District, Place 2",,Ed Kinkeade,True,REP,530617,100.00
"Justice, 5th Court of Appeals District, Place 2",,Total,,,530617,
"Justice, 5th Court of Appeals District, Place 3",,Martin Richter,False,REP,528600,100.00
"Justice, 5th Court of Appeals District, Place 3",,Total,,,528600,
"Justice, 5th Court of Appeals District, Place 4",,Joseph B. Morris,True,REP,526932,100.00
"Justice, 5th Court of Appeals District, Place 4",,Total,,,526932,
"Justice, 5th Court of Appeals District, Place 5",,Tom James,True,REP,525709,100.00
"Justice, 5th Court of Appeals District, Place 5",,Total,,,525709,
"Justice, 5th Court of Appeals District, Place 6",,Jim Moseley,True,REP,525886,100.00
"Justice, 5th Court of Appeals District, Place 6",,Total,,,525886,
"Justice, 5th Court of Appeals District, Place 7",,John Roach,True,REP,525912,100.00
"Justice, 5th Court of Appeals District, Place 7",,Total,,,525912,
"Justice, 5th Court of Appeals District, Place 8  Unexpired Term",,Kerry Fitzgerald,False,REP,523392,100.00
"Justice, 5th Court of Appeals District, Place 8  Unexpired Term",,Total,,,523392,
"Justice, 6th Court of Appeals",,Donald R. Ross,True,DEM,156284,100.00
"Justice, 6th Court of Appeals",,Total,,,156284,
"Justice, 7th Court of Appeals District, Place 1",,Brian Quinn,True,REP,188449,100.00
"Justice, 7th Court of Appeals District, Place 1",,Total,,,188449,
"Justice, 7th Court of Appeals District, Place 2",,Don H.  Reavis,True,REP,187669,100.00
"Justice, 7th Court of Appeals District, Place 2",,Total,,,187669,
"Justice, 8th Court of Appeals District, Place 1",,Ann Crawford McClure,True,DEM,164976,100.00
"Justice, 8th Court of Appeals District, Place 1",,Total,,,164976,
"Justice, 8th Court of Appeals District, Place 2",,David Wellington Chew,True,DEM,164949,100.00
"Justice, 8th Court of Appeals District, Place 2",,Total,,,164949,
"Justice, 9th Court of Appeals District",,David Gaultney,False,REP,169696,53.65
"Justice, 9th Court of Appeals District",,Gerald E. Bourque,False,DEM,146635,46.35
"Justice, 9th Court of Appeals District",,Total,,,316331,
"Justice, 12th Court of Appeals District",,Sam Griffith,False,REP,200862,100.00
"Justice, 12th Court of Appeals District",,Total,,,200862,
"Justice, 13th Court of Appeals District, Place 1",,Nelda Vidaurri Rodriguez,True,DEM,254203,100.00
"Justice, 13th Court of Appeals District, Place 1",,Total,,,254203,
"Justice, 13th Court of Appeals District, Place 2",,"Federico ""Fred"" Hinojosa",True,DEM,251015,100.00
"Justice, 13th Court of Appeals District, Place 2",,Total,,,251015,
"Justice, 13th Court of Appeals District, Place 3",,Bradford M. Condit,False,REP,153784,42.69
"Justice, 13th Court of Appeals District, Place 3",,Errlinda Castillo,False,DEM,206453,57.31
"Justice, 13th Court of Appeals District, Place 3",,Total,,,360237,
"Justice, 14th Court of Appeals District, Place 1",,Charles Wesley Seymore,False,REP,808787,100.00
"Justice, 14th Court of Appeals District, Place 1",,Total,,,808787,
"Justice, 14th Court of Appeals District, Place 2",,John S. Anderson,True,REP,806655,100.00
"Justice, 14th Court of Appeals District, Place 2",,Total,,,806655,
"Justice, 14th Court of Appeals District, Place 3",,Harvey Hudson,True,REP,803941,100.00
"Justice, 14th Court of Appeals District, Place 3",,Total,,,803941,
"Justice, 14th Court of Appeals District, Place 4",,Wanda Fowler,True,REP,807021,100.00
"Justice, 14th Court of Appeals District, Place 4",,Total,,,807021,
"Justice, 14th Court of Appeals District, Place 5",,Richard Edelman,True,REP,802509,100.00
"Justice, 14th Court of Appeals District, Place 5",,Total,,,802509,
"Justice, 14th Court of Appeals District, Place 6  Unexpired Term",,Kem Thompson Frost,True,REP,799483,100.00
"Justice, 14th Court of Appeals District, Place 6  Unexpired Term",,Total,,,799483,
District Judge,1st Judicial District,Joe Bob Golden,True,DEM,19745,100.00
District Judge,1st Judicial District,Total,,,19745,
District Judge,2nd Judicial District,Dwight L. Phifer,False,DEM,10549,100.00
District Judge,2nd Judicial District,Total,,,10549,
District Judge,3rd Judicial District,Jim Parsons,True,DEM,32275,100.00
District Judge,3rd Judicial District,Total,,,32275,
District Judge,4th Judicial District,J. Clay Gossett,True,DEM,11118,100.00
District Judge,4th Judicial District,Total,,,11118,
District Judge,5th Judicial District,Jack Carter,True,DEM,29264,100.00
District Judge,5th Judicial District,Total,,,29264,
District Judge,6th Judicial District,Jim D. Lovett,True,DEM,21674,100.00
District Judge,6th Judicial District,Total,,,21674,
District Judge,7th Judicial District,"Louis B. Gohmert, Jr.",True,REP,43939,100.00
District Judge,7th Judicial District,Total,,,43939,
District Judge,8th Judicial District,Robert E. Newsom,True,DEM,13366,100.00
District Judge,8th Judicial District,Total,,,13366,
District Judge,9th Judicial District,Fred Edwards,True,REP,89650,100.00
District Judge,9th Judicial District,Total,,,89650,
District Judge,10th Judicial District,David E. Garner,True,DEM,57944,100.00
District Judge,10th Judicial District,Total,,,57944,
District Judge,11th Judicial District,Mark Davidson,True,REP,534800,100.00
District Judge,11th Judicial District,Total,,,534800,
District Judge,12th Judicial District,Bill McAdams,True,DEM,20730,100.00
District Judge,12th Judicial District,Total,,,20730,
District Judge,13th Judicial District,John Howard Jackson,True,DEM,10087,100.00
District Judge,13th Judicial District,Total,,,10087,
District Judge,14th Judicial District,Mary Murphy,False,REP,317803,100.00
District Judge,14th Judicial District,Total,,,317803,
District Judge,15th Judicial District,James R. Fry,True,DEM,26707,100.00
District Judge,15th Judicial District,Total,,,26707,
District Judge,16th Judicial District,John Narsutis,True,REP,104722,100.00
District Judge,16th Judicial District,Total,,,104722,
District Judge,17th Judicial District,Fred W. Davis,True,REP,295790,100.00
District Judge,17th Judicial District,Total,,,295790,
District Judge,18th Judicial District,John E. Neill,True,REP,30179,100.00
District Judge,18th Judicial District,Total,,,30179,
District Judge,19th Judicial District,Ralph Strother,False,REP,35696,53.46
District Judge,19th Judicial District,Matt Johnson,False,DEM,31078,46.54
District Judge,19th Judicial District,Total,,,66774,
District Judge,20th Judicial District,Ed Magre,False,DEM,6176,100.00
District Judge,20th Judicial District,Total,,,6176,
District Judge,21st Judicial District,Larry Urquhart,False,REP,18856,47.48
District Judge,21st Judicial District,Terry Flenniken,False,DEM,20857,52.52
District Judge,21st Judicial District,Total,,,39713,
District Judge,22nd Judicial District,Charles Ramsay,True,REP,52309,100.00
District Judge,22nd Judicial District,Total,,,52309,
District Judge,23rd Judicial District,Ben  Hardin,True,REP,69720,100.00
District Judge,23rd Judicial District,Total,,,69720,
District Judge,24th Judicial District,Joseph P. ,True,DEM,29987,100.00
District Judge,24th Judicial District,Total,,,29987,
District Judge,25th Judicial District,Dwight E.  Peschel,True,REP,32360,100.00
District Judge,25th Judicial District,Total,,,32360,
District Judge,2nd 25th Judicial District,Brian Kingston,False,REP,23365,47.73
District Judge,2nd 25th Judicial District,Gus J. Strauss,True,DEM,25585,52.27
District Judge,2nd 25th Judicial District,Total,,,48950,
District Judge,26th Judicial District,Billy Ray Stubblefield,True,REP,70122,100.00
District Judge,26th Judicial District,Total,,,70122,
District Judge,27th Judicial District,Joe Carroll,True,REP,44661,100.00
District Judge,27th Judicial District,Total,,,44661,
District Judge,28th Judicial District,Donna K. Leonard,False,REP,31565,33.64
District Judge,28th Judicial District,Nanette Hasette,True,DEM,62260,66.36
District Judge,28th Judicial District,Total,,,93825,
District Judge,29th Judicial District,Jerry D. Ray,False,DEM,6319,100.00
District Judge,29th Judicial District,Total,,,6319,
District Judge,32nd Judicial District,Glen Harrison,False,DEM,7690,100.00
District Judge,32nd Judicial District,Total,,,7690,
District Judge,33rd Judicial District,"Guilford L. ""Gil"" Jones",True,REP,20433,100.00
District Judge,33rd Judicial District,Total,,,20433,
District Judge,34th Judicial District,William E. Moody,True,DEM,104848,100.00
District Judge,34th Judicial District,Total,,,104848,
District Judge,35th Judicial District,Steve Ellis,True,DEM,11293,100.00
District Judge,35th Judicial District,Total,,,11293,
District Judge,37th Judicial District,David Berchelmann,True,REP,248230,100.00
District Judge,37th Judicial District,Total,,,248230,
District Judge,38th Judicial District,Vivian Torres,False,REP,10476,47.57
District Judge,38th Judicial District,Mickey R. Pennington,True,DEM,11548,52.43
District Judge,38th Judicial District,Total,,,22024,
District Judge,41st Judicial District,Mary Anne Bramblett,True,DEM,105803,100.00
District Judge,41st Judicial District,Total,,,105803,
District Judge,42nd Judicial District,John Weeks,True,REP,37859,100.00
District Judge,42nd Judicial District,Total,,,37859,
District Judge,43rd Judicial District,Don Chrestman,False,REP,24873,100.00
District Judge,43rd Judicial District,Total,,,24873,
District Judge,48th Judicial District,Bob McCoy,True,REP,294968,100.00
District Judge,48th Judicial District,Total,,,294968,
District Judge,50th Judicial District,David W. Hajek,True,REP,2459,100.00
District Judge,50th Judicial District,Total,,,2459,
District Judge,51st Judicial District,Barbara Walther,True,REP,28637,100.00
District Judge,51st Judicial District,Total,,,28637,
District Judge,52nd Judicial District,Phillip Zeigler,True,DEM,10115,100.00
District Judge,52nd Judicial District,Total,,,10115,
District Judge,53rd Judicial District,John Drolla,False,REP,110927,41.00
District Judge,53rd Judicial District,Scott Jenkins,False,DEM,159632,59.00
District Judge,53rd Judicial District,Total,,,270559,
District Judge,56th Judicial District,Norma Venso,True,DEM,56944,100.00
District Judge,56th Judicial District,Total,,,56944,
District Judge,57th Judicial District,Pat Boone,True,REP,245305,100.00
District Judge,57th Judicial District,Total,,,245305,
District Judge,59th Judicial District,"Rayburn ""Rim"" Nall",True,REP,27774,100.00
District Judge,59th Judicial District,Total,,,27774,
District Judge,60th Judicial District,Gary Sanderson,True,DEM,56986,100.00
District Judge,60th Judicial District,Total,,,56986,
District Judge,61st Judicial District,John Donovan,True,REP,532297,100.00
District Judge,61st Judicial District,Total,,,532297,
District Judge,62nd Judicial District,Jeff Starnes,False,REP,14302,47.84
District Judge,62nd Judicial District,Scott McDowell,False,DEM,15594,52.16
District Judge,62nd Judicial District,Total,,,29896,
District Judge,63rd Judicial District,Donna Stitts,False,REP,4731,34.28
District Judge,63rd Judicial District,Tom Lee,False,DEM,9071,65.72
District Judge,63rd Judicial District,Total,,,13802,
District Judge,67th Judicial District,Don Cosby,True,REP,294405,100.00
District Judge,67th Judicial District,Total,,,294405,
District Judge,71st Judicial District,Bonnie  Leggat,True,DEM,16235,100.00
District Judge,71st Judicial District,Total,,,16235,
District Judge,72nd Judicial District,Blair Cherry,True,REP,59609,100.00
District Judge,72nd Judicial District,Total,,,59609,
District Judge,73rd Judicial District,Gary A. Beahm,False,REP,170915,44.32
District Judge,73rd Judicial District,Andy Mireles,True,DEM,214691,55.68
District Judge,73rd Judicial District,Total,,,385606,
District Judge,74th Judicial District,Alan  Mayfield,True,DEM,48663,100.00
District Judge,74th Judicial District,Total,,,48663,
District Judge,76th Judicial District,Jimmy L. White,True,DEM,12157,100.00
District Judge,76th Judicial District,Total,,,12157,
District Judge,77th Judicial District,H. D. ,True,DEM,10301,100.00
District Judge,77th Judicial District,Total,,,10301,
District Judge,78th Judicial District,Roy Sparkman,False,REP,29297,100.00
District Judge,78th Judicial District,Total,,,29297,
District Judge,79th Judicial District,Terry A. Canales,True,DEM,11317,100.00
District Judge,79th Judicial District,Total,,,11317,
District Judge,80th Judicial District,Scott Link,True,REP,529911,100.00
District Judge,80th Judicial District,Total,,,529911,
District Judge,83rd Judicial District  Unexpired Term,Carl Pendergrass,False,REP,8697,50.01
District Judge,83rd Judicial District  Unexpired Term,Martin Underwood,False,DEM,8694,49.99
District Judge,83rd Judicial District  Unexpired Term,Total,,,17391,
District Judge,84th Judicial District,"William D. ""Bill"" Smith",True,REP,12093,100.00
District Judge,84th Judicial District,Total,,,12093,
District Judge,88th Judicial District,"Earl B. Stover, III",True,DEM,17824,100.00
District Judge,88th Judicial District,Total,,,17824,
District Judge,89th Judicial District,Juanita Pavlick,True,DEM,27678,100.00
District Judge,89th Judicial District,Total,,,27678,
District Judge,90th Judicial District,Stephen O. Crawford,True,DEM,6967,100.00
District Judge,90th Judicial District,Total,,,6967,
District Judge,91st Judicial District,Steven R. Herod,True,REP,3901,62.37
District Judge,91st Judicial District,Saul Pullman,False,DEM,2354,37.63
District Judge,91st Judicial District,Total,,,6255,
District Judge,92nd Judicial District,Ed Aparicio,True,DEM,63013,100.00
District Judge,92nd Judicial District,Total,,,63013,
District Judge,93rd Judicial District,Rudy Delgado,False,DEM,61749,100.00
District Judge,93rd Judicial District,Total,,,61749,
District Judge,95th Judicial District,Karen  Johnson,False,REP,316922,100.00
District Judge,95th Judicial District,Total,,,316922,
District Judge,96th Judicial District,Jeff Walker,True,REP,294781,100.00
District Judge,96th Judicial District,Total,,,294781,
District Judge,97th Judicial District,Roger Towery,True,DEM,10545,100.00
District Judge,97th Judicial District,Total,,,10545,
District Judge,98th Judicial District,W. Jeanne Meurer,True,DEM,191886,100.00
District Judge,98th Judicial District,Total,,,191886,
District Judge,99th Judicial District,Mackey K. Hancock,True,REP,58498,100.00
District Judge,99th Judicial District,Total,,,58498,
District Judge,100th Judicial District,David M. McCoy,True,DEM,5913,100.00
District Judge,100th Judicial District,Total,,,5913,
District Judge,104th Judicial District,Billy John Edwards,True,REP,32291,100.00
District Judge,104th Judicial District,Total,,,32291,
District Judge,108th Judicial District,Abe Lopez,True,DEM,15320,100.00
District Judge,108th Judicial District,Total,,,15320,
District Judge,114th Judicial District,Cynthia Stevens Kent,True,REP,43770,100.00
District Judge,114th Judicial District,Total,,,43770,
District Judge,119th Judicial District,Ben Woodward,True,REP,28462,100.00
District Judge,119th Judicial District,Total,,,28462,
District Judge,121st Judicial District,Kelly G. Moore,True,REP,5259,100.00
District Judge,121st Judicial District,Total,,,5259,
District Judge,123rd Judicial District,Guy William Griffin,True,DEM,13434,100.00
District Judge,123rd Judicial District,Total,,,13434,
District Judge,124th Judicial District,Alvin Khoury,True,REP,28001,100.00
District Judge,124th Judicial District,Total,,,28001,
District Judge,125th Judicial District,John Coselli,False,REP,528488,100.00
District Judge,125th Judicial District,Total,,,528488,
District Judge,126th Judicial District,Ernest C.  Garcia,False,REP,137001,49.83
District Judge,126th Judicial District,Darlene Byrne,False,DEM,137930,50.17
District Judge,126th Judicial District,Total,,,274931,
District Judge,127th Judicial District,Sharolyn Wood,True,REP,534233,100.00
District Judge,127th Judicial District,Total,,,534233,
District Judge,128th Judicial District,"Patrick A. ""Pat"" Clark",True,DEM,22232,100.00
District Judge,128th Judicial District,Total,,,22232,
District Judge,129th Judicial District,Pat Mizell,True,REP,528706,100.00
District Judge,129th Judicial District,Total,,,528706,
District Judge,130th Judicial District,Jo Ann Ottis,True,REP,5749,46.64
District Judge,130th Judicial District,Craig Estlinbaum,False,DEM,6578,53.36
District Judge,130th Judicial District,Total,,,12327,
District Judge,131st Judicial District,Bill Sullivan,False,REP,182646,47.34
District Judge,131st Judicial District,John D. Gabriel,True,DEM,203159,52.66
District Judge,131st Judicial District,Total,,,385805,
District Judge,132nd Judicial District,Ernie B.  Armstrong,True,REP,4267,100.00
District Judge,132nd Judicial District,Total,,,4267,
District Judge,133rd Judicial District,Lamar McCorkle,True,REP,527069,100.00
District Judge,133rd Judicial District,Total,,,527069,
District Judge,135th Judicial District,Kemper Stephen Williams,True,REP,31699,100.00
District Judge,135th Judicial District,Total,,,31699,
District Judge,136th Judicial District,"Milton ""Mickey"" Gunn Shuffield",True,DEM,56024,100.00
District Judge,136th Judicial District,Total,,,56024,
District Judge,138th Judicial District,Robert Garza,True,DEM,45534,100.00
District Judge,138th Judicial District,Total,,,45534,
District Judge,139th Judicial District,Leticia Hinojosa,True,DEM,63857,100.00
District Judge,139th Judicial District,Total,,,63857,
District Judge,140th Judicial District,Jim Bob Darnell,True,REP,58618,100.00
District Judge,140th Judicial District,Total,,,58618,
District Judge,142nd Judicial District,"George D. ""Jody"" Gilles",True,REP,31899,100.00
District Judge,142nd Judicial District,Total,,,31899,
District Judge,143rd Judicial District,Bob Parks,True,DEM,5728,100.00
District Judge,143rd Judicial District,Total,,,5728,
District Judge,145th Judicial District,"Campbell Cox, II",False,REP,13729,100.00
District Judge,145th Judicial District,Total,,,13729,
District Judge,146th Judicial District,Rick Morris,True,REP,39299,100.00
District Judge,146th Judicial District,Total,,,39299,
District Judge,151st Judicial District,Caroline E. Baker,True,REP,529956,100.00
District Judge,151st Judicial District,Total,,,529956,
District Judge,152nd Judicial District,Harvey Brown,True,REP,523028,100.00
District Judge,152nd Judicial District,Total,,,523028,
District Judge,153rd Judicial District,Ken Curry,True,REP,296479,100.00
District Judge,153rd Judicial District,Total,,,296479,
District Judge,161st Judicial District,Tryon D. Lewis,True,REP,23150,100.00
District Judge,161st Judicial District,Total,,,23150,
District Judge,162nd Judicial District,Bill Rhea,True,REP,282402,50.37
District Judge,162nd Judicial District,Mary Ann Huey,False,DEM,278231,49.63
District Judge,162nd Judicial District,Total,,,560633,
District Judge,163rd Judicial District,Dennis Powell,False,DEM,22295,100.00
District Judge,163rd Judicial District,Total,,,22295,
District Judge,164th Judicial District,Martha Hill Jamison,False,REP,530781,100.00
District Judge,164th Judicial District,Total,,,530781,
District Judge,165th Judicial District,Elizabeth Ray,True,REP,531167,100.00
District Judge,165th Judicial District,Total,,,531167,
District Judge,166th Judicial District,Martha Tanner,True,DEM,255454,100.00
District Judge,166th Judicial District,Total,,,255454,
District Judge,167th Judicial District,Michael Lynch,True,DEM,188292,100.00
District Judge,167th Judicial District,Total,,,188292,
District Judge,169th Judicial District  Unexpired Term,Gordon G. Adams,True,REP,38584,100.00
District Judge,169th Judicial District  Unexpired Term,Total,,,38584,
District Judge,174th Judicial District,George H. Godwin,True,REP,524695,100.00
District Judge,174th Judicial District,Total,,,524695,
District Judge,175th Judicial District,Mary  Roman,True,DEM,253447,100.00
District Judge,175th Judicial District,Total,,,253447,
District Judge,176th Judicial District,Brian Rains,True,REP,523771,100.00
District Judge,176th Judicial District,Total,,,523771,
District Judge,177th Judicial District,Carol G. Davies,True,REP,525877,100.00
District Judge,177th Judicial District,Total,,,525877,
District Judge,178th Judicial District,Bill Harmon,True,REP,523557,100.00
District Judge,178th Judicial District,Total,,,523557,
District Judge,179th Judicial District,Mike Wilkinson,True,REP,521308,100.00
District Judge,179th Judicial District,Total,,,521308,
District Judge,181st Judicial District  Unexpired Term,John B. Board,False,REP,53183,100.00
District Judge,181st Judicial District  Unexpired Term,Total,,,53183,
District Judge,199th Judicial District,"Robert T. Dry, Jr.",True,REP,126403,100.00
District Judge,199th Judicial District,Total,,,126403,
District Judge,200th Judicial District,Paul Davis,True,DEM,187114,100.00
District Judge,200th Judicial District,Total,,,187114,
District Judge,202nd Judicial District,Bill Peek,True,DEM,21406,100.00
District Judge,202nd Judicial District,Total,,,21406,
District Judge,213th Judicial District,Bob Gill,True,REP,294040,100.00
District Judge,213th Judicial District,Total,,,294040,
District Judge,214th Judicial District,Doug Norman,False,REP,38939,42.39
District Judge,214th Judicial District,Jose Longoria,False,DEM,52912,57.61
District Judge,214th Judicial District,Total,,,91851,
District Judge,215th Judicial District,Levi Benton,False,REP,519667,100.00
District Judge,215th Judicial District,Total,,,519667,
District Judge,216th Judicial District,Stephen B.  Ables,True,REP,38892,100.00
District Judge,216th Judicial District,Total,,,38892,
District Judge,235th Judicial District,Jerry W. Woodlock,True,DEM,8595,100.00
District Judge,235th Judicial District,Total,,,8595,
District Judge,272nd Judicial District,Rick Davis,False,REP,32329,100.00
District Judge,272nd Judicial District,Total,,,32329,
District Judge,273rd Judicial District  Unexpired Term,Karren S.  Price,False,REP,6253,36.30
District Judge,273rd Judicial District  Unexpired Term,Charles Mitchell,False,DEM,10974,63.70
District Judge,273rd Judicial District  Unexpired Term,Total,,,17227,
District Judge,332nd Judicial District,"Mario E. Ramirez, Jr.",True,DEM,61896,100.00
District Judge,332nd Judicial District,Total,,,61896,
District Judge,333rd Judicial District,"Joseph ""Tad"" Halbach",True,REP,522135,100.00
District Judge,333rd Judicial District,Total,,,522135,
District Judge,334th Judicial District,Dale Wainwright,False,REP,520551,100.00
District Judge,334th Judicial District,Total,,,520551,
District Judge,335th Judicial District,Carson Campbell,False,REP,17581,43.85
District Judge,335th Judicial District,Harold R. Towslee,True,DEM,22516,56.15
District Judge,335th Judicial District,Total,,,40097,
District Judge,336th Judicial District,Ray Felty Grisham,True,DEM,33289,100.00
District Judge,336th Judicial District,Total,,,33289,
District Judge,337th Judicial District,Don Stricklin,False,REP,463559,53.60
District Judge,337th Judicial District,"Grant U. Hardeway, Sr.",False,DEM,401280,46.40
District Judge,337th Judicial District,Total,,,864839,
District Judge,338th Judicial District,Elsa Alcala,False,REP,521577,100.00
District Judge,338th Judicial District,Total,,,521577,
District Judge,339th Judicial District,Caprice Cosper,True,REP,518307,100.00
District Judge,339th Judicial District,Total,,,518307,
District Judge,340th Judicial District,Rae Leifeste,False,REP,24893,100.00
District Judge,340th Judicial District,Total,,,24893,
District Judge,341st Judicial District,Elma Teresa Salinas Ender,True,DEM,27382,100.00
District Judge,341st Judicial District,Total,,,27382,
District Judge,342nd Judicial District,Bob McGrath,True,REP,294336,100.00
District Judge,342nd Judicial District,Total,,,294336,
District Judge,343rd Judicial District,Don Cartwright,False,REP,14188,37.43
District Judge,343rd Judicial District,Janna Whatley,False,DEM,23717,62.57
District Judge,343rd Judicial District,Total,,,37905,
District Judge,344th Judicial District,"Carroll Wilborn, Jr.",True,DEM,6278,100.00
District Judge,344th Judicial District,Total,,,6278,
District Judge,345th Judicial District,Scott McCown,True,DEM,188667,100.00
District Judge,345th Judicial District,Total,,,188667,
District Judge,346th Judicial District,Jose ,True,DEM,105790,100.00
District Judge,346th Judicial District,Total,,,105790,
District Judge,347th Judicial District,Missy Medary,False,REP,40412,42.98
