county,precinct,office,district,party,candidate,votes,early_voting,election_day
Jim Wells,1,United States Senator ,,REP,Ted Cruz,6,4,2
Jim Wells,1,United States Senator ,,REP,Geraldine Sam,0,0,0
Jim Wells,1,United States Senator ,,REP,Over Votes,0,0,0
Jim Wells,1,United States Senator ,,REP,Under Votes,0,0,0
Jim Wells,1,United States Senator ,,REP,Stefano de Stefano,0,0,0
Jim Wells,1,United States Senator ,,REP,Mary Miller,0,0,0
Jim Wells,1,United States Senator ,,REP,"Bruce Jacobson, Jr.",0,0,0
Jim Wells,1,U.S. House,34,REP,Rey Gonzalez,6,4,2
Jim Wells,1,U.S. House,34,REP,Over Votes,0,0,0
Jim Wells,1,U.S. House,34,REP,Under Votes,0,0,0
Jim Wells,1,Governor ,,REP,Greg Abbott,6,4,2
Jim Wells,1,Governor ,,REP,Barbara Krueger,0,0,0
Jim Wells,1,Governor ,,REP,SECEDE Kilgore,0,0,0
Jim Wells,1,Lieutenant Governor,,REP,Scott Milder,0,0,0
Jim Wells,1,Lieutenant Governor,,REP,Over Votes,0,0,0
Jim Wells,1,Lieutenant Governor,,REP,Under Votes,0,0,0
Jim Wells,1,Lieutenant Governor,,REP,Dan Patrick,6,4,2
Jim Wells,1,Attorney General,,REP,Ken Paxton,6,4,2
Jim Wells,1,Comptroller of Public Accounts ,,REP,Glenn Hegar,6,4,2
Jim Wells,1,Comptroller of Public Accounts ,,REP,Over Votes,0,0,0
Jim Wells,1,Comptroller of Public Accounts ,,REP,Under Votes,0,0,0
Jim Wells,1,Commissioner of the General Land Office,,REP,Jerry Patterson,3,2,1
Jim Wells,1,Commissioner of the General Land Office,,REP,Rick Range,0,0,0
Jim Wells,1,Commissioner of the General Land Office,,REP,Davey Edwards,0,0,0
Jim Wells,1,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Jim Wells,1,Commissioner of the General Land Office,,REP,Under Votes,0,0,0
Jim Wells,1,Commissioner of the General Land Office,,REP,George P. Bush,3,2,1
Jim Wells,1,Commissioner of Agriculture,,REP,Sid Miller,2,1,1
Jim Wells,1,Commissioner of Agriculture,,REP,Jim Hogan,4,3,1
Jim Wells,1,Commissioner of Agriculture,,REP,Trey Blocker,0,0,0
Jim Wells,1,Railroad Commissioner,,REP,Weston Martinez,5,3,2
Jim Wells,1,Railroad Commissioner,,REP,Christi Craddick,1,1,0
Jim Wells,1,Railroad Commissioner,,REP,Over Votes,0,0,0
Jim Wells,1,Railroad Commissioner,,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 2 ",,REP,Jimmy Blacklock,6,4,2
Jim Wells,1,"Justice, Supreme Court, Place 2 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 2 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 4 ",,REP,John Devine,6,4,2
Jim Wells,1,"Justice, Supreme Court, Place 4 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 4 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 6 ",,REP,Jeff Brown,6,4,2
Jim Wells,1,"Justice, Supreme Court, Place 6 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, Supreme Court, Place 6 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals ",,REP,David Bridges,4,4,0
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals ",,REP,Over Votes,0,0,0
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals ",,REP,Under Votes,0,0,0
Jim Wells,1,"Presiding Judge, Court of Criminal Appeals ",,REP,Sharon Keller,2,0,2
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 7 ",,REP,Barbara Parker Hervey,6,4,2
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 7 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 7 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Jay Brandon,5,4,1
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Michelle Slaughter,1,0,1
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Dib Waldrip,0,0,0
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Under Votes,0,0,0
Jim Wells,1,State Representative,43,REP,J.M. Lozano,6,4,2
Jim Wells,1,State Representative,43,REP,Over Votes,0,0,0
Jim Wells,1,State Representative,43,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 2 ",,REP,Marialyn Barnard,6,4,2
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 2 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 2 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 3 ",,REP,Jason Pulliam,6,4,2
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 3 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 3 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 4 ",,REP,Patrick Ballantyne,6,4,2
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 4 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 4 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 5 ",,REP,Rebecca Simmons,6,4,2
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 5 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 5 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 7 ",,REP,Shane Stolarczyk,6,4,2
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 7 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice, 4th Court of Appeals District, Place No. 7 ",,REP,Under Votes,0,0,0
Jim Wells,1,"Justice of the Peace, Precinct No. 1 ",,REP,Hector L. Villarreal,6,4,2
Jim Wells,1,"Justice of the Peace, Precinct No. 1 ",,REP,Over Votes,0,0,0
Jim Wells,1,"Justice of the Peace, Precinct No. 1 ",,REP,Under Votes,0,0,0
Jim Wells,1,County Chairman ,,REP,Joshua R. Flores,6,4,2
Jim Wells,1,County Chairman ,,REP,Over Votes,0,0,0
Jim Wells,1,County Chairman ,,REP,Under Votes,0,0,0
Jim Wells,1,Proposition 1,,,YES,5,3,2
Jim Wells,1,Proposition 1,,,Over Votes,0,0,0
Jim Wells,1,Proposition 1,,,Under Votes,0,0,0
Jim Wells,1,Proposition 1,,,NO,1,1,0
Jim Wells,1,Proposition 2 ,,,YES,6,4,2
Jim Wells,1,Proposition 2 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 2 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 2 ,,,NO,0,0,0
Jim Wells,1,Proposition 3 ,,,YES,5,3,2
Jim Wells,1,Proposition 3 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 3 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 3 ,,,NO,1,1,0
Jim Wells,1,Proposition 4 ,,,YES,6,4,2
Jim Wells,1,Proposition 4 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 4 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 4 ,,,NO,0,0,0
Jim Wells,1,Proposition 5 ,,,YES,6,4,2
Jim Wells,1,Proposition 5 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 5 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 5 ,,,NO,0,0,0
Jim Wells,1,Proposition 6 ,,,YES,6,4,2
Jim Wells,1,Proposition 6 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 6 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 6 ,,,NO,0,0,0
Jim Wells,1,Proposition 7 ,,,YES,4,2,2
Jim Wells,1,Proposition 7 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 7 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 7 ,,,NO,2,2,0
Jim Wells,1,Proposition 8 ,,,YES,5,4,1
Jim Wells,1,Proposition 8 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 8 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 8 ,,,NO,1,0,1
Jim Wells,1,Proposition 9 ,,,YES,6,4,2
Jim Wells,1,Proposition 9 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 9 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 9 ,,,NO,0,0,0
Jim Wells,1,Proposition 10 ,,,YES,6,4,2
Jim Wells,1,Proposition 10 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 10 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 10 ,,,NO,0,0,0
Jim Wells,1,Proposition 11 ,,,YES,4,2,2
Jim Wells,1,Proposition 11 ,,,Over Votes,0,0,0
Jim Wells,1,Proposition 11 ,,,Under Votes,0,0,0
Jim Wells,1,Proposition 11 ,,,NO,2,2,0
Jim Wells,2,United States Senator ,,REP,Ted Cruz,24,6,18
Jim Wells,2,United States Senator ,,REP,Geraldine Sam,0,0,0
Jim Wells,2,United States Senator ,,REP,Over Votes,0,0,0
Jim Wells,2,United States Senator ,,REP,Under Votes,0,0,0
Jim Wells,2,United States Senator ,,REP,Stefano de Stefano,0,0,0
Jim Wells,2,United States Senator ,,REP,Mary Miller,2,2,0
Jim Wells,2,United States Senator ,,REP,"Bruce Jacobson, Jr.",2,0,2
Jim Wells,2,U.S. House,34,REP,Rey Gonzalez,21,7,14
Jim Wells,2,U.S. House,34,REP,Over Votes,0,0,0
Jim Wells,2,U.S. House,34,REP,Under Votes,7,1,6
Jim Wells,2,Governor ,,REP,Greg Abbott,27,7,20
Jim Wells,2,Governor ,,REP,Barbara Krueger,1,1,0
Jim Wells,2,Governor ,,REP,SECEDE Kilgore,0,0,0
Jim Wells,2,Lieutenant Governor,,REP,Scott Milder,5,2,3
Jim Wells,2,Lieutenant Governor,,REP,Over Votes,0,0,0
Jim Wells,2,Lieutenant Governor,,REP,Under Votes,0,0,0
Jim Wells,2,Lieutenant Governor,,REP,Dan Patrick,23,6,17
Jim Wells,2,Attorney General,,REP,Ken Paxton,26,8,18
