county,office,district,candidate,party,precinct,precinct_name,early_voting,election_day,votes
Culberson,State Representative,74,"Alfonso Nevrez, Jr.",DEM,3~5,CCAISD/Board Room,37,32,69
Culberson,State Representative,74,"Alfonso Nevrez, Jr.",DEM,4,OLOF/Kennedy Hall,43,35,78
Culberson,U.S. Senate,,Edward Wayne Kimbrough,DEM,1,Conv. Center/Capitan Room,6,6,12
Culberson,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,1,Conv. Center/Capitan Room,20,18,38
Culberson,U.S. Senate,,Robert Francis O'Rourke,DEM,1,Conv. Center/Capitan Room,33,32,65
Culberson,U.S. Senate,,Edward Wayne Kimbrough,DEM,2,Methodist Church Hall,17,7,24
Culberson,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,2,Methodist Church Hall,17,11,28
Culberson,U.S. Senate,,Robert Francis O'Rourke,DEM,2,Methodist Church Hall,63,27,90
Culberson,U.S. Senate,,Edward Wayne Kimbrough,DEM,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. Senate,,Robert Francis O'Rourke,DEM,3~3,Choya Chateau/Rec Room,1,5,6
Culberson,U.S. Senate,,Edward Wayne Kimbrough,DEM,3~5,CCAISD/Board Room,8,6,14
Culberson,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,3~5,CCAISD/Board Room,13,14,27
Culberson,U.S. Senate,,Robert Francis O'Rourke,DEM,3~5,CCAISD/Board Room,42,40,82
Culberson,U.S. Senate,,Edward Wayne Kimbrough,DEM,4,OLOF/Kennedy Hall,4,5,9
Culberson,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,4,OLOF/Kennedy Hall,18,13,31
Culberson,U.S. Senate,,Robert Francis O'Rourke,DEM,4,OLOF/Kennedy Hall,62,38,100
Culberson,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1,Conv. Center/Capitan Room,30,38,68
Culberson,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2,Methodist Church Hall,56,27,83
Culberson,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3~3,Choya Chateau/Rec Room,0,4,4
Culberson,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3~5,CCAISD/Board Room,34,28,62
Culberson,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4,OLOF/Kennedy Hall,45,36,81
Culberson,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1,Conv. Center/Capitan Room,12,16,28
Culberson,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1,Conv. Center/Capitan Room,35,33,68
Culberson,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,2,Methodist Church Hall,19,13,32
Culberson,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,2,Methodist Church Hall,48,24,72
Culberson,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3~3,Choya Chateau/Rec Room,1,2,3
Culberson,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3~5,CCAISD/Board Room,15,13,28
Culberson,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3~5,CCAISD/Board Room,30,25,55
Culberson,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4,OLOF/Kennedy Hall,11,10,21
Culberson,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4,OLOF/Kennedy Hall,43,32,75
Culberson,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,1,Conv. Center/Capitan Room,12,17,29
Culberson,Railroad Commissioner,,Roman James Alfred McAllen,DEM,1,Conv. Center/Capitan Room,32,29,61
Culberson,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,2,Methodist Church Hall,25,12,37
Culberson,Railroad Commissioner,,Roman James Alfred McAllen,DEM,2,Methodist Church Hall,40,22,62
Culberson,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,3~3,Choya Chateau/Rec Room,0,2,2
Culberson,Railroad Commissioner,,Roman James Alfred McAllen,DEM,3~3,Choya Chateau/Rec Room,1,2,3
Culberson,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,3~5,CCAISD/Board Room,19,13,32
Culberson,Railroad Commissioner,,Roman James Alfred McAllen,DEM,3~5,CCAISD/Board Room,21,23,44
Culberson,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,4,OLOF/Kennedy Hall,14,12,26
Culberson,Railroad Commissioner,,Roman James Alfred McAllen,DEM,4,OLOF/Kennedy Hall,41,25,66
Culberson,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,1,Conv. Center/Capitan Room,22,23,45
Culberson,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,1,Conv. Center/Capitan Room,23,26,49
Culberson,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,2,Methodist Church Hall,31,16,47
Culberson,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,2,Methodist Church Hall,35,19,54
Culberson,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,3~3,Choya Chateau/Rec Room,1,2,3
Culberson,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,3~3,Choya Chateau/Rec Room,0,2,2
Culberson,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,3~5,CCAISD/Board Room,15,11,26
Culberson,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,3~5,CCAISD/Board Room,26,24,50
Culberson,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4,OLOF/Kennedy Hall,19,15,34
Culberson,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4,OLOF/Kennedy Hall,30,24,54
Culberson,U.S. Senate,,Bruce Jacobson,REP,1,Conv. Center/Capitan Room,0,1,1
Culberson,U.S. Senate,,Geraldine Sam,REP,1,Conv. Center/Capitan Room,0,0,0
Culberson,U.S. Senate,,Mary Miller,REP,1,Conv. Center/Capitan Room,0,1,1
Culberson,U.S. Senate,,Rafael  Cruz,REP,1,Conv. Center/Capitan Room,2,1,3
Culberson,U.S. Senate,,Stefano de Stefano IV,REP,1,Conv. Center/Capitan Room,0,0,0
Culberson,U.S. Senate,,Bruce Jacobson,REP,2,Methodist Church Hall,0,0,0
Culberson,U.S. Senate,,Geraldine Sam,REP,2,Methodist Church Hall,0,0,0
Culberson,U.S. Senate,,Mary Miller,REP,2,Methodist Church Hall,0,0,0
Culberson,U.S. Senate,,Rafael  Cruz,REP,2,Methodist Church Hall,6,7,13
Culberson,U.S. Senate,,Stefano de Stefano IV,REP,2,Methodist Church Hall,0,0,0
Culberson,U.S. Senate,,Bruce Jacobson,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. Senate,,Geraldine Sam,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. Senate,,Mary Miller,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. Senate,,Rafael  Cruz,REP,3~3,Choya Chateau/Rec Room,0,3,3
Culberson,U.S. Senate,,Stefano de Stefano IV,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. Senate,,Bruce Jacobson,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,U.S. Senate,,Geraldine Sam,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,U.S. Senate,,Mary Miller,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,U.S. Senate,,Rafael  Cruz,REP,3~5,CCAISD/Boardroom,3,10,13
Culberson,U.S. Senate,,Stefano de Stefano IV,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,U.S. Senate,,Bruce Jacobson,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,U.S. Senate,,Geraldine Sam,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,U.S. Senate,,Mary Miller,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,U.S. Senate,,Rafael  Cruz,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,U.S. Senate,,Stefano de Stefano IV,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,U.S. House,23,Alma Arredondo-Lynch,REP,1,Conv. Center/Capitan Room,0,0,0
Culberson,U.S. House,23,William Hurd,REP,1,Conv. Center/Capitan Room,2,2,4
Culberson,U.S. House,23,Alma Arredondo-Lynch,REP,2,Methodist Church Hall,1,0,1
Culberson,U.S. House,23,William Hurd,REP,2,Methodist Church Hall,5,7,12
Culberson,U.S. House,23,Alma Arredondo-Lynch,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,U.S. House,23,William Hurd,REP,3~3,Choya Chateau/Rec Room,0,3,3
Culberson,U.S. House,23,Alma Arredondo-Lynch,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,U.S. House,23,William Hurd,REP,3~5,CCAISD/Boardroom,3,7,10
Culberson,U.S. House,23,Alma Arredondo-Lynch,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,U.S. House,23,William Hurd,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,Attorney General,,Warren Paxton,REP,1,Conv. Center/Capitan Room,2,2,4
Culberson,Attorney General,,Warren Paxton,REP,2,Methodist Church Hall,5,5,10
Culberson,Attorney General,,Warren Paxton,REP,3~3,Choya Chateau/Rec Room,0,3,3
Culberson,Attorney General,,Warren Paxton,REP,3~5,CCAISD/Boardroom,1,7,8
Culberson,Attorney General,,Warren Paxton,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,Comptroller of Public Accounts,,Glenn Hegar,REP,1,Conv. Center/Capitan Room,2,3,5
Culberson,Comptroller of Public Accounts,,Glenn Hegar,REP,2,Methodist Church Hall,5,5,10
Culberson,Comptroller of Public Accounts,,Glenn Hegar,REP,3~3,Choya Chateau/Rec Room,0,3,3
Culberson,Comptroller of Public Accounts,,Glenn Hegar,REP,3~5,CCAISD/Boardroom,0,6,6
Culberson,Comptroller of Public Accounts,,Glenn Hegar,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,Commissioner of the General Land Office,,George Bush,REP,1,Conv. Center/Capitan Room,2,1,3
Culberson,Commissioner of the General Land Office,,Jerry Patterson,REP,1,Conv. Center/Capitan Room,0,1,1
Culberson,Commissioner of the General Land Office,,Richard Range,REP,1,Conv. Center/Capitan Room,0,0,0
Culberson,Commissioner of the General Land Office,,William Edwards,REP,1,Conv. Center/Capitan Room,0,2,2
Culberson,Commissioner of the General Land Office,,George Bush,REP,2,Methodist Church Hall,2,2,4
Culberson,Commissioner of the General Land Office,,Jerry Patterson,REP,2,Methodist Church Hall,3,1,4
Culberson,Commissioner of the General Land Office,,Richard Range,REP,2,Methodist Church Hall,0,0,0
Culberson,Commissioner of the General Land Office,,William Edwards,REP,2,Methodist Church Hall,0,1,1
Culberson,Commissioner of the General Land Office,,George Bush,REP,3~3,Choya Chateau/Rec Room,0,2,2
Culberson,Commissioner of the General Land Office,,Jerry Patterson,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Commissioner of the General Land Office,,Richard Range,REP,3~3,Choya Chateau/Rec Room,0,7,7
Culberson,Commissioner of the General Land Office,,William Edwards,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Commissioner of the General Land Office,,George Bush,REP,3~5,CCAISD/Boardroom,3,0,3
Culberson,Commissioner of the General Land Office,,Jerry Patterson,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,Commissioner of the General Land Office,,Richard Range,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,Commissioner of the General Land Office,,William Edwards,REP,3~5,CCAISD/Boardroom,0,2,2
Culberson,Commissioner of the General Land Office,,George Bush,REP,4,OLOF/Kennedy Hall,0,1,1
Culberson,Commissioner of the General Land Office,,Jerry Patterson,REP,4,OLOF/Kennedy Hall,0,6,6
Culberson,Commissioner of the General Land Office,,Richard Range,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,Commissioner of the General Land Office,,William Edwards,REP,4,OLOF/Kennedy Hall,0,3,3
Culberson,Lieutenant Governor,,Dan Patrick,REP,1,Conv. Center/Capitan Room,1,0,1
Culberson,Lieutenant Governor,,Scott Milder,REP,1,Conv. Center/Capitan Room,1,6,7
Culberson,Lieutenant Governor,,Dan Patrick,REP,2,Methodist Church Hall,4,2,6
Culberson,Lieutenant Governor,,Scott Milder,REP,2,Methodist Church Hall,1,0,1
Culberson,Lieutenant Governor,,Dan Patrick,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Lieutenant Governor,,Scott Milder,REP,3~3,Choya Chateau/Rec Room,0,1,1
Culberson,Lieutenant Governor,,Dan Patrick,REP,3~5,CCAISD/Boardroom,2,2,4
Culberson,Lieutenant Governor,,Scott Milder,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,Lieutenant Governor,,Dan Patrick,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,Lieutenant Governor,,Scott Milder,REP,4,OLOF/Kennedy Hall,0,7,7
Culberson,Governor,,Barbara Krueger,REP,1,Conv. Center/Capitan Room,0,0,0
Culberson,Governor,,Gregory Abbott,REP,1,Conv. Center/Capitan Room,2,0,2
Culberson,Governor,,Larry Kilgore,REP,1,Conv. Center/Capitan Room,0,3,3
Culberson,Governor,,Barbara Krueger,REP,2,Methodist Church Hall,0,0,0
Culberson,Governor,,Gregory Abbott,REP,2,Methodist Church Hall,5,0,5
Culberson,Governor,,Larry Kilgore,REP,2,Methodist Church Hall,1,10,11
Culberson,Governor,,Barbara Krueger,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Governor,,Gregory Abbott,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Governor,,Larry Kilgore,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Governor,,Barbara Krueger,REP,3~5,CCAISD/Boardroom,1,0,1
Culberson,Governor,,Gregory Abbott,REP,3~5,CCAISD/Boardroom,2,1,3
Culberson,Governor,,Larry Kilgore,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,Governor,,Barbara Krueger,REP,4,OLOF/Kennedy Hall,0,1,1
Culberson,Governor,,Gregory Abbott,REP,4,OLOF/Kennedy Hall,0,1,1
Culberson,Governor,,Larry Kilgore,REP,4,OLOF/Kennedy Hall,0,3,3
Culberson,Commissioner of Agriculture,,Jimmie Hogan,REP,1,Conv. Center/Capitan Room,1,2,3
Culberson,Commissioner of Agriculture,,Sidney Miller,REP,1,Conv. Center/Capitan Room,0,0,0
Culberson,Commissioner of Agriculture,,Trey Blocker,REP,1,Conv. Center/Capitan Room,1,3,4
Culberson,Commissioner of Agriculture,,Jimmie Hogan,REP,2,Methodist Church Hall,0,0,0
Culberson,Commissioner of Agriculture,,Sidney Miller,REP,2,Methodist Church Hall,4,3,7
Culberson,Commissioner of Agriculture,,Trey Blocker,REP,2,Methodist Church Hall,1,2,3
Culberson,Commissioner of Agriculture,,Jimmie Hogan,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Commissioner of Agriculture,,Sidney Miller,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Commissioner of Agriculture,,Trey Blocker,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Commissioner of Agriculture,,Jimmie Hogan,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,Commissioner of Agriculture,,Sidney Miller,REP,3~5,CCAISD/Boardroom,2,2,4
Culberson,Commissioner of Agriculture,,Trey Blocker,REP,3~5,CCAISD/Boardroom,0,0,0
Culberson,Commissioner of Agriculture,,Jimmie Hogan,REP,4,OLOF/Kennedy Hall,0,3,3
Culberson,Commissioner of Agriculture,,Sidney Miller,REP,4,OLOF/Kennedy Hall,0,3,3
Culberson,Commissioner of Agriculture,,Trey Blocker,REP,4,OLOF/Kennedy Hall,0,3,3
Culberson,Railroad Commissioner,,Christi Craddick,REP,1,Conv. Center/Capitan Room,1,0,1
Culberson,Railroad Commissioner,,Weston Martinez,REP,1,Conv. Center/Capitan Room,1,5,6
Culberson,Railroad Commissioner,,Christi Craddick,REP,2,Methodist Church Hall,4,0,4
Culberson,Railroad Commissioner,,Weston Martinez,REP,2,Methodist Church Hall,1,0,1
Culberson,Railroad Commissioner,,Christi Craddick,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Railroad Commissioner,,Weston Martinez,REP,3~3,Choya Chateau/Rec Room,0,0,0
Culberson,Railroad Commissioner,,Christi Craddick,REP,3~5,CCAISD/Boardroom,2,0,2
Culberson,Railroad Commissioner,,Weston Martinez,REP,3~5,CCAISD/Boardroom,1,0,1
Culberson,Railroad Commissioner,,Christi Craddick,REP,4,OLOF/Kennedy Hall,0,0,0
Culberson,Railroad Commissioner,,Weston Martinez,REP,4,OLOF/Kennedy Hall,0,0,0
