county,office,district,candidate,party,precinct,early_voting,election_day,votes
Hansford,Lieutenant Governor,,Dan Patrick,REP,3,27,26,53
Hansford,Lieutenant Governor,,Scott Milder,REP,3,20,30,50
Hansford,Lieutenant Governor,,Dan Patrick,REP,4,47,56,103
Hansford,Lieutenant Governor,,Scott Milder,REP,4,52,49,101
Hansford,Lieutenant Governor,,Dan Patrick,REP,5,38,56,94
Hansford,Lieutenant Governor,,Scott Milder,REP,5,13,29,42
Hansford,Lieutenant Governor,,Dan Patrick,REP,6,64,74,138
Hansford,Lieutenant Governor,,Scott Milder,REP,6,26,50,76
Hansford,Lieutenant Governor,,Dan Patrick,REP,7,4,13,17
Hansford,Lieutenant Governor,,Scott Milder,REP,7,2,3,5
Hansford,Lieutenant Governor,,Dan Patrick,REP,9,6,18,24
Hansford,Lieutenant Governor,,Scott Milder,REP,9,1,17,18
Hansford,State Senate,31,Kelton Seliger,REP,1,31,99,130
Hansford,State Senate,31,Michael Canon,REP,1,18,22,40
Hansford,State Senate,31,Victor Leal,REP,1,13,19,32
Hansford,State Senate,31,Kelton Seliger,REP,2,8,9,17
Hansford,State Senate,31,Michael Canon,REP,2,3,3,6
Hansford,State Senate,31,Victor Leal,REP,2,1,0,1
Hansford,State Senate,31,Kelton Seliger,REP,3,30,41,71
Hansford,State Senate,31,Michael Canon,REP,3,11,6,17
Hansford,State Senate,31,Victor Leal,REP,3,6,13,19
Hansford,State Senate,31,Kelton Seliger,REP,4,68,73,141
Hansford,State Senate,31,Michael Canon,REP,4,26,23,49
Hansford,State Senate,31,Victor Leal,REP,4,13,16,29
Hansford,State Senate,31,Kelton Seliger,REP,5,38,61,99
Hansford,State Senate,31,Michael Canon,REP,5,8,20,28
Hansford,State Senate,31,Victor Leal,REP,5,13,9,22
Hansford,State Senate,31,Kelton Seliger,REP,6,73,90,163
Hansford,State Senate,31,Michael Canon,REP,6,13,23,36
Hansford,State Senate,31,Victor Leal,REP,6,9,17,26
Hansford,State Senate,31,Kelton Seliger,REP,7,6,11,17
Hansford,State Senate,31,Michael Canon,REP,7,1,5,6
Hansford,State Senate,31,Victor Leal,REP,7,0,0,0
Hansford,State Senate,31,Kelton Seliger,REP,9,3,27,30
Hansford,State Senate,31,Michael Canon,REP,9,0,6,6
Hansford,State Senate,31,Victor Leal,REP,9,4,7,11
Hansford,Commissioner of the General Land Office,,George Bush,REP,1,41,83,124
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,1,9,28,37
Hansford,Commissioner of the General Land Office,,Richard Range,REP,1,3,5,8
Hansford,Commissioner of the General Land Office,,William Edwards,REP,1,3,9,12
Hansford,Commissioner of the General Land Office,,George Bush,REP,2,5,7,12
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,2,3,1,4
Hansford,Commissioner of the General Land Office,,Richard Range,REP,2,1,2,3
Hansford,Commissioner of the General Land Office,,William Edwards,REP,2,1,1,2
Hansford,Commissioner of the General Land Office,,George Bush,REP,3,34,38,72
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,3,6,7,13
Hansford,Commissioner of the General Land Office,,Richard Range,REP,3,1,3,4
Hansford,Commissioner of the General Land Office,,William Edwards,REP,3,1,4,5
Hansford,Commissioner of the General Land Office,,George Bush,REP,4,56,62,118
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,4,21,18,39
Hansford,Commissioner of the General Land Office,,Richard Range,REP,4,5,3,8
Hansford,Commissioner of the General Land Office,,William Edwards,REP,4,8,19,27
Hansford,Commissioner of the General Land Office,,George Bush,REP,5,33,58,91
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,5,9,14,23
Hansford,Commissioner of the General Land Office,,Richard Range,REP,5,4,8,12
Hansford,Commissioner of the General Land Office,,William Edwards,REP,5,2,5,7
Hansford,Commissioner of the General Land Office,,George Bush,REP,6,54,84,138
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,6,10,19,29
Hansford,Commissioner of the General Land Office,,Richard Range,REP,6,10,4,14
Hansford,Commissioner of the General Land Office,,William Edwards,REP,6,10,9,19
Hansford,Commissioner of the General Land Office,,George Bush,REP,7,3,10,13
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,7,2,3,5
Hansford,Commissioner of the General Land Office,,Richard Range,REP,7,1,0,1
Hansford,Commissioner of the General Land Office,,William Edwards,REP,7,0,0,0
Hansford,Commissioner of the General Land Office,,George Bush,REP,9,3,15,18
Hansford,Commissioner of the General Land Office,,Jerry Patterson,REP,9,3,7,10
Hansford,Commissioner of the General Land Office,,Richard Range,REP,9,0,0,0
Hansford,Commissioner of the General Land Office,,William Edwards,REP,9,0,12,12
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,1,48,100,148
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,2,9,10,19
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,3,41,44,85
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,4,81,75,156
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,5,44,63,107
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,6,73,80,153
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,7,6,16,22
Hansford,Comptroller of Public Accounts,,Glenn Hegar,REP,9,6,21,27
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,1,17,19,36
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,1,29,70,99
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,1,10,23,33
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,2,2,1,3
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,2,6,10,16
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,2,3,0,3
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,3,9,9,18
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,3,27,27,54
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,3,4,5,9
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,4,15,16,31
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,4,49,53,102
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,4,17,25,42
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,5,13,26,39
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,5,25,37,62
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,5,11,17,28
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,6,23,32,55
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,6,37,53,90
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,6,12,17,29
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,7,0,3,3
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,7,6,10,16
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,7,0,1,1
Hansford,Commissioner of Agriculture,,Jimmie Hogan,REP,9,0,9,9
Hansford,Commissioner of Agriculture,,Sidney Miller,REP,9,1,15,16
Hansford,Commissioner of Agriculture,,Trey Blocker,REP,9,3,9,12
Hansford,U.S. House,13,William  Thornberry,REP,1,52,119,171
Hansford,U.S. House,13,William  Thornberry,REP,2,10,11,21
Hansford,U.S. House,13,William  Thornberry,REP,3,42,43,85
Hansford,U.S. House,13,William  Thornberry,REP,4,91,97,188
Hansford,U.S. House,13,William  Thornberry,REP,5,45,79,124
Hansford,U.S. House,13,William  Thornberry,REP,6,83,99,182
Hansford,U.S. House,13,William  Thornberry,REP,7,7,16,23
Hansford,U.S. House,13,William  Thornberry,REP,9,7,31,38
Hansford,Railroad Commissioner,,Christi Craddick,REP,1,40,100,140
Hansford,Railroad Commissioner,,Weston Martinez,REP,1,11,18,29
Hansford,Railroad Commissioner,,Christi Craddick,REP,2,9,10,19
Hansford,Railroad Commissioner,,Weston Martinez,REP,2,1,1,2
Hansford,Railroad Commissioner,,Christi Craddick,REP,3,30,33,63
Hansford,Railroad Commissioner,,Weston Martinez,REP,3,9,10,19
Hansford,Railroad Commissioner,,Christi Craddick,REP,4,59,62,121
Hansford,Railroad Commissioner,,Weston Martinez,REP,4,18,28,46
Hansford,Railroad Commissioner,,Christi Craddick,REP,5,42,65,107
Hansford,Railroad Commissioner,,Weston Martinez,REP,5,9,17,26
Hansford,Railroad Commissioner,,Christi Craddick,REP,6,56,62,118
Hansford,Railroad Commissioner,,Weston Martinez,REP,6,15,16,31
Hansford,Railroad Commissioner,,Christi Craddick,REP,7,5,14,19
Hansford,Railroad Commissioner,,Weston Martinez,REP,7,1,0,1
Hansford,Railroad Commissioner,,Christi Craddick,REP,9,6,19,25
Hansford,Railroad Commissioner,,Weston Martinez,REP,9,0,12,12
Hansford,Attorney General,,Warren Paxton,REP,1,51,104,155
Hansford,Attorney General,,Warren Paxton,REP,2,10,11,21
Hansford,Attorney General,,Warren Paxton,REP,3,38,43,81
Hansford,Attorney General,,Warren Paxton,REP,4,79,78,157
Hansford,Attorney General,,Warren Paxton,REP,5,46,68,114
Hansford,Attorney General,,Warren Paxton,REP,6,78,85,163
Hansford,Attorney General,,Warren Paxton,REP,7,5,16,21
Hansford,Attorney General,,Warren Paxton,REP,9,4,22,26
