county,precinct,office,district,candidate,party,early_voting,election_day,votes
Refugio,1,Straight Party,,Republican Party REP,REP,33,17,50
Refugio,1,Straight Party,,Democratic Party DEM,DEM,46,33,79
Refugio,1,Straight Party,,Libertarian Party LIB,LIB,0,0,0
Refugio,1,U.S. Senate,,Ted Cruz,REP,67,27,94
Refugio,1,U.S. Senate,,Beto O'Rourke,DEM,56,38,94
Refugio,1,U.S. Senate,,Neal M. Dikeman,LIB,1,0,1
Refugio,1,U.S. House,27,Michael Cloud,REP,68,26,94
Refugio,1,U.S. House,27,Eric Holguin,DEM,57,37,94
Refugio,1,U.S. House,27,Daniel Tinus,LIB,0,0,0
Refugio,1,U.S. House,27,James Duerr,IND,0,0,0
Refugio,1,Governor,,Greg Abbott,REP,75,27,102
Refugio,1,Governor,,Lupe Valdez,DEM,49,37,86
Refugio,1,Governor,,Mark Jay Tippetts,LIB,1,0,1
Refugio,1,Lieutenant Governor,,Dan Patrick,REP,69,25,94
Refugio,1,Lieutenant Governor,,Mike Collier,DEM,53,38,91
Refugio,1,Lieutenant Governor,,Kerry Douglas McKennon,LIB,1,0,1
Refugio,1,Attorney General,,Ken Paxton,REP,69,25,94
Refugio,1,Attorney General,,Justin Nelson,DEM,54,38,92
Refugio,1,Attorney General,,Michael Ray Harris,LIB,0,0,0
Refugio,1,Comptroller of Public Accounts,,Glenn Hegar,REP,70,24,94
Refugio,1,Comptroller of Public Accounts,,Joi Chevalier,DEM,53,39,92
Refugio,1,Comptroller of Public Accounts,,Ben Sanders,LIB,2,0,2
Refugio,1,Commissioner of the General Land Office,,George P. Bush,REP,66,26,92
Refugio,1,Commissioner of the General Land Office,,Miguel Suazo,DEM,53,38,91
Refugio,1,Commissioner of the General Land Office,,Matt Pina,LIB,2,0,2
Refugio,1,Commissioner of Agriculture,,Sid Miller,REP,68,23,91
Refugio,1,Commissioner of Agriculture,,Kim Olson,DEM,54,39,93
Refugio,1,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,0
Refugio,1,Railroad Commissioner,,Christi Craddick,REP,69,22,91
Refugio,1,Railroad Commissioner,,Roman McAllen,DEM,54,39,93
Refugio,1,Railroad Commissioner,,Mike Wright,LIB,0,0,0
Refugio,1,"Justice, Supreme Court, Place 2",,Jimmy Blacklock,REP,66,23,89
Refugio,1,"Justice, Supreme Court, Place 2",,Steven Kirkland,DEM,55,39,94
Refugio,1,"Justice, Supreme Court, Place 4",,John Devine,REP,66,23,89
Refugio,1,"Justice, Supreme Court, Place 4",,R.K. Sandill,DEM,55,39,94
Refugio,1,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,67,24,91
Refugio,1,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,55,38,93
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,67,22,89
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,54,39,93
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,0,0,0
Refugio,1,"Judge, Court of Criminal Appeals, Place 7",,Barbara Parker Hervey,REP,67,23,90
Refugio,1,"Judge, Court of Criminal Appeals, Place 7",,Ramona Franklin,DEM,54,40,94
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,Michelle Slaughter,REP,75,24,99
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,Mark Ash,LIB,10,14,24
Refugio,1,"Member, State Board of Education, District 2",,"Charles ""Tad"" Hasse",REP,64,22,86
Refugio,1,"Member, State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,57,40,97
Refugio,1,State Representative,30,Geanie W. Morrison,REP,67,24,91
Refugio,1,State Representative,30,Robin Hayter,DEM,54,38,92
Refugio,1,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,64,22,86
Refugio,1,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,57,40,97
Refugio,1,"Justice, 13th Court of Appeals District, Place No. 2",,Greg Perkes,REP,64,22,86
Refugio,1,"Justice, 13th Court of Appeals District, Place No. 2",,Nora Longoria,DEM,58,41,99
Refugio,1,"Justice, 13th Court of Appeals District, Place 4",,Jaime Tijerina,REP,66,24,90
Refugio,1,"Justice, 13th Court of Appeals District, Place 4",,Rudy Delgado,DEM,55,38,93
Refugio,1,"Justice, 13th Court of Appeals District, Place 5",,Clarissa Silva,REP,65,22,87
Refugio,1,"Justice, 13th Court of Appeals District, Place 5",,Gina Benavides,DEM,56,40,96
Refugio,1,"District Judge, 267th Judicial District",,"Robert E. ""Bobby"" Bell",REP,78,26,104
Refugio,1,County Judge,,Bobby Blaschke,REP,82,31,113
Refugio,1,District Clerk,,Ruby Vela Garcia,DEM,88,47,135
Refugio,1,County Clerk,,Ida Ramirez,DEM,94,50,144
Refugio,1,County Treasurer,,Rita Trojcak,DEM,93,49,142
Refugio,1,"Justice of the Peace, No. 1",,Lorraine Garcia,REP,75,27,102
Refugio,1,"Justice of the Peace, No. 1",,Mary Canales,DEM,50,37,87
Refugio,1A,Straight Party,,Republican Party REP,REP,28,17,45
Refugio,1A,Straight Party,,Democratic Party DEM,DEM,43,50,93
Refugio,1A,Straight Party,,Libertarian Party LIB,LIB,1,0,1
Refugio,1A,U.S. Senate,,Ted Cruz,REP,53,52,105
