county,precinct,office,district,party,candidate,election_day,early_voting,mail,provisional,votes
Wilson,Box 208,Proposition 5,,DEM,FOR,5,2,0,0,7
Wilson,Box 208,Proposition 5,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 208,Proposition 6,,DEM,FOR,5,2,0,0,7
Wilson,Box 208,Proposition 6,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 208,Proposition 7,,DEM,FOR,6,2,0,0,8
Wilson,Box 208,Proposition 7,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 208,Proposition 8,,DEM,FOR,4,2,0,0,6
Wilson,Box 208,Proposition 8,,DEM,AGAINST,2,1,0,0,3
Wilson,Box 208,Proposition 9,,DEM,FOR,4,1,0,0,5
Wilson,Box 208,Proposition 9,,DEM,AGAINST,2,2,0,0,4
Wilson,Box 208,Proposition 10,,DEM,FOR,5,1,0,0,6
Wilson,Box 208,Proposition 10,,DEM,AGAINST,1,2,0,0,3
Wilson,Box 208,Proposition 11,,DEM,FOR,5,2,0,0,7
Wilson,Box 208,Proposition 11,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 208,Proposition 12,,DEM,FOR,5,2,0,0,7
Wilson,Box 208,Proposition 12,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 209,US Senator,,REP,Geraldine Sam,2,2,0,0,4
Wilson,Box 209,US Senator,,REP,Mary Miller,11,3,0,0,14
Wilson,Box 209,US Senator,,REP,"Bruce Jacobson, Jr.",3,1,0,0,4
Wilson,Box 209,US Senator,,REP,Stefano de Stefano,0,0,0,0,0
Wilson,Box 209,US Senator,,REP,Ted Cruz,99,17,4,0,120
Wilson,Box 209,US Senator,,DEM,Edward Kimbrough,1,1,2,0,4
Wilson,Box 209,US Senator,,DEM,Sema Hernandez,0,0,0,0,0
Wilson,Box 209,US Senator,,DEM,Beto O'Rourke,3,0,0,0,3
Wilson,Box 209,US Representative,15,REP,Tim Westley,89,14,3,0,106
Wilson,Box 209,US Representative,15,DEM,Vicente Gonzalez,4,1,2,0,7
Wilson,Box 209,Governor,,REP,SECEDE Kilgore,1,0,0,0,1
Wilson,Box 209,Governor,,REP,Greg Abbott,113,20,4,0,137
Wilson,Box 209,Governor,,REP,Barbara Krueger,8,3,0,0,11
Wilson,Box 209,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Wilson,Box 209,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Wilson,Box 209,Governor,,DEM,Tom Wakely,2,0,0,0,2
Wilson,Box 209,Governor,,DEM,Grady Yarbrough,1,0,0,0,1
Wilson,Box 209,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Wilson,Box 209,Governor,,DEM,Jeffrey Payne,0,0,2,0,2
Wilson,Box 209,Governor,,DEM,Andrew White,2,0,0,0,2
Wilson,Box 209,Governor,,DEM,James Jolly Clark,0,1,0,0,1
Wilson,Box 209,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Wilson,Box 209,Lieutenant Governor,,REP,Scott Milder,33,12,0,0,45
Wilson,Box 209,Lieutenant Governor,,REP,Dan Patrick,84,10,4,0,98
Wilson,Box 209,Lieutenant Governor,,DEM,Mike Collier,2,0,2,0,4
Wilson,Box 209,Lieutenant Governor,,DEM,Michael Cooper,2,1,0,0,3
Wilson,Box 209,Attorney General,,REP,Ken Paxton,97,14,3,0,114
Wilson,Box 209,Attorney General,,DEM,Justin Nelson,5,1,2,0,8
Wilson,Box 209,Comptroller of Public Accounts,,REP,Glenn Hegar,98,16,3,0,117
Wilson,Box 209,Comptroller of Public Accounts,,DEM,Tim Mahoney,3,1,2,0,6
Wilson,Box 209,Comptroller of Public Accounts,,DEM,Joi Chevalier,2,0,0,0,2
Wilson,Box 209,Commissioner of the General Land Office,,REP,Jerry Patterson,37,3,1,0,41
Wilson,Box 209,Commissioner of the General Land Office,,REP,Rick Range,8,0,0,0,8
Wilson,Box 209,Commissioner of the General Land Office,,REP,Davey Edwards,5,0,0,0,5
Wilson,Box 209,Commissioner of the General Land Office,,REP,George P. Bush,58,17,2,0,77
Wilson,Box 209,Commissioner of the General Land Office,,DEM,Miguel Suazo,1,0,0,0,1
Wilson,Box 209,Commissioner of the General Land Office,,DEM,Tex Morgan,4,1,2,0,7
Wilson,Box 209,Commissioner of Agriculture,,REP,Trey Blocker,17,2,2,0,21
Wilson,Box 209,Commissioner of Agriculture,,REP,Sid Miller,72,13,0,0,85
Wilson,Box 209,Commissioner of Agriculture,,REP,Jim Hogan,20,0,1,0,21
Wilson,Box 209,Commissioner of Agriculture,,DEM,Kim Olson,5,1,2,0,8
Wilson,Box 209,Railroad Commissioner,,REP,Christi Craddick,95,13,3,0,111
Wilson,Box 209,Railroad Commissioner,,REP,Weston Martinez,8,2,0,0,10
Wilson,Box 209,Railroad Commissioner,,DEM,Chris Spellmon,2,1,2,0,5
Wilson,Box 209,Railroad Commissioner,,DEM,Roman McAllen,3,0,0,0,3
Wilson,Box 209,Justice Supreme Ct P2,,REP,Jimmy Blacklock,91,12,3,0,106
Wilson,Box 209,Justice Supreme Ct P2,,DEM,Steven Kirkland,5,1,2,0,8
Wilson,Box 209,Justice Supreme Ct P4,,REP,John Devine,90,13,3,0,106
Wilson,Box 209,Justice Supreme Ct P4,,DEM,R.K. Sandill,4,1,2,0,7
Wilson,Box 209,Justice Supreme Ct P6,,REP,Jeff Brown,89,12,3,0,104
Wilson,Box 209,Justice Supreme Ct P6,,DEM,Kathy Cheng,5,1,2,0,8
Wilson,Box 209,Presiding Criminal Appeals,,REP,David Bridges,33,2,1,0,36
Wilson,Box 209,Presiding Criminal Appeals,,REP,Sharon Keller,65,13,1,0,79
Wilson,Box 209,Presiding Criminal Appeals,,DEM,Maria T. Jackson,4,1,2,0,7
Wilson,Box 209,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,88,12,3,0,103
Wilson,Box 209,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,5,1,2,0,8
Wilson,Box 209,Criminal Appeals Jdg P8,,REP,Dib Waldrip,20,3,0,0,23
Wilson,Box 209,Criminal Appeals Jdg P8,,REP,Jay Brandon,24,0,2,0,26
Wilson,Box 209,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,45,11,1,0,57
Wilson,Box 209,State Bd Ed D3,,DEM,Dan Arellano,2,0,1,0,3
Wilson,Box 209,State Bd Ed D3,,DEM,Marisa B. Perez,3,1,1,0,5
Wilson,Box 209,State Representative,44,REP,John Kuempel,102,17,2,0,121
Wilson,Box 209,State Representative,44,DEM,John D. Rodgers,5,1,2,0,8
Wilson,Box 209,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,91,13,3,0,107
Wilson,Box 209,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,5,1,2,0,8
Wilson,Box 209,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,95,13,3,0,111
Wilson,Box 209,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,5,1,2,0,8
Wilson,Box 209,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,91,11,3,0,105
Wilson,Box 209,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,5,1,2,0,8
Wilson,Box 209,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,93,12,3,0,108
Wilson,Box 209,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,5,1,2,0,8
Wilson,Box 209,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,97,11,3,0,111
Wilson,Box 209,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,4,1,2,0,7
Wilson,Box 209,District Judge D81,,REP,Lynn Ellison,95,12,3,0,110
Wilson,Box 209,District Judge D81,,DEM,Errlinda Castillo,5,1,2,0,8
Wilson,Box 209,District Judge D218,,REP,Russell Wilson,97,12,3,0,112
Wilson,Box 209,County Judge,,REP,Alena Berlanga,13,7,0,0,20
Wilson,Box 209,County Judge,,REP,Richard L. Jackson,105,17,4,0,126
Wilson,Box 209,District Clerk,,REP,Deborah Bryan,97,13,3,0,113
Wilson,Box 209,County Clerk,,DEM,Eva S. Martinez,5,1,2,0,8
Wilson,Box 209,County Treasurer,,REP,Debra Foster,46,6,0,0,52
Wilson,Box 209,County Treasurer,,REP,Jan Hartl,67,16,4,0,87
Wilson,Box 209,County Commissioner P2,,REP,Paul Pfeil,46,11,1,0,58
Wilson,Box 209,County Commissioner P2,,REP,Tiffany Ward,74,12,1,0,87
Wilson,Box 209,Justice Peace P2,,REP,Sara Canady,97,13,4,0,114
Wilson,Box 209,County Chairman,,REP,Ruby Manen,93,12,2,0,107
Wilson,Box 209,County Chairman,,DEM,Juan Mancias,5,1,2,0,8
Wilson,Box 209,Proposition 1,,REP,YES,69,13,4,0,86
Wilson,Box 209,Proposition 1,,REP,NO,37,5,0,0,42
Wilson,Box 209,Proposition 2,,REP,YES,98,20,4,0,122
Wilson,Box 209,Proposition 2,,REP,NO,14,2,0,0,16
Wilson,Box 209,Proposition 3,,REP,YES,89,15,4,0,108
Wilson,Box 209,Proposition 3,,REP,NO,22,5,0,0,27
Wilson,Box 209,Proposition 4,,REP,YES,105,21,4,0,130
Wilson,Box 209,Proposition 4,,REP,NO,8,2,0,0,10
Wilson,Box 209,Proposition 5,,REP,YES,88,13,4,0,105
Wilson,Box 209,Proposition 5,,REP,NO,25,7,0,0,32
Wilson,Box 209,Proposition 6,,REP,YES,106,19,4,0,129
Wilson,Box 209,Proposition 6,,REP,NO,7,4,0,0,11
Wilson,Box 209,Proposition 7,,REP,YES,84,15,4,0,103
Wilson,Box 209,Proposition 7,,REP,NO,28,5,0,0,33
Wilson,Box 209,Proposition 8,,REP,YES,110,21,4,0,135
Wilson,Box 209,Proposition 8,,REP,NO,3,0,0,0,3
Wilson,Box 209,Proposition 9,,REP,YES,106,21,4,0,131
Wilson,Box 209,Proposition 9,,REP,NO,10,1,0,0,11
Wilson,Box 209,Proposition 10,,REP,YES,105,18,4,0,127
Wilson,Box 209,Proposition 10,,REP,NO,5,1,0,0,6
Wilson,Box 209,Proposition 11,,REP,YES,98,16,4,0,118
Wilson,Box 209,Proposition 11,,REP,NO,12,4,0,0,16
Wilson,Box 209,Proposition 1,,DEM,FOR,3,1,2,0,6
Wilson,Box 209,Proposition 1,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 209,Proposition 2,,DEM,FOR,3,1,2,0,6
Wilson,Box 209,Proposition 2,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 209,Proposition 3,,DEM,FOR,4,1,2,0,7
Wilson,Box 209,Proposition 3,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 209,Proposition 4,,DEM,FOR,3,1,2,0,6
Wilson,Box 209,Proposition 4,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 209,Proposition 5,,DEM,FOR,2,1,2,0,5
Wilson,Box 209,Proposition 5,,DEM,AGAINST,3,0,0,0,3
Wilson,Box 209,Proposition 6,,DEM,FOR,4,1,2,0,7
Wilson,Box 209,Proposition 6,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 209,Proposition 7,,DEM,FOR,4,1,2,0,7
Wilson,Box 209,Proposition 7,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 209,Proposition 8,,DEM,FOR,3,1,2,0,6
Wilson,Box 209,Proposition 8,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 209,Proposition 9,,DEM,FOR,5,1,2,0,8
Wilson,Box 209,Proposition 9,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 209,Proposition 10,,DEM,FOR,3,1,2,0,6
Wilson,Box 209,Proposition 10,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 209,Proposition 11,,DEM,FOR,4,1,2,0,7
Wilson,Box 209,Proposition 11,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 209,Proposition 12,,DEM,FOR,5,1,2,0,8
Wilson,Box 209,Proposition 12,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,US Senator,,REP,Geraldine Sam,2,2,0,0,4
Wilson,Box 310,US Senator,,REP,Mary Miller,7,7,1,0,15
Wilson,Box 310,US Senator,,REP,"Bruce Jacobson, Jr.",3,1,0,0,4
Wilson,Box 310,US Senator,,REP,Stefano de Stefano,4,0,0,0,4
Wilson,Box 310,US Senator,,REP,Ted Cruz,68,57,6,0,131
Wilson,Box 310,US Senator,,DEM,Edward Kimbrough,3,0,0,0,3
Wilson,Box 310,US Senator,,DEM,Sema Hernandez,0,1,0,0,1
Wilson,Box 310,US Senator,,DEM,Beto O'Rourke,1,1,0,0,2
Wilson,Box 310,US Representative,28,DEM,Henry Cuellar,5,2,0,0,7
Wilson,Box 310,Governor,,REP,SECEDE Kilgore,1,1,0,0,2
Wilson,Box 310,Governor,,REP,Greg Abbott,76,60,10,0,146
Wilson,Box 310,Governor,,REP,Barbara Krueger,9,6,0,0,15
Wilson,Box 310,Governor,,DEM,Joe Mumbach,1,0,0,0,1
Wilson,Box 310,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Wilson,Box 310,Governor,,DEM,Tom Wakely,0,0,0,0,0
Wilson,Box 310,Governor,,DEM,Grady Yarbrough,2,1,0,0,3
Wilson,Box 310,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Wilson,Box 310,Governor,,DEM,Jeffrey Payne,0,0,0,0,0
Wilson,Box 310,Governor,,DEM,Andrew White,1,1,0,0,2
Wilson,Box 310,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 310,Governor,,DEM,Adrian Ocegueda,1,0,0,0,1
Wilson,Box 310,Lieutenant Governor,,REP,Scott Milder,20,12,1,0,33
Wilson,Box 310,Lieutenant Governor,,REP,Dan Patrick,63,54,7,0,124
Wilson,Box 310,Lieutenant Governor,,DEM,Mike Collier,1,0,0,0,1
Wilson,Box 310,Lieutenant Governor,,DEM,Michael Cooper,2,2,0,0,4
Wilson,Box 310,Attorney General,,REP,Ken Paxton,66,56,8,0,130
Wilson,Box 310,Attorney General,,DEM,Justin Nelson,3,2,0,0,5
Wilson,Box 310,Comptroller of Public Accounts,,REP,Glenn Hegar,65,53,7,0,125
Wilson,Box 310,Comptroller of Public Accounts,,DEM,Tim Mahoney,3,2,0,0,5
Wilson,Box 310,Comptroller of Public Accounts,,DEM,Joi Chevalier,0,0,0,0,0
Wilson,Box 310,Commissioner of the General Land Office,,REP,Jerry Patterson,18,21,1,0,40
Wilson,Box 310,Commissioner of the General Land Office,,REP,Rick Range,3,4,1,0,8
Wilson,Box 310,Commissioner of the General Land Office,,REP,Davey Edwards,2,2,1,0,5
Wilson,Box 310,Commissioner of the General Land Office,,REP,George P. Bush,52,34,5,0,91
Wilson,Box 310,Commissioner of the General Land Office,,DEM,Miguel Suazo,2,1,0,0,3
Wilson,Box 310,Commissioner of the General Land Office,,DEM,Tex Morgan,1,1,0,0,2
Wilson,Box 310,Commissioner of Agriculture,,REP,Trey Blocker,25,14,1,0,40
Wilson,Box 310,Commissioner of Agriculture,,REP,Sid Miller,26,27,6,0,59
Wilson,Box 310,Commissioner of Agriculture,,REP,Jim Hogan,15,12,1,0,28
Wilson,Box 310,Commissioner of Agriculture,,DEM,Kim Olson,3,2,0,0,5
Wilson,Box 310,Railroad Commissioner,,REP,Christi Craddick,53,45,7,0,105
Wilson,Box 310,Railroad Commissioner,,REP,Weston Martinez,13,9,1,0,23
Wilson,Box 310,Railroad Commissioner,,DEM,Chris Spellmon,3,1,0,0,4
Wilson,Box 310,Railroad Commissioner,,DEM,Roman McAllen,1,1,0,0,2
Wilson,Box 310,Justice Supreme Ct P2,,REP,Jimmy Blacklock,62,52,7,0,121
Wilson,Box 310,Justice Supreme Ct P2,,DEM,Steven Kirkland,4,1,0,0,5
Wilson,Box 310,Justice Supreme Ct P4,,REP,John Devine,61,51,7,0,119
Wilson,Box 310,Justice Supreme Ct P4,,DEM,R.K. Sandill,3,1,0,0,4
Wilson,Box 310,Justice Supreme Ct P6,,REP,Jeff Brown,60,52,7,0,119
Wilson,Box 310,Justice Supreme Ct P6,,DEM,Kathy Cheng,3,1,0,0,4
Wilson,Box 310,Presiding Criminal Appeals,,REP,David Bridges,32,22,1,0,55
Wilson,Box 310,Presiding Criminal Appeals,,REP,Sharon Keller,29,31,7,0,67
Wilson,Box 310,Presiding Criminal Appeals,,DEM,Maria T. Jackson,4,1,0,0,5
Wilson,Box 310,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,61,49,7,0,117
Wilson,Box 310,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,3,1,0,0,4
Wilson,Box 310,Criminal Appeals Jdg P8,,REP,Dib Waldrip,10,8,0,0,18
Wilson,Box 310,Criminal Appeals Jdg P8,,REP,Jay Brandon,16,20,2,0,38
Wilson,Box 310,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,33,23,6,0,62
Wilson,Box 310,State Bd Ed D3,,DEM,Dan Arellano,1,1,0,0,2
Wilson,Box 310,State Bd Ed D3,,DEM,Marisa B. Perez,2,0,0,0,2
Wilson,Box 310,State Representative,44,REP,John Kuempel,70,60,7,0,137
Wilson,Box 310,State Representative,44,DEM,John D. Rodgers,3,1,0,0,4
Wilson,Box 310,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,60,52,8,0,120
Wilson,Box 310,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,3,2,0,0,5
Wilson,Box 310,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,61,54,7,0,122
Wilson,Box 310,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,3,1,0,0,4
Wilson,Box 310,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,58,51,7,0,116
Wilson,Box 310,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,3,2,0,0,5
Wilson,Box 310,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,60,52,7,0,119
Wilson,Box 310,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,3,1,0,0,4
Wilson,Box 310,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,57,54,7,0,118
Wilson,Box 310,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,3,1,0,0,4
Wilson,Box 310,District Judge D81,,REP,Lynn Ellison,60,56,6,0,122
Wilson,Box 310,District Judge D81,,DEM,Errlinda Castillo,3,1,0,0,4
Wilson,Box 310,District Judge D218,,REP,Russell Wilson,58,50,7,0,115
Wilson,Box 310,County Judge,,REP,Alena Berlanga,23,7,1,0,31
Wilson,Box 310,County Judge,,REP,Richard L. Jackson,58,60,8,0,126
Wilson,Box 310,District Clerk,,REP,Deborah Bryan,56,49,7,0,112
Wilson,Box 310,County Clerk,,DEM,Eva S. Martinez,5,2,0,0,7
Wilson,Box 310,County Treasurer,,REP,Debra Foster,34,30,3,0,67
Wilson,Box 310,County Treasurer,,REP,Jan Hartl,43,34,6,0,83
Wilson,Box 310,Justice Peace P3,,REP,Connie Terry,36,28,7,0,71
Wilson,Box 310,Justice Peace P3,,REP,"Lowell C. Hull, Jr.",29,30,2,0,61
Wilson,Box 310,Justice Peace P3,,REP,Brad Beck,22,12,1,0,35
Wilson,Box 310,County Chairman,,REP,Ruby Manen,53,51,7,0,111
Wilson,Box 310,County Chairman,,DEM,Juan Mancias,5,1,0,0,6
Wilson,Box 310,Proposition 1,,REP,YES,50,44,4,0,98
Wilson,Box 310,Proposition 1,,REP,NO,26,15,3,0,44
Wilson,Box 310,Proposition 2,,REP,YES,70,66,10,0,146
Wilson,Box 310,Proposition 2,,REP,NO,11,2,0,0,13
Wilson,Box 310,Proposition 3,,REP,YES,68,52,8,0,128
Wilson,Box 310,Proposition 3,,REP,NO,10,10,0,0,20
Wilson,Box 310,Proposition 4,,REP,YES,71,64,9,0,144
Wilson,Box 310,Proposition 4,,REP,NO,9,1,0,0,10
Wilson,Box 310,Proposition 5,,REP,YES,69,57,7,0,133
Wilson,Box 310,Proposition 5,,REP,NO,13,7,1,0,21
Wilson,Box 310,Proposition 6,,REP,YES,75,63,8,0,146
Wilson,Box 310,Proposition 6,,REP,NO,7,4,0,0,11
Wilson,Box 310,Proposition 7,,REP,YES,57,44,6,0,107
Wilson,Box 310,Proposition 7,,REP,NO,18,20,4,0,42
Wilson,Box 310,Proposition 8,,REP,YES,78,64,8,0,150
Wilson,Box 310,Proposition 8,,REP,NO,3,2,0,0,5
Wilson,Box 310,Proposition 9,,REP,YES,71,60,8,0,139
Wilson,Box 310,Proposition 9,,REP,NO,8,8,0,0,16
Wilson,Box 310,Proposition 10,,REP,YES,77,63,9,0,149
Wilson,Box 310,Proposition 10,,REP,NO,2,2,0,0,4
Wilson,Box 310,Proposition 11,,REP,YES,70,62,9,0,141
Wilson,Box 310,Proposition 11,,REP,NO,12,8,1,0,21
Wilson,Box 310,Proposition 1,,DEM,FOR,3,2,0,0,5
Wilson,Box 310,Proposition 1,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,Proposition 2,,DEM,FOR,2,2,0,0,4
Wilson,Box 310,Proposition 2,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 310,Proposition 3,,DEM,FOR,3,2,0,0,5
Wilson,Box 310,Proposition 3,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,Proposition 4,,DEM,FOR,2,1,0,0,3
Wilson,Box 310,Proposition 4,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 310,Proposition 5,,DEM,FOR,2,1,0,0,3
Wilson,Box 310,Proposition 5,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 310,Proposition 6,,DEM,FOR,3,2,0,0,5
Wilson,Box 310,Proposition 6,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,Proposition 7,,DEM,FOR,4,1,0,0,5
Wilson,Box 310,Proposition 7,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 310,Proposition 8,,DEM,FOR,2,2,0,0,4
Wilson,Box 310,Proposition 8,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 310,Proposition 9,,DEM,FOR,3,2,0,0,5
Wilson,Box 310,Proposition 9,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 310,Proposition 10,,DEM,FOR,3,1,0,0,4
Wilson,Box 310,Proposition 10,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 310,Proposition 11,,DEM,FOR,3,1,0,0,4
Wilson,Box 310,Proposition 11,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 310,Proposition 12,,DEM,FOR,3,2,0,0,5
Wilson,Box 310,Proposition 12,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 311,US Senator,,REP,Geraldine Sam,0,5,1,0,6
Wilson,Box 311,US Senator,,REP,Mary Miller,6,5,0,0,11
Wilson,Box 311,US Senator,,REP,"Bruce Jacobson, Jr.",3,1,0,0,4
Wilson,Box 311,US Senator,,REP,Stefano de Stefano,1,0,0,0,1
Wilson,Box 311,US Senator,,REP,Ted Cruz,192,67,24,0,283
Wilson,Box 311,US Senator,,DEM,Edward Kimbrough,2,2,0,0,4
Wilson,Box 311,US Senator,,DEM,Sema Hernandez,3,4,2,0,9
Wilson,Box 311,US Senator,,DEM,Beto O'Rourke,8,7,3,0,18
Wilson,Box 311,US Representative,28,DEM,Henry Cuellar,13,12,6,0,31
Wilson,Box 311,Governor,,REP,SECEDE Kilgore,2,2,0,0,4
Wilson,Box 311,Governor,,REP,Greg Abbott,195,67,25,0,287
Wilson,Box 311,Governor,,REP,Barbara Krueger,10,9,0,0,19
Wilson,Box 311,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Wilson,Box 311,Governor,,DEM,Lupe Valdez,4,8,4,0,16
Wilson,Box 311,Governor,,DEM,Tom Wakely,1,0,1,0,2
Wilson,Box 311,Governor,,DEM,Grady Yarbrough,0,3,0,0,3
Wilson,Box 311,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Wilson,Box 311,Governor,,DEM,Jeffrey Payne,1,0,0,0,1
Wilson,Box 311,Governor,,DEM,Andrew White,6,2,0,0,8
Wilson,Box 311,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 311,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Wilson,Box 311,Lieutenant Governor,,REP,Scott Milder,32,15,1,0,48
Wilson,Box 311,Lieutenant Governor,,REP,Dan Patrick,172,62,24,0,258
Wilson,Box 311,Lieutenant Governor,,DEM,Mike Collier,9,7,4,0,20
Wilson,Box 311,Lieutenant Governor,,DEM,Michael Cooper,3,5,0,0,8
Wilson,Box 311,Attorney General,,REP,Ken Paxton,182,70,23,0,275
Wilson,Box 311,Attorney General,,DEM,Justin Nelson,11,12,6,0,29
Wilson,Box 311,Comptroller of Public Accounts,,REP,Glenn Hegar,172,69,23,0,264
Wilson,Box 311,Comptroller of Public Accounts,,DEM,Tim Mahoney,7,5,2,0,14
Wilson,Box 311,Comptroller of Public Accounts,,DEM,Joi Chevalier,4,8,4,0,16
Wilson,Box 311,Commissioner of the General Land Office,,REP,Jerry Patterson,68,27,12,0,107
Wilson,Box 311,Commissioner of the General Land Office,,REP,Rick Range,2,3,0,0,5
Wilson,Box 311,Commissioner of the General Land Office,,REP,Davey Edwards,13,5,1,0,19
Wilson,Box 311,Commissioner of the General Land Office,,REP,George P. Bush,114,43,11,0,168
Wilson,Box 311,Commissioner of the General Land Office,,DEM,Miguel Suazo,5,11,3,0,19
Wilson,Box 311,Commissioner of the General Land Office,,DEM,Tex Morgan,6,2,1,0,9
Wilson,Box 311,Commissioner of Agriculture,,REP,Trey Blocker,39,18,7,0,64
Wilson,Box 311,Commissioner of Agriculture,,REP,Sid Miller,108,38,10,0,156
Wilson,Box 311,Commissioner of Agriculture,,REP,Jim Hogan,35,18,8,0,61
Wilson,Box 311,Commissioner of Agriculture,,DEM,Kim Olson,11,12,6,0,29
Wilson,Box 311,Railroad Commissioner,,REP,Christi Craddick,156,63,23,0,242
Wilson,Box 311,Railroad Commissioner,,REP,Weston Martinez,25,11,2,0,38
Wilson,Box 311,Railroad Commissioner,,DEM,Chris Spellmon,7,8,3,0,18
Wilson,Box 311,Railroad Commissioner,,DEM,Roman McAllen,3,4,1,0,8
Wilson,Box 311,Justice Supreme Ct P2,,REP,Jimmy Blacklock,170,69,22,0,261
Wilson,Box 311,Justice Supreme Ct P2,,DEM,Steven Kirkland,11,13,5,0,29
Wilson,Box 311,Justice Supreme Ct P4,,REP,John Devine,167,69,22,0,258
Wilson,Box 311,Justice Supreme Ct P4,,DEM,R.K. Sandill,11,13,5,0,29
Wilson,Box 311,Justice Supreme Ct P6,,REP,Jeff Brown,165,69,22,0,256
Wilson,Box 311,Justice Supreme Ct P6,,DEM,Kathy Cheng,11,13,5,0,29
Wilson,Box 311,Presiding Criminal Appeals,,REP,David Bridges,100,28,11,0,139
Wilson,Box 311,Presiding Criminal Appeals,,REP,Sharon Keller,72,44,11,0,127
Wilson,Box 311,Presiding Criminal Appeals,,DEM,Maria T. Jackson,11,13,5,0,29
Wilson,Box 311,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,162,70,22,0,254
Wilson,Box 311,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,11,13,5,0,29
Wilson,Box 311,Criminal Appeals Jdg P8,,REP,Dib Waldrip,37,17,6,0,60
Wilson,Box 311,Criminal Appeals Jdg P8,,REP,Jay Brandon,67,14,6,0,87
Wilson,Box 311,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,67,40,11,0,118
Wilson,Box 311,State Bd Ed D3,,DEM,Dan Arellano,5,4,1,0,10
Wilson,Box 311,State Bd Ed D3,,DEM,Marisa B. Perez,6,9,4,0,19
Wilson,Box 311,State Representative,44,REP,John Kuempel,173,70,22,0,265
Wilson,Box 311,State Representative,44,DEM,John D. Rodgers,11,12,5,0,28
