county,office,district,candidate,party,precinct,early_voting,election_day,votes
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1A,76,22,98
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1B,286,149,435
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1C,468,165,633
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2A,80,21,101
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2B,336,109,445
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2C,189,72,261
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2D,14,17,31
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3A,429,137,566
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3B,421,200,621
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3C,26,77,103
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4A,93,23,116
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4B,336,184,520
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4C,120,51,171
Maverick,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4D,208,63,271
Maverick,Governor,,Adrian Ocegueda,DEM,1A,27,5,32
Maverick,Governor,,"Cedric Wayne Davis, Sr.",DEM,1A,2,2,4
Maverick,Governor,,Grady Yarbrough,DEM,1A,5,0,5
Maverick,Governor,,Guadalupe Valdez,DEM,1A,56,16,72
Maverick,Governor,,James Jolly Clark,DEM,1A,3,0,3
Maverick,Governor,,Jeffrey Alan Payne,DEM,1A,16,3,19
Maverick,Governor,,Joseph William Mumbach,DEM,1A,3,2,5
Maverick,Governor,,Robert Andrew White,DEM,1A,7,3,10
Maverick,Governor,,Thomas John Wakely,DEM,1A,4,1,5
Maverick,Governor,,Adrian Ocegueda,DEM,1B,65,46,111
Maverick,Governor,,"Cedric Wayne Davis, Sr.",DEM,1B,14,9,23
Maverick,Governor,,Grady Yarbrough,DEM,1B,22,8,30
Maverick,Governor,,Guadalupe Valdez,DEM,1B,170,84,254
Maverick,Governor,,James Jolly Clark,DEM,1B,11,2,13
Maverick,Governor,,Jeffrey Alan Payne,DEM,1B,51,19,70
Maverick,Governor,,Joseph William Mumbach,DEM,1B,10,8,18
Maverick,Governor,,Robert Andrew White,DEM,1B,55,28,83
Maverick,Governor,,Thomas John Wakely,DEM,1B,13,2,15
Maverick,Governor,,Adrian Ocegueda,DEM,1C,142,43,185
Maverick,Governor,,"Cedric Wayne Davis, Sr.",DEM,1C,26,4,30
Maverick,Governor,,Grady Yarbrough,DEM,1C,26,103,129
Maverick,Governor,,Guadalupe Valdez,DEM,1C,309,14,323
Maverick,Governor,,James Jolly Clark,DEM,1C,18,7,25
Maverick,Governor,,Jeffrey Alan Payne,DEM,1C,63,24,87
Maverick,Governor,,Joseph William Mumbach,DEM,1C,12,3,15
Maverick,Governor,,Robert Andrew White,DEM,1C,49,13,62
Maverick,Governor,,Thomas John Wakely,DEM,1C,23,9,32
Maverick,Governor,,Adrian Ocegueda,DEM,2A,30,8,38
Maverick,Governor,,"Cedric Wayne Davis, Sr.",DEM,2A,7,1,8
Maverick,Governor,,Grady Yarbrough,DEM,2A,2,4,6
Maverick,Governor,,Guadalupe Valdez,DEM,2A,69,12,81
Maverick,Governor,,James Jolly Clark,DEM,2A,6,0,6
Maverick,Governor,,Jeffrey Alan Payne,DEM,2A,11,5,16
Maverick,Governor,,Joseph William Mumbach,DEM,2A,3,1,4
Maverick,Governor,,Robert Andrew White,DEM,2A,9,0,9
Maverick,Governor,,Thomas John Wakely,DEM,2A,5,2,7
Maverick,Governor,,Adrian Ocegueda,DEM,2B,110,38,148
Maverick,Governor,,"Cedric Wayne Davis, Sr.",DEM,2B,23,6,29
Maverick,Governor,,Grady Yarbrough,DEM,2B,13,5,18
Maverick,Governor,,Guadalupe Valdez,DEM,2B,219,69,288
Maverick,Governor,,James Jolly Clark,DEM,2B,19,4,23
Maverick,Governor,,Jeffrey Alan Payne,DEM,2B,54,17,71
Maverick,Governor,,Joseph William Mumbach,DEM,2B,8,4,12
Maverick,Governor,,Robert Andrew White,DEM,2B,44,13,57
Maverick,Governor,,Thomas John Wakely,DEM,2B,18,2,20
