county,office,district,candidate,party,precinct,early_voting,election_day,votes
Glasscock,Attorney General,,Justin Adatto Nelson,DEM,4,2,1,3
Glasscock,Attorney General,,Warren Paxton,REP,1,21,56,77
Glasscock,Attorney General,,Warren Paxton,REP,2,28,19,47
Glasscock,Attorney General,,Warren Paxton,REP,3,18,27,45
Glasscock,Attorney General,,Warren Paxton,REP,4,22,41,63
Glasscock,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4,2,1,3
Glasscock,Commissioner of Agriculture,,Jimmie Hogan,REP,1,3,2,5
Glasscock,Commissioner of Agriculture,,Sidney Miller,REP,1,17,57,74
Glasscock,Commissioner of Agriculture,,Trey Blocker,REP,1,6,9,15
Glasscock,Commissioner of Agriculture,,Jimmie Hogan,REP,2,4,0,4
Glasscock,Commissioner of Agriculture,,Sidney Miller,REP,2,24,23,47
Glasscock,Commissioner of Agriculture,,Trey Blocker,REP,2,5,1,6
Glasscock,Commissioner of Agriculture,,Jimmie Hogan,REP,3,0,4,4
Glasscock,Commissioner of Agriculture,,Sidney Miller,REP,3,14,22,36
Glasscock,Commissioner of Agriculture,,Trey Blocker,REP,3,3,2,5
Glasscock,Commissioner of Agriculture,,Jimmie Hogan,REP,4,1,10,11
Glasscock,Commissioner of Agriculture,,Sidney Miller,REP,4,17,30,47
Glasscock,Commissioner of Agriculture,,Trey Blocker,REP,4,6,1,7
Glasscock,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4,1,1,2
Glasscock,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4,1,0,1
Glasscock,Commissioner of the General Land Office,,George Bush,REP,1,15,30,45
Glasscock,Commissioner of the General Land Office,,Jerry Patterson,REP,1,5,28,33
Glasscock,Commissioner of the General Land Office,,Richard Range,REP,1,2,4,6
Glasscock,Commissioner of the General Land Office,,William Edwards,REP,1,4,8,12
Glasscock,Commissioner of the General Land Office,,George Bush,REP,2,24,19,43
Glasscock,Commissioner of the General Land Office,,Jerry Patterson,REP,2,8,4,12
Glasscock,Commissioner of the General Land Office,,Richard Range,REP,2,0,1,1
Glasscock,Commissioner of the General Land Office,,William Edwards,REP,2,0,0,0
Glasscock,Commissioner of the General Land Office,,George Bush,REP,3,15,14,29
Glasscock,Commissioner of the General Land Office,,Jerry Patterson,REP,3,2,10,12
Glasscock,Commissioner of the General Land Office,,Richard Range,REP,3,2,0,2
Glasscock,Commissioner of the General Land Office,,William Edwards,REP,3,2,4,6
Glasscock,Commissioner of the General Land Office,,George Bush,REP,4,16,32,48
Glasscock,Commissioner of the General Land Office,,Jerry Patterson,REP,4,5,11,16
Glasscock,Commissioner of the General Land Office,,Richard Range,REP,4,1,2,3
Glasscock,Commissioner of the General Land Office,,William Edwards,REP,4,0,0,0
Glasscock,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4,0,0,0
Glasscock,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4,2,1,3
Glasscock,Comptroller of Public Accounts,,Glenn Hegar,REP,1,20,50,70
Glasscock,Comptroller of Public Accounts,,Glenn Hegar,REP,2,24,16,40
Glasscock,Comptroller of Public Accounts,,Glenn Hegar,REP,3,18,25,43
Glasscock,Comptroller of Public Accounts,,Glenn Hegar,REP,4,18,39,57
Glasscock,Governor,,Adrian Ocegueda,DEM,4,0,0,0
Glasscock,Governor,,"Cedric Wayne Davis, Sr.",DEM,4,0,0,0
Glasscock,Governor,,Grady Yarbrough,DEM,4,0,0,0
Glasscock,Governor,,Guadalupe Valdez,DEM,4,0,0,0
Glasscock,Governor,,James Jolly Clark,DEM,4,0,0,0
Glasscock,Governor,,Jeffrey Alan Payne,DEM,4,0,0,0
Glasscock,Governor,,Joseph William Mumbach,DEM,4,0,0,0
Glasscock,Governor,,Robert Andrew White,DEM,4,2,1,3
Glasscock,Governor,,Thomas John Wakely,DEM,4,0,0,0
Glasscock,Governor,,Barbara Krueger,REP,1,4,3,7
Glasscock,Governor,,Gregory Abbott,REP,1,27,76,103
Glasscock,Governor,,Larry Kilgore,REP,1,0,0,0
Glasscock,Governor,,Barbara Krueger,REP,2,5,1,6
Glasscock,Governor,,Gregory Abbott,REP,2,30,23,53
Glasscock,Governor,,Larry Kilgore,REP,2,0,3,3
Glasscock,Governor,,Barbara Krueger,REP,3,0,1,1
Glasscock,Governor,,Gregory Abbott,REP,3,23,27,50
Glasscock,Governor,,Larry Kilgore,REP,3,0,0,0
Glasscock,Governor,,Barbara Krueger,REP,4,5,3,8
Glasscock,Governor,,Gregory Abbott,REP,4,23,49,72
Glasscock,Governor,,Larry Kilgore,REP,4,0,0,0
Glasscock,Lieutenant Governor,,Michael Cooper,DEM,4,0,1,1
Glasscock,Lieutenant Governor,,Michael Edward Collier,DEM,4,2,0,2
Glasscock,Lieutenant Governor,,Dan Patrick,REP,1,16,39,55
Glasscock,Lieutenant Governor,,Scott Milder,REP,1,17,34,51
Glasscock,Lieutenant Governor,,Dan Patrick,REP,2,10,21,31
Glasscock,Lieutenant Governor,,Scott Milder,REP,2,24,6,30
Glasscock,Lieutenant Governor,,Dan Patrick,REP,3,15,19,34
Glasscock,Lieutenant Governor,,Scott Milder,REP,3,7,9,16
Glasscock,Lieutenant Governor,,Dan Patrick,REP,4,9,30,39
Glasscock,Lieutenant Governor,,Scott Milder,REP,4,18,23,41
Glasscock,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,4,1,0,1
Glasscock,Railroad Commissioner,,Roman James Alfred McAllen,DEM,4,1,1,2
Glasscock,Railroad Commissioner,,Christi Craddick,REP,1,17,35,52
Glasscock,Railroad Commissioner,,Weston Martinez,REP,1,6,31,37
Glasscock,Railroad Commissioner,,Christi Craddick,REP,2,21,17,38
Glasscock,Railroad Commissioner,,Weston Martinez,REP,2,12,7,19
Glasscock,Railroad Commissioner,,Christi Craddick,REP,3,15,15,30
Glasscock,Railroad Commissioner,,Weston Martinez,REP,3,4,9,13
Glasscock,Railroad Commissioner,,Christi Craddick,REP,4,19,28,47
Glasscock,Railroad Commissioner,,Weston Martinez,REP,4,4,14,18
Glasscock,State Representative District 72,72,William Darby,REP,1,25,60,85
Glasscock,State Representative District 72,72,William Darby,REP,2,27,19,46
Glasscock,State Representative District 72,72,William Darby,REP,3,19,24,43
Glasscock,State Representative District 72,72,William Darby,REP,4,23,47,70
Glasscock,State Senate,31,Kelton Seliger,REP,1,13,40,53
Glasscock,State Senate,31,Michael Canon,REP,1,16,36,52
Glasscock,State Senate,31,Victor Leal,REP,1,2,5,7
Glasscock,State Senate,31,Kelton Seliger,REP,2,16,6,22
Glasscock,State Senate,31,Michael Canon,REP,2,15,23,38
Glasscock,State Senate,31,Victor Leal,REP,2,4,0,4
Glasscock,State Senate,31,Kelton Seliger,REP,3,7,15,22
Glasscock,State Senate,31,Michael Canon,REP,3,12,13,25
Glasscock,State Senate,31,Victor Leal,REP,3,2,1,3
Glasscock,State Senate,31,Kelton Seliger,REP,4,18,21,39
Glasscock,State Senate,31,Michael Canon,REP,4,8,28,36
Glasscock,State Senate,31,Victor Leal,REP,4,1,5,6
Glasscock,U.S. House,11,Eric Brandon Pfalzgraf,DEM,4,0,0,0
Glasscock,U.S. House,11,Virginia Louise Leeder,DEM,4,2,1,3
Glasscock,U.S. House,11,K Conaway,REP,1,30,78,108
Glasscock,U.S. House,11,Thomas Myers,REP,1,3,6,9
Glasscock,U.S. House,11,K Conaway,REP,2,34,28,62
Glasscock,U.S. House,11,Thomas Myers,REP,2,3,0,3
Glasscock,U.S. House,11,K Conaway,REP,3,16,26,42
Glasscock,U.S. House,11,Thomas Myers,REP,3,6,3,9
Glasscock,U.S. House,11,K Conaway,REP,4,26,52,78
Glasscock,U.S. House,11,Thomas Myers,REP,4,2,2,4
Glasscock,U.S. Senate,,Edward Wayne Kimbrough,DEM,4,0,0,0
Glasscock,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,4,0,0,0
Glasscock,U.S. Senate,,Robert Francis O'Rourke,DEM,4,2,1,3
Glasscock,U.S. Senate,,Bruce Jacobson,REP,1,2,0,2
Glasscock,U.S. Senate,,Geraldine Sam,REP,1,1,0,1
Glasscock,U.S. Senate,,Mary Miller,REP,1,0,2,2
Glasscock,U.S. Senate,,Rafael Cruz,REP,1,29,78,107
Glasscock,U.S. Senate,,Stefano de Stefano IV,REP,1,0,1,1
Glasscock,U.S. Senate,,Bruce Jacobson,REP,2,0,2,2
Glasscock,U.S. Senate,,Geraldine Sam,REP,2,2,0,2
Glasscock,U.S. Senate,,Mary Miller,REP,2,2,1,3
Glasscock,U.S. Senate,,Rafael Cruz,REP,2,29,25,54
Glasscock,U.S. Senate,,Stefano de Stefano IV,REP,2,2,1,3
Glasscock,U.S. Senate,,Bruce Jacobson,REP,3,0,0,0
Glasscock,U.S. Senate,,Geraldine Sam,REP,3,0,0,0
Glasscock,U.S. Senate,,Mary Miller,REP,3,0,0,0
Glasscock,U.S. Senate,,Rafael Cruz,REP,3,22,28,50
Glasscock,U.S. Senate,,Stefano de Stefano IV,REP,3,0,0,0
Glasscock,U.S. Senate,,Bruce Jacobson,REP,4,1,1,2
Glasscock,U.S. Senate,,Geraldine Sam,REP,4,1,1,2
Glasscock,U.S. Senate,,Mary Miller,REP,4,1,1,2
Glasscock,U.S. Senate,,Rafael Cruz,REP,4,25,50,75
Glasscock,U.S. Senate,,Stefano de Stefano IV,REP,4,0,0,0
