county,precinct,office,district,candidate,party,early_voting,election_day,votes
Delta,Precinct 1,Ballots Cast,,,,,,464
Delta,Precinct 1,Straight Party,,,REP,147,91,238
Delta,Precinct 1,Straight Party,,,DEM,16,5,21
Delta,Precinct 1,Straight Party,,,LIB,0,0,0
Delta,Precinct 1,Straight Party,,Over Votes,,0,0,0
Delta,Precinct 1,Straight Party,,Under Votes,,128,77,205
Delta,Precinct 1,U.S. Senate,,Ted Cruz,,240,151,391
Delta,Precinct 1,U.S. Senate,,Beto O'Rourke,,44,20,64
Delta,Precinct 1,U.S. Senate,,Neal M. Dikeman,,4,1,5
Delta,Precinct 1,U.S. Senate,,Over Votes,,0,0,0
Delta,Precinct 1,U.S. Senate,,Under Votes,,3,1,4
Delta,Precinct 1,U.S. House,4,John Ratcliffe,,243,150,393
Delta,Precinct 1,U.S. House,4,Catherine Krantz,,35,15,50
Delta,Precinct 1,U.S. House,4,Ken Ashby,,3,4,7
Delta,Precinct 1,U.S. House,4,Over Votes,,0,0,0
Delta,Precinct 1,U.S. House,4,Under Votes,,10,4,14
Delta,Precinct 1,Governor,,Greg Abbott,,245,152,397
Delta,Precinct 1,Governor,,Lupe Valdez,,37,17,54
Delta,Precinct 1,Governor,,Mark Jay Tippetts,,3,3,6
Delta,Precinct 1,Governor,,Over Votes,,0,0,0
Delta,Precinct 1,Governor,,Under Votes,,6,1,7
Delta,Precinct 1,Lieutenant Governor,,Dan Patrick,,225,127,352
Delta,Precinct 1,Lieutenant Governor,,Mike Collier,,58,42,100
Delta,Precinct 1,Lieutenant Governor,,Kerry Douglas McKennon,,3,1,4
Delta,Precinct 1,Lieutenant Governor,,Over Votes,,0,0,0
Delta,Precinct 1,Lieutenant Governor,,Under Votes,,5,3,8
Delta,Precinct 1,Attorney General,,Ken Paxton,,234,145,379
Delta,Precinct 1,Attorney General,,Justin Nelson,,45,24,69
Delta,Precinct 1,Attorney General,,Michael Ray Harrris,,4,3,7
Delta,Precinct 1,Attorney General,,Over Votes,,0,0,0
Delta,Precinct 1,Attorney General,,Under Votes,,8,1,9
Delta,Precinct 1,Comptroller of Public Accounts,,Glenn Hegar,,238,145,383
Delta,Precinct 1,Comptroller of Public Accounts,,Joi Chevalier,,33,16,49
Delta,Precinct 1,Comptroller of Public Accounts,,Ben Sanders,,5,4,9
Delta,Precinct 1,Comptroller of Public Accounts,,Over Votes,,0,0,0
Delta,Precinct 1,Comptroller of Public Accounts,,Under Votes,,15,8,23
Delta,Precinct 1,Commissioner of the General Land Office,,George P. Bush,,244,154,398
Delta,Precinct 1,Commissioner of the General Land Office,,Miguel Suazo,,35,16,51
Delta,Precinct 1,Commissioner of the General Land Office,,Matt Pina,,3,1,4
Delta,Precinct 1,Commissioner of the General Land Office,,Over Votes,,0,0,0
Delta,Precinct 1,Commissioner of the General Land Office,,Under Votes,,9,2,11
Delta,Precinct 1,Commissioner of Agriculture,,Sid Miller,,236,146,382
Delta,Precinct 1,Commissioner of Agriculture,,Kim Olson,,39,22,61
Delta,Precinct 1,Commissioner of Agriculture,,Richard Carpenter,,7,1,8
Delta,Precinct 1,Commissioner of Agriculture,,Over Votes,,0,0,0
Delta,Precinct 1,Commissioner of Agriculture,,Under Votes,,9,4,13
Delta,Precinct 1,Railroad Commissioner,,Christi Craddick,,235,151,386
Delta,Precinct 1,Railroad Commissioner,,Roman McAllen,,37,14,51
Delta,Precinct 1,Railroad Commissioner,,Mike Wright,,4,3,7
Delta,Precinct 1,Railroad Commissioner,,Over Votes,,0,0,0
Delta,Precinct 1,Railroad Commissioner,,Under Votes,,15,5,20
Delta,Precinct 1,State Senate,2,Bob Hall,,233,146,379
Delta,Precinct 1,State Senate,2,Kendall Scudder,,51,24,75
Delta,Precinct 1,State Senate,2,Over Votes,,0,0,0
Delta,Precinct 1,State Senate,2,Under Votes,,7,3,10
Delta,Precinct 1,State Representative,62,Reggie Smith,,248,157,405
Delta,Precinct 1,State Representative,62,Valerie N. Hefner,,28,11,39
Delta,Precinct 1,State Representative,62,David Schaab,,5,0,5
Delta,Precinct 1,State Representative,62,Over Votes,,0,0,0
Delta,Precinct 1,State Representative,62,Under Votes,,9,5,14
Delta,Precinct 1,State Representative,62 - Unexpired Term,Reggie Smith,,223,160,383
Delta,Precinct 1,State Representative,62 - Unexpired Term,Over Votes,,0,0,0
Delta,Precinct 1,State Representative,62 - Unexpired Term,Under Votes,,35,13,48
Delta,Precinct 3,Ballots Cast,,,,,,223
Delta,Precinct 3,Straight Party,,,REP,71,37,108
Delta,Precinct 3,Straight Party,,,DEM,19,15,34
Delta,Precinct 3,Straight Party,,,LIB,0,0,0
Delta,Precinct 3,Straight Party,,Over Votes,,0,0,0
Delta,Precinct 3,Straight Party,,Under Votes,,47,34,81
Delta,Precinct 3,U.S. Senate,,Ted Cruz,,98,55,153
Delta,Precinct 3,U.S. Senate,,Beto O'Rourke,,38,27,65
Delta,Precinct 3,U.S. Senate,,Neal M. Dikeman,,0,1,1
Delta,Precinct 3,U.S. Senate,,Over Votes,,0,0,0
Delta,Precinct 3,U.S. Senate,,Under Votes,,1,3,4
Delta,Precinct 3,U.S. House,4,John Ratcliffe,,104,55,159
Delta,Precinct 3,U.S. House,4,Catherine Krantz,,29,28,57
Delta,Precinct 3,U.S. House,4,Ken Ashby,,1,0,1
Delta,Precinct 3,U.S. House,4,Over Votes,,0,0,0
Delta,Precinct 3,U.S. House,4,Under Votes,,3,3,6
Delta,Precinct 3,Governor,,Greg Abbott,,104,59,163
Delta,Precinct 3,Governor,,Lupe Valdez,,31,25,56
Delta,Precinct 3,Governor,,Mark Jay Tippetts,,2,1,3
Delta,Precinct 3,Governor,,Over Votes,,0,0,0
Delta,Precinct 3,Governor,,Under Votes,,0,1,1
Delta,Precinct 3,Lieutenant Governor,,Dan Patrick,,103,53,156
Delta,Precinct 3,Lieutenant Governor,,Mike Collier,,33,32,65
Delta,Precinct 3,Lieutenant Governor,,Kerry Douglas McKennon,,1,0,1
Delta,Precinct 3,Lieutenant Governor,,Over Votes,,0,0,0
Delta,Precinct 3,Lieutenant Governor,,Under Votes,,0,1,1
Delta,Precinct 3,Attorney General,,Ken Paxton,,99,52,151
Delta,Precinct 3,Attorney General,,Justin Nelson,,33,31,64
Delta,Precinct 3,Attorney General,,Michael Ray Harrris,,3,1,4
Delta,Precinct 3,Attorney General,,Over Votes,,0,0,0
Delta,Precinct 3,Attorney General,,Under Votes,,2,2,4
Delta,Precinct 3,Comptroller of Public Accounts,,Glenn Hegar,,98,56,154
Delta,Precinct 3,Comptroller of Public Accounts,,Joi Chevalier,,31,21,52
Delta,Precinct 3,Comptroller of Public Accounts,,Ben Sanders,,3,5,8
