county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 101,Straight Party,,Republican,REP,285,133,36,0,454
Wilson,Box 101,Straight Party,,Democratic,DEM,146,89,31,0,266
Wilson,Box 101,Straight Party,,Libertarian,LIB,4,1,0,0,5
Wilson,Box 101,U.S. Senate,,Ted Cruz,REP,520,233,55,0,808
Wilson,Box 101,U.S. Senate,,Beto O'Rourke,DEM,295,151,42,0,488
Wilson,Box 101,U.S. Senate,,Neal M. Dikeman,LIB,8,3,0,0,11
Wilson,Box 101,U.S. House,28,Henry Cuellar,DEM,387,216,46,0,649
Wilson,Box 101,U.S. House,28,Arthur Thomas IV,LIB,149,69,13,0,231
Wilson,Box 101,Governor,,Greg Abbott,REP,551,264,55,0,870
Wilson,Box 101,Governor,,Lupe Valdez,DEM,264,119,41,0,424
Wilson,Box 101,Governor,,Mark Jay Tippetts,LIB,7,2,1,0,10
Wilson,Box 101,Lieutenant Governor,,Dan Patrick,REP,528,241,54,0,823
Wilson,Box 101,Lieutenant Governor,,Mike Collier,DEM,274,140,43,0,457
Wilson,Box 101,Lieutenant Governor,,K. Douglas McKennon,LIB,19,3,0,0,22
Wilson,Box 101,Attorney General,,Ken Paxton,REP,501,223,52,0,776
Wilson,Box 101,Attorney General,,Justin Nelson,DEM,299,150,43,0,492
Wilson,Box 101,Attorney General,,Michael Ray Harris,LIB,21,11,1,0,33
Wilson,Box 101,Comptroller of Public Accounts,,Glenn Hegar,REP,522,232,52,0,806
Wilson,Box 101,Comptroller of Public Accounts,,Joi Chevalier,DEM,264,133,42,0,439
Wilson,Box 101,Comptroller of Public Accounts,,Ben Sanders,LIB,24,18,1,0,43
Wilson,Box 101,Commissioner of the General Land Office,,George P. Bush,REP,514,244,53,0,811
Wilson,Box 101,Commissioner of the General Land Office,,Miguel Suazo,DEM,262,127,38,0,427
Wilson,Box 101,Commissioner of the General Land Office,,Matt Pina,LIB,38,14,4,0,56
Wilson,Box 101,Commissioner of Agriculture,,Sid Miller,REP,503,232,51,0,786
Wilson,Box 101,Commissioner of Agriculture,,Kim Olson,DEM,285,135,41,0,461
Wilson,Box 101,Commissioner of Agriculture,,Richard Carpenter,LIB,26,15,3,0,44
Wilson,Box 101,Railroad Commissioner,,Christi Craddick,REP,521,236,52,0,809
Wilson,Box 101,Railroad Commissioner,,Roman McAllen,DEM,273,133,42,0,448
Wilson,Box 101,Railroad Commissioner,,Mike Wright,LIB,22,14,1,0,37
Wilson,Box 101,Justice Supreme Ct P2,,Jimmy Blacklock,REP,517,240,50,0,807
Wilson,Box 101,Justice Supreme Ct P2,,Steven Kirkland,DEM,293,141,45,0,479
Wilson,Box 101,Justice Supreme Ct P4,,John Devine,REP,526,241,50,0,817
Wilson,Box 101,Justice Supreme Ct P4,,R.K. Sandill,DEM,284,141,44,0,469
Wilson,Box 101,Justice Supreme Ct P6,,Jeff Brown,REP,520,236,53,0,809
Wilson,Box 101,Justice Supreme Ct P6,,Kathy Cheng,DEM,290,145,42,0,477
Wilson,Box 101,Presiding Criminal Appeals,,Sharon Keller,REP,519,240,53,0,812
Wilson,Box 101,Presiding Criminal Appeals,,Maria T. Jackson,DEM,279,132,42,0,453
Wilson,Box 101,Presiding Criminal Appeals,,William Strange III,LIB,14,13,0,0,27
Wilson,Box 101,Criminal Appeals Jdg P7,,B. Parker Hervey,REP,525,241,53,0,819
Wilson,Box 101,Criminal Appeals Jdg P7,,Ramona Franklin,DEM,285,142,42,0,469
Wilson,Box 101,Criminal Appeals Jdg P8,,Michelle Slaughter,REP,547,259,55,0,861
Wilson,Box 101,Criminal Appeals Jdg P8,,Mark Ash,LIB,167,71,16,0,254
Wilson,Box 101,State Bd Ed D3,,Marisa B. Perez,DEM,401,219,48,0,668
Wilson,Box 101,State Representative,44,John Kuempel,REP,526,243,50,0,819
Wilson,Box 101,State Representative,44,John D. Rodgers,DEM,291,141,45,0,477
Wilson,Box 101,Justice Ct Appeals D4 P2,,Marialyn Barnard,REP,524,241,52,0,817
Wilson,Box 101,Justice Ct Appeals D4 P2,,Beth Watkins,DEM,288,142,43,0,473
Wilson,Box 101,Justice Ct Appeals D4 P3,,Jason Pulliam,REP,519,234,52,0,805
Wilson,Box 101,Justice Ct Appeals D4 P3,,P. O'Connell Alvarez,DEM,292,147,43,0,482
Wilson,Box 101,Justice Ct Appeals D4 P4,,Patrick Ballantyne,REP,518,235,50,0,803
Wilson,Box 101,Justice Ct Appeals D4 P4,,Luz Elena Chapa,DEM,292,146,45,0,483
Wilson,Box 101,Justice Ct Appeals D4 P5,,Rebecca Simmons,REP,522,243,51,0,816
Wilson,Box 101,Justice Ct Appeals D4 P5,,Liza Rodriguez,DEM,288,139,44,0,471
Wilson,Box 101,Justice Ct Appeals D4 P7,,Shane Stolarczyk,REP,511,236,51,0,798
Wilson,Box 101,Justice Ct Appeals D4 P7,,Rebeca Martinez,DEM,301,144,44,0,489
Wilson,Box 101,District Judge D81,,Lynn Ellison,REP,527,238,52,0,817
Wilson,Box 101,District Judge D81,,Errlinda Castillo,DEM,285,143,43,0,471
Wilson,Box 101,District Judge D218,,Russell Wilson,REP,619,292,60,0,971
Wilson,Box 101,County Judge,,Richard L. Jackson,REP,615,293,56,0,964
Wilson,Box 101,District Clerk,,Deborah Bryan,REP,624,291,59,0,974
Wilson,Box 101,County Clerk,,Eva S. Martinez,DEM,437,231,52,0,720
Wilson,Box 101,County Treasurer,,Jan Hartl,REP,621,289,59,0,969
Wilson,Box 101,Justice Peace P1,,Johnny T. Villarreal,DEM,428,232,48,0,708
Wilson,Box 102,Straight Party,,Republican,REP,123,63,2,0,188
Wilson,Box 102,Straight Party,,Democratic,DEM,151,114,81,1,347
Wilson,Box 102,Straight Party,,Libertarian,LIB,6,4,2,0,12
Wilson,Box 102,U.S. Senate,,Ted Cruz,REP,237,144,21,0,402
Wilson,Box 102,U.S. Senate,,Beto O'Rourke,DEM,279,202,100,1,582
Wilson,Box 102,U.S. Senate,,Neal M. Dikeman,LIB,2,5,1,0,8
Wilson,Box 102,U.S. House,28,Henry Cuellar,DEM,347,260,106,1,714
Wilson,Box 102,U.S. House,28,Arthur Thomas IV,LIB,69,40,5,0,114
Wilson,Box 102,Governor,,Greg Abbott,REP,267,194,25,0,486
Wilson,Box 102,Governor,,Lupe Valdez,DEM,249,154,97,1,501
Wilson,Box 102,Governor,,Mark Jay Tippetts,LIB,4,4,0,0,8
Wilson,Box 102,Lieutenant Governor,,Dan Patrick,REP,234,144,22,0,400
Wilson,Box 102,Lieutenant Governor,,Mike Collier,DEM,263,197,97,1,558
Wilson,Box 102,Lieutenant Governor,,K. Douglas McKennon,LIB,18,8,2,0,28
Wilson,Box 102,Attorney General,,Ken Paxton,REP,222,156,17,0,395
Wilson,Box 102,Attorney General,,Justin Nelson,DEM,274,179,104,1,558
Wilson,Box 102,Attorney General,,Michael Ray Harris,LIB,18,12,1,0,31
Wilson,Box 102,Comptroller of Public Accounts,,Glenn Hegar,REP,222,137,16,0,375
Wilson,Box 102,Comptroller of Public Accounts,,Joi Chevalier,DEM,263,183,100,1,547
Wilson,Box 102,Comptroller of Public Accounts,,Ben Sanders,LIB,30,23,4,0,57
Wilson,Box 102,Commissioner of the General Land Office,,George P. Bush,REP,232,146,24,0,402
Wilson,Box 102,Commissioner of the General Land Office,,Miguel Suazo,DEM,253,183,96,1,533
Wilson,Box 102,Commissioner of the General Land Office,,Matt Pina,LIB,31,16,0,0,47
Wilson,Box 102,Commissioner of Agriculture,,Sid Miller,REP,220,136,19,0,375
Wilson,Box 102,Commissioner of Agriculture,,Kim Olson,DEM,271,193,101,1,566
Wilson,Box 102,Commissioner of Agriculture,,Richard Carpenter,LIB,23,12,1,0,36
Wilson,Box 102,Railroad Commissioner,,Christi Craddick,REP,226,137,18,0,381
Wilson,Box 102,Railroad Commissioner,,Roman McAllen,DEM,260,190,100,1,551
Wilson,Box 102,Railroad Commissioner,,Mike Wright,LIB,29,15,3,0,47
Wilson,Box 102,Justice Supreme Ct P2,,Jimmy Blacklock,REP,226,141,18,0,385
Wilson,Box 102,Justice Supreme Ct P2,,Steven Kirkland,DEM,286,196,103,1,586
Wilson,Box 102,Justice Supreme Ct P4,,John Devine,REP,240,143,19,0,402
Wilson,Box 102,Justice Supreme Ct P4,,R.K. Sandill,DEM,271,192,101,1,565
Wilson,Box 102,Justice Supreme Ct P6,,Jeff Brown,REP,228,148,18,0,394
Wilson,Box 102,Justice Supreme Ct P6,,Kathy Cheng,DEM,284,190,103,1,578
Wilson,Box 102,Presiding Criminal Appeals,,Sharon Keller,REP,230,133,18,0,381
Wilson,Box 102,Presiding Criminal Appeals,,Maria T. Jackson,DEM,274,196,102,1,573
Wilson,Box 102,Presiding Criminal Appeals,,William Strange III,LIB,10,12,1,0,23
Wilson,Box 102,Criminal Appeals Jdg P7,,B. Parker Hervey,REP,231,143,19,0,393
Wilson,Box 102,Criminal Appeals Jdg P7,,Ramona Franklin,DEM,281,197,102,1,581
Wilson,Box 102,Criminal Appeals Jdg P8,,Michelle Slaughter,REP,283,179,27,0,489
Wilson,Box 102,Criminal Appeals Jdg P8,,Mark Ash,LIB,137,84,24,0,245
Wilson,Box 102,State Bd Ed D3,,Marisa B. Perez,DEM,367,253,110,1,731
Wilson,Box 102,State Representative,44,John Kuempel,REP,232,153,17,0,402
Wilson,Box 102,State Representative,44,John D. Rodgers,DEM,281,189,102,1,573
Wilson,Box 102,Justice Ct Appeals D4 P2,,Marialyn Barnard,REP,236,144,16,0,396
Wilson,Box 102,Justice Ct Appeals D4 P2,,Beth Watkins,DEM,278,195,104,1,578
Wilson,Box 102,Justice Ct Appeals D4 P3,,Jason Pulliam,REP,218,138,15,0,371
Wilson,Box 102,Justice Ct Appeals D4 P3,,P. O'Connell Alvarez,DEM,292,201,106,1,600
Wilson,Box 102,Justice Ct Appeals D4 P4,,Patrick Ballantyne,REP,222,134,16,0,372
Wilson,Box 102,Justice Ct Appeals D4 P4,,Luz Elena Chapa,DEM,289,206,104,1,600
Wilson,Box 102,Justice Ct Appeals D4 P5,,Rebecca Simmons,REP,218,137,17,0,372
Wilson,Box 102,Justice Ct Appeals D4 P5,,Liza Rodriguez,DEM,293,206,103,1,603
Wilson,Box 102,Justice Ct Appeals D4 P7,,Shane Stolarczyk,REP,212,129,18,0,359
Wilson,Box 102,Justice Ct Appeals D4 P7,,Rebeca Martinez,DEM,301,212,103,1,617
Wilson,Box 102,District Judge D81,,Lynn Ellison,REP,222,133,16,0,371
Wilson,Box 102,District Judge D81,,Errlinda Castillo,DEM,289,209,104,1,603
Wilson,Box 102,District Judge D218,,Russell Wilson,REP,335,216,37,0,588
Wilson,Box 102,County Judge,,Richard L. Jackson,REP,337,219,37,0,593
Wilson,Box 102,District Clerk,,Deborah Bryan,REP,344,216,38,0,598
Wilson,Box 102,County Clerk,,Eva S. Martinez,DEM,391,272,114,1,778
Wilson,Box 102,County Treasurer,,Jan Hartl,REP,349,219,38,0,606
Wilson,Box 102,Justice Peace P1,,Johnny T. Villarreal,DEM,378,269,111,1,759
Wilson,Box 103,Straight Party,,Republican,REP,171,116,19,0,306
Wilson,Box 103,Straight Party,,Democratic,DEM,60,105,29,0,194
Wilson,Box 103,Straight Party,,Libertarian,LIB,2,1,0,0,3
Wilson,Box 103,U.S. Senate,,Ted Cruz,REP,304,237,38,0,579
Wilson,Box 103,U.S. Senate,,Beto O'Rourke,DEM,118,166,50,0,334
Wilson,Box 103,U.S. Senate,,Neal M. Dikeman,LIB,6,7,0,0,13
Wilson,Box 103,U.S. House,28,Henry Cuellar,DEM,178,223,58,0,459
Wilson,Box 103,U.S. House,28,Arthur Thomas IV,LIB,91,84,14,0,189
Wilson,Box 103,Governor,,Greg Abbott,REP,318,255,39,0,612
Wilson,Box 103,Governor,,Lupe Valdez,DEM,105,143,48,0,296
Wilson,Box 103,Governor,,Mark Jay Tippetts,LIB,5,10,1,0,16
Wilson,Box 103,Lieutenant Governor,,Dan Patrick,REP,297,233,38,0,568
Wilson,Box 103,Lieutenant Governor,,Mike Collier,DEM,117,157,49,0,323
Wilson,Box 103,Lieutenant Governor,,K. Douglas McKennon,LIB,12,16,1,0,29
Wilson,Box 103,Attorney General,,Ken Paxton,REP,289,225,34,0,548
