county,precinct,office,district,candidate,party,early_voting,election_day,votes
Childress,101,Attorney General,,Justin Nelson,DEM,22,23,45
Childress,101,Attorney General,,Ken Paxton,REP,194,141,335
Childress,101,Attorney General,,Michael Ray Harris,LIB,3,3,6
Childress,201,Attorney General,,Justin Nelson,DEM,30,19,49
Childress,201,Attorney General,,Ken Paxton,REP,231,174,405
Childress,201,Attorney General,,Michael Ray Harris,LIB,6,2,8
Childress,301,Attorney General,,Justin Nelson,DEM,43,46,89
Childress,301,Attorney General,,Ken Paxton,REP,180,133,313
Childress,301,Attorney General,,Michael Ray Harris,LIB,7,1,8
Childress,401,Attorney General,,Justin Nelson,DEM,36,26,62
Childress,401,Attorney General,,Ken Paxton,REP,250,179,429
Childress,401,Attorney General,,Michael Ray Harris,LIB,5,5,10
Childress,101,State Representative,68,Drew Springer,REP,210,156,366
Childress,201,State Representative,68,Drew Springer,REP,254,185,439
Childress,301,State Representative,68,Drew Springer,REP,206,151,357
Childress,401,State Representative,68,Drew Springer,REP,268,200,468
Childress,101,U.S. House,13,Calvin DeWeese,LIB,1,2,3
Childress,101,U.S. House,13,Greg Sagan,DEM,18,19,37
Childress,101,U.S. House,13,Mac Thornberry,REP,201,146,347
Childress,201,U.S. House,13,Calvin DeWeese,LIB,0,0,0
Childress,201,U.S. House,13,Greg Sagan,DEM,23,13,36
Childress,201,U.S. House,13,Mac Thornberry,REP,244,183,427
Childress,301,U.S. House,13,Calvin DeWeese,LIB,4,1,5
Childress,301,U.S. House,13,Greg Sagan,DEM,34,40,74
Childress,301,U.S. House,13,Mac Thornberry,REP,195,137,332
Childress,401,U.S. House,13,Calvin DeWeese,LIB,4,3,7
Childress,401,U.S. House,13,Greg Sagan,DEM,31,25,56
Childress,401,U.S. House,13,Mac Thornberry,REP,254,184,438
Childress,101,Governor,,Greg Abbott,REP,205,145,350
Childress,101,Governor,,Lupe Valdez,DEM,15,21,36
Childress,101,Governor,,Mark Jay Tippetts,LIB,2,1,3
Childress,201,Governor,,Greg Abbott,REP,247,180,427
Childress,201,Governor,,Lupe Valdez,DEM,24,15,39
Childress,201,Governor,,Mark Jay Tippetts,LIB,0,1,1
Childress,301,Governor,,Greg Abbott,REP,194,136,330
Childress,301,Governor,,Lupe Valdez,DEM,36,41,77
Childress,301,Governor,,Mark Jay Tippetts,LIB,4,2,6
Childress,401,Governor,,Greg Abbott,REP,254,190,444
Childress,401,Governor,,Lupe Valdez,DEM,33,22,55
Childress,401,Governor,,Mark Jay Tippetts,LIB,3,0,3
Childress,101,Lieutenant Governor,,Dan Patrick,REP,190,138,328
Childress,101,Lieutenant Governor,,Kerry Douglas McKennon,LIB,2,3,5
Childress,101,Lieutenant Governor,,Mike Collier,DEM,28,26,54
Childress,201,Lieutenant Governor,,Dan Patrick,REP,232,171,403
Childress,201,Lieutenant Governor,,Kerry Douglas McKennon,LIB,3,0,3
Childress,201,Lieutenant Governor,,Mike Collier,DEM,33,22,55
Childress,301,Lieutenant Governor,,Dan Patrick,REP,177,129,306
Childress,301,Lieutenant Governor,,Kerry Douglas McKennon,LIB,6,0,6
Childress,301,Lieutenant Governor,,Mike Collier,DEM,51,50,101
Childress,401,Lieutenant Governor,,Dan Patrick,REP,235,167,402
Childress,401,Lieutenant Governor,,Kerry Douglas McKennon,LIB,7,7,14
Childress,401,Lieutenant Governor,,Mike Collier,DEM,48,38,86
Childress,101,Comptroller of Public Accounts,,Ben Sanders,LIB,2,1,3
Childress,101,Comptroller of Public Accounts,,Glenn Hegar,REP,203,145,348
Childress,101,Comptroller of Public Accounts,,Joi Chevalier,DEM,15,21,36
Childress,201,Comptroller of Public Accounts,,Ben Sanders,LIB,5,3,8
Childress,201,Comptroller of Public Accounts,,Glenn Hegar,REP,240,174,414
Childress,201,Comptroller of Public Accounts,,Joi Chevalier,DEM,22,17,39
Childress,301,Comptroller of Public Accounts,,Ben Sanders,LIB,6,4,10
Childress,301,Comptroller of Public Accounts,,Glenn Hegar,REP,189,137,326
Childress,301,Comptroller of Public Accounts,,Joi Chevalier,DEM,38,39,77
Childress,401,Comptroller of Public Accounts,,Ben Sanders,LIB,5,6,11
Childress,401,Comptroller of Public Accounts,,Glenn Hegar,REP,256,179,435
Childress,401,Comptroller of Public Accounts,,Joi Chevalier,DEM,31,25,56
Childress,101,Railroad Commissioner,,Christi Craddick,REP,200,144,344
Childress,101,Railroad Commissioner,,Mike Wright,LIB,4,1,5
Childress,101,Railroad Commissioner,,Roman McAllen,DEM,16,23,39
Childress,201,Railroad Commissioner,,Christi Craddick,REP,240,180,420
Childress,201,Railroad Commissioner,,Mike Wright,LIB,6,0,6
Childress,201,Railroad Commissioner,,Roman McAllen,DEM,23,16,39
Childress,301,Railroad Commissioner,,Christi Craddick,REP,192,135,327
Childress,301,Railroad Commissioner,,Mike Wright,LIB,6,3,9
Childress,301,Railroad Commissioner,,Roman McAllen,DEM,34,42,76
Childress,401,Railroad Commissioner,,Christi Craddick,REP,255,177,432
Childress,401,Railroad Commissioner,,Mike Wright,LIB,5,7,12
Childress,401,Railroad Commissioner,,Roman McAllen,DEM,32,25,57
Childress,101,Commissioner of the General Land Office,,George P. Bush,REP,202,142,344
Childress,101,Commissioner of the General Land Office,,Miguel Suazo,DEM,16,22,38
Childress,101,Commissioner of the General Land Office,,Miguel Suazo,DEM,3,3,6
Childress,201,Commissioner of the General Land Office,,George P. Bush,REP,240,177,417
Childress,201,Commissioner of the General Land Office,,Matt Pina,LIB,4,2,6
Childress,201,Commissioner of the General Land Office,,Miguel Suazo,DEM,23,15,38
Childress,301,Commissioner of the General Land Office,,George P. Bush,REP,186,133,319
Childress,301,Commissioner of the General Land Office,,Matt Pina,LIB,8,2,10
Childress,301,Commissioner of the General Land Office,,Miguel Suazo,DEM,38,44,82
Childress,401,Commissioner of the General Land Office,,George P. Bush,REP,251,180,431
Childress,401,Commissioner of the General Land Office,,Matt Pina,LIB,8,5,13
Childress,401,Commissioner of the General Land Office,,Miguel Suazo,DEM,32,25,57
Childress,101,Commissioner of Agriculture,,Kim Olson,DEM,19,24,43
Childress,101,Commissioner of Agriculture,,Richard Carpenter,LIB,2,3,5
Childress,101,Commissioner of Agriculture,,Sid Miller,REP,199,140,339
Childress,201,Commissioner of Agriculture,,Kim Olson,DEM,24,19,43
Childress,201,Commissioner of Agriculture,,Kim Olson,DEM,239,174,413
Childress,201,Commissioner of Agriculture,,Richard Carpenter,LIB,3,3,6
Childress,301,Commissioner of Agriculture,,Kim Olson,DEM,41,44,85
Childress,301,Commissioner of Agriculture,,Richard Carpenter,LIB,4,2,6
Childress,301,Commissioner of Agriculture,,Sid Miller,REP,188,132,320
Childress,401,Commissioner of Agriculture,,Richard Carpenter,LIB,5,4,9
Childress,401,Commissioner of Agriculture,,Sid Miller,REP,249,179,428
Childress,401,Commissioner of Agriculture,,Sid Miller,REP,37,28,65
Childress,101,U.S. Senate,,Beto O'Rourke,DEM,19,25,44
Childress,101,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0
Childress,101,U.S. Senate,,Ted Cruz,REP,202,142,344
Childress,201,U.S. Senate,,Beto O'Rourke,DEM,25,19,44
Childress,201,U.S. Senate,,Neal M. Dikeman,LIB,3,0,3
Childress,201,U.S. Senate,,Ted Cruz,REP,243,177,420
Childress,301,U.S. Senate,,Beto O'Rourke,DEM,39,44,83
Childress,301,U.S. Senate,,Neal M. Dikeman,LIB,3,1,4
Childress,301,U.S. Senate,,Ted Cruz,REP,194,135,329
Childress,401,U.S. Senate,,Beto O'Rourke,DEM,33,31,64
Childress,401,U.S. Senate,,Neal M. Dikeman,LIB,1,0,1
Childress,401,U.S. Senate,,Ted Cruz,REP,258,181,439
