county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Palo Pinto,1,Straight Party,,Republican Party,REP,4,44,13,61
Palo Pinto,1 - PPISD,Straight Party,,Republican Party,REP,9,95,55,159
Palo Pinto,2,Straight Party,,Republican Party,REP,0,2,4,6
Palo Pinto,3,Straight Party,,Republican Party,REP,52,165,147,364
Palo Pinto,3 - PPISD,Straight Party,,Republican Party,REP,1,1,0,2
Palo Pinto,4,Straight Party,,Republican Party,REP,5,104,52,161
Palo Pinto,5,Straight Party,,Republican Party,REP,9,35,102,146
Palo Pinto,5 - PPISD,Straight Party,,Republican Party,REP,1,1,1,3
Palo Pinto,6,Straight Party,,Republican Party,REP,22,88,127,237
Palo Pinto,6 - SANTO ISD,Straight Party,,Republican Party,REP,18,45,38,101
Palo Pinto,7,Straight Party,,Republican Party,REP,10,78,120,208
Palo Pinto,8,Straight Party,,Republican Party,REP,9,39,52,100
Palo Pinto,8 - SANTO ISD,Straight Party,,Republican Party,REP,42,244,237,523
Palo Pinto,9,Straight Party,,Republican Party,REP,0,2,2,4
Palo Pinto,9 - PPISD,Straight Party,,Republican Party,REP,20,110,49,179
Palo Pinto,11,Straight Party,,Republican Party,REP,6,81,36,123
Palo Pinto,12,Straight Party,,Republican Party,REP,15,103,36,154
Palo Pinto,12 - W2,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,13,Straight Party,,Republican Party,REP,19,145,60,224
Palo Pinto,13 - W3,Straight Party,,Republican Party,REP,1,2,1,4
Palo Pinto,14,Straight Party,,Republican Party,REP,2,50,10,62
Palo Pinto,14 - W4,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,15,Straight Party,,Republican Party,REP,19,208,77,304
Palo Pinto,16 - SANTO ISD,Straight Party,,Republican Party,REP,18,102,53,173
Palo Pinto,17,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,17 - W1,Straight Party,,Republican Party,REP,3,94,48,145
Palo Pinto,17 - W2,Straight Party,,Republican Party,REP,0,10,1,11
Palo Pinto,17 - W4,Straight Party,,Republican Party,REP,0,1,0,1
Palo Pinto,18,Straight Party,,Republican Party,REP,5,24,35,64
Palo Pinto,20,Straight Party,,Republican Party,REP,9,11,64,84
Palo Pinto,21,Straight Party,,Republican Party,REP,0,1,3,4
Palo Pinto,21 - W1,Straight Party,,Republican Party,REP,0,5,1,6
Palo Pinto,21 - W2,Straight Party,,Republican Party,REP,23,162,70,255
Palo Pinto,22,Straight Party,,Republican Party,REP,21,149,97,267
Palo Pinto,22 - SANTO ISD,Straight Party,,Republican Party,REP,8,52,46,106
Palo Pinto,23,Straight Party,,Republican Party,REP,0,0,3,3
Palo Pinto,23 - W2,Straight Party,,Republican Party,REP,31,226,114,371
Palo Pinto,23 - W3,Straight Party,,Republican Party,REP,0,5,1,6
Palo Pinto,24,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,24 - W2,Straight Party,,Republican Party,REP,0,0,3,3
Palo Pinto,24 - W3,Straight Party,,Republican Party,REP,4,37,15,56
Palo Pinto,25 - W3,Straight Party,,Republican Party,REP,6,21,15,42
Palo Pinto,26,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,26 - W3,Straight Party,,Republican Party,REP,4,10,6,20
Palo Pinto,27,Straight Party,,Republican Party,REP,3,5,6,14
Palo Pinto,27 - W2,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,27 - W3,Straight Party,,Republican Party,REP,34,340,111,485
Palo Pinto,27 - W4,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,28,Straight Party,,Republican Party,REP,0,1,0,1
Palo Pinto,28 - W4,Straight Party,,Republican Party,REP,16,101,87,204
Palo Pinto,29 - W1,Straight Party,,Republican Party,REP,9,135,74,218
Palo Pinto,29 - W2,Straight Party,,Republican Party,REP,0,1,1,2
Palo Pinto,30 - W3,Straight Party,,Republican Party,REP,0,0,0,0
Palo Pinto,30 - W4,Straight Party,,Republican Party,REP,6,83,41,130
Palo Pinto,Total,Straight Party,,Republican Party,REP,464,3218,2114,5796
Palo Pinto,1,Straight Party,,Democratic Party,DEM,0,6,3,9
Palo Pinto,1 - PPISD,Straight Party,,Democratic Party,DEM,0,22,6,28
Palo Pinto,2,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,3,Straight Party,,Democratic Party,DEM,4,26,12,42
Palo Pinto,3 - PPISD,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,4,Straight Party,,Democratic Party,DEM,1,6,4,11
Palo Pinto,5,Straight Party,,Democratic Party,DEM,1,5,16,22
Palo Pinto,5 - PPISD,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,6,Straight Party,,Democratic Party,DEM,7,24,17,48
Palo Pinto,6 - SANTO ISD,Straight Party,,Democratic Party,DEM,7,3,5,15
Palo Pinto,7,Straight Party,,Democratic Party,DEM,0,11,13,24
Palo Pinto,8,Straight Party,,Democratic Party,DEM,3,5,5,13
Palo Pinto,8 - SANTO ISD,Straight Party,,Democratic Party,DEM,6,17,14,37
Palo Pinto,9,Straight Party,,Democratic Party,DEM,1,2,0,3
Palo Pinto,9 - PPISD,Straight Party,,Democratic Party,DEM,2,9,4,15
Palo Pinto,11,Straight Party,,Democratic Party,DEM,0,9,1,10
Palo Pinto,12,Straight Party,,Democratic Party,DEM,2,18,8,28
Palo Pinto,12 - W2,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,13,Straight Party,,Democratic Party,DEM,8,24,17,49
Palo Pinto,13 - W3,Straight Party,,Democratic Party,DEM,0,5,0,5
Palo Pinto,14,Straight Party,,Democratic Party,DEM,3,7,2,12
Palo Pinto,14 - W4,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,15,Straight Party,,Democratic Party,DEM,2,19,11,32
Palo Pinto,16 - SANTO ISD,Straight Party,,Democratic Party,DEM,5,5,5,15
Palo Pinto,17,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,17 - W1,Straight Party,,Democratic Party,DEM,6,29,19,54
Palo Pinto,17 - W2,Straight Party,,Democratic Party,DEM,2,1,1,4
Palo Pinto,17 - W4,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,18,Straight Party,,Democratic Party,DEM,2,3,4,9
Palo Pinto,20,Straight Party,,Democratic Party,DEM,0,1,3,4
Palo Pinto,21,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,21 - W1,Straight Party,,Democratic Party,DEM,0,0,3,3
Palo Pinto,21 - W2,Straight Party,,Democratic Party,DEM,2,36,21,59
Palo Pinto,22,Straight Party,,Democratic Party,DEM,2,17,10,29
Palo Pinto,22 - SANTO ISD,Straight Party,,Democratic Party,DEM,2,5,8,15
Palo Pinto,23,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,23 - W2,Straight Party,,Democratic Party,DEM,7,54,25,86
Palo Pinto,23 - W3,Straight Party,,Democratic Party,DEM,1,1,1,3
Palo Pinto,24,Straight Party,,Democratic Party,DEM,0,1,0,1
Palo Pinto,24 - W2,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,24 - W3,Straight Party,,Democratic Party,DEM,2,5,1,8
Palo Pinto,25 - W3,Straight Party,,Democratic Party,DEM,2,5,1,8
Palo Pinto,26,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,26 - W3,Straight Party,,Democratic Party,DEM,0,7,2,9
Palo Pinto,27,Straight Party,,Democratic Party,DEM,0,2,1,3
Palo Pinto,27 - W2,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,27 - W3,Straight Party,,Democratic Party,DEM,7,77,33,117
Palo Pinto,27 - W4,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,28,Straight Party,,Democratic Party,DEM,0,1,0,1
Palo Pinto,28 - W4,Straight Party,,Democratic Party,DEM,6,39,37,82
Palo Pinto,29 - W1,Straight Party,,Democratic Party,DEM,4,65,33,102
Palo Pinto,29 - W2,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,30 - W3,Straight Party,,Democratic Party,DEM,0,0,0,0
Palo Pinto,30 - W4,Straight Party,,Democratic Party,DEM,1,44,16,61
Palo Pinto,Total,Straight Party,,Democratic Party,DEM,98,616,362,1076
Palo Pinto,1,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,1 - PPISD,Straight Party,,Libertarian Party ,,0,1,0,1
Palo Pinto,2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,3,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,3 - PPISD,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,4,Straight Party,,Libertarian Party ,LIB,0,1,0,1
Palo Pinto,5,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,5 - PPISD,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,6,Straight Party,,Libertarian Party ,LIB,2,0,0,2
Palo Pinto,6 - SANTO ISD,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,7,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,8,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,8 - SANTO ISD,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,9,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,9 - PPISD,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,11,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,12,Straight Party,,Libertarian Party ,LIB,0,1,0,1
Palo Pinto,12 - W2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,13,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,13 - W3,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,14,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,14 - W4,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,15,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,16 - SANTO ISD,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,17,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,17 - W1,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,17 - W2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,17 - W4,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,18,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,20,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,21,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,21 - W1,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,21 - W2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,22,Straight Party,,Libertarian Party ,LIB,0,3,0,3
Palo Pinto,22 - SANTO ISD,Straight Party,,Libertarian Party ,LIB,0,0,2,2
Palo Pinto,23,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,23 - W2,Straight Party,,Libertarian Party ,LIB,1,0,1,2
Palo Pinto,23 - W3,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,24,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,24 - W2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,24 - W3,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,25 - W3,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,26,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,26 - W3,Straight Party,,Libertarian Party ,LIB,0,1,0,1
Palo Pinto,27,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,27 - W2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,27 - W3,Straight Party,,Libertarian Party ,LIB,0,4,1,5
Palo Pinto,27 - W4,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,28,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,28 - W4,Straight Party,,Libertarian Party ,LIB,0,3,1,4
Palo Pinto,29 - W1,Straight Party,,Libertarian Party ,LIB,0,1,1,2
Palo Pinto,29 - W2,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,30 - W3,Straight Party,,Libertarian Party ,LIB,0,0,0,0
Palo Pinto,30 - W4,Straight Party,,Libertarian Party ,LIB,0,0,1,1
Palo Pinto,Total,Straight Party,,Libertarian Party ,LIB,3,15,13,31
Palo Pinto,1,Straight Party,,Cast Votes,,4,50,16,70
Palo Pinto,1 - PPISD,Straight Party,,Cast Votes,,9,118,61,188
Palo Pinto,2,Straight Party,,Cast Votes,,0,2,4,6
Palo Pinto,3,Straight Party,,Cast Votes,,56,191,159,406
Palo Pinto,3 - PPISD,Straight Party,,Cast Votes,,1,1,0,2
Palo Pinto,4,Straight Party,,Cast Votes,,6,111,56,173
Palo Pinto,5,Straight Party,,Cast Votes,,10,40,118,168
Palo Pinto,5 - PPISD,Straight Party,,Cast Votes,,1,1,1,3
Palo Pinto,6,Straight Party,,Cast Votes,,31,112,144,287
Palo Pinto,6 - SANTO ISD,Straight Party,,Cast Votes,,25,48,43,116
Palo Pinto,7,Straight Party,,Cast Votes,,10,89,134,233
Palo Pinto,8,Straight Party,,Cast Votes,,12,44,57,113
Palo Pinto,8 - SANTO ISD,Straight Party,,Cast Votes,,48,261,252,561
Palo Pinto,9,Straight Party,,Cast Votes,,1,4,2,7
Palo Pinto,9 - PPISD,Straight Party,,Cast Votes,,22,119,53,194
Palo Pinto,11,Straight Party,,Cast Votes,,6,90,37,133
Palo Pinto,12,Straight Party,,Cast Votes,,17,122,44,183
Palo Pinto,12 - W2,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,13,Straight Party,,Cast Votes,,27,169,78,274
Palo Pinto,13 - W3,Straight Party,,Cast Votes,,1,7,1,9
Palo Pinto,14,Straight Party,,Cast Votes,,5,57,12,74
Palo Pinto,14 - W4,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,15,Straight Party,,Cast Votes,,21,227,88,336
Palo Pinto,16 - SANTO ISD,Straight Party,,Cast Votes,,23,107,58,188
Palo Pinto,17,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,17 - W1,Straight Party,,Cast Votes,,9,123,68,200
Palo Pinto,17 - W2,Straight Party,,Cast Votes,,2,11,2,15
Palo Pinto,17 - W4,Straight Party,,Cast Votes,,0,1,0,1
Palo Pinto,18,Straight Party,,Cast Votes,,7,27,40,74
Palo Pinto,20,Straight Party,,Cast Votes,,9,12,67,88
Palo Pinto,21,Straight Party,,Cast Votes,,0,1,3,4
Palo Pinto,21 - W1,Straight Party,,Cast Votes,,0,5,4,9
Palo Pinto,21 - W2,Straight Party,,Cast Votes,,25,198,91,314
Palo Pinto,22,Straight Party,,Cast Votes,,23,169,107,299
Palo Pinto,22 - SANTO ISD,Straight Party,,Cast Votes,,10,57,56,123
Palo Pinto,23,Straight Party,,Cast Votes,,0,0,3,3
Palo Pinto,23 - W2,Straight Party,,Cast Votes,,39,280,140,459
Palo Pinto,23 - W3,Straight Party,,Cast Votes,,1,6,2,9
Palo Pinto,24,Straight Party,,Cast Votes,,0,1,0,1
Palo Pinto,24 - W2,Straight Party,,Cast Votes,,0,0,3,3
Palo Pinto,24 - W3,Straight Party,,Cast Votes,,6,42,16,64
Palo Pinto,25 - W3,Straight Party,,Cast Votes,,8,26,17,51
Palo Pinto,26,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,26 - W3,Straight Party,,Cast Votes,,4,18,8,30
Palo Pinto,27,Straight Party,,Cast Votes,,3,7,7,17
Palo Pinto,27 - W2,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,27 - W3,Straight Party,,Cast Votes,,41,421,145,607
Palo Pinto,27 - W4,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,28,Straight Party,,Cast Votes,,0,2,0,2
Palo Pinto,28 - W4,Straight Party,,Cast Votes,,22,143,125,290
Palo Pinto,29 - W1,Straight Party,,Cast Votes,,13,201,108,322
Palo Pinto,29 - W2,Straight Party,,Cast Votes,,0,1,1,2
Palo Pinto,30 - W3,Straight Party,,Cast Votes,,0,0,0,0
Palo Pinto,30 - W4,Straight Party,,Cast Votes,,7,127,58,192
Palo Pinto,Total,Straight Party,,Cast Votes,,565,3849,2489,6903
Palo Pinto,1,Straight Party,,Undervotes,,4,26,9,39
Palo Pinto,1 - PPISD,Straight Party,,Undervotes,,4,42,33,79
Palo Pinto,2,Straight Party,,Undervotes,,0,2,3,5
Palo Pinto,3,Straight Party,,Undervotes,,16,74,51,141
Palo Pinto,3 - PPISD,Straight Party,,Undervotes,,0,0,0,0
Palo Pinto,4,Straight Party,,Undervotes,,5,38,21,64
Palo Pinto,5,Straight Party,,Undervotes,,5,21,54,80
Palo Pinto,5 - PPISD,Straight Party,,Undervotes,,0,0,0,0
Palo Pinto,6,Straight Party,,Undervotes,,12,62,57,131
Palo Pinto,6 - SANTO ISD,Straight Party,,Undervotes,,6,18,28,52
Palo Pinto,7,Straight Party,,Undervotes,,6,29,36,71
Palo Pinto,8,Straight Party,,Undervotes,,5,32,17,54
Palo Pinto,8 - SANTO ISD,Straight Party,,Undervotes,,21,105,108,234
Palo Pinto,9,Straight Party,,Undervotes,,1,0,1,2
Palo Pinto,9 - PPISD,Straight Party,,Undervotes,,8,30,15,53
Palo Pinto,11,Straight Party,,Undervotes,,4,21,10,35
Palo Pinto,12,Straight Party,,Undervotes,,4,42,15,61
Palo Pinto,12 - W2,Straight Party,,Undervotes,,0,0,0,0
Palo Pinto,13,Straight Party,,Undervotes,,7,80,32,119
Palo Pinto,13 - W3,Straight Party,,Undervotes,,0,1,0,1
Palo Pinto,14,Straight Party,,Undervotes,,3,20,2,25
