county,precinct,office,district,candidate,party,votes,early_voting,election_day
Stonewall,1,Ballots Cast,,,DEM,15,6,9
Stonewall,2,Ballots Cast,,,DEM,97,46,51
Stonewall,3,Ballots Cast,,,DEM,25,7,18
Stonewall,4,Ballots Cast,,,DEM,34,12,22
Stonewall,Total,Ballots Cast,,,DEM,171,71,100
Stonewall,1,Ballots Cast,,,REP,34,5,29
Stonewall,2,Ballots Cast,,,REP,16,6,10
Stonewall,3,Ballots Cast,,,REP,39,16,23
Stonewall,4,Ballots Cast,,,REP,38,4,34
Stonewall,Total,Ballots Cast,,,REP,127,31,96
Stonewall,1,U.S. Senate,,Seto O'Rourke,DEM,4,0,4
Stonewall,2,U.S. Senate,,Seto O'Rourke,DEM,11,5,6
Stonewall,3,U.S. Senate,,Seto O'Rourke,DEM,7,1,6
Stonewall,4,U.S. Senate,,Seto O'Rourke,DEM,9,2,7
Stonewall,Total,U.S. Senate,,Seto O'Rourke,DEM,31,8,23
Stonewall,1,U.S. Senate,,Edward Kimbrough,DEM,5,3,2
Stonewall,2,U.S. Senate,,Edward Kimbrough,DEM,23,17,6
Stonewall,3,U.S. Senate,,Edward Kimbrough,DEM,10,4,6
Stonewall,4,U.S. Senate,,Edward Kimbrough,DEM,11,4,7
Stonewall,Total,U.S. Senate,,Edward Kimbrough,DEM,49,28,21
Stonewall,1,U.S. Senate,,Sema Hernandez,DEM,1,0,1
Stonewall,2,U.S. Senate,,Sema Hernandez,DEM,6,2,4
Stonewall,3,U.S. Senate,,Sema Hernandez,DEM,0,0,0
Stonewall,4,U.S. Senate,,Sema Hernandez,DEM,5,1,4
Stonewall,Total,U.S. Senate,,Sema Hernandez,DEM,12,3,9
Stonewall,1,U.S. House,19,Miguel Levario,DEM,6,1,5
Stonewall,2,U.S. House,19,Miguel Levario,DEM,32,18,14
Stonewall,3,U.S. House,19,Miguel Levario,DEM,10,4,6
Stonewall,4,U.S. House,19,Miguel Levario,DEM,21,7,14
Stonewall,Total,U.S. House,19,Miguel Levario,DEM,69,30,39
Stonewall,1,Governor,,Adrian Ocegueda,DEM,1,0,1
Stonewall,2,Governor,,Adrian Ocegueda,DEM,3,3,0
Stonewall,3,Governor,,Adrian Ocegueda,DEM,0,0,0
Stonewall,4,Governor,,Adrian Ocegueda,DEM,2,1,1
Stonewall,Total,Governor,,Adrian Ocegueda,DEM,6,4,2
Stonewall,1,Governor,,James Jolly Clark,DEM,0,0,0
Stonewall,2,Governor,,James Jolly Clark,DEM,3,1,2
Stonewall,3,Governor,,James Jolly Clark,DEM,2,1,1
Stonewall,4,Governor,,James Jolly Clark,DEM,3,0,3
Stonewall,Total,Governor,,James Jolly Clark,DEM,8,2,6
Stonewall,1,Governor,,Tom Wakely,DEM,0,0,0
Stonewall,2,Governor,,Tom Wakely,DEM,3,2,1
