county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Lee,301,Governor,,Mark Jay Tippetts,LIB,1,0,0,1
Lee,301,Lieutenant Governor,,Dan Patrick,REP,13,3,43,59
Lee,301,Lieutenant Governor,,Mike Collier,DEM,2,2,8,12
Lee,301,Lieutenant Governor,,K. Douglas McKennon,LIB,1,0,0,1
Lee,301,Attorney General,,Ken Paxton,REP,12,3,44,59
Lee,301,Attorney General,,Justin Nelson,DEM,3,2,5,10
Lee,301,Attorney General,,Michael Ray Harris,LIB,1,0,1,2
Lee,301,Comptroller	of Public Accounts,,Glenn Hegar,REP,13,3,48,64
Lee,301,Comptroller	of Public Accounts,,Joi Chevalier,DEM,1,2,3,6
Lee,301,Comptroller	of Public Accounts,,Ben Sanders,LIB,1,0,0,1
Lee,301,Commissioner of the General Land Office,,George P. Bush,REP,14,3,48,65
Lee,301,Commissioner of the General Land Office,,Miguel Suazo,DEM,1,2,3,6
Lee,301,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,0,1
Lee,301,Commissioner of Agriculture,,Sid Miller,REP,14,3,46,63
Lee,301,Commissioner of Agriculture,,Kim Olson,DEM,1,2,5,8
Lee,301,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,0,1
Lee,301,Railroad Commissioner,,Christi Craddick,REP,13,3,46,62
Lee,301,Railroad Commissioner,,Roman McAllen,DEM,1,2,4,7
Lee,301,Railroad Commissioner,,Mike Wright,LIB,2,0,0,2
Lee,301,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,13,3,46,62
Lee,301,"Justice, Supreme Court P2",,Steven Kirkland,DEM,2,2,5,9
Lee,301,"Justice, Supreme Court P4",,John Devine,REP,13,3,46,62
Lee,301,"Justice, Supreme Court P4",,R.K. Sandill,DEM,2,2,5,9
Lee,301,"Justice, Supreme Court P6",,Jeff Brown,REP,13,3,47,63
Lee,301,"Justice, Supreme Court P6",,Kathy Cheng,DEM,2,2,4,8
Lee,301,Presiding Criminal Appeals,,Sharon Keller,REP,13,3,45,61
Lee,301,Presiding Criminal Appeals,,Maria T. Jackson,DEM,1,2,4,7
Lee,301,Presiding Criminal Appeals,,William Strange III,LIB,1,0,1,2
Lee,301,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,13,3,46,62
Lee,301,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,2,2,4,8
Lee,301,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,13,3,47,63
Lee,301,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,1,0,2,3
Lee,301,State Representative,17,John P. Cyrier,REP,13,3,47,63
Lee,301,State Representative,17,Michelle Ryan,DEM,2,2,4,8
Lee,301,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,13,3,46,62
Lee,301,Justice Court of Appeals D3 P2,,Edward Smith,DEM,2,2,4,8
Lee,301,Justice Court of Appeals D3 P3,,Scott Field,REP,13,3,46,62
Lee,301,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,2,2,5,9
Lee,301,Justice Court of Appeals D3 P5,,David Puryear,REP,13,3,45,61
Lee,301,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,2,2,5,9
Lee,301,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,2,2,5,9
Lee,301,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,301,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,301,County Judge,,Paul E Fischer,REP,15,3,50,68
Lee,301,District Clerk,,Lisa Teinert,REP,15,3,50,68
Lee,301,County Clerk,,Sharon Blasig,REP,15,3,50,68
Lee,301,County Treasurer,,Melinda Krause,REP,15,3,50,68
Lee,301,Justice Peace P3,,Don Milburn,REP,15,3,49,67
Lee,301,Constable P3 Unexp,,Farah Ramsey,REP,14,3,49,66
Lee,302,Straight Party,,Republican,REP,178,39,208,425
Lee,302,Straight Party,,Democratic,DEM,43,9,29,81
Lee,302,Straight Party,,Libertarian,LIB,1,0,1,2
Lee,302,U.S. Senate,,Ted Cruz,REP,280,46,313,639
Lee,302,U.S. Senate,,Beto O'Rourke,DEM,83,15,72,170
Lee,302,U.S. Senate,,Neal M. Dikeman,LIB,3,1,4,8
Lee,302,U.S. House,17,Bill Flores,REP,274,44,305,623
Lee,302,U.S. House,17,Rick Kennedy,DEM,79,15,65,159
Lee,302,U.S. House,17,Peter Churchman,LIB,8,1,12,21
Lee,302,Governor,,Greg Abbott,REP,286,47,333,666
Lee,302,Governor,,Lupe Valdez,DEM,73,15,49,137
Lee,302,Governor,,Mark Jay Tippetts,LIB,6,0,8,14
Lee,302,Lieutenant Governor,,Dan Patrick,REP,275,44,305,624
Lee,302,Lieutenant Governor,,Mike Collier,DEM,84,17,72,173
Lee,302,Lieutenant Governor,,K. Douglas McKennon,LIB,6,1,9,16
Lee,302,Attorney General,,Ken Paxton,REP,267,45,303,615
Lee,302,Attorney General,,Justin Nelson,DEM,83,17,73,173
Lee,302,Attorney General,,Michael Ray Harris,LIB,10,0,12,22
Lee,302,Comptroller	of Public Accounts,,Glenn Hegar,REP,270,45,307,622
Lee,302,Comptroller	of Public Accounts,,Joi Chevalier,DEM,83,15,57,155
Lee,302,Comptroller	of Public Accounts,,Ben Sanders,LIB,6,0,18,24
Lee,302,Commissioner of the General Land Office,,George P. Bush,REP,265,46,313,624
Lee,302,Commissioner of the General Land Office,,Miguel Suazo,DEM,77,14,55,146
Lee,302,Commissioner of the General Land Office,,Matt Pina,LIB,19,1,17,37
Lee,302,Commissioner of Agriculture,,Sid Miller,REP,267,43,305,615
Lee,302,Commissioner of Agriculture,,Kim Olson,DEM,83,18,62,163
Lee,302,Commissioner of Agriculture,,Richard Carpenter,LIB,7,0,15,22
Lee,302,Railroad Commissioner,,Christi Craddick,REP,269,42,301,612
Lee,302,Railroad Commissioner,,Roman McAllen,DEM,80,18,59,157
Lee,302,Railroad Commissioner,,Mike Wright,LIB,11,1,17,29
Lee,302,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,273,44,309,626
Lee,302,"Justice, Supreme Court P2",,Steven Kirkland,DEM,81,16,64,161
Lee,302,"Justice, Supreme Court P4",,John Devine,REP,274,43,312,629
Lee,302,"Justice, Supreme Court P4",,R.K. Sandill,DEM,80,16,64,160
Lee,302,"Justice, Supreme Court P6",,Jeff Brown,REP,276,43,315,634
Lee,302,"Justice, Supreme Court P6",,Kathy Cheng,DEM,80,16,63,159
Lee,302,Presiding Criminal Appeals,,Sharon Keller,REP,266,43,301,610
Lee,302,Presiding Criminal Appeals,,Maria T. Jackson,DEM,79,16,61,156
Lee,302,Presiding Criminal Appeals,,William Strange III,LIB,10,0,17,27
Lee,302,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,272,43,314,629
Lee,302,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,81,16,62,159
Lee,302,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,275,47,312,634
Lee,302,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,42,2,29,73
Lee,302,State Representative,17,John P. Cyrier,REP,278,42,315,635
Lee,302,State Representative,17,Michelle Ryan,DEM,82,17,68,167
Lee,302,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,275,42,308,625
Lee,302,Justice Court of Appeals D3 P2,,Edward Smith,DEM,79,16,66,161
Lee,302,Justice Court of Appeals D3 P3,,Scott Field,REP,273,41,312,626
Lee,302,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,80,16,65,161
Lee,302,Justice Court of Appeals D3 P5,,David Puryear,REP,273,40,310,623
Lee,302,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,80,16,69,165
Lee,302,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,82,17,66,165
Lee,302,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,302,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,302,County Judge,,Paul E Fischer,REP,313,48,345,706
Lee,302,District Clerk,,Lisa Teinert,REP,307,47,335,689
Lee,302,County Clerk,,Sharon Blasig,REP,307,48,341,696
Lee,302,County Treasurer,,Melinda Krause,REP,306,48,341,695
Lee,302,Justice Peace P3,,Don Milburn,REP,305,47,348,700
Lee,302,Constable P3 Unexp,,Farah Ramsey,REP,307,47,341,695
Lee,303,Straight Party,,Republican,REP,136,18,184,338
Lee,303,Straight Party,,Democratic,DEM,33,9,48,90
Lee,303,Straight Party,,Libertarian,LIB,0,0,3,3
Lee,303,U.S. Senate,,Ted Cruz,REP,205,24,293,522
Lee,303,U.S. Senate,,Beto O'Rourke,DEM,76,18,101,195
Lee,303,U.S. Senate,,Neal M. Dikeman,LIB,2,0,6,8
Lee,303,U.S. House,17,Bill Flores,REP,209,19,292,520
Lee,303,U.S. House,17,Rick Kennedy,DEM,69,16,87,172
Lee,303,U.S. House,17,Peter Churchman,LIB,3,3,14,20
Lee,303,Governor,,Greg Abbott,REP,214,25,305,544
Lee,303,Governor,,Lupe Valdez,DEM,66,16,80,162
Lee,303,Governor,,Mark Jay Tippetts,LIB,3,2,12,17
Lee,303,Lieutenant Governor,,Dan Patrick,REP,198,25,285,508
Lee,303,Lieutenant Governor,,Mike Collier,DEM,77,16,98,191
Lee,303,Lieutenant Governor,,K. Douglas McKennon,LIB,5,1,13,19
Lee,303,Attorney General,,Ken Paxton,REP,195,25,276,496
Lee,303,Attorney General,,Justin Nelson,DEM,78,16,99,193
Lee,303,Attorney General,,Michael Ray Harris,LIB,8,1,16,25
Lee,303,Comptroller	of Public Accounts,,Glenn Hegar,REP,209,24,292,525
Lee,303,Comptroller	of Public Accounts,,Joi Chevalier,DEM,60,16,81,157
Lee,303,Comptroller	of Public Accounts,,Ben Sanders,LIB,12,1,19,32
Lee,303,Commissioner of the General Land Office,,George P. Bush,REP,204,24,295,523
Lee,303,Commissioner of the General Land Office,,Miguel Suazo,DEM,57,16,85,158
Lee,303,Commissioner of the General Land Office,,Matt Pina,LIB,18,1,14,33
Lee,303,Commissioner of Agriculture,,Sid Miller,REP,203,25,286,514
Lee,303,Commissioner of Agriculture,,Kim Olson,DEM,69,16,92,177
Lee,303,Commissioner of Agriculture,,Richard Carpenter,LIB,8,1,16,25
Lee,303,Railroad Commissioner,,Christi Craddick,REP,200,24,281,505
Lee,303,Railroad Commissioner,,Roman McAllen,DEM,65,16,90,171
Lee,303,Railroad Commissioner,,Mike Wright,LIB,16,1,18,35
Lee,303,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,206,25,292,523
Lee,303,"Justice, Supreme Court P2",,Steven Kirkland,DEM,74,16,97,187
Lee,303,"Justice, Supreme Court P4",,John Devine,REP,210,25,295,530
Lee,303,"Justice, Supreme Court P4",,R.K. Sandill,DEM,69,16,94,179
Lee,303,"Justice, Supreme Court P6",,Jeff Brown,REP,212,25,303,540
Lee,303,"Justice, Supreme Court P6",,Kathy Cheng,DEM,69,16,88,173
Lee,303,Presiding Criminal Appeals,,Sharon Keller,REP,202,24,288,514
Lee,303,Presiding Criminal Appeals,,Maria T. Jackson,DEM,68,16,87,171
Lee,303,Presiding Criminal Appeals,,William Strange III,LIB,11,1,14,26
Lee,303,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,211,25,296,532
Lee,303,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,68,16,91,175
Lee,303,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,214,26,301,541
Lee,303,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,40,5,45,90
Lee,303,State Representative,17,John P. Cyrier,REP,213,22,300,535
Lee,303,State Representative,17,Michelle Ryan,DEM,69,16,90,175
Lee,303,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,210,26,292,528
Lee,303,Justice Court of Appeals D3 P2,,Edward Smith,DEM,68,15,95,178
Lee,303,Justice Court of Appeals D3 P3,,Scott Field,REP,208,25,298,531
Lee,303,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,72,16,89,177
Lee,303,Justice Court of Appeals D3 P5,,David Puryear,REP,208,25,292,525
Lee,303,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,72,16,93,181
Lee,303,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,72,16,92,180
Lee,303,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,303,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,1,1
Lee,303,County Judge,,Paul E Fischer,REP,235,27,333,595
Lee,303,District Clerk,,Lisa Teinert,REP,235,26,326,587
Lee,303,County Clerk,,Sharon Blasig,REP,237,26,324,587
Lee,303,County Treasurer,,Melinda Krause,REP,235,26,329,590
Lee,303,Justice Peace P3,,Don Milburn,REP,238,25,325,588
Lee,303,Constable P3 Unexp,,Farah Ramsey,REP,235,25,329,589
Lee,303,Place 7 ACC Trustee,,Mitch Fuller,NP,4,3,8,15
Lee,303,Place 7 ACC Trustee,,Barbara P. Mink,NP,8,1,3,12
Lee,303,Place 8 ACC Trustee,,Douglas Gibbins,NP,2,3,7,12
Lee,303,Place 8 ACC Trustee,,S. Gharakhanian,NP,4,0,1,5
Lee,303,Place 8 ACC Trustee,,Sarah Mills,NP,5,1,3,9
Lee,303,Place 9 ACC Trustee,,Julie Ann Nitsch,NP,6,1,5,12
Lee,303,Place 9 ACC Trustee,,Lora H. Weber,NP,5,3,6,14
Lee,304,Straight Party,,Republican,REP,29,5,26,60
Lee,304,Straight Party,,Democratic,DEM,4,4,7,15
Lee,304,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,304,U.S. Senate,,Ted Cruz,REP,54,6,45,105
Lee,304,U.S. Senate,,Beto O'Rourke,DEM,12,5,18,35
Lee,304,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0,0
Lee,304,U.S. House,10,Michael T. McCaul,REP,57,6,47,110
Lee,304,U.S. House,10,Mike Siegel,DEM,10,5,15,30
Lee,304,U.S. House,10,Mike Ryan,LIB,0,0,1,1
Lee,304,Governor,,Greg Abbott,REP,56,7,51,114
Lee,304,Governor,,Lupe Valdez,DEM,11,4,12,27
Lee,304,Governor,,Mark Jay Tippetts,LIB,0,0,0,0
Lee,304,Lieutenant Governor,,Dan Patrick,REP,54,6,46,106
Lee,304,Lieutenant Governor,,Mike Collier,DEM,13,5,16,34
Lee,304,Lieutenant Governor,,K. Douglas McKennon,LIB,0,0,1,1
Lee,304,Attorney General,,Ken Paxton,REP,52,6,45,103
Lee,304,Attorney General,,Justin Nelson,DEM,13,5,17,35
Lee,304,Attorney General,,Michael Ray Harris,LIB,0,0,1,1
Lee,304,Comptroller	of Public Accounts,,Glenn Hegar,REP,56,7,48,111
Lee,304,Comptroller	of Public Accounts,,Joi Chevalier,DEM,10,4,13,27
Lee,304,Comptroller	of Public Accounts,,Ben Sanders,LIB,0,0,2,2
Lee,304,Commissioner of the General Land Office,,George P. Bush,REP,55,6,50,111
Lee,304,Commissioner of the General Land Office,,Miguel Suazo,DEM,9,4,12,25
Lee,304,Commissioner of the General Land Office,,Matt Pina,LIB,1,1,1,3
Lee,304,Commissioner of Agriculture,,Sid Miller,REP,51,6,43,100
Lee,304,Commissioner of Agriculture,,Kim Olson,DEM,12,5,20,37
Lee,304,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,1,2
Lee,304,Railroad Commissioner,,Christi Craddick,REP,48,6,44,98
Lee,304,Railroad Commissioner,,Roman McAllen,DEM,12,5,16,33
Lee,304,Railroad Commissioner,,Mike Wright,LIB,4,0,1,5
Lee,304,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,53,6,43,102
Lee,304,"Justice, Supreme Court P2",,Steven Kirkland,DEM,11,4,17,32
Lee,304,"Justice, Supreme Court P4",,John Devine,REP,52,6,44,102
Lee,304,"Justice, Supreme Court P4",,R.K. Sandill,DEM,12,5,16,33
Lee,304,"Justice, Supreme Court P6",,Jeff Brown,REP,53,6,46,105
Lee,304,"Justice, Supreme Court P6",,Kathy Cheng,DEM,12,4,15,31
Lee,304,Presiding Criminal Appeals,,Sharon Keller,REP,54,6,45,105
Lee,304,Presiding Criminal Appeals,,Maria T. Jackson,DEM,10,4,15,29
Lee,304,Presiding Criminal Appeals,,William Strange III,LIB,1,0,1,2
Lee,304,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,54,6,45,105
Lee,304,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,10,4,15,29
Lee,304,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,56,6,47,109
Lee,304,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,5,0,6,11
Lee,304,State Representative,17,John P. Cyrier,REP,54,6,48,108
Lee,304,State Representative,17,Michelle Ryan,DEM,11,5,16,32
Lee,304,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,54,6,46,106
Lee,304,Justice Court of Appeals D3 P2,,Edward Smith,DEM,10,4,15,29
Lee,304,Justice Court of Appeals D3 P3,,Scott Field,REP,53,6,46,105
Lee,304,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,12,4,16,32
Lee,304,Justice Court of Appeals D3 P5,,David Puryear,REP,54,6,43,103
Lee,304,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,11,4,17,32
Lee,304,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,13,4,16,33
Lee,304,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,304,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,304,County Judge,,Paul E Fischer,REP,57,7,52,116
Lee,304,District Clerk,,Lisa Teinert,REP,58,6,50,114
Lee,304,County Clerk,,Sharon Blasig,REP,56,6,49,111
Lee,304,County Treasurer,,Melinda Krause,REP,56,6,51,113
Lee,304,Justice Peace P3,,Don Milburn,REP,56,6,49,111
Lee,304,Constable P3 Unexp,,Farah Ramsey,REP,56,6,50,112
Lee,401,Straight Party,,Republican,REP,91,18,96,205
Lee,401,Straight Party,,Democratic,DEM,16,12,54,82
Lee,401,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,401,U.S. Senate,,Ted Cruz,REP,128,21,143,292
Lee,401,U.S. Senate,,Beto O'Rourke,DEM,25,15,71,111
Lee,401,U.S. Senate,,Neal M. Dikeman,LIB,0,0,1,1
Lee,401,U.S. House,10,Michael T. McCaul,REP,122,21,148,291
Lee,401,U.S. House,10,Mike Siegel,DEM,26,14,63,103
Lee,401,U.S. House,10,Mike Ryan,LIB,2,0,2,4
Lee,401,Governor,,Greg Abbott,REP,128,20,152,300
Lee,401,Governor,,Lupe Valdez,DEM,23,15,63,101
Lee,401,Governor,,Mark Jay Tippetts,LIB,0,0,2,2
Lee,401,Lieutenant Governor,,Dan Patrick,REP,121,20,145,286
Lee,401,Lieutenant Governor,,Mike Collier,DEM,29,15,71,115
Lee,401,Lieutenant Governor,,K. Douglas McKennon,LIB,1,0,1,2
Lee,401,Attorney General,,Ken Paxton,REP,122,20,141,283
Lee,401,Attorney General,,Justin Nelson,DEM,28,14,71,113
Lee,401,Attorney General,,Michael Ray Harris,LIB,0,0,4,4
Lee,401,Comptroller	of Public Accounts,,Glenn Hegar,REP,122,20,146,288
Lee,401,Comptroller	of Public Accounts,,Joi Chevalier,DEM,25,15,59,99
Lee,401,Comptroller	of Public Accounts,,Ben Sanders,LIB,1,0,6,7
Lee,401,Commissioner of the General Land Office,,George P. Bush,REP,124,20,146,290
Lee,401,Commissioner of the General Land Office,,Miguel Suazo,DEM,25,15,63,103
Lee,401,Commissioner of the General Land Office,,Matt Pina,LIB,2,0,2,4
Lee,401,Commissioner of Agriculture,,Sid Miller,REP,121,20,144,285
Lee,401,Commissioner of Agriculture,,Kim Olson,DEM,28,15,67,110
Lee,401,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,2,2
Lee,401,Railroad Commissioner,,Christi Craddick,REP,121,21,140,282
Lee,401,Railroad Commissioner,,Roman McAllen,DEM,26,14,63,103
Lee,401,Railroad Commissioner,,Mike Wright,LIB,1,0,7,8
Lee,401,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,120,19,143,282
Lee,401,"Justice, Supreme Court P2",,Steven Kirkland,DEM,26,15,67,108
Lee,401,"Justice, Supreme Court P4",,John Devine,REP,121,20,145,286
Lee,401,"Justice, Supreme Court P4",,R.K. Sandill,DEM,25,14,64,103
Lee,401,"Justice, Supreme Court P6",,Jeff Brown,REP,121,19,148,288
Lee,401,"Justice, Supreme Court P6",,Kathy Cheng,DEM,25,16,62,103
Lee,401,Presiding Criminal Appeals,,Sharon Keller,REP,119,20,143,282
Lee,401,Presiding Criminal Appeals,,Maria T. Jackson,DEM,26,15,64,105
Lee,401,Presiding Criminal Appeals,,William Strange III,LIB,0,0,3,3
Lee,401,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,120,20,145,285
Lee,401,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,25,15,64,104
Lee,401,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,124,20,151,295
Lee,401,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,7,3,18,28
Lee,401,State Representative,17,John P. Cyrier,REP,124,19,141,284
Lee,401,State Representative,17,Michelle Ryan,DEM,25,15,69,109
Lee,401,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,122,20,143,285
Lee,401,Justice Court of Appeals D3 P2,,Edward Smith,DEM,25,15,64,104
Lee,401,Justice Court of Appeals D3 P3,,Scott Field,REP,121,21,140,282
Lee,401,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,24,15,66,105
Lee,401,Justice Court of Appeals D3 P5,,David Puryear,REP,122,22,142,286
Lee,401,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,25,14,65,104
Lee,401,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,24,16,64,104
Lee,401,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,401,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,401,County Judge,,Paul E Fischer,REP,136,20,176,332
Lee,401,District Clerk,,Lisa Teinert,REP,137,21,167,325
Lee,401,County Clerk,,Sharon Blasig,REP,137,22,170,329
Lee,401,County Treasurer,,Melinda Krause,REP,136,22,166,324
Lee,401,County Commissioner Pct 4,,Steven W. Knobloch,REP,138,22,176,336
Lee,401,Justice Peace P4,,Danita Smith,REP,132,21,174,327
Lee,402,Straight Party,,Republican,REP,12,0,18,30
Lee,402,Straight Party,,Democratic,DEM,4,5,10,19
Lee,402,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,402,U.S. Senate,,Ted Cruz,REP,15,2,29,46
Lee,402,U.S. Senate,,Beto O'Rourke,DEM,10,9,16,35
Lee,402,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0,0
Lee,402,U.S. House,10,Michael T. McCaul,REP,16,2,26,44
Lee,402,U.S. House,10,Mike Siegel,DEM,8,9,15,32
Lee,402,U.S. House,10,Mike Ryan,LIB,1,0,1,2
Lee,402,Governor,,Greg Abbott,REP,16,4,31,51
Lee,402,Governor,,Lupe Valdez,DEM,9,7,14,30
Lee,402,Governor,,Mark Jay Tippetts,LIB,0,0,0,0
Lee,402,Lieutenant Governor,,Dan Patrick,REP,16,2,27,45
Lee,402,Lieutenant Governor,,Mike Collier,DEM,8,9,14,31
Lee,402,Lieutenant Governor,,K. Douglas McKennon,LIB,1,0,2,3
Lee,402,Attorney General,,Ken Paxton,REP,15,2,26,43
Lee,402,Attorney General,,Justin Nelson,DEM,9,9,17,35
Lee,402,Attorney General,,Michael Ray Harris,LIB,0,0,1,1
Lee,402,Comptroller	of Public Accounts,,Glenn Hegar,REP,16,2,28,46
Lee,402,Comptroller	of Public Accounts,,Joi Chevalier,DEM,9,9,13,31
Lee,402,Comptroller	of Public Accounts,,Ben Sanders,LIB,0,0,1,1
Lee,402,Commissioner of the General Land Office,,George P. Bush,REP,16,2,29,47
Lee,402,Commissioner of the General Land Office,,Miguel Suazo,DEM,9,9,12,30
Lee,402,Commissioner of the General Land Office,,Matt Pina,LIB,0,0,1,1
Lee,402,Commissioner of Agriculture,,Sid Miller,REP,15,2,27,44
Lee,402,Commissioner of Agriculture,,Kim Olson,DEM,10,9,16,35
Lee,402,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,1,1
Lee,402,Railroad Commissioner,,Christi Craddick,REP,16,2,28,46
Lee,402,Railroad Commissioner,,Roman McAllen,DEM,9,9,14,32
Lee,402,Railroad Commissioner,,Mike Wright,LIB,0,0,0,0
Lee,402,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,17,2,27,46
Lee,402,"Justice, Supreme Court P2",,Steven Kirkland,DEM,8,9,16,33
Lee,402,"Justice, Supreme Court P4",,John Devine,REP,16,2,27,45
Lee,402,"Justice, Supreme Court P4",,R.K. Sandill,DEM,9,9,15,33
Lee,402,"Justice, Supreme Court P6",,Jeff Brown,REP,16,2,26,44
Lee,402,"Justice, Supreme Court P6",,Kathy Cheng,DEM,9,9,16,34
Lee,402,Presiding Criminal Appeals,,Sharon Keller,REP,16,2,26,44
Lee,402,Presiding Criminal Appeals,,Maria T. Jackson,DEM,9,9,15,33
Lee,402,Presiding Criminal Appeals,,William Strange III,LIB,0,0,1,1
Lee,402,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,16,2,27,45
Lee,402,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,9,9,15,33
Lee,402,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,15,3,29,47
Lee,402,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,5,3,5,13
Lee,402,State Representative,17,John P. Cyrier,REP,17,2,27,46
Lee,402,State Representative,17,Michelle Ryan,DEM,9,9,16,34
Lee,402,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,16,2,28,46
Lee,402,Justice Court of Appeals D3 P2,,Edward Smith,DEM,9,9,15,33
Lee,402,Justice Court of Appeals D3 P3,,Scott Field,REP,15,2,26,43
Lee,402,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,10,9,16,35
Lee,402,Justice Court of Appeals D3 P5,,David Puryear,REP,16,1,26,43
Lee,402,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,10,9,16,35
Lee,402,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,9,9,16,34
Lee,402,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,402,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,402,County Judge,,Paul E Fischer,REP,16,6,35,57
Lee,402,District Clerk,,Lisa Teinert,REP,16,5,35,56
Lee,402,County Clerk,,Sharon Blasig,REP,16,6,36,58
Lee,402,County Treasurer,,Melinda Krause,REP,16,5,36,57
Lee,402,County Commissioner Pct 4,,Steven W. Knobloch,REP,17,6,36,59
Lee,402,Justice Peace P4,,Danita Smith,REP,17,5,37,59
Lee,403,Straight Party,,Republican,REP,39,2,53,94
Lee,403,Straight Party,,Democratic,DEM,8,8,10,26
Lee,403,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,403,U.S. Senate,,Ted Cruz,REP,49,2,85,136
Lee,403,U.S. Senate,,Beto O'Rourke,DEM,13,9,14,36
Lee,403,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0,0
Lee,403,U.S. House,10,Michael T. McCaul,REP,50,2,84,136
Lee,403,U.S. House,10,Mike Siegel,DEM,12,9,12,33
Lee,403,U.S. House,10,Mike Ryan,LIB,0,0,0,0
Lee,403,Governor,,Greg Abbott,REP,50,2,86,138
