county,office,district,candidate,party,precinct,precinct_name,early_voting,election_day,votes
Delta,U.S. Senate,,Bruce Jacobson,REP,4,FIRST BAPTIST CHURCH,4,2,6
Delta,U.S. Senate,,Geraldine Sam,REP,4,FIRST BAPTIST CHURCH,3,0,3
Delta,U.S. Senate,,Mary Miller,REP,4,FIRST BAPTIST CHURCH,6,3,9
Delta,U.S. Senate,,Rafael Cruz,REP,4,FIRST BAPTIST CHURCH,98,40,138
Delta,U.S. Senate,,Stefano de Stefano IV,REP,4,FIRST BAPTIST CHURCH,0,0,0
Delta,U.S. Senate,,Bruce Jacobson,REP,5,KLONDIKE COMMUNITY CENTER,7,7,14
Delta,U.S. Senate,,Geraldine Sam,REP,5,KLONDIKE COMMUNITY CENTER,2,3,5
Delta,U.S. Senate,,Mary Miller,REP,5,KLONDIKE COMMUNITY CENTER,12,11,23
Delta,U.S. Senate,,Rafael Cruz,REP,5,KLONDIKE COMMUNITY CENTER,78,89,167
Delta,U.S. Senate,,Stefano de Stefano IV,REP,5,KLONDIKE COMMUNITY CENTER,2,2,4
Delta,U.S. Senate,,Bruce Jacobson,REP,7,ENLOE COMMUNITY CENTER,0,0,0
Delta,U.S. Senate,,Geraldine Sam,REP,7,ENLOE COMMUNITY CENTER,2,0,2
Delta,U.S. Senate,,Mary Miller,REP,7,ENLOE COMMUNITY CENTER,4,5,9
Delta,U.S. Senate,,Rafael Cruz,REP,7,ENLOE COMMUNITY CENTER,25,46,71
Delta,U.S. Senate,,Stefano de Stefano IV,REP,7,ENLOE COMMUNITY CENTER,0,1,1
Delta,U.S. Senate,,Bruce Jacobson,REP,9,EAST DELTA COMMUNITY CTR,0,6,6
Delta,U.S. Senate,,Geraldine Sam,REP,9,EAST DELTA COMMUNITY CTR,0,0,0
Delta,U.S. Senate,,Mary Miller,REP,9,EAST DELTA COMMUNITY CTR,0,5,5
Delta,U.S. Senate,,Rafael Cruz,REP,9,EAST DELTA COMMUNITY CTR,30,57,87
Delta,U.S. Senate,,Stefano de Stefano IV,REP,9,EAST DELTA COMMUNITY CTR,0,0,0
Delta,Lieutenant Governor,,Dan Patrick,REP,1,NEW LIFE BAPTIST CHURCH,101,60,161
Delta,Lieutenant Governor,,Scott Milder,REP,1,NEW LIFE BAPTIST CHURCH,86,53,139
Delta,Lieutenant Governor,,Dan Patrick,REP,10,PECAN GAP COMMUNITY CTR,36,50,86
Delta,Lieutenant Governor,,Scott Milder,REP,10,PECAN GAP COMMUNITY CTR,12,19,31
Delta,Lieutenant Governor,,Dan Patrick,REP,3,DELTA CO CIVIC CENTER,45,22,67
Delta,Lieutenant Governor,,Scott Milder,REP,3,DELTA CO CIVIC CENTER,23,12,35
Delta,Lieutenant Governor,,Dan Patrick,REP,4,FIRST BAPTIST CHURCH,71,29,100
Delta,Lieutenant Governor,,Scott Milder,REP,4,FIRST BAPTIST CHURCH,46,17,63
Delta,Lieutenant Governor,,Dan Patrick,REP,5,KLONDIKE COMMUNITY CENTER,67,64,131
Delta,Lieutenant Governor,,Scott Milder,REP,5,KLONDIKE COMMUNITY CENTER,39,49,88
Delta,Lieutenant Governor,,Dan Patrick,REP,7,ENLOE COMMUNITY CENTER,17,35,52
Delta,Lieutenant Governor,,Scott Milder,REP,7,ENLOE COMMUNITY CENTER,16,18,34
Delta,Lieutenant Governor,,Dan Patrick,REP,9,EAST DELTA COMMUNITY CTR,21,35,56
Delta,Lieutenant Governor,,Scott Milder,REP,9,EAST DELTA COMMUNITY CTR,12,41,53
Delta,State Senate,2,Cindy Burkett,REP,1,NEW LIFE BAPTIST CHURCH,113,58,171
Delta,State Senate,2,Robert Hall,REP,1,NEW LIFE BAPTIST CHURCH,76,57,133
Delta,State Senate,2,Cindy Burkett,REP,10,PECAN GAP COMMUNITY CTR,19,33,52
Delta,State Senate,2,Robert Hall,REP,10,PECAN GAP COMMUNITY CTR,30,37,67
Delta,State Senate,2,Cindy Burkett,REP,3,DELTA CO CIVIC CENTER,38,13,51
Delta,State Senate,2,Robert Hall,REP,3,DELTA CO CIVIC CENTER,32,21,53
Delta,State Senate,2,Cindy Burkett,REP,4,FIRST BAPTIST CHURCH,57,28,85
Delta,State Senate,2,Robert Hall,REP,4,FIRST BAPTIST CHURCH,62,19,81
Delta,State Senate,2,Cindy Burkett,REP,5,KLONDIKE COMMUNITY CENTER,60,66,126
Delta,State Senate,2,Robert Hall,REP,5,KLONDIKE COMMUNITY CENTER,49,49,98
Delta,State Senate,2,Cindy Burkett,REP,7,ENLOE COMMUNITY CENTER,18,19,37
Delta,State Senate,2,Robert Hall,REP,7,ENLOE COMMUNITY CENTER,16,35,51
Delta,State Senate,2,Cindy Burkett,REP,9,EAST DELTA COMMUNITY CTR,18,46,64
Delta,State Senate,2,Robert Hall,REP,9,EAST DELTA COMMUNITY CTR,17,28,45
Delta,Commissioner of the General Land Office,,George Bush,REP,1,NEW LIFE BAPTIST CHURCH,106,74,180
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,1,NEW LIFE BAPTIST CHURCH,49,22,71
Delta,Commissioner of the General Land Office,,Richard Range,REP,1,NEW LIFE BAPTIST CHURCH,10,4,14
Delta,Commissioner of the General Land Office,,William Edwards,REP,1,NEW LIFE BAPTIST CHURCH,11,7,18
Delta,Commissioner of the General Land Office,,George Bush,REP,10,PECAN GAP COMMUNITY CTR,26,27,53
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,10,PECAN GAP COMMUNITY CTR,9,30,39
Delta,Commissioner of the General Land Office,,Richard Range,REP,10,PECAN GAP COMMUNITY CTR,2,3,5
Delta,Commissioner of the General Land Office,,William Edwards,REP,10,PECAN GAP COMMUNITY CTR,7,3,10
Delta,Commissioner of the General Land Office,,George Bush,REP,3,DELTA CO CIVIC CENTER,37,19,56
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,3,DELTA CO CIVIC CENTER,19,11,30
Delta,Commissioner of the General Land Office,,Richard Range,REP,3,DELTA CO CIVIC CENTER,4,3,7
Delta,Commissioner of the General Land Office,,William Edwards,REP,3,DELTA CO CIVIC CENTER,5,2,7
Delta,Commissioner of the General Land Office,,George Bush,REP,4,FIRST BAPTIST CHURCH,66,26,92
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,4,FIRST BAPTIST CHURCH,33,10,43
Delta,Commissioner of the General Land Office,,Richard Range,REP,4,FIRST BAPTIST CHURCH,9,1,10
Delta,Commissioner of the General Land Office,,William Edwards,REP,4,FIRST BAPTIST CHURCH,7,2,9
Delta,Commissioner of the General Land Office,,George Bush,REP,5,KLONDIKE COMMUNITY CENTER,48,62,110
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,5,KLONDIKE COMMUNITY CENTER,35,36,71
Delta,Commissioner of the General Land Office,,Richard Range,REP,5,KLONDIKE COMMUNITY CENTER,7,6,13
Delta,Commissioner of the General Land Office,,William Edwards,REP,5,KLONDIKE COMMUNITY CENTER,9,8,17
Delta,Commissioner of the General Land Office,,George Bush,REP,7,ENLOE COMMUNITY CENTER,22,19,41
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,7,ENLOE COMMUNITY CENTER,4,25,29
Delta,Commissioner of the General Land Office,,Richard Range,REP,7,ENLOE COMMUNITY CENTER,4,4,8
Delta,Commissioner of the General Land Office,,William Edwards,REP,7,ENLOE COMMUNITY CENTER,2,5,7
Delta,Commissioner of the General Land Office,,George Bush,REP,9,EAST DELTA COMMUNITY CTR,16,40,56
Delta,Commissioner of the General Land Office,,Jerry Patterson,REP,9,EAST DELTA COMMUNITY CTR,16,23,39
Delta,Commissioner of the General Land Office,,Richard Range,REP,9,EAST DELTA COMMUNITY CTR,0,3,3
Delta,Commissioner of the General Land Office,,William Edwards,REP,9,EAST DELTA COMMUNITY CTR,1,6,7
Delta,State Representative,62,Brent Lawson,REP,1,NEW LIFE BAPTIST CHURCH,55,44,99
Delta,State Representative,62,Kevin Couch,REP,1,NEW LIFE BAPTIST CHURCH,22,14,36
Delta,State Representative,62,"Reginald Smith, Jr.",REP,1,NEW LIFE BAPTIST CHURCH,101,43,144
Delta,State Representative,62,Brent Lawson,REP,10,PECAN GAP COMMUNITY CTR,14,24,38
Delta,State Representative,62,Kevin Couch,REP,10,PECAN GAP COMMUNITY CTR,12,11,23
Delta,State Representative,62,"Reginald Smith, Jr.",REP,10,PECAN GAP COMMUNITY CTR,23,29,52
Delta,State Representative,62,Brent Lawson,REP,3,DELTA CO CIVIC CENTER,21,10,31
Delta,State Representative,62,Kevin Couch,REP,3,DELTA CO CIVIC CENTER,8,10,18
Delta,State Representative,62,"Reginald Smith, Jr.",REP,3,DELTA CO CIVIC CENTER,37,15,52
Delta,State Representative,62,Brent Lawson,REP,4,FIRST BAPTIST CHURCH,40,14,54
Delta,State Representative,62,Kevin Couch,REP,4,FIRST BAPTIST CHURCH,14,5,19
Delta,State Representative,62,"Reginald Smith, Jr.",REP,4,FIRST BAPTIST CHURCH,61,22,83
Delta,State Representative,62,Brent Lawson,REP,5,KLONDIKE COMMUNITY CENTER,32,34,66
Delta,State Representative,62,Kevin Couch,REP,5,KLONDIKE COMMUNITY CENTER,16,28,44
Delta,State Representative,62,"Reginald Smith, Jr.",REP,5,KLONDIKE COMMUNITY CENTER,53,43,96
Delta,State Representative,62,Brent Lawson,REP,7,ENLOE COMMUNITY CENTER,9,16,25
Delta,State Representative,62,Kevin Couch,REP,7,ENLOE COMMUNITY CENTER,7,10,17
Delta,State Representative,62,"Reginald Smith, Jr.",REP,7,ENLOE COMMUNITY CENTER,18,27,45
Delta,State Representative,62,Brent Lawson,REP,9,EAST DELTA COMMUNITY CTR,7,12,19
Delta,State Representative,62,Kevin Couch,REP,9,EAST DELTA COMMUNITY CTR,7,8,15
Delta,State Representative,62,"Reginald Smith, Jr.",REP,9,EAST DELTA COMMUNITY CTR,18,47,65
Delta,Attorney General,,Warren Paxton,REP,1,NEW LIFE BAPTIST CHURCH,116,80,196
Delta,Attorney General,,Warren Paxton,REP,10,PECAN GAP COMMUNITY CTR,40,57,97
Delta,Attorney General,,Warren Paxton,REP,3,DELTA CO CIVIC CENTER,55,25,80
Delta,Attorney General,,Warren Paxton,REP,4,FIRST BAPTIST CHURCH,87,34,121
Delta,Attorney General,,Warren Paxton,REP,5,KLONDIKE COMMUNITY CENTER,85,91,176
Delta,Attorney General,,Warren Paxton,REP,7,ENLOE COMMUNITY CENTER,26,45,71
Delta,Attorney General,,Warren Paxton,REP,9,EAST DELTA COMMUNITY CTR,29,49,78
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,1,NEW LIFE BAPTIST CHURCH,29,31,60
Delta,Commissioner of Agriculture,,Sidney Miller,REP,1,NEW LIFE BAPTIST CHURCH,87,47,134
Delta,Commissioner of Agriculture,,Trey Blocker,REP,1,NEW LIFE BAPTIST CHURCH,35,21,56
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,10,PECAN GAP COMMUNITY CTR,15,15,30
Delta,Commissioner of Agriculture,,Sidney Miller,REP,10,PECAN GAP COMMUNITY CTR,21,35,56
Delta,Commissioner of Agriculture,,Trey Blocker,REP,10,PECAN GAP COMMUNITY CTR,8,14,22
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,3,DELTA CO CIVIC CENTER,19,9,28
Delta,Commissioner of Agriculture,,Sidney Miller,REP,3,DELTA CO CIVIC CENTER,27,16,43
Delta,Commissioner of Agriculture,,Trey Blocker,REP,3,DELTA CO CIVIC CENTER,9,7,16
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,4,FIRST BAPTIST CHURCH,32,10,42
Delta,Commissioner of Agriculture,,Sidney Miller,REP,4,FIRST BAPTIST CHURCH,47,20,67
Delta,Commissioner of Agriculture,,Trey Blocker,REP,4,FIRST BAPTIST CHURCH,19,5,24
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,5,KLONDIKE COMMUNITY CENTER,28,35,63
Delta,Commissioner of Agriculture,,Sidney Miller,REP,5,KLONDIKE COMMUNITY CENTER,47,53,100
Delta,Commissioner of Agriculture,,Trey Blocker,REP,5,KLONDIKE COMMUNITY CENTER,20,13,33
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,7,ENLOE COMMUNITY CENTER,10,9,19
Delta,Commissioner of Agriculture,,Sidney Miller,REP,7,ENLOE COMMUNITY CENTER,16,31,47
Delta,Commissioner of Agriculture,,Trey Blocker,REP,7,ENLOE COMMUNITY CENTER,6,10,16
Delta,Commissioner of Agriculture,,Jimmie Hogan,REP,9,EAST DELTA COMMUNITY CTR,6,15,21
Delta,Commissioner of Agriculture,,Sidney Miller,REP,9,EAST DELTA COMMUNITY CTR,17,29,46
Delta,Commissioner of Agriculture,,Trey Blocker,REP,9,EAST DELTA COMMUNITY CTR,8,18,26
Delta,Railroad Commissioner,,Christi Craddick,REP,1,NEW LIFE BAPTIST CHURCH,96,50,146
Delta,Railroad Commissioner,,Weston Martinez,REP,1,NEW LIFE BAPTIST CHURCH,45,39,84
Delta,Railroad Commissioner,,Christi Craddick,REP,10,PECAN GAP COMMUNITY CTR,38,46,84
Delta,Railroad Commissioner,,Weston Martinez,REP,10,PECAN GAP COMMUNITY CTR,6,15,21
Delta,Railroad Commissioner,,Christi Craddick,REP,3,DELTA CO CIVIC CENTER,35,21,56
Delta,Railroad Commissioner,,Weston Martinez,REP,3,DELTA CO CIVIC CENTER,15,11,26
Delta,Railroad Commissioner,,Christi Craddick,REP,4,FIRST BAPTIST CHURCH,65,21,86
Delta,Railroad Commissioner,,Weston Martinez,REP,4,FIRST BAPTIST CHURCH,29,11,40
Delta,Railroad Commissioner,,Christi Craddick,REP,5,KLONDIKE COMMUNITY CENTER,68,70,138
Delta,Railroad Commissioner,,Weston Martinez,REP,5,KLONDIKE COMMUNITY CENTER,24,31,55
Delta,Railroad Commissioner,,Christi Craddick,REP,7,ENLOE COMMUNITY CENTER,19,28,47
Delta,Railroad Commissioner,,Weston Martinez,REP,7,ENLOE COMMUNITY CENTER,8,23,31
Delta,Railroad Commissioner,,Christi Craddick,REP,9,EAST DELTA COMMUNITY CTR,20,40,60
Delta,Railroad Commissioner,,Weston Martinez,REP,9,EAST DELTA COMMUNITY CTR,8,19,27
Delta,U.S. House,4,John Ratcliffe,REP,1,NEW LIFE BAPTIST CHURCH,138,82,220
Delta,U.S. House,4,Johnny Cooper,REP,1,NEW LIFE BAPTIST CHURCH,24,16,40
Delta,U.S. House,4,John Ratcliffe,REP,10,PECAN GAP COMMUNITY CTR,34,53,87
Delta,U.S. House,4,Johnny Cooper,REP,10,PECAN GAP COMMUNITY CTR,14,15,29
Delta,U.S. House,4,John Ratcliffe,REP,3,DELTA CO CIVIC CENTER,53,27,80
Delta,U.S. House,4,Johnny Cooper,REP,3,DELTA CO CIVIC CENTER,9,6,15
Delta,U.S. House,4,John Ratcliffe,REP,4,FIRST BAPTIST CHURCH,82,34,116
Delta,U.S. House,4,Johnny Cooper,REP,4,FIRST BAPTIST CHURCH,23,6,29
Delta,U.S. House,4,John Ratcliffe,REP,5,KLONDIKE COMMUNITY CENTER,67,74,141
Delta,U.S. House,4,Johnny Cooper,REP,5,KLONDIKE COMMUNITY CENTER,31,39,70
Delta,U.S. House,4,John Ratcliffe,REP,7,ENLOE COMMUNITY CENTER,26,36,62
Delta,U.S. House,4,Johnny Cooper,REP,7,ENLOE COMMUNITY CENTER,5,17,22
Delta,U.S. House,4,John Ratcliffe,REP,9,EAST DELTA COMMUNITY CTR,29,48,77
Delta,U.S. House,4,Johnny Cooper,REP,9,EAST DELTA COMMUNITY CTR,1,18,19
Delta,Governor,,Barbara Krueger,REP,1,NEW LIFE BAPTIST CHURCH,16,7,23
Delta,Governor,,Gregory Abbott,REP,1,NEW LIFE BAPTIST CHURCH,130,89,219
Delta,Governor,,Larry Kilgore,REP,1,NEW LIFE BAPTIST CHURCH,1,0,1
Delta,Governor,,Barbara Krueger,REP,10,PECAN GAP COMMUNITY CTR,6,7,13
Delta,Governor,,Gregory Abbott,REP,10,PECAN GAP COMMUNITY CTR,42,62,104
Delta,Governor,,Larry Kilgore,REP,10,PECAN GAP COMMUNITY CTR,0,0,0
Delta,Governor,,Barbara Krueger,REP,3,DELTA CO CIVIC CENTER,7,3,10
Delta,Governor,,Gregory Abbott,REP,3,DELTA CO CIVIC CENTER,56,31,87
Delta,Governor,,Larry Kilgore,REP,3,DELTA CO CIVIC CENTER,0,0,0
Delta,Governor,,Barbara Krueger,REP,4,FIRST BAPTIST CHURCH,9,6,15
Delta,Governor,,Gregory Abbott,REP,4,FIRST BAPTIST CHURCH,100,37,137
Delta,Governor,,Larry Kilgore,REP,4,FIRST BAPTIST CHURCH,1,0,1
Delta,Governor,,Barbara Krueger,REP,5,KLONDIKE COMMUNITY CENTER,10,11,21
Delta,Governor,,Gregory Abbott,REP,5,KLONDIKE COMMUNITY CENTER,82,98,180
Delta,Governor,,Larry Kilgore,REP,5,KLONDIKE COMMUNITY CENTER,2,0,2
Delta,Governor,,Barbara Krueger,REP,7,ENLOE COMMUNITY CENTER,2,5,7
Delta,Governor,,Gregory Abbott,REP,7,ENLOE COMMUNITY CENTER,27,44,71
Delta,Governor,,Larry Kilgore,REP,7,ENLOE COMMUNITY CENTER,2,1,3
Delta,Governor,,Barbara Krueger,REP,9,EAST DELTA COMMUNITY CTR,0,2,2
Delta,Governor,,Gregory Abbott,REP,9,EAST DELTA COMMUNITY CTR,27,56,83
Delta,Governor,,Larry Kilgore,REP,9,EAST DELTA COMMUNITY CTR,0,1,1
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,1,NEW LIFE BAPTIST CHURCH,2,3,5
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,1,NEW LIFE BAPTIST CHURCH,4,3,7
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,1,NEW LIFE BAPTIST CHURCH,3,7,10
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,10,PECAN GAP COMMUNITY CTR,4,2,6
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,10,PECAN GAP COMMUNITY CTR,3,3,6
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,10,PECAN GAP COMMUNITY CTR,2,7,9
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,3,DELTA CO CIVIC CENTER,3,4,7
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,3,DELTA CO CIVIC CENTER,4,2,6
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,3,DELTA CO CIVIC CENTER,6,2,8
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,4,FIRST BAPTIST CHURCH,0,3,3
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,4,FIRST BAPTIST CHURCH,2,2,4
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,4,FIRST BAPTIST CHURCH,4,5,9
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,5,KLONDIKE COMMUNITY CENTER,2,0,2
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,5,KLONDIKE COMMUNITY CENTER,0,1,1
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,5,KLONDIKE COMMUNITY CENTER,1,6,7
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,7,ENLOE COMMUNITY CENTER,1,2,3
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,7,ENLOE COMMUNITY CENTER,1,2,3
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,7,ENLOE COMMUNITY CENTER,1,1,2
Delta,U.S. Senate,,Edward Wayne Kimbrough,DEM,9,EAST DELTA COMMUNITY CTR,0,0,0
Delta,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,9,EAST DELTA COMMUNITY CTR,3,0,3
Delta,U.S. Senate,,Robert Francis O'Rourke,DEM,9,EAST DELTA COMMUNITY CTR,0,2,2
Delta,U.S. House,4,Catherine Neal Krantz,DEM,1,NEW LIFE BAPTIST CHURCH,6,11,17
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,1,NEW LIFE BAPTIST CHURCH,2,2,4
Delta,U.S. House,4,Catherine Neal Krantz,DEM,10,PECAN GAP COMMUNITY CTR,7,6,13
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,10,PECAN GAP COMMUNITY CTR,2,4,6
Delta,U.S. House,4,Catherine Neal Krantz,DEM,3,DELTA CO CIVIC CENTER,9,5,14
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,3,DELTA CO CIVIC CENTER,5,3,8
Delta,U.S. House,4,Catherine Neal Krantz,DEM,4,FIRST BAPTIST CHURCH,6,7,13
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,4,FIRST BAPTIST CHURCH,1,3,4
Delta,U.S. House,4,Catherine Neal Krantz,DEM,5,KLONDIKE COMMUNITY CENTER,4,5,9
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,5,KLONDIKE COMMUNITY CENTER,0,1,1
Delta,U.S. House,4,Catherine Neal Krantz,DEM,7,ENLOE COMMUNITY CENTER,1,2,3
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,7,ENLOE COMMUNITY CENTER,1,3,4
Delta,U.S. House,4,Catherine Neal Krantz,DEM,9,EAST DELTA COMMUNITY CTR,2,2,4
Delta,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,9,EAST DELTA COMMUNITY CTR,0,0,0
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,1,NEW LIFE BAPTIST CHURCH,4,5,9
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,1,NEW LIFE BAPTIST CHURCH,4,6,10
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,10,PECAN GAP COMMUNITY CTR,4,2,6
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,10,PECAN GAP COMMUNITY CTR,5,9,14
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,3,DELTA CO CIVIC CENTER,3,3,6
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,3,DELTA CO CIVIC CENTER,10,5,15
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4,FIRST BAPTIST CHURCH,1,3,4
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4,FIRST BAPTIST CHURCH,6,7,13
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,5,KLONDIKE COMMUNITY CENTER,0,4,4
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,5,KLONDIKE COMMUNITY CENTER,4,2,6
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,7,ENLOE COMMUNITY CENTER,0,1,1
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,7,ENLOE COMMUNITY CENTER,4,4,8
Delta,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,9,EAST DELTA COMMUNITY CTR,3,0,3
Delta,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,9,EAST DELTA COMMUNITY CTR,0,2,2
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1,NEW LIFE BAPTIST CHURCH,5,7,12
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1,NEW LIFE BAPTIST CHURCH,3,5,8
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,10,PECAN GAP COMMUNITY CTR,4,7,11
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,10,PECAN GAP COMMUNITY CTR,5,3,8
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3,DELTA CO CIVIC CENTER,6,4,10
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3,DELTA CO CIVIC CENTER,7,3,10
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4,FIRST BAPTIST CHURCH,5,3,8
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4,FIRST BAPTIST CHURCH,3,7,10
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,5,KLONDIKE COMMUNITY CENTER,4,2,6
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,5,KLONDIKE COMMUNITY CENTER,0,4,4
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,7,ENLOE COMMUNITY CENTER,4,6,10
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,7,ENLOE COMMUNITY CENTER,0,1,1
Delta,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,9,EAST DELTA COMMUNITY CTR,0,1,1
Delta,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,9,EAST DELTA COMMUNITY CTR,3,1,4
Delta,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,1,NEW LIFE BAPTIST CHURCH,5,8,13
Delta,Railroad Commissioner,,Roman James Alfred McAllen,DEM,1,NEW LIFE BAPTIST CHURCH,3,4,7
Delta,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,10,PECAN GAP COMMUNITY CTR,4,6,10
Delta,Railroad Commissioner,,Roman James Alfred McAllen,DEM,10,PECAN GAP COMMUNITY CTR,5,4,9
Delta,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,3,DELTA CO CIVIC CENTER,10,5,15
