county,office,district,candidate,party,precinct,precinct_name,early_voting,election_day,votes
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,2&8,Wilson,0,2,2
Lynn,U.S. Senate,,Bruce Jacobson,REP,3&10,O'Donnell,6,7,13
Lynn,U.S. Senate,,Geraldine Sam,REP,3&10,O'Donnell,0,1,1
Lynn,U.S. Senate,,Mary Miller,REP,3&10,O'Donnell,0,8,8
Lynn,U.S. Senate,,Rafael Cruz,REP,3&10,O'Donnell,26,98,124
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,3&10,O'Donnell,0,1,1
Lynn,U.S. Senate,,Bruce Jacobson,REP,4&11,New Home,2,5,7
Lynn,U.S. Senate,,Geraldine Sam,REP,4&11,New Home,1,2,3
Lynn,U.S. Senate,,Mary Miller,REP,4&11,New Home,0,4,4
Lynn,U.S. Senate,,Rafael Cruz,REP,4&11,New Home,11,110,121
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,4&11,New Home,0,1,1
Lynn,U.S. Senate,,Bruce Jacobson,REP,5,Draw,1,0,1
Lynn,U.S. Senate,,Geraldine Sam,REP,5,Draw,0,0,0
Lynn,U.S. Senate,,Mary Miller,REP,5,Draw,2,0,2
Lynn,U.S. Senate,,Rafael Cruz,REP,5,Draw,9,3,12
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,5,Draw,0,0,0
Lynn,U.S. Senate,,Bruce Jacobson,REP,6,North Tahoka,6,3,9
Lynn,U.S. Senate,,Geraldine Sam,REP,6,North Tahoka,1,0,1
Lynn,U.S. Senate,,Mary Miller,REP,6,North Tahoka,5,7,12
Lynn,U.S. Senate,,Rafael Cruz,REP,6,North Tahoka,64,57,121
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,6,North Tahoka,1,1,2
Lynn,U.S. Senate,,Bruce Jacobson,REP,7,Grassland,0,0,0
Lynn,U.S. Senate,,Geraldine Sam,REP,7,Grassland,0,0,0
Lynn,U.S. Senate,,Mary Miller,REP,7,Grassland,0,0,0
Lynn,U.S. Senate,,Rafael Cruz,REP,7,Grassland,4,4,8
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,7,Grassland,0,0,0
Lynn,U.S. Senate,,Bruce Jacobson,REP,9,West Tahoka,10,1,11
Lynn,U.S. Senate,,Geraldine Sam,REP,9,West Tahoka,3,0,3
Lynn,U.S. Senate,,Mary Miller,REP,9,West Tahoka,6,1,7
Lynn,U.S. Senate,,Rafael Cruz,REP,9,West Tahoka,72,59,131
Lynn,U.S. Senate,,Stefano de Stefano IV,REP,9,West Tahoka,2,0,2
Lynn,Commissioner of the General Land Office,,George Bush,REP,1,South Tahoka,38,32,70
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,1,South Tahoka,9,11,20
Lynn,Commissioner of the General Land Office,,Richard Range,REP,1,South Tahoka,3,2,5
Lynn,Commissioner of the General Land Office,,William Edwards,REP,1,South Tahoka,3,5,8
Lynn,Commissioner of the General Land Office,,George Bush,REP,12,Southwest Tahoka,12,11,23
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,12,Southwest Tahoka,9,7,16
Lynn,Commissioner of the General Land Office,,Richard Range,REP,12,Southwest Tahoka,5,2,7
Lynn,Commissioner of the General Land Office,,William Edwards,REP,12,Southwest Tahoka,3,0,3
Lynn,Commissioner of the General Land Office,,George Bush,REP,13,North Lynn County,5,23,28
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,13,North Lynn County,1,4,5
Lynn,Commissioner of the General Land Office,,Richard Range,REP,13,North Lynn County,0,2,2
Lynn,Commissioner of the General Land Office,,William Edwards,REP,13,North Lynn County,0,0,0
Lynn,Commissioner of the General Land Office,,George Bush,REP,14,East Tahoka,11,31,42
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,14,East Tahoka,3,5,8
Lynn,Commissioner of the General Land Office,,Richard Range,REP,14,East Tahoka,1,7,8
Lynn,Commissioner of the General Land Office,,William Edwards,REP,14,East Tahoka,3,5,8
Lynn,Commissioner of the General Land Office,,George Bush,REP,2&8,Wilson,14,42,56
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,2&8,Wilson,7,18,25
Lynn,Commissioner of the General Land Office,,Richard Range,REP,2&8,Wilson,0,4,4
Lynn,Commissioner of the General Land Office,,William Edwards,REP,2&8,Wilson,3,11,14
Lynn,Commissioner of the General Land Office,,George Bush,REP,3&10,O'Donnell,15,57,72
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,3&10,O'Donnell,8,28,36
Lynn,Commissioner of the General Land Office,,Richard Range,REP,3&10,O'Donnell,1,13,14
Lynn,Commissioner of the General Land Office,,William Edwards,REP,3&10,O'Donnell,3,11,14
Lynn,Commissioner of the General Land Office,,George Bush,REP,4&11,New Home,9,70,79
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,4&11,New Home,4,32,36
Lynn,Commissioner of the General Land Office,,Richard Range,REP,4&11,New Home,1,6,7
Lynn,Commissioner of the General Land Office,,William Edwards,REP,4&11,New Home,0,8,8
Lynn,Commissioner of the General Land Office,,George Bush,REP,5,Draw,10,2,12
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,5,Draw,2,1,3
Lynn,Commissioner of the General Land Office,,Richard Range,REP,5,Draw,0,0,0
Lynn,Commissioner of the General Land Office,,William Edwards,REP,5,Draw,1,0,1
Lynn,Commissioner of the General Land Office,,George Bush,REP,6,North Tahoka,40,40,80
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,6,North Tahoka,14,11,25
Lynn,Commissioner of the General Land Office,,Richard Range,REP,6,North Tahoka,3,5,8
Lynn,Commissioner of the General Land Office,,William Edwards,REP,6,North Tahoka,4,3,7
Lynn,Commissioner of the General Land Office,,George Bush,REP,7,Grassland,1,2,3
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,7,Grassland,2,2,4
Lynn,Commissioner of the General Land Office,,Richard Range,REP,7,Grassland,0,0,0
Lynn,Commissioner of the General Land Office,,William Edwards,REP,7,Grassland,1,0,1
Lynn,Commissioner of the General Land Office,,George Bush,REP,9,West Tahoka,68,43,111
Lynn,Commissioner of the General Land Office,,Jerry Patterson,REP,9,West Tahoka,7,12,19
Lynn,Commissioner of the General Land Office,,Richard Range,REP,9,West Tahoka,5,1,6
Lynn,Commissioner of the General Land Office,,William Edwards,REP,9,West Tahoka,7,1,8
Lynn,Railroad Commissioner,,Christi Craddick,REP,1,South Tahoka,37,33,70
Lynn,Railroad Commissioner,,Weston Martinez,REP,1,South Tahoka,8,13,21
Lynn,Railroad Commissioner,,Christi Craddick,REP,12,Southwest Tahoka,24,13,37
Lynn,Railroad Commissioner,,Weston Martinez,REP,12,Southwest Tahoka,5,9,14
Lynn,Railroad Commissioner,,Christi Craddick,REP,13,North Lynn County,3,24,27
Lynn,Railroad Commissioner,,Weston Martinez,REP,13,North Lynn County,3,3,6
Lynn,Railroad Commissioner,,Christi Craddick,REP,14,East Tahoka,10,28,38
Lynn,Railroad Commissioner,,Weston Martinez,REP,14,East Tahoka,5,17,22
Lynn,Railroad Commissioner,,Christi Craddick,REP,2&8,Wilson,19,54,73
Lynn,Railroad Commissioner,,Weston Martinez,REP,2&8,Wilson,5,15,20
Lynn,Railroad Commissioner,,Christi Craddick,REP,3&10,O'Donnell,24,76,100
Lynn,Railroad Commissioner,,Weston Martinez,REP,3&10,O'Donnell,1,27,28
Lynn,Railroad Commissioner,,Christi Craddick,REP,4&11,New Home,13,87,100
Lynn,Railroad Commissioner,,Weston Martinez,REP,4&11,New Home,1,23,24
Lynn,Railroad Commissioner,,Christi Craddick,REP,5,Draw,10,2,12
Lynn,Railroad Commissioner,,Weston Martinez,REP,5,Draw,2,0,2
Lynn,Railroad Commissioner,,Christi Craddick,REP,6,North Tahoka,44,46,90
Lynn,Railroad Commissioner,,Weston Martinez,REP,6,North Tahoka,18,7,25
Lynn,Railroad Commissioner,,Christi Craddick,REP,7,Grassland,2,3,5
Lynn,Railroad Commissioner,,Weston Martinez,REP,7,Grassland,2,0,2
Lynn,Railroad Commissioner,,Christi Craddick,REP,9,West Tahoka,66,49,115
Lynn,Railroad Commissioner,,Weston Martinez,REP,9,West Tahoka,14,5,19
Lynn,Governor,,Barbara Krueger,REP,1,South Tahoka,2,4,6
Lynn,Governor,,Gregory Abbott,REP,1,South Tahoka,58,46,104
Lynn,Governor,,Larry Kilgore,REP,1,South Tahoka,0,1,1
Lynn,Governor,,Barbara Krueger,REP,12,Southwest Tahoka,8,5,13
Lynn,Governor,,Gregory Abbott,REP,12,Southwest Tahoka,23,19,42
Lynn,Governor,,Larry Kilgore,REP,12,Southwest Tahoka,2,1,3
Lynn,Governor,,Barbara Krueger,REP,13,North Lynn County,0,4,4
Lynn,Governor,,Gregory Abbott,REP,13,North Lynn County,6,24,30
Lynn,Governor,,Larry Kilgore,REP,13,North Lynn County,0,0,0
Lynn,Governor,,Barbara Krueger,REP,14,East Tahoka,6,7,13
Lynn,Governor,,Gregory Abbott,REP,14,East Tahoka,11,44,55
Lynn,Governor,,Larry Kilgore,REP,14,East Tahoka,1,0,1
Lynn,Governor,,Barbara Krueger,REP,2&8,Wilson,2,4,6
Lynn,Governor,,Gregory Abbott,REP,2&8,Wilson,23,72,95
Lynn,Governor,,Larry Kilgore,REP,2&8,Wilson,0,2,2
Lynn,Governor,,Barbara Krueger,REP,3&10,O'Donnell,0,20,20
Lynn,Governor,,Gregory Abbott,REP,3&10,O'Donnell,28,87,115
Lynn,Governor,,Larry Kilgore,REP,3&10,O'Donnell,0,4,4
Lynn,Governor,,Barbara Krueger,REP,4&11,New Home,3,11,14
Lynn,Governor,,Gregory Abbott,REP,4&11,New Home,11,108,119
Lynn,Governor,,Larry Kilgore,REP,4&11,New Home,0,1,1
Lynn,Governor,,Barbara Krueger,REP,5,Draw,1,0,1
Lynn,Governor,,Gregory Abbott,REP,5,Draw,12,3,15
Lynn,Governor,,Larry Kilgore,REP,5,Draw,0,0,0
Lynn,Governor,,Barbara Krueger,REP,6,North Tahoka,7,4,11
Lynn,Governor,,Gregory Abbott,REP,6,North Tahoka,67,63,130
Lynn,Governor,,Larry Kilgore,REP,6,North Tahoka,1,1,2
Lynn,Governor,,Barbara Krueger,REP,7,Grassland,0,0,0
Lynn,Governor,,Gregory Abbott,REP,7,Grassland,4,4,8
Lynn,Governor,,Larry Kilgore,REP,7,Grassland,0,0,0
Lynn,Governor,,Barbara Krueger,REP,9,West Tahoka,11,3,14
Lynn,Governor,,Gregory Abbott,REP,9,West Tahoka,85,60,145
Lynn,Governor,,Larry Kilgore,REP,9,West Tahoka,1,0,1
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,1,South Tahoka,45,38,83
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,12,Southwest Tahoka,18,18,36
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,13,North Lynn County,6,22,28
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,14,East Tahoka,14,41,55
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,2&8,Wilson,21,68,89
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,3&10,O'Donnell,29,84,113
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,4&11,New Home,13,102,115
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,5,Draw,11,2,13
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,6,North Tahoka,58,52,110
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,7,Grassland,3,1,4
Lynn,Comptroller of Public Accounts,,Glenn Hegar,REP,9,West Tahoka,77,52,129
Lynn,Lieutenant Governor,,Dan Patrick,REP,1,South Tahoka,33,34,67
Lynn,Lieutenant Governor,,Scott Milder,REP,1,South Tahoka,19,19,38
Lynn,Lieutenant Governor,,Dan Patrick,REP,12,Southwest Tahoka,19,13,32
Lynn,Lieutenant Governor,,Scott Milder,REP,12,Southwest Tahoka,13,9,22
Lynn,Lieutenant Governor,,Dan Patrick,REP,13,North Lynn County,4,14,18
Lynn,Lieutenant Governor,,Scott Milder,REP,13,North Lynn County,2,14,16
Lynn,Lieutenant Governor,,Dan Patrick,REP,14,East Tahoka,11,27,38
Lynn,Lieutenant Governor,,Scott Milder,REP,14,East Tahoka,7,22,29
Lynn,Lieutenant Governor,,Dan Patrick,REP,2&8,Wilson,16,45,61
Lynn,Lieutenant Governor,,Scott Milder,REP,2&8,Wilson,9,30,39
Lynn,Lieutenant Governor,,Dan Patrick,REP,3&10,O'Donnell,12,47,59
Lynn,Lieutenant Governor,,Scott Milder,REP,3&10,O'Donnell,20,70,90
Lynn,Lieutenant Governor,,Dan Patrick,REP,4&11,New Home,7,68,75
Lynn,Lieutenant Governor,,Scott Milder,REP,4&11,New Home,7,58,65
Lynn,Lieutenant Governor,,Dan Patrick,REP,5,Draw,9,2,11
Lynn,Lieutenant Governor,,Scott Milder,REP,5,Draw,4,1,5
Lynn,Lieutenant Governor,,Dan Patrick,REP,6,North Tahoka,45,27,72
Lynn,Lieutenant Governor,,Scott Milder,REP,6,North Tahoka,32,38,70
Lynn,Lieutenant Governor,,Dan Patrick,REP,7,Grassland,4,4,8
Lynn,Lieutenant Governor,,Scott Milder,REP,7,Grassland,0,0,0
Lynn,Lieutenant Governor,,Dan Patrick,REP,9,West Tahoka,45,31,76
Lynn,Lieutenant Governor,,Scott Milder,REP,9,West Tahoka,52,26,78
Lynn,State Representative,83,Dustin Burrows,REP,1,South Tahoka,44,40,84
Lynn,State Representative,83,Dustin Burrows,REP,12,Southwest Tahoka,22,17,39
Lynn,State Representative,83,Dustin Burrows,REP,13,North Lynn County,5,25,30
Lynn,State Representative,83,Dustin Burrows,REP,14,East Tahoka,15,37,52
Lynn,State Representative,83,Dustin Burrows,REP,2&8,Wilson,23,64,87
Lynn,State Representative,83,Dustin Burrows,REP,3&10,O'Donnell,29,84,113
Lynn,State Representative,83,Dustin Burrows,REP,4&11,New Home,13,102,115
Lynn,State Representative,83,Dustin Burrows,REP,5,Draw,10,3,13
Lynn,State Representative,83,Dustin Burrows,REP,6,North Tahoka,58,51,109
Lynn,State Representative,83,Dustin Burrows,REP,7,Grassland,3,3,6
Lynn,State Representative,83,Dustin Burrows,REP,9,West Tahoka,74,51,125
Lynn,Attorney General,,Warren Paxton,REP,1,South Tahoka,47,41,88
Lynn,Attorney General,,Warren Paxton,REP,12,Southwest Tahoka,24,17,41
Lynn,Attorney General,,Warren Paxton,REP,13,North Lynn County,6,25,31
Lynn,Attorney General,,Warren Paxton,REP,14,East Tahoka,16,39,55
Lynn,Attorney General,,Warren Paxton,REP,2&8,Wilson,23,71,94
Lynn,Attorney General,,Warren Paxton,REP,3&10,O'Donnell,26,86,112
Lynn,Attorney General,,Warren Paxton,REP,4&11,New Home,13,100,113
Lynn,Attorney General,,Warren Paxton,REP,5,Draw,12,2,14
Lynn,Attorney General,,Warren Paxton,REP,6,North Tahoka,60,55,115
Lynn,Attorney General,,Warren Paxton,REP,7,Grassland,4,3,7
Lynn,Attorney General,,Warren Paxton,REP,9,West Tahoka,78,54,132
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,1,South Tahoka,14,17,31
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,1,South Tahoka,28,25,53
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,1,South Tahoka,7,3,10
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,12,Southwest Tahoka,8,6,14
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,12,Southwest Tahoka,19,12,31
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,12,Southwest Tahoka,5,4,9
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,13,North Lynn County,0,7,7
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,13,North Lynn County,6,18,24
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,13,North Lynn County,0,5,5
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,14,East Tahoka,2,12,14
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,14,East Tahoka,8,26,34
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,14,East Tahoka,4,7,11
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,2&8,Wilson,3,15,18
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,2&8,Wilson,18,48,66
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,2&8,Wilson,2,7,9
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,3&10,O'Donnell,7,29,36
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,3&10,O'Donnell,16,55,71
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,3&10,O'Donnell,3,24,27
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,4&11,New Home,4,17,21
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,4&11,New Home,9,79,88
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,4&11,New Home,1,19,20
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,5,Draw,2,1,3
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,5,Draw,4,1,5
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,5,Draw,4,1,5
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,6,North Tahoka,15,15,30
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,6,North Tahoka,36,29,65
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,6,North Tahoka,12,10,22
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,7,Grassland,1,0,1
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,7,Grassland,2,3,5
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,7,Grassland,0,1,1
Lynn,Commissioner of Agriculture,,Jimmie Hogan,REP,9,West Tahoka,23,13,36
Lynn,Commissioner of Agriculture,,Sidney Miller,REP,9,West Tahoka,47,39,86
Lynn,Commissioner of Agriculture,,Trey Blocker,REP,9,West Tahoka,13,4,17
Lynn,U.S. House,19,Jodey Arrington,REP,1,South Tahoka,56,41,97
Lynn,U.S. House,19,Jodey Arrington,REP,12,Southwest Tahoka,23,20,43
Lynn,U.S. House,19,Jodey Arrington,REP,13,North Lynn County,6,27,33
Lynn,U.S. House,19,Jodey Arrington,REP,14,East Tahoka,16,44,60
Lynn,U.S. House,19,Jodey Arrington,REP,2&8,Wilson,25,70,95
Lynn,U.S. House,19,Jodey Arrington,REP,3&10,O'Donnell,29,93,122
Lynn,U.S. House,19,Jodey Arrington,REP,4&11,New Home,14,112,126
Lynn,U.S. House,19,Jodey Arrington,REP,5,Draw,13,3,16
Lynn,U.S. House,19,Jodey Arrington,REP,6,North Tahoka,73,56,129
Lynn,U.S. House,19,Jodey Arrington,REP,7,Grassland,3,4,7
Lynn,U.S. House,19,Jodey Arrington,REP,9,West Tahoka,89,60,149
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1,East Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1,East Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,12,South West Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,12,South West Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,13,North Lynn County,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,13,North Lynn County,2,0,2
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,14,East Tahoka,1,2,3
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,14,East Tahoka,1,0,1
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,2&8,Wilson,1,0,1
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,2&8,Wilson,1,0,1
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3&10,O'Donnell,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3&10,O'Donnell,0,0,0
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4&11,New Home,0,1,1
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4&11,New Home,0,1,1
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,5,Draw,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,5,Draw,0,0,0
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,6,North Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,6,North Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,7,Grassland,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,7,Grassland,0,0,0
Lynn,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,9,West Tahoka,0,0,0
Lynn,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,9,West Tahoka,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,1,East Tahoka,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,12,South West Tahoka,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,13,North Lynn County,2,0,2
Lynn,State Representative,83,Drew Lee Landry,DEM,14,East Tahoka,2,2,4
Lynn,State Representative,83,Drew Lee Landry,DEM,2&8,Wilson,2,0,2
Lynn,State Representative,83,Drew Lee Landry,DEM,3&10,O'Donnell,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,4&11,New Home,0,2,2
Lynn,State Representative,83,Drew Lee Landry,DEM,5,Draw,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,6,North Tahoka,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,7,Grassland,0,0,0
Lynn,State Representative,83,Drew Lee Landry,DEM,9,West Tahoka,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1,East Tahoka,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,12,South West Tahoka,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,13,North Lynn County,2,0,2
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,14,East Tahoka,2,2,4
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2&8,Wilson,2,0,2
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3&10,O'Donnell,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4&11,New Home,0,2,2
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,5,Draw,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,6,North Tahoka,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,7,Grassland,0,0,0
Lynn,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,9,West Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,1,East Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,1,East Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,12,South West Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,12,South West Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,13,North Lynn County,1,0,1
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,13,North Lynn County,1,0,1
Lynn,Lieutenant Governor,,Michael Cooper,DEM,14,East Tahoka,2,2,4
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,14,East Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,2&8,Wilson,1,0,1
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,2&8,Wilson,1,0,1
Lynn,Lieutenant Governor,,Michael Cooper,DEM,3&10,O'Donnell,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,3&10,O'Donnell,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,4&11,New Home,0,2,2
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,4&11,New Home,0,1,1
Lynn,Lieutenant Governor,,Michael Cooper,DEM,5,Draw,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,5,Draw,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,6,North Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,6,North Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,7,Grassland,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,7,Grassland,0,0,0
Lynn,Lieutenant Governor,,Michael Cooper,DEM,9,West Tahoka,0,0,0
Lynn,Lieutenant Governor,,Michael Edward Collier,DEM,9,West Tahoka,0,0,0
Lynn,U.S. Senate,,Edward Wayne Kimbrough,DEM,1,East Tahoka,0,0,0
Lynn,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,1,East Tahoka,0,0,0
Lynn,U.S. Senate,,Robert Francis O'Rourke,DEM,1,East Tahoka,0,0,0
Lynn,U.S. Senate,,Edward Wayne Kimbrough,DEM,12,South West Tahoka,0,0,0
Lynn,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,12,South West Tahoka,0,0,0
Lynn,U.S. Senate,,Robert Francis O'Rourke,DEM,12,South West Tahoka,0,0,0
Lynn,U.S. Senate,,Edward Wayne Kimbrough,DEM,13,North Lynn County,0,0,0
Lynn,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,13,North Lynn County,0,0,0
