county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,limited,provisional
Leon,7,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,31,9,21,1,0,0
Leon,8,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,51,10,38,3,0,0
Leon,9,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,12,6,3,3,0,0
Leon,10,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,26,12,11,2,1,0
Leon,11,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,48,13,30,5,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,89,15,69,5,0,0
Leon,13,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,20,9,8,3,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,10,5,4,1,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,16,5,6,5,0,0
Leon,1,State Senate,5,REP,Charles Schwertner,708,490,159,57,2,0
Leon,1A,State Senate,5,REP,Charles Schwertner,111,82,25,4,0,0
Leon,2,State Senate,5,REP,Charles Schwertner,198,80,109,9,0,0
Leon,3,State Senate,5,REP,Charles Schwertner,309,163,100,46,0,0
Leon,4,State Senate,5,REP,Charles Schwertner,439,98,287,54,0,0
Leon,5,State Senate,5,REP,Charles Schwertner,290,129,138,23,0,0
Leon,5A,State Senate,5,REP,Charles Schwertner,31,16,13,2,0,0
Leon,6,State Senate,5,REP,Charles Schwertner,695,171,407,111,5,1
Leon,7,State Senate,5,REP,Charles Schwertner,320,96,199,25,0,0
Leon,8,State Senate,5,REP,Charles Schwertner,472,160,279,32,1,0
Leon,9,State Senate,5,REP,Charles Schwertner,167,68,85,13,1,0
Leon,10,State Senate,5,REP,Charles Schwertner,515,237,254,24,0,0
Leon,11,State Senate,5,REP,Charles Schwertner,396,159,205,32,0,0
Leon,12,State Senate,5,REP,Charles Schwertner,338,81,232,25,0,0
Leon,13,State Senate,5,REP,Charles Schwertner,414,217,144,53,0,0
Leon,14,State Senate,5,REP,Charles Schwertner,105,62,30,13,0,0
Leon,14A,State Senate,5,REP,Charles Schwertner,101,56,37,8,0,0
Leon,1,State Senate,5,DEM,Meg Walsh,121,80,31,10,0,0
Leon,1A,State Senate,5,DEM,Meg Walsh,9,8,0,1,0,0
Leon,2,State Senate,5,DEM,Meg Walsh,23,9,9,5,0,0
Leon,3,State Senate,5,DEM,Meg Walsh,43,19,20,4,0,0
Leon,4,State Senate,5,DEM,Meg Walsh,74,14,52,8,0,0
Leon,5,State Senate,5,DEM,Meg Walsh,43,19,23,1,0,0
Leon,5A,State Senate,5,DEM,Meg Walsh,1,0,1,0,0,0
Leon,6,State Senate,5,DEM,Meg Walsh,71,15,49,7,0,0
Leon,7,State Senate,5,DEM,Meg Walsh,28,11,14,3,0,0
Leon,8,State Senate,5,DEM,Meg Walsh,83,22,55,6,0,0
Leon,9,State Senate,5,DEM,Meg Walsh,20,7,9,4,0,0
Leon,10,State Senate,5,DEM,Meg Walsh,46,20,20,6,0,0
Leon,11,State Senate,5,DEM,Meg Walsh,75,26,43,6,0,0
Leon,12,State Senate,5,DEM,Meg Walsh,112,20,85,7,0,0
Leon,13,State Senate,5,DEM,Meg Walsh,32,12,14,6,0,0
Leon,14,State Senate,5,DEM,Meg Walsh,21,11,8,2,0,0
Leon,14A,State Senate,5,DEM,Meg Walsh,19,6,8,5,0,0
Leon,1,State Senate,5,LIB,Amy Lyons,11,7,4,0,0,0
Leon,1A,State Senate,5,LIB,Amy Lyons,7,5,2,0,0,0
Leon,2,State Senate,5,LIB,Amy Lyons,4,2,2,0,0,0
Leon,3,State Senate,5,LIB,Amy Lyons,8,4,2,2,0,0
Leon,4,State Senate,5,LIB,Amy Lyons,1,0,1,0,0,0
Leon,5,State Senate,5,LIB,Amy Lyons,9,5,4,0,0,0
Leon,5A,State Senate,5,LIB,Amy Lyons,0,0,0,0,0,0
Leon,6,State Senate,5,LIB,Amy Lyons,6,1,5,0,0,0
Leon,7,State Senate,5,LIB,Amy Lyons,4,1,3,0,0,0
Leon,8,State Senate,5,LIB,Amy Lyons,12,3,8,1,0,0
Leon,9,State Senate,5,LIB,Amy Lyons,1,0,1,0,0,0
Leon,10,State Senate,5,LIB,Amy Lyons,6,2,3,1,0,0
Leon,11,State Senate,5,LIB,Amy Lyons,7,1,6,0,0,0
Leon,12,State Senate,5,LIB,Amy Lyons,6,2,4,0,0,0
Leon,13,State Senate,5,LIB,Amy Lyons,4,2,2,0,0,0
Leon,14,State Senate,5,LIB,Amy Lyons,3,2,0,1,0,0
Leon,14A,State Senate,5,LIB,Amy Lyons,2,2,0,0,0,0
Leon,1,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,1A,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,2,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,3,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,4,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,5,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,5A,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,6,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,7,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,8,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,9,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,10,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,11,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,12,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,13,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,14,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,14A,State Senate,5,,OVER VOTES,0,0,0,0,0,0
Leon,1,State Senate,5,,UNDER VOTES,10,3,4,1,2,0
Leon,1A,State Senate,5,,UNDER VOTES,1,0,1,0,0,0
Leon,2,State Senate,5,,UNDER VOTES,3,2,0,0,1,0
Leon,3,State Senate,5,,UNDER VOTES,2,1,0,0,1,0
Leon,4,State Senate,5,,UNDER VOTES,7,0,6,1,0,0
Leon,5,State Senate,5,,UNDER VOTES,8,1,3,0,4,0
Leon,5A,State Senate,5,,UNDER VOTES,0,0,0,0,0,0
Leon,6,State Senate,5,,UNDER VOTES,6,1,3,0,2,0
Leon,7,State Senate,5,,UNDER VOTES,12,3,7,1,1,0
Leon,8,State Senate,5,,UNDER VOTES,7,0,7,0,0,0
Leon,9,State Senate,5,,UNDER VOTES,3,1,0,0,2,0
Leon,10,State Senate,5,,UNDER VOTES,8,2,0,0,6,0
Leon,11,State Senate,5,,UNDER VOTES,5,0,5,0,0,0
Leon,12,State Senate,5,,UNDER VOTES,7,2,4,0,1,0
Leon,13,State Senate,5,,UNDER VOTES,5,2,3,0,0,0
Leon,14,State Senate,5,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,State Senate,5,,UNDER VOTES,0,0,0,0,0,0
Leon,1,State Representative,57,REP,Trent Ashby,735,510,166,57,2,0
Leon,1A,State Representative,57,REP,Trent Ashby,117,85,28,4,0,0
Leon,2,State Representative,57,REP,Trent Ashby,206,85,112,9,0,0
Leon,3,State Representative,57,REP,Trent Ashby,323,172,103,48,0,0
Leon,4,State Representative,57,REP,Trent Ashby,447,102,291,54,0,0
Leon,5,State Representative,57,REP,Trent Ashby,303,134,144,23,2,0
Leon,5A,State Representative,57,REP,Trent Ashby,31,16,13,2,0,0
Leon,6,State Representative,57,REP,Trent Ashby,702,173,413,111,4,1
Leon,7,State Representative,57,REP,Trent Ashby,326,100,200,26,0,0
Leon,8,State Representative,57,REP,Trent Ashby,484,163,289,32,0,0
Leon,9,State Representative,57,REP,Trent Ashby,175,70,90,14,1,0
Leon,10,State Representative,57,REP,Trent Ashby,519,239,255,25,0,0
Leon,11,State Representative,57,REP,Trent Ashby,405,166,207,32,0,0
Leon,12,State Representative,57,REP,Trent Ashby,349,86,238,25,0,0
Leon,13,State Representative,57,REP,Trent Ashby,423,222,147,54,0,0
Leon,14,State Representative,57,REP,Trent Ashby,109,64,31,14,0,0
Leon,14A,State Representative,57,REP,Trent Ashby,102,57,37,8,0,0
Leon,1,State Representative,57,DEM,Jason Rogers,107,67,30,10,0,0
Leon,1A,State Representative,57,DEM,Jason Rogers,11,10,0,1,0,0
Leon,2,State Representative,57,DEM,Jason Rogers,20,7,8,5,0,0
Leon,3,State Representative,57,DEM,Jason Rogers,37,14,19,4,0,0
Leon,4,State Representative,57,DEM,Jason Rogers,68,10,50,8,0,0
Leon,5,State Representative,57,DEM,Jason Rogers,41,19,21,1,0,0
Leon,5A,State Representative,57,DEM,Jason Rogers,1,0,1,0,0,0
Leon,6,State Representative,57,DEM,Jason Rogers,64,14,43,7,0,0
Leon,7,State Representative,57,DEM,Jason Rogers,26,9,15,2,0,0
Leon,8,State Representative,57,DEM,Jason Rogers,83,22,55,6,0,0
Leon,9,State Representative,57,DEM,Jason Rogers,15,6,5,3,1,0
Leon,10,State Representative,57,DEM,Jason Rogers,48,20,21,6,1,0
Leon,11,State Representative,57,DEM,Jason Rogers,74,20,48,6,0,0
Leon,12,State Representative,57,DEM,Jason Rogers,111,19,85,7,0,0
Leon,13,State Representative,57,DEM,Jason Rogers,30,10,15,5,0,0
Leon,14,State Representative,57,DEM,Jason Rogers,19,10,7,2,0,0
Leon,14A,State Representative,57,DEM,Jason Rogers,20,7,8,5,0,0
Leon,1,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,1A,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,2,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,3,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,4,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,5,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,5A,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,6,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,7,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,8,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,9,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,10,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,11,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,12,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,13,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,14,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,14A,State Representative,57,,OVER VOTES,0,0,0,0,0,0
Leon,1,State Representative,57,,UNDER VOTES,8,3,2,1,2,0
Leon,1A,State Representative,57,,UNDER VOTES,0,0,0,0,0,0
Leon,2,State Representative,57,,UNDER VOTES,2,1,0,0,1,0
Leon,3,State Representative,57,,UNDER VOTES,2,1,0,0,1,0
Leon,4,State Representative,57,,UNDER VOTES,6,0,5,1,0,0
Leon,5,State Representative,57,,UNDER VOTES,6,1,3,0,2,0
Leon,5A,State Representative,57,,UNDER VOTES,0,0,0,0,0,0
Leon,6,State Representative,57,,UNDER VOTES,12,1,8,0,3,0
Leon,7,State Representative,57,,UNDER VOTES,12,2,8,1,1,0
Leon,8,State Representative,57,,UNDER VOTES,7,0,5,1,1,0
Leon,9,State Representative,57,,UNDER VOTES,1,0,0,0,1,0
Leon,10,State Representative,57,,UNDER VOTES,8,2,1,0,5,0
Leon,11,State Representative,57,,UNDER VOTES,4,0,4,0,0,0
Leon,12,State Representative,57,,UNDER VOTES,3,0,2,0,1,0
Leon,13,State Representative,57,,UNDER VOTES,2,1,1,0,0,0
Leon,14,State Representative,57,,UNDER VOTES,1,1,0,0,0,0
Leon,14A,State Representative,57,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,741,516,165,58,2,0
Leon,1A,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,118,87,27,4,0,0
Leon,2,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,199,83,109,7,0,0
Leon,3,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,326,171,104,51,0,0
Leon,4,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,452,101,297,54,0,0
Leon,5,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,305,134,147,24,0,0
Leon,5A,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,31,16,13,2,0,0
Leon,6,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,717,173,427,111,5,1
Leon,7,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,323,98,199,25,1,0
Leon,8,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,503,165,302,36,0,0
Leon,9,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,175,70,89,15,1,0
Leon,10,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,534,244,264,26,0,0
Leon,11,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,420,167,221,32,0,0
Leon,12,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,359,87,247,25,0,0
Leon,13,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,423,220,148,55,0,0
Leon,14,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,114,66,34,14,0,0
Leon,14A,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,105,58,39,8,0,0
Leon,1,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Chief Justice, 10th Court of Appeals District",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,109,64,33,10,2,0
Leon,1A,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,10,8,1,1,0,0
Leon,2,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,29,10,11,7,1,0
Leon,3,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,36,16,18,1,1,0
Leon,4,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,69,11,49,9,0,0
Leon,5,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,45,20,21,0,4,0
Leon,5A,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,61,15,37,7,2,0
Leon,7,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,41,13,24,4,0,0
Leon,8,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,71,20,47,3,1,0
Leon,9,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,16,6,6,2,2,0
Leon,10,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,41,17,13,5,6,0
Leon,11,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,63,19,38,6,0,0
Leon,12,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,104,18,78,7,1,0
Leon,13,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,32,13,15,4,0,0
Leon,14,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,15,9,4,2,0,0
Leon,14A,"Chief Justice, 10th Court of Appeals District",,,UNDER VOTES,17,6,6,5,0,0
Leon,1,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,736,514,164,58,0,0
Leon,1A,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,119,88,27,4,0,0
Leon,2,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,202,86,109,7,0,0
Leon,3,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,326,171,105,50,0,0
Leon,4,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,450,101,297,52,0,0
Leon,5,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,305,135,146,24,0,0
Leon,5A,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,31,16,13,2,0,0
Leon,6,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,711,173,426,111,0,1
Leon,7,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,322,97,200,25,0,0
Leon,8,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,502,164,302,36,0,0
Leon,9,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,174,71,87,15,1,0
Leon,10,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,539,244,265,28,2,0
Leon,11,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,425,171,223,31,0,0
Leon,12,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,361,86,250,25,0,0
Leon,13,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,426,220,149,57,0,0
Leon,14,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,116,67,34,15,0,0
Leon,14A,"District Judge, 87th Judicial District",,REP,Deborah Oakes Evans,105,58,39,8,0,0
Leon,1,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"District Judge, 87th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"District Judge, 87th Judicial District",,,UNDER VOTES,114,66,34,10,4,0
Leon,1A,"District Judge, 87th Judicial District",,,UNDER VOTES,9,7,1,1,0,0
Leon,2,"District Judge, 87th Judicial District",,,UNDER VOTES,26,7,11,7,1,0
Leon,3,"District Judge, 87th Judicial District",,,UNDER VOTES,36,16,17,2,1,0
Leon,4,"District Judge, 87th Judicial District",,,UNDER VOTES,71,11,49,11,0,0
Leon,5,"District Judge, 87th Judicial District",,,UNDER VOTES,45,19,22,0,4,0
Leon,5A,"District Judge, 87th Judicial District",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"District Judge, 87th Judicial District",,,UNDER VOTES,67,15,38,7,7,0
Leon,7,"District Judge, 87th Judicial District",,,UNDER VOTES,42,14,23,4,1,0
Leon,8,"District Judge, 87th Judicial District",,,UNDER VOTES,72,21,47,3,1,0
Leon,9,"District Judge, 87th Judicial District",,,UNDER VOTES,17,5,8,2,2,0
Leon,10,"District Judge, 87th Judicial District",,,UNDER VOTES,36,17,12,3,4,0
Leon,11,"District Judge, 87th Judicial District",,,UNDER VOTES,58,15,36,7,0,0
Leon,12,"District Judge, 87th Judicial District",,,UNDER VOTES,102,19,75,7,1,0
Leon,13,"District Judge, 87th Judicial District",,,UNDER VOTES,29,13,14,2,0,0
Leon,14,"District Judge, 87th Judicial District",,,UNDER VOTES,13,8,4,1,0,0
Leon,14A,"District Judge, 87th Judicial District",,,UNDER VOTES,17,6,6,5,0,0
Leon,1,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,737,513,164,58,2,0
Leon,1A,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,119,88,27,4,0,0
Leon,2,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,198,83,108,7,0,0
Leon,3,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,325,170,104,51,0,0
Leon,4,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,449,102,294,53,0,0
Leon,5,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,299,130,146,23,0,0
Leon,5A,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,31,16,13,2,0,0
Leon,6,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,709,168,425,111,4,1
Leon,7,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,321,99,197,25,0,0
Leon,8,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,498,163,299,36,0,0
Leon,9,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,173,70,87,15,1,0
Leon,10,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,537,244,264,27,2,0
Leon,11,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,423,168,223,32,0,0
Leon,12,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,353,86,243,24,0,0
Leon,13,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,425,221,149,55,0,0
Leon,14,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,113,65,34,14,0,0
Leon,14A,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,105,58,39,8,0,0
Leon,1,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"District Judge, 278th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"District Judge, 278th Judicial District",,,UNDER VOTES,113,67,34,10,2,0
Leon,1A,"District Judge, 278th Judicial District",,,UNDER VOTES,9,7,1,1,0,0
Leon,2,"District Judge, 278th Judicial District",,,UNDER VOTES,30,10,12,7,1,0
Leon,3,"District Judge, 278th Judicial District",,,UNDER VOTES,37,17,18,1,1,0
Leon,4,"District Judge, 278th Judicial District",,,UNDER VOTES,72,10,52,10,0,0
Leon,5,"District Judge, 278th Judicial District",,,UNDER VOTES,51,24,22,1,4,0
Leon,5A,"District Judge, 278th Judicial District",,,UNDER VOTES,1,0,1,0,0,0
Leon,6,"District Judge, 278th Judicial District",,,UNDER VOTES,69,20,39,7,3,0
Leon,7,"District Judge, 278th Judicial District",,,UNDER VOTES,43,12,26,4,1,0
Leon,8,"District Judge, 278th Judicial District",,,UNDER VOTES,76,22,50,3,1,0
Leon,9,"District Judge, 278th Judicial District",,,UNDER VOTES,18,6,8,2,2,0
Leon,10,"District Judge, 278th Judicial District",,,UNDER VOTES,38,17,13,4,4,0
Leon,11,"District Judge, 278th Judicial District",,,UNDER VOTES,60,18,36,6,0,0
Leon,12,"District Judge, 278th Judicial District",,,UNDER VOTES,110,19,82,8,1,0
Leon,13,"District Judge, 278th Judicial District",,,UNDER VOTES,30,12,14,4,0,0
Leon,14,"District Judge, 278th Judicial District",,,UNDER VOTES,16,10,4,2,0,0
Leon,14A,"District Judge, 278th Judicial District",,,UNDER VOTES,17,6,6,5,0,0
Leon,1,"District Judge, 369th Judicial District",,REP,Michael Davis,737,514,165,58,0,0
Leon,1A,"District Judge, 369th Judicial District",,REP,Michael Davis,118,87,27,4,0,0
Leon,2,"District Judge, 369th Judicial District",,REP,Michael Davis,200,84,109,7,0,0
Leon,3,"District Judge, 369th Judicial District",,REP,Michael Davis,325,170,104,51,0,0
Leon,4,"District Judge, 369th Judicial District",,REP,Michael Davis,449,101,295,53,0,0
Leon,5,"District Judge, 369th Judicial District",,REP,Michael Davis,304,135,145,24,0,0
Leon,5A,"District Judge, 369th Judicial District",,REP,Michael Davis,31,16,13,2,0,0
Leon,6,"District Judge, 369th Judicial District",,REP,Michael Davis,713,173,428,111,0,1
Leon,7,"District Judge, 369th Judicial District",,REP,Michael Davis,320,99,196,25,0,0
Leon,8,"District Judge, 369th Judicial District",,REP,Michael Davis,503,165,303,35,0,0
Leon,9,"District Judge, 369th Judicial District",,REP,Michael Davis,173,71,86,15,1,0
Leon,10,"District Judge, 369th Judicial District",,REP,Michael Davis,538,244,265,27,2,0
Leon,11,"District Judge, 369th Judicial District",,REP,Michael Davis,422,170,221,31,0,0
Leon,12,"District Judge, 369th Judicial District",,REP,Michael Davis,360,86,249,25,0,0
Leon,13,"District Judge, 369th Judicial District",,REP,Michael Davis,420,220,147,53,0,0
Leon,14,"District Judge, 369th Judicial District",,REP,Michael Davis,114,66,34,14,0,0
Leon,14A,"District Judge, 369th Judicial District",,REP,Michael Davis,105,58,39,8,0,0
Leon,1,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"District Judge, 369th Judicial District",,,OVER VOTES,0,0,0,0,0,0
