county,precinct,office,district,candidate,party,early_voting,election_day,votes
Gillespie,1,Registered Voters,,,,,,4456
Gillespie,2,Registered Voters,,,,,,2344
Gillespie,3,Registered Voters,,,,,,1238
Gillespie,4,Registered Voters,,,,,,2820
Gillespie,5,Registered Voters,,,,,,1626
Gillespie,6,Registered Voters,,,,,,619
Gillespie,7,Registered Voters,,,,,,2643
Gillespie,8,Registered Voters,,,,,,333
Gillespie,9,Registered Voters,,,,,,165
Gillespie,10,Registered Voters,,,,,,0
Gillespie,11,Registered Voters,,,,,,0
Gillespie,12,Registered Voters,,,,,,0
Gillespie,13,Registered Voters,,,,,,1831
Gillespie,14,Registered Voters,,,,,,0
Gillespie,15,Registered Voters,,,,,,716
Gillespie,Total,Registered Voters,,,,,,18791
Gillespie,1,U.S. Senate,,Geraldine Sam,REP,17,9,26
Gillespie,2,U.S. Senate,,Geraldine Sam,REP,11,11,22
Gillespie,3,U.S. Senate,,Geraldine Sam,REP,0,1,1
Gillespie,4,U.S. Senate,,Geraldine Sam,REP,8,11,19
Gillespie,5,U.S. Senate,,Geraldine Sam,REP,3,8,11
Gillespie,6,U.S. Senate,,Geraldine Sam,REP,0,5,5
Gillespie,7,U.S. Senate,,Geraldine Sam,REP,7,3,10
Gillespie,8,U.S. Senate,,Geraldine Sam,REP,0,1,1
Gillespie,9,U.S. Senate,,Geraldine Sam,REP,2,0,2
Gillespie,10,U.S. Senate,,Geraldine Sam,REP,0,0,0
Gillespie,11,U.S. Senate,,Geraldine Sam,REP,0,0,0
Gillespie,12,U.S. Senate,,Geraldine Sam,REP,0,0,0
Gillespie,13,U.S. Senate,,Geraldine Sam,REP,6,6,12
Gillespie,14,U.S. Senate,,Geraldine Sam,REP,0,0,0
Gillespie,15,U.S. Senate,,Geraldine Sam,REP,0,2,2
Gillespie,Total,U.S. Senate,,Geraldine Sam,REP,54,57,111
Gillespie,1,U.S. Senate,,Stefano de Stefano,REP,14,8,22
Gillespie,2,U.S. Senate,,Stefano de Stefano,REP,11,7,18
Gillespie,3,U.S. Senate,,Stefano de Stefano,REP,5,2,7
Gillespie,4,U.S. Senate,,Stefano de Stefano,REP,20,11,31
Gillespie,5,U.S. Senate,,Stefano de Stefano,REP,2,3,5
Gillespie,6,U.S. Senate,,Stefano de Stefano,REP,0,6,6
Gillespie,7,U.S. Senate,,Stefano de Stefano,REP,10,6,16
Gillespie,8,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Gillespie,9,U.S. Senate,,Stefano de Stefano,REP,0,2,2
Gillespie,10,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Gillespie,11,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Gillespie,12,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Gillespie,13,U.S. Senate,,Stefano de Stefano,REP,6,5,11
Gillespie,14,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Gillespie,15,U.S. Senate,,Stefano de Stefano,REP,1,1,2
Gillespie,Total,U.S. Senate,,Stefano de Stefano,REP,69,51,120
Gillespie,1,U.S. Senate,,Mary Miller,REP,110,60,170
Gillespie,2,U.S. Senate,,Mary Miller,REP,38,21,59
Gillespie,3,U.S. Senate,,Mary Miller,REP,5,8,13
Gillespie,4,U.S. Senate,,Mary Miller,REP,58,45,103
Gillespie,5,U.S. Senate,,Mary Miller,REP,8,27,35
Gillespie,6,U.S. Senate,,Mary Miller,REP,1,8,9
Gillespie,7,U.S. Senate,,Mary Miller,REP,25,24,49
Gillespie,8,U.S. Senate,,Mary Miller,REP,6,6,12
Gillespie,9,U.S. Senate,,Mary Miller,REP,2,2,4
Gillespie,10,U.S. Senate,,Mary Miller,REP,0,0,0
Gillespie,11,U.S. Senate,,Mary Miller,REP,0,0,0
Gillespie,12,U.S. Senate,,Mary Miller,REP,0,0,0
Gillespie,13,U.S. Senate,,Mary Miller,REP,26,12,38
Gillespie,14,U.S. Senate,,Mary Miller,REP,0,0,0
Gillespie,15,U.S. Senate,,Mary Miller,REP,7,20,27
Gillespie,Total,U.S. Senate,,Mary Miller,REP,286,233,519
Gillespie,1,U.S. Senate,,"Bruce Jacobson, Jr.",REP,38,25,63
Gillespie,2,U.S. Senate,,"Bruce Jacobson, Jr.",REP,17,11,28
Gillespie,3,U.S. Senate,,"Bruce Jacobson, Jr.",REP,2,1,3
