county,precinct,office,district,party,candidate,early_voting,election_day,votes
Terrell,1,Ballots Cast,,DEM,,48,22,70
Terrell,1,U.S. Senate,,DEM,Sema Hernandez,22,3,25
Terrell,1,U.S. Senate,,DEM,Edward Kimbrough,5,3,8
Terrell,1,U.S. Senate,,DEM,Beto O'Rourke,11,8,19
Terrell,1,U.S. House,23,DEM,Gina Ortiz Jones,19,9,28
Terrell,1,U.S. House,23,DEM,Judy Canales,0,0,0
Terrell,1,U.S. House,23,DEM,Rick Trevino,7,4,11
Terrell,1,U.S. House,23,DEM,"Angel ""Ange"" Villescaz",3,1,4
Terrell,1,U.S. House,23,DEM,Jay Hulings,9,0,9
Terrell,1,Governor,,DEM,Grady Yarbrough,7,1,8
Terrell,1,Governor,,DEM,Jeffrey Payne,3,0,3
Terrell,1,Governor,,DEM,Adrian Ocegueda,0,2,2
Terrell,1,Governor,,DEM,Lupe Valdez,19,6,25
Terrell,1,Governor,,DEM,Joe Mumbach,0,0,0
Terrell,1,Governor,,DEM,Tom Wakely,1,2,3
Terrell,1,Governor,,DEM,Cedric Davis Sr.,0,0,0
Terrell,1,Governor,,DEM,Andrew White,2,0,2
Terrell,1,Governor,,DEM,James Jolly Clark,2,0,2
Terrell,1,Lieutenant Governor,,DEM,Michael Cooper,19,5,24
Terrell,1,Lieutenant Governor,,DEM,Mike Collier,12,5,17
Terrell,1,Attorney General,,DEM,Justin Nelson,27,9,36
Terrell,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,14,1,15
Terrell,1,Comptroller of Public Accounts,,DEM,Tim Mahoney,16,10,26
Terrell,1,Commissioner of the General Land Office,,DEM,Tex Morgan,10,3,13
Terrell,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,20,8,28
Terrell,1,Commissioner of Agriculture,,DEM,Kim Olson,26,9,35
Terrell,1,Railroad Commissioner,,DEM,Chris Spellmon,13,3,16
Terrell,1,Railroad Commissioner,,DEM,Roman McAllen,16,8,24
Terrell,1,State Representative,74,DEM,Poncho Nevarez,29,10,39
Terrell,2,Ballots Cast,,DEM,,79,32,111
Terrell,2,U.S. Senate,,DEM,Sema Hernandez,26,12,38
Terrell,2,U.S. Senate,,DEM,Edward Kimbrough,2,1,3
Terrell,2,U.S. Senate,,DEM,Beto O'Rourke,15,6,21
Terrell,2,U.S. House,23,DEM,Gina Ortiz Jones,29,6,35
Terrell,2,U.S. House,23,DEM,Judy Canales,4,2,6
Terrell,2,U.S. House,23,DEM,Rick Trevino,6,3,9
Terrell,2,U.S. House,23,DEM,"Angel ""Ange"" Villescaz",5,3,8
Terrell,2,U.S. House,23,DEM,Jay Hulings,3,2,5
Terrell,2,Governor,,DEM,Grady Yarbrough,7,1,8
Terrell,2,Governor,,DEM,Jeffrey Payne,3,1,4
Terrell,2,Governor,,DEM,Adrian Ocegueda,3,2,5
Terrell,2,Governor,,DEM,Lupe Valdez,23,9,32
Terrell,2,Governor,,DEM,Joe Mumbach,0,0,0
Terrell,2,Governor,,DEM,Tom Wakely,0,1,1
Terrell,2,Governor,,DEM,Cedric Davis Sr.,0,0,0
Terrell,2,Governor,,DEM,Andrew White,4,2,6
Terrell,2,Governor,,DEM,James Jolly Clark,0,0,0
Terrell,2,Lieutenant Governor,,DEM,Michael Cooper,22,10,32
Terrell,2,Lieutenant Governor,,DEM,Mike Collier,15,6,21
Terrell,2,Attorney General,,DEM,Justin Nelson,37,12,49
Terrell,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,18,9,27
Terrell,2,Comptroller of Public Accounts,,DEM,Tim Mahoney,20,7,27
Terrell,2,Commissioner of the General Land Office,,DEM,Tex Morgan,7,5,12
Terrell,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,32,12,44
Terrell,2,Commissioner of Agriculture,,DEM,Kim Olson,35,12,47
Terrell,2,Railroad Commissioner,,DEM,Chris Spellmon,21,6,27
Terrell,2,Railroad Commissioner,,DEM,Roman McAllen,19,8,27
Terrell,2,State Representative,74,DEM,Poncho Nevarez,39,14,53
Terrell,3,Ballots Cast,,DEM,,39,21,60
Terrell,3,U.S. Senate,,DEM,Sema Hernandez,2,4,6
Terrell,3,U.S. Senate,,DEM,Edward Kimbrough,12,7,19
Terrell,3,U.S. Senate,,DEM,Beto O'Rourke,14,5,19
Terrell,3,U.S. House,23,DEM,Gina Ortiz Jones,12,3,15
Terrell,3,U.S. House,23,DEM,Judy Canales,0,1,1
Terrell,3,U.S. House,23,DEM,Rick Trevino,7,5,12
Terrell,3,U.S. House,23,DEM,"Angel ""Ange"" Villescaz",1,1,2
Terrell,3,U.S. House,23,DEM,Jay Hulings,10,6,16
Terrell,3,Governor,,DEM,Grady Yarbrough,7,2,9
Terrell,3,Governor,,DEM,Jeffrey Payne,2,0,2
Terrell,3,Governor,,DEM,Adrian Ocegueda,0,0,0
Terrell,3,Governor,,DEM,Lupe Valdez,3,5,8
Terrell,3,Governor,,DEM,Joe Mumbach,0,2,2
Terrell,3,Governor,,DEM,Tom Wakely,3,0,3
Terrell,3,Governor,,DEM,Cedric Davis Sr.,1,0,1
Terrell,3,Governor,,DEM,Andrew White,10,3,13
Terrell,3,Governor,,DEM,James Jolly Clark,1,2,3
Terrell,3,Lieutenant Governor,,DEM,Michael Cooper,8,2,10
Terrell,3,Lieutenant Governor,,DEM,Mike Collier,19,12,31
Terrell,3,Attorney General,,DEM,Justin Nelson,20,11,31
Terrell,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,8,9
Terrell,3,Comptroller of Public Accounts,,DEM,Tim Mahoney,21,6,27
Terrell,3,Commissioner of the General Land Office,,DEM,Tex Morgan,21,9,30
Terrell,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,2,6,8
Terrell,3,Commissioner of Agriculture,,DEM,Kim Olson,17,11,28
Terrell,3,Railroad Commissioner,,DEM,Chris Spellmon,15,7,22
Terrell,3,Railroad Commissioner,,DEM,Roman McAllen,6,6,12
Terrell,3,State Representative,74,DEM,Poncho Nevarez,17,8,25
Terrell,4,Ballots Cast,,DEM,,37,23,60
Terrell,4,U.S. Senate,,DEM,Sema Hernandez,1,5,6
Terrell,4,U.S. Senate,,DEM,Edward Kimbrough,8,4,12
Terrell,4,U.S. Senate,,DEM,Beto O'Rourke,11,6,17
Terrell,4,U.S. House,23,DEM,Gina Ortiz Jones,11,6,17
Terrell,4,U.S. House,23,DEM,Judy Canales,2,2,4
Terrell,4,U.S. House,23,DEM,Rick Trevino,1,3,4
Terrell,4,U.S. House,23,DEM,"Angel ""Ange"" Villescaz",1,0,1
Terrell,4,U.S. House,23,DEM,Jay Hulings,6,3,9
Terrell,4,Governor,,DEM,Grady Yarbrough,1,4,5
Terrell,4,Governor,,DEM,Jeffrey Payne,1,1,2
Terrell,4,Governor,,DEM,Adrian Ocegueda,1,0,1
Terrell,4,Governor,,DEM,Lupe Valdez,11,3,14
Terrell,4,Governor,,DEM,Joe Mumbach,0,0,0
Terrell,4,Governor,,DEM,Tom Wakely,2,1,3
Terrell,4,Governor,,DEM,Cedric Davis Sr.,0,0,0
Terrell,4,Governor,,DEM,Andrew White,1,1,2
Terrell,4,Governor,,DEM,James Jolly Clark,1,4,5
Terrell,4,Lieutenant Governor,,DEM,Michael Cooper,10,12,22
Terrell,4,Lieutenant Governor,,DEM,Mike Collier,7,2,9
Terrell,4,Attorney General,,DEM,Justin Nelson,19,13,32
Terrell,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,6,3,9
Terrell,4,Comptroller of Public Accounts,,DEM,Tim Mahoney,11,12,23
Terrell,4,Commissioner of the General Land Office,,DEM,Tex Morgan,11,7,18
Terrell,4,Commissioner of the General Land Office,,DEM,Miguel Suazo,10,7,17
Terrell,4,Commissioner of Agriculture,,DEM,Kim Olson,20,14,34
Terrell,4,Railroad Commissioner,,DEM,Chris Spellmon,7,10,17
Terrell,4,Railroad Commissioner,,DEM,Roman McAllen,11,4,15
Terrell,4,State Representative,74,DEM,Poncho Nevarez,19,14,33
Terrell,1,Ballots Cast,,REP,,13,6,19
Terrell,1,U.S. Senate,,REP,Ted Cruz,12,6,18
Terrell,1,U.S. Senate,,REP,Stefano de Stefano,0,0,0
Terrell,1,U.S. Senate,,REP,Geraldine Sam,0,0,0
Terrell,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",0,0,0
Terrell,1,U.S. Senate,,REP,Mary Miller,0,0,0
Terrell,1,U.S. House,23,REP,Alma Arredondo-Lynch,4,3,7
Terrell,1,U.S. House,23,REP,Will Hurd,8,3,11
Terrell,1,Governor,,REP,Greg Abbott,11,6,17
Terrell,1,Governor,,REP,Barbara Krueger,0,0,0
Terrell,1,Governor,,REP,SECEDE Kilgore,1,0,1
Terrell,1,Lieutenant Governor,,REP,Dan Patrick,11,6,17
Terrell,1,Lieutenant Governor,,REP,Scott Milder,1,0,1
Terrell,1,Attorney General,,REP,Ken Paxton,10,6,16
Terrell,1,Comptroller of Public Accounts,,REP,Glenn Hegar,9,6,15
Terrell,1,Commissioner of the General Land Office,,REP,Davey Edwards,6,2,8
Terrell,1,Commissioner of the General Land Office,,REP,Rick Range,0,0,0
Terrell,1,Commissioner of the General Land Office,,REP,George P. Bush,0,1,1
Terrell,1,Commissioner of the General Land Office,,REP,Jerry Patterson,4,3,7
Terrell,1,Commissioner of Agriculture,,REP,Sid Miller,5,5,10
Terrell,1,Commissioner of Agriculture,,REP,Jim Hogan,3,0,3
Terrell,1,Commissioner of Agriculture,,REP,Trey Blocker,4,1,5
Terrell,1,Railroad Commissioner,,REP,Christi Craddick,5,1,6
Terrell,1,Railroad Commissioner,,REP,Weston Martinez,7,5,12
Terrell,2,Ballots Cast,,REP,,5,1,6
Terrell,2,U.S. Senate,,REP,Ted Cruz,5,0,5
Terrell,2,U.S. Senate,,REP,Stefano de Stefano,0,1,1
Terrell,2,U.S. Senate,,REP,Geraldine Sam,0,0,0
Terrell,2,U.S. Senate,,REP,"Bruce Jacobson, Jr.",0,0,0
Terrell,2,U.S. Senate,,REP,Mary Miller,0,0,0
Terrell,2,U.S. House,23,REP,Alma Arredondo-Lynch,0,0,0
Terrell,2,U.S. House,23,REP,Will Hurd,5,1,6
Terrell,2,Governor,,REP,Greg Abbott,5,1,6
Terrell,2,Governor,,REP,Barbara Krueger,0,0,0
Terrell,2,Governor,,REP,SECEDE Kilgore,0,0,0
Terrell,2,Lieutenant Governor,,REP,Dan Patrick,5,0,5
Terrell,2,Lieutenant Governor,,REP,Scott Milder,0,1,1
Terrell,2,Attorney General,,REP,Ken Paxton,5,1,6
Terrell,2,Comptroller of Public Accounts,,REP,Glenn Hegar,5,1,6
Terrell,2,Commissioner of the General Land Office,,REP,Davey Edwards,1,0,1
Terrell,2,Commissioner of the General Land Office,,REP,Rick Range,0,0,0
Terrell,2,Commissioner of the General Land Office,,REP,George P. Bush,0,1,1
Terrell,2,Commissioner of the General Land Office,,REP,Jerry Patterson,4,0,4
