candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Zavala,Precinct 1,242
,Straight Party,,REP,Zavala,Precinct 1,27
,Straight Party,,DEM,Zavala,Precinct 1,110
,Straight Party,,LIB,Zavala,Precinct 1,0
Ted Cruz,U.S. Senate,,REP,Zavala,Precinct 1,67
Beto O'Rourke,U.S. Senate,,DEM,Zavala,Precinct 1,174
Neal M Dikeman,U.S. Senate,,LIB,Zavala,Precinct 1,0
Will Hurd,U.S. House,23,REP,Zavala,Precinct 1,69
Gina Ortiz Jones,U.S. House,23,DEM,Zavala,Precinct 1,167
Ruben Corvalan,U.S. House,23,LIB,Zavala,Precinct 1,1
Greg Abbott,Governor,,REP,Zavala,Precinct 1,84
Lupe Valdez,Governor,,DEM,Zavala,Precinct 1,148
Mark Jay Tippetts,Governor,,LIB,Zavala,Precinct 1,2
Dan Patrick,Lieutenant Governor,,REP,Zavala,Precinct 1,73
Mike Collier,Lieutenant Governor,,DEM,Zavala,Precinct 1,148
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Zavala,Precinct 1,2
Ken Paxton,Attorney General,,REP,Zavala,Precinct 1,64
Justin Nelson,Attorney General,,DEM,Zavala,Precinct 1,153
Michael Ray Harris,Attorney General,,LIB,Zavala,Precinct 1,4
Glenn Hegar,Comptroller of Public Accounts,,REP,Zavala,Precinct 1,66
Joi Chevalier,Comptroller of Public Accounts,,DEM,Zavala,Precinct 1,146
Ben Sanders,Comptroller of Public Accounts,,LIB,Zavala,Precinct 1,6
George P. Bush,Commissioner of the General Land Office,,REP,Zavala,Precinct 1,69
Miguel Suazo,Commissioner of the General Land Office,,DEM,Zavala,Precinct 1,148
Matt Pina,Commissioner of the General Land Office,,LIB,Zavala,Precinct 1,6
Sid Miller,Commissioner of Agriculture,,REP,Zavala,Precinct 1,60
Kim Olson,Commissioner of Agriculture,,DEM,Zavala,Precinct 1,153
Richard Carpenter,Commissioner of Agriculture,,LIB,Zavala,Precinct 1,5
Christi Craddick,Railroad Commissioner,,REP,Zavala,Precinct 1,63
Roman McAllen,Railroad Commissioner,,DEM,Zavala,Precinct 1,151
Mike Wright,Railroad Commissioner,,LIB,Zavala,Precinct 1,5
Tracy King,State Representative,80,DEM,Zavala,Precinct 1,192
,Ballots Cast,,,Zavala,Precinct 1A,337
,Straight Party,,REP,Zavala,Precinct 1A,35
,Straight Party,,DEM,Zavala,Precinct 1A,184
,Straight Party,,LIB,Zavala,Precinct 1A,1
Ted Cruz,U.S. Senate,,REP,Zavala,Precinct 1A,61
Beto O'Rourke,U.S. Senate,,DEM,Zavala,Precinct 1A,268
Neal M Dikeman,U.S. Senate,,LIB,Zavala,Precinct 1A,0
Will Hurd,U.S. House,23,REP,Zavala,Precinct 1A,52
Gina Ortiz Jones,U.S. House,23,DEM,Zavala,Precinct 1A,272
Ruben Corvalan,U.S. House,23,LIB,Zavala,Precinct 1A,4
Greg Abbott,Governor,,REP,Zavala,Precinct 1A,76
Lupe Valdez,Governor,,DEM,Zavala,Precinct 1A,248
Mark Jay Tippetts,Governor,,LIB,Zavala,Precinct 1A,1
Dan Patrick,Lieutenant Governor,,REP,Zavala,Precinct 1A,59
Mike Collier,Lieutenant Governor,,DEM,Zavala,Precinct 1A,254
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Zavala,Precinct 1A,4
Ken Paxton,Attorney General,,REP,Zavala,Precinct 1A,54
Justin Nelson,Attorney General,,DEM,Zavala,Precinct 1A,261
Michael Ray Harris,Attorney General,,LIB,Zavala,Precinct 1A,2
Glenn Hegar,Comptroller of Public Accounts,,REP,Zavala,Precinct 1A,52
Joi Chevalier,Comptroller of Public Accounts,,DEM,Zavala,Precinct 1A,250
Ben Sanders,Comptroller of Public Accounts,,LIB,Zavala,Precinct 1A,11
George P. Bush,Commissioner of the General Land Office,,REP,Zavala,Precinct 1A,61
Miguel Suazo,Commissioner of the General Land Office,,DEM,Zavala,Precinct 1A,252
Matt Pina,Commissioner of the General Land Office,,LIB,Zavala,Precinct 1A,1
Sid Miller,Commissioner of Agriculture,,REP,Zavala,Precinct 1A,47
Kim Olson,Commissioner of Agriculture,,DEM,Zavala,Precinct 1A,264
Richard Carpenter,Commissioner of Agriculture,,LIB,Zavala,Precinct 1A,3
Christi Craddick,Railroad Commissioner,,REP,Zavala,Precinct 1A,51
Roman McAllen,Railroad Commissioner,,DEM,Zavala,Precinct 1A,251
Mike Wright,Railroad Commissioner,,LIB,Zavala,Precinct 1A,10
Tracy King,State Representative,80,DEM,Zavala,Precinct 1A,282
,Ballots Cast,,,Zavala,Precinct 2,841
,Straight Party,,REP,Zavala,Precinct 2,60
,Straight Party,,DEM,Zavala,Precinct 2,461
,Straight Party,,LIB,Zavala,Precinct 2,4
Ted Cruz,U.S. Senate,,REP,Zavala,Precinct 2,131
Beto O'Rourke,U.S. Senate,,DEM,Zavala,Precinct 2,665
Neal M Dikeman,U.S. Senate,,LIB,Zavala,Precinct 2,4
Will Hurd,U.S. House,23,REP,Zavala,Precinct 2,127
Gina Ortiz Jones,U.S. House,23,DEM,Zavala,Precinct 2,654
Ruben Corvalan,U.S. House,23,LIB,Zavala,Precinct 2,15
Greg Abbott,Governor,,REP,Zavala,Precinct 2,179
Lupe Valdez,Governor,,DEM,Zavala,Precinct 2,597
Mark Jay Tippetts,Governor,,LIB,Zavala,Precinct 2,7
Dan Patrick,Lieutenant Governor,,REP,Zavala,Precinct 2,141
Mike Collier,Lieutenant Governor,,DEM,Zavala,Precinct 2,612
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Zavala,Precinct 2,13
Ken Paxton,Attorney General,,REP,Zavala,Precinct 2,132
Justin Nelson,Attorney General,,DEM,Zavala,Precinct 2,625
Michael Ray Harris,Attorney General,,LIB,Zavala,Precinct 2,9
Glenn Hegar,Comptroller of Public Accounts,,REP,Zavala,Precinct 2,127
Joi Chevalier,Comptroller of Public Accounts,,DEM,Zavala,Precinct 2,600
Ben Sanders,Comptroller of Public Accounts,,LIB,Zavala,Precinct 2,30
George P. Bush,Commissioner of the General Land Office,,REP,Zavala,Precinct 2,144
Miguel Suazo,Commissioner of the General Land Office,,DEM,Zavala,Precinct 2,607
Matt Pina,Commissioner of the General Land Office,,LIB,Zavala,Precinct 2,13
Sid Miller,Commissioner of Agriculture,,REP,Zavala,Precinct 2,119
Kim Olson,Commissioner of Agriculture,,DEM,Zavala,Precinct 2,635
Richard Carpenter,Commissioner of Agriculture,,LIB,Zavala,Precinct 2,11
Christi Craddick,Railroad Commissioner,,REP,Zavala,Precinct 2,118
Roman McAllen,Railroad Commissioner,,DEM,Zavala,Precinct 2,632
Mike Wright,Railroad Commissioner,,LIB,Zavala,Precinct 2,15
Tracy King,State Representative,80,DEM,Zavala,Precinct 2,688
,Ballots Cast,,,Zavala,Precinct 3,758
,Straight Party,,REP,Zavala,Precinct 3,40
,Straight Party,,DEM,Zavala,Precinct 3,448
,Straight Party,,LIB,Zavala,Precinct 3,1
Ted Cruz,U.S. Senate,,REP,Zavala,Precinct 3,79
Beto O'Rourke,U.S. Senate,,DEM,Zavala,Precinct 3,636
Neal M Dikeman,U.S. Senate,,LIB,Zavala,Precinct 3,7
Will Hurd,U.S. House,23,REP,Zavala,Precinct 3,74
Gina Ortiz Jones,U.S. House,23,DEM,Zavala,Precinct 3,624
Ruben Corvalan,U.S. House,23,LIB,Zavala,Precinct 3,12
Greg Abbott,Governor,,REP,Zavala,Precinct 3,120
Lupe Valdez,Governor,,DEM,Zavala,Precinct 3,579
Mark Jay Tippetts,Governor,,LIB,Zavala,Precinct 3,5
Dan Patrick,Lieutenant Governor,,REP,Zavala,Precinct 3,88
Mike Collier,Lieutenant Governor,,DEM,Zavala,Precinct 3,594
Kerry Douglas McKennon,Lieutenant Governor,,LIB,Zavala,Precinct 3,10
Ken Paxton,Attorney General,,REP,Zavala,Precinct 3,79
Justin Nelson,Attorney General,,DEM,Zavala,Precinct 3,600
Michael Ray Harris,Attorney General,,LIB,Zavala,Precinct 3,12
Glenn Hegar,Comptroller of Public Accounts,,REP,Zavala,Precinct 3,74
Joi Chevalier,Comptroller of Public Accounts,,DEM,Zavala,Precinct 3,582
Ben Sanders,Comptroller of Public Accounts,,LIB,Zavala,Precinct 3,29
George P. Bush,Commissioner of the General Land Office,,REP,Zavala,Precinct 3,96
Miguel Suazo,Commissioner of the General Land Office,,DEM,Zavala,Precinct 3,582
Matt Pina,Commissioner of the General Land Office,,LIB,Zavala,Precinct 3,9
Sid Miller,Commissioner of Agriculture,,REP,Zavala,Precinct 3,69
Kim Olson,Commissioner of Agriculture,,DEM,Zavala,Precinct 3,599
Richard Carpenter,Commissioner of Agriculture,,LIB,Zavala,Precinct 3,15
Christi Craddick,Railroad Commissioner,,REP,Zavala,Precinct 3,76
Roman McAllen,Railroad Commissioner,,DEM,Zavala,Precinct 3,592
Mike Wright,Railroad Commissioner,,LIB,Zavala,Precinct 3,17
Tracy King,State Representative,80,DEM,Zavala,Precinct 3,634
,Ballots Cast,,,Zavala,Precinct 4,585
,Straight Party,,REP,Zavala,Precinct 4,68
,Straight Party,,DEM,Zavala,Precinct 4,218
,Straight Party,,LIB,Zavala,Precinct 4,0
Ted Cruz,U.S. Senate,,REP,Zavala,Precinct 4,191
