county,precinct,office,district,candidate,party,votes,early_voting,election_day
Tyler,10,Ballots Cast,,,,726,420,306
Tyler,10,Straight Party,,,REP,319,202,117
Tyler,10,Straight Party,,,DEM,30,17,13
Tyler,10,Straight Party,,,LIB,2,1,1
Tyler,10,U.S. Senate,,Ted Cruz,REP,629,364,265
Tyler,10,U.S. Senate,,Beto O'Rourke,DEM,88,53,35
Tyler,10,U.S. Senate,,Neal M. Dikeman,LIB,7,2,5
Tyler,10,U.S. House,36,Brian Babin,REP,645,374,271
Tyler,10,U.S. House,36,Dayna Steele,DEM,75,45,30
Tyler,10,Governor,,Greg Abbott,REP,646,379,268
Tyler,10,Governor,,Lupe Valdez,DEM,68,36,32
Tyler,10,Governor,,Mark Jay Tippetts,LIB,8,3,4
Tyler,10,Lieutenant Governor,,Dan Patrick,REP,592,354,238
Tyler,10,Lieutenant Governor,,Mike Collier,DEM,110,60,50
Tyler,10,Lieutenant Governor,,Kerry Douglas McKennon,LIB,11,4,7
Tyler,10,Attorney General,,Ken Paxton,REP,614,362,252
Tyler,10,Attorney General,,Justin Nelson,DEM,89,50,39
Tyler,10,Attorney General,,Michael Ray Harris,LIB,10,4,6
Tyler,10,Comptroller of Public Accounts,,Glenn Hegar,REP,611,363,248
Tyler,10,Comptroller of Public Accounts,,Joi Chevalier,DEM,75,42,33
Tyler,10,Comptroller of Public Accounts,,Ben Sanders,LIB,18,8,10
Tyler,10,Commissioner of the General Land Office,,George P. Bush,REP,583,343,240
Tyler,10,Commissioner of the General Land Office,,Miguel Suazo,DEM,87,47,40
Tyler,10,Commissioner of the General Land Office,,Matt Pina,LIB,39,22,17
Tyler,16,Ballots Cast,,,,293,148,145
Tyler,16,Straight Party,,,REP,154,86,68
Tyler,16,Straight Party,,,DEM,12,6,6
Tyler,16,Straight Party,,,LIB,1,0,1
Tyler,16,U.S. Senate,,Ted Cruz,REP,258,138,120
Tyler,16,U.S. Senate,,Beto O'Rourke,DEM,33,10,23
Tyler,16,U.S. Senate,,Neal M. Dikeman,LIB,1,0,1
Tyler,16,U.S. House,36,Brian Babin,REP,260,135,125
Tyler,16,U.S. House,36,Dayna Steele,DEM,31,12,19
Tyler,16,Governor,,Greg Abbott,REP,263,136,127
Tyler,16,Governor,,Lupe Valdez,DEM,24,9,15
Tyler,16,Governor,,Mark Jay Tippetts,LIB,3,0,3
Tyler,16,Lieutenant Governor,,Dan Patrick,REP,251,133,118
Tyler,16,Lieutenant Governor,,Mike Collier,DEM,34,11,23
Tyler,16,Lieutenant Governor,,Kerry Douglas McKennon,LIB,4,1,3
Tyler,16,Attorney General,,Ken Paxton,REP,251,133,118
Tyler,16,Attorney General,,Justin Nelson,DEM,34,12,22
Tyler,16,Attorney General,,Michael Ray Harris,LIB,6,2,4
Tyler,16,Comptroller of Public Accounts,,Glenn Hegar,REP,251,136,115
Tyler,16,Comptroller of Public Accounts,,Joi Chevalier,DEM,30,9,21
Tyler,16,Comptroller of Public Accounts,,Ben Sanders,LIB,6,1,5
Tyler,16,Commissioner of the General Land Office,,George P. Bush,REP,253,133,120
Tyler,16,Commissioner of the General Land Office,,Miguel Suazo,DEM,25,10,15
Tyler,16,Commissioner of the General Land Office,,Matt Pina,LIB,9,3,6
Tyler,8,Ballots Cast,,,,126,67,59
Tyler,8,Straight Party,,,REP,67,42,25
Tyler,8,Straight Party,,,DEM,7,3,4
Tyler,8,Straight Party,,,LIB,0,0,0
Tyler,8,U.S. Senate,,Ted Cruz,REP,110,60,50
Tyler,8,U.S. Senate,,Beto O'Rourke,DEM,12,5,7
Tyler,8,U.S. Senate,,Neal M. Dikeman,LIB,2,0,2
Tyler,8,U.S. House,36,Brian Babin,REP,112,59,53
Tyler,8,U.S. House,36,Dayna Steele,DEM,11,5,6
Tyler,8,Governor,,Greg Abbott,REP,112,60,53
Tyler,8,Governor,,Lupe Valdez,DEM,9,6,4
Tyler,8,Governor,,Mark Jay Tippetts,LIB,2,0,2
Tyler,8,Lieutenant Governor,,Dan Patrick,REP,107,58,49
Tyler,8,Lieutenant Governor,,Mike Collier,DEM,14,5,9
Tyler,8,Lieutenant Governor,,Kerry Douglas McKennon,LIB,2,1,1
Tyler,8,Attorney General,,Ken Paxton,REP,108,58,50
Tyler,8,Attorney General,,Justin Nelson,DEM,14,6,8
Tyler,8,Attorney General,,Michael Ray Harris,LIB,1,0,1
Tyler,8,Comptroller of Public Accounts,,Glenn Hegar,REP,106,56,50
Tyler,8,Comptroller of Public Accounts,,Joi Chevalier,DEM,12,6,6
Tyler,8,Comptroller of Public Accounts,,Ben Sanders,LIB,3,0,3
Tyler,8,Commissioner of the General Land Office,,George P. Bush,REP,103,53,50
Tyler,8,Commissioner of the General Land Office,,Miguel Suazo,DEM,13,6,7
Tyler,8,Commissioner of the General Land Office,,Matt Pina,LIB,4,2,2
Tyler,1,Ballots Cast,,,,406,297,109
Tyler,1,Straight Party,,,REP,171,122,49
Tyler,1,Straight Party,,,DEM,30,23,7
Tyler,1,Straight Party,,,LIB,1,0,1
Tyler,1,U.S. Senate,,Ted Cruz,REP,330,247,83
Tyler,1,U.S. Senate,,Beto O'Rourke,DEM,72,47,25
Tyler,1,U.S. Senate,,Neal M. Dikeman,LIB,2,1,1
Tyler,1,U.S. House,36,Brian Babin,REP,338,252,86
Tyler,1,U.S. House,36,Dayna Steele,DEM,63,43,20
Tyler,1,Governor,,Greg Abbott,REP,336,250,86
Tyler,1,Governor,,Lupe Valdez,DEM,63,41,22
Tyler,1,Governor,,Mark Jay Tippetts,LIB,5,4,1
Tyler,1,Lieutenant Governor,,Dan Patrick,REP,305,227,78
Tyler,1,Lieutenant Governor,,Mike Collier,DEM,85,58,27
Tyler,1,Lieutenant Governor,,Kerry Douglas McKennon,LIB,5,2,3
Tyler,1,Attorney General,,Ken Paxton,REP,315,235,80
Tyler,1,Attorney General,,Justin Nelson,DEM,76,50,26
Tyler,1,Attorney General,,Michael Ray Harris,LIB,3,2,1
Tyler,1,Comptroller of Public Accounts,,Glenn Hegar,REP,315,234,81
Tyler,1,Comptroller of Public Accounts,,Joi Chevalier,DEM,62,41,21
