county,precinct,precinct_name,office,district,candidate,party,early_voting,election_day,votes
Schleicher,4,OLG-ROOM A,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,3,1,4
Schleicher,1,Methodist Church-Edu Room,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,149,62,211
Schleicher,1,Methodist Church-Edu Room,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,38,27,65
Schleicher,2,Memorial Bldg-Election Rm,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,121,65,186
Schleicher,2,Memorial Bldg-Election Rm,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,31,21,52
Schleicher,3,OLG-ROOM B,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,40,10,50
Schleicher,3,OLG-ROOM B,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,18,20,38
Schleicher,4,OLG-ROOM A,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,199,73,272
Schleicher,4,OLG-ROOM A,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,25,21,46
Schleicher,1,Methodist Church-Edu Room,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,13,15,28
Schleicher,1,Methodist Church-Edu Room,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,159,72,231
Schleicher,2,Memorial Bldg-Election Rm,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,15,8,23
Schleicher,2,Memorial Bldg-Election Rm,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,129,70,199
Schleicher,3,OLG-ROOM B,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,8,13,21
Schleicher,3,OLG-ROOM B,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,42,15,57
Schleicher,4,OLG-ROOM A,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,13,11,24
Schleicher,4,OLG-ROOM A,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,201,76,277
Schleicher,1,Methodist Church-Edu Room,State Representative,53,Andrew S.  Murr,REP,160,65,225
Schleicher,1,Methodist Church-Edu Room,State Representative,53,Stephanie Lochte  Ertel,DEM,32,27,59
Schleicher,2,Memorial Bldg-Election Rm,State Representative,53,Andrew S.  Murr,REP,127,69,196
Schleicher,2,Memorial Bldg-Election Rm,State Representative,53,Stephanie Lochte  Ertel,DEM,24,17,41
Schleicher,3,OLG-ROOM B,State Representative,53,Andrew S.  Murr,REP,41,11,52
Schleicher,3,OLG-ROOM B,State Representative,53,Stephanie Lochte  Ertel,DEM,17,19,36
Schleicher,4,OLG-ROOM A,State Representative,53,Andrew S.  Murr,REP,205,76,281
Schleicher,4,OLG-ROOM A,State Representative,53,Stephanie Lochte  Ertel,DEM,24,18,42
Schleicher,1,Methodist Church-Edu Room,U.S. Senate,,Beto  O'Rourke,DEM,40,30,70
Schleicher,1,Methodist Church-Edu Room,U.S. Senate,,Neal M.  Dikeman,LIB,2,1,3
Schleicher,1,Methodist Church-Edu Room,U.S. Senate,,Ted  Cruz,REP,156,62,218
Schleicher,2,Memorial Bldg-Election Rm,U.S. Senate,,Beto  O'Rourke,DEM,30,23,53
Schleicher,2,Memorial Bldg-Election Rm,U.S. Senate,,Neal M.  Dikeman,LIB,1,1,2
Schleicher,2,Memorial Bldg-Election Rm,U.S. Senate,,Ted  Cruz,REP,123,63,186
Schleicher,3,OLG-ROOM B,U.S. Senate,,Beto  O'Rourke,DEM,18,21,39
Schleicher,3,OLG-ROOM B,U.S. Senate,,Neal M.  Dikeman,LIB,1,0,1
Schleicher,3,OLG-ROOM B,U.S. Senate,,Ted  Cruz,REP,40,11,51
Schleicher,4,OLG-ROOM A,U.S. Senate,,Beto  O'Rourke,DEM,26,21,47
Schleicher,4,OLG-ROOM A,U.S. Senate,,Neal M.  Dikeman,LIB,1,1,2
Schleicher,4,OLG-ROOM A,U.S. Senate,,Ted  Cruz,REP,205,75,280
Schleicher,1,Methodist Church-Edu Room,Governor,,Greg  Abbott,REP,157,65,222
Schleicher,1,Methodist Church-Edu Room,Governor,,Lupe  Valdez,DEM,37,28,65
Schleicher,1,Methodist Church-Edu Room,Governor,,Mark Jay Tippetts,LIB,3,1,4
Schleicher,2,Memorial Bldg-Election Rm,Governor,,Greg  Abbott,REP,125,70,195
Schleicher,2,Memorial Bldg-Election Rm,Governor,,Lupe  Valdez,DEM,28,17,45
Schleicher,2,Memorial Bldg-Election Rm,Governor,,Mark Jay Tippetts,LIB,5,0,5
Schleicher,3,OLG-ROOM B,Governor,,Greg  Abbott,REP,42,15,57
Schleicher,3,OLG-ROOM B,Governor,,Lupe  Valdez,DEM,16,18,34
Schleicher,3,OLG-ROOM B,Governor,,Mark Jay Tippetts,LIB,1,0,1
Schleicher,4,OLG-ROOM A,Governor,,Greg  Abbott,REP,209,75,284
Schleicher,4,OLG-ROOM A,Governor,,Lupe  Valdez,DEM,23,20,43
Schleicher,4,OLG-ROOM A,Governor,,Mark Jay Tippetts,LIB,1,1,2
Schleicher,1,Methodist Church-Edu Room,Railroad Commissioner,,Christi  Craddick,REP,144,59,203
Schleicher,1,Methodist Church-Edu Room,Railroad Commissioner,,Mike Wright,LIB,7,3,10
Schleicher,1,Methodist Church-Edu Room,Railroad Commissioner,,Roman  McAllen,DEM,36,27,63
Schleicher,2,Memorial Bldg-Election Rm,Railroad Commissioner,,Christi  Craddick,REP,121,63,184
Schleicher,2,Memorial Bldg-Election Rm,Railroad Commissioner,,Mike Wright,LIB,3,3,6
Schleicher,2,Memorial Bldg-Election Rm,Railroad Commissioner,,Roman  McAllen,DEM,28,20,48
Schleicher,3,OLG-ROOM B,Railroad Commissioner,,Christi  Craddick,REP,39,10,49
Schleicher,3,OLG-ROOM B,Railroad Commissioner,,Mike Wright,LIB,1,2,3
Schleicher,3,OLG-ROOM B,Railroad Commissioner,,Roman  McAllen,DEM,18,18,36
Schleicher,4,OLG-ROOM A,Railroad Commissioner,,Christi  Craddick,REP,201,72,273
Schleicher,4,OLG-ROOM A,Railroad Commissioner,,Mike Wright,LIB,2,2,4
Schleicher,4,OLG-ROOM A,Railroad Commissioner,,Roman  McAllen,DEM,25,20,45
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,143,60,203
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,43,30,73
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,118,65,183
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,36,20,56
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,39,9,48
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,19,21,40
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,201,74,275
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,25,20,45
Schleicher,1,Methodist Church-Edu Room,Attorney General,,Justin  Nelson,DEM,45,32,77
Schleicher,1,Methodist Church-Edu Room,Attorney General,,Ken  Paxton,REP,143,57,200
Schleicher,1,Methodist Church-Edu Room,Attorney General,,Michael Ray Harris,LIB,4,2,6
Schleicher,2,Memorial Bldg-Election Rm,Attorney General,,Justin  Nelson,DEM,36,22,58
Schleicher,2,Memorial Bldg-Election Rm,Attorney General,,Ken  Paxton,REP,112,63,175
Schleicher,2,Memorial Bldg-Election Rm,Attorney General,,Michael Ray Harris,LIB,5,2,7
Schleicher,3,OLG-ROOM B,Attorney General,,Justin  Nelson,DEM,18,19,37
Schleicher,3,OLG-ROOM B,Attorney General,,Ken  Paxton,REP,40,9,49
Schleicher,3,OLG-ROOM B,Attorney General,,Michael Ray Harris,LIB,1,2,3
Schleicher,4,OLG-ROOM A,Attorney General,,Justin  Nelson,DEM,29,21,50
Schleicher,4,OLG-ROOM A,Attorney General,,Ken  Paxton,REP,195,72,267
Schleicher,4,OLG-ROOM A,Attorney General,,Michael Ray Harris,LIB,3,1,4
Schleicher,1,Methodist Church-Edu Room,Commissioner of Agriculture,,Kim  Olson,DEM,43,31,74
Schleicher,1,Methodist Church-Edu Room,Commissioner of Agriculture,,Richard Carpenter,LIB,1,2,3
Schleicher,1,Methodist Church-Edu Room,Commissioner of Agriculture,,Sid  Miller,REP,148,55,203
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of Agriculture,,Kim  Olson,DEM,28,20,48
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of Agriculture,,Richard Carpenter,LIB,9,2,11
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of Agriculture,,Sid  Miller,REP,115,64,179
Schleicher,3,OLG-ROOM B,Commissioner of Agriculture,,Kim  Olson,DEM,19,19,38
Schleicher,3,OLG-ROOM B,Commissioner of Agriculture,,Richard Carpenter,LIB,1,2,3
Schleicher,3,OLG-ROOM B,Commissioner of Agriculture,,Sid  Miller,REP,38,8,46
Schleicher,4,OLG-ROOM A,Commissioner of Agriculture,,Kim  Olson,DEM,28,20,48
Schleicher,4,OLG-ROOM A,Commissioner of Agriculture,,Richard Carpenter,LIB,2,3,5
Schleicher,4,OLG-ROOM A,Commissioner of Agriculture,,Sid  Miller,REP,197,70,267
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,143,57,200
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,39,31,70
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,120,66,186
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,31,19,50
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,38,11,49
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,18,19,37
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 6",,Jeff  Brown,REP,200,75,275
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 6",,Kathy  Cheng,DEM,24,17,41
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 2",,Cindy Olson  Bourland,REP,145,59,204
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 2",,Edward  Smith,DEM,41,30,71
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 2",,Cindy Olson  Bourland,REP,121,62,183
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 2",,Edward  Smith,DEM,29,22,51
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 2",,Cindy Olson  Bourland,REP,37,9,46
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 2",,Edward  Smith,DEM,20,21,41
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 2",,Cindy Olson  Bourland,REP,195,76,271
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 2",,Edward  Smith,DEM,28,18,46
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 3",,Chari  Kelly,DEM,41,30,71
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 3",,Scott  Field,REP,146,60,206
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 3",,Chari  Kelly,DEM,33,21,54
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 3",,Scott  Field,REP,115,63,178
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 3",,Chari  Kelly,DEM,18,19,37
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 3",,Scott  Field,REP,39,10,49
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 3",,Chari  Kelly,DEM,23,20,43
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 3",,Scott  Field,REP,201,74,275
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 5",,David  Puryear,REP,145,59,204
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 5",,Thomas J.  Baker,DEM,39,32,71
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 5",,David  Puryear,REP,118,62,180
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 5",,Thomas J.  Baker,DEM,30,22,52
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 5",,David  Puryear,REP,39,8,47
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 5",,Thomas J.  Baker,DEM,18,22,40
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 5",,David  Puryear,REP,199,74,273
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 5",,Thomas J.  Baker,DEM,26,20,46
Schleicher,1,Methodist Church-Edu Room,Lieutenant Governor,,Dan  Patrick,REP,132,51,183
Schleicher,1,Methodist Church-Edu Room,Lieutenant Governor,,Kerry Douglas McKennon,LIB,3,0,3
Schleicher,1,Methodist Church-Edu Room,Lieutenant Governor,,Mike  Collier,DEM,57,39,96
Schleicher,2,Memorial Bldg-Election Rm,Lieutenant Governor,,Dan  Patrick,REP,112,63,175
Schleicher,2,Memorial Bldg-Election Rm,Lieutenant Governor,,Kerry Douglas McKennon,LIB,5,0,5
Schleicher,2,Memorial Bldg-Election Rm,Lieutenant Governor,,Mike  Collier,DEM,39,24,63
Schleicher,3,OLG-ROOM B,Lieutenant Governor,,Dan  Patrick,REP,39,12,51
Schleicher,3,OLG-ROOM B,Lieutenant Governor,,Kerry Douglas McKennon,LIB,0,1,1
Schleicher,3,OLG-ROOM B,Lieutenant Governor,,Mike  Collier,DEM,18,18,36
Schleicher,4,OLG-ROOM A,Lieutenant Governor,,Dan  Patrick,REP,189,69,258
Schleicher,4,OLG-ROOM A,Lieutenant Governor,,Kerry Douglas McKennon,LIB,3,0,3
Schleicher,4,OLG-ROOM A,Lieutenant Governor,,Mike  Collier,DEM,33,24,57
Schleicher,1,Methodist Church-Edu Room,Commissioner of the General Land Office,,George P.  Bush,REP,141,61,202
Schleicher,1,Methodist Church-Edu Room,Commissioner of the General Land Office,,Matt Pina,LIB,6,7,13
Schleicher,1,Methodist Church-Edu Room,Commissioner of the General Land Office,,Miguel  Suazo,DEM,41,24,65
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of the General Land Office,,George P.  Bush,REP,115,65,180
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of the General Land Office,,Matt Pina,LIB,13,3,16
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of the General Land Office,,Miguel  Suazo,DEM,26,18,44
Schleicher,3,OLG-ROOM B,Commissioner of the General Land Office,,George P.  Bush,REP,38,14,52
Schleicher,3,OLG-ROOM B,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,1
Schleicher,3,OLG-ROOM B,Commissioner of the General Land Office,,Miguel  Suazo,DEM,16,16,32
Schleicher,4,OLG-ROOM A,Commissioner of the General Land Office,,George P.  Bush,REP,194,71,265
Schleicher,4,OLG-ROOM A,Commissioner of the General Land Office,,Matt Pina,LIB,6,6,12
Schleicher,4,OLG-ROOM A,Commissioner of the General Land Office,,Miguel  Suazo,DEM,27,17,44
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 4",,John  Devine,REP,142,60,202
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,40,30,70
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 4",,John  Devine,REP,116,65,181
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,32,19,51
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 4",,John  Devine,REP,38,10,48
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,18,20,38
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 4",,John  Devine,REP,198,72,270
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,26,20,46
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 6",,Gisela D.  Triana,DEM,38,30,68
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 6",,Kerry O'Brien,ONA,0,1,1
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 6",,"Michael ""Mike"" Toth",REP,149,59,208
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 6",,Gisela D.  Triana,DEM,36,22,58
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 6",,Kerry O'Brien,ONA,0,0,0
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 6",,"Michael ""Mike"" Toth",REP,113,63,176
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 6",,Gisela D.  Triana,DEM,18,18,36
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 6",,Kerry O'Brien,ONA,0,0,0
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 6",,"Michael ""Mike"" Toth",REP,39,12,51
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 6",,Gisela D.  Triana,DEM,25,20,45
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 6",,Kerry O'Brien,ONA,0,0,0
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 6",,"Michael ""Mike"" Toth",REP,199,74,273
Schleicher,1,Methodist Church-Edu Room,County Judge,,Charles (Charlie) Bradley,REP,171,79,250
Schleicher,1,Methodist Church-Edu Room,County Judge,,Rey Lucio,IND,16,14,30
Schleicher,2,Memorial Bldg-Election Rm,County Judge,,Charles (Charlie) Bradley,REP,131,75,206
Schleicher,2,Memorial Bldg-Election Rm,County Judge,,Rey Lucio,IND,15,11,26
Schleicher,3,OLG-ROOM B,County Judge,,Charles (Charlie) Bradley,REP,47,23,70
Schleicher,3,OLG-ROOM B,County Judge,,Rey Lucio,IND,8,9,17
Schleicher,4,OLG-ROOM A,County Judge,,Charles (Charlie) Bradley,REP,210,75,285
Schleicher,4,OLG-ROOM A,County Judge,,Rey Lucio,IND,15,16,31
Schleicher,1,Methodist Church-Edu Room,District and County Clerk,,Mary Ann Gonzalez,DEM,136,81,217
Schleicher,2,Memorial Bldg-Election Rm,District and County Clerk,,Mary Ann Gonzalez,DEM,100,60,160
Schleicher,3,OLG-ROOM B,District and County Clerk,,Mary Ann Gonzalez,DEM,37,27,64
Schleicher,4,OLG-ROOM A,District and County Clerk,,Mary Ann Gonzalez,DEM,162,63,225
Schleicher,1,Methodist Church-Edu Room,County Treasurer,,Jennifer L Henderson,REP,173,88,261
Schleicher,2,Memorial Bldg-Election Rm,County Treasurer,,Jennifer L Henderson,REP,139,78,217
Schleicher,3,OLG-ROOM B,County Treasurer,,Jennifer L Henderson,REP,50,27,77
Schleicher,4,OLG-ROOM A,County Treasurer,,Jennifer L Henderson,REP,208,87,295
Schleicher,1,Methodist Church-Edu Room,Justice of the Peace,,Phil Edmiston,REP,173,88,261
Schleicher,2,Memorial Bldg-Election Rm,Justice of the Peace,,Phil Edmiston,REP,137,78,215
Schleicher,3,OLG-ROOM B,Justice of the Peace,,Phil Edmiston,REP,50,27,77
Schleicher,4,OLG-ROOM A,Justice of the Peace,,Phil Edmiston,REP,206,85,291
Schleicher,2,Memorial Bldg-Election Rm,"County Commissioner, Precinct No. 2",,Steve D Nelson,REP,146,77,223
Schleicher,4,OLG-ROOM A,"County Commissioner, Precinct No. 4",,Chris E. Meador,REP,210,85,295
