county,precinct,office,district,party,candidate,votes,early_voting,election_day
Shackelford,101,U.S. Senate,,REP,Mary Miller,13,10,3
Shackelford,101,U.S. Senate,,REP,Ted Cruz,176,115,61
Shackelford,101,U.S. Senate,,REP,Over Votes,0,0,0
Shackelford,101,U.S. Senate,,REP,Under Votes,13,8,5
Shackelford,101,Registered Voters,,REP,,0,,
Shackelford,101,Ballots Cast,,REP,,212,137,1
Shackelford,101,U.S. Senate,,REP,Geraldine Sam,2,1,1
Shackelford,101,U.S. Senate,,REP,Over Votes,0,0,0
Shackelford,101,U.S. Senate,,REP,Under Votes,13,8,5
Shackelford,101,U.S. Senate,,REP,Stefano de Stefano,0,0,0
Shackelford,101,U.S. Senate,,REP,"Bruce Jacobson, Jr.",6,2,4
Shackelford,101,U.S. House,19,REP,Jodey Arrington,183,116,67
Shackelford,101,U.S. House,19,REP,Over Votes,0,0,0
Shackelford,101,U.S. House,19,REP,Under Votes,27,20,7
Shackelford,101,Governor,,REP,SECEDE Kilgore,3,0,3
Shackelford,101,Governor,,REP,Barbara Krueger,15,11,4
Shackelford,101,Governor,,REP,Greg Abbott,183,119,64
Shackelford,101,Lieutenant Governor,,REP,Dan Patrick,144,95,49
Shackelford,101,Lieutenant Governor,,REP,Scott Milder,49,32,17
Shackelford,101,Lieutenant Governor,,REP,Over Votes,0,0,0
Shackelford,101,Lieutenant Governor,,REP,Under Votes,17,9,8
Shackelford,101,Attorney General,,REP,Ken Paxton,181,118,63
Shackelford,101,Comptroller of Public Accounts,,REP,Glenn Hegar,168,107,61
Shackelford,101,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Shackelford,101,Comptroller of Public Accounts,,REP,Under Votes,42,29,13
Shackelford,101,Commissioner of the General Land Office,,REP,Rick Range,21,14,7
Shackelford,101,Commissioner of the General Land Office,,REP,George P. Bush,129,84,45
Shackelford,101,Commissioner of the General Land Office,,REP,Jerry Patterson,30,19,11
Shackelford,101,Commissioner of the General Land Office,,REP,Davey Edwards,4,3,1
Shackelford,101,Commissioner of the General Land Office,,REP,Over Votes,1,1,0
Shackelford,101,Commissioner of the General Land Office,,REP,Under Votes,25,15,10
Shackelford,101,Commissioner of Agriculture,,REP,Jim Hogan,42,28,14
Shackelford,101,Commissioner of Agriculture,,REP,Sid Miller,111,65,46
Shackelford,101,Commissioner of Agriculture,,REP,Trey Blocker,13,10,3
Shackelford,101,Railroad Commissioner,,REP,Christi Craddick,128,89,39
Shackelford,101,Railroad Commissioner,,REP,Over Votes,0,0,0
Shackelford,101,Railroad Commissioner,,REP,Under Votes,46,31,15
Shackelford,101,Railroad Commissioner,,REP,Weston Martinez,36,16,20
Shackelford,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,157,100,57
Shackelford,101,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Shackelford,101,"Justice, Supreme Court, Place 2",,REP,Under Votes,53,36,17
Shackelford,101,"Justice, Supreme Court, Place 4",,REP,John Devine,157,99,58
Shackelford,101,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Shackelford,101,"Justice, Supreme Court, Place 4",,REP,Under Votes,53,37,16
Shackelford,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,158,100,58
Shackelford,101,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Shackelford,101,"Justice, Supreme Court, Place 6",,REP,Under Votes,52,36,16
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,95,59,36
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,58,38,20
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,57,39,18
Shackelford,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,148,96,52
Shackelford,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Shackelford,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,62,40,22
Shackelford,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,77,47,30
Shackelford,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,32,22,10
Shackelford,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Shackelford,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,66,45,21
Shackelford,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,35,22,13
Shackelford,101,State Representative,60,REP,Jim Largent,58,44,14
Shackelford,101,State Representative,60,REP,Over Votes,0,0,0
Shackelford,101,State Representative,60,REP,Under Votes,24,15,9
Shackelford,101,State Representative,60,REP,Gregory Risse,2,1,1
Shackelford,101,State Representative,60,REP,Mike Lang,126,76,50
Shackelford,101,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,148,91,57
Shackelford,101,"Chief Justice, 11th Court of Appeals District",,REP,Over Votes,0,0,0
Shackelford,101,"Chief Justice, 11th Court of Appeals District",,REP,Under Votes,62,45,17
Shackelford,101,County Judge,,REP,Brian Cope,13,5,8
Shackelford,101,County Judge,,REP,Over Votes,0,0,0
Shackelford,101,County Judge,,REP,Under Votes,1,0,1
Shackelford,101,County Judge,,REP,"Robert ""Bob"" Skelton",161,108,53
Shackelford,101,County Judge,,REP,Melinda Viertel Lucas,35,23,12
Shackelford,101,District and County Clerk,,REP,Cheri Hawkins,192,124,68
Shackelford,101,District and County Clerk,,REP,Over Votes,0,0,0
Shackelford,101,District and County Clerk,,REP,Under Votes,18,12,6
Shackelford,101,County Treasurer,,REP,Tammy Brown,189,123,66
Shackelford,101,County Treasurer,,REP,Over Votes,0,0,0
Shackelford,101,County Treasurer,,REP,Under Votes,21,13,8
Shackelford,101,Justice of the Peace,,REP,James Breeden,185,120,65
Shackelford,101,Justice of the Peace,,REP,Over Votes,0,0,0
Shackelford,101,Justice of the Peace,,REP,Under Votes,25,16,9
Shackelford,101,U.S. Senate,,DEM,Over Votes,0,0,0
Shackelford,101,U.S. Senate,,DEM,Under Votes,1,0,1
Shackelford,101,Registered Voters,,DEM,,0,,
Shackelford,101,Ballots Cast,,DEM,,212,137,0
Shackelford,101,U.S. Senate,,DEM,Beto O'Rourke,1,1,0
Shackelford,101,U.S. Senate,,DEM,Over Votes,0,0,0
Shackelford,101,U.S. Senate,,DEM,Under Votes,1,0,1
Shackelford,101,U.S. Senate,,DEM,Edward Kimbrough,0,0,0
Shackelford,101,U.S. Senate,,DEM,Sema Hernandez,0,0,0
Shackelford,101,U.S. House,19,DEM,Miguel Levario,1,1,0
Shackelford,101,U.S. House,19,DEM,Over Votes,0,0,0
Shackelford,101,U.S. House,19,DEM,Under Votes,1,0,1
Shackelford,101,Governor,,DEM,Jeffrey Payne,0,0,0
Shackelford,101,Governor,,DEM,Adrian Ocegueda,0,0,0
Shackelford,101,Governor,,DEM,Over Votes,0,0,0
Shackelford,101,Governor,,DEM,Under Votes,1,0,1
Shackelford,101,Governor,,DEM,Joe Mumbach,0,0,0
Shackelford,101,Governor,,DEM,James Jolly Clark,0,0,0
Shackelford,101,Governor,,DEM,Andrew White,0,0,0
Shackelford,101,Governor,,DEM,Lupe Valdez,0,0,0
Shackelford,101,Governor,,DEM,Grady Yarbrough,0,0,0
Shackelford,101,Governor,,DEM,"Cedric Davis, Sr.",1,1,0
Shackelford,101,Governor,,DEM,Tom Wakely,0,0,0
Shackelford,101,Lieutenant Governor,,DEM,Michael Cooper,1,1,0
Shackelford,101,Lieutenant Governor,,DEM,Over Votes,0,0,0
Shackelford,101,Lieutenant Governor,,DEM,Under Votes,1,0,1
Shackelford,101,Lieutenant Governor,,DEM,Mike Collier,0,0,0
Shackelford,101,Attorney General,,DEM,Justin Nelson,1,1,0
Shackelford,101,Attorney General,,DEM,Over Votes,0,0,0
Shackelford,101,Attorney General,,DEM,Under Votes,1,0,1
Shackelford,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,0,0,0
Shackelford,101,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0
Shackelford,101,Comptroller of Public Accounts,,DEM,Under Votes,1,0,1
Shackelford,101,Comptroller of Public Accounts,,DEM,Tim Mahoney,1,1,0
Shackelford,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,0,0,0
Shackelford,101,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0
Shackelford,101,Commissioner of the General Land Office,,DEM,Under Votes,1,0,1
Shackelford,101,Commissioner of the General Land Office,,DEM,Tex Morgan,1,1,0
Shackelford,101,Commissioner of Agriculture,,DEM,Kim Olson,1,1,0
Shackelford,101,Commissioner of Agriculture,,DEM,Over Votes,0,0,0
Shackelford,101,Commissioner of Agriculture,,DEM,Under Votes,1,0,1
Shackelford,101,Railroad Commissioner,,DEM,Roman McAllen,0,0,0
Shackelford,101,Railroad Commissioner,,DEM,Chris Spellmon,1,1,0
Shackelford,101,Railroad Commissioner,,DEM,Over Votes,0,0,0
Shackelford,101,Railroad Commissioner,,DEM,Under Votes,1,0,1
Shackelford,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,1,1,0
Shackelford,101,"Justice, Supreme Court, Place 2",,DEM,Over Votes,0,0,0
Shackelford,101,"Justice, Supreme Court, Place 2",,DEM,Under Votes,1,0,1
Shackelford,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,1,1,0
Shackelford,101,"Justice, Supreme Court, Place 4",,DEM,Over Votes,0,0,0
Shackelford,101,"Justice, Supreme Court, Place 4",,DEM,Under Votes,1,0,1
Shackelford,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,1,1,0
Shackelford,101,"Justice, Supreme Court, Place 6",,DEM,Over Votes,0,0,0
Shackelford,101,"Justice, Supreme Court, Place 6",,DEM,Under Votes,1,0,1
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,1,1,0
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Over Votes,0,0,0
Shackelford,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Under Votes,1,0,1
Shackelford,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,1,1,0
Shackelford,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Over Votes,0,0,0
Shackelford,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Under Votes,1,0,1
Shackelford,101,"District Judge, 259th Judicial District",,DEM,Brooks H. Hagler,0,0,0
Shackelford,101,"District Judge, 259th Judicial District",,DEM,Over Votes,0,0,0
Shackelford,101,"District Judge, 259th Judicial District",,DEM,Under Votes,2,1,1
Shackelford,101,Proposition #1 Right to a 21st Century Public Education:,,,Yes,1,1,0
Shackelford,101,Proposition #1 Right to a 21st Century Public Education:,,,Over Votes,0,0,0
Shackelford,101,Proposition #1 Right to a 21st Century Public Education:,,,Under Votes,1,0,1
Shackelford,101,Proposition #1 Right to a 21st Century Public Education:,,,No,0,0,0
Shackelford,101,Proposition #2 Student Loan Debt:,,,Yes,1,1,0
Shackelford,101,Proposition #2 Student Loan Debt:,,,Over Votes,0,0,0
Shackelford,101,Proposition #2 Student Loan Debt:,,,Under Votes,1,0,1
Shackelford,101,Proposition #2 Student Loan Debt:,,,No,0,0,0
Shackelford,101,Proposition #3 Right to Healthcare:,,,Yes,1,1,0
Shackelford,101,Proposition #3 Right to Healthcare:,,,Over Votes,0,0,0
Shackelford,101,Proposition #3 Right to Healthcare:,,,Under Votes,1,0,1
Shackelford,101,Proposition #3 Right to Healthcare:,,,No,0,0,0
Shackelford,101,Proposition #4 Right to Economic Security:,,,Yes,1,1,0
Shackelford,101,Proposition #4 Right to Economic Security:,,,Over Votes,0,0,0
Shackelford,101,Proposition #4 Right to Economic Security:,,,Under Votes,1,0,1
Shackelford,101,Proposition #4 Right to Economic Security:,,,No,0,0,0
Shackelford,101,Proposition #5 National Jobs Program:,,,Yes,1,1,0
Shackelford,101,Proposition #5 National Jobs Program:,,,Over Votes,0,0,0
Shackelford,101,Proposition #5 National Jobs Program:,,,Under Votes,1,0,1
Shackelford,101,Proposition #5 National Jobs Program:,,,No,0,0,0
Shackelford,101,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,,Yes,1,1,0
Shackelford,101,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,,Over Votes,0,0,0
Shackelford,101,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,,Under Votes,1,0,1
Shackelford,101,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,,No,0,0,0
Shackelford,101,Proposition #7 Right to Dignity & Respect:,,,Yes,1,1,0
Shackelford,101,Proposition #7 Right to Dignity & Respect:,,,Over Votes,0,0,0
Shackelford,101,Proposition #7 Right to Dignity & Respect:,,,Under Votes,1,0,1
Shackelford,101,Proposition #7 Right to Dignity & Respect:,,,No,0,0,0
Shackelford,101,Proposition #8 Right to Housing:,,,Yes,0,0,0
Shackelford,101,Proposition #8 Right to Housing:,,,Over Votes,0,0,0
Shackelford,101,Proposition #8 Right to Housing:,,,Under Votes,1,0,1
Shackelford,101,Proposition #8 Right to Housing:,,,No,1,1,0
Shackelford,101,Proposition #9 Right to Vote:,,,Yes,0,0,0
Shackelford,101,Proposition #9 Right to Vote:,,,Over Votes,0,0,0
Shackelford,101,Proposition #9 Right to Vote:,,,Under Votes,1,0,1
Shackelford,101,Proposition #9 Right to Vote:,,,No,1,1,0
Shackelford,101,Proposition #10 Right to a Fair Criminal Justice System:,,,Yes,1,1,0
Shackelford,101,Proposition #10 Right to a Fair Criminal Justice System:,,,Over Votes,0,0,0
Shackelford,101,Proposition #10 Right to a Fair Criminal Justice System:,,,Under Votes,1,0,1
Shackelford,101,Proposition #10 Right to a Fair Criminal Justice System:,,,No,0,0,0
Shackelford,101,Proposition #11 Immigrant Rights:,,,Yes,0,0,0
Shackelford,101,Proposition #11 Immigrant Rights:,,,Over Votes,0,0,0
Shackelford,101,Proposition #11 Immigrant Rights:,,,Under Votes,1,0,1
Shackelford,101,Proposition #11 Immigrant Rights:,,,No,1,1,0
Shackelford,101,Proposition #12 Right to Fair Taxation:,,,Yes,1,1,0
Shackelford,101,Proposition #12 Right to Fair Taxation:,,,Over Votes,0,0,0
Shackelford,101,Proposition #12 Right to Fair Taxation:,,,Under Votes,1,0,1
Shackelford,101,Proposition #12 Right to Fair Taxation:,,,No,0,0,0
Shackelford,101,Proposition 1,,,YES,119,78,41
Shackelford,101,Proposition 1,,,Over Votes,0,0,0
Shackelford,101,Proposition 1,,,Under Votes,36,21,15
Shackelford,101,Proposition 1,,,NO,55,37,18
Shackelford,101,Proposition 2,,,YES,170,111,59
Shackelford,101,Proposition 2,,,Over Votes,0,0,0
Shackelford,101,Proposition 2,,,Under Votes,26,14,12
Shackelford,101,Proposition 2,,,NO,14,11,3
Shackelford,101,Proposition 3,,,YES,156,101,55
Shackelford,101,Proposition 3,,,Over Votes,0,0,0
Shackelford,101,Proposition 3,,,Under Votes,25,15,10
Shackelford,101,Proposition 3,,,NO,29,20,9
Shackelford,101,Proposition 4,,,YES,169,114,55
Shackelford,101,Proposition 4,,,Over Votes,0,0,0
Shackelford,101,Proposition 4,,,Under Votes,23,12,11
Shackelford,101,Proposition 4,,,NO,18,10,8
Shackelford,101,Proposition 5,,,YES,143,88,55
Shackelford,101,Proposition 5,,,Over Votes,0,0,0
Shackelford,101,Proposition 5,,,Under Votes,22,12,10
Shackelford,101,Proposition 5,,,NO,45,36,9
Shackelford,101,Proposition 6,,,YES,188,125,63
Shackelford,101,Proposition 6,,,Over Votes,0,0,0
Shackelford,101,Proposition 6,,,Under Votes,18,8,10
Shackelford,101,Proposition 6,,,NO,4,3,1
Shackelford,101,Proposition 7,,,YES,138,89,49
Shackelford,101,Proposition 7,,,Over Votes,0,0,0
Shackelford,101,Proposition 7,,,Under Votes,22,14,8
Shackelford,101,Proposition 7,,,NO,50,33,17
Shackelford,101,Proposition 8,,,YES,188,124,64
Shackelford,101,Proposition 8,,,Over Votes,0,0,0
Shackelford,101,Proposition 8,,,Under Votes,15,8,7
Shackelford,101,Proposition 8,,,NO,7,4,3
Shackelford,101,Proposition 9,,,YES,174,116,58
Shackelford,101,Proposition 9,,,Over Votes,0,0,0
Shackelford,101,Proposition 9,,,Under Votes,19,12,7
Shackelford,101,Proposition 9,,,NO,17,8,9
Shackelford,101,Proposition 10,,,YES,174,114,60
Shackelford,101,Proposition 10,,,Over Votes,0,0,0
Shackelford,101,Proposition 10,,,Under Votes,26,16,10
Shackelford,101,Proposition 10,,,NO,10,6,4
Shackelford,202,Proposition 11,,,YES,168,108,60
Shackelford,202,Proposition 11,,,Over Votes,0,0,0
Shackelford,202,Proposition 11,,,Under Votes,20,13,7
Shackelford,202,Proposition 11,,,NO,22,15,7
Shackelford,202,U.S. Senate,,REP,Mary Miller,17,7,10
Shackelford,202,U.S. Senate,,REP,Ted Cruz,204,120,84
Shackelford,202,U.S. Senate,,REP,Over Votes,0,0,0
Shackelford,202,U.S. Senate,,REP,Under Votes,27,16,11
Shackelford,202,Registered Voters,,REP,,0,,
