county,precinct,office,district,candidate,party,early_voting,election_day,votes
Hardin,Precinct 1 - ISD,Ballots Cast,,,,,,816
Hardin,Precinct 1 - ISD,Straight Party,,,REP,282,78,360
Hardin,Precinct 1 - ISD,Straight Party,,,DEM,98,58,156
Hardin,Precinct 1 - ISD,Straight Party,,,LIB,1,1,2
Hardin,Precinct 1 - ISD,U.S. Senate,,Ted Cruz,REP,442,127,569
Hardin,Precinct 1 - ISD,U.S. Senate,,Beto O'Rourke,DEM,165,76,241
Hardin,Precinct 1 - ISD,U.S. Senate,,Neal M Dikeman,LIB,2,0,2
Hardin,Precinct 1 - ISD,U.S. House,36,Brian Babin,REP,452,127,579
Hardin,Precinct 1 - ISD,U.S. House,36,Dayna Steele,DEM,156,73,229
Hardin,Precinct 1 - ISD,Governor,,Greg Abbott,REP,460,129,589
Hardin,Precinct 1 - ISD,Governor,,Lupe Valdez,DEM,143,70,213
Hardin,Precinct 1 - ISD,Governor,,Mark Jay Tippetts,LIB,4,1,5
Hardin,Precinct 1 - ISD,Lieutenant Governor,,Dan Patrick,REP,430,125,555
Hardin,Precinct 1 - ISD,Lieutenant Governor,,Mike Collier,DEM,165,73,238
Hardin,Precinct 1 - ISD,Lieutenant Governor,,Kerry Douglas McKennon,LIB,9,3,12
Hardin,Precinct 1 - ISD,Attorney General,,Ken Paxton,REP,428,122,550
Hardin,Precinct 1 - ISD,Attorney General,,Justin Nelson,DEM,162,72,234
Hardin,Precinct 1 - ISD,Attorney General,,Michael Ray Harris,LIB,13,6,19
Hardin,Precinct 1 - ISD,Comptroller of Public Accounts,,Glenn Hegar,REP,429,123,552
Hardin,Precinct 1 - ISD,Comptroller of Public Accounts,,Joi Chevalier,DEM,157,72,229
Hardin,Precinct 1 - ISD,Comptroller of Public Accounts,,Ben Sanders,LIB,13,3,16
Hardin,Precinct 1 - ISD,Commissioner of the General Land Office,,George P Bush,REP,434,121,555
Hardin,Precinct 1 - ISD,Commissioner of the General Land Office,,Miguel Suazo,DEM,148,68,216
Hardin,Precinct 1 - ISD,Commissioner of the General Land Office,,Matt Pina ,LIB,18,10,28
Hardin,Precinct 1 - ISD,Railroad Commissioner,,Christi Craddick,REP,424,123,547
Hardin,Precinct 1 - ISD,Railroad Commissioner,,Roman McAllen,DEM,155,70,225
Hardin,Precinct 1 - ISD,Railroad Commissioner,,Mike Wright,LIB,18,4,22
Hardin,Precinct 1 - ISD,State Senate,3,Robert Nichols,REP,428,124,552
Hardin,Precinct 1 - ISD,State Senate,3,Shirley Layton,DEM,161,74,235
Hardin,Precinct 1 - ISD,State Senate,3,Bruce Quarles,LIB,12,1,13
Hardin,Precinct 1 - ISD,State Representative,19,James White,REP,451,129,580
Hardin,Precinct 1 - ISD,State Representative,19,Sherry Williams,DEM,150,73,223
Hardin,Precinct 2,Ballots Cast,,,,,,2563
Hardin,Precinct 2,Straight Party,,,REP,986,497,1483
Hardin,Precinct 2,Straight Party,,,DEM,92,68,160
Hardin,Precinct 2,Straight Party,,,LIB,4,2,6
Hardin,Precinct 2,U.S. Senate,,Ted Cruz,REP,1387,708,2095
Hardin,Precinct 2,U.S. Senate,,Beto O'Rourke,DEM,181,110,291
Hardin,Precinct 2,U.S. Senate,,Neal M Dikeman,LIB,4,8,12
Hardin,Precinct 2,U.S. House,36,Brian Babin,REP,1395,716,2111
Hardin,Precinct 2,U.S. House,36,Dayna Steele,DEM,178,108,286
Hardin,Precinct 2,Governor,,Greg Abbott,REP,1398,717,2115
Hardin,Precinct 2,Governor,,Lupe Valdez,DEM,164,97,261
Hardin,Precinct 2,Governor,,Mark Jay Tippetts,LIB,13,11,24
Hardin,Precinct 2,Lieutenant Governor,,Dan Patrick,REP,1357,695,2052
Hardin,Precinct 2,Lieutenant Governor,,Mike Collier,DEM,197,118,315
Hardin,Precinct 2,Lieutenant Governor,,Kerry Douglas McKennon,LIB,19,14,33
Hardin,Precinct 2,Attorney General,,Ken Paxton,REP,1370,696,2066
Hardin,Precinct 2,Attorney General,,Justin Nelson,DEM,181,109,290
Hardin,Precinct 2,Attorney General,,Michael Ray Harris,LIB,20,21,41
Hardin,Precinct 2,Comptroller of Public Accounts,,Glenn Hegar,REP,1376,692,2068
Hardin,Precinct 2,Comptroller of Public Accounts,,Joi Chevalier,DEM,169,97,266
Hardin,Precinct 2,Comptroller of Public Accounts,,Ben Sanders,LIB,16,31,47
Hardin,Precinct 2,Commissioner of the General Land Office,,George P Bush,REP,1349,682,2031
Hardin,Precinct 2,Commissioner of the General Land Office,,Miguel Suazo,DEM,167,112,279
Hardin,Precinct 2,Commissioner of the General Land Office,,Matt Pina ,LIB,47,30,77
Hardin,Precinct 2,Railroad Commissioner,,Christi Craddick,REP,1371,690,2061
Hardin,Precinct 2,Railroad Commissioner,,Roman McAllen,DEM,164,104,268
Hardin,Precinct 2,Railroad Commissioner,,Mike Wright,LIB,24,25,49
Hardin,Precinct 2,State Senate,3,Robert Nichols,REP,1370,691,2061
Hardin,Precinct 2,State Senate,3,Shirley Layton,DEM,177,114,291
Hardin,Precinct 2,State Senate,3,Bruce Quarles,LIB,14,17,31
Hardin,Precinct 2,State Representative,19,James White,REP,1402,706,2108
Hardin,Precinct 2,State Representative,19,Sherry Williams,DEM,166,116,282
Hardin,Precinct 3,Ballots Cast,,,,,,309
Hardin,Precinct 3,Straight Party,,,REP,97,99,196
Hardin,Precinct 3,Straight Party,,,DEM,5,4,9
Hardin,Precinct 3,Straight Party,,,LIB,0,0,0
Hardin,Precinct 3,U.S. Senate,,Ted Cruz,REP,131,162,293
Hardin,Precinct 3,U.S. Senate,,Beto O'Rourke,DEM,5,8,13
Hardin,Precinct 3,U.S. Senate,,Neal M Dikeman,LIB,1,1,2
Hardin,Precinct 3,U.S. House,36,Brian Babin,REP,131,162,293
Hardin,Precinct 3,U.S. House,36,Dayna Steele,DEM,6,9,15
Hardin,Precinct 3,Governor,,Greg Abbott,REP,130,165,295
Hardin,Precinct 3,Governor,,Lupe Valdez,DEM,6,6,12
Hardin,Precinct 3,Governor,,Mark Jay Tippetts,LIB,1,0,1
Hardin,Precinct 3,Lieutenant Governor,,Dan Patrick,REP,127,154,281
Hardin,Precinct 3,Lieutenant Governor,,Mike Collier,DEM,8,11,19
Hardin,Precinct 3,Lieutenant Governor,,Kerry Douglas McKennon,LIB,1,4,5
Hardin,Precinct 3,Attorney General,,Ken Paxton,REP,129,159,288
Hardin,Precinct 3,Attorney General,,Justin Nelson,DEM,6,9,15
Hardin,Precinct 3,Attorney General,,Michael Ray Harris,LIB,2,2,4
Hardin,Precinct 3,Comptroller of Public Accounts,,Glenn Hegar,REP,129,158,287
Hardin,Precinct 3,Comptroller of Public Accounts,,Joi Chevalier,DEM,6,8,14
Hardin,Precinct 3,Comptroller of Public Accounts,,Ben Sanders,LIB,1,3,4
Hardin,Precinct 3,Commissioner of the General Land Office,,George P Bush,REP,127,156,283
Hardin,Precinct 3,Commissioner of the General Land Office,,Miguel Suazo,DEM,7,8,15
Hardin,Precinct 3,Commissioner of the General Land Office,,Matt Pina ,LIB,2,4,6
Hardin,Precinct 3,Railroad Commissioner,,Christi Craddick,REP,129,158,287
Hardin,Precinct 3,Railroad Commissioner,,Roman McAllen,DEM,6,8,14
Hardin,Precinct 3,Railroad Commissioner,,Mike Wright,LIB,1,3,4
Hardin,Precinct 3,State Senate,3,Robert Nichols,REP,129,158,287
Hardin,Precinct 3,State Senate,3,Shirley Layton,DEM,7,11,18
Hardin,Precinct 3,State Senate,3,Bruce Quarles,LIB,1,0,1
Hardin,Precinct 3,State Representative,19,James White,REP,131,161,292
Hardin,Precinct 3,State Representative,19,Sherry Williams,DEM,6,8,14
Hardin,Precinct 4,Ballots Cast,,,,,,433
Hardin,Precinct 4,Straight Party,,,REP,69,193,262
Hardin,Precinct 4,Straight Party,,,DEM,8,12,20
Hardin,Precinct 4,Straight Party,,,LIB,0,0,0
Hardin,Precinct 4,U.S. Senate,,Ted Cruz,REP,106,288,394
Hardin,Precinct 4,U.S. Senate,,Beto O'Rourke,DEM,13,22,35
Hardin,Precinct 4,U.S. Senate,,Neal M Dikeman,LIB,0,2,2
Hardin,Precinct 4,U.S. House,36,Brian Babin,REP,106,285,391
Hardin,Precinct 4,U.S. House,36,Dayna Steele,DEM,13,24,37
Hardin,Precinct 4,Governor,,Greg Abbott,REP,108,292,400
Hardin,Precinct 4,Governor,,Lupe Valdez,DEM,12,17,29
Hardin,Precinct 4,Governor,,Mark Jay Tippetts,LIB,0,1,1
Hardin,Precinct 4,Lieutenant Governor,,Dan Patrick,REP,105,288,393
Hardin,Precinct 4,Lieutenant Governor,,Mike Collier,DEM,14,19,33
Hardin,Precinct 4,Lieutenant Governor,,Kerry Douglas McKennon,LIB,1,1,2
Hardin,Precinct 4,Attorney General,,Ken Paxton,REP,104,282,386
Hardin,Precinct 4,Attorney General,,Justin Nelson,DEM,14,25,39
Hardin,Precinct 4,Attorney General,,Michael Ray Harris,LIB,2,2,4
Hardin,Precinct 4,Comptroller of Public Accounts,,Glenn Hegar,REP,105,283,388
Hardin,Precinct 4,Comptroller of Public Accounts,,Joi Chevalier,DEM,12,21,33
Hardin,Precinct 4,Comptroller of Public Accounts,,Ben Sanders,LIB,2,3,5
Hardin,Precinct 4,Commissioner of the General Land Office,,George P Bush,REP,105,277,382
Hardin,Precinct 4,Commissioner of the General Land Office,,Miguel Suazo,DEM,13,22,35
Hardin,Precinct 4,Commissioner of the General Land Office,,Matt Pina ,LIB,2,8,10
Hardin,Precinct 4,Railroad Commissioner,,Christi Craddick,REP,104,280,384
Hardin,Precinct 4,Railroad Commissioner,,Roman McAllen,DEM,15,22,37
Hardin,Precinct 4,Railroad Commissioner,,Mike Wright,LIB,0,5,5
Hardin,Precinct 4,State Senate,3,Robert Nichols,REP,106,287,393
Hardin,Precinct 4,State Senate,3,Shirley Layton,DEM,14,18,32
Hardin,Precinct 4,State Senate,3,Bruce Quarles,LIB,0,4,4
Hardin,Precinct 4,State Representative,19,James White,REP,106,289,395
Hardin,Precinct 4,State Representative,19,Sherry Williams,DEM,14,21,35
Hardin,Precinct 5,Ballots Cast,,,,,,357
Hardin,Precinct 5,Straight Party,,,REP,88,131,219
Hardin,Precinct 5,Straight Party,,,DEM,5,1,6
Hardin,Precinct 5,Straight Party,,,LIB,0,0,0
Hardin,Precinct 5,U.S. Senate,,Ted Cruz,REP,126,188,314
Hardin,Precinct 5,U.S. Senate,,Beto O'Rourke,DEM,9,7,16
Hardin,Precinct 5,U.S. Senate,,Neal M Dikeman,LIB,0,0,0
Hardin,Precinct 5,U.S. House,36,Brian Babin,REP,126,187,313
Hardin,Precinct 5,U.S. House,36,Dayna Steele,DEM,8,7,15
Hardin,Precinct 5,Governor,,Greg Abbott,REP,129,188,317
Hardin,Precinct 5,Governor,,Lupe Valdez,DEM,6,5,11
Hardin,Precinct 5,Governor,,Mark Jay Tippetts,LIB,0,2,2
Hardin,Precinct 5,Lieutenant Governor,,Dan Patrick,REP,124,153,277
Hardin,Precinct 5,Lieutenant Governor,,Mike Collier,DEM,10,14,24
Hardin,Precinct 5,Lieutenant Governor,,Kerry Douglas McKennon,LIB,1,4,5
Hardin,Precinct 5,Attorney General,,Ken Paxton,REP,125,161,286
Hardin,Precinct 5,Attorney General,,Justin Nelson,DEM,9,10,19
Hardin,Precinct 5,Attorney General,,Michael Ray Harris,LIB,1,5,6
Hardin,Precinct 5,Comptroller of Public Accounts,,Glenn Hegar,REP,125,172,297
Hardin,Precinct 5,Comptroller of Public Accounts,,Joi Chevalier,DEM,8,7,15
Hardin,Precinct 5,Comptroller of Public Accounts,,Ben Sanders,LIB,2,1,3
Hardin,Precinct 5,Commissioner of the General Land Office,,George P Bush,REP,124,173,297
Hardin,Precinct 5,Commissioner of the General Land Office,,Miguel Suazo,DEM,7,9,16
Hardin,Precinct 5,Commissioner of the General Land Office,,Matt Pina ,LIB,4,1,5
Hardin,Precinct 5,Railroad Commissioner,,Christi Craddick,REP,125,170,295
Hardin,Precinct 5,Railroad Commissioner,,Roman McAllen,DEM,7,11,18
Hardin,Precinct 5,Railroad Commissioner,,Mike Wright,LIB,2,3,5
Hardin,Precinct 5,State Senate,3,Robert Nichols,REP,126,134,260
Hardin,Precinct 5,State Senate,3,Shirley Layton,DEM,9,15,24
Hardin,Precinct 5,State Senate,3,Bruce Quarles,LIB,0,2,2
Hardin,Precinct 5,State Representative,19,James White,REP,126,140,266
Hardin,Precinct 5,State Representative,19,Sherry Williams,DEM,8,17,25
Hardin,Precinct 6,Ballots Cast,,,,,,1556
Hardin,Precinct 6,Straight Party,,,REP,646,367,1013
Hardin,Precinct 6,Straight Party,,,DEM,62,33,95
Hardin,Precinct 6,Straight Party,,,LIB,5,1,6
Hardin,Precinct 6,U.S. Senate,,Ted Cruz,REP,851,507,1358
Hardin,Precinct 6,U.S. Senate,,Beto O'Rourke,DEM,111,69,180
Hardin,Precinct 6,U.S. Senate,,Neal M Dikeman,LIB,5,4,9
Hardin,Precinct 6,U.S. House,36,Brian Babin,REP,859,519,1378
Hardin,Precinct 6,U.S. House,36,Dayna Steele,DEM,104,60,164
Hardin,Precinct 6,Governor,,Greg Abbott,REP,867,530,1397
Hardin,Precinct 6,Governor,,Lupe Valdez,DEM,91,45,136
Hardin,Precinct 6,Governor,,Mark Jay Tippetts,LIB,9,6,15
Hardin,Precinct 6,Lieutenant Governor,,Dan Patrick,REP,838,496,1334
Hardin,Precinct 6,Lieutenant Governor,,Mike Collier,DEM,108,68,176
Hardin,Precinct 6,Lieutenant Governor,,Kerry Douglas McKennon,LIB,16,14,30
Hardin,Precinct 6,Attorney General,,Ken Paxton,REP,841,500,1341
Hardin,Precinct 6,Attorney General,,Justin Nelson,DEM,104,60,164
Hardin,Precinct 6,Attorney General,,Michael Ray Harris,LIB,15,15,30
Hardin,Precinct 6,Comptroller of Public Accounts,,Glenn Hegar,REP,841,503,1344
Hardin,Precinct 6,Comptroller of Public Accounts,,Joi Chevalier,DEM,97,55,152
Hardin,Precinct 6,Comptroller of Public Accounts,,Ben Sanders,LIB,19,14,33
Hardin,Precinct 6,Commissioner of the General Land Office,,George P Bush,REP,823,498,1321
Hardin,Precinct 6,Commissioner of the General Land Office,,Miguel Suazo,DEM,102,49,151
Hardin,Precinct 6,Commissioner of the General Land Office,,Matt Pina ,LIB,33,25,58
Hardin,Precinct 6,Railroad Commissioner,,Christi Craddick,REP,845,497,1342
Hardin,Precinct 6,Railroad Commissioner,,Roman McAllen,DEM,98,55,153
Hardin,Precinct 6,Railroad Commissioner,,Mike Wright,LIB,11,17,28
Hardin,Precinct 6,State Senate,3,Robert Nichols,REP,846,504,1350
Hardin,Precinct 6,State Senate,3,Shirley Layton,DEM,107,57,164
Hardin,Precinct 6,State Senate,3,Bruce Quarles,LIB,8,12,20
Hardin,Precinct 6,State Representative,19,James White,REP,861,517,1378
Hardin,Precinct 6,State Representative,19,Sherry Williams,DEM,102,57,159
Hardin,Precinct 7 - ISD,Ballots Cast,,,,,,435
Hardin,Precinct 7 - ISD,Straight Party,,,REP,173,86,259
Hardin,Precinct 7 - ISD,Straight Party,,,DEM,10,4,14
Hardin,Precinct 7 - ISD,Straight Party,,,LIB,0,2,2
Hardin,Precinct 7 - ISD,U.S. Senate,,Ted Cruz,REP,263,140,403
Hardin,Precinct 7 - ISD,U.S. Senate,,Beto O'Rourke,DEM,18,8,26
Hardin,Precinct 7 - ISD,U.S. Senate,,Neal M Dikeman,LIB,0,1,1
Hardin,Precinct 7 - ISD,U.S. House,36,Brian Babin,REP,262,141,403
Hardin,Precinct 7 - ISD,U.S. House,36,Dayna Steele,DEM,19,7,26
Hardin,Precinct 7 - ISD,Governor,,Greg Abbott,REP,264,142,406
Hardin,Precinct 7 - ISD,Governor,,Lupe Valdez,DEM,16,6,22
Hardin,Precinct 7 - ISD,Governor,,Mark Jay Tippetts,LIB,1,1,2
Hardin,Precinct 7 - ISD,Lieutenant Governor,,Dan Patrick,REP,259,138,397
Hardin,Precinct 7 - ISD,Lieutenant Governor,,Mike Collier,DEM,19,11,30
Hardin,Precinct 7 - ISD,Lieutenant Governor,,Kerry Douglas McKennon,LIB,3,1,4
Hardin,Precinct 7 - ISD,Attorney General,,Ken Paxton,REP,258,140,398
Hardin,Precinct 7 - ISD,Attorney General,,Justin Nelson,DEM,22,8,30
Hardin,Precinct 7 - ISD,Attorney General,,Michael Ray Harris,LIB,1,2,3
Hardin,Precinct 7 - ISD,Comptroller of Public Accounts,,Glenn Hegar,REP,258,137,392
Hardin,Precinct 7 - ISD,Comptroller of Public Accounts,,Joi Chevalier,DEM,20,9,29
Hardin,Precinct 7 - ISD,Comptroller of Public Accounts,,Ben Sanders,LIB,1,1,2
Hardin,Precinct 7 - ISD,Commissioner of the General Land Office,,George P Bush,REP,254,138,392
Hardin,Precinct 7 - ISD,Commissioner of the General Land Office,,Miguel Suazo,DEM,19,8,27
Hardin,Precinct 7 - ISD,Commissioner of the General Land Office,,Matt Pina ,LIB,6,4,10
Hardin,Precinct 7 - ISD,Railroad Commissioner,,Christi Craddick,REP,261,137,398
Hardin,Precinct 7 - ISD,Railroad Commissioner,,Roman McAllen,DEM,18,8,26
Hardin,Precinct 7 - ISD,Railroad Commissioner,,Mike Wright,LIB,1,4,5
Hardin,Precinct 7 - ISD,State Senate,3,Robert Nichols,REP,261,139,400
Hardin,Precinct 7 - ISD,State Senate,3,Shirley Layton,DEM,20,8,28
Hardin,Precinct 7 - ISD,State Senate,3,Bruce Quarles,LIB,0,1,1
Hardin,Precinct 7 - ISD,State Representative,19,James White,REP,261,139,400
Hardin,Precinct 7 - ISD,State Representative,19,Sherry Williams,DEM,17,10,27
Hardin,Precinct 8 - ISD,Ballots Cast,,,,,,436
Hardin,Precinct 8 - ISD,Straight Party,,,REP,152,117,269
Hardin,Precinct 8 - ISD,Straight Party,,,DEM,13,9,22
Hardin,Precinct 8 - ISD,Straight Party,,,LIB,0,0,0
Hardin,Precinct 8 - ISD,U.S. Senate,,Ted Cruz,REP,214,172,386
Hardin,Precinct 8 - ISD,U.S. Senate,,Beto O'Rourke,DEM,23,23,46
