county,precinct,office,district,party,candidate,votes,early_voting,election_day,election_day_paper,absentee
El Paso,27,Proposition 6,,REP,Against (En Contra),1,0,1,0,0
El Paso,27,Proposition 7,,REP,For (A Favor),56,19,33,0,4
El Paso,27,Proposition 7,,REP,Against (En Contra),20,9,10,0,1
El Paso,27,Proposition 8,,REP,For (A Favor),79,30,44,0,5
El Paso,27,Proposition 8,,REP,Against (En Contra),0,0,0,0,0
El Paso,27,Proposition 9,,REP,For (A Favor),72,28,39,0,5
El Paso,27,Proposition 9,,REP,Against (En Contra),5,2,3,0,0
El Paso,27,Proposition 10,,REP,For (A Favor),74,27,43,0,4
El Paso,27,Proposition 10,,REP,Against (En Contra),4,2,1,0,1
El Paso,27,Proposition 11,,REP,For (A Favor),64,26,33,0,5
El Paso,27,Proposition 11,,REP,Against (En Contra),13,4,9,0,0
El Paso,27,U.S. Senate,,DEM,Sema Hernandez,10,2,6,0,2
El Paso,27,U.S. Senate,,DEM,Beto O'Rourke,313,121,165,0,27
El Paso,27,U.S. Senate,,DEM,Edward Kimbrough,13,4,9,0,0
El Paso,27,U.S. House,16,DEM,Dori Fenenbock,74,28,39,0,7
El Paso,27,U.S. House,16,DEM,Veronica Escobar,215,77,118,0,20
El Paso,27,U.S. House,16,DEM,Norma Chavez,20,7,12,0,1
El Paso,27,U.S. House,16,DEM,John Carrillo,1,0,0,0,1
El Paso,27,U.S. House,16,DEM,Jerome Tilghman,19,13,6,0,0
El Paso,27,U.S. House,16,DEM,Enrique Garcia,8,4,4,0,0
El Paso,27,Governor,,DEM,Lupe Valdez,134,50,73,0,11
El Paso,27,Governor,,DEM,Adrian Ocegueda,30,7,17,0,6
El Paso,27,Governor,,DEM,Jeffrey Payne,18,8,9,0,1
El Paso,27,Governor,,DEM,James Jolly Clark,6,3,1,0,2
El Paso,27,Governor,,DEM,Joe Mumbach,6,2,4,0,0
El Paso,27,Governor,,DEM,Grady Yarbrough,14,4,9,0,1
El Paso,27,Governor,,DEM,Cedric Davis Sr,7,3,4,0,0
El Paso,27,Governor,,DEM,Andrew White,57,25,27,0,5
El Paso,27,Governor,,DEM,Tom Wakely,9,3,6,0,0
El Paso,27,Lieutenant Governor,,DEM,Michael Cooper,157,57,86,0,14
El Paso,27,Lieutenant Governor,,DEM,Mike Collier,104,42,51,0,11
El Paso,27,Attorney General,,DEM,Justin Nelson,231,91,123,0,17
El Paso,27,Comptroller Of Public Accounts,,DEM,Joi Chevalier,115,44,64,0,7
El Paso,27,Comptroller Of Public Accounts,,DEM,Tim Mahoney,141,51,73,0,17
El Paso,27,Commissioner of the General Land Office,,DEM,Miguel Suazo,194,72,104,0,18
El Paso,27,Commissioner of the General Land Office,,DEM,Tex Morgan,71,30,35,0,6
El Paso,27,Commissioner of Agriculture,,DEM,Kim Olson,228,85,122,0,21
El Paso,27,Railroad Commissioner,,DEM,Roman Mcallen,150,60,75,0,15
El Paso,27,Railroad Commissioner,,DEM,Chris Spellmon,93,33,53,0,7
El Paso,27,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,222,84,116,0,22
El Paso,27,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,218,82,114,0,22
El Paso,27,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,226,85,119,0,22
El Paso,27,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,224,84,119,0,21
El Paso,27,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,221,84,116,0,21
El Paso,27,State Representative,77,DEM,Evelina Lina Ortega,236,96,117,0,23
El Paso,27,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,229,86,122,0,21
El Paso,27,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,229,87,118,0,24
El Paso,27,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,230,90,119,0,21
El Paso,27,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,235,93,119,0,23
El Paso,27,District Judge 171st Judicial District,,DEM,Bonnie Rangel,233,88,124,0,21
El Paso,27,District Judge 205th Judicial District,,DEM,Francisco X Domingue,229,92,115,0,22
El Paso,27,District Judge 210th Judicial District,,DEM,Alyssa G Perez,185,68,101,0,16
El Paso,27,District Judge 210th Judicial District,,DEM,Monique Velarde,81,38,36,0,7
El Paso,27,District Judge 243rd Judicial District,,DEM,Selena Solis,160,70,80,0,10
El Paso,27,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,23,11,10,0,2
El Paso,27,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,41,13,20,0,8
El Paso,27,District Judge 243rd Judicial District,,DEM,Luis Aguilar,60,20,35,0,5
El Paso,27,District Judge 327th Judicial District,,DEM,Linda Yee Chew,227,85,120,0,22
El Paso,27,El Paso County Judge,,DEM,Ricardo Samaniego,90,33,48,0,9
El Paso,27,El Paso County Judge,,DEM,John Cook,143,58,72,0,13
El Paso,27,El Paso County Judge,,DEM,Laura Enriquez,79,34,41,0,4
El Paso,27,Judge County Court At Law 1,,DEM,Ruth Reyes,164,67,86,0,11
El Paso,27,Judge County Court At Law 1,,DEM,Ruben Nunez,113,43,58,0,12
El Paso,27,Judge County Court At Law 2,,DEM,Julie Gonzalez,226,84,120,0,22
El Paso,27,Judge County Court At Law 3,,DEM,Javier Alvarez,227,87,118,0,22
El Paso,27,Judge County Court At Law 4,,DEM,Alex Gonzalez,217,85,112,0,20
El Paso,27,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,95,42,49,0,4
El Paso,27,Judge County Court At Law 5,,DEM,Jesus Rodriguez,90,38,42,0,10
El Paso,27,Judge County Court At Law 5,,DEM,Mike Herrera,65,15,42,0,8
El Paso,27,Judge County Court At Law 5,,DEM,Danny Razo,27,13,12,0,2
El Paso,27,Judge County Court At Law 6,,DEM,M Sue Kurita,231,88,123,0,20
El Paso,27,Judge County Court At Law 7,,DEM,Patsy Lopez,133,50,74,0,9
El Paso,27,Judge County Court At Law 7,,DEM,Ruben Morales,137,55,67,0,15
El Paso,27,Judge County Criminal Court 1,,DEM,Alma Trejo,228,87,120,0,21
El Paso,27,Judge County Criminal Court 2,,DEM,Robert S Anchondo,229,88,120,0,21
El Paso,27,Judge County Probate Court 1,,DEM,Patricia B Chew,220,80,118,0,22
El Paso,27,Judge County Probate Court 1,,DEM,Darron Powell,58,27,28,0,3
El Paso,27,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,221,86,114,0,21
El Paso,27,District Clerk,,DEM,Norma Favela Barcele,228,86,121,0,21
El Paso,27,County Clerk,,DEM,Delia Briones,222,87,115,0,20
El Paso,27,County Commissioner 4,,DEM,Carl L Robinson,214,80,114,0,20
El Paso,27,Justice Of The Peace 1,,DEM,Robert T Pearson,225,86,116,0,23
El Paso,27,County Chairman,,DEM,Iliana Holguin,227,89,117,0,21
El Paso,27,Referendum 1,,DEM,For (A Favor),293,113,153,0,27
El Paso,27,Referendum 1,,DEM,Against (En Contra),30,12,18,0,0
El Paso,27,Referendum 2,,DEM,For (A Favor),298,112,160,0,26
El Paso,27,Referendum 2,,DEM,Against (En Contra),28,13,14,0,1
El Paso,27,Referendum 3,,DEM,For (A Favor),292,113,153,0,26
El Paso,27,Referendum 3,,DEM,Against (En Contra),36,13,21,0,2
El Paso,27,Referendum 4,,DEM,For (A Favor),296,114,155,0,27
El Paso,27,Referendum 4,,DEM,Against (En Contra),32,11,20,0,1
El Paso,27,Referendum 5,,DEM,For (A Favor),281,107,148,0,26
El Paso,27,Referendum 5,,DEM,Against (En Contra),37,13,23,0,1
El Paso,27,Referendum 6,,DEM,For (A Favor),310,119,163,0,28
El Paso,27,Referendum 6,,DEM,Against (En Contra),15,6,9,0,0
El Paso,27,Referendum 7,,DEM,For (A Favor),302,115,160,0,27
El Paso,27,Referendum 7,,DEM,Against (En Contra),23,11,12,0,0
El Paso,27,Referendum 8,,DEM,For (A Favor),266,104,140,0,22
El Paso,27,Referendum 8,,DEM,Against (En Contra),58,20,31,0,7
El Paso,27,Referendum 9,,DEM,For (A Favor),282,108,146,0,28
El Paso,27,Referendum 9,,DEM,Against (En Contra),43,15,26,0,2
El Paso,27,Referendum 10,,DEM,For (A Favor),298,111,158,0,29
El Paso,27,Referendum 10,,DEM,Against (En Contra),27,14,12,0,1
El Paso,27,Referendum 11,,DEM,For (A Favor),300,115,156,0,29
El Paso,27,Referendum 11,,DEM,Against (En Contra),27,9,17,0,1
El Paso,27,Referendum 12,,DEM,For (A Favor),303,114,160,0,29
El Paso,27,Referendum 12,,DEM,Against (En Contra),22,9,12,0,1
El Paso,28,U.S. Senate,,REP,Mary Miller,0,0,0,0,0
El Paso,28,U.S. Senate,,REP,Stefano De Stefano,0,0,0,0,0
El Paso,28,U.S. Senate,,REP,Ted Cruz,8,4,2,0,2
El Paso,28,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0
El Paso,28,U.S. Senate,,REP,Bruce Jacobson Jr,0,0,0,0,0
El Paso,28,U.S. House,16,REP,Alia Garcia-Ureste,1,1,0,0,0
El Paso,28,U.S. House,16,REP,Rick Seeberger,4,3,1,0,0
El Paso,28,Governor,,REP,Greg Abbott,8,4,2,0,2
El Paso,28,Governor,,REP,Barbara Krueger,0,0,0,0,0
El Paso,28,Governor,,REP,Secede Kilgore,0,0,0,0,0
El Paso,28,Lieutenant Governor,,REP,Dan Patrick,5,3,2,0,0
El Paso,28,Lieutenant Governor,,REP,Scott Milder,1,1,0,0,0
El Paso,28,Attorney General,,REP,Ken Paxton,6,4,2,0,0
El Paso,28,Comptroller Of Public Accounts,,REP,Glenn Hegar,6,4,2,0,0
El Paso,28,Commissioner of the General Land Office,,REP,Jerry Patterson,1,0,1,0,0
El Paso,28,Commissioner of the General Land Office,,REP,Rick Range,1,1,0,0,0
El Paso,28,Commissioner of the General Land Office,,REP,Davey Edwards,1,1,0,0,0
El Paso,28,Commissioner of the General Land Office,,REP,George P Bush,3,2,1,0,0
El Paso,28,Commissioner of Agriculture,,REP,Trey Blocker,2,1,1,0,0
El Paso,28,Commissioner of Agriculture,,REP,Jim Hogan,1,1,0,0,0
El Paso,28,Commissioner of Agriculture,,REP,Sid Miller,2,2,0,0,0
El Paso,28,Railroad Commissioner,,REP,Christi Craddick,3,3,0,0,0
El Paso,28,Railroad Commissioner,,REP,Weston Martinez,2,1,1,0,0
El Paso,28,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,6,4,2,0,0
El Paso,28,"Justice, Supreme Court, Place 4",,REP,John Devine,6,4,2,0,0
El Paso,28,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,6,4,2,0,0
El Paso,28,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,2,2,0,0,0
El Paso,28,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,3,2,1,0,0
El Paso,28,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,6,4,2,0,0
El Paso,28,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,2,1,1,0,0
El Paso,28,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,1,1,0,0,0
El Paso,28,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,2,2,0,0,0
El Paso,28,State Representative,78,REP,Jeffrey Lane,5,3,2,0,0
El Paso,28,County Chairman,,REP,Adolpho R Telles,6,4,2,0,0
El Paso,28,Proposition 1,,REP,For (A Favor),5,4,1,0,0
El Paso,28,Proposition 1,,REP,Against (En Contra),3,0,1,0,2
El Paso,28,Proposition 2,,REP,For (A Favor),6,4,2,0,0
El Paso,28,Proposition 2,,REP,Against (En Contra),2,0,0,0,2
El Paso,28,Proposition 3,,REP,For (A Favor),8,4,2,0,2
El Paso,28,Proposition 3,,REP,Against (En Contra),0,0,0,0,0
El Paso,28,Proposition 4,,REP,For (A Favor),8,4,2,0,2
El Paso,28,Proposition 4,,REP,Against (En Contra),0,0,0,0,0
El Paso,28,Proposition 5,,REP,For (A Favor),7,3,2,0,2
El Paso,28,Proposition 5,,REP,Against (En Contra),1,1,0,0,0
El Paso,28,Proposition 6,,REP,For (A Favor),8,4,2,0,2
El Paso,28,Proposition 6,,REP,Against (En Contra),0,0,0,0,0
El Paso,28,Proposition 7,,REP,For (A Favor),5,1,2,0,2
El Paso,28,Proposition 7,,REP,Against (En Contra),3,3,0,0,0
El Paso,28,Proposition 8,,REP,For (A Favor),8,4,2,0,2
El Paso,28,Proposition 8,,REP,Against (En Contra),0,0,0,0,0
El Paso,28,Proposition 9,,REP,For (A Favor),8,4,2,0,2
El Paso,28,Proposition 9,,REP,Against (En Contra),0,0,0,0,0
El Paso,28,Proposition 10,,REP,For (A Favor),8,4,2,0,2
El Paso,28,Proposition 10,,REP,Against (En Contra),0,0,0,0,0
El Paso,28,Proposition 11,,REP,For (A Favor),7,3,2,0,2
El Paso,28,Proposition 11,,REP,Against (En Contra),1,1,0,0,0
El Paso,28,U.S. Senate,,DEM,Sema Hernandez,3,1,2,0,0
El Paso,28,U.S. Senate,,DEM,Beto O'Rourke,51,13,30,1,7
El Paso,28,U.S. Senate,,DEM,Edward Kimbrough,3,1,1,0,1
El Paso,28,U.S. House,16,DEM,Dori Fenenbock,15,3,9,1,2
El Paso,28,U.S. House,16,DEM,Veronica Escobar,30,7,18,0,5
El Paso,28,U.S. House,16,DEM,Norma Chavez,6,4,2,0,0
El Paso,28,U.S. House,16,DEM,John Carrillo,1,0,1,0,0
El Paso,28,U.S. House,16,DEM,Jerome Tilghman,1,0,1,0,0
El Paso,28,U.S. House,16,DEM,Enrique Garcia,4,1,2,0,1
El Paso,28,Governor,,DEM,Lupe Valdez,28,7,18,0,3
El Paso,28,Governor,,DEM,Adrian Ocegueda,4,0,4,0,0
El Paso,28,Governor,,DEM,Jeffrey Payne,5,1,3,0,1
El Paso,28,Governor,,DEM,James Jolly Clark,0,0,0,0,0
El Paso,28,Governor,,DEM,Joe Mumbach,1,0,1,0,0
El Paso,28,Governor,,DEM,Grady Yarbrough,1,1,0,0,0
El Paso,28,Governor,,DEM,Cedric Davis Sr,2,2,0,0,0
El Paso,28,Governor,,DEM,Andrew White,5,1,2,0,2
El Paso,28,Governor,,DEM,Tom Wakely,1,0,1,0,0
El Paso,28,Lieutenant Governor,,DEM,Michael Cooper,26,6,16,0,4
El Paso,28,Lieutenant Governor,,DEM,Mike Collier,15,4,9,0,2
El Paso,28,Attorney General,,DEM,Justin Nelson,39,9,24,0,6
El Paso,28,Comptroller Of Public Accounts,,DEM,Joi Chevalier,25,7,14,0,4
El Paso,28,Comptroller Of Public Accounts,,DEM,Tim Mahoney,18,3,12,0,3
El Paso,28,Commissioner of the General Land Office,,DEM,Miguel Suazo,35,7,22,0,6
El Paso,28,Commissioner of the General Land Office,,DEM,Tex Morgan,7,3,4,0,0
El Paso,28,Commissioner of Agriculture,,DEM,Kim Olson,36,6,24,0,6
El Paso,28,Railroad Commissioner,,DEM,Roman Mcallen,28,6,18,0,4
El Paso,28,Railroad Commissioner,,DEM,Chris Spellmon,15,5,7,0,3
El Paso,28,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,36,8,22,0,6
El Paso,28,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,36,7,23,0,6
El Paso,28,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,35,6,23,0,6
El Paso,28,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,36,7,23,0,6
El Paso,28,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,34,6,22,0,6
El Paso,28,State Representative,78,DEM,Joe Moody,42,10,25,0,7
El Paso,28,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,40,8,25,0,7
El Paso,28,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,39,9,24,0,6
El Paso,28,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,38,8,24,0,6
El Paso,28,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,38,7,24,0,7
El Paso,28,District Judge 171st Judicial District,,DEM,Bonnie Rangel,36,7,22,0,7
El Paso,28,District Judge 205th Judicial District,,DEM,Francisco X Domingue,37,7,24,0,6
El Paso,28,District Judge 210th Judicial District,,DEM,Alyssa G Perez,27,7,16,0,4
El Paso,28,District Judge 210th Judicial District,,DEM,Monique Velarde,18,5,9,0,4
El Paso,28,District Judge 243rd Judicial District,,DEM,Selena Solis,28,12,14,0,2
El Paso,28,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,6,0,4,0,2
El Paso,28,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,3,1,1,0,1
El Paso,28,District Judge 243rd Judicial District,,DEM,Luis Aguilar,13,0,11,0,2
El Paso,28,District Judge 327th Judicial District,,DEM,Linda Yee Chew,38,7,25,0,6
El Paso,28,El Paso County Judge,,DEM,Ricardo Samaniego,13,6,4,0,3
El Paso,28,El Paso County Judge,,DEM,John Cook,22,4,13,1,4
El Paso,28,El Paso County Judge,,DEM,Laura Enriquez,17,5,11,0,1
El Paso,28,Judge County Court At Law 1,,DEM,Ruth Reyes,28,8,17,0,3
El Paso,28,Judge County Court At Law 1,,DEM,Ruben Nunez,19,4,10,0,5
El Paso,28,Judge County Court At Law 2,,DEM,Julie Gonzalez,37,7,24,0,6
El Paso,28,Judge County Court At Law 3,,DEM,Javier Alvarez,38,7,24,0,7
El Paso,28,Judge County Court At Law 4,,DEM,Alex Gonzalez,38,8,24,0,6
El Paso,28,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,13,3,8,0,2
El Paso,28,Judge County Court At Law 5,,DEM,Jesus Rodriguez,15,2,10,0,3
El Paso,28,Judge County Court At Law 5,,DEM,Mike Herrera,15,5,8,0,2
El Paso,28,Judge County Court At Law 5,,DEM,Danny Razo,4,3,1,0,0
El Paso,28,Judge County Court At Law 6,,DEM,M Sue Kurita,38,7,24,0,7
El Paso,28,Judge County Court At Law 7,,DEM,Patsy Lopez,26,7,16,0,3
El Paso,28,Judge County Court At Law 7,,DEM,Ruben Morales,21,5,11,0,5
El Paso,28,Judge County Criminal Court 1,,DEM,Alma Trejo,37,7,24,0,6
El Paso,28,Judge County Criminal Court 2,,DEM,Robert S Anchondo,38,7,24,0,7
El Paso,28,Judge County Probate Court 1,,DEM,Patricia B Chew,33,8,21,0,4
El Paso,28,Judge County Probate Court 1,,DEM,Darron Powell,11,4,4,0,3
El Paso,28,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,36,6,24,0,6
El Paso,28,District Clerk,,DEM,Norma Favela Barcele,33,6,21,0,6
El Paso,28,County Clerk,,DEM,Delia Briones,36,6,23,0,7
El Paso,28,County Commissioner 2,,DEM,David Stout,27,10,16,0,1
El Paso,28,County Commissioner 2,,DEM,Sergio Lewis,24,4,13,0,7
El Paso,28,Justice Of The Peace 1,,DEM,Robert T Pearson,36,6,23,0,7
El Paso,28,County Chairman,,DEM,Iliana Holguin,35,6,23,0,6
El Paso,28,Referendum 1,,DEM,For (A Favor),47,12,27,0,8
El Paso,28,Referendum 1,,DEM,Against (En Contra),3,2,1,0,0
El Paso,28,Referendum 2,,DEM,For (A Favor),49,13,28,0,8
El Paso,28,Referendum 2,,DEM,Against (En Contra),2,1,1,0,0
El Paso,28,Referendum 3,,DEM,For (A Favor),49,13,28,0,8
El Paso,28,Referendum 3,,DEM,Against (En Contra),3,1,2,0,0
El Paso,28,Referendum 4,,DEM,For (A Favor),50,14,28,0,8
El Paso,28,Referendum 4,,DEM,Against (En Contra),1,0,1,0,0
El Paso,28,Referendum 5,,DEM,For (A Favor),42,12,23,0,7
El Paso,28,Referendum 5,,DEM,Against (En Contra),9,2,6,0,1
El Paso,28,Referendum 6,,DEM,For (A Favor),51,14,29,0,8
El Paso,28,Referendum 6,,DEM,Against (En Contra),0,0,0,0,0
El Paso,28,Referendum 7,,DEM,For (A Favor),50,14,28,0,8
El Paso,28,Referendum 7,,DEM,Against (En Contra),1,0,1,0,0
El Paso,28,Referendum 8,,DEM,For (A Favor),43,11,25,0,7
El Paso,28,Referendum 8,,DEM,Against (En Contra),10,3,5,0,2
El Paso,28,Referendum 9,,DEM,For (A Favor),48,12,28,0,8
El Paso,28,Referendum 9,,DEM,Against (En Contra),3,2,1,0,0
El Paso,28,Referendum 10,,DEM,For (A Favor),47,13,26,0,8
El Paso,28,Referendum 10,,DEM,Against (En Contra),4,1,3,0,0
El Paso,28,Referendum 11,,DEM,For (A Favor),46,13,26,0,7
El Paso,28,Referendum 11,,DEM,Against (En Contra),6,1,4,0,1
El Paso,28,Referendum 12,,DEM,For (A Favor),50,14,28,0,8
El Paso,28,Referendum 12,,DEM,Against (En Contra),0,0,0,0,0
El Paso,29,U.S. Senate,,REP,Mary Miller,6,4,1,0,1
El Paso,29,U.S. Senate,,REP,Stefano De Stefano,1,0,1,0,0
El Paso,29,U.S. Senate,,REP,Ted Cruz,66,22,34,0,10
El Paso,29,U.S. Senate,,REP,Geraldine Sam,1,0,1,0,0
El Paso,29,U.S. Senate,,REP,Bruce Jacobson Jr,2,1,0,0,1
El Paso,29,U.S. House,16,REP,Alia Garcia-Ureste,22,7,14,0,1
El Paso,29,U.S. House,16,REP,Rick Seeberger,49,19,22,0,8
El Paso,29,Governor,,REP,Greg Abbott,67,23,32,0,12
El Paso,29,Governor,,REP,Barbara Krueger,6,1,5,0,0
El Paso,29,Governor,,REP,Secede Kilgore,3,2,1,0,0
El Paso,29,Lieutenant Governor,,REP,Dan Patrick,64,23,31,0,10
El Paso,29,Lieutenant Governor,,REP,Scott Milder,7,2,5,0,0
El Paso,29,Attorney General,,REP,Ken Paxton,66,23,34,0,9
El Paso,29,Comptroller Of Public Accounts,,REP,Glenn Hegar,61,20,32,0,9
El Paso,29,Commissioner of the General Land Office,,REP,Jerry Patterson,15,4,10,0,1
El Paso,29,Commissioner of the General Land Office,,REP,Rick Range,8,3,5,0,0
El Paso,29,Commissioner of the General Land Office,,REP,Davey Edwards,6,2,4,0,0
El Paso,29,Commissioner of the General Land Office,,REP,George P Bush,41,16,16,0,9
El Paso,29,Commissioner of Agriculture,,REP,Trey Blocker,16,4,9,0,3
El Paso,29,Commissioner of Agriculture,,REP,Jim Hogan,25,8,14,0,3
El Paso,29,Commissioner of Agriculture,,REP,Sid Miller,26,12,11,0,3
El Paso,29,Railroad Commissioner,,REP,Christi Craddick,42,17,19,0,6
El Paso,29,Railroad Commissioner,,REP,Weston Martinez,24,5,16,0,3
El Paso,29,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,54,19,29,0,6
El Paso,29,"Justice, Supreme Court, Place 4",,REP,John Devine,55,19,31,0,5
El Paso,29,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,55,19,30,0,6
El Paso,29,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,24,12,11,0,1
El Paso,29,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,42,10,25,0,7
El Paso,29,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,56,19,31,0,6
El Paso,29,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,24,9,9,0,6
El Paso,29,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,33,10,22,0,1
El Paso,29,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,9,3,5,0,1
El Paso,29,County Commissioner 4,,REP,Andrew R Haggerty,61,22,32,0,7
El Paso,29,County Chairman,,REP,Adolpho R Telles,53,19,28,0,6
El Paso,29,Proposition 1,,REP,For (A Favor),50,13,29,0,8
El Paso,29,Proposition 1,,REP,Against (En Contra),21,9,9,0,3
El Paso,29,Proposition 2,,REP,For (A Favor),70,22,37,0,11
El Paso,29,Proposition 2,,REP,Against (En Contra),4,3,1,0,0
El Paso,29,Proposition 3,,REP,For (A Favor),64,21,34,0,9
El Paso,29,Proposition 3,,REP,Against (En Contra),7,3,4,0,0
El Paso,29,Proposition 4,,REP,For (A Favor),72,23,38,0,11
El Paso,29,Proposition 4,,REP,Against (En Contra),1,1,0,0,0
El Paso,29,Proposition 5,,REP,For (A Favor),63,20,33,0,10
El Paso,29,Proposition 5,,REP,Against (En Contra),9,4,4,0,1
El Paso,29,Proposition 6,,REP,For (A Favor),69,23,36,0,10
El Paso,29,Proposition 6,,REP,Against (En Contra),3,1,2,0,0
El Paso,29,Proposition 7,,REP,For (A Favor),53,16,28,0,9
El Paso,29,Proposition 7,,REP,Against (En Contra),20,8,9,0,3
El Paso,29,Proposition 8,,REP,For (A Favor),72,22,38,0,12
El Paso,29,Proposition 8,,REP,Against (En Contra),1,1,0,0,0
El Paso,29,Proposition 9,,REP,For (A Favor),70,21,37,0,12
El Paso,29,Proposition 9,,REP,Against (En Contra),4,3,1,0,0
El Paso,29,Proposition 10,,REP,For (A Favor),71,22,37,0,12
El Paso,29,Proposition 10,,REP,Against (En Contra),2,1,1,0,0
El Paso,29,Proposition 11,,REP,For (A Favor),61,21,28,0,12
El Paso,29,Proposition 11,,REP,Against (En Contra),13,3,10,0,0
El Paso,29,U.S. Senate,,DEM,Sema Hernandez,12,4,7,0,1
El Paso,29,U.S. Senate,,DEM,Beto O'Rourke,360,152,175,0,33
El Paso,29,U.S. Senate,,DEM,Edward Kimbrough,12,8,3,0,1
El Paso,29,U.S. House,16,DEM,Dori Fenenbock,75,27,40,0,8
El Paso,29,U.S. House,16,DEM,Veronica Escobar,256,110,125,0,21
El Paso,29,U.S. House,16,DEM,Norma Chavez,21,11,9,0,1
El Paso,29,U.S. House,16,DEM,John Carrillo,5,3,2,0,0
El Paso,29,U.S. House,16,DEM,Jerome Tilghman,9,4,2,0,3
El Paso,29,U.S. House,16,DEM,Enrique Garcia,18,9,8,0,1
El Paso,29,Governor,,DEM,Lupe Valdez,152,61,77,0,14
El Paso,29,Governor,,DEM,Adrian Ocegueda,38,12,23,0,3
El Paso,29,Governor,,DEM,Jeffrey Payne,20,5,12,0,3
El Paso,29,Governor,,DEM,James Jolly Clark,4,3,0,0,1
El Paso,29,Governor,,DEM,Joe Mumbach,7,2,4,0,1
El Paso,29,Governor,,DEM,Grady Yarbrough,19,11,6,0,2
El Paso,29,Governor,,DEM,Cedric Davis Sr,18,8,9,0,1
El Paso,29,Governor,,DEM,Andrew White,63,33,24,0,6
El Paso,29,Governor,,DEM,Tom Wakely,15,8,5,0,2
El Paso,29,Lieutenant Governor,,DEM,Michael Cooper,203,74,108,0,21
El Paso,29,Lieutenant Governor,,DEM,Mike Collier,110,57,41,0,12
El Paso,29,Attorney General,,DEM,Justin Nelson,288,122,139,0,27
El Paso,29,Comptroller Of Public Accounts,,DEM,Joi Chevalier,138,66,61,0,11
El Paso,29,Comptroller Of Public Accounts,,DEM,Tim Mahoney,166,61,85,0,20
El Paso,29,Commissioner of the General Land Office,,DEM,Miguel Suazo,225,86,115,0,24
El Paso,29,Commissioner of the General Land Office,,DEM,Tex Morgan,80,38,32,0,10
El Paso,29,Commissioner of Agriculture,,DEM,Kim Olson,280,114,136,0,30
El Paso,29,Railroad Commissioner,,DEM,Roman Mcallen,182,73,90,0,19
El Paso,29,Railroad Commissioner,,DEM,Chris Spellmon,108,44,51,0,13
El Paso,29,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,274,112,133,0,29
El Paso,29,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,270,109,132,0,29
El Paso,29,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,276,115,132,0,29
El Paso,29,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,276,113,135,0,28
