county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Cameron,51,State Senate,27,Eddie Lucio Jr.,DEM,17,1,7,9,0
Cameron,52,State Senate,27,Eddie Lucio Jr.,DEM,670,37,442,191,0
Cameron,53,State Senate,27,Eddie Lucio Jr.,DEM,831,12,523,288,8
Cameron,54,State Senate,27,Eddie Lucio Jr.,DEM,1794,24,1257,513,0
Cameron,55,State Senate,27,Eddie Lucio Jr.,DEM,1086,16,788,280,2
Cameron,56,State Senate,27,Eddie Lucio Jr.,DEM,639,23,457,158,1
Cameron,57,State Senate,27,Eddie Lucio Jr.,DEM,27,1,23,3,0
Cameron,58,State Senate,27,Eddie Lucio Jr.,DEM,373,8,261,104,0
Cameron,59,State Senate,27,Eddie Lucio Jr.,DEM,32,0,19,13,0
Cameron,60,State Senate,27,Eddie Lucio Jr.,DEM,311,8,224,79,0
Cameron,61,State Senate,27,Eddie Lucio Jr.,DEM,825,36,639,150,0
Cameron,62,State Senate,27,Eddie Lucio Jr.,DEM,1121,39,739,343,0
Cameron,63,State Senate,27,Eddie Lucio Jr.,DEM,646,27,472,147,0
Cameron,64,State Senate,27,Eddie Lucio Jr.,DEM,766,27,490,248,1
Cameron,65,State Senate,27,Eddie Lucio Jr.,DEM,263,2,175,86,0
Cameron,66,State Senate,27,Eddie Lucio Jr.,DEM,456,12,337,107,0
Cameron,67,State Senate,27,Eddie Lucio Jr.,DEM,819,27,548,243,1
Cameron,68,State Senate,27,Eddie Lucio Jr.,DEM,857,6,452,399,0
Cameron,69,State Senate,27,Eddie Lucio Jr.,DEM,1326,38,860,427,1
Cameron,70,State Senate,27,Eddie Lucio Jr.,DEM,412,20,254,138,0
Cameron,71,State Senate,27,Eddie Lucio Jr.,DEM,1329,49,814,466,0
Cameron,72,State Senate,27,Eddie Lucio Jr.,DEM,1269,23,920,326,0
Cameron,73,State Senate,27,Eddie Lucio Jr.,DEM,1577,54,1139,384,0
Cameron,74,State Senate,27,Eddie Lucio Jr.,DEM,182,2,130,50,0
Cameron,75,State Senate,27,Eddie Lucio Jr.,DEM,1102,24,653,425,0
Cameron,76,State Senate,27,Eddie Lucio Jr.,DEM,475,22,334,119,0
Cameron,77,State Senate,27,Eddie Lucio Jr.,DEM,1136,24,692,420,0
Cameron,78,State Senate,27,Eddie Lucio Jr.,DEM,957,38,656,263,0
Cameron,79,State Senate,27,Eddie Lucio Jr.,DEM,897,43,580,274,0
Cameron,80,State Senate,27,Eddie Lucio Jr.,DEM,1028,43,755,230,0
Cameron,81,State Senate,27,Eddie Lucio Jr.,DEM,199,6,111,82,0
Cameron,82,State Senate,27,Eddie Lucio Jr.,DEM,94,0,59,35,0
Cameron,83,State Senate,27,Eddie Lucio Jr.,DEM,380,19,253,107,1
Cameron,84,State Senate,27,Eddie Lucio Jr.,DEM,627,28,427,172,0
Cameron,85,State Senate,27,Eddie Lucio Jr.,DEM,122,2,97,23,0
Cameron,86,State Senate,27,Eddie Lucio Jr.,DEM,443,7,277,159,0
Cameron,87,State Senate,27,Eddie Lucio Jr.,DEM,406,22,264,118,2
Cameron,95,State Senate,27,Eddie Lucio Jr.,DEM,237,5,158,74,0
Cameron,96,State Senate,27,Eddie Lucio Jr.,DEM,549,28,341,180,0
Cameron,97,State Senate,27,Eddie Lucio Jr.,DEM,259,10,177,72,0
Cameron,98,State Senate,27,Eddie Lucio Jr.,DEM,2116,35,1452,623,6
Cameron,99,State Senate,27,Eddie Lucio Jr.,DEM,1,0,1,0,0
Cameron,100,State Senate,27,Eddie Lucio Jr.,DEM,1884,36,1297,549,2
Cameron,101,State Senate,27,Eddie Lucio Jr.,DEM,297,14,209,73,1
Cameron,102,State Senate,27,Eddie Lucio Jr.,DEM,538,7,395,136,0
Cameron,103,State Senate,27,Eddie Lucio Jr.,DEM,122,3,72,47,0
Cameron,104,State Senate,27,Eddie Lucio Jr.,DEM,55,4,34,17,0
Cameron,105,State Senate,27,Eddie Lucio Jr.,DEM,24,0,16,8,0
Cameron,106,State Senate,27,Eddie Lucio Jr.,DEM,947,40,676,231,0
Cameron,107,State Senate,27,Eddie Lucio Jr.,DEM,243,4,187,52,0
Cameron,108,State Senate,27,Eddie Lucio Jr.,DEM,0,0,0,0,0
Cameron,109,State Senate,27,Eddie Lucio Jr.,DEM,1,0,1,0,0
Cameron,1A,State Senate,27,Eddie Lucio Jr.,DEM,107,20,73,14,0
Cameron,2A,State Senate,27,Eddie Lucio Jr.,DEM,181,15,121,45,0
Cameron,3A,State Senate,27,Eddie Lucio Jr.,DEM,156,3,101,52,0
Cameron,4A,State Senate,27,Eddie Lucio Jr.,DEM,425,12,251,161,1
Cameron,14A,State Senate,27,Eddie Lucio Jr.,DEM,497,11,304,181,1
Cameron,16A,State Senate,27,Eddie Lucio Jr.,DEM,235,11,118,106,0
Cameron,17A,State Senate,27,Eddie Lucio Jr.,DEM,1042,20,543,479,0
Cameron,18A,State Senate,27,Eddie Lucio Jr.,DEM,114,3,80,31,0
Cameron,20A,State Senate,27,Eddie Lucio Jr.,DEM,181,3,103,75,0
Cameron,22A,State Senate,27,Eddie Lucio Jr.,DEM,230,8,166,56,0
Cameron,23A,State Senate,27,Eddie Lucio Jr.,DEM,67,0,39,28,0
Cameron,24A,State Senate,27,Eddie Lucio Jr.,DEM,510,18,298,193,1
Cameron,25A,State Senate,27,Eddie Lucio Jr.,DEM,83,1,42,40,0
Cameron,26A,State Senate,27,Eddie Lucio Jr.,DEM,630,18,458,154,0
Cameron,27A,State Senate,27,Eddie Lucio Jr.,DEM,319,16,185,114,4
Cameron,28A,State Senate,27,Eddie Lucio Jr.,DEM,82,3,53,26,0
Cameron,29A,State Senate,27,Eddie Lucio Jr.,DEM,314,3,198,112,1
Cameron,34A,State Senate,27,Eddie Lucio Jr.,DEM,81,3,58,20,0
Cameron,40A,State Senate,27,Eddie Lucio Jr.,DEM,8,2,5,1,0
Cameron,43A,State Senate,27,Eddie Lucio Jr.,DEM,85,0,57,28,0
Cameron,44A,State Senate,27,Eddie Lucio Jr.,DEM,0,0,0,0,0
Cameron,50A,State Senate,27,Eddie Lucio Jr.,DEM,650,13,451,186,0
Cameron,51A,State Senate,27,Eddie Lucio Jr.,DEM,403,15,185,203,0
Cameron,52A,State Senate,27,Eddie Lucio Jr.,DEM,4,1,3,0,0
Cameron,53A,State Senate,27,Eddie Lucio Jr.,DEM,377,9,242,125,1
Cameron,55A,State Senate,27,Eddie Lucio Jr.,DEM,13,0,10,2,1
Cameron,57A,State Senate,27,Eddie Lucio Jr.,DEM,184,4,116,63,1
Cameron,58A,State Senate,27,Eddie Lucio Jr.,DEM,678,9,485,184,0
Cameron,59A,State Senate,27,Eddie Lucio Jr.,DEM,188,1,100,87,0
Cameron,64A,State Senate,27,Eddie Lucio Jr.,DEM,35,0,35,0,0
Cameron,65A,State Senate,27,Eddie Lucio Jr.,DEM,676,21,468,187,0
Cameron,66A,State Senate,27,Eddie Lucio Jr.,DEM,865,21,619,225,0
Cameron,67A,State Senate,27,Eddie Lucio Jr.,DEM,24,1,16,7,0
Cameron,74A,State Senate,27,Eddie Lucio Jr.,DEM,1335,10,828,497,0
Cameron,78A,State Senate,27,Eddie Lucio Jr.,DEM,28,1,21,6,0
Cameron,80A,State Senate,27,Eddie Lucio Jr.,DEM,345,2,231,112,0
Cameron,81A,State Senate,27,Eddie Lucio Jr.,DEM,366,14,164,186,2
Cameron,82A,State Senate,27,Eddie Lucio Jr.,DEM,672,26,354,291,1
Cameron,83A,State Senate,27,Eddie Lucio Jr.,DEM,1,0,1,0,0
Cameron,84A,State Senate,27,Eddie Lucio Jr.,DEM,25,0,18,7,0
Cameron,85A,State Senate,27,Eddie Lucio Jr.,DEM,229,8,159,62,0
Cameron,87A,State Senate,27,Eddie Lucio Jr.,DEM,190,5,134,51,0
Cameron,95A,State Senate,27,Eddie Lucio Jr.,DEM,88,1,56,31,0
Cameron,99A,State Senate,27,Eddie Lucio Jr.,DEM,123,2,60,61,0
Cameron,102A,State Senate,27,Eddie Lucio Jr.,DEM,161,7,118,36,0
Cameron,Total,State Senate,27,Eddie Lucio Jr.,DEM,70570,2270,45723,22518,59
Cameron,1,State Senate,27,Over votes,,0,0,0,0,0
Cameron,2,State Senate,27,Over votes,,0,0,0,0,0
Cameron,3,State Senate,27,Over votes,,0,0,0,0,0
Cameron,4,State Senate,27,Over votes,,0,0,0,0,0
Cameron,5,State Senate,27,Over votes,,0,0,0,0,0
Cameron,6,State Senate,27,Over votes,,0,0,0,0,0
Cameron,7,State Senate,27,Over votes,,0,0,0,0,0
Cameron,8,State Senate,27,Over votes,,0,0,0,0,0
Cameron,9,State Senate,27,Over votes,,0,0,0,0,0
Cameron,10,State Senate,27,Over votes,,0,0,0,0,0
Cameron,11,State Senate,27,Over votes,,0,0,0,0,0
Cameron,12,State Senate,27,Over votes,,0,0,0,0,0
Cameron,13,State Senate,27,Over votes,,0,0,0,0,0
Cameron,14,State Senate,27,Over votes,,0,0,0,0,0
Cameron,15,State Senate,27,Over votes,,0,0,0,0,0
Cameron,16,State Senate,27,Over votes,,0,0,0,0,0
Cameron,17,State Senate,27,Over votes,,0,0,0,0,0
Cameron,18,State Senate,27,Over votes,,0,0,0,0,0
Cameron,19,State Senate,27,Over votes,,0,0,0,0,0
Cameron,20,State Senate,27,Over votes,,0,0,0,0,0
Cameron,21,State Senate,27,Over votes,,0,0,0,0,0
Cameron,22,State Senate,27,Over votes,,0,0,0,0,0
Cameron,23,State Senate,27,Over votes,,0,0,0,0,0
Cameron,24,State Senate,27,Over votes,,0,0,0,0,0
Cameron,25,State Senate,27,Over votes,,0,0,0,0,0
Cameron,26,State Senate,27,Over votes,,0,0,0,0,0
Cameron,27,State Senate,27,Over votes,,0,0,0,0,0
Cameron,28,State Senate,27,Over votes,,0,0,0,0,0
Cameron,29,State Senate,27,Over votes,,0,0,0,0,0
Cameron,30,State Senate,27,Over votes,,0,0,0,0,0
Cameron,31,State Senate,27,Over votes,,0,0,0,0,0
Cameron,32,State Senate,27,Over votes,,0,0,0,0,0
Cameron,33,State Senate,27,Over votes,,0,0,0,0,0
Cameron,34,State Senate,27,Over votes,,0,0,0,0,0
Cameron,35,State Senate,27,Over votes,,0,0,0,0,0
Cameron,36,State Senate,27,Over votes,,0,0,0,0,0
Cameron,37,State Senate,27,Over votes,,0,0,0,0,0
Cameron,38,State Senate,27,Over votes,,0,0,0,0,0
Cameron,39,State Senate,27,Over votes,,0,0,0,0,0
Cameron,40,State Senate,27,Over votes,,0,0,0,0,0
Cameron,41,State Senate,27,Over votes,,0,0,0,0,0
Cameron,42,State Senate,27,Over votes,,0,0,0,0,0
Cameron,43,State Senate,27,Over votes,,0,0,0,0,0
Cameron,44,State Senate,27,Over votes,,0,0,0,0,0
Cameron,45,State Senate,27,Over votes,,0,0,0,0,0
Cameron,46,State Senate,27,Over votes,,0,0,0,0,0
Cameron,47,State Senate,27,Over votes,,0,0,0,0,0
Cameron,48,State Senate,27,Over votes,,0,0,0,0,0
Cameron,49,State Senate,27,Over votes,,0,0,0,0,0
Cameron,50,State Senate,27,Over votes,,0,0,0,0,0
Cameron,51,State Senate,27,Over votes,,0,0,0,0,0
Cameron,52,State Senate,27,Over votes,,0,0,0,0,0
Cameron,53,State Senate,27,Over votes,,0,0,0,0,0
Cameron,54,State Senate,27,Over votes,,0,0,0,0,0
Cameron,55,State Senate,27,Over votes,,0,0,0,0,0
Cameron,56,State Senate,27,Over votes,,0,0,0,0,0
Cameron,57,State Senate,27,Over votes,,0,0,0,0,0
Cameron,58,State Senate,27,Over votes,,0,0,0,0,0
Cameron,59,State Senate,27,Over votes,,0,0,0,0,0
Cameron,60,State Senate,27,Over votes,,0,0,0,0,0
Cameron,61,State Senate,27,Over votes,,0,0,0,0,0
Cameron,62,State Senate,27,Over votes,,0,0,0,0,0
Cameron,63,State Senate,27,Over votes,,0,0,0,0,0
Cameron,64,State Senate,27,Over votes,,0,0,0,0,0
Cameron,65,State Senate,27,Over votes,,0,0,0,0,0
Cameron,66,State Senate,27,Over votes,,0,0,0,0,0
Cameron,67,State Senate,27,Over votes,,0,0,0,0,0
Cameron,68,State Senate,27,Over votes,,0,0,0,0,0
Cameron,69,State Senate,27,Over votes,,0,0,0,0,0
Cameron,70,State Senate,27,Over votes,,0,0,0,0,0
Cameron,71,State Senate,27,Over votes,,0,0,0,0,0
Cameron,72,State Senate,27,Over votes,,0,0,0,0,0
Cameron,73,State Senate,27,Over votes,,0,0,0,0,0
Cameron,74,State Senate,27,Over votes,,0,0,0,0,0
Cameron,75,State Senate,27,Over votes,,0,0,0,0,0
Cameron,76,State Senate,27,Over votes,,0,0,0,0,0
Cameron,77,State Senate,27,Over votes,,0,0,0,0,0
Cameron,78,State Senate,27,Over votes,,0,0,0,0,0
Cameron,79,State Senate,27,Over votes,,0,0,0,0,0
Cameron,80,State Senate,27,Over votes,,0,0,0,0,0
Cameron,81,State Senate,27,Over votes,,0,0,0,0,0
Cameron,82,State Senate,27,Over votes,,0,0,0,0,0
Cameron,83,State Senate,27,Over votes,,0,0,0,0,0
Cameron,84,State Senate,27,Over votes,,0,0,0,0,0
Cameron,85,State Senate,27,Over votes,,0,0,0,0,0
Cameron,86,State Senate,27,Over votes,,0,0,0,0,0
Cameron,87,State Senate,27,Over votes,,0,0,0,0,0
Cameron,95,State Senate,27,Over votes,,0,0,0,0,0
Cameron,96,State Senate,27,Over votes,,0,0,0,0,0
Cameron,97,State Senate,27,Over votes,,0,0,0,0,0
Cameron,98,State Senate,27,Over votes,,0,0,0,0,0
Cameron,99,State Senate,27,Over votes,,0,0,0,0,0
Cameron,100,State Senate,27,Over votes,,0,0,0,0,0
Cameron,101,State Senate,27,Over votes,,0,0,0,0,0
Cameron,102,State Senate,27,Over votes,,0,0,0,0,0
Cameron,103,State Senate,27,Over votes,,0,0,0,0,0
Cameron,104,State Senate,27,Over votes,,0,0,0,0,0
Cameron,105,State Senate,27,Over votes,,0,0,0,0,0
Cameron,106,State Senate,27,Over votes,,0,0,0,0,0
Cameron,107,State Senate,27,Over votes,,0,0,0,0,0
Cameron,108,State Senate,27,Over votes,,0,0,0,0,0
Cameron,109,State Senate,27,Over votes,,0,0,0,0,0
Cameron,1A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,2A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,3A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,4A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,14A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,16A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,17A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,18A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,20A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,22A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,23A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,24A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,25A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,26A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,27A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,28A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,29A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,34A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,40A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,43A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,44A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,50A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,51A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,52A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,53A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,55A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,57A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,58A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,59A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,64A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,65A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,66A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,67A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,74A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,78A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,80A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,81A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,82A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,83A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,84A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,85A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,87A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,95A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,99A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,102A,State Senate,27,Over votes,,0,0,0,0,0
Cameron,Total,State Senate,27,Over votes,,0,0,0,0,0
Cameron,1,State Senate,27,Under Votes,,223,12,169,42,0
Cameron,2,State Senate,27,Under Votes,,3,0,3,0,0
Cameron,3,State Senate,27,Under Votes,,212,5,150,57,0
Cameron,4,State Senate,27,Under Votes,,477,15,400,62,0
Cameron,5,State Senate,27,Under Votes,,42,3,18,21,0
Cameron,6,State Senate,27,Under Votes,,83,2,53,28,0
Cameron,7,State Senate,27,Under Votes,,48,5,30,13,0
Cameron,8,State Senate,27,Under Votes,,34,2,17,15,0
Cameron,9,State Senate,27,Under Votes,,159,4,96,59,0
Cameron,10,State Senate,27,Under Votes,,123,3,70,50,0
Cameron,11,State Senate,27,Under Votes,,141,2,92,47,0
Cameron,12,State Senate,27,Under Votes,,289,9,202,78,0
Cameron,13,State Senate,27,Under Votes,,59,3,44,12,0
Cameron,14,State Senate,27,Under Votes,,53,0,41,12,0
Cameron,15,State Senate,27,Under Votes,,246,15,165,66,0
Cameron,16,State Senate,27,Under Votes,,90,10,64,16,0
Cameron,17,State Senate,27,Under Votes,,45,0,21,24,0
Cameron,18,State Senate,27,Under Votes,,178,4,109,65,0
Cameron,19,State Senate,27,Under Votes,,170,2,112,56,0
Cameron,20,State Senate,27,Under Votes,,108,6,70,32,0
Cameron,21,State Senate,27,Under Votes,,187,6,132,49,0
Cameron,22,State Senate,27,Under Votes,,156,3,90,63,0
Cameron,23,State Senate,27,Under Votes,,6,0,6,0,0
Cameron,24,State Senate,27,Under Votes,,2,0,2,0,0
Cameron,25,State Senate,27,Under Votes,,32,3,7,22,0
Cameron,26,State Senate,27,Under Votes,,106,2,86,18,0
Cameron,27,State Senate,27,Under Votes,,114,1,55,58,0
Cameron,28,State Senate,27,Under Votes,,99,1,69,29,0
Cameron,29,State Senate,27,Under Votes,,334,21,229,84,0
Cameron,30,State Senate,27,Under Votes,,241,10,181,50,0
Cameron,31,State Senate,27,Under Votes,,54,0,36,18,0
Cameron,32,State Senate,27,Under Votes,,351,25,222,104,0
Cameron,33,State Senate,27,Under Votes,,70,1,47,22,0
Cameron,34,State Senate,27,Under Votes,,9,0,7,2,0
Cameron,35,State Senate,27,Under Votes,,269,15,192,62,0
Cameron,36,State Senate,27,Under Votes,,256,19,175,62,0
Cameron,37,State Senate,27,Under Votes,,78,3,43,32,0
Cameron,38,State Senate,27,Under Votes,,160,9,109,42,0
Cameron,39,State Senate,27,Under Votes,,101,3,55,43,0
Cameron,40,State Senate,27,Under Votes,,283,26,185,72,0
Cameron,41,State Senate,27,Under Votes,,312,11,198,103,0
Cameron,42,State Senate,27,Under Votes,,85,1,49,35,0
Cameron,43,State Senate,27,Under Votes,,58,0,32,26,0
Cameron,44,State Senate,27,Under Votes,,722,51,486,185,0
Cameron,45,State Senate,27,Under Votes,,119,4,80,35,0
Cameron,46,State Senate,27,Under Votes,,290,14,191,85,0
Cameron,47,State Senate,27,Under Votes,,79,3,55,21,0
Cameron,48,State Senate,27,Under Votes,,198,1,146,51,0
Cameron,49,State Senate,27,Under Votes,,104,6,72,26,0
Cameron,50,State Senate,27,Under Votes,,364,18,276,70,0
Cameron,51,State Senate,27,Under Votes,,10,0,6,4,0
Cameron,52,State Senate,27,Under Votes,,585,52,338,195,0
Cameron,53,State Senate,27,Under Votes,,146,1,92,53,0
Cameron,54,State Senate,27,Under Votes,,374,9,274,91,0
Cameron,55,State Senate,27,Under Votes,,361,15,258,88,0
Cameron,56,State Senate,27,Under Votes,,310,7,242,61,0
Cameron,57,State Senate,27,Under Votes,,15,4,7,4,0
Cameron,58,State Senate,27,Under Votes,,132,5,99,28,0
Cameron,59,State Senate,27,Under Votes,,8,0,4,4,0
Cameron,60,State Senate,27,Under Votes,,85,8,64,13,0
Cameron,61,State Senate,27,Under Votes,,258,18,196,44,0
Cameron,62,State Senate,27,Under Votes,,285,12,191,82,0
Cameron,63,State Senate,27,Under Votes,,212,6,158,48,0
Cameron,64,State Senate,27,Under Votes,,364,15,267,82,0
Cameron,65,State Senate,27,Under Votes,,123,4,89,30,0
Cameron,66,State Senate,27,Under Votes,,287,13,212,62,0
Cameron,67,State Senate,27,Under Votes,,739,41,451,247,0
Cameron,68,State Senate,27,Under Votes,,145,2,75,68,0
Cameron,69,State Senate,27,Under Votes,,251,10,170,71,0
Cameron,70,State Senate,27,Under Votes,,78,1,47,30,0
Cameron,71,State Senate,27,Under Votes,,229,8,137,84,0
Cameron,72,State Senate,27,Under Votes,,268,7,193,68,0
Cameron,73,State Senate,27,Under Votes,,384,25,264,95,0
Cameron,74,State Senate,27,Under Votes,,45,1,34,10,0
Cameron,75,State Senate,27,Under Votes,,168,3,112,53,0
Cameron,76,State Senate,27,Under Votes,,153,14,115,24,0
Cameron,77,State Senate,27,Under Votes,,153,1,82,70,0
Cameron,78,State Senate,27,Under Votes,,430,21,308,101,0
Cameron,79,State Senate,27,Under Votes,,472,29,325,118,0
Cameron,80,State Senate,27,Under Votes,,817,57,613,147,0
Cameron,81,State Senate,27,Under Votes,,71,2,52,17,0
Cameron,82,State Senate,27,Under Votes,,30,2,21,7,0
Cameron,83,State Senate,27,Under Votes,,233,14,143,76,0
Cameron,84,State Senate,27,Under Votes,,339,16,226,97,0
Cameron,85,State Senate,27,Under Votes,,65,2,55,8,0
Cameron,86,State Senate,27,Under Votes,,101,3,65,33,0
Cameron,87,State Senate,27,Under Votes,,323,32,231,60,0
Cameron,95,State Senate,27,Under Votes,,62,1,42,19,0
Cameron,96,State Senate,27,Under Votes,,114,1,79,34,0
Cameron,97,State Senate,27,Under Votes,,63,4,42,17,0
Cameron,98,State Senate,27,Under Votes,,421,15,290,116,0
Cameron,99,State Senate,27,Under Votes,,0,0,0,0,0
Cameron,100,State Senate,27,Under Votes,,445,10,338,97,0
Cameron,101,State Senate,27,Under Votes,,91,8,72,11,0
Cameron,102,State Senate,27,Under Votes,,163,11,116,36,0
Cameron,103,State Senate,27,Under Votes,,31,2,17,12,0
Cameron,104,State Senate,27,Under Votes,,24,0,13,11,0
Cameron,105,State Senate,27,Under Votes,,4,0,1,3,0
Cameron,106,State Senate,27,Under Votes,,312,19,251,42,0
Cameron,107,State Senate,27,Under Votes,,39,1,30,8,0
Cameron,108,State Senate,27,Under Votes,,0,0,0,0,0
Cameron,109,State Senate,27,Under Votes,,0,0,0,0,0
Cameron,1A,State Senate,27,Under Votes,,170,18,133,19,0
Cameron,2A,State Senate,27,Under Votes,,138,14,96,28,0
Cameron,3A,State Senate,27,Under Votes,,29,0,23,6,0
Cameron,4A,State Senate,27,Under Votes,,111,6,73,32,0
Cameron,14A,State Senate,27,Under Votes,,181,5,130,46,0
Cameron,16A,State Senate,27,Under Votes,,49,0,24,25,0
Cameron,17A,State Senate,27,Under Votes,,217,6,125,86,0
Cameron,18A,State Senate,27,Under Votes,,52,1,41,10,0
Cameron,20A,State Senate,27,Under Votes,,131,10,76,45,0
Cameron,22A,State Senate,27,Under Votes,,88,3,64,21,0
Cameron,23A,State Senate,27,Under Votes,,30,1,20,9,0
Cameron,24A,State Senate,27,Under Votes,,148,3,86,59,0
Cameron,25A,State Senate,27,Under Votes,,21,2,10,9,0
Cameron,26A,State Senate,27,Under Votes,,335,23,222,90,0
Cameron,27A,State Senate,27,Under Votes,,103,6,62,35,0
Cameron,28A,State Senate,27,Under Votes,,54,3,38,13,0
Cameron,29A,State Senate,27,Under Votes,,144,2,95,47,0
Cameron,34A,State Senate,27,Under Votes,,29,2,20,7,0
Cameron,40A,State Senate,27,Under Votes,,7,0,7,0,0
Cameron,43A,State Senate,27,Under Votes,,37,0,22,15,0
Cameron,44A,State Senate,27,Under Votes,,0,0,0,0,0
Cameron,50A,State Senate,27,Under Votes,,224,8,161,55,0
Cameron,51A,State Senate,27,Under Votes,,93,3,49,41,0
Cameron,52A,State Senate,27,Under Votes,,2,1,1,0,0
Cameron,53A,State Senate,27,Under Votes,,80,3,54,23,0
Cameron,55A,State Senate,27,Under Votes,,5,0,5,0,0
Cameron,57A,State Senate,27,Under Votes,,105,0,80,25,0
Cameron,58A,State Senate,27,Under Votes,,337,14,249,74,0
Cameron,59A,State Senate,27,Under Votes,,46,2,18,26,0
Cameron,64A,State Senate,27,Under Votes,,26,1,25,0,0
Cameron,65A,State Senate,27,Under Votes,,241,15,181,45,0
Cameron,66A,State Senate,27,Under Votes,,285,8,208,69,0
Cameron,67A,State Senate,27,Under Votes,,28,0,22,6,0
Cameron,74A,State Senate,27,Under Votes,,233,6,160,67,0
Cameron,78A,State Senate,27,Under Votes,,2,0,2,0,0
Cameron,80A,State Senate,27,Under Votes,,158,4,113,41,0
Cameron,81A,State Senate,27,Under Votes,,132,5,69,58,0
Cameron,82A,State Senate,27,Under Votes,,134,14,75,45,0
Cameron,83A,State Senate,27,Under Votes,,0,0,0,0,0
Cameron,84A,State Senate,27,Under Votes,,18,0,11,7,0
Cameron,85A,State Senate,27,Under Votes,,109,4,76,29,0
Cameron,87A,State Senate,27,Under Votes,,102,3,69,30,0
Cameron,95A,State Senate,27,Under Votes,,18,0,15,3,0
Cameron,99A,State Senate,27,Under Votes,,42,2,17,23,0
Cameron,102A,State Senate,27,Under Votes,,63,12,42,9,0
Cameron,Total,State Senate,27,Under Votes,,23397,1101,16015,6281,0
Cameron,1,State Representative,37,Rene O. Olivera,DEM,418,15,289,114,0
Cameron,2,State Representative,37,Rene O. Olivera,DEM,2,0,2,0,0
Cameron,3,State Representative,37,Rene O. Olivera,DEM,664,18,472,174,0
Cameron,5,State Representative,37,Rene O. Olivera,DEM,229,14,134,81,0
Cameron,6,State Representative,37,Rene O. Olivera,DEM,466,20,277,169,0
Cameron,7,State Representative,37,Rene O. Olivera,DEM,167,8,114,45,0
Cameron,8,State Representative,37,Rene O. Olivera,DEM,223,8,125,90,0
Cameron,9,State Representative,37,Rene O. Olivera,DEM,914,38,572,304,0
Cameron,10,State Representative,37,Rene O. Olivera,DEM,709,33,417,259,0
Cameron,12,State Representative,37,Rene O. Olivera,DEM,899,36,579,284,0
Cameron,13,State Representative,37,Rene O. Olivera,DEM,263,12,165,86,0
Cameron,14,State Representative,37,Rene O. Olivera,DEM,384,6,239,139,0
Cameron,15,State Representative,37,Rene O. Olivera,DEM,830,36,535,259,0
Cameron,20,State Representative,37,Rene O. Olivera,DEM,243,9,140,94,0
Cameron,37,State Representative,37,Rene O. Olivera,DEM,590,26,316,248,0
Cameron,38,State Representative,37,Rene O. Olivera,DEM,252,10,171,71,0
Cameron,45,State Representative,37,Rene O. Olivera,DEM,741,32,404,305,0
Cameron,46,State Representative,37,Rene O. Olivera,DEM,1274,39,903,332,0
Cameron,47,State Representative,37,Rene O. Olivera,DEM,324,16,202,106,0
