county,precinct,office,district,party,candidate,votes,early_voting,election_day
Coke,1,President,,REP,Rick Santorum,1,0,1
Coke,1,President,,REP,Marco Rubio,20,14,6
Coke,1,President,,REP,Ben Carson,16,5,11
Coke,1,President,,REP,Over Votes,0,0,0
Coke,1,President,,REP,Under Votes,9,6,3
Coke,1,President,,REP,Mike Huckabee,0,0,0
Coke,1,President,,REP,Elizabeth Gray,0,0,0
Coke,1,President,,REP,Jeb Bush,3,3,0
Coke,1,President,,REP,Rand Paul,0,0,0
Coke,1,President,,REP,Donald J. Trump,73,35,38
Coke,1,President,,REP,Chris Christie,0,0,0
Coke,1,President,,REP,Carly Fiorina,1,0,1
Coke,1,President,,REP,Ted Cruz,129,57,72
Coke,1,President,,REP,John R. Kasich,7,1,6
Coke,1,President,,REP,Lindsey Graham,0,0,0
Coke,1,President,,REP,Uncommitted,4,1,3
Coke,1,U.S. House,11,REP,Mike Conaway,209,92,117
Coke,1,U.S. House,11,REP,Over Votes,0,0,0
Coke,1,U.S. House,11,REP,Under Votes,51,27,24
Coke,1,Railroad Commissioner,,REP,Gary Gates,44,23,21
Coke,1,Railroad Commissioner,,REP,Lance N. Christian,29,9,20
Coke,1,Railroad Commissioner,,REP,Wayne Christian,28,15,13
Coke,1,Railroad Commissioner,,REP,Doug Jeffrey,19,10,9
Coke,1,Railroad Commissioner,,REP,John Greytok,8,5,3
Coke,1,Railroad Commissioner,,REP,Weston Martinez,6,2,4
Coke,1,Railroad Commissioner,,REP,Ron Hale,34,15,19
Coke,1,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,113,55,58
Coke,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,72,30,42
Coke,1,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0
Coke,1,"Justice, Supreme Court, Place 3",,REP,Under Votes,73,32,41
Coke,1,"Justice, Supreme Court, Place 5",,REP,Rick Green,125,56,69
Coke,1,"Justice, Supreme Court, Place 5",,REP,Paul Green,49,22,27
Coke,1,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0
Coke,1,"Justice, Supreme Court, Place 5",,REP,Under Votes,82,37,45
Coke,1,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,90,42,48
Coke,1,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0
Coke,1,"Justice, Supreme Court, Place 9",,REP,Under Votes,76,35,41
Coke,1,"Justice, Supreme Court, Place 9",,REP,Joe Pool,91,39,52
Coke,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,65,29,36
Coke,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0
Coke,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,90,40,50
Coke,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,66,27,39
Coke,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,36,20,16
Coke,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,22,7,15
Coke,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,83,33,50
Coke,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,23,12,11
Coke,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0
Coke,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,85,41,44
Coke,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,44,23,21
Coke,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,86,32,54
Coke,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0
Coke,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,95,46,49
Coke,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,75,37,38
Coke,1,"Member, State Board of Education",15,REP,Marty Rowley,155,66,89
Coke,1,"Member, State Board of Education",15,REP,Over Votes,0,0,0
Coke,1,"Member, State Board of Education",15,REP,Under Votes,100,48,52
Coke,1,State Senate,28,REP,Charles Perry,176,79,97
Coke,1,State Senate,28,REP,Over Votes,0,0,0
Coke,1,State Senate,28,REP,Under Votes,80,36,44
Coke,1,State Representative,72,REP,Drew Darby,213,99,114
Coke,1,State Representative,72,REP,Over Votes,0,0,0
Coke,1,State Representative,72,REP,Under Votes,49,22,27
Coke,1,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson Bourland,161,73,88
Coke,1,"Justice, 3rd Court of Appeals District, Place 2",,REP,Over Votes,0,0,0
Coke,1,"Justice, 3rd Court of Appeals District, Place 2",,REP,Under Votes,97,44,53
Coke,1,"Justice, 3rd Court of Appeals District, Place 4",,REP,Melissa Goodwin,164,73,91
Coke,1,"Justice, 3rd Court of Appeals District, Place 4",,REP,Over Votes,0,0,0
Coke,1,"Justice, 3rd Court of Appeals District, Place 4",,REP,Under Votes,94,44,50
Coke,1,"District Judge, 51st Judicial District",,REP,Barbara Lane Walther,193,92,101
Coke,1,"District Judge, 51st Judicial District",,REP,Over Votes,0,0,0
Coke,1,"District Judge, 51st Judicial District",,REP,Under Votes,66,26,40
Coke,1,"District Attorney, 51st Judicial District",,REP,Allison Palmer,172,81,91
Coke,1,"District Attorney, 51st Judicial District",,REP,Over Votes,0,0,0
Coke,1,"District Attorney, 51st Judicial District",,REP,Under Votes,87,37,50
