county,precinct,office,district,party,candidate,early_voting,election_day,votes
Medina,1A,President,,Republican,Donald J. Trump,680,97,777
Medina,1A,President,,Democratic,Hillary Clinton,90,30,120
Medina,1A,President,,Libertarian,Gary Johnson,11,2,13
Medina,1A,President,,Green,Jill Stein,4,0,4
Medina,1A,President,,,Darrell L. Castle,0,0,0
Medina,1A,President,,,Cherunda Fox,0,0,0
Medina,1A,President,,,Tony Valdivia,0,0,0
Medina,1A,U.S. House,23,Republican,Will Hurd,697,103,800
Medina,1A,U.S. House,23,Democratic,Pete P. Gallego,81,25,106
Medina,1A,U.S. House,23,Libertarian,Ruben S. Corvalan,16,7,23
Medina,1A,Railroad Commissioner,,Republican,Wayne Christian,668,100,768
Medina,1A,Railroad Commissioner,,Democratic,Grady Yarbrough,69,26,95
Medina,1A,Railroad Commissioner,,Libertarian,Mark Miller,32,3,35
Medina,1A,Railroad Commissioner,,Green,Martina Salinas,10,3,13
Medina,1A,"Justice, Supreme Court, Place 3",,Republican,Debra Lehrmann,677,100,777
Medina,1A,"Justice, Supreme Court, Place 3",,Democratic,Mike Westergren,73,25,98
Medina,1A,"Justice, Supreme Court, Place 3",,Libertarian,Kathie Glass,20,4,24
Medina,1A,"Justice, Supreme Court, Place 3",,Green,Rodolfo Rivera Munoz,9,3,12
Medina,1A,"Justice, Supreme Court, Place 5",,Republican,Paul Green,672,98,770
Medina,1A,"Justice, Supreme Court, Place 5",,Democratic,Dori Contreras Garza,86,30,116
Medina,1A,"Justice, Supreme Court, Place 5",,Libertarian,Tom Oxford,18,4,22
Medina,1A,"Justice, Supreme Court, Place 5",,Green,Charles E. Waterbury,6,0,6
Medina,1A,"Justice, Supreme Court, Place 9",,Republican,Eva Guzman,682,99,781
Medina,1A,"Justice, Supreme Court, Place 9",,Democratic,Savannah Robinson,75,29,104
Medina,1A,"Justice, Supreme Court, Place 9",,Libertarian,Don Fulton,14,4,18
Medina,1A,"Justice, Supreme Court, Place 9",,Green,Jim Chisholm,10,1,11
Medina,1A,"Judge, Court of Criminal Appeals, Place 2",,Republican,May Lou Keel,675,100,775
Medina,1A,"Judge, Court of Criminal Appeals, Place 2",,Democratic,"Lawrence ""Larry"" Meyers",80,27,107
Medina,1A,"Judge, Court of Criminal Appeals, Place 2",,Libertarian,Mark Ash,20,6,26
Medina,1A,"Judge, Court of Criminal Appeals, Place 2",,Green,Adam King Blackwell Reposa,6,1,7
Medina,1A,"Judge, Court of Criminal Appeals, Place 5",,Republican,Scott Walker,675,101,776
Medina,1A,"Judge, Court of Criminal Appeals, Place 5",,Democratic,Betsy Johnson,83,25,108
Medina,1A,"Judge, Court of Criminal Appeals, Place 5",,Libertarian,"William Bryan Strange, III",14,5,19
Medina,1A,"Judge, Court of Criminal Appeals, Place 5",,Green,Judith Sanders - Castro,8,3,11
Medina,1A,"Judge, Court of Criminal Apopeals, Place 6",,Republican,Michael E. Keasler,671,100,771
Medina,1A,"Judge, Court of Criminal Appeals, Place 6",,Democratic,Robert Burns,87,27,114
Medina,1A,"Judge, Court of Criminal Appeals, Place 6",,Libertarian,Mark W. Bennett,18,7,25
Medina,1A,"Member, State Board of Education District 1",,Democratic,Georgina Perez,208,48,256
Medina,1A,"Member, State Board of Education District 1",,Green,"Hugo Noyola, Jr",147,24,171
Medina,1A,State Senate,19,Republican,Peter P. Flores,660,96,756
Medina,1A,State Senate,19,Democratic,Carlos I. Uresti,104,32,136
