county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Fannin,1,Ballots Cast,,,,,,,846
Fannin,2,Ballots Cast,,,,,,,732
Fannin,3,Ballots Cast,,,,,,,386
Fannin,4,Ballots Cast,,,,,,,805
Fannin,5,Ballots Cast,,,,,,,338
Fannin,6,Ballots Cast,,,,,,,465
Fannin,7,Ballots Cast,,,,,,,322
Fannin,9,Ballots Cast,,,,,,,608
Fannin,10,Ballots Cast,,,,,,,1393
Fannin,11,Ballots Cast,,,,,,,1485
Fannin,12,Ballots Cast,,,,,,,755
Fannin,13,Ballots Cast,,,,,,,502
Fannin,15,Ballots Cast,,,,,,,534
Fannin,16,Ballots Cast,,,,,,,221
Fannin,18,Ballots Cast,,,,,,,1828
Fannin,19,Ballots Cast,,,,,,,1086
Fannin,Total,Ballots Cast,,,,,,,12306
Fannin,1,Straight Party,,,REP,15,298,96,409
Fannin,2,Straight Party,,,REP,33,213,204,450
Fannin,3,Straight Party,,,REP,11,54,123,188
Fannin,4,Straight Party,,,REP,22,259,55,336
Fannin,5,Straight Party,,,REP,5,107,90,202
Fannin,6,Straight Party,,,REP,10,121,115,246
Fannin,7,Straight Party,,,REP,8,100,72,180
Fannin,9,Straight Party,,,REP,12,177,124,313
Fannin,10,Straight Party,,,REP,36,352,448,836
Fannin,11,Straight Party,,,REP,47,338,477,862
Fannin,12,Straight Party,,,REP,18,219,143,380
Fannin,13,Straight Party,,,REP,9,147,99,255
Fannin,15,Straight Party,,,REP,17,171,112,300
Fannin,16,Straight Party,,,REP,6,42,56,104
Fannin,18,Straight Party,,,REP,71,632,191,894
Fannin,19,Straight Party,,,REP,41,204,235,480
Fannin,Total,Straight Party,,,REP,361,3434,2640,6435
Fannin,1,Straight Party,,,DEM,6,64,35,105
Fannin,2,Straight Party,,,DEM,1,24,25,50
Fannin,3,Straight Party,,,DEM,5,15,73,93
Fannin,4,Straight Party,,,DEM,20,101,33,154
Fannin,5,Straight Party,,,DEM,4,16,15,35
Fannin,6,Straight Party,,,DEM,7,18,25,50
Fannin,7,Straight Party,,,DEM,2,12,9,23
Fannin,9,Straight Party,,,DEM,3,35,36,74
Fannin,10,Straight Party,,,DEM,6,66,62,134
Fannin,11,Straight Party,,,DEM,12,54,75,141
Fannin,12,Straight Party,,,DEM,4,33,22,59
Fannin,13,Straight Party,,,DEM,3,39,21,63
Fannin,15,Straight Party,,,DEM,5,17,10,32
Fannin,16,Straight Party,,,DEM,2,14,19,35
Fannin,18,Straight Party,,,DEM,32,154,74,260
Fannin,19,Straight Party,,,DEM,9,46,101,156
Fannin,Total,Straight Party,,,DEM,121,708,635,1464
Fannin,1,Straight Party,,,LIB,0,3,1,4
Fannin,2,Straight Party,,,LIB,0,1,0,1
Fannin,3,Straight Party,,,LIB,0,0,2,2
Fannin,4,Straight Party,,,LIB,1,1,1,3
Fannin,5,Straight Party,,,LIB,0,2,1,3
Fannin,6,Straight Party,,,LIB,0,1,4,5
Fannin,7,Straight Party,,,LIB,0,2,1,3
Fannin,9,Straight Party,,,LIB,0,3,0,3
Fannin,10,Straight Party,,,LIB,0,1,7,8
Fannin,11,Straight Party,,,LIB,1,3,11,15
Fannin,12,Straight Party,,,LIB,0,3,0,3
Fannin,13,Straight Party,,,LIB,0,1,3,4
Fannin,15,Straight Party,,,LIB,0,1,4,5
Fannin,16,Straight Party,,,LIB,0,0,2,2
Fannin,18,Straight Party,,,LIB,1,10,8,19
Fannin,19,Straight Party,,,LIB,0,3,3,6
Fannin,Total,Straight Party,,,LIB,3,35,48,86
Fannin,1,Straight Party,,,GRN,0,0,0,0
Fannin,2,Straight Party,,,GRN,0,0,1,1
Fannin,3,Straight Party,,,GRN,0,0,2,2
Fannin,4,Straight Party,,,GRN,0,1,0,1
Fannin,5,Straight Party,,,GRN,0,0,1,1
Fannin,6,Straight Party,,,GRN,0,1,1,2
Fannin,7,Straight Party,,,GRN,0,0,2,2
Fannin,9,Straight Party,,,GRN,0,0,0,0
Fannin,10,Straight Party,,,GRN,0,0,4,4
Fannin,11,Straight Party,,,GRN,0,0,0,0
Fannin,12,Straight Party,,,GRN,0,0,0,0
Fannin,13,Straight Party,,,GRN,0,1,0,1
Fannin,15,Straight Party,,,GRN,0,1,0,1
Fannin,16,Straight Party,,,GRN,0,1,0,1
Fannin,18,Straight Party,,,GRN,0,2,1,3
Fannin,19,Straight Party,,,GRN,0,1,1,2
Fannin,Total,Straight Party,,,GRN,0,8,13,21
Fannin,1,President,,Donald Trump,REP,23,463,164,650
Fannin,2,President,,Donald Trump,REP,41,307,273,621
Fannin,3,President,,Donald Trump,REP,18,75,173,266
Fannin,4,President,,Donald Trump,REP,31,420,87,538
Fannin,5,President,,Donald Trump,REP,7,140,124,271
Fannin,6,President,,Donald Trump,REP,13,180,180,373
Fannin,7,President,,Donald Trump,REP,12,142,107,261
Fannin,9,President,,Donald Trump,REP,19,294,172,485
Fannin,10,President,,Donald Trump,REP,43,460,604,1107
Fannin,11,President,,Donald Trump,REP,59,475,678,1212
Fannin,12,President,,Donald Trump,REP,26,371,227,624
Fannin,13,President,,Donald Trump,REP,12,221,155,388
Fannin,15,President,,Donald Trump,REP,20,263,173,456
Fannin,16,President,,Donald Trump,REP,6,63,98,167
Fannin,18,President,,Donald Trump,REP,98,971,279,1348
Fannin,19,President,,Donald Trump,REP,59,303,419,781
Fannin,Total,President,,Donald Trump,REP,487,5148,3913,9548
Fannin,1,President,,Hillary Clinton,DEM,13,99,43,155
Fannin,2,President,,Hillary Clinton,DEM,2,40,30,72
Fannin,3,President,,Hillary Clinton,DEM,6,20,78,104
Fannin,4,President,,Hillary Clinton,DEM,27,154,44,225
Fannin,5,President,,Hillary Clinton,DEM,4,26,22,52
Fannin,6,President,,Hillary Clinton,DEM,10,26,35,71
Fannin,7,President,,Hillary Clinton,DEM,3,19,14,36
Fannin,9,President,,Hillary Clinton,DEM,5,41,46,92
Fannin,10,President,,Hillary Clinton,DEM,22,99,94,215
Fannin,11,President,,Hillary Clinton,DEM,18,83,104,205
Fannin,12,President,,Hillary Clinton,DEM,9,52,40,101
Fannin,13,President,,Hillary Clinton,DEM,5,56,25,86
Fannin,15,President,,Hillary Clinton,DEM,8,29,18,55
Fannin,16,President,,Hillary Clinton,DEM,4,20,21,45
Fannin,18,President,,Hillary Clinton,DEM,48,219,110,377
Fannin,19,President,,Hillary Clinton,DEM,16,86,139,241
Fannin,Total,President,,Hillary Clinton,DEM,200,1069,863,2132
Fannin,1,President,,Gary Johnson,LIB,0,6,8,14
Fannin,2,President,,Gary Johnson,LIB,2,10,4,16
Fannin,3,President,,Gary Johnson,LIB,0,1,2,3
Fannin,4,President,,Gary Johnson,LIB,3,10,5,18
Fannin,5,President,,Gary Johnson,LIB,0,4,2,6
Fannin,6,President,,Gary Johnson,LIB,1,4,9,14
Fannin,7,President,,Gary Johnson,LIB,0,7,4,11
Fannin,9,President,,Gary Johnson,LIB,1,8,5,14
Fannin,10,President,,Gary Johnson,LIB,0,8,16,24
Fannin,11,President,,Gary Johnson,LIB,1,5,23,29
Fannin,12,President,,Gary Johnson,LIB,0,7,4,11
Fannin,13,President,,Gary Johnson,LIB,0,6,3,9
Fannin,15,President,,Gary Johnson,LIB,0,6,8,14
Fannin,16,President,,Gary Johnson,LIB,0,3,3,6
Fannin,18,President,,Gary Johnson,LIB,4,32,12,48
Fannin,19,President,,Gary Johnson,LIB,0,16,16,32
Fannin,Total,President,,Gary Johnson,LIB,12,133,124,269
Fannin,1,President,,Jill Stein,GRN,0,2,1,3
Fannin,2,President,,Jill Stein,GRN,0,0,3,3
Fannin,3,President,,Jill Stein,GRN,0,1,1,2
Fannin,4,President,,Jill Stein,GRN,0,1,1,2
Fannin,5,President,,Jill Stein,GRN,0,0,1,1
Fannin,6,President,,Jill Stein,GRN,0,0,0,0
Fannin,7,President,,Jill Stein,GRN,0,2,4,6
Fannin,9,President,,Jill Stein,GRN,0,1,1,2
Fannin,10,President,,Jill Stein,GRN,0,2,6,8
Fannin,11,President,,Jill Stein,GRN,0,1,3,4
Fannin,12,President,,Jill Stein,GRN,0,0,0,0
Fannin,13,President,,Jill Stein,GRN,0,0,0,0
Fannin,15,President,,Jill Stein,GRN,0,0,0,0
Fannin,16,President,,Jill Stein,GRN,0,0,0,0
Fannin,18,President,,Jill Stein,GRN,1,7,2,10
Fannin,19,President,,Jill Stein,GRN,1,0,4,5
Fannin,Total,President,,Jill Stein,GRN,2,17,27,46
Fannin,1,President,,Darrell L. Castle,,0,3,3,6
Fannin,2,President,,Darrell L. Castle,,0,0,0,0
Fannin,3,President,,Darrell L. Castle,,0,0,0,0
Fannin,4,President,,Darrell L. Castle,,0,0,1,1
Fannin,5,President,,Darrell L. Castle,,0,0,0,0
Fannin,6,President,,Darrell L. Castle,,0,0,0,0
Fannin,7,President,,Darrell L. Castle,,0,0,0,0
