county,precinct,office,district,party,candidate,votes,early_voting,election_day
Waller,101,President,,REPUBLICAN PARTY,Rand Paul,2,2,0
Waller,101,President,,REPUBLICAN PARTY,John R. Kasich,5,2,3
Waller,101,President,,REPUBLICAN PARTY,Marco Rubio,34,19,15
Waller,101,President,,REPUBLICAN PARTY,Ben Carson,17,9,8
Waller,101,President,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,President,,REPUBLICAN PARTY,Under Votes,11,7,4
Waller,101,President,,REPUBLICAN PARTY,Jeb Bush,8,8,0
Waller,101,President,,REPUBLICAN PARTY,Carly Fiorina,0,0,0
Waller,101,President,,REPUBLICAN PARTY,Rick Santorum,0,0,0
Waller,101,President,,REPUBLICAN PARTY,Chris Christie,0,0,0
Waller,101,President,,REPUBLICAN PARTY,Lindsey Graham,0,0,0
Waller,101,President,,REPUBLICAN PARTY,Elizabeth Gray,0,0,0
Waller,101,President,,REPUBLICAN PARTY,Donald J. Trump,181,86,95
Waller,101,President,,REPUBLICAN PARTY,Mike Huckabee,1,1,0
Waller,101,President,,REPUBLICAN PARTY,Ted Cruz,284,139,145
Waller,101,President,,REPUBLICAN PARTY,Uncommitted,9,3,6
Waller,101,U.S. House,10,REPUBLICAN PARTY,Michael T. McCaul,427,217,210
Waller,101,U.S. House,10,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,U.S. House,10,REPUBLICAN PARTY,Under Votes,125,59,66
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,Doug Jeffrey,51,29,22
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,Gary Gates,204,117,87
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,Ron Hale,45,16,29
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,Lance N. Christian,18,6,12
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,Wayne Christian,48,19,29
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,Weston Martinez,15,7,8
Waller,101,Railroad Commissioner,,REPUBLICAN PARTY,John Greytok,23,13,10
Waller,101,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Michael Massengale,261,124,137
Waller,101,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Debra Lehrmann,148,82,66
Waller,101,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Under Votes,143,70,73
Waller,101,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Rick Green,226,111,115
Waller,101,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Paul Green,166,84,82
Waller,101,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Under Votes,160,81,79
Waller,101,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Eva Guzman,233,115,118
Waller,101,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Under Votes,151,74,77
Waller,101,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Joe Pool,168,87,81
Waller,101,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Chris Oldner,146,79,67
Waller,101,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Ray Wheless,97,47,50
Waller,101,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Mary Lou Keel,115,59,56
Waller,101,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Under Votes,194,91,103
Waller,101,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Sid Harle,53,30,23
Waller,101,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Scott Walker,146,79,67
Waller,101,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Brent Webster,50,21,29
Waller,101,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Under Votes,189,85,104
Waller,101,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Steve Smith,114,61,53
Waller,101,"Judge, Court of Criminal Appeals, Place 6",,REPUBLICAN PARTY,Richard Davis,179,90,89
Waller,101,"Judge, Court of Criminal Appeals, Place 6",,REPUBLICAN PARTY,Michael E. Keasler,170,96,74
Waller,101,"Judge, Court of Criminal Appeals, Place 6",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Judge, Court of Criminal Appeals, Place 6",,REPUBLICAN PARTY,Under Votes,203,90,113
Waller,101,"Member, State Board of Education",10,REPUBLICAN PARTY,Tom Maynard,367,189,178
Waller,101,"Member, State Board of Education",10,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Member, State Board of Education",10,REPUBLICAN PARTY,Under Votes,185,87,98
Waller,101,State Senator,18,REPUBLICAN PARTY,Lois W. Kolkhorst,415,218,197
Waller,101,State Senator,18,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,State Senator,18,REPUBLICAN PARTY,Under Votes,137,58,79
Waller,101,State Representative,3,REPUBLICAN PARTY,Cecil Bell,403,205,198
Waller,101,State Representative,3,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,State Representative,3,REPUBLICAN PARTY,Under Votes,149,71,78
Waller,101,"Chief Justice, 1st Court of Appeals District",,REPUBLICAN PARTY,Sherry Radack,370,192,178
Waller,101,"Chief Justice, 1st Court of Appeals District",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Chief Justice, 1st Court of Appeals District",,REPUBLICAN PARTY,Under Votes,182,84,98
Waller,101,"Justice, 14th Court of Appeals District, Place 2",,REPUBLICAN PARTY,Bud Wiesedeppe,166,78,88
Waller,101,"Justice, 14th Court of Appeals District, Place 2",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Justice, 14th Court of Appeals District, Place 2",,REPUBLICAN PARTY,Under Votes,194,90,104
Waller,101,"Justice, 14th Court of Appeals District, Place 2",,REPUBLICAN PARTY,Kevin Jewell,192,108,84
Waller,101,"Justice, 14th Court of Appeals District, Place 9",,REPUBLICAN PARTY,Tracy Elizabeth Christopher,354,180,174
Waller,101,"Justice, 14th Court of Appeals District, Place 9",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Justice, 14th Court of Appeals District, Place 9",,REPUBLICAN PARTY,Under Votes,198,96,102
Waller,101,"Justice, 1st Court of Appeals District, Place 4",,REPUBLICAN PARTY,Evelyn Keyes,352,180,172
Waller,101,"Justice, 1st Court of Appeals District, Place 4",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Justice, 1st Court of Appeals District, Place 4",,REPUBLICAN PARTY,Under Votes,200,96,104
Waller,101,"District Judge, 506th Judicial District",,REPUBLICAN PARTY,Albert M. McCaig Jr.,408,211,197
Waller,101,"District Judge, 506th Judicial District",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"District Judge, 506th Judicial District",,REPUBLICAN PARTY,Under Votes,144,65,79
Waller,101,Sheriff,,REPUBLICAN PARTY,Terry Hall,145,64,81
Waller,101,Sheriff,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,Sheriff,,REPUBLICAN PARTY,Under Votes,47,18,29
Waller,101,Sheriff,,REPUBLICAN PARTY,R. Glenn Smith,360,194,166
Waller,101,Tax Assessor-Collector,,REPUBLICAN PARTY,Maria Vargas,140,67,73
Waller,101,Tax Assessor-Collector,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,Tax Assessor-Collector,,REPUBLICAN PARTY,Under Votes,55,20,35
Waller,101,Tax Assessor-Collector,,REPUBLICAN PARTY,Ellen Contreras Shelburne,357,189,168
Waller,101,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,John Allen Amsler,259,147,112
Waller,101,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,Under Votes,43,19,24
Waller,101,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,Brian Nichols,163,74,89
Waller,101,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,Rupert Sheridan,23,6,17
Waller,101,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,Brian Becvar,64,30,34
Waller,101,"Constable, Precinct No. 1",,REPUBLICAN PARTY,Bo Hashaw,428,211,217
Waller,101,"Constable, Precinct No. 1",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,"Constable, Precinct No. 1",,REPUBLICAN PARTY,Under Votes,124,65,59
Waller,101,County Chairman,,REPUBLICAN PARTY,Wallace Koenning,315,167,148
Waller,101,County Chairman,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,County Chairman,,REPUBLICAN PARTY,Under Votes,141,55,86
Waller,101,County Chairman,,REPUBLICAN PARTY,Dani Post,96,54,42
Waller,101,Proposition 1,,REPUBLICAN PARTY,YES,380,189,191
Waller,101,Proposition 1,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,Proposition 1,,REPUBLICAN PARTY,Under Votes,61,30,31
Waller,101,Proposition 1,,REPUBLICAN PARTY,NO,111,57,54
Waller,101,Proposition 2,,REPUBLICAN PARTY,YES,331,151,180
Waller,101,Proposition 2,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,Proposition 2,,REPUBLICAN PARTY,Under Votes,54,26,28
Waller,101,Proposition 2,,REPUBLICAN PARTY,NO,167,99,68
Waller,101,Proposition 3,,REPUBLICAN PARTY,YES,402,199,203
Waller,101,Proposition 3,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,Proposition 3,,REPUBLICAN PARTY,Under Votes,61,32,29
Waller,101,Proposition 3,,REPUBLICAN PARTY,NO,89,45,44
Waller,101,Proposition 4,,REPUBLICAN PARTY,YES,455,223,232
Waller,101,Proposition 4,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,101,Proposition 4,,REPUBLICAN PARTY,Under Votes,64,33,31
Waller,101,Proposition 4,,REPUBLICAN PARTY,NO,33,20,13
Waller,102,President,,REPUBLICAN PARTY,Rand Paul,0,0,0
Waller,102,President,,REPUBLICAN PARTY,John R. Kasich,4,3,1
Waller,102,President,,REPUBLICAN PARTY,Marco Rubio,26,13,13
Waller,102,President,,REPUBLICAN PARTY,Ben Carson,7,6,1
Waller,102,President,,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,102,President,,REPUBLICAN PARTY,Under Votes,5,0,5
Waller,102,President,,REPUBLICAN PARTY,Jeb Bush,5,3,2
Waller,102,President,,REPUBLICAN PARTY,Carly Fiorina,1,1,0
Waller,102,President,,REPUBLICAN PARTY,Rick Santorum,0,0,0
Waller,102,President,,REPUBLICAN PARTY,Chris Christie,0,0,0
Waller,102,President,,REPUBLICAN PARTY,Lindsey Graham,0,0,0
Waller,102,President,,REPUBLICAN PARTY,Elizabeth Gray,0,0,0
Waller,102,President,,REPUBLICAN PARTY,Donald J. Trump,91,46,45
Waller,102,President,,REPUBLICAN PARTY,Mike Huckabee,1,1,0
Waller,102,President,,REPUBLICAN PARTY,Ted Cruz,135,67,68
Waller,102,President,,REPUBLICAN PARTY,Uncommitted,4,4,0
Waller,102,U.S. House,10,REPUBLICAN PARTY,Michael T. McCaul,216,114,102
Waller,102,U.S. House,10,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,102,U.S. House,10,REPUBLICAN PARTY,Under Votes,63,30,33
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,Doug Jeffrey,23,9,14
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,Gary Gates,105,60,45
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,Ron Hale,19,12,7
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,Lance N. Christian,15,10,5
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,Wayne Christian,22,9,13
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,Weston Martinez,13,9,4
Waller,102,Railroad Commissioner,,REPUBLICAN PARTY,John Greytok,10,7,3
Waller,102,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Michael Massengale,125,60,65
Waller,102,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Debra Lehrmann,87,55,32
Waller,102,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Over Votes,0,0,0
Waller,102,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Under Votes,67,29,38
Waller,102,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Rick Green,122,70,52
Waller,102,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Paul Green,77,41,36
Waller,102,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Over Votes,0,0,0
