county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,early_voting,election_day,provisional
Williamson,201,Straight Party,,,GRN,6,5,0,5,1,0
Williamson,204,Straight Party,,,GRN,9,8,0,8,1,0
Williamson,206,Straight Party,,,GRN,2,1,0,1,1,0
Williamson,207,Straight Party,,,GRN,10,4,0,4,6,0
Williamson,216,Straight Party,,,GRN,4,2,0,2,2,0
Williamson,218,Straight Party,,,GRN,6,5,0,5,1,0
Williamson,253,Straight Party,,,GRN,10,6,0,6,4,0
Williamson,254,Straight Party,,,GRN,10,6,0,6,4,0
Williamson,259,Straight Party,,,GRN,14,5,0,5,9,0
Williamson,264,Straight Party,,,GRN,3,0,0,0,3,0
Williamson,266,Straight Party,,,GRN,14,5,0,5,8,1
Williamson,267,Straight Party,,,GRN,10,6,0,6,4,0
Williamson,273,Straight Party,,,GRN,10,6,0,6,4,0
Williamson,274,Straight Party,,,GRN,21,10,0,10,11,0
Williamson,275,Straight Party,,,GRN,9,4,0,4,5,0
Williamson,277,Straight Party,,,GRN,8,4,1,5,3,0
Williamson,278,Straight Party,,,GRN,14,5,1,6,7,1
Williamson,283,Straight Party,,,GRN,19,10,0,10,9,0
Williamson,287,Straight Party,,,GRN,8,6,0,6,2,0
Williamson,305,Straight Party,,,GRN,1,0,0,0,1,0
Williamson,309,Straight Party,,,GRN,3,1,1,2,1,0
Williamson,310,Straight Party,,,GRN,1,0,0,0,1,0
Williamson,311,Straight Party,,,GRN,4,2,0,2,2,0
Williamson,312,Straight Party,,,GRN,4,3,0,3,1,0
Williamson,314,Straight Party,,,GRN,10,6,0,6,4,0
Williamson,330,Straight Party,,,GRN,6,2,0,2,4,0
Williamson,331,Straight Party,,,GRN,8,2,2,4,4,0
Williamson,332,Straight Party,,,GRN,4,3,0,3,1,0
Williamson,333,Straight Party,,,GRN,9,4,0,4,5,0
Williamson,337,Straight Party,,,GRN,8,6,0,6,2,0
Williamson,339,Straight Party,,,GRN,5,3,0,3,2,0
Williamson,341,Straight Party,,,GRN,2,1,0,1,1,0
Williamson,343,Straight Party,,,GRN,2,0,0,0,2,0
Williamson,344,Straight Party,,,GRN,8,4,0,4,4,0
Williamson,368,Straight Party,,,GRN,4,3,0,3,1,0
Williamson,369,Straight Party,,,GRN,7,4,1,5,2,0
Williamson,370,Straight Party,,,GRN,11,6,1,7,4,0
Williamson,371,Straight Party,,,GRN,13,6,1,7,6,0
Williamson,379,Straight Party,,,GRN,6,5,0,5,1,0
Williamson,381,Straight Party,,,GRN,1,1,0,1,0,0
Williamson,382,Straight Party,,,GRN,0,0,0,0,0,0
Williamson,392,Straight Party,,,GRN,8,5,1,6,2,0
Williamson,394,Straight Party,,,GRN,4,3,0,3,1,0
Williamson,395,Straight Party,,,GRN,5,4,0,4,1,0
Williamson,396,Straight Party,,,GRN,1,1,0,1,0,0
Williamson,402,Straight Party,,,GRN,11,3,0,3,8,0
Williamson,403,Straight Party,,,GRN,4,1,0,1,3,0
Williamson,413,Straight Party,,,GRN,0,0,0,0,0,0
Williamson,415,Straight Party,,,GRN,0,0,0,0,0,0
Williamson,420,Straight Party,,,GRN,10,4,0,4,6,0
Williamson,423,Straight Party,,,GRN,9,5,0,5,4,0
Williamson,424,Straight Party,,,GRN,6,1,0,1,5,0
Williamson,425,Straight Party,,,GRN,0,0,0,0,0,0
Williamson,426,Straight Party,,,GRN,3,3,0,3,0,0
Williamson,427,Straight Party,,,GRN,3,2,0,2,1,0
Williamson,428,Straight Party,,,GRN,3,2,0,2,1,0
Williamson,429,Straight Party,,,GRN,5,4,0,4,1,0
Williamson,434,Straight Party,,,GRN,4,2,0,2,2,0
Williamson,436,Straight Party,,,GRN,1,1,0,1,0,0
Williamson,455,Straight Party,,,GRN,4,2,0,2,2,0
Williamson,456,Straight Party,,,GRN,2,2,0,2,0,0
Williamson,463,Straight Party,,,GRN,9,8,0,8,1,0
Williamson,480,Straight Party,,,GRN,8,4,0,4,4,0
Williamson,484,Straight Party,,,GRN,10,7,0,7,3,0
Williamson,488,Straight Party,,,GRN,6,3,0,3,3,0
Williamson,491,Straight Party,,,GRN,7,6,1,7,0,0
Williamson,119,President,,Donald J. Trump / Mike Pence,REP,1073,826,41,867,206,0
Williamson,122,President,,Donald J. Trump / Mike Pence,REP,844,665,64,729,115,0
Williamson,135,President,,Donald J. Trump / Mike Pence,REP,627,437,25,462,162,3
Williamson,138,President,,Donald J. Trump / Mike Pence,REP,1330,1063,63,1126,203,1
Williamson,140,President,,Donald J. Trump / Mike Pence,REP,627,509,28,537,90,0
Williamson,145,President,,Donald J. Trump / Mike Pence,REP,546,393,26,419,126,1
Williamson,146,President,,Donald J. Trump / Mike Pence,REP,921,672,47,719,202,0
Williamson,147,President,,Donald J. Trump / Mike Pence,REP,682,484,43,527,154,1
Williamson,149,President,,Donald J. Trump / Mike Pence,REP,523,395,23,418,103,2
Williamson,150,President,,Donald J. Trump / Mike Pence,REP,493,349,23,372,120,1
Williamson,151,President,,Donald J. Trump / Mike Pence,REP,607,405,45,450,155,2
Williamson,152,President,,Donald J. Trump / Mike Pence,REP,467,301,19,320,145,2
Williamson,160,President,,Donald J. Trump / Mike Pence,REP,1238,1038,34,1072,164,2
Williamson,162,President,,Donald J. Trump / Mike Pence,REP,551,370,39,409,138,4
Williamson,172,President,,Donald J. Trump / Mike Pence,REP,756,570,47,617,137,2
Williamson,182,President,,Donald J. Trump / Mike Pence,REP,1572,1255,56,1311,261,0
Williamson,185,President,,Donald J. Trump / Mike Pence,REP,356,258,24,282,73,1
Williamson,186,President,,Donald J. Trump / Mike Pence,REP,662,465,38,503,156,3
Williamson,189,President,,Donald J. Trump / Mike Pence,REP,764,507,38,545,216,3
Williamson,190,President,,Donald J. Trump / Mike Pence,REP,1665,1328,75,1403,261,1
Williamson,197,President,,Donald J. Trump / Mike Pence,REP,787,626,29,655,132,0
Williamson,198,President,,Donald J. Trump / Mike Pence,REP,1196,990,43,1033,161,2
Williamson,201,President,,Donald J. Trump / Mike Pence,REP,1913,1477,74,1551,359,3
Williamson,204,President,,Donald J. Trump / Mike Pence,REP,1719,1307,73,1380,334,5
Williamson,206,President,,Donald J. Trump / Mike Pence,REP,1468,1022,74,1096,371,1
Williamson,207,President,,Donald J. Trump / Mike Pence,REP,2534,1777,122,1899,632,3
Williamson,216,President,,Donald J. Trump / Mike Pence,REP,808,645,22,667,139,2
Williamson,218,President,,Donald J. Trump / Mike Pence,REP,802,628,44,672,130,0
Williamson,253,President,,Donald J. Trump / Mike Pence,REP,2132,1561,81,1642,487,3
Williamson,254,President,,Donald J. Trump / Mike Pence,REP,1111,866,58,924,187,0
Williamson,259,President,,Donald J. Trump / Mike Pence,REP,2011,1505,78,1583,426,2
Williamson,264,President,,Donald J. Trump / Mike Pence,REP,1559,1140,58,1198,360,1
Williamson,266,President,,Donald J. Trump / Mike Pence,REP,1105,816,83,899,205,1
Williamson,267,President,,Donald J. Trump / Mike Pence,REP,1078,795,55,850,227,1
Williamson,273,President,,Donald J. Trump / Mike Pence,REP,742,572,24,596,145,1
Williamson,274,President,,Donald J. Trump / Mike Pence,REP,1018,703,43,746,269,3
Williamson,275,President,,Donald J. Trump / Mike Pence,REP,628,447,45,492,135,1
Williamson,277,President,,Donald J. Trump / Mike Pence,REP,1795,1444,60,1504,288,3
Williamson,278,President,,Donald J. Trump / Mike Pence,REP,1740,1347,75,1422,317,1
Williamson,283,President,,Donald J. Trump / Mike Pence,REP,1464,1074,68,1142,318,4
Williamson,287,President,,Donald J. Trump / Mike Pence,REP,1657,1216,78,1294,360,3
Williamson,305,President,,Donald J. Trump / Mike Pence,REP,1471,1138,101,1239,232,0
Williamson,309,President,,Donald J. Trump / Mike Pence,REP,662,389,22,411,251,0
Williamson,310,President,,Donald J. Trump / Mike Pence,REP,824,445,38,483,339,2
Williamson,311,President,,Donald J. Trump / Mike Pence,REP,873,555,43,598,274,1
Williamson,312,President,,Donald J. Trump / Mike Pence,REP,1676,1101,73,1174,501,1
Williamson,314,President,,Donald J. Trump / Mike Pence,REP,924,677,55,732,191,1
Williamson,330,President,,Donald J. Trump / Mike Pence,REP,1359,1021,41,1062,297,0
Williamson,331,President,,Donald J. Trump / Mike Pence,REP,1262,969,41,1010,248,4
Williamson,332,President,,Donald J. Trump / Mike Pence,REP,1461,1108,58,1166,293,2
Williamson,333,President,,Donald J. Trump / Mike Pence,REP,1262,923,56,979,282,1
Williamson,337,President,,Donald J. Trump / Mike Pence,REP,1549,1127,71,1198,348,3
Williamson,339,President,,Donald J. Trump / Mike Pence,REP,688,501,36,537,150,1
Williamson,341,President,,Donald J. Trump / Mike Pence,REP,915,693,73,766,147,2
Williamson,343,President,,Donald J. Trump / Mike Pence,REP,226,126,26,152,74,0
Williamson,344,President,,Donald J. Trump / Mike Pence,REP,2427,1916,138,2054,372,1
Williamson,368,President,,Donald J. Trump / Mike Pence,REP,1453,1139,83,1222,229,2
Williamson,369,President,,Donald J. Trump / Mike Pence,REP,808,578,32,610,196,2
Williamson,370,President,,Donald J. Trump / Mike Pence,REP,1264,948,62,1010,252,2
Williamson,371,President,,Donald J. Trump / Mike Pence,REP,1790,1352,90,1442,345,3
Williamson,379,President,,Donald J. Trump / Mike Pence,REP,1157,860,134,994,161,2
Williamson,381,President,,Donald J. Trump / Mike Pence,REP,2309,1823,177,2000,306,3
Williamson,382,President,,Donald J. Trump / Mike Pence,REP,1861,1511,258,1769,92,0
Williamson,392,President,,Donald J. Trump / Mike Pence,REP,2275,1678,247,1925,346,4
Williamson,394,President,,Donald J. Trump / Mike Pence,REP,3388,2781,414,3195,192,1
Williamson,395,President,,Donald J. Trump / Mike Pence,REP,1491,1181,72,1253,238,0
Williamson,396,President,,Donald J. Trump / Mike Pence,REP,1899,1486,279,1765,131,3
Williamson,402,President,,Donald J. Trump / Mike Pence,REP,1419,1055,44,1099,318,2
Williamson,403,President,,Donald J. Trump / Mike Pence,REP,723,545,25,570,152,1
Williamson,413,President,,Donald J. Trump / Mike Pence,REP,239,156,8,164,75,0
Williamson,415,President,,Donald J. Trump / Mike Pence,REP,822,451,32,483,339,0
Williamson,420,President,,Donald J. Trump / Mike Pence,REP,1640,1247,60,1307,329,4
Williamson,423,President,,Donald J. Trump / Mike Pence,REP,894,652,46,698,194,2
Williamson,424,President,,Donald J. Trump / Mike Pence,REP,2519,1956,100,2056,459,4
Williamson,425,President,,Donald J. Trump / Mike Pence,REP,233,94,14,108,124,1
Williamson,426,President,,Donald J. Trump / Mike Pence,REP,695,553,27,580,109,6
Williamson,427,President,,Donald J. Trump / Mike Pence,REP,908,701,44,745,161,2
Williamson,428,President,,Donald J. Trump / Mike Pence,REP,1103,840,44,884,218,1
Williamson,429,President,,Donald J. Trump / Mike Pence,REP,280,182,15,197,82,1
Williamson,434,President,,Donald J. Trump / Mike Pence,REP,1481,1033,69,1102,376,3
Williamson,436,President,,Donald J. Trump / Mike Pence,REP,397,294,20,314,82,1
Williamson,455,President,,Donald J. Trump / Mike Pence,REP,541,404,27,431,110,0
Williamson,456,President,,Donald J. Trump / Mike Pence,REP,391,308,19,327,64,0
Williamson,463,President,,Donald J. Trump / Mike Pence,REP,1084,816,60,876,204,4
Williamson,480,President,,Donald J. Trump / Mike Pence,REP,1197,939,38,977,218,2
Williamson,484,President,,Donald J. Trump / Mike Pence,REP,1473,1136,75,1211,262,0
Williamson,488,President,,Donald J. Trump / Mike Pence,REP,1862,1440,75,1515,346,1
Williamson,491,President,,Donald J. Trump / Mike Pence,REP,1429,1101,49,1150,278,1
Williamson,119,President,,Hillary Clinton / Tim Kaine,DEM,1048,799,46,845,200,3
Williamson,122,President,,Hillary Clinton / Tim Kaine,DEM,813,632,69,701,107,5
Williamson,135,President,,Hillary Clinton / Tim Kaine,DEM,1084,770,52,822,260,2
Williamson,138,President,,Hillary Clinton / Tim Kaine,DEM,1196,932,54,986,204,6
Williamson,140,President,,Hillary Clinton / Tim Kaine,DEM,643,528,30,558,82,3
Williamson,145,President,,Hillary Clinton / Tim Kaine,DEM,925,638,39,677,244,4
Williamson,146,President,,Hillary Clinton / Tim Kaine,DEM,2027,1569,90,1659,359,9
Williamson,147,President,,Hillary Clinton / Tim Kaine,DEM,1248,920,76,996,246,6
Williamson,149,President,,Hillary Clinton / Tim Kaine,DEM,712,524,44,568,144,0
Williamson,150,President,,Hillary Clinton / Tim Kaine,DEM,769,520,54,574,190,5
Williamson,151,President,,Hillary Clinton / Tim Kaine,DEM,958,692,44,736,217,5
Williamson,152,President,,Hillary Clinton / Tim Kaine,DEM,898,604,41,645,250,3
Williamson,160,President,,Hillary Clinton / Tim Kaine,DEM,1514,1247,54,1301,210,3
Williamson,162,President,,Hillary Clinton / Tim Kaine,DEM,1082,794,56,850,230,2
Williamson,172,President,,Hillary Clinton / Tim Kaine,DEM,711,559,46,605,106,0
Williamson,182,President,,Hillary Clinton / Tim Kaine,DEM,1064,859,41,900,162,2
Williamson,185,President,,Hillary Clinton / Tim Kaine,DEM,661,509,37,546,112,3
Williamson,186,President,,Hillary Clinton / Tim Kaine,DEM,1018,756,43,799,213,6
Williamson,189,President,,Hillary Clinton / Tim Kaine,DEM,1076,828,46,874,201,1
Williamson,190,President,,Hillary Clinton / Tim Kaine,DEM,1495,1221,97,1318,173,4
Williamson,197,President,,Hillary Clinton / Tim Kaine,DEM,997,830,38,868,126,3
Williamson,198,President,,Hillary Clinton / Tim Kaine,DEM,1319,1102,61,1163,153,3
Williamson,201,President,,Hillary Clinton / Tim Kaine,DEM,1980,1617,82,1699,274,7
Williamson,204,President,,Hillary Clinton / Tim Kaine,DEM,1571,1258,68,1326,243,2
Williamson,206,President,,Hillary Clinton / Tim Kaine,DEM,363,256,37,293,69,1
Williamson,207,President,,Hillary Clinton / Tim Kaine,DEM,709,517,43,560,148,1
Williamson,216,President,,Hillary Clinton / Tim Kaine,DEM,731,567,43,610,120,1
Williamson,218,President,,Hillary Clinton / Tim Kaine,DEM,1125,895,54,949,171,5
Williamson,253,President,,Hillary Clinton / Tim Kaine,DEM,1322,948,61,1009,307,6
Williamson,254,President,,Hillary Clinton / Tim Kaine,DEM,886,656,52,708,175,3
Williamson,259,President,,Hillary Clinton / Tim Kaine,DEM,1395,1011,56,1067,325,3
Williamson,264,President,,Hillary Clinton / Tim Kaine,DEM,1005,719,34,753,251,1
Williamson,266,President,,Hillary Clinton / Tim Kaine,DEM,1225,918,73,991,233,1
Williamson,267,President,,Hillary Clinton / Tim Kaine,DEM,512,387,18,405,107,0
Williamson,273,President,,Hillary Clinton / Tim Kaine,DEM,826,661,44,705,119,2
Williamson,274,President,,Hillary Clinton / Tim Kaine,DEM,1610,1150,65,1215,388,7
Williamson,275,President,,Hillary Clinton / Tim Kaine,DEM,1077,781,57,838,236,3
Williamson,277,President,,Hillary Clinton / Tim Kaine,DEM,1471,1213,63,1276,195,0
Williamson,278,President,,Hillary Clinton / Tim Kaine,DEM,1601,1269,61,1330,268,3
Williamson,283,President,,Hillary Clinton / Tim Kaine,DEM,1260,943,60,1003,256,1
Williamson,287,President,,Hillary Clinton / Tim Kaine,DEM,1327,980,102,1082,244,1
Williamson,305,President,,Hillary Clinton / Tim Kaine,DEM,492,399,32,431,60,1
Williamson,309,President,,Hillary Clinton / Tim Kaine,DEM,224,130,13,143,81,0
Williamson,310,President,,Hillary Clinton / Tim Kaine,DEM,221,126,18,144,77,0
Williamson,311,President,,Hillary Clinton / Tim Kaine,DEM,317,215,19,234,83,0
Williamson,312,President,,Hillary Clinton / Tim Kaine,DEM,596,334,32,366,227,3
Williamson,314,President,,Hillary Clinton / Tim Kaine,DEM,1002,708,80,788,212,2
Williamson,330,President,,Hillary Clinton / Tim Kaine,DEM,1165,873,49,922,241,2
Williamson,331,President,,Hillary Clinton / Tim Kaine,DEM,811,607,34,641,168,2
Williamson,332,President,,Hillary Clinton / Tim Kaine,DEM,921,700,47,747,173,1
Williamson,333,President,,Hillary Clinton / Tim Kaine,DEM,1114,823,58,881,231,2
Williamson,337,President,,Hillary Clinton / Tim Kaine,DEM,1402,1046,61,1107,292,3
Williamson,339,President,,Hillary Clinton / Tim Kaine,DEM,813,605,28,633,179,1
Williamson,341,President,,Hillary Clinton / Tim Kaine,DEM,410,303,48,351,57,2
Williamson,343,President,,Hillary Clinton / Tim Kaine,DEM,298,165,30,195,102,1
Williamson,344,President,,Hillary Clinton / Tim Kaine,DEM,1150,875,109,984,165,1
Williamson,368,President,,Hillary Clinton / Tim Kaine,DEM,562,419,57,476,82,4
Williamson,369,President,,Hillary Clinton / Tim Kaine,DEM,907,647,64,711,194,2
Williamson,370,President,,Hillary Clinton / Tim Kaine,DEM,958,721,68,789,169,0
Williamson,371,President,,Hillary Clinton / Tim Kaine,DEM,996,733,52,785,206,5
Williamson,379,President,,Hillary Clinton / Tim Kaine,DEM,518,354,76,430,83,5
Williamson,381,President,,Hillary Clinton / Tim Kaine,DEM,850,648,84,732,117,1
Williamson,382,President,,Hillary Clinton / Tim Kaine,DEM,904,656,209,865,39,0
Williamson,392,President,,Hillary Clinton / Tim Kaine,DEM,925,634,142,776,145,4
Williamson,394,President,,Hillary Clinton / Tim Kaine,DEM,1601,1242,291,1533,65,3
Williamson,395,President,,Hillary Clinton / Tim Kaine,DEM,499,374,47,421,78,0
Williamson,396,President,,Hillary Clinton / Tim Kaine,DEM,917,650,225,875,40,2
Williamson,402,President,,Hillary Clinton / Tim Kaine,DEM,1389,1041,43,1084,301,4
Williamson,403,President,,Hillary Clinton / Tim Kaine,DEM,656,486,22,508,148,0
Williamson,413,President,,Hillary Clinton / Tim Kaine,DEM,108,65,6,71,36,1
Williamson,415,President,,Hillary Clinton / Tim Kaine,DEM,300,139,22,161,139,0
Williamson,420,President,,Hillary Clinton / Tim Kaine,DEM,1256,933,50,983,270,3
Williamson,423,President,,Hillary Clinton / Tim Kaine,DEM,1135,815,46,861,269,5
Williamson,424,President,,Hillary Clinton / Tim Kaine,DEM,1905,1457,96,1553,348,4
Williamson,425,President,,Hillary Clinton / Tim Kaine,DEM,111,41,9,50,61,0
Williamson,426,President,,Hillary Clinton / Tim Kaine,DEM,449,341,24,365,84,0
Williamson,427,President,,Hillary Clinton / Tim Kaine,DEM,575,421,42,463,109,3
Williamson,428,President,,Hillary Clinton / Tim Kaine,DEM,597,464,34,498,98,1
Williamson,429,President,,Hillary Clinton / Tim Kaine,DEM,453,310,18,328,124,1
Williamson,434,President,,Hillary Clinton / Tim Kaine,DEM,376,235,32,267,109,0
Williamson,436,President,,Hillary Clinton / Tim Kaine,DEM,101,71,10,81,20,0
Williamson,455,President,,Hillary Clinton / Tim Kaine,DEM,812,594,45,639,172,1
Williamson,456,President,,Hillary Clinton / Tim Kaine,DEM,480,315,39,354,125,1
Williamson,463,President,,Hillary Clinton / Tim Kaine,DEM,1609,1185,82,1267,341,1
Williamson,480,President,,Hillary Clinton / Tim Kaine,DEM,1636,1240,71,1311,319,6
Williamson,484,President,,Hillary Clinton / Tim Kaine,DEM,1421,1100,60,1160,260,1
Williamson,488,President,,Hillary Clinton / Tim Kaine,DEM,1665,1289,71,1360,298,7
Williamson,491,President,,Hillary Clinton / Tim Kaine,DEM,1607,1230,68,1298,305,4
Williamson,119,President,,Gary Johnson / William Weld,LIB,132,78,7,85,46,1
Williamson,122,President,,Gary Johnson / William Weld,LIB,121,90,1,91,29,1
Williamson,135,President,,Gary Johnson / William Weld,LIB,98,57,4,61,36,1
Williamson,138,President,,Gary Johnson / William Weld,LIB,154,101,2,103,51,0
Williamson,140,President,,Gary Johnson / William Weld,LIB,83,66,0,66,17,0
Williamson,145,President,,Gary Johnson / William Weld,LIB,85,54,1,55,30,0
Williamson,146,President,,Gary Johnson / William Weld,LIB,197,124,7,131,65,1
Williamson,147,President,,Gary Johnson / William Weld,LIB,139,71,3,74,65,0
Williamson,149,President,,Gary Johnson / William Weld,LIB,65,44,4,48,16,1
Williamson,150,President,,Gary Johnson / William Weld,LIB,77,40,3,43,34,0
Williamson,151,President,,Gary Johnson / William Weld,LIB,113,65,6,71,41,1
Williamson,152,President,,Gary Johnson / William Weld,LIB,92,49,5,54,38,0
Williamson,160,President,,Gary Johnson / William Weld,LIB,185,141,2,143,42,0
Williamson,162,President,,Gary Johnson / William Weld,LIB,99,63,2,65,34,0
Williamson,172,President,,Gary Johnson / William Weld,LIB,77,60,1,61,16,0
Williamson,182,President,,Gary Johnson / William Weld,LIB,151,115,1,116,35,0
Williamson,185,President,,Gary Johnson / William Weld,LIB,67,39,0,39,27,1
Williamson,186,President,,Gary Johnson / William Weld,LIB,96,64,4,68,27,1
Williamson,189,President,,Gary Johnson / William Weld,LIB,108,76,0,76,32,0
Williamson,190,President,,Gary Johnson / William Weld,LIB,208,149,7,156,52,0
Williamson,197,President,,Gary Johnson / William Weld,LIB,76,54,6,60,14,2
Williamson,198,President,,Gary Johnson / William Weld,LIB,170,123,11,134,36,0
Williamson,201,President,,Gary Johnson / William Weld,LIB,239,168,4,172,66,1
Williamson,204,President,,Gary Johnson / William Weld,LIB,227,159,4,163,64,0
Williamson,206,President,,Gary Johnson / William Weld,LIB,93,58,2,60,33,0
Williamson,207,President,,Gary Johnson / William Weld,LIB,145,76,2,78,66,1
Williamson,216,President,,Gary Johnson / William Weld,LIB,123,89,3,92,31,0
Williamson,218,President,,Gary Johnson / William Weld,LIB,127,89,2,91,36,0
Williamson,253,President,,Gary Johnson / William Weld,LIB,236,142,9,151,84,1
Williamson,254,President,,Gary Johnson / William Weld,LIB,132,86,3,89,42,1
Williamson,259,President,,Gary Johnson / William Weld,LIB,213,127,2,129,84,0
Williamson,264,President,,Gary Johnson / William Weld,LIB,139,105,4,109,30,0
Williamson,266,President,,Gary Johnson / William Weld,LIB,140,97,2,99,41,0
Williamson,267,President,,Gary Johnson / William Weld,LIB,92,58,2,60,32,0
Williamson,273,President,,Gary Johnson / William Weld,LIB,109,73,3,76,33,0
Williamson,274,President,,Gary Johnson / William Weld,LIB,153,94,7,101,51,1
Williamson,275,President,,Gary Johnson / William Weld,LIB,88,50,6,56,32,0
Williamson,277,President,,Gary Johnson / William Weld,LIB,181,134,5,139,42,0
Williamson,278,President,,Gary Johnson / William Weld,LIB,230,155,3,158,71,1
Williamson,283,President,,Gary Johnson / William Weld,LIB,159,107,2,109,49,1
Williamson,287,President,,Gary Johnson / William Weld,LIB,189,118,0,118,71,0
Williamson,305,President,,Gary Johnson / William Weld,LIB,75,48,1,49,26,0
Williamson,309,President,,Gary Johnson / William Weld,LIB,29,17,0,17,12,0
Williamson,310,President,,Gary Johnson / William Weld,LIB,40,18,3,21,19,0
Williamson,311,President,,Gary Johnson / William Weld,LIB,48,26,1,27,21,0
Williamson,312,President,,Gary Johnson / William Weld,LIB,94,42,3,45,49,0
Williamson,314,President,,Gary Johnson / William Weld,LIB,97,68,4,72,25,0
Williamson,330,President,,Gary Johnson / William Weld,LIB,163,115,4,119,44,0
Williamson,331,President,,Gary Johnson / William Weld,LIB,136,95,0,95,41,0
Williamson,332,President,,Gary Johnson / William Weld,LIB,140,95,4,99,41,0
Williamson,333,President,,Gary Johnson / William Weld,LIB,138,90,4,94,44,0
Williamson,337,President,,Gary Johnson / William Weld,LIB,123,72,4,76,47,0
Williamson,339,President,,Gary Johnson / William Weld,LIB,90,60,3,63,27,0
Williamson,341,President,,Gary Johnson / William Weld,LIB,59,37,6,43,15,1
Williamson,343,President,,Gary Johnson / William Weld,LIB,27,17,3,20,7,0
Williamson,344,President,,Gary Johnson / William Weld,LIB,160,113,8,121,39,0
Williamson,368,President,,Gary Johnson / William Weld,LIB,69,51,3,54,15,0
Williamson,369,President,,Gary Johnson / William Weld,LIB,88,59,1,60,28,0
Williamson,370,President,,Gary Johnson / William Weld,LIB,141,103,5,108,33,0
Williamson,371,President,,Gary Johnson / William Weld,LIB,138,91,5,96,41,1
Williamson,379,President,,Gary Johnson / William Weld,LIB,70,49,0,49,21,0
Williamson,381,President,,Gary Johnson / William Weld,LIB,135,93,5,98,37,0
Williamson,382,President,,Gary Johnson / William Weld,LIB,53,39,10,49,4,0
Williamson,392,President,,Gary Johnson / William Weld,LIB,146,79,11,90,55,1
Williamson,394,President,,Gary Johnson / William Weld,LIB,122,98,16,114,8,0
Williamson,395,President,,Gary Johnson / William Weld,LIB,76,55,3,58,18,0
Williamson,396,President,,Gary Johnson / William Weld,LIB,55,35,11,46,8,1
Williamson,402,President,,Gary Johnson / William Weld,LIB,174,108,7,115,59,0
Williamson,403,President,,Gary Johnson / William Weld,LIB,80,56,2,58,22,0
Williamson,413,President,,Gary Johnson / William Weld,LIB,9,4,2,6,3,0
Williamson,415,President,,Gary Johnson / William Weld,LIB,41,19,3,22,19,0
Williamson,420,President,,Gary Johnson / William Weld,LIB,181,113,5,118,63,0
Williamson,423,President,,Gary Johnson / William Weld,LIB,139,92,4,96,43,0
Williamson,424,President,,Gary Johnson / William Weld,LIB,257,172,5,177,80,0
Williamson,425,President,,Gary Johnson / William Weld,LIB,4,0,1,1,3,0
Williamson,426,President,,Gary Johnson / William Weld,LIB,70,49,2,51,19,0
Williamson,427,President,,Gary Johnson / William Weld,LIB,71,43,2,45,26,0
Williamson,428,President,,Gary Johnson / William Weld,LIB,63,42,4,46,17,0
Williamson,429,President,,Gary Johnson / William Weld,LIB,31,18,1,19,12,0
Williamson,434,President,,Gary Johnson / William Weld,LIB,54,30,1,31,23,0
Williamson,436,President,,Gary Johnson / William Weld,LIB,11,7,0,7,4,0
Williamson,455,President,,Gary Johnson / William Weld,LIB,76,47,0,47,29,0
Williamson,456,President,,Gary Johnson / William Weld,LIB,22,13,1,14,7,1
Williamson,463,President,,Gary Johnson / William Weld,LIB,159,113,2,115,44,0
Williamson,480,President,,Gary Johnson / William Weld,LIB,144,94,6,100,44,0
Williamson,484,President,,Gary Johnson / William Weld,LIB,167,106,4,110,56,1
Williamson,488,President,,Gary Johnson / William Weld,LIB,193,134,2,136,56,1
Williamson,491,President,,Gary Johnson / William Weld,LIB,163,105,5,110,53,0
Williamson,119,President,,Jill Stein / Ajamu Baraka,GRN,20,14,0,14,6,0
Williamson,122,President,,Jill Stein / Ajamu Baraka,GRN,19,10,2,12,7,0
Williamson,135,President,,Jill Stein / Ajamu Baraka,GRN,29,17,1,18,11,0
Williamson,138,President,,Jill Stein / Ajamu Baraka,GRN,33,24,2,26,7,0
Williamson,140,President,,Jill Stein / Ajamu Baraka,GRN,14,8,0,8,6,0
Williamson,145,President,,Jill Stein / Ajamu Baraka,GRN,31,17,0,17,14,0
Williamson,146,President,,Jill Stein / Ajamu Baraka,GRN,61,37,1,38,22,1
Williamson,147,President,,Jill Stein / Ajamu Baraka,GRN,35,19,2,21,14,0
Williamson,149,President,,Jill Stein / Ajamu Baraka,GRN,16,11,0,11,5,0
Williamson,150,President,,Jill Stein / Ajamu Baraka,GRN,24,16,0,16,8,0
Williamson,151,President,,Jill Stein / Ajamu Baraka,GRN,33,25,1,26,7,0
Williamson,152,President,,Jill Stein / Ajamu Baraka,GRN,40,28,0,28,12,0
Williamson,160,President,,Jill Stein / Ajamu Baraka,GRN,37,25,0,25,12,0
Williamson,162,President,,Jill Stein / Ajamu Baraka,GRN,33,12,1,13,20,0
Williamson,172,President,,Jill Stein / Ajamu Baraka,GRN,19,13,1,14,5,0
Williamson,182,President,,Jill Stein / Ajamu Baraka,GRN,16,13,1,14,2,0
Williamson,185,President,,Jill Stein / Ajamu Baraka,GRN,18,13,0,13,5,0
Williamson,186,President,,Jill Stein / Ajamu Baraka,GRN,16,13,0,13,3,0
Williamson,189,President,,Jill Stein / Ajamu Baraka,GRN,17,12,1,13,4,0
Williamson,190,President,,Jill Stein / Ajamu Baraka,GRN,35,23,2,25,10,0
