county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,early_voting,election_day,provisional
Williamson,254,Ballots Cast,,,,2208,1662,117,1779,423,6
Williamson,259,Ballots Cast,,,,3761,2735,139,2874,882,5
Williamson,264,Ballots Cast,,,,2790,2019,99,2118,670,2
Williamson,266,Ballots Cast,,,,2574,1898,163,2061,509,4
Williamson,267,Ballots Cast,,,,1761,1286,79,1365,395,1
Williamson,273,Ballots Cast,,,,1751,1360,76,1436,312,3
Williamson,274,Ballots Cast,,,,2911,2022,123,2145,754,12
Williamson,275,Ballots Cast,,,,1869,1321,115,1436,429,4
Williamson,277,Ballots Cast,,,,3607,2905,136,3041,563,3
Williamson,278,Ballots Cast,,,,3732,2872,142,3014,712,6
Williamson,283,Ballots Cast,,,,2983,2193,132,2325,652,6
Williamson,287,Ballots Cast,,,,3292,2383,189,2572,716,4
Williamson,305,Ballots Cast,,,,2083,1614,138,1752,330,1
Williamson,309,Ballots Cast,,,,942,549,38,587,355,0
Williamson,310,Ballots Cast,,,,1102,597,60,657,443,2
Williamson,311,Ballots Cast,,,,1266,813,64,877,388,1
Williamson,312,Ballots Cast,,,,2429,1512,116,1628,797,4
Williamson,314,Ballots Cast,,,,2086,1492,144,1636,447,3
Williamson,330,Ballots Cast,,,,2777,2064,94,2158,617,2
Williamson,331,Ballots Cast,,,,2289,1724,81,1805,478,6
Williamson,332,Ballots Cast,,,,2635,1976,112,2088,544,3
Williamson,333,Ballots Cast,,,,2602,1893,121,2014,585,3
Williamson,337,Ballots Cast,,,,3181,2320,137,2457,718,6
Williamson,339,Ballots Cast,,,,1650,1206,67,1273,375,2
Williamson,341,Ballots Cast,,,,1431,1066,131,1197,229,5
Williamson,343,Ballots Cast,,,,573,319,61,380,192,1
Williamson,344,Ballots Cast,,,,3860,2973,261,3234,624,2
Williamson,368,Ballots Cast,,,,2145,1649,150,1799,340,6
Williamson,369,Ballots Cast,,,,1857,1316,99,1415,438,4
Williamson,370,Ballots Cast,,,,2442,1821,140,1961,479,2
Williamson,371,Ballots Cast,,,,3021,2233,149,2382,630,9
Williamson,379,Ballots Cast,,,,1791,1292,214,1506,277,8
Williamson,381,Ballots Cast,,,,3383,2629,275,2904,475,4
Williamson,382,Ballots Cast,,,,2886,2263,485,2748,138,0
Williamson,392,Ballots Cast,,,,3444,2459,413,2872,562,10
Williamson,394,Ballots Cast,,,,5239,4215,746,4961,274,4
Williamson,395,Ballots Cast,,,,2119,1642,128,1770,349,0
Williamson,396,Ballots Cast,,,,2928,2211,525,2736,186,6
Williamson,402,Ballots Cast,,,,3085,2261,97,2358,721,6
Williamson,403,Ballots Cast,,,,1501,1115,49,1164,336,1
Williamson,413,Ballots Cast,,,,366,228,17,245,120,1
Williamson,415,Ballots Cast,,,,1180,620,57,677,503,0
Williamson,420,Ballots Cast,,,,3182,2363,120,2483,691,8
Williamson,423,Ballots Cast,,,,2235,1608,101,1709,519,7
Williamson,424,Ballots Cast,,,,4826,3684,206,3890,928,8
Williamson,425,Ballots Cast,,,,350,136,24,160,189,1
Williamson,426,Ballots Cast,,,,1249,970,53,1023,220,6
Williamson,427,Ballots Cast,,,,1600,1194,89,1283,312,5
Williamson,428,Ballots Cast,,,,1812,1376,84,1460,350,2
Williamson,429,Ballots Cast,,,,795,533,34,567,226,2
Williamson,434,Ballots Cast,,,,1960,1330,105,1435,522,3
Williamson,436,Ballots Cast,,,,524,380,33,413,110,1
Williamson,455,Ballots Cast,,,,1483,1078,74,1152,330,1
Williamson,456,Ballots Cast,,,,912,643,60,703,207,2
Williamson,463,Ballots Cast,,,,2955,2177,149,2326,624,5
Williamson,480,Ballots Cast,,,,3092,2351,120,2471,613,8
Williamson,484,Ballots Cast,,,,3177,2417,144,2561,614,2
Williamson,488,Ballots Cast,,,,3849,2961,151,3112,728,9
Williamson,491,Ballots Cast,,,,3298,2499,130,2629,664,5
Williamson,119,Straight Party,,,REP,659,510,33,543,116,0
Williamson,122,Straight Party,,,REP,504,389,44,433,71,0
Williamson,135,Straight Party,,,REP,377,264,11,275,101,1
Williamson,138,Straight Party,,,REP,752,593,39,632,118,2
Williamson,140,Straight Party,,,REP,360,293,19,312,48,0
Williamson,145,Straight Party,,,REP,333,231,15,246,86,1
Williamson,146,Straight Party,,,REP,521,373,25,398,123,0
Williamson,147,Straight Party,,,REP,401,303,16,319,81,1
Williamson,149,Straight Party,,,REP,361,286,11,297,63,1
Williamson,150,Straight Party,,,REP,317,225,15,240,76,1
Williamson,151,Straight Party,,,REP,368,246,30,276,90,2
Williamson,152,Straight Party,,,REP,289,186,9,195,93,1
Williamson,160,Straight Party,,,REP,769,645,15,660,109,0
Williamson,162,Straight Party,,,REP,340,240,24,264,74,2
Williamson,172,Straight Party,,,REP,458,342,31,373,84,1
Williamson,182,Straight Party,,,REP,961,775,40,815,146,0
Williamson,185,Straight Party,,,REP,222,156,15,171,50,1
Williamson,186,Straight Party,,,REP,411,282,18,300,108,3
Williamson,189,Straight Party,,,REP,478,313,20,333,143,2
Williamson,190,Straight Party,,,REP,1016,805,46,851,164,1
Williamson,197,Straight Party,,,REP,501,401,16,417,84,0
Williamson,198,Straight Party,,,REP,693,565,30,595,98,0
Williamson,201,Straight Party,,,REP,1266,971,47,1018,245,3
Williamson,204,Straight Party,,,REP,1083,814,47,861,217,5
Williamson,206,Straight Party,,,REP,1032,713,59,772,259,1
Williamson,207,Straight Party,,,REP,1677,1178,75,1253,422,2
Williamson,216,Straight Party,,,REP,474,382,9,391,82,1
Williamson,218,Straight Party,,,REP,394,309,20,329,65,0
Williamson,253,Straight Party,,,REP,1353,981,47,1028,323,2
Williamson,254,Straight Party,,,REP,737,571,39,610,127,0
Williamson,259,Straight Party,,,REP,1281,968,43,1011,268,2
Williamson,264,Straight Party,,,REP,991,736,35,771,219,1
Williamson,266,Straight Party,,,REP,757,569,62,631,125,1
Williamson,267,Straight Party,,,REP,701,524,26,550,150,1
Williamson,273,Straight Party,,,REP,439,352,16,368,71,0
Williamson,274,Straight Party,,,REP,656,441,28,469,184,3
Williamson,275,Straight Party,,,REP,370,270,31,301,68,1
Williamson,277,Straight Party,,,REP,1111,907,32,939,169,3
Williamson,278,Straight Party,,,REP,1085,842,48,890,193,2
Williamson,283,Straight Party,,,REP,936,684,39,723,211,2
Williamson,287,Straight Party,,,REP,1052,779,52,831,220,1
Williamson,305,Straight Party,,,REP,957,737,66,803,154,0
Williamson,309,Straight Party,,,REP,418,246,17,263,155,0
Williamson,310,Straight Party,,,REP,514,283,27,310,202,2
Williamson,311,Straight Party,,,REP,532,353,25,378,153,1
Williamson,312,Straight Party,,,REP,1019,674,53,727,291,1
Williamson,314,Straight Party,,,REP,598,429,29,458,139,1
Williamson,330,Straight Party,,,REP,799,597,24,621,178,0
Williamson,331,Straight Party,,,REP,838,655,22,677,157,4
Williamson,332,Straight Party,,,REP,944,711,42,753,190,1
Williamson,333,Straight Party,,,REP,822,599,37,636,185,1
Williamson,337,Straight Party,,,REP,1028,751,37,788,238,2
Williamson,339,Straight Party,,,REP,435,311,18,329,105,1
Williamson,341,Straight Party,,,REP,588,437,50,487,100,1
Williamson,343,Straight Party,,,REP,146,81,19,100,46,0
Williamson,344,Straight Party,,,REP,1515,1198,83,1281,234,0
Williamson,368,Straight Party,,,REP,925,728,52,780,144,1
Williamson,369,Straight Party,,,REP,502,360,20,380,121,1
Williamson,370,Straight Party,,,REP,821,627,34,661,159,1
Williamson,371,Straight Party,,,REP,1120,843,74,917,201,2
Williamson,379,Straight Party,,,REP,762,553,102,655,105,2
Williamson,381,Straight Party,,,REP,1422,1109,131,1240,179,3
Williamson,382,Straight Party,,,REP,1422,1141,209,1350,72,0
Williamson,392,Straight Party,,,REP,1501,1092,183,1275,223,3
Williamson,394,Straight Party,,,REP,2506,2047,325,2372,133,1
Williamson,395,Straight Party,,,REP,896,711,43,754,142,0
Williamson,396,Straight Party,,,REP,1404,1071,233,1304,100,0
Williamson,402,Straight Party,,,REP,895,660,23,683,211,1
Williamson,403,Straight Party,,,REP,458,354,11,365,92,1
Williamson,413,Straight Party,,,REP,147,106,5,111,36,0
Williamson,415,Straight Party,,,REP,480,266,19,285,195,0
Williamson,420,Straight Party,,,REP,1038,789,31,820,216,2
Williamson,423,Straight Party,,,REP,606,427,37,464,139,3
Williamson,424,Straight Party,,,REP,1665,1304,58,1362,299,4
Williamson,425,Straight Party,,,REP,145,64,9,73,72,0
Williamson,426,Straight Party,,,REP,427,336,21,357,67,3
Williamson,427,Straight Party,,,REP,579,434,34,468,111,0
Williamson,428,Straight Party,,,REP,718,570,24,594,124,0
Williamson,429,Straight Party,,,REP,175,118,6,124,50,1
Williamson,434,Straight Party,,,REP,984,686,54,740,243,1
Williamson,436,Straight Party,,,REP,258,187,14,201,56,1
Williamson,455,Straight Party,,,REP,340,258,15,273,67,0
Williamson,456,Straight Party,,,REP,240,194,12,206,34,0
Williamson,463,Straight Party,,,REP,686,531,33,564,119,3
Williamson,480,Straight Party,,,REP,770,617,13,630,138,2
Williamson,484,Straight Party,,,REP,933,734,36,770,163,0
Williamson,488,Straight Party,,,REP,1215,944,51,995,218,2
Williamson,491,Straight Party,,,REP,931,724,29,753,178,0
Williamson,119,Straight Party,,,DEM,552,400,25,425,124,3
Williamson,122,Straight Party,,,DEM,414,319,48,367,43,4
Williamson,135,Straight Party,,,DEM,652,463,23,486,165,1
Williamson,138,Straight Party,,,DEM,600,468,23,491,107,2
Williamson,140,Straight Party,,,DEM,318,267,17,284,33,1
Williamson,145,Straight Party,,,DEM,622,431,25,456,162,4
Williamson,146,Straight Party,,,DEM,939,721,29,750,184,5
Williamson,147,Straight Party,,,DEM,649,480,34,514,132,3
Williamson,149,Straight Party,,,DEM,458,339,28,367,91,0
Williamson,150,Straight Party,,,DEM,495,348,29,377,115,3
Williamson,151,Straight Party,,,DEM,488,363,22,385,102,1
Williamson,152,Straight Party,,,DEM,492,320,20,340,151,1
Williamson,160,Straight Party,,,DEM,819,677,29,706,112,1
Williamson,162,Straight Party,,,DEM,576,426,27,453,122,1
Williamson,172,Straight Party,,,DEM,369,290,24,314,55,0
Williamson,182,Straight Party,,,DEM,503,412,21,433,68,2
Williamson,185,Straight Party,,,DEM,343,260,19,279,61,3
Williamson,186,Straight Party,,,DEM,574,422,17,439,132,3
Williamson,189,Straight Party,,,DEM,529,428,14,442,86,1
Williamson,190,Straight Party,,,DEM,765,622,58,680,81,4
Williamson,197,Straight Party,,,DEM,523,444,18,462,59,2
Williamson,198,Straight Party,,,DEM,667,548,25,573,91,3
Williamson,201,Straight Party,,,DEM,1083,903,29,932,148,3
Williamson,204,Straight Party,,,DEM,822,658,26,684,136,2
Williamson,206,Straight Party,,,DEM,213,150,23,173,40,0
Williamson,207,Straight Party,,,DEM,412,297,30,327,85,0
Williamson,216,Straight Party,,,DEM,382,301,25,326,56,0
Williamson,218,Straight Party,,,DEM,531,423,24,447,82,2
Williamson,253,Straight Party,,,DEM,768,549,38,587,178,3
Williamson,254,Straight Party,,,DEM,503,377,32,409,94,0
Williamson,259,Straight Party,,,DEM,834,599,38,637,195,2
Williamson,264,Straight Party,,,DEM,563,401,15,416,147,0
Williamson,266,Straight Party,,,DEM,726,560,36,596,129,1
Williamson,267,Straight Party,,,DEM,294,213,8,221,73,0
Williamson,273,Straight Party,,,DEM,476,388,26,414,60,2
Williamson,274,Straight Party,,,DEM,881,636,28,664,211,6
Williamson,275,Straight Party,,,DEM,588,434,23,457,128,3
Williamson,277,Straight Party,,,DEM,740,611,36,647,93,0
Williamson,278,Straight Party,,,DEM,842,681,38,719,123,0
Williamson,283,Straight Party,,,DEM,754,553,42,595,157,2
Williamson,287,Straight Party,,,DEM,767,570,62,632,135,0
Williamson,305,Straight Party,,,DEM,221,182,15,197,23,1
Williamson,309,Straight Party,,,DEM,131,71,7,78,53,0
Williamson,310,Straight Party,,,DEM,142,84,13,97,45,0
Williamson,311,Straight Party,,,DEM,169,112,11,123,46,0
Williamson,312,Straight Party,,,DEM,365,198,19,217,146,2
Williamson,314,Straight Party,,,DEM,532,370,45,415,117,0
Williamson,330,Straight Party,,,DEM,600,443,23,466,133,1
Williamson,331,Straight Party,,,DEM,450,337,16,353,96,1
Williamson,332,Straight Party,,,DEM,453,357,23,380,72,1
Williamson,333,Straight Party,,,DEM,604,446,38,484,119,1
Williamson,337,Straight Party,,,DEM,803,615,27,642,159,2
Williamson,339,Straight Party,,,DEM,498,363,17,380,118,0
Williamson,341,Straight Party,,,DEM,228,161,36,197,30,1
Williamson,343,Straight Party,,,DEM,213,116,22,138,74,1
Williamson,344,Straight Party,,,DEM,547,409,65,474,73,0
Williamson,368,Straight Party,,,DEM,280,214,30,244,35,1
Williamson,369,Straight Party,,,DEM,516,376,30,406,109,1
Williamson,370,Straight Party,,,DEM,546,419,34,453,93,0
Williamson,371,Straight Party,,,DEM,558,404,24,428,125,5
Williamson,379,Straight Party,,,DEM,284,185,53,238,44,2
Williamson,381,Straight Party,,,DEM,411,322,39,361,49,1
Williamson,382,Straight Party,,,DEM,513,359,132,491,22,0
Williamson,392,Straight Party,,,DEM,444,295,87,382,58,4
Williamson,394,Straight Party,,,DEM,933,703,190,893,39,1
Williamson,395,Straight Party,,,DEM,240,180,21,201,39,0
Williamson,396,Straight Party,,,DEM,562,385,154,539,22,1
Williamson,402,Straight Party,,,DEM,901,699,18,717,181,3
Williamson,403,Straight Party,,,DEM,424,321,12,333,91,0
Williamson,413,Straight Party,,,DEM,73,39,6,45,27,1
Williamson,415,Straight Party,,,DEM,191,89,12,101,90,0
Williamson,420,Straight Party,,,DEM,806,600,26,626,177,3
Williamson,423,Straight Party,,,DEM,732,532,28,560,171,1
Williamson,424,Straight Party,,,DEM,1056,810,52,862,192,2
Williamson,425,Straight Party,,,DEM,81,27,7,34,47,0
Williamson,426,Straight Party,,,DEM,264,201,13,214,50,0
Williamson,427,Straight Party,,,DEM,385,282,34,316,67,2
Williamson,428,Straight Party,,,DEM,361,283,23,306,55,0
Williamson,429,Straight Party,,,DEM,328,218,16,234,93,1
Williamson,434,Straight Party,,,DEM,222,139,21,160,62,0
Williamson,436,Straight Party,,,DEM,48,35,3,38,10,0
Williamson,455,Straight Party,,,DEM,545,391,34,425,119,1
Williamson,456,Straight Party,,,DEM,360,240,32,272,88,0
Williamson,463,Straight Party,,,DEM,1052,778,48,826,224,2
Williamson,480,Straight Party,,,DEM,1007,785,32,817,186,4
Williamson,484,Straight Party,,,DEM,827,637,29,666,160,1
Williamson,488,Straight Party,,,DEM,970,782,36,818,148,4
Williamson,491,Straight Party,,,DEM,977,755,40,795,178,4
Williamson,119,Straight Party,,,LIB,28,19,1,20,8,0
Williamson,122,Straight Party,,,LIB,30,20,0,20,9,1
Williamson,135,Straight Party,,,LIB,27,18,0,18,9,0
Williamson,138,Straight Party,,,LIB,36,19,1,20,16,0
Williamson,140,Straight Party,,,LIB,19,15,0,15,4,0
Williamson,145,Straight Party,,,LIB,35,20,0,20,15,0
Williamson,146,Straight Party,,,LIB,40,23,0,23,16,1
Williamson,147,Straight Party,,,LIB,42,23,0,23,18,1
Williamson,149,Straight Party,,,LIB,19,12,1,13,5,1
Williamson,150,Straight Party,,,LIB,20,12,0,12,8,0
Williamson,151,Straight Party,,,LIB,28,15,1,16,12,0
Williamson,152,Straight Party,,,LIB,36,21,1,22,14,0
Williamson,160,Straight Party,,,LIB,49,31,1,32,17,0
Williamson,162,Straight Party,,,LIB,24,18,0,18,6,0
Williamson,172,Straight Party,,,LIB,8,5,0,5,3,0
Williamson,182,Straight Party,,,LIB,28,22,0,22,6,0
Williamson,185,Straight Party,,,LIB,18,6,0,6,12,0
Williamson,186,Straight Party,,,LIB,13,9,0,9,4,0
Williamson,189,Straight Party,,,LIB,29,19,0,19,10,0
Williamson,190,Straight Party,,,LIB,36,24,0,24,12,0
Williamson,197,Straight Party,,,LIB,17,9,2,11,6,0
Williamson,198,Straight Party,,,LIB,40,24,0,24,16,0
Williamson,201,Straight Party,,,LIB,40,27,0,27,13,0
Williamson,204,Straight Party,,,LIB,44,28,0,28,15,1
Williamson,206,Straight Party,,,LIB,19,13,0,13,6,0
Williamson,207,Straight Party,,,LIB,41,16,0,16,25,0
Williamson,216,Straight Party,,,LIB,27,17,0,17,10,0
Williamson,218,Straight Party,,,LIB,38,25,0,25,13,0
Williamson,253,Straight Party,,,LIB,53,31,0,31,22,0
Williamson,254,Straight Party,,,LIB,35,23,0,23,12,0
Williamson,259,Straight Party,,,LIB,63,37,0,37,26,0
Williamson,264,Straight Party,,,LIB,44,27,1,28,16,0
Williamson,266,Straight Party,,,LIB,35,27,0,27,8,0
Williamson,267,Straight Party,,,LIB,23,10,0,10,13,0
Williamson,273,Straight Party,,,LIB,36,17,0,17,19,0
Williamson,274,Straight Party,,,LIB,45,28,0,28,17,0
Williamson,275,Straight Party,,,LIB,23,12,0,12,11,0
Williamson,277,Straight Party,,,LIB,40,28,0,28,12,0
Williamson,278,Straight Party,,,LIB,58,36,0,36,20,2
Williamson,283,Straight Party,,,LIB,36,25,0,25,11,0
Williamson,287,Straight Party,,,LIB,42,28,0,28,14,0
Williamson,305,Straight Party,,,LIB,13,8,1,9,4,0
Williamson,309,Straight Party,,,LIB,11,4,0,4,7,0
Williamson,310,Straight Party,,,LIB,8,5,1,6,2,0
Williamson,311,Straight Party,,,LIB,12,5,0,5,7,0
Williamson,312,Straight Party,,,LIB,21,5,1,6,15,0
Williamson,314,Straight Party,,,LIB,27,19,1,20,7,0
Williamson,330,Straight Party,,,LIB,32,25,0,25,7,0
Williamson,331,Straight Party,,,LIB,36,21,0,21,15,0
Williamson,332,Straight Party,,,LIB,28,21,1,22,6,0
Williamson,333,Straight Party,,,LIB,34,20,1,21,13,0
Williamson,337,Straight Party,,,LIB,20,12,0,12,8,0
Williamson,339,Straight Party,,,LIB,25,20,0,20,5,0
Williamson,341,Straight Party,,,LIB,17,8,0,8,9,0
Williamson,343,Straight Party,,,LIB,10,3,0,3,7,0
Williamson,344,Straight Party,,,LIB,24,16,0,16,8,0
Williamson,368,Straight Party,,,LIB,12,7,0,7,5,0
Williamson,369,Straight Party,,,LIB,23,10,0,10,13,0
Williamson,370,Straight Party,,,LIB,38,32,0,32,6,0
Williamson,371,Straight Party,,,LIB,33,18,1,19,14,0
Williamson,379,Straight Party,,,LIB,14,7,0,7,7,0
Williamson,381,Straight Party,,,LIB,27,20,1,21,6,0
Williamson,382,Straight Party,,,LIB,7,6,1,7,0,0
Williamson,392,Straight Party,,,LIB,28,14,5,19,9,0
Williamson,394,Straight Party,,,LIB,20,17,2,19,1,0
Williamson,395,Straight Party,,,LIB,14,8,0,8,6,0
Williamson,396,Straight Party,,,LIB,12,10,0,10,1,1
Williamson,402,Straight Party,,,LIB,45,26,0,26,19,0
Williamson,403,Straight Party,,,LIB,19,14,0,14,5,0
Williamson,413,Straight Party,,,LIB,1,0,0,0,1,0
Williamson,415,Straight Party,,,LIB,8,3,0,3,5,0
Williamson,420,Straight Party,,,LIB,45,24,0,24,21,0
Williamson,423,Straight Party,,,LIB,40,28,0,28,12,0
Williamson,424,Straight Party,,,LIB,65,43,1,44,21,0
Williamson,425,Straight Party,,,LIB,1,0,0,0,1,0
Williamson,426,Straight Party,,,LIB,15,11,0,11,4,0
Williamson,427,Straight Party,,,LIB,13,10,1,11,2,0
Williamson,428,Straight Party,,,LIB,22,13,0,13,9,0
Williamson,429,Straight Party,,,LIB,7,1,2,3,4,0
Williamson,434,Straight Party,,,LIB,14,7,0,7,7,0
Williamson,436,Straight Party,,,LIB,2,2,0,2,0,0
Williamson,455,Straight Party,,,LIB,13,8,0,8,5,0
Williamson,456,Straight Party,,,LIB,6,2,1,3,3,0
Williamson,463,Straight Party,,,LIB,39,22,1,23,16,0
Williamson,480,Straight Party,,,LIB,44,27,2,29,15,0
Williamson,484,Straight Party,,,LIB,45,28,0,28,17,0
Williamson,488,Straight Party,,,LIB,43,26,0,26,17,0
Williamson,491,Straight Party,,,LIB,33,23,0,23,10,0
Williamson,119,Straight Party,,,GRN,6,4,0,4,2,0
Williamson,122,Straight Party,,,GRN,9,7,0,7,2,0
Williamson,135,Straight Party,,,GRN,9,3,0,3,6,0
Williamson,138,Straight Party,,,GRN,7,3,1,4,3,0
Williamson,140,Straight Party,,,GRN,7,3,0,3,4,0
Williamson,145,Straight Party,,,GRN,7,3,0,3,4,0
Williamson,146,Straight Party,,,GRN,13,5,0,5,8,0
Williamson,147,Straight Party,,,GRN,12,7,0,7,5,0
Williamson,149,Straight Party,,,GRN,4,4,0,4,0,0
Williamson,150,Straight Party,,,GRN,11,6,0,6,5,0
Williamson,151,Straight Party,,,GRN,12,10,0,10,2,0
Williamson,152,Straight Party,,,GRN,13,7,0,7,6,0
Williamson,160,Straight Party,,,GRN,13,8,0,8,5,0
Williamson,162,Straight Party,,,GRN,7,2,0,2,5,0
Williamson,172,Straight Party,,,GRN,2,2,0,2,0,0
Williamson,182,Straight Party,,,GRN,2,1,1,2,0,0
Williamson,185,Straight Party,,,GRN,4,4,0,4,0,0
Williamson,186,Straight Party,,,GRN,6,3,0,3,3,0
Williamson,189,Straight Party,,,GRN,3,2,0,2,1,0
Williamson,190,Straight Party,,,GRN,6,3,0,3,3,0
Williamson,197,Straight Party,,,GRN,5,2,0,2,3,0
Williamson,198,Straight Party,,,GRN,6,3,0,3,2,1
