county,precinct,office,district,candidate,party,early_voting,election_day,votes
Johnson,1,Registered Voters,,,,,,620
Johnson,2,Registered Voters,,,,,,4786
Johnson,3,Registered Voters,,,,,,3936
Johnson,4,Registered Voters,,,,,,6770
Johnson,5,Registered Voters,,,,,,3860
Johnson,6,Registered Voters,,,,,,389
Johnson,7,Registered Voters,,,,,,5720
Johnson,8,Registered Voters,,,,,,6208
Johnson,9,Registered Voters,,,,,,984
Johnson,10,Registered Voters,,,,,,3520
Johnson,11,Registered Voters,,,,,,3650
Johnson,12,Registered Voters,,,,,,2637
Johnson,13,Registered Voters,,,,,,1877
Johnson,14,Registered Voters,,,,,,418
Johnson,15,Registered Voters,,,,,,1439
Johnson,16,Registered Voters,,,,,,542
Johnson,17,Registered Voters,,,,,,3400
Johnson,18,Registered Voters,,,,,,3850
Johnson,19,Registered Voters,,,,,,5323
Johnson,20,Registered Voters,,,,,,1453
Johnson,21,Registered Voters,,,,,,1465
Johnson,22,Registered Voters,,,,,,4234
Johnson,23,Registered Voters,,,,,,2191
Johnson,24,Registered Voters,,,,,,1308
Johnson,25,Registered Voters,,,,,,1487
Johnson,26,Registered Voters,,,,,,1301
Johnson,27,Registered Voters,,,,,,2073
Johnson,28,Registered Voters,,,,,,1827
Johnson,29,Registered Voters,,,,,,1086
Johnson,30,Registered Voters,,,,,,996
Johnson,31,Registered Voters,,,,,,1113
Johnson,32,Registered Voters,,,,,,2960
Johnson,33,Registered Voters,,,,,,1161
Johnson,34,Registered Voters,,,,,,2209
Johnson,35,Registered Voters,,,,,,3887
Johnson,36,Registered Voters,,,,,,1141
Johnson,Total,Registered Voters,,,,,,91821
Johnson,1,Ballots Cast,,,,81,359,440
Johnson,2,Ballots Cast,,,,787,2113,2900
Johnson,3,Ballots Cast,,,,617,2062,2679
Johnson,4,Ballots Cast,,,,992,3234,4226
Johnson,5,Ballots Cast,,,,501,2169,2670
Johnson,6,Ballots Cast,,,,48,260,308
Johnson,7,Ballots Cast,,,,955,3143,4098
Johnson,8,Ballots Cast,,,,835,2666,3501
Johnson,9,Ballots Cast,,,,156,507,663
Johnson,10,Ballots Cast,,,,466,1511,1977
Johnson,11,Ballots Cast,,,,706,1802,2508
Johnson,12,Ballots Cast,,,,463,1357,1820
Johnson,13,Ballots Cast,,,,363,831,1194
Johnson,14,Ballots Cast,,,,64,210,274
Johnson,15,Ballots Cast,,,,291,724,1015
Johnson,16,Ballots Cast,,,,78,279,357
Johnson,17,Ballots Cast,,,,439,1391,1830
Johnson,18,Ballots Cast,,,,449,1877,2326
Johnson,19,Ballots Cast,,,,707,3064,3771
Johnson,20,Ballots Cast,,,,225,411,636
Johnson,21,Ballots Cast,,,,220,740,960
Johnson,22,Ballots Cast,,,,800,1516,2316
Johnson,23,Ballots Cast,,,,559,873,1432
Johnson,24,Ballots Cast,,,,156,626,782
Johnson,25,Ballots Cast,,,,259,559,818
Johnson,26,Ballots Cast,,,,321,575,896
Johnson,27,Ballots Cast,,,,366,1065,1431
Johnson,28,Ballots Cast,,,,298,881,1179
Johnson,29,Ballots Cast,,,,178,529,707
Johnson,30,Ballots Cast,,,,204,436,640
Johnson,31,Ballots Cast,,,,214,512,726
Johnson,32,Ballots Cast,,,,506,1341,1847
Johnson,33,Ballots Cast,,,,236,474,710
Johnson,34,Ballots Cast,,,,312,1035,1347
Johnson,35,Ballots Cast,,,,531,2070,2601
Johnson,36,Ballots Cast,,,,180,337,517
Johnson,Total,Ballots Cast,,,,14563,43539,58102
Johnson,1,Straight Party,,,REP,38,183,221
Johnson,2,Straight Party,,,REP,379,1157,1536
Johnson,3,Straight Party,,,REP,288,1021,1309
Johnson,4,Straight Party,,,REP,440,1609,2049
Johnson,5,Straight Party,,,REP,239,1108,1347
Johnson,6,Straight Party,,,REP,20,153,173
Johnson,7,Straight Party,,,REP,465,1617,2082
Johnson,8,Straight Party,,,REP,323,1189,1512
Johnson,9,Straight Party,,,REP,75,266,341
Johnson,10,Straight Party,,,REP,194,754,948
Johnson,11,Straight Party,,,REP,338,928,1266
Johnson,12,Straight Party,,,REP,215,732,947
Johnson,13,Straight Party,,,REP,167,467,634
Johnson,14,Straight Party,,,REP,38,122,160
Johnson,15,Straight Party,,,REP,155,345,500
Johnson,16,Straight Party,,,REP,33,128,161
Johnson,17,Straight Party,,,REP,187,649,836
Johnson,18,Straight Party,,,REP,203,866,1069
Johnson,19,Straight Party,,,REP,318,1428,1746
Johnson,20,Straight Party,,,REP,61,143,204
Johnson,21,Straight Party,,,REP,103,396,499
Johnson,22,Straight Party,,,REP,335,687,1022
Johnson,23,Straight Party,,,REP,268,480,748
Johnson,24,Straight Party,,,REP,73,331,404
Johnson,25,Straight Party,,,REP,112,270,382
Johnson,26,Straight Party,,,REP,157,336,493
Johnson,27,Straight Party,,,REP,162,585,747
Johnson,28,Straight Party,,,REP,148,454,602
Johnson,29,Straight Party,,,REP,94,300,394
Johnson,30,Straight Party,,,REP,94,221,315
Johnson,31,Straight Party,,,REP,103,284,387
Johnson,32,Straight Party,,,REP,266,727,993
Johnson,33,Straight Party,,,REP,131,237,368
Johnson,34,Straight Party,,,REP,146,563,709
Johnson,35,Straight Party,,,REP,247,1144,1391
Johnson,36,Straight Party,,,REP,55,136,191
Johnson,Total,Straight Party,,,REP,6670,22016,28686
Johnson,1,Straight Party,,,DEM,3,36,39
Johnson,2,Straight Party,,,DEM,86,210,296
Johnson,3,Straight Party,,,DEM,70,209,279
Johnson,4,Straight Party,,,DEM,123,350,473
Johnson,5,Straight Party,,,DEM,55,190,245
Johnson,6,Straight Party,,,DEM,3,14,17
Johnson,7,Straight Party,,,DEM,77,286,363
Johnson,8,Straight Party,,,DEM,186,499,685
Johnson,9,Straight Party,,,DEM,21,35,56
Johnson,10,Straight Party,,,DEM,72,199,271
Johnson,11,Straight Party,,,DEM,55,148,203
Johnson,12,Straight Party,,,DEM,40,128,168
Johnson,13,Straight Party,,,DEM,35,76,111
Johnson,14,Straight Party,,,DEM,1,8,9
Johnson,15,Straight Party,,,DEM,10,57,67
Johnson,16,Straight Party,,,DEM,6,21,27
Johnson,17,Straight Party,,,DEM,72,196,268
Johnson,18,Straight Party,,,DEM,70,228,298
Johnson,19,Straight Party,,,DEM,70,248,318
Johnson,20,Straight Party,,,DEM,83,105,188
Johnson,21,Straight Party,,,DEM,21,57,78
Johnson,22,Straight Party,,,DEM,133,219,352
Johnson,23,Straight Party,,,DEM,58,70,128
Johnson,24,Straight Party,,,DEM,14,73,87
Johnson,25,Straight Party,,,DEM,25,66,91
Johnson,26,Straight Party,,,DEM,20,43,63
Johnson,27,Straight Party,,,DEM,32,78,110
Johnson,28,Straight Party,,,DEM,27,96,123
Johnson,29,Straight Party,,,DEM,8,34,42
Johnson,30,Straight Party,,,DEM,14,23,37
Johnson,31,Straight Party,,,DEM,19,33,52
Johnson,32,Straight Party,,,DEM,60,148,208
Johnson,33,Straight Party,,,DEM,13,48,61
Johnson,34,Straight Party,,,DEM,27,107,134
Johnson,35,Straight Party,,,DEM,45,165,210
Johnson,36,Straight Party,,,DEM,52,83,135
Johnson,Total,Straight Party,,,DEM,1706,4586,6292
