county,precinct,office,district,party,candidate,election_day,early_voting,votes
Lee,101,,,Republican,Straight Party,130,242,372
Lee,101,,,Democratic,Straight Party,69,99,168
Lee,101,,,Libertarian,Straight Party,3,1,4
Lee,101,,,Green,Straight Party,0,0,0
Lee,102,,,Republican,Straight Party,16,30,46
Lee,102,,,Democratic,Straight Party,17,37,54
Lee,102,,,Libertarian,Straight Party,0,0,0
Lee,102,,,Green,Straight Party,0,0,0
Lee,103,,,Republican,Straight Party,33,41,74
Lee,103,,,Democratic,Straight Party,1,2,3
Lee,103,,,Libertarian,Straight Party,0,0,0
Lee,103,,,Green,Straight Party,0,0,0
Lee,201,,,Republican,Straight Party,61,90,151
Lee,201,,,Democratic,Straight Party,5,3,8
Lee,201,,,Libertarian,Straight Party,0,1,1
Lee,201,,,Green,Straight Party,0,1,1
Lee,202,,,Republican,Straight Party,105,359,464
Lee,202,,,Democratic,Straight Party,35,56,91
Lee,202,,,Libertarian,Straight Party,2,1,3
Lee,202,,,Green,Straight Party,1,0,1
Lee,203,,,Republican,Straight Party,41,71,112
Lee,203,,,Democratic,Straight Party,9,10,19
Lee,203,,,Libertarian,Straight Party,0,0,0
Lee,203,,,Green,Straight Party,0,0,0
Lee,301,,,Republican,Straight Party,27,16,43
Lee,301,,,Democratic,Straight Party,4,3,7
Lee,301,,,Libertarian,Straight Party,0,0,0
Lee,301,,,Green,Straight Party,0,0,0
Lee,302,,,Republican,Straight Party,129,217,346
Lee,302,,,Democratic,Straight Party,34,67,101
Lee,302,,,Libertarian,Straight Party,4,0,4
Lee,302,,,Green,Straight Party,2,0,2
Lee,303,,,Republican,Straight Party,203,153,356
Lee,303,,,Democratic,Straight Party,40,38,78
Lee,303,,,Libertarian,Straight Party,1,1,2
Lee,303,,,Green,Straight Party,1,1,2
Lee,304,,,Republican,Straight Party,22,34,56
Lee,304,,,Democratic,Straight Party,12,10,22
Lee,304,,,Libertarian,Straight Party,0,0,0
Lee,304,,,Green,Straight Party,0,0,0
Lee,401,,,Republican,Straight Party,74,88,162
Lee,401,,,Democratic,Straight Party,55,27,82
Lee,401,,,Libertarian,Straight Party,2,0,2
Lee,401,,,Green,Straight Party,0,0,0
Lee,402,,,Republican,Straight Party,4,18,22
Lee,402,,,Democratic,Straight Party,8,15,23
Lee,402,,,Libertarian,Straight Party,0,0,0
Lee,402,,,Green,Straight Party,0,0,0
Lee,403,,,Republican,Straight Party,47,34,81
Lee,403,,,Democratic,Straight Party,3,21,24
Lee,403,,,Libertarian,Straight Party,0,1,1
Lee,403,,,Green,Straight Party,0,0,0
Lee,404,,,Republican,Straight Party,61,100,161
Lee,404,,,Democratic,Straight Party,53,54,107
Lee,404,,,Libertarian,Straight Party,1,1,2
Lee,404,,,Green,Straight Party,1,1,2
Lee,405,,,Republican,Straight Party,58,74,132
Lee,405,,,Democratic,Straight Party,10,10,20
Lee,405,,,Libertarian,Straight Party,0,1,1
Lee,405,,,Green,Straight Party,0,0,0
Lee,,,,Republican,Straight Party,,,2578
Lee,,,,Democratic,Straight Party,,,807
Lee,,,,Libertarian,Straight Party,,,20
Lee,,,,Green,Straight Party,,,8
Lee,101,President,,Republican,Donald J. Trump,232,474,706
Lee,101,President,,Democratic,Hillary Clinton,101,155,256
Lee,101,President,,Libertarian,Gary Johnson,11,7,18
Lee,101,President,,Green,Jill Stein,1,3,4
Lee,101,President,,,Evan McMullin,0,0,0
Lee,101,President,,,Darrell L. Castle,2,0,2
Lee,101,President,,,Write-ins,0,2,2
Lee,102,President,,Republican,Donald J. Trump,23,61,84
Lee,102,President,,Democratic,Hillary Clinton,23,52,75
Lee,102,President,,Libertarian,Gary Johnson,1,1,2
Lee,102,President,,Green,Jill Stein,0,1,1
Lee,102,President,,,Evan McMullin,0,0,0
Lee,102,President,,,Darrell L. Castle,0,0,0
Lee,102,President,,,Write-ins,0,1,1
Lee,103,President,,Republican,Donald J. Trump,71,78,149
Lee,103,President,,Democratic,Hillary Clinton,8,9,17
Lee,103,President,,Libertarian,Gary Johnson,3,1,4
Lee,103,President,,Green,Jill Stein,0,0,0
Lee,103,President,,,Evan McMullin,0,0,0
Lee,103,President,,,Darrell L. Castle,0,0,0
Lee,103,President,,,Write-ins,0,0,0
Lee,201,President,,Republican,Donald J. Trump,170,207,377
Lee,201,President,,Democratic,Hillary Clinton,13,13,26
Lee,201,President,,Libertarian,Gary Johnson,3,4,7
Lee,201,President,,Green,Jill Stein,3,1,4
Lee,201,President,,,Evan McMullin,1,1,2
Lee,201,President,,,Darrell L. Castle,0,0,0
Lee,201,President,,,Write-ins,0,1,1
Lee,202,President,,Republican,Donald J. Trump,220,645,865
Lee,202,President,,Democratic,Hillary Clinton,54,104,158
Lee,202,President,,Libertarian,Gary Johnson,7,12,19
Lee,202,President,,Green,Jill Stein,1,1,2
Lee,202,President,,,Evan McMullin,0,0,0
Lee,202,President,,,Darrell L. Castle,0,0,0
Lee,202,President,,,Write-ins,2,4,6
Lee,203,President,,Republican,Donald J. Trump,77,146,223
Lee,203,President,,Democratic,Hillary Clinton,17,17,34
Lee,203,President,,Libertarian,Gary Johnson,1,2,3
Lee,203,President,,Green,Jill Stein,0,0,0
Lee,203,President,,,Evan McMullin,0,0,0
Lee,203,President,,,Darrell L. Castle,0,0,0
Lee,203,President,,,Write-ins,1,2,3
Lee,301,President,,Republican,Donald J. Trump,57,35,92
Lee,301,President,,Democratic,Hillary Clinton,5,4,9
Lee,301,President,,Libertarian,Gary Johnson,3,1,4
Lee,301,President,,Green,Jill Stein,0,0,0
Lee,301,President,,,Evan McMullin,0,0,0
Lee,301,President,,,Darrell L. Castle,0,0,0
Lee,301,President,,,Write-ins,0,0,0
Lee,302,President,,Republican,Donald J. Trump,266,421,687
Lee,302,President,,Democratic,Hillary Clinton,72,113,185
Lee,302,President,,Libertarian,Gary Johnson,14,7,21
Lee,302,President,,Green,Jill Stein,3,2,5
Lee,302,President,,,Evan McMullin,0,2,2
Lee,302,President,,,Darrell L. Castle,0,0,0
Lee,302,President,,,Write-ins,0,0,0
Lee,303,President,,Republican,Donald J. Trump,337,260,597
Lee,303,President,,Democratic,Hillary Clinton,86,78,164
Lee,303,President,,Libertarian,Gary Johnson,12,10,22
Lee,303,President,,Green,Jill Stein,6,3,9
Lee,303,President,,,Evan McMullin,1,1,2
Lee,303,President,,,Darrell L. Castle,2,0,2
Lee,303,President,,,Write-ins,1,0,1
Lee,304,President,,Republican,Donald J. Trump,52,61,113
Lee,304,President,,Democratic,Hillary Clinton,18,14,32
Lee,304,President,,Libertarian,Gary Johnson,1,3,4
Lee,304,President,,Green,Jill Stein,0,0,0
Lee,304,President,,,Evan McMullin,0,0,0
Lee,304,President,,,Darrell L. Castle,0,0,0
Lee,304,President,,,Write-ins,1,0,1
Lee,401,President,,Republican,Donald J. Trump,151,153,304
Lee,401,President,,Democratic,Hillary Clinton,76,46,122
Lee,401,President,,Libertarian,Gary Johnson,4,0,4
Lee,401,President,,Green,Jill Stein,0,0,0
Lee,401,President,,,Evan McMullin,2,0,2
Lee,401,President,,,Darrell L. Castle,0,0,0
Lee,401,President,,,Write-ins,1,2,3
Lee,402,President,,Republican,Donald J. Trump,16,33,49
Lee,402,President,,Democratic,Hillary Clinton,15,24,39
Lee,402,President,,Libertarian,Gary Johnson,0,1,1
Lee,402,President,,Green,Jill Stein,0,0,0
Lee,402,President,,,Evan McMullin,0,0,0
Lee,402,President,,,Darrell L. Castle,0,0,0
Lee,402,President,,,Write-ins,0,1,1
Lee,403,President,,Republican,Donald J. Trump,90,65,155
Lee,403,President,,Democratic,Hillary Clinton,12,29,41
Lee,403,President,,Libertarian,Gary Johnson,0,1,1
Lee,403,President,,Green,Jill Stein,0,0,0
Lee,403,President,,,Evan McMullin,0,0,0
Lee,403,President,,,Darrell L. Castle,0,0,0
Lee,403,President,,,Write-ins,0,0,0
Lee,404,President,,Republican,Donald J. Trump,114,211,325
Lee,404,President,,Democratic,Hillary Clinton,67,96,163
Lee,404,President,,Libertarian,Gary Johnson,4,4,8
Lee,404,President,,Green,Jill Stein,1,2,3
Lee,404,President,,,Evan McMullin,0,0,0
Lee,404,President,,,Darrell L. Castle,0,0,0
Lee,404,President,,,Write-ins,0,0,0
Lee,405,President,,Republican,Donald J. Trump,126,145,271
Lee,405,President,,Democratic,Hillary Clinton,23,28,51
Lee,405,President,,Libertarian,Gary Johnson,3,5,8
Lee,405,President,,Green,Jill Stein,0,0,0
Lee,405,President,,,Evan McMullin,0,0,0
Lee,405,President,,,Darrell L. Castle,0,0,0
Lee,405,President,,,Write-ins,4,0,4
Lee,,President,,Republican,Donald J. Trump,,,4997
Lee,,President,,Democratic,Hillary Clinton,,,1372
Lee,,President,,Libertarian,Gary Johnson,,,126
Lee,,President,,Green,Jill Stein,,,28
Lee,,President,,,Evan McMullin,,,8
Lee,,President,,,Darrell L. Castle,,,4
Lee,,President,,,Write-ins,,,23
Lee,101,U.S. House,10,Republican,Michael T. McCaul,241,472,713
Lee,101,U.S. House,10,Democratic,Tawana W. Cadien,85,126,211
Lee,101,U.S. House,10,Libertarian,Bill Kelsey,7,14,21
Lee,102,U.S. House,10,Republican,Michael T. McCaul,22,61,83
Lee,102,U.S. House,10,Democratic,Tawana W. Cadien,23,52,75
Lee,102,U.S. House,10,Libertarian,Bill Kelsey,0,3,3
Lee,103,U.S. House,10,Republican,Michael T. McCaul,69,77,146
Lee,103,U.S. House,10,Democratic,Tawana W. Cadien,7,6,13
Lee,103,U.S. House,10,Libertarian,Bill Kelsey,1,2,3
