county,precinct,office,district,party,candidate,votes,early_voting,election_day
Denton,1000,"Constable, Precinct No. 5",,REP,Doug Boydston,1591,1214,448
Denton,1000,"Constable, Precinct No. 5",,,Over Votes,0,0,0
Denton,1000,"Constable, Precinct No. 5",,,Under Votes,314,243,71
Denton,1000,"County Commissioner, Precinct No. 1",,REP,Hugh Coleman,1578,1211,448
Denton,1000,"County Commissioner, Precinct No. 1",,,Over Votes,0,0,0
Denton,1000,"County Commissioner, Precinct No. 1",,,Under Votes,327,246,81
Denton,1000,"District Judge, 16th Judicial District",,REP,Sherry Shipman,1583,1212,448
Denton,1000,"District Judge, 16th Judicial District",,,Over Votes,0,0,0
Denton,1000,"District Judge, 16th Judicial District",,,Under Votes,322,245,77
Denton,1000,"District Judge, 362nd Judicial District",,REP,Bruce McFarling,1579,1212,448
Denton,1000,"District Judge, 362nd Judicial District",,,Over Votes,0,0,0
Denton,1000,"District Judge, 362nd Judicial District",,,Under Votes,326,245,81
Denton,1000,"District Judge, 393rd Judicial District",,REP,Doug Robison,1532,1177,448
Denton,1000,"District Judge, 393rd Judicial District",,,Over Votes,1,1,0
Denton,1000,"District Judge, 393rd Judicial District",,,Under Votes,69,55,14
Denton,1000,"District Judge, 393rd Judicial District",,DEM,Evan Stone,303,224,448
Denton,1000,"District Judge, 431st Judicial District",,REP,Jonathan M. Bailey,1572,1205,448
Denton,1000,"District Judge, 431st Judicial District",,,Over Votes,0,0,0
Denton,1000,"District Judge, 431st Judicial District",,,Under Votes,333,252,81
Denton,1000,"District Judge, 442nd Judicial District",,REP,Tiffany Haertling,1571,1204,448
Denton,1000,"District Judge, 442nd Judicial District",,,Over Votes,0,0,0
Denton,1000,"District Judge, 442nd Judicial District",,,Under Votes,334,253,81
Denton,1000,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,1501,1154,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 2",,,Over Votes,0,0,0
Denton,1000,"Judge, Court of Criminal Appeals, Place 2",,,Under Votes,60,48,12
Denton,1000,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",270,207,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,60,38,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,14,10,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,1504,1163,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 5",,,Over Votes,0,0,0
Denton,1000,"Judge, Court of Criminal Appeals, Place 5",,,Under Votes,54,44,10
Denton,1000,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,282,211,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",44,26,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,21,13,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,1505,1161,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 6",,,Over Votes,0,0,0
Denton,1000,"Judge, Court of Criminal Appeals, Place 6",,,Under Votes,60,50,10
Denton,1000,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,276,205,448
Denton,1000,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,64,41,448
Denton,1000,"Justice, 2nd Court of Appeals District, Place 3",,REP,Elizabeth Kerr,1575,1206,448
Denton,1000,"Justice, 2nd Court of Appeals District, Place 3",,,Over Votes,0,0,0
Denton,1000,"Justice, 2nd Court of Appeals District, Place 3",,,Under Votes,330,251,79
Denton,1000,"Justice, 2nd Court of Appeals District, Place 4 - Unexpired Term",,REP,Bonnie Sudderth,1569,1203,448
Denton,1000,"Justice, 2nd Court of Appeals District, Place 4 - Unexpired Term",,,Over Votes,0,0,0
Denton,1000,"Justice, 2nd Court of Appeals District, Place 4 - Unexpired Term",,,Under Votes,336,254,82
Denton,1000,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,1507,1161,448
Denton,1000,"Justice, Supreme Court, Place 3",,,Over Votes,0,0,0
Denton,1000,"Justice, Supreme Court, Place 3",,,Under Votes,57,46,11
Denton,1000,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,259,194,448
