county,precinct,office,district,party,candidate,election_day,early_voting_person,early_voting_mail,early_voting,votes
Victoria,32,U.S. House,27,,Blake Farenthold,81,135,23,158,239
Victoria,32,U.S. House,27,,Raul (Roy) Barrera,150,164,25,189,339
Victoria,33,U.S. House,27,,Blake Farenthold,472,1567,284,1851,2323
Victoria,33,U.S. House,27,,Raul (Roy) Barrera,127,361,67,428,555
Victoria,34,U.S. House,27,,Blake Farenthold,67,46,8,54,121
Victoria,34,U.S. House,27,,Raul (Roy) Barrera,146,117,36,153,299
Victoria,35,U.S. House,27,,Blake Farenthold,19,35,4,39,58
Victoria,35,U.S. House,27,,Raul (Roy) Barrera,58,38,10,48,106
Victoria,1,Railroad Commissioner,,,Wayne Christian,32,39,13,52,84
Victoria,1,Railroad Commissioner,,,Grady Yarbrough,38,66,25,91,129
Victoria,1,Railroad Commissioner,,,Mark Miller,6,4,1,5,11
Victoria,1,Railroad Commissioner,,,Martina Salinas,5,7,0,7,12
Victoria,2,Railroad Commissioner,,,Wayne Christian,82,196,21,217,299
Victoria,2,Railroad Commissioner,,,Grady Yarbrough,43,122,17,139,182
Victoria,2,Railroad Commissioner,,,Mark Miller,11,19,1,20,31
Victoria,2,Railroad Commissioner,,,Martina Salinas,10,9,2,11,21
Victoria,3,Railroad Commissioner,,,Wayne Christian,98,248,45,293,391
Victoria,3,Railroad Commissioner,,,Grady Yarbrough,59,125,17,142,201
Victoria,3,Railroad Commissioner,,,Mark Miller,13,18,3,21,34
Victoria,3,Railroad Commissioner,,,Martina Salinas,9,10,5,15,24
Victoria,4,Railroad Commissioner,,,Wayne Christian,66,92,18,110,176
Victoria,4,Railroad Commissioner,,,Grady Yarbrough,115,148,36,184,299
Victoria,4,Railroad Commissioner,,,Mark Miller,20,4,1,5,25
Victoria,4,Railroad Commissioner,,,Martina Salinas,28,15,1,16,44
Victoria,5,Railroad Commissioner,,,Wayne Christian,128,309,73,382,510
Victoria,5,Railroad Commissioner,,,Grady Yarbrough,180,279,61,340,520
Victoria,5,Railroad Commissioner,,,Mark Miller,12,28,1,29,41
Victoria,5,Railroad Commissioner,,,Martina Salinas,25,28,3,31,56
Victoria,6,Railroad Commissioner,,,Wayne Christian,14,20,3,23,37
Victoria,6,Railroad Commissioner,,,Grady Yarbrough,14,40,16,56,70
Victoria,6,Railroad Commissioner,,,Mark Miller,0,1,0,1,1
Victoria,6,Railroad Commissioner,,,Martina Salinas,4,5,1,6,10
Victoria,7,Railroad Commissioner,,,Wayne Christian,101,130,28,158,259
Victoria,7,Railroad Commissioner,,,Grady Yarbrough,230,273,74,347,577
Victoria,7,Railroad Commissioner,,,Mark Miller,12,8,1,9,21
Victoria,7,Railroad Commissioner,,,Martina Salinas,21,30,4,34,55
Victoria,8,Railroad Commissioner,,,Wayne Christian,151,269,45,314,465
Victoria,8,Railroad Commissioner,,,Grady Yarbrough,131,203,53,256,387
Victoria,8,Railroad Commissioner,,,Mark Miller,13,20,4,24,37
Victoria,8,Railroad Commissioner,,,Martina Salinas,30,24,1,25,55
Victoria,9,Railroad Commissioner,,,Wayne Christian,99,226,29,255,354
Victoria,9,Railroad Commissioner,,,Grady Yarbrough,59,120,16,136,195
Victoria,9,Railroad Commissioner,,,Mark Miller,16,12,1,13,29
Victoria,9,Railroad Commissioner,,,Martina Salinas,8,8,2,10,18
Victoria,10,Railroad Commissioner,,,Wayne Christian,150,423,74,497,647
Victoria,10,Railroad Commissioner,,,Grady Yarbrough,76,189,28,217,293
Victoria,10,Railroad Commissioner,,,Mark Miller,14,22,0,22,36
Victoria,10,Railroad Commissioner,,,Martina Salinas,8,17,0,17,25
Victoria,11,Railroad Commissioner,,,Wayne Christian,85,103,11,114,199
Victoria,11,Railroad Commissioner,,,Grady Yarbrough,18,27,4,31,49
Victoria,11,Railroad Commissioner,,,Mark Miller,3,1,1,2,5
Victoria,11,Railroad Commissioner,,,Martina Salinas,2,5,2,7,9
Victoria,12,Railroad Commissioner,,,Wayne Christian,69,63,3,66,135
Victoria,12,Railroad Commissioner,,,Grady Yarbrough,117,69,5,74,191
Victoria,12,Railroad Commissioner,,,Mark Miller,5,5,0,5,10
Victoria,12,Railroad Commissioner,,,Martina Salinas,13,7,1,8,21
Victoria,13,Railroad Commissioner,,,Wayne Christian,112,146,15,161,273
Victoria,13,Railroad Commissioner,,,Grady Yarbrough,123,209,24,233,356
Victoria,13,Railroad Commissioner,,,Mark Miller,5,3,2,5,10
Victoria,13,Railroad Commissioner,,,Martina Salinas,19,21,5,26,45
Victoria,14,Railroad Commissioner,,,Wayne Christian,215,288,36,324,539
Victoria,14,Railroad Commissioner,,,Grady Yarbrough,76,111,22,133,209
Victoria,14,Railroad Commissioner,,,Mark Miller,12,17,0,17,29
Victoria,14,Railroad Commissioner,,,Martina Salinas,17,3,2,5,22
Victoria,15,Railroad Commissioner,,,Wayne Christian,18,45,8,53,71
Victoria,15,Railroad Commissioner,,,Grady Yarbrough,5,11,4,15,20
Victoria,15,Railroad Commissioner,,,Mark Miller,3,3,0,3,6
Victoria,15,Railroad Commissioner,,,Martina Salinas,1,0,0,0,1
Victoria,16,Railroad Commissioner,,,Wayne Christian,58,125,14,139,197
Victoria,16,Railroad Commissioner,,,Grady Yarbrough,15,37,4,41,56
Victoria,16,Railroad Commissioner,,,Mark Miller,6,4,0,4,10
Victoria,16,Railroad Commissioner,,,Martina Salinas,4,1,1,2,6
Victoria,17,Railroad Commissioner,,,Wayne Christian,65,125,12,137,202
Victoria,17,Railroad Commissioner,,,Grady Yarbrough,38,53,7,60,98
Victoria,17,Railroad Commissioner,,,Mark Miller,6,7,1,8,14
Victoria,17,Railroad Commissioner,,,Martina Salinas,11,3,1,4,15
Victoria,18,Railroad Commissioner,,,Wayne Christian,512,1098,147,1245,1757
Victoria,18,Railroad Commissioner,,,Grady Yarbrough,110,255,43,298,408
Victoria,18,Railroad Commissioner,,,Mark Miller,26,49,8,57,83
Victoria,18,Railroad Commissioner,,,Martina Salinas,21,24,4,28,49
Victoria,19,Railroad Commissioner,,,Wayne Christian,241,589,86,675,916
Victoria,19,Railroad Commissioner,,,Grady Yarbrough,140,266,45,311,451
Victoria,19,Railroad Commissioner,,,Mark Miller,20,39,1,40,60
Victoria,19,Railroad Commissioner,,,Martina Salinas,18,21,5,26,44
Victoria,20,Railroad Commissioner,,,Wayne Christian,134,484,46,530,664
Victoria,20,Railroad Commissioner,,,Grady Yarbrough,42,86,19,105,147
Victoria,20,Railroad Commissioner,,,Mark Miller,12,18,4,22,34
Victoria,20,Railroad Commissioner,,,Martina Salinas,6,6,1,7,13
Victoria,21,Railroad Commissioner,,,Wayne Christian,401,1208,209,1417,1818
Victoria,21,Railroad Commissioner,,,Grady Yarbrough,117,296,68,364,481
Victoria,21,Railroad Commissioner,,,Mark Miller,37,56,4,60,97
Victoria,21,Railroad Commissioner,,,Martina Salinas,19,30,2,32,51
Victoria,22,Railroad Commissioner,,,Wayne Christian,374,530,63,593,967
Victoria,22,Railroad Commissioner,,,Grady Yarbrough,45,59,16,75,120
Victoria,22,Railroad Commissioner,,,Mark Miller,14,19,1,20,34
Victoria,22,Railroad Commissioner,,,Martina Salinas,7,4,1,5,12
Victoria,23,Railroad Commissioner,,,Wayne Christian,262,459,48,507,769
Victoria,23,Railroad Commissioner,,,Grady Yarbrough,51,85,16,101,152
Victoria,23,Railroad Commissioner,,,Mark Miller,30,20,2,22,52
Victoria,23,Railroad Commissioner,,,Martina Salinas,6,12,2,14,20
Victoria,24,Railroad Commissioner,,,Wayne Christian,194,531,70,601,795
Victoria,24,Railroad Commissioner,,,Grady Yarbrough,21,83,14,97,118
Victoria,24,Railroad Commissioner,,,Mark Miller,8,17,1,18,26
Victoria,24,Railroad Commissioner,,,Martina Salinas,4,8,0,8,12
Victoria,25,Railroad Commissioner,,,Wayne Christian,314,981,181,1162,1476
Victoria,25,Railroad Commissioner,,,Grady Yarbrough,145,373,71,444,589
Victoria,25,Railroad Commissioner,,,Mark Miller,29,60,2,62,91
Victoria,25,Railroad Commissioner,,,Martina Salinas,18,42,2,44,62
Victoria,26,Railroad Commissioner,,,Wayne Christian,195,251,29,280,475
Victoria,26,Railroad Commissioner,,,Grady Yarbrough,78,56,13,69,147
Victoria,26,Railroad Commissioner,,,Mark Miller,12,15,0,15,27
Victoria,26,Railroad Commissioner,,,Martina Salinas,12,7,2,9,21
Victoria,27,Railroad Commissioner,,,Wayne Christian,402,416,42,458,860
Victoria,27,Railroad Commissioner,,,Grady Yarbrough,38,42,11,53,91
Victoria,27,Railroad Commissioner,,,Mark Miller,13,16,0,16,29
Victoria,27,Railroad Commissioner,,,Martina Salinas,3,3,3,6,9
Victoria,28,Railroad Commissioner,,,Wayne Christian,135,103,25,128,263
Victoria,28,Railroad Commissioner,,,Grady Yarbrough,24,21,5,26,50
Victoria,28,Railroad Commissioner,,,Mark Miller,7,2,0,2,9
Victoria,28,Railroad Commissioner,,,Martina Salinas,3,0,0,0,3
Victoria,29,Railroad Commissioner,,,Wayne Christian,310,875,131,1006,1316
Victoria,29,Railroad Commissioner,,,Grady Yarbrough,93,239,33,272,365
Victoria,29,Railroad Commissioner,,,Mark Miller,22,45,4,49,71
Victoria,29,Railroad Commissioner,,,Martina Salinas,7,23,0,23,30
Victoria,30,Railroad Commissioner,,,Wayne Christian,69,91,21,112,181
Victoria,30,Railroad Commissioner,,,Grady Yarbrough,30,47,9,56,86
Victoria,30,Railroad Commissioner,,,Mark Miller,6,8,1,9,15
Victoria,30,Railroad Commissioner,,,Martina Salinas,7,7,0,7,14
Victoria,31,Railroad Commissioner,,,Wayne Christian,77,135,22,157,234
Victoria,31,Railroad Commissioner,,,Grady Yarbrough,38,98,31,129,167
Victoria,31,Railroad Commissioner,,,Mark Miller,13,11,1,12,25
Victoria,31,Railroad Commissioner,,,Martina Salinas,10,10,6,16,26
Victoria,32,Railroad Commissioner,,,Wayne Christian,75,121,24,145,220
Victoria,32,Railroad Commissioner,,,Grady Yarbrough,128,146,31,177,305
Victoria,32,Railroad Commissioner,,,Mark Miller,14,16,0,16,30
Victoria,32,Railroad Commissioner,,,Martina Salinas,14,15,1,16,30
Victoria,33,Railroad Commissioner,,,Wayne Christian,426,1475,284,1759,2185
Victoria,33,Railroad Commissioner,,,Grady Yarbrough,116,333,65,398,514
Victoria,33,Railroad Commissioner,,,Mark Miller,38,78,13,91,129
Victoria,33,Railroad Commissioner,,,Martina Salinas,17,25,1,26,43
Victoria,34,Railroad Commissioner,,,Wayne Christian,60,48,7,55,115
Victoria,34,Railroad Commissioner,,,Grady Yarbrough,131,106,35,141,272
Victoria,34,Railroad Commissioner,,,Mark Miller,3,5,1,6,9
Victoria,34,Railroad Commissioner,,,Martina Salinas,18,7,2,9,27
Victoria,35,Railroad Commissioner,,,Wayne Christian,20,33,3,36,56
Victoria,35,Railroad Commissioner,,,Grady Yarbrough,50,34,11,45,95
Victoria,35,Railroad Commissioner,,,Mark Miller,2,1,0,1,3
Victoria,35,Railroad Commissioner,,,Martina Salinas,5,5,0,5,10
Victoria,1,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,36,37,13,50,86
Victoria,1,"Justice, Supreme Court, Place 3",,,Mike Westergren,34,67,24,91,125
Victoria,1,"Justice, Supreme Court, Place 3",,,Kathie Glass,5,5,0,5,10
Victoria,1,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,6,8,2,10,16
Victoria,2,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,85,203,18,221,306
Victoria,2,"Justice, Supreme Court, Place 3",,,Mike Westergren,46,118,19,137,183
Victoria,2,"Justice, Supreme Court, Place 3",,,Kathie Glass,7,17,1,18,25
Victoria,2,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9,10,0,10,19
Victoria,3,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,111,259,45,304,415
Victoria,3,"Justice, Supreme Court, Place 3",,,Mike Westergren,52,120,20,140,192
Victoria,3,"Justice, Supreme Court, Place 3",,,Kathie Glass,7,16,2,18,25
Victoria,3,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9,5,4,9,18
Victoria,4,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,78,99,18,117,195
Victoria,4,"Justice, Supreme Court, Place 3",,,Mike Westergren,110,138,36,174,284
Victoria,4,"Justice, Supreme Court, Place 3",,,Kathie Glass,17,7,2,9,26
Victoria,4,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,23,12,1,13,36
Victoria,5,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,131,322,72,394,525
Victoria,5,"Justice, Supreme Court, Place 3",,,Mike Westergren,180,262,58,320,500
Victoria,5,"Justice, Supreme Court, Place 3",,,Kathie Glass,8,31,2,33,41
Victoria,5,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,27,28,4,32,59
Victoria,6,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,16,21,3,24,40
Victoria,6,"Justice, Supreme Court, Place 3",,,Mike Westergren,14,37,16,53,67
Victoria,6,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,2,0,2,3
Victoria,6,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,6,1,7,9
Victoria,7,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,104,134,27,161,265
Victoria,7,"Justice, Supreme Court, Place 3",,,Mike Westergren,215,262,76,338,553
Victoria,7,"Justice, Supreme Court, Place 3",,,Kathie Glass,16,13,1,14,30
Victoria,7,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,28,34,3,37,65
Victoria,8,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,152,266,51,317,469
Victoria,8,"Justice, Supreme Court, Place 3",,,Mike Westergren,129,201,48,249,378
Victoria,8,"Justice, Supreme Court, Place 3",,,Kathie Glass,17,25,0,25,42
Victoria,8,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,26,22,3,25,51
Victoria,9,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,105,232,27,259,364
Victoria,9,"Justice, Supreme Court, Place 3",,,Mike Westergren,55,115,16,131,186
Victoria,9,"Justice, Supreme Court, Place 3",,,Kathie Glass,15,8,3,11,26
Victoria,9,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,8,8,3,11,19
Victoria,10,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,158,428,74,502,660
Victoria,10,"Justice, Supreme Court, Place 3",,,Mike Westergren,72,187,26,213,285
Victoria,10,"Justice, Supreme Court, Place 3",,,Kathie Glass,9,17,1,18,27
Victoria,10,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,10,18,1,19,29
Victoria,11,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,83,106,11,117,200
Victoria,11,"Justice, Supreme Court, Place 3",,,Mike Westergren,21,27,4,31,52
Victoria,11,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,1,1,2,4
Victoria,11,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,3,2,5,7
Victoria,12,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,72,69,3,72,144
Victoria,12,"Justice, Supreme Court, Place 3",,,Mike Westergren,113,65,5,70,183
Victoria,12,"Justice, Supreme Court, Place 3",,,Kathie Glass,7,3,0,3,10
Victoria,12,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,13,7,1,8,21
Victoria,13,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,113,154,16,170,283
Victoria,13,"Justice, Supreme Court, Place 3",,,Mike Westergren,117,203,26,229,346
Victoria,13,"Justice, Supreme Court, Place 3",,,Kathie Glass,9,6,0,6,15
Victoria,13,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,17,16,4,20,37
Victoria,14,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,225,292,42,334,559
Victoria,14,"Justice, Supreme Court, Place 3",,,Mike Westergren,64,103,15,118,182
Victoria,14,"Justice, Supreme Court, Place 3",,,Kathie Glass,9,15,0,15,24
Victoria,14,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,18,6,3,9,27
Victoria,15,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,19,45,8,53,72
Victoria,15,"Justice, Supreme Court, Place 3",,,Mike Westergren,5,10,3,13,18
Victoria,15,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,4,0,4,4
Victoria,15,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,0,0,0,2
Victoria,16,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,61,131,13,144,205
Victoria,16,"Justice, Supreme Court, Place 3",,,Mike Westergren,13,34,5,39,52
Victoria,16,"Justice, Supreme Court, Place 3",,,Kathie Glass,6,2,0,2,8
Victoria,16,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,1,0,1,3
Victoria,17,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,65,127,14,141,206
Victoria,17,"Justice, Supreme Court, Place 3",,,Mike Westergren,37,49,4,53,90
Victoria,17,"Justice, Supreme Court, Place 3",,,Kathie Glass,6,7,0,7,13
Victoria,17,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,12,5,1,6,18
Victoria,18,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,523,1144,146,1290,1813
Victoria,18,"Justice, Supreme Court, Place 3",,,Mike Westergren,102,215,42,257,359
Victoria,18,"Justice, Supreme Court, Place 3",,,Kathie Glass,25,39,4,43,68
Victoria,18,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,17,32,4,36,53
Victoria,19,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,244,601,83,684,928
Victoria,19,"Justice, Supreme Court, Place 3",,,Mike Westergren,134,253,45,298,432
Victoria,19,"Justice, Supreme Court, Place 3",,,Kathie Glass,23,48,3,51,74
Victoria,19,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,19,22,3,25,44
Victoria,20,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,139,498,48,546,685
Victoria,20,"Justice, Supreme Court, Place 3",,,Mike Westergren,37,75,20,95,132
Victoria,20,"Justice, Supreme Court, Place 3",,,Kathie Glass,12,14,2,16,28
Victoria,20,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4,4,0,4,8
Victoria,21,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,419,1233,211,1444,1863
Victoria,21,"Justice, Supreme Court, Place 3",,,Mike Westergren,102,284,63,347,449
Victoria,21,"Justice, Supreme Court, Place 3",,,Kathie Glass,32,43,7,50,82
Victoria,21,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,22,27,1,28,50
Victoria,22,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,384,548,65,613,997
Victoria,22,"Justice, Supreme Court, Place 3",,,Mike Westergren,33,50,10,60,93
Victoria,22,"Justice, Supreme Court, Place 3",,,Kathie Glass,15,13,2,15,30
Victoria,22,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5,3,0,3,8
Victoria,23,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,281,463,51,514,795
Victoria,23,"Justice, Supreme Court, Place 3",,,Mike Westergren,41,81,15,96,137
Victoria,23,"Justice, Supreme Court, Place 3",,,Kathie Glass,22,21,1,22,44
Victoria,23,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7,11,1,12,19
Victoria,24,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,200,541,74,615,815
Victoria,24,"Justice, Supreme Court, Place 3",,,Mike Westergren,17,68,11,79,96
Victoria,24,"Justice, Supreme Court, Place 3",,,Kathie Glass,4,18,0,18,22
Victoria,24,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5,8,0,8,13
Victoria,25,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,318,1014,179,1193,1511
Victoria,25,"Justice, Supreme Court, Place 3",,,Mike Westergren,132,357,68,425,557
Victoria,25,"Justice, Supreme Court, Place 3",,,Kathie Glass,35,54,2,56,91
Victoria,25,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,17,34,2,36,53
Victoria,26,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,194,254,30,284,478
Victoria,26,"Justice, Supreme Court, Place 3",,,Mike Westergren,74,57,12,69,143
Victoria,26,"Justice, Supreme Court, Place 3",,,Kathie Glass,13,9,0,9,22
Victoria,26,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,14,8,2,10,24
Victoria,27,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,409,429,46,475,884
Victoria,27,"Justice, Supreme Court, Place 3",,,Mike Westergren,29,33,8,41,70
Victoria,27,"Justice, Supreme Court, Place 3",,,Kathie Glass,12,13,0,13,25
Victoria,27,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5,4,2,6,11
Victoria,28,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,140,103,25,128,268
Victoria,28,"Justice, Supreme Court, Place 3",,,Mike Westergren,21,18,5,23,44
Victoria,28,"Justice, Supreme Court, Place 3",,,Kathie Glass,4,4,0,4,8
Victoria,28,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4,0,0,0,4
Victoria,29,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,316,893,138,1031,1347
Victoria,29,"Justice, Supreme Court, Place 3",,,Mike Westergren,88,236,28,264,352
Victoria,29,"Justice, Supreme Court, Place 3",,,Kathie Glass,21,35,0,35,56
Victoria,29,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,8,19,2,21,29
Victoria,30,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,70,99,22,121,191
Victoria,30,"Justice, Supreme Court, Place 3",,,Mike Westergren,30,46,7,53,83
Victoria,30,"Justice, Supreme Court, Place 3",,,Kathie Glass,4,5,1,6,10
Victoria,30,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9,5,0,5,14
Victoria,31,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,76,139,22,161,237
Victoria,31,"Justice, Supreme Court, Place 3",,,Mike Westergren,37,98,32,130,167
Victoria,31,"Justice, Supreme Court, Place 3",,,Kathie Glass,10,12,4,16,26
Victoria,31,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,13,5,3,8,21
Victoria,32,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,77,120,24,144,221
Victoria,32,"Justice, Supreme Court, Place 3",,,Mike Westergren,132,141,33,174,306
Victoria,32,"Justice, Supreme Court, Place 3",,,Kathie Glass,15,21,0,21,36
Victoria,32,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7,18,0,18,25
Victoria,33,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,441,1522,285,1807,2248
Victoria,33,"Justice, Supreme Court, Place 3",,,Mike Westergren,105,311,64,375,480
Victoria,33,"Justice, Supreme Court, Place 3",,,Kathie Glass,32,57,10,67,99
Victoria,33,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,20,24,1,25,45
Victoria,34,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,60,44,9,53,113
Victoria,34,"Justice, Supreme Court, Place 3",,,Mike Westergren,121,111,35,146,267
Victoria,34,"Justice, Supreme Court, Place 3",,,Kathie Glass,2,4,0,4,6
Victoria,34,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,29,5,1,6,35
Victoria,35,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,20,35,4,39,59
Victoria,35,"Justice, Supreme Court, Place 3",,,Mike Westergren,50,31,8,39,89
Victoria,35,"Justice, Supreme Court, Place 3",,,Kathie Glass,3,1,0,1,4
Victoria,35,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4,6,0,6,10
Victoria,1,"Justice, Supreme Court, Place 5",,,Paul Green,30,40,12,52,82
Victoria,1,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,43,73,27,100,143
Victoria,1,"Justice, Supreme Court, Place 5",,,Tom Oxford,5,2,0,2,7
Victoria,1,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,2,0,2,5
Victoria,2,"Justice, Supreme Court, Place 5",,,Paul Green,85,203,18,221,306
Victoria,2,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,44,135,20,155,199
Victoria,2,"Justice, Supreme Court, Place 5",,,Tom Oxford,8,11,1,12,20
Victoria,2,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,7,0,0,0,7
Victoria,3,"Justice, Supreme Court, Place 5",,,Paul Green,102,258,44,302,404
Victoria,3,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,69,126,22,148,217
Victoria,3,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,10,3,13,13
Victoria,3,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,5,1,6,11
Victoria,4,"Justice, Supreme Court, Place 5",,,Paul Green,67,96,18,114,181
Victoria,4,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,139,157,38,195,334
Victoria,4,"Justice, Supreme Court, Place 5",,,Tom Oxford,14,4,1,5,19
Victoria,4,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,1,0,1,4
Victoria,5,"Justice, Supreme Court, Place 5",,,Paul Green,122,323,77,400,522
Victoria,5,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,208,292,58,350,558
Victoria,5,"Justice, Supreme Court, Place 5",,,Tom Oxford,8,18,1,19,27
Victoria,5,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6,10,1,11,17
Victoria,6,"Justice, Supreme Court, Place 5",,,Paul Green,15,19,3,22,37
Victoria,6,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,18,44,16,60,78
Victoria,6,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,1,0,1,1
Victoria,6,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,2,2
Victoria,7,"Justice, Supreme Court, Place 5",,,Paul Green,102,123,29,152,254
Victoria,7,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,257,315,76,391,648
Victoria,7,"Justice, Supreme Court, Place 5",,,Tom Oxford,6,5,2,7,13
Victoria,7,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,1,0,1,3
Victoria,8,"Justice, Supreme Court, Place 5",,,Paul Green,143,266,48,314,457
Victoria,8,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,159,222,53,275,434
Victoria,8,"Justice, Supreme Court, Place 5",,,Tom Oxford,12,20,1,21,33
Victoria,8,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6,7,0,7,13
Victoria,9,"Justice, Supreme Court, Place 5",,,Paul Green,104,219,26,245,349
Victoria,9,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,66,126,20,146,212
Victoria,9,"Justice, Supreme Court, Place 5",,,Tom Oxford,11,13,3,16,27
Victoria,9,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4,4,0,4,8
Victoria,10,"Justice, Supreme Court, Place 5",,,Paul Green,152,427,80,507,659
Victoria,10,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,86,208,19,227,313
Victoria,10,"Justice, Supreme Court, Place 5",,,Tom Oxford,9,14,2,16,25
Victoria,10,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,1,1,2,5
Victoria,11,"Justice, Supreme Court, Place 5",,,Paul Green,84,102,13,115,199
Victoria,11,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20,32,4,36,56
Victoria,11,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,2,1,3,4
