county,precinct,office,district,party,candidate,election_day,early_voting_person,early_voting_mail,early_voting,votes
Victoria,11,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,0,0,0,2
Victoria,12,"Justice, Supreme Court, Place 5",,,Paul Green,68,67,4,71,139
Victoria,12,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,130,70,5,75,205
Victoria,12,"Justice, Supreme Court, Place 5",,,Tom Oxford,4,5,0,5,9
Victoria,12,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,2,0,2,4
Victoria,13,"Justice, Supreme Court, Place 5",,,Paul Green,110,142,17,159,269
Victoria,13,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,132,224,29,253,385
Victoria,13,"Justice, Supreme Court, Place 5",,,Tom Oxford,7,7,0,7,14
Victoria,13,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,2,0,2,7
Victoria,14,"Justice, Supreme Court, Place 5",,,Paul Green,224,296,44,340,564
Victoria,14,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,80,112,15,127,207
Victoria,14,"Justice, Supreme Court, Place 5",,,Tom Oxford,6,9,1,10,16
Victoria,14,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,7,3,0,3,10
Victoria,15,"Justice, Supreme Court, Place 5",,,Paul Green,20,43,8,51,71
Victoria,15,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,3,13,3,16,19
Victoria,15,"Justice, Supreme Court, Place 5",,,Tom Oxford,3,3,0,3,6
Victoria,15,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0,0
Victoria,16,"Justice, Supreme Court, Place 5",,,Paul Green,65,135,13,148,213
Victoria,16,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,12,32,4,36,48
Victoria,16,"Justice, Supreme Court, Place 5",,,Tom Oxford,4,0,0,0,4
Victoria,16,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,1,2,2
Victoria,17,"Justice, Supreme Court, Place 5",,,Paul Green,65,126,12,138,203
Victoria,17,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,49,52,7,59,108
Victoria,17,"Justice, Supreme Court, Place 5",,,Tom Oxford,4,4,0,4,8
Victoria,17,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,4,0,4,6
Victoria,18,"Justice, Supreme Court, Place 5",,,Paul Green,528,1144,149,1293,1821
Victoria,18,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,112,245,45,290,402
Victoria,18,"Justice, Supreme Court, Place 5",,,Tom Oxford,22,26,3,29,51
Victoria,18,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,13,1,14,17
Victoria,19,"Justice, Supreme Court, Place 5",,,Paul Green,249,597,88,685,934
Victoria,19,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,155,283,43,326,481
Victoria,19,"Justice, Supreme Court, Place 5",,,Tom Oxford,14,28,2,30,44
Victoria,19,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,10,1,11,14
Victoria,20,"Justice, Supreme Court, Place 5",,,Paul Green,139,496,47,543,682
Victoria,20,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,44,82,21,103,147
Victoria,20,"Justice, Supreme Court, Place 5",,,Tom Oxford,8,11,2,13,21
Victoria,20,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,0,0,0,1
Victoria,21,"Justice, Supreme Court, Place 5",,,Paul Green,411,1223,217,1440,1851
Victoria,21,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,133,317,59,376,509
Victoria,21,"Justice, Supreme Court, Place 5",,,Tom Oxford,29,36,5,41,70
Victoria,21,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6,7,0,7,13
Victoria,22,"Justice, Supreme Court, Place 5",,,Paul Green,380,542,62,604,984
Victoria,22,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,40,56,11,67,107
Victoria,22,"Justice, Supreme Court, Place 5",,,Tom Oxford,16,12,3,15,31
Victoria,22,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,4,1,5,8
Victoria,23,"Justice, Supreme Court, Place 5",,,Paul Green,277,475,52,527,804
Victoria,23,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,54,85,14,99,153
Victoria,23,"Justice, Supreme Court, Place 5",,,Tom Oxford,18,11,1,12,30
Victoria,23,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,6,1,7,8
Victoria,24,"Justice, Supreme Court, Place 5",,,Paul Green,197,545,74,619,816
Victoria,24,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,21,78,10,88,109
Victoria,24,"Justice, Supreme Court, Place 5",,,Tom Oxford,4,10,0,10,14
Victoria,24,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,4,0,4,7
Victoria,25,"Justice, Supreme Court, Place 5",,,Paul Green,325,999,183,1182,1507
Victoria,25,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,153,403,66,469,622
Victoria,25,"Justice, Supreme Court, Place 5",,,Tom Oxford,23,34,2,36,59
Victoria,25,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4,8,1,9,13
Victoria,26,"Justice, Supreme Court, Place 5",,,Paul Green,197,255,33,288,485
Victoria,26,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,85,60,10,70,155
Victoria,26,"Justice, Supreme Court, Place 5",,,Tom Oxford,9,8,0,8,17
Victoria,26,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,2,0,2,4
Victoria,27,"Justice, Supreme Court, Place 5",,,Paul Green,422,423,46,469,891
Victoria,27,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,29,37,7,44,73
Victoria,27,"Justice, Supreme Court, Place 5",,,Tom Oxford,5,15,0,15,20
Victoria,27,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,2,4,4
Victoria,28,"Justice, Supreme Court, Place 5",,,Paul Green,146,99,25,124,270
Victoria,28,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,24,22,5,27,51
Victoria,28,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,4,0,4,5
Victoria,28,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0,0
Victoria,29,"Justice, Supreme Court, Place 5",,,Paul Green,319,888,133,1021,1340
Victoria,29,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,98,259,31,290,388
Victoria,29,"Justice, Supreme Court, Place 5",,,Tom Oxford,13,30,3,33,46
Victoria,29,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,5,0,5,10
Victoria,30,"Justice, Supreme Court, Place 5",,,Paul Green,70,98,22,120,190
Victoria,30,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,37,52,6,58,95
Victoria,30,"Justice, Supreme Court, Place 5",,,Tom Oxford,3,4,2,6,9
Victoria,30,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,1,0,1,3
Victoria,31,"Justice, Supreme Court, Place 5",,,Paul Green,82,137,22,159,241
Victoria,31,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,43,107,37,144,187
Victoria,31,"Justice, Supreme Court, Place 5",,,Tom Oxford,7,7,1,8,15
Victoria,31,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,2,1,3,6
Victoria,32,"Justice, Supreme Court, Place 5",,,Paul Green,77,120,26,146,223
Victoria,32,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,144,164,32,196,340
Victoria,32,"Justice, Supreme Court, Place 5",,,Tom Oxford,11,13,0,13,24
Victoria,32,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,3,0,3,5
Victoria,33,"Justice, Supreme Court, Place 5",,,Paul Green,438,1516,290,1806,2244
Victoria,33,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,128,354,63,417,545
Victoria,33,"Justice, Supreme Court, Place 5",,,Tom Oxford,29,42,6,48,77
Victoria,33,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4,6,0,6,10
Victoria,34,"Justice, Supreme Court, Place 5",,,Paul Green,59,47,6,53,112
Victoria,34,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,149,114,37,151,300
Victoria,34,"Justice, Supreme Court, Place 5",,,Tom Oxford,3,3,1,4,7
Victoria,34,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,2,1,3,6
Victoria,35,"Justice, Supreme Court, Place 5",,,Paul Green,17,35,4,39,56
Victoria,35,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,59,37,9,46,105
Victoria,35,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,0,0,0,1
Victoria,35,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,1,0,1,2
Victoria,1,"Justice, Supreme Court, Place 9",,,Eva Guzman,35,44,15,59,94
Victoria,1,"Justice, Supreme Court, Place 9",,,Savannah Robinson,36,71,23,94,130
Victoria,1,"Justice, Supreme Court, Place 9",,,Don Fulton,4,2,1,3,7
Victoria,1,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5,0,0,0,5
Victoria,2,"Justice, Supreme Court, Place 9",,,Eva Guzman,84,213,17,230,314
Victoria,2,"Justice, Supreme Court, Place 9",,,Savannah Robinson,46,124,20,144,190
Victoria,2,"Justice, Supreme Court, Place 9",,,Don Fulton,7,11,1,12,19
Victoria,2,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,0,1,1,7
Victoria,3,"Justice, Supreme Court, Place 9",,,Eva Guzman,117,261,48,309,426
Victoria,3,"Justice, Supreme Court, Place 9",,,Savannah Robinson,52,117,19,136,188
Victoria,3,"Justice, Supreme Court, Place 9",,,Don Fulton,5,14,3,17,22
Victoria,3,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,5,0,5,6
Victoria,4,"Justice, Supreme Court, Place 9",,,Eva Guzman,92,109,21,130,222
Victoria,4,"Justice, Supreme Court, Place 9",,,Savannah Robinson,116,144,35,179,295
Victoria,4,"Justice, Supreme Court, Place 9",,,Don Fulton,11,4,1,5,16
Victoria,4,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,2,0,2,6
Victoria,5,"Justice, Supreme Court, Place 9",,,Eva Guzman,151,351,75,426,577
Victoria,5,"Justice, Supreme Court, Place 9",,,Savannah Robinson,178,258,55,313,491
Victoria,5,"Justice, Supreme Court, Place 9",,,Don Fulton,8,22,3,25,33
Victoria,5,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,11,1,12,18
Victoria,6,"Justice, Supreme Court, Place 9",,,Eva Guzman,13,25,4,29,42
Victoria,6,"Justice, Supreme Court, Place 9",,,Savannah Robinson,18,39,15,54,72
Victoria,6,"Justice, Supreme Court, Place 9",,,Don Fulton,1,1,0,1,2
Victoria,6,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,1,1,2,3
Victoria,7,"Justice, Supreme Court, Place 9",,,Eva Guzman,122,162,31,193,315
Victoria,7,"Justice, Supreme Court, Place 9",,,Savannah Robinson,232,274,73,347,579
Victoria,7,"Justice, Supreme Court, Place 9",,,Don Fulton,10,5,3,8,18
Victoria,7,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,2,0,2,5
Victoria,8,"Justice, Supreme Court, Place 9",,,Eva Guzman,169,284,49,333,502
Victoria,8,"Justice, Supreme Court, Place 9",,,Savannah Robinson,132,205,50,255,387
Victoria,8,"Justice, Supreme Court, Place 9",,,Don Fulton,13,15,2,17,30
Victoria,8,"Justice, Supreme Court, Place 9",,,Jim Chisholm,8,8,0,8,16
Victoria,9,"Justice, Supreme Court, Place 9",,,Eva Guzman,106,231,29,260,366
Victoria,9,"Justice, Supreme Court, Place 9",,,Savannah Robinson,59,120,16,136,195
Victoria,9,"Justice, Supreme Court, Place 9",,,Don Fulton,14,9,3,12,26
Victoria,9,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5,4,1,5,10
Victoria,10,"Justice, Supreme Court, Place 9",,,Eva Guzman,171,440,77,517,688
Victoria,10,"Justice, Supreme Court, Place 9",,,Savannah Robinson,67,188,22,210,277
Victoria,10,"Justice, Supreme Court, Place 9",,,Don Fulton,8,16,1,17,25
Victoria,10,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,3,0,3,7
Victoria,11,"Justice, Supreme Court, Place 9",,,Eva Guzman,82,110,17,127,209
Victoria,11,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19,25,1,26,45
Victoria,11,"Justice, Supreme Court, Place 9",,,Don Fulton,4,2,0,2,6
Victoria,11,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,0,0,0,2
Victoria,12,"Justice, Supreme Court, Place 9",,,Eva Guzman,81,73,3,76,157
Victoria,12,"Justice, Supreme Court, Place 9",,,Savannah Robinson,114,64,6,70,184
Victoria,12,"Justice, Supreme Court, Place 9",,,Don Fulton,6,4,0,4,10
Victoria,12,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,1,0,1,3
Victoria,13,"Justice, Supreme Court, Place 9",,,Eva Guzman,123,159,17,176,299
Victoria,13,"Justice, Supreme Court, Place 9",,,Savannah Robinson,118,209,26,235,353
Victoria,13,"Justice, Supreme Court, Place 9",,,Don Fulton,7,6,1,7,14
Victoria,13,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,4,1,5,9
Victoria,14,"Justice, Supreme Court, Place 9",,,Eva Guzman,223,285,43,328,551
Victoria,14,"Justice, Supreme Court, Place 9",,,Savannah Robinson,68,108,16,124,192
Victoria,14,"Justice, Supreme Court, Place 9",,,Don Fulton,17,17,1,18,35
Victoria,14,"Justice, Supreme Court, Place 9",,,Jim Chisholm,7,8,0,8,15
Victoria,15,"Justice, Supreme Court, Place 9",,,Eva Guzman,18,44,8,52,70
Victoria,15,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7,12,3,15,22
Victoria,15,"Justice, Supreme Court, Place 9",,,Don Fulton,1,3,0,3,4
Victoria,15,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,0,0,0,0
Victoria,16,"Justice, Supreme Court, Place 9",,,Eva Guzman,61,124,13,137,198
Victoria,16,"Justice, Supreme Court, Place 9",,,Savannah Robinson,14,36,4,40,54
Victoria,16,"Justice, Supreme Court, Place 9",,,Don Fulton,4,7,0,7,11
Victoria,16,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,0,1,1,3
Victoria,17,"Justice, Supreme Court, Place 9",,,Eva Guzman,79,130,13,143,222
Victoria,17,"Justice, Supreme Court, Place 9",,,Savannah Robinson,36,50,7,57,93
Victoria,17,"Justice, Supreme Court, Place 9",,,Don Fulton,3,4,1,5,8
Victoria,17,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,2,0,2,4
Victoria,18,"Justice, Supreme Court, Place 9",,,Eva Guzman,521,1136,146,1282,1803
Victoria,18,"Justice, Supreme Court, Place 9",,,Savannah Robinson,107,238,47,285,392
Victoria,18,"Justice, Supreme Court, Place 9",,,Don Fulton,31,38,5,43,74
Victoria,18,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,17,2,19,21
Victoria,19,"Justice, Supreme Court, Place 9",,,Eva Guzman,256,614,83,697,953
Victoria,19,"Justice, Supreme Court, Place 9",,,Savannah Robinson,143,262,44,306,449
Victoria,19,"Justice, Supreme Court, Place 9",,,Don Fulton,20,34,5,39,59
Victoria,19,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,7,1,8,10
Victoria,20,"Justice, Supreme Court, Place 9",,,Eva Guzman,135,496,45,541,676
Victoria,20,"Justice, Supreme Court, Place 9",,,Savannah Robinson,44,79,21,100,144
Victoria,20,"Justice, Supreme Court, Place 9",,,Don Fulton,11,12,4,16,27
Victoria,20,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,1,0,1,3
Victoria,21,"Justice, Supreme Court, Place 9",,,Eva Guzman,431,1230,208,1438,1869
Victoria,21,"Justice, Supreme Court, Place 9",,,Savannah Robinson,105,292,68,360,465
Victoria,21,"Justice, Supreme Court, Place 9",,,Don Fulton,31,51,4,55,86
Victoria,21,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,6,1,7,13
Victoria,22,"Justice, Supreme Court, Place 9",,,Eva Guzman,380,538,64,602,982
Victoria,22,"Justice, Supreme Court, Place 9",,,Savannah Robinson,38,54,11,65,103
Victoria,22,"Justice, Supreme Court, Place 9",,,Don Fulton,13,12,2,14,27
Victoria,22,"Justice, Supreme Court, Place 9",,,Jim Chisholm,7,10,0,10,17
Victoria,23,"Justice, Supreme Court, Place 9",,,Eva Guzman,277,463,51,514,791
Victoria,23,"Justice, Supreme Court, Place 9",,,Savannah Robinson,44,83,15,98,142
Victoria,23,"Justice, Supreme Court, Place 9",,,Don Fulton,24,18,0,18,42
Victoria,23,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,9,1,10,13
Victoria,24,"Justice, Supreme Court, Place 9",,,Eva Guzman,197,540,72,612,809
Victoria,24,"Justice, Supreme Court, Place 9",,,Savannah Robinson,20,75,13,88,108
Victoria,24,"Justice, Supreme Court, Place 9",,,Don Fulton,3,16,0,16,19
Victoria,24,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,5,0,5,9
Victoria,25,"Justice, Supreme Court, Place 9",,,Eva Guzman,324,1036,179,1215,1539
Victoria,25,"Justice, Supreme Court, Place 9",,,Savannah Robinson,145,353,67,420,565
Victoria,25,"Justice, Supreme Court, Place 9",,,Don Fulton,27,42,2,44,71
Victoria,25,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,12,2,14,20
Victoria,26,"Justice, Supreme Court, Place 9",,,Eva Guzman,206,250,31,281,487
Victoria,26,"Justice, Supreme Court, Place 9",,,Savannah Robinson,72,59,11,70,142
Victoria,26,"Justice, Supreme Court, Place 9",,,Don Fulton,12,13,0,13,25
Victoria,26,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,2,1,3,6
Victoria,27,"Justice, Supreme Court, Place 9",,,Eva Guzman,405,429,48,477,882
Victoria,27,"Justice, Supreme Court, Place 9",,,Savannah Robinson,37,35,7,42,79
Victoria,27,"Justice, Supreme Court, Place 9",,,Don Fulton,10,11,0,11,21
Victoria,27,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,2,1,3,6
Victoria,28,"Justice, Supreme Court, Place 9",,,Eva Guzman,144,99,20,119,263
Victoria,28,"Justice, Supreme Court, Place 9",,,Savannah Robinson,22,20,10,30,52
Victoria,28,"Justice, Supreme Court, Place 9",,,Don Fulton,2,4,0,4,6
Victoria,28,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,1,0,1,4
Victoria,29,"Justice, Supreme Court, Place 9",,,Eva Guzman,327,893,136,1029,1356
Victoria,29,"Justice, Supreme Court, Place 9",,,Savannah Robinson,85,236,27,263,348
Victoria,29,"Justice, Supreme Court, Place 9",,,Don Fulton,18,45,5,50,68
Victoria,29,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5,4,1,5,10
Victoria,30,"Justice, Supreme Court, Place 9",,,Eva Guzman,80,99,21,120,200
Victoria,30,"Justice, Supreme Court, Place 9",,,Savannah Robinson,27,47,7,54,81
Victoria,30,"Justice, Supreme Court, Place 9",,,Don Fulton,4,8,1,9,13
Victoria,30,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,1,0,1,2
Victoria,31,"Justice, Supreme Court, Place 9",,,Eva Guzman,86,141,26,167,253
Victoria,31,"Justice, Supreme Court, Place 9",,,Savannah Robinson,41,103,33,136,177
Victoria,31,"Justice, Supreme Court, Place 9",,,Don Fulton,6,7,1,8,14
Victoria,31,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,2,1,3,6
Victoria,32,"Justice, Supreme Court, Place 9",,,Eva Guzman,90,138,25,163,253
Victoria,32,"Justice, Supreme Court, Place 9",,,Savannah Robinson,129,145,32,177,306
Victoria,32,"Justice, Supreme Court, Place 9",,,Don Fulton,12,12,1,13,25
Victoria,32,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2,4,0,4,6
Victoria,33,"Justice, Supreme Court, Place 9",,,Eva Guzman,445,1534,286,1820,2265
Victoria,33,"Justice, Supreme Court, Place 9",,,Savannah Robinson,113,317,60,377,490
Victoria,33,"Justice, Supreme Court, Place 9",,,Don Fulton,34,50,10,60,94
Victoria,33,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5,8,2,10,15
Victoria,34,"Justice, Supreme Court, Place 9",,,Eva Guzman,83,53,8,61,144
Victoria,34,"Justice, Supreme Court, Place 9",,,Savannah Robinson,127,107,37,144,271
Victoria,34,"Justice, Supreme Court, Place 9",,,Don Fulton,3,5,0,5,8
Victoria,34,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3,1,0,1,4
Victoria,35,"Justice, Supreme Court, Place 9",,,Eva Guzman,24,36,4,40,64
Victoria,35,"Justice, Supreme Court, Place 9",,,Savannah Robinson,50,38,9,47,97
Victoria,35,"Justice, Supreme Court, Place 9",,,Don Fulton,3,0,0,0,3
Victoria,35,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,0,0,0,1
Victoria,1,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,32,39,13,52,84
Victoria,1,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",37,70,26,96,133
Victoria,1,Judge Court Criminal Appeals Pl 2,,,Mark Ash,7,5,0,5,12
Victoria,1,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,3,2,0,2,5
Victoria,2,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,87,199,20,219,306
Victoria,2,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",41,131,18,149,190
Victoria,2,Judge Court Criminal Appeals Pl 2,,,Mark Ash,10,13,0,13,23
Victoria,2,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,4,2,1,3,7
Victoria,3,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,105,265,46,311,416
Victoria,3,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",63,118,20,138,201
Victoria,3,Judge Court Criminal Appeals Pl 2,,,Mark Ash,4,9,3,12,16
Victoria,3,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,2,3,2,5,7
Victoria,4,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,76,101,18,119,195
Victoria,4,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",120,147,38,185,305
Victoria,4,Judge Court Criminal Appeals Pl 2,,,Mark Ash,19,5,1,6,25
Victoria,4,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,9,5,0,5,14
Victoria,5,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,132,338,75,413,545
Victoria,5,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",192,261,58,319,511
Victoria,5,Judge Court Criminal Appeals Pl 2,,,Mark Ash,8,22,1,23,31
Victoria,5,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,11,18,0,18,29
Victoria,6,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,15,20,3,23,38
Victoria,6,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",17,41,16,57,74
Victoria,6,Judge Court Criminal Appeals Pl 2,,,Mark Ash,1,1,0,1,2
Victoria,6,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,0,4,1,5,5
Victoria,7,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,106,142,29,171,277
Victoria,7,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",245,286,76,362,607
Victoria,7,Judge Court Criminal Appeals Pl 2,,,Mark Ash,9,7,1,8,17
Victoria,7,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,6,6,0,6,12
Victoria,8,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,155,273,48,321,476
Victoria,8,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",135,214,51,265,400
Victoria,8,Judge Court Criminal Appeals Pl 2,,,Mark Ash,16,18,1,19,35
Victoria,8,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,14,7,1,8,22
Victoria,9,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,109,229,27,256,365
Victoria,9,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",58,119,19,138,196
Victoria,9,Judge Court Criminal Appeals Pl 2,,,Mark Ash,14,12,2,14,28
Victoria,9,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,3,3,1,4,7
Victoria,10,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,161,428,74,502,663
Victoria,10,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",77,193,26,219,296
Victoria,10,Judge Court Criminal Appeals Pl 2,,,Mark Ash,7,14,2,16,23
Victoria,10,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,4,11,0,11,15
Victoria,11,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,84,106,13,119,203
Victoria,11,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",19,26,3,29,48
Victoria,11,Judge Court Criminal Appeals Pl 2,,,Mark Ash,1,2,1,3,4
Victoria,11,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,2,1,1,2,4
Victoria,12,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,72,66,3,69,141
Victoria,12,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",123,71,6,77,200
Victoria,12,Judge Court Criminal Appeals Pl 2,,,Mark Ash,5,4,0,4,9
Victoria,12,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,2,1,0,1,3
Victoria,13,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,108,146,15,161,269
Victoria,13,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",131,217,27,244,375
Victoria,13,Judge Court Criminal Appeals Pl 2,,,Mark Ash,6,8,0,8,14
Victoria,13,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,8,4,2,6,14
Victoria,14,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,219,286,39,325,544
Victoria,14,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",75,112,20,132,207
Victoria,14,Judge Court Criminal Appeals Pl 2,,,Mark Ash,11,15,1,16,27
Victoria,14,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,8,3,0,3,11
Victoria,15,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,19,44,8,52,71
Victoria,15,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",7,12,3,15,22
Victoria,15,Judge Court Criminal Appeals Pl 2,,,Mark Ash,0,3,0,3,3
Victoria,15,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,0,0,0,0,0
Victoria,16,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,59,128,13,141,200
Victoria,16,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",13,37,5,42,55
Victoria,16,Judge Court Criminal Appeals Pl 2,,,Mark Ash,9,3,0,3,12
Victoria,16,Judge Court Criminal Appeals Pl 2,,,Adam King Blackwell Reposa,0,0,0,0,0
Victoria,17,Judge Court Criminal Appeals Pl 2,,,Mary Lou Keel,70,127,14,141,211
Victoria,17,Judge Court Criminal Appeals Pl 2,,,"Lawrence ""Larry"" Meyers",40,53,6,59,99
Victoria,17,Judge Court Criminal Appeals Pl 2,,,Mark Ash,4,6,0,6,10
