county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting,election_day_paper,election_day,absentee/provisional
Rockwall,0004,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Referenda Item #3,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Referenda Item #3,,DEM,UNDER VOTES,21,2,8,5,5,1
Rockwall,001A,Referenda Item #3,,DEM,UNDER VOTES,22,1,9,9,1,2
Rockwall,001B,Referenda Item #3,,DEM,UNDER VOTES,23,6,7,3,7,0
Rockwall,001C,Referenda Item #3,,DEM,UNDER VOTES,17,3,8,2,3,1
Rockwall,0002,Referenda Item #3,,DEM,UNDER VOTES,17,3,8,4,2,0
Rockwall,002A,Referenda Item #3,,DEM,UNDER VOTES,24,3,13,5,2,1
Rockwall,002B,Referenda Item #3,,DEM,UNDER VOTES,13,1,7,1,4,0
Rockwall,002C,Referenda Item #3,,DEM,UNDER VOTES,27,5,10,9,2,1
Rockwall,0003,Referenda Item #3,,DEM,UNDER VOTES,17,0,8,5,4,0
Rockwall,003A,Referenda Item #3,,DEM,UNDER VOTES,15,0,9,2,4,0
Rockwall,003B,Referenda Item #3,,DEM,UNDER VOTES,15,2,8,3,1,1
Rockwall,003C,Referenda Item #3,,DEM,UNDER VOTES,18,1,12,3,1,1
Rockwall,003D,Referenda Item #3,,DEM,UNDER VOTES,16,2,8,2,3,1
Rockwall,0004,Referenda Item #3,,DEM,UNDER VOTES,9,0,8,0,0,1
Rockwall,004A,Referenda Item #3,,DEM,UNDER VOTES,26,3,8,7,6,2
Rockwall,004B,Referenda Item #3,,DEM,UNDER VOTES,13,1,7,1,3,1
Rockwall,004C,Referenda Item #3,,DEM,UNDER VOTES,15,1,7,3,4,0
Rockwall,0001,Referenda Item #4,,DEM,For,251,36,48,54,98,15
Rockwall,001A,Referenda Item #4,,DEM,For,194,14,25,61,73,21
Rockwall,001B,Referenda Item #4,,DEM,For,164,17,39,38,53,17
Rockwall,001C,Referenda Item #4,,DEM,For,131,11,27,26,61,6
Rockwall,0002,Referenda Item #4,,DEM,For,215,32,54,45,65,19
Rockwall,002A,Referenda Item #4,,DEM,For,238,30,42,62,84,20
Rockwall,002B,Referenda Item #4,,DEM,For,129,8,18,36,57,10
Rockwall,002C,Referenda Item #4,,DEM,For,167,25,47,37,46,12
Rockwall,0003,Referenda Item #4,,DEM,For,33,5,5,4,9,10
Rockwall,003A,Referenda Item #4,,DEM,For,76,11,12,15,37,1
Rockwall,003B,Referenda Item #4,,DEM,For,192,23,37,52,75,5
Rockwall,003C,Referenda Item #4,,DEM,For,68,6,17,18,23,4
Rockwall,003D,Referenda Item #4,,DEM,For,118,16,25,24,43,10
Rockwall,0004,Referenda Item #4,,DEM,For,74,10,19,18,23,4
Rockwall,004A,Referenda Item #4,,DEM,For,260,27,50,70,98,15
Rockwall,004B,Referenda Item #4,,DEM,For,59,5,2,24,22,6
Rockwall,004C,Referenda Item #4,,DEM,For,100,16,1,31,45,7
Rockwall,0001,Referenda Item #4,,DEM,Against,22,2,8,2,8,2
Rockwall,001A,Referenda Item #4,,DEM,Against,12,3,2,4,3,0
Rockwall,001B,Referenda Item #4,,DEM,Against,13,1,4,3,5,0
Rockwall,001C,Referenda Item #4,,DEM,Against,17,1,6,4,6,0
Rockwall,0002,Referenda Item #4,,DEM,Against,17,1,6,3,5,2
Rockwall,002A,Referenda Item #4,,DEM,Against,17,7,2,2,6,0
Rockwall,002B,Referenda Item #4,,DEM,Against,14,1,8,2,3,0
Rockwall,002C,Referenda Item #4,,DEM,Against,24,4,9,3,8,0
Rockwall,0003,Referenda Item #4,,DEM,Against,4,2,1,0,1,0
Rockwall,003A,Referenda Item #4,,DEM,Against,11,2,2,2,5,0
Rockwall,003B,Referenda Item #4,,DEM,Against,10,1,2,1,6,0
Rockwall,003C,Referenda Item #4,,DEM,Against,5,0,3,1,1,0
Rockwall,003D,Referenda Item #4,,DEM,Against,12,1,2,2,7,0
Rockwall,0004,Referenda Item #4,,DEM,Against,9,0,3,2,2,2
Rockwall,004A,Referenda Item #4,,DEM,Against,24,3,5,7,8,1
Rockwall,004B,Referenda Item #4,,DEM,Against,3,2,1,0,0,0
Rockwall,004C,Referenda Item #4,,DEM,Against,6,1,1,2,1,1
Rockwall,0001,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Referenda Item #4,,DEM,OVER VOTES,1,0,0,1,0,0
Rockwall,001C,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Referenda Item #4,,DEM,OVER VOTES,1,0,0,1,0,0
Rockwall,002A,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Referenda Item #4,,DEM,OVER VOTES,1,0,0,1,0,0
Rockwall,003B,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Referenda Item #4,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Referenda Item #4,,DEM,UNDER VOTES,41,4,14,11,10,2
Rockwall,001A,Referenda Item #4,,DEM,UNDER VOTES,30,1,10,15,3,1
Rockwall,001B,Referenda Item #4,,DEM,UNDER VOTES,31,6,10,5,10,0
Rockwall,001C,Referenda Item #4,,DEM,UNDER VOTES,34,6,14,4,9,1
Rockwall,0002,Referenda Item #4,,DEM,UNDER VOTES,36,4,15,6,9,2
Rockwall,002A,Referenda Item #4,,DEM,UNDER VOTES,40,9,13,11,6,1
Rockwall,002B,Referenda Item #4,,DEM,UNDER VOTES,24,2,14,2,6,0
Rockwall,002C,Referenda Item #4,,DEM,UNDER VOTES,33,4,12,15,1,1
Rockwall,0003,Referenda Item #4,,DEM,UNDER VOTES,21,2,8,5,6,0
Rockwall,003A,Referenda Item #4,,DEM,UNDER VOTES,16,1,8,2,5,0
Rockwall,003B,Referenda Item #4,,DEM,UNDER VOTES,23,1,11,5,4,2
Rockwall,003C,Referenda Item #4,,DEM,UNDER VOTES,26,1,14,7,4,0
Rockwall,003D,Referenda Item #4,,DEM,UNDER VOTES,25,4,12,2,6,1
Rockwall,0004,Referenda Item #4,,DEM,UNDER VOTES,15,1,9,2,2,1
Rockwall,004A,Referenda Item #4,,DEM,UNDER VOTES,37,4,11,9,11,2
Rockwall,004B,Referenda Item #4,,DEM,UNDER VOTES,17,3,7,2,4,1
Rockwall,004C,Referenda Item #4,,DEM,UNDER VOTES,22,0,8,6,8,0
Rockwall,0001,Referenda Item #5,,DEM,For,250,37,54,56,88,15
Rockwall,001A,Referenda Item #5,,DEM,For,179,13,24,59,62,21
Rockwall,001B,Referenda Item #5,,DEM,For,156,19,37,37,46,17
Rockwall,001C,Referenda Item #5,,DEM,For,127,12,29,25,55,6
Rockwall,0002,Referenda Item #5,,DEM,For,215,30,57,48,60,20
Rockwall,002A,Referenda Item #5,,DEM,For,239,40,35,59,86,19
Rockwall,002B,Referenda Item #5,,DEM,For,130,10,31,33,46,10
Rockwall,002C,Referenda Item #5,,DEM,For,166,26,50,36,43,11
Rockwall,0003,Referenda Item #5,,DEM,For,32,5,5,3,11,8
Rockwall,003A,Referenda Item #5,,DEM,For,71,12,9,16,33,1
Rockwall,003B,Referenda Item #5,,DEM,For,168,19,36,43,65,5
Rockwall,003C,Referenda Item #5,,DEM,For,74,6,20,21,24,3
Rockwall,003D,Referenda Item #5,,DEM,For,120,19,25,24,43,9
Rockwall,0004,Referenda Item #5,,DEM,For,77,11,21,19,21,5
Rockwall,004A,Referenda Item #5,,DEM,For,236,27,49,63,84,13
Rockwall,004B,Referenda Item #5,,DEM,For,54,9,2,21,17,5
Rockwall,004C,Referenda Item #5,,DEM,For,88,12,2,30,39,5
Rockwall,0001,Referenda Item #5,,DEM,Against,45,3,8,6,25,3
Rockwall,001A,Referenda Item #5,,DEM,Against,37,4,5,13,15,0
Rockwall,001B,Referenda Item #5,,DEM,Against,32,0,9,7,16,0
Rockwall,001C,Referenda Item #5,,DEM,Against,37,2,9,7,19,0
Rockwall,0002,Referenda Item #5,,DEM,Against,35,4,11,3,14,3
Rockwall,002A,Referenda Item #5,,DEM,Against,32,4,12,11,5,0
Rockwall,002B,Referenda Item #5,,DEM,Against,27,0,2,6,19,0
Rockwall,002C,Referenda Item #5,,DEM,Against,33,3,8,9,12,1
Rockwall,0003,Referenda Item #5,,DEM,Against,10,4,1,2,1,2
Rockwall,003A,Referenda Item #5,,DEM,Against,20,2,4,2,12,0
Rockwall,003B,Referenda Item #5,,DEM,Against,41,4,5,12,18,2
Rockwall,003C,Referenda Item #5,,DEM,Against,11,0,3,3,4,1
Rockwall,003D,Referenda Item #5,,DEM,Against,16,0,4,2,9,1
Rockwall,0004,Referenda Item #5,,DEM,Against,13,0,3,3,6,1
Rockwall,004A,Referenda Item #5,,DEM,Against,62,4,10,17,27,4
Rockwall,004B,Referenda Item #5,,DEM,Against,16,1,1,5,8,1
Rockwall,004C,Referenda Item #5,,DEM,Against,26,5,1,6,13,1
Rockwall,0001,Referenda Item #5,,DEM,OVER VOTES,1,1,0,0,0,0
Rockwall,001A,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,Referenda Item #5,,DEM,OVER VOTES,1,0,0,0,0,1
Rockwall,002B,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Referenda Item #5,,DEM,OVER VOTES,1,0,0,1,0,0
Rockwall,0003,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Referenda Item #5,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Referenda Item #5,,DEM,UNDER VOTES,18,1,8,5,3,1
Rockwall,001A,Referenda Item #5,,DEM,UNDER VOTES,20,1,8,8,2,1
Rockwall,001B,Referenda Item #5,,DEM,UNDER VOTES,21,5,7,3,6,0
Rockwall,001C,Referenda Item #5,,DEM,UNDER VOTES,18,4,9,2,2,1
Rockwall,0002,Referenda Item #5,,DEM,UNDER VOTES,19,3,7,4,5,0
Rockwall,002A,Referenda Item #5,,DEM,UNDER VOTES,23,2,10,5,5,1
Rockwall,002B,Referenda Item #5,,DEM,UNDER VOTES,10,1,7,1,1,0
Rockwall,002C,Referenda Item #5,,DEM,UNDER VOTES,24,4,10,9,0,1
Rockwall,0003,Referenda Item #5,,DEM,UNDER VOTES,16,0,8,4,4,0
Rockwall,003A,Referenda Item #5,,DEM,UNDER VOTES,13,0,9,2,2,0
Rockwall,003B,Referenda Item #5,,DEM,UNDER VOTES,17,2,9,3,2,1
Rockwall,003C,Referenda Item #5,,DEM,UNDER VOTES,14,1,11,2,0,0
Rockwall,003D,Referenda Item #5,,DEM,UNDER VOTES,19,2,10,2,4,1
Rockwall,0004,Referenda Item #5,,DEM,UNDER VOTES,8,0,7,0,0,1
Rockwall,004A,Referenda Item #5,,DEM,UNDER VOTES,23,3,7,6,6,1
Rockwall,004B,Referenda Item #5,,DEM,UNDER VOTES,9,0,7,0,1,1
Rockwall,004C,Referenda Item #5,,DEM,UNDER VOTES,14,0,7,3,2,2
Rockwall,0001,Referenda Item #6,,DEM,For,279,38,58,60,105,18
Rockwall,001A,Referenda Item #6,,DEM,For,203,15,26,67,74,21
Rockwall,001B,Referenda Item #6,,DEM,For,168,18,41,39,53,17
Rockwall,001C,Referenda Item #6,,DEM,For,148,13,33,29,67,6
Rockwall,0002,Referenda Item #6,,DEM,For,227,33,64,43,70,17
Rockwall,002A,Referenda Item #6,,DEM,For,244,41,38,62,83,20
Rockwall,002B,Referenda Item #6,,DEM,For,133,8,27,34,54,10
Rockwall,002C,Referenda Item #6,,DEM,For,182,24,53,42,52,11
Rockwall,0003,Referenda Item #6,,DEM,For,32,7,5,3,10,7
Rockwall,003A,Referenda Item #6,,DEM,For,77,11,10,18,37,1
Rockwall,003B,Referenda Item #6,,DEM,For,192,21,37,51,76,7
Rockwall,003C,Referenda Item #6,,DEM,For,77,6,19,22,26,4
Rockwall,003D,Referenda Item #6,,DEM,For,113,17,26,22,40,8
Rockwall,0004,Referenda Item #6,,DEM,For,83,11,20,21,27,4
Rockwall,004A,Referenda Item #6,,DEM,For,249,25,52,64,92,16
Rockwall,004B,Referenda Item #6,,DEM,For,55,7,2,21,20,5
Rockwall,004C,Referenda Item #6,,DEM,For,106,14,2,32,50,8
Rockwall,0001,Referenda Item #6,,DEM,Against,15,2,3,2,8,0
Rockwall,001A,Referenda Item #6,,DEM,Against,14,2,2,6,4,0
Rockwall,001B,Referenda Item #6,,DEM,Against,18,1,5,5,7,0
Rockwall,001C,Referenda Item #6,,DEM,Against,15,1,6,3,5,0
Rockwall,0002,Referenda Item #6,,DEM,Against,23,2,4,7,4,6
Rockwall,002A,Referenda Item #6,,DEM,Against,25,4,8,6,6,1
Rockwall,002B,Referenda Item #6,,DEM,Against,20,2,4,4,10,0
Rockwall,002C,Referenda Item #6,,DEM,Against,17,5,6,3,2,1
Rockwall,0003,Referenda Item #6,,DEM,Against,7,2,1,0,1,3
Rockwall,003A,Referenda Item #6,,DEM,Against,12,3,3,0,6,0
Rockwall,003B,Referenda Item #6,,DEM,Against,15,3,3,2,7,0
Rockwall,003C,Referenda Item #6,,DEM,Against,5,0,3,1,1,0
Rockwall,003D,Referenda Item #6,,DEM,Against,25,2,4,4,13,2
Rockwall,0004,Referenda Item #6,,DEM,Against,7,0,4,1,0,2
Rockwall,004A,Referenda Item #6,,DEM,Against,48,6,7,18,17,0
Rockwall,004B,Referenda Item #6,,DEM,Against,14,3,1,5,4,1
Rockwall,004C,Referenda Item #6,,DEM,Against,11,3,1,5,2,0
Rockwall,0001,Referenda Item #6,,DEM,OVER VOTES,1,0,0,1,0,0
Rockwall,001A,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Referenda Item #6,,DEM,OVER VOTES,1,0,0,1,0,0
Rockwall,0003,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Referenda Item #6,,DEM,UNDER VOTES,19,2,9,4,3,1
Rockwall,001A,Referenda Item #6,,DEM,UNDER VOTES,19,1,9,7,1,1
Rockwall,001B,Referenda Item #6,,DEM,UNDER VOTES,23,5,7,3,8,0
Rockwall,001C,Referenda Item #6,,DEM,UNDER VOTES,19,4,8,2,4,1
Rockwall,0002,Referenda Item #6,,DEM,UNDER VOTES,19,2,7,5,5,0
Rockwall,002A,Referenda Item #6,,DEM,UNDER VOTES,26,1,11,7,7,0
Rockwall,002B,Referenda Item #6,,DEM,UNDER VOTES,14,1,9,2,2,0
Rockwall,002C,Referenda Item #6,,DEM,UNDER VOTES,24,4,9,9,1,1
Rockwall,0003,Referenda Item #6,,DEM,UNDER VOTES,19,0,8,6,5,0
Rockwall,003A,Referenda Item #6,,DEM,UNDER VOTES,15,0,9,2,4,0
Rockwall,003B,Referenda Item #6,,DEM,UNDER VOTES,19,1,10,5,2,1
Rockwall,003C,Referenda Item #6,,DEM,UNDER VOTES,17,1,12,3,1,0
Rockwall,003D,Referenda Item #6,,DEM,UNDER VOTES,17,2,9,2,3,1
Rockwall,0004,Referenda Item #6,,DEM,UNDER VOTES,8,0,7,0,0,1
Rockwall,004A,Referenda Item #6,,DEM,UNDER VOTES,24,3,7,4,8,2
Rockwall,004B,Referenda Item #6,,DEM,UNDER VOTES,10,0,7,0,2,1
Rockwall,004C,Referenda Item #6,,DEM,UNDER VOTES,11,0,7,2,2,0
Rockwall,0001,President,,REP,Ted Cruz,663,104,181,110,239,29
Rockwall,001A,President,,REP,Ted Cruz,381,52,72,150,85,22
Rockwall,001B,President,,REP,Ted Cruz,680,98,181,106,266,29
Rockwall,001C,President,,REP,Ted Cruz,501,84,116,126,158,17
Rockwall,0002,President,,REP,Ted Cruz,563,92,178,88,168,37
Rockwall,002A,President,,REP,Ted Cruz,450,72,120,67,162,29
Rockwall,002B,President,,REP,Ted Cruz,232,33,49,68,74,8
Rockwall,002C,President,,REP,Ted Cruz,713,104,237,260,100,12
Rockwall,0003,President,,REP,Ted Cruz,38,8,10,6,8,6
Rockwall,003A,President,,REP,Ted Cruz,125,14,23,47,36,5
Rockwall,003B,President,,REP,Ted Cruz,328,32,68,159,66,3
Rockwall,003C,President,,REP,Ted Cruz,433,64,118,130,95,26
Rockwall,003D,President,,REP,Ted Cruz,704,99,157,123,288,37
Rockwall,0004,President,,REP,Ted Cruz,341,55,79,90,93,24
Rockwall,004A,President,,REP,Ted Cruz,606,77,113,162,231,23
Rockwall,004B,President,,REP,Ted Cruz,167,42,4,85,30,6
Rockwall,004C,President,,REP,Ted Cruz,303,36,15,156,86,10
Rockwall,0001,President,,REP,Ben Carson,63,9,21,8,24,1
Rockwall,001A,President,,REP,Ben Carson,44,2,8,17,16,1
Rockwall,001B,President,,REP,Ben Carson,53,7,15,12,19,0
Rockwall,001C,President,,REP,Ben Carson,38,3,9,11,13,2
Rockwall,0002,President,,REP,Ben Carson,48,3,22,5,16,2
Rockwall,002A,President,,REP,Ben Carson,36,11,6,4,14,1
Rockwall,002B,President,,REP,Ben Carson,22,1,4,9,8,0
Rockwall,002C,President,,REP,Ben Carson,79,8,28,27,14,2
Rockwall,0003,President,,REP,Ben Carson,7,2,2,2,1,0
Rockwall,003A,President,,REP,Ben Carson,19,1,2,6,9,1
Rockwall,003B,President,,REP,Ben Carson,36,3,12,14,7,0
Rockwall,003C,President,,REP,Ben Carson,36,6,7,14,9,0
Rockwall,003D,President,,REP,Ben Carson,58,8,17,13,19,1
Rockwall,0004,President,,REP,Ben Carson,35,6,8,8,10,3
Rockwall,004A,President,,REP,Ben Carson,56,0,8,19,28,1
Rockwall,004B,President,,REP,Ben Carson,18,3,1,7,7,0
Rockwall,004C,President,,REP,Ben Carson,23,2,3,13,5,0
Rockwall,0001,President,,REP,Carly Fiorina,2,0,2,0,0,0
Rockwall,001A,President,,REP,Carly Fiorina,2,0,1,0,1,0
Rockwall,001B,President,,REP,Carly Fiorina,3,0,3,0,0,0
Rockwall,001C,President,,REP,Carly Fiorina,4,0,3,0,1,0
Rockwall,0002,President,,REP,Carly Fiorina,1,0,1,0,0,0
Rockwall,002A,President,,REP,Carly Fiorina,2,0,2,0,0,0
Rockwall,002B,President,,REP,Carly Fiorina,4,1,2,1,0,0
Rockwall,002C,President,,REP,Carly Fiorina,5,0,3,2,0,0
Rockwall,0003,President,,REP,Carly Fiorina,1,0,1,0,0,0
Rockwall,003A,President,,REP,Carly Fiorina,1,0,1,0,0,0
Rockwall,003B,President,,REP,Carly Fiorina,2,0,1,1,0,0
Rockwall,003C,President,,REP,Carly Fiorina,2,0,2,0,0,0
Rockwall,003D,President,,REP,Carly Fiorina,3,0,1,1,1,0
Rockwall,0004,President,,REP,Carly Fiorina,2,1,1,0,0,0
Rockwall,004A,President,,REP,Carly Fiorina,2,1,1,0,0,0
Rockwall,004B,President,,REP,Carly Fiorina,1,0,1,0,0,0
Rockwall,004C,President,,REP,Carly Fiorina,1,0,1,0,0,0
Rockwall,0001,President,,REP,Rand Paul,5,0,4,1,0,0
Rockwall,001A,President,,REP,Rand Paul,1,0,1,0,0,0
Rockwall,001B,President,,REP,Rand Paul,1,0,1,0,0,0
Rockwall,001C,President,,REP,Rand Paul,7,2,3,1,1,0
Rockwall,0002,President,,REP,Rand Paul,2,0,1,0,1,0
Rockwall,002A,President,,REP,Rand Paul,2,0,1,0,1,0
Rockwall,002B,President,,REP,Rand Paul,2,1,1,0,0,0
Rockwall,002C,President,,REP,Rand Paul,9,1,3,3,2,0
Rockwall,0003,President,,REP,Rand Paul,1,0,1,0,0,0
Rockwall,003A,President,,REP,Rand Paul,4,1,1,0,2,0
Rockwall,003B,President,,REP,Rand Paul,3,0,1,1,1,0
Rockwall,003C,President,,REP,Rand Paul,2,0,2,0,0,0
Rockwall,003D,President,,REP,Rand Paul,3,2,1,0,0,0
Rockwall,0004,President,,REP,Rand Paul,2,0,1,0,1,0
Rockwall,004A,President,,REP,Rand Paul,3,0,1,1,1,0
Rockwall,004B,President,,REP,Rand Paul,3,0,1,1,1,0
Rockwall,004C,President,,REP,Rand Paul,3,1,1,1,0,0
Rockwall,0001,President,,REP,Mike Huckabee,6,1,3,1,1,0
Rockwall,001A,President,,REP,Mike Huckabee,2,1,1,0,0,0
Rockwall,001B,President,,REP,Mike Huckabee,3,0,2,0,1,0
Rockwall,001C,President,,REP,Mike Huckabee,2,0,1,0,1,0
Rockwall,0002,President,,REP,Mike Huckabee,4,1,3,0,0,0
Rockwall,002A,President,,REP,Mike Huckabee,3,0,2,0,1,0
Rockwall,002B,President,,REP,Mike Huckabee,2,0,1,1,0,0
Rockwall,002C,President,,REP,Mike Huckabee,6,1,4,1,0,0
Rockwall,0003,President,,REP,Mike Huckabee,1,0,1,0,0,0
Rockwall,003A,President,,REP,Mike Huckabee,1,0,1,0,0,0
Rockwall,003B,President,,REP,Mike Huckabee,4,0,1,3,0,0
Rockwall,003C,President,,REP,Mike Huckabee,2,0,2,0,0,0
Rockwall,003D,President,,REP,Mike Huckabee,2,0,1,0,0,1
Rockwall,0004,President,,REP,Mike Huckabee,6,2,2,0,0,2
Rockwall,004A,President,,REP,Mike Huckabee,2,0,2,0,0,0
Rockwall,004B,President,,REP,Mike Huckabee,3,0,2,1,0,0
Rockwall,004C,President,,REP,Mike Huckabee,3,0,1,1,1,0
Rockwall,0001,President,,REP,Marco Rubio,362,59,111,54,125,13
Rockwall,001A,President,,REP,Marco Rubio,157,14,42,49,49,3
Rockwall,001B,President,,REP,Marco Rubio,311,58,94,36,109,14
Rockwall,001C,President,,REP,Marco Rubio,262,47,71,53,82,9
Rockwall,0002,President,,REP,Marco Rubio,281,40,109,36,75,21
Rockwall,002A,President,,REP,Marco Rubio,251,46,61,43,89,12
Rockwall,002B,President,,REP,Marco Rubio,88,11,16,17,42,2
Rockwall,002C,President,,REP,Marco Rubio,409,66,137,145,55,6
Rockwall,0003,President,,REP,Marco Rubio,15,4,2,2,5,2
Rockwall,003A,President,,REP,Marco Rubio,41,6,10,15,9,1
Rockwall,003B,President,,REP,Marco Rubio,99,14,22,38,23,2
Rockwall,003C,President,,REP,Marco Rubio,280,34,106,60,67,13
Rockwall,003D,President,,REP,Marco Rubio,224,26,82,35,79,2
Rockwall,0004,President,,REP,Marco Rubio,141,28,35,28,38,12
Rockwall,004A,President,,REP,Marco Rubio,229,24,51,67,75,12
Rockwall,004B,President,,REP,Marco Rubio,45,6,2,22,12,3
Rockwall,004C,President,,REP,Marco Rubio,47,3,3,29,10,2
Rockwall,0001,President,,REP,Jeb Bush,24,4,11,1,0,8
Rockwall,001A,President,,REP,Jeb Bush,15,3,9,1,1,1
Rockwall,001B,President,,REP,Jeb Bush,23,6,12,0,2,3
Rockwall,001C,President,,REP,Jeb Bush,11,2,6,0,2,1
Rockwall,0002,President,,REP,Jeb Bush,21,5,11,1,0,4
Rockwall,002A,President,,REP,Jeb Bush,8,1,4,0,1,2
Rockwall,002B,President,,REP,Jeb Bush,5,0,1,0,1,3
Rockwall,002C,President,,REP,Jeb Bush,23,6,12,2,2,1
Rockwall,0003,President,,REP,Jeb Bush,5,1,2,0,1,1
Rockwall,003A,President,,REP,Jeb Bush,2,0,1,0,1,0
Rockwall,003B,President,,REP,Jeb Bush,5,0,4,0,0,1
Rockwall,003C,President,,REP,Jeb Bush,13,2,8,0,2,1
Rockwall,003D,President,,REP,Jeb Bush,12,3,8,1,0,0
Rockwall,0004,President,,REP,Jeb Bush,8,2,4,0,1,1
Rockwall,004A,President,,REP,Jeb Bush,9,2,5,0,2,0
Rockwall,004B,President,,REP,Jeb Bush,3,0,2,1,0,0
Rockwall,004C,President,,REP,Jeb Bush,4,0,2,1,1,0
Rockwall,0001,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,001A,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,001B,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,001C,President,,REP,Elizabeth Gray,2,1,1,0,0,0
Rockwall,0002,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,002A,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,002B,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,002C,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,0003,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,003A,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,003B,President,,REP,Elizabeth Gray,2,0,2,0,0,0
Rockwall,003C,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,003D,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,0004,President,,REP,Elizabeth Gray,1,0,1,0,0,0
Rockwall,004A,President,,REP,Elizabeth Gray,2,0,2,0,0,0
Rockwall,004B,President,,REP,Elizabeth Gray,1,0,1,0,0,0
