county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Matagorda,1A,Ballots Cast,,,,,,,"1,763"
Matagorda,1B,Ballots Cast,,,,,,,"1,931"
Matagorda,1C,Ballots Cast,,,,,,,565
Matagorda,1D,Ballots Cast,,,,,,,609
Matagorda,1E,Ballots Cast,,,,,,,834
Matagorda,1F,Ballots Cast,,,,,,,401
Matagorda,2,Ballots Cast,,,,,,,89
Matagorda,3A,Ballots Cast,,,,,,,"1,056"
Matagorda,3B,Ballots Cast,,,,,,,508
Matagorda,4,Ballots Cast,,,,,,,10
Matagorda,5,Ballots Cast,,,,,,,194
Matagorda,6,Ballots Cast,,,,,,,85
Matagorda,7,Ballots Cast,,,,,,,22
Matagorda,8,Ballots Cast,,,,,,,22
Matagorda,9,Ballots Cast,,,,,,,29
Matagorda,10,Ballots Cast,,,,,,,253
Matagorda,12,Ballots Cast,,,,,,,177
Matagorda,13,Ballots Cast,,,,,,,267
Matagorda,Total,Ballots Cast,,,,,,,"8,815"
Matagorda,1A,Straight Party,,,REP,12,450,90,552
Matagorda,1B,Straight Party,,,REP,18,436,89,543
Matagorda,1C,Straight Party,,,REP,3,28,9,40
Matagorda,1D,Straight Party,,,REP,9,106,50,165
Matagorda,1E,Straight Party,,,REP,5,173,41,219
Matagorda,1F,Straight Party,,,REP,4,98,17,119
Matagorda,2,Straight Party,,,REP,7,101,123,231
Matagorda,3A,Straight Party,,,REP,5,231,144,380
Matagorda,3B,Straight Party,,,REP,7,117,55,179
Matagorda,4,Straight Party,,,REP,10,186,141,337
Matagorda,5,Straight Party,,,REP,13,268,128,409
Matagorda,6,Straight Party,,,REP,20,147,193,360
Matagorda,7,Straight Party,,,REP,0,21,26,47
Matagorda,8,Straight Party,,,REP,1,93,99,193
Matagorda,9,Straight Party,,,REP,2,12,34,48
Matagorda,10,Straight Party,,,REP,1,56,80,137
Matagorda,12,Straight Party,,,REP,5,38,25,68
Matagorda,13,Straight Party,,,REP,4,27,20,51
Matagorda,Total,Straight Party,,,REP,126,2588,1364,4078
Matagorda,1A,Straight Party,,,DEM,17,132,35,184
Matagorda,1B,Straight Party,,,DEM,14,199,84,297
Matagorda,1C,Straight Party,,,DEM,41,182,92,315
Matagorda,1D,Straight Party,,,DEM,17,97,72,186
Matagorda,1E,Straight Party,,,DEM,24,163,70,257
Matagorda,1F,Straight Party,,,DEM,7,51,22,80
Matagorda,2,Straight Party,,,DEM,2,6,24,32
Matagorda,3A,Straight Party,,,DEM,17,102,111,230
