county,precinct,office,district,party,candidate,early_voting_paper,early_voting_ivo,early_voting,election_day_paper,election_day_ivo,election_day,mail_provisional,votes
Rockwall,3A,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,111,157,268,42,74,116,27,411
Rockwall,3A,"Justice, Supreme Court, Place 3",,,Mike Westergren,74,136,210,38,59,97,11,318
Rockwall,3A,"Justice, Supreme Court, Place 3",,,Kathie Glass,21,14,35,2,7,9,1,45
Rockwall,3A,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,11,12,23,6,5,11,0,34
Rockwall,3B,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,366,536,902,146,113,259,37,1198
Rockwall,3B,"Justice, Supreme Court, Place 3",,,Mike Westergren,110,357,467,65,77,142,26,635
Rockwall,3B,"Justice, Supreme Court, Place 3",,,Kathie Glass,20,22,42,6,16,22,1,65
Rockwall,3B,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9,7,16,5,6,11,1,28
Rockwall,3C,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,446,840,1286,77,146,223,90,1599
Rockwall,3C,"Justice, Supreme Court, Place 3",,,Mike Westergren,50,102,152,10,28,38,17,207
Rockwall,3C,"Justice, Supreme Court, Place 3",,,Kathie Glass,10,24,34,5,11,16,0,50
Rockwall,3C,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,6,8,1,0,1,1,10
Rockwall,3D,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,996,1439,2435,169,283,452,142,3029
Rockwall,3D,"Justice, Supreme Court, Place 3",,,Mike Westergren,126,324,450,34,86,120,41,611
Rockwall,3D,"Justice, Supreme Court, Place 3",,,Kathie Glass,32,62,94,11,14,25,4,123
Rockwall,3D,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7,9,16,2,3,5,1,22
Rockwall,4,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,449,543,992,84,122,206,95,1293
Rockwall,4,"Justice, Supreme Court, Place 3",,,Mike Westergren,60,132,192,14,32,46,27,265
Rockwall,4,"Justice, Supreme Court, Place 3",,,Kathie Glass,26,30,56,8,17,25,1,82
Rockwall,4,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5,7,12,0,7,7,0,19
Rockwall,4A,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,931,1425,2356,170,368,538,125,3019
Rockwall,4A,"Justice, Supreme Court, Place 3",,,Mike Westergren,155,528,683,48,173,221,51,955
Rockwall,4A,"Justice, Supreme Court, Place 3",,,Kathie Glass,51,91,142,15,41,56,6,204
Rockwall,4A,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,16,31,47,8,17,25,2,74
Rockwall,4B,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,258,257,515,66,64,130,22,667
Rockwall,4B,"Justice, Supreme Court, Place 3",,,Mike Westergren,60,86,146,22,35,57,12,215
Rockwall,4B,"Justice, Supreme Court, Place 3",,,Kathie Glass,10,21,31,5,4,9,1,41
Rockwall,4B,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,6,9,15,7,5,12,0,27
Rockwall,4C,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,406,674,1080,135,212,347,38,1465
Rockwall,4C,"Justice, Supreme Court, Place 3",,,Mike Westergren,86,232,318,31,69,100,17,435
Rockwall,4C,"Justice, Supreme Court, Place 3",,,Kathie Glass,16,30,46,7,11,18,3,67
Rockwall,4C,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2,18,20,7,8,15,0,35
Rockwall,1,"Justice, Supreme Court, Place 5",,,Paul Green,772,1312,2084,107,259,366,139,2589
Rockwall,1,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,165,418,583,12,87,99,52,734
Rockwall,1,"Justice, Supreme Court, Place 5",,,Tom Oxford,21,44,65,6,18,24,3,92
Rockwall,1,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,9,8,17,0,2,2,0,19
Rockwall,1A,"Justice, Supreme Court, Place 5",,,Paul Green,548,677,1225,133,145,278,95,1598
Rockwall,1A,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,148,295,443,44,93,137,69,649
Rockwall,1A,"Justice, Supreme Court, Place 5",,,Tom Oxford,20,40,60,6,14,20,3,83
Rockwall,1A,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,9,10,19,4,2,6,0,25
Rockwall,1B,"Justice, Supreme Court, Place 5",,,Paul Green,818,1260,2078,155,287,442,127,2647
Rockwall,1B,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,110,327,437,22,59,81,37,555
Rockwall,1B,"Justice, Supreme Court, Place 5",,,Tom Oxford,25,50,75,13,11,24,2,101
Rockwall,1B,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3,6,9,1,3,4,0,13
Rockwall,1C,"Justice, Supreme Court, Place 5",,,Paul Green,531,770,1301,111,199,310,93,1704
Rockwall,1C,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,74,216,290,21,33,54,26,370
Rockwall,1C,"Justice, Supreme Court, Place 5",,,Tom Oxford,21,29,50,2,14,16,1,67
Rockwall,1C,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4,9,13,1,3,4,0,17
Rockwall,2,"Justice, Supreme Court, Place 5",,,Paul Green,681,954,1635,89,190,279,209,2123
Rockwall,2,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,166,302,468,27,57,84,48,600
Rockwall,2,"Justice, Supreme Court, Place 5",,,Tom Oxford,26,55,81,6,11,17,4,102
Rockwall,2,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,13,10,23,1,4,5,2,30
Rockwall,2A,"Justice, Supreme Court, Place 5",,,Paul Green,619,978,1597,117,200,317,135,2049
Rockwall,2A,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,177,355,532,32,81,113,66,711
Rockwall,2A,"Justice, Supreme Court, Place 5",,,Tom Oxford,28,35,63,12,16,28,5,96
Rockwall,2A,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4,7,11,4,7,11,3,25
Rockwall,2B,"Justice, Supreme Court, Place 5",,,Paul Green,247,393,640,71,113,184,37,861
Rockwall,2B,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,63,213,276,13,51,64,22,362
Rockwall,2B,"Justice, Supreme Court, Place 5",,,Tom Oxford,11,30,41,2,11,13,2,56
Rockwall,2B,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,4,9,1,4,5,0,14
Rockwall,2C,"Justice, Supreme Court, Place 5",,,Paul Green,902,1193,2095,180,274,454,113,2662
Rockwall,2C,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,137,282,419,27,43,70,30,519
Rockwall,2C,"Justice, Supreme Court, Place 5",,,Tom Oxford,27,40,67,12,20,32,5,104
Rockwall,2C,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4,4,8,2,2,4,1,13
Rockwall,3,"Justice, Supreme Court, Place 5",,,Paul Green,55,62,117,11,13,24,16,157
Rockwall,3,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,38,48,86,23,17,40,20,146
Rockwall,3,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,3,3,3,3,6,0,9
Rockwall,3,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0,1,1,0,1
Rockwall,3A,"Justice, Supreme Court, Place 5",,,Paul Green,114,155,269,42,71,113,26,408
Rockwall,3A,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,85,154,239,43,65,108,12,359
Rockwall,3A,"Justice, Supreme Court, Place 5",,,Tom Oxford,12,9,21,3,6,9,0,30
Rockwall,3A,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,2,7,0,3,3,0,10
Rockwall,3B,"Justice, Supreme Court, Place 5",,,Paul Green,364,527,891,144,115,259,33,1183
Rockwall,3B,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,123,372,495,68,83,151,30,676
Rockwall,3B,"Justice, Supreme Court, Place 5",,,Tom Oxford,16,19,35,7,13,20,2,57
Rockwall,3B,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,3,5,3,3,6,0,11
Rockwall,3C,"Justice, Supreme Court, Place 5",,,Paul Green,441,818,1259,74,143,217,88,1564
Rockwall,3C,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,58,119,177,15,31,46,15,238
Rockwall,3C,"Justice, Supreme Court, Place 5",,,Tom Oxford,7,22,29,4,10,14,3,46
Rockwall,3C,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2,4,6,1,0,1,1,8
Rockwall,3D,"Justice, Supreme Court, Place 5",,,Paul Green,989,1419,2408,173,284,457,144,3009
Rockwall,3D,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,133,351,484,35,87,122,41,647
Rockwall,3D,"Justice, Supreme Court, Place 5",,,Tom Oxford,28,56,84,6,14,20,3,107
Rockwall,3D,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6,3,9,2,1,3,0,12
Rockwall,4,"Justice, Supreme Court, Place 5",,,Paul Green,448,539,987,82,127,209,89,1285
Rockwall,4,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,64,145,209,16,35,51,28,288
Rockwall,4,"Justice, Supreme Court, Place 5",,,Tom Oxford,21,23,44,6,16,22,3,69
Rockwall,4,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,4,9,2,2,4,3,16
Rockwall,4A,"Justice, Supreme Court, Place 5",,,Paul Green,920,1407,2327,175,372,547,121,2995
Rockwall,4A,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,176,572,748,50,185,235,54,1037
Rockwall,4A,"Justice, Supreme Court, Place 5",,,Tom Oxford,51,80,131,13,38,51,4,186
Rockwall,4A,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,7,14,21,3,7,10,4,35
Rockwall,4B,"Justice, Supreme Court, Place 5",,,Paul Green,258,256,514,69,64,133,22,669
Rockwall,4B,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,63,93,156,25,38,63,11,230
Rockwall,4B,"Justice, Supreme Court, Place 5",,,Tom Oxford,9,17,26,5,3,8,1,35
Rockwall,4B,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5,7,12,3,3,6,1,19
Rockwall,4C,"Justice, Supreme Court, Place 5",,,Paul Green,405,670,1075,134,209,343,39,1457
Rockwall,4C,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,90,249,339,35,73,108,16,463
Rockwall,4C,"Justice, Supreme Court, Place 5",,,Tom Oxford,14,24,38,8,10,18,3,59
Rockwall,4C,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,9,10,2,5,7,0,17
Rockwall,1,"Justice, Supreme Court, Place 9",,,Eva Guzman,778,1338,2116,107,260,367,143,2626
Rockwall,1,"Justice, Supreme Court, Place 9",,,Savannah Robinson,165,390,555,12,82,94,46,695
Rockwall,1,"Justice, Supreme Court, Place 9",,,Don Fulton,20,45,65,6,22,28,4,97
Rockwall,1,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,9,15,0,3,3,1,19
Rockwall,1A,"Justice, Supreme Court, Place 9",,,Eva Guzman,555,679,1234,132,149,281,97,1612
Rockwall,1A,"Justice, Supreme Court, Place 9",,,Savannah Robinson,140,287,427,41,84,125,64,616
Rockwall,1A,"Justice, Supreme Court, Place 9",,,Don Fulton,21,45,66,8,19,27,4,97
Rockwall,1A,"Justice, Supreme Court, Place 9",,,Jim Chisholm,9,13,22,5,2,7,3,32
Rockwall,1B,"Justice, Supreme Court, Place 9",,,Eva Guzman,806,1274,2080,154,281,435,129,2644
Rockwall,1B,"Justice, Supreme Court, Place 9",,,Savannah Robinson,106,313,419,21,56,77,34,530
Rockwall,1B,"Justice, Supreme Court, Place 9",,,Don Fulton,32,45,77,14,18,32,2,111
Rockwall,1B,"Justice, Supreme Court, Place 9",,,Jim Chisholm,7,8,15,2,6,8,0,23
Rockwall,1C,"Justice, Supreme Court, Place 9",,,Eva Guzman,531,779,1310,110,198,308,96,1714
Rockwall,1C,"Justice, Supreme Court, Place 9",,,Savannah Robinson,73,203,276,19,33,52,23,351
Rockwall,1C,"Justice, Supreme Court, Place 9",,,Don Fulton,21,30,51,5,16,21,1,73
Rockwall,1C,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,9,13,1,3,4,0,17
Rockwall,2,"Justice, Supreme Court, Place 9",,,Eva Guzman,688,976,1664,84,187,271,207,2142
Rockwall,2,"Justice, Supreme Court, Place 9",,,Savannah Robinson,157,279,436,25,59,84,52,572
Rockwall,2,"Justice, Supreme Court, Place 9",,,Don Fulton,27,53,80,8,10,18,2,100
Rockwall,2,"Justice, Supreme Court, Place 9",,,Jim Chisholm,15,11,26,6,7,13,2,41
Rockwall,2A,"Justice, Supreme Court, Place 9",,,Eva Guzman,623,983,1606,117,206,323,141,2070
Rockwall,2A,"Justice, Supreme Court, Place 9",,,Savannah Robinson,169,341,510,33,76,109,56,675
Rockwall,2A,"Justice, Supreme Court, Place 9",,,Don Fulton,24,38,62,13,15,28,6,96
Rockwall,2A,"Justice, Supreme Court, Place 9",,,Jim Chisholm,11,12,23,4,8,12,6,41
Rockwall,2B,"Justice, Supreme Court, Place 9",,,Eva Guzman,248,411,659,67,112,179,37,875
Rockwall,2B,"Justice, Supreme Court, Place 9",,,Savannah Robinson,59,195,254,14,50,64,21,339
Rockwall,2B,"Justice, Supreme Court, Place 9",,,Don Fulton,14,27,41,5,13,18,2,61
Rockwall,2B,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5,7,12,1,3,4,0,16
Rockwall,2C,"Justice, Supreme Court, Place 9",,,Eva Guzman,907,1205,2112,188,264,452,116,2680
Rockwall,2C,"Justice, Supreme Court, Place 9",,,Savannah Robinson,123,262,385,18,49,67,25,477
Rockwall,2C,"Justice, Supreme Court, Place 9",,,Don Fulton,35,46,81,13,22,35,8,124
Rockwall,2C,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,8,14,4,4,8,1,23
Rockwall,3,"Justice, Supreme Court, Place 9",,,Eva Guzman,54,65,119,11,13,24,15,158
Rockwall,3,"Justice, Supreme Court, Place 9",,,Savannah Robinson,38,47,85,23,17,40,20,145
Rockwall,3,"Justice, Supreme Court, Place 9",,,Don Fulton,1,2,3,1,3,4,1,8
Rockwall,3,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,0,0,2,1,3,0,3
Rockwall,3A,"Justice, Supreme Court, Place 9",,,Eva Guzman,122,162,284,47,76,123,24,431
Rockwall,3A,"Justice, Supreme Court, Place 9",,,Savannah Robinson,79,140,219,39,57,96,11,326
Rockwall,3A,"Justice, Supreme Court, Place 9",,,Don Fulton,10,12,22,2,8,10,2,34
Rockwall,3A,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6,5,11,0,3,3,2,16
Rockwall,3B,"Justice, Supreme Court, Place 9",,,Eva Guzman,365,526,891,149,115,264,36,1191
Rockwall,3B,"Justice, Supreme Court, Place 9",,,Savannah Robinson,114,372,486,65,83,148,25,659
Rockwall,3B,"Justice, Supreme Court, Place 9",,,Don Fulton,21,16,37,6,13,19,3,59
Rockwall,3B,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,6,10,2,4,6,0,16
Rockwall,3C,"Justice, Supreme Court, Place 9",,,Eva Guzman,441,823,1264,75,145,220,87,1571
Rockwall,3C,"Justice, Supreme Court, Place 9",,,Savannah Robinson,56,108,164,11,29,40,18,222
Rockwall,3C,"Justice, Supreme Court, Place 9",,,Don Fulton,10,24,34,5,9,14,3,51
Rockwall,3C,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1,6,7,1,0,1,0,8
Rockwall,3D,"Justice, Supreme Court, Place 9",,,Eva Guzman,979,1427,2406,169,286,455,138,2999
Rockwall,3D,"Justice, Supreme Court, Place 9",,,Savannah Robinson,138,339,477,32,83,115,44,636
Rockwall,3D,"Justice, Supreme Court, Place 9",,,Don Fulton,28,51,79,6,13,19,3,101
Rockwall,3D,"Justice, Supreme Court, Place 9",,,Jim Chisholm,14,12,26,9,3,12,4,42
Rockwall,4,"Justice, Supreme Court, Place 9",,,Eva Guzman,446,533,979,83,124,207,95,1281
Rockwall,4,"Justice, Supreme Court, Place 9",,,Savannah Robinson,60,141,201,13,34,47,27,275
Rockwall,4,"Justice, Supreme Court, Place 9",,,Don Fulton,25,27,52,7,17,24,0,76
Rockwall,4,"Justice, Supreme Court, Place 9",,,Jim Chisholm,7,10,17,3,4,7,1,25
Rockwall,4A,"Justice, Supreme Court, Place 9",,,Eva Guzman,932,1429,2361,174,381,555,125,3041
Rockwall,4A,"Justice, Supreme Court, Place 9",,,Savannah Robinson,161,553,714,49,167,216,54,984
Rockwall,4A,"Justice, Supreme Court, Place 9",,,Don Fulton,49,73,122,15,42,57,2,181
Rockwall,4A,"Justice, Supreme Court, Place 9",,,Jim Chisholm,11,18,29,5,9,14,2,45
Rockwall,4B,"Justice, Supreme Court, Place 9",,,Eva Guzman,247,258,505,65,66,131,21,657
Rockwall,4B,"Justice, Supreme Court, Place 9",,,Savannah Robinson,69,93,162,29,36,65,12,239
Rockwall,4B,"Justice, Supreme Court, Place 9",,,Don Fulton,14,15,29,4,4,8,1,38
Rockwall,4B,"Justice, Supreme Court, Place 9",,,Jim Chisholm,7,7,14,4,2,6,1,21
Rockwall,4C,"Justice, Supreme Court, Place 9",,,Eva Guzman,398,672,1070,138,210,348,39,1457
Rockwall,4C,"Justice, Supreme Court, Place 9",,,Savannah Robinson,89,240,329,32,72,104,17,450
Rockwall,4C,"Justice, Supreme Court, Place 9",,,Don Fulton,18,27,45,6,10,16,2,63
Rockwall,4C,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4,14,18,2,5,7,0,25
Rockwall,1,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,777,1340,2117,103,257,360,146,2623
Rockwall,1,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",157,383,540,12,81,93,46,679
Rockwall,1,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,24,45,69,8,24,32,2,103
Rockwall,1,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,4,13,17,2,3,5,0,22
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,552,678,1230,129,148,277,94,1601
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",142,283,425,40,84,124,68,617
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,20,51,71,10,17,27,5,103
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,8,11,19,5,5,10,1,30
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,805,1283,2088,151,285,436,128,2652
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",105,300,405,22,58,80,34,519
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,42,51,93,17,13,30,3,126
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,6,6,0,3,3,1,10
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,525,774,1299,112,199,311,93,1703
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",69,201,270,17,36,53,24,347
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,27,36,63,3,13,16,3,82
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,4,9,13,1,2,3,0,16
Rockwall,2,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,703,969,1672,86,189,275,209,2156
Rockwall,2,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",149,291,440,27,57,84,52,576
Rockwall,2,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,21,46,67,8,14,22,1,90
Rockwall,2,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,14,12,26,2,4,6,1,33
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,628,987,1615,114,204,318,141,2074
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",165,335,500,33,77,110,61,671
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,22,39,61,13,19,32,5,98
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,7,14,21,4,5,9,1,31
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,249,412,661,69,115,184,39,884
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",59,192,251,13,50,63,21,335
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,15,33,48,3,9,12,1,61
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,3,3,6,2,4,6,0,12
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,907,1202,2109,188,275,463,112,2684
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",123,262,385,18,46,64,29,478
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,36,45,81,13,17,30,6,117
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,2,7,9,1,2,3,0,12
Rockwall,3,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,54,66,120,10,13,23,16,159
Rockwall,3,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",37,47,84,23,17,40,19,143
Rockwall,3,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,1,1,3,3,6,1,8
Rockwall,3,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,1,0,1,1,1,2,0,3
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,111,165,276,44,72,116,26,418
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",84,138,222,40,62,102,10,334
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,16,11,27,1,9,10,1,38
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,6,4,10,3,2,5,1,16
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,362,524,886,149,113,262,33,1181
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",120,364,484,62,83,145,29,658
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,20,23,43,8,14,22,2,67
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,3,5,8,3,3,6,0,14
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,443,824,1267,77,145,222,89,1578
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",51,105,156,12,28,40,18,214
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,11,23,34,4,11,15,1,50
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,2,6,8,0,0,0,0,8
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,981,1430,2411,174,285,459,142,3012
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",140,329,469,32,86,118,41,628
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,24,61,85,7,13,20,3,108
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,7,8,15,4,2,6,2,23
Rockwall,4,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,449,540,989,86,125,211,92,1292
Rockwall,4,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",59,137,196,10,32,42,29,267
Rockwall,4,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,22,27,49,8,16,24,1,74
Rockwall,4,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,5,5,10,1,4,5,0,15
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,928,1439,2367,171,371,542,124,3033
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",165,528,693,55,175,230,56,979
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,51,79,130,11,46,57,3,190
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,7,20,27,4,7,11,1,39
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,254,258,512,67,65,132,23,667
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",66,93,159,28,35,63,11,233
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,8,13,21,5,5,10,1,32
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,7,8,15,2,3,5,0,20
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,397,666,1063,130,208,338,38,1439
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",88,236,324,33,72,105,18,447
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,20,35,55,12,11,23,2,80
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,2,12,14,3,5,8,0,22
Rockwall,1,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,768,1327,2095,108,256,364,143,2602
Rockwall,1,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,166,399,565,12,88,100,46,711
Rockwall,1,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",22,36,58,5,15,20,4,82
Rockwall,1,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,7,19,26,0,6,6,1,33
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,557,670,1227,131,147,278,98,1603
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,142,299,441,41,84,125,64,630
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",14,34,48,6,13,19,4,71
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,9,17,26,6,9,15,2,43
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,817,1274,2091,153,282,435,129,2655
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,106,312,418,21,60,81,34,533
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",25,39,64,14,13,27,2,93
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,7,17,24,2,4,6,1,31
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,534,787,1321,112,198,310,94,1725
