county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Burnet,1,Ballots Cast,,,,,,,913
Burnet,2,Ballots Cast,,,,,,,1739
Burnet,3,Ballots Cast,,,,,,,51
Burnet,3 - GRANITE,Ballots Cast,,,,,,,645
Burnet,4,Ballots Cast,,,,,,,1430
Burnet,5,Ballots Cast,,,,,,,736
Burnet,6,Ballots Cast,,,,,,,379
Burnet,7,Ballots Cast,,,,,,,423
Burnet,8,Ballots Cast,,,,,,,779
Burnet,9,Ballots Cast,,,,,,,1832
Burnet,10,Ballots Cast,,,,,,,873
Burnet,11,Ballots Cast,,,,,,,257
Burnet,12,Ballots Cast,,,,,,,1014
Burnet,13,Ballots Cast,,,,,,,630
Burnet,14,Ballots Cast,,,,,,,318
Burnet,15,Ballots Cast,,,,,,,474
Burnet,16,Ballots Cast,,,,,,,338
Burnet,17,Ballots Cast,,,,,,,1150
Burnet,18,Ballots Cast,,,,,,,113
Burnet,18 - GRANITE,Ballots Cast,,,,,,,637
Burnet,19,Ballots Cast,,,,,,,2011
Burnet,19 - HSB,Ballots Cast,,,,,,,275
Burnet,19 - MARBLE,Ballots Cast,,,,,,,241
Burnet,20,Ballots Cast,,,,,,,197
Burnet,20 - MARBLE,Ballots Cast,,,,,,,2062
Burnet,Total,Ballots Cast,,,,,,,19517
Burnet,1,Straight Party,,,REP,27,408,97,532
Burnet,2,Straight Party,,,REP,99,669,181,949
Burnet,3,Straight Party,,,REP,3,26,5,34
Burnet,3 - GRANITE,Straight Party,,,REP,30,169,100,299
Burnet,4,Straight Party,,,REP,38,465,208,711
Burnet,5,Straight Party,,,REP,31,226,134,391
Burnet,6,Straight Party,,,REP,12,106,83,201
Burnet,7,Straight Party,,,REP,18,131,81,230
Burnet,8,Straight Party,,,REP,43,257,157,457
Burnet,9,Straight Party,,,REP,116,720,206,1042
Burnet,10,Straight Party,,,REP,36,298,123,457
Burnet,11,Straight Party,,,REP,11,59,95,165
Burnet,12,Straight Party,,,REP,29,305,206,540
Burnet,13,Straight Party,,,REP,18,200,123,341
Burnet,14,Straight Party,,,REP,8,86,81,175
Burnet,15,Straight Party,,,REP,12,100,143,255
Burnet,16,Straight Party,,,REP,21,52,115,188
Burnet,17,Straight Party,,,REP,67,453,102,622
Burnet,18,Straight Party,,,REP,3,48,16,67
Burnet,18 - GRANITE,Straight Party,,,REP,39,180,96,315
Burnet,19,Straight Party,,,REP,141,848,140,1129
Burnet,19 - HSB,Straight Party,,,REP,17,117,17,151
Burnet,19 - MARBLE,Straight Party,,,REP,20,94,22,136
Burnet,20,Straight Party,,,REP,11,74,19,104
Burnet,20 - MARBLE,Straight Party,,,REP,106,759,185,1050
Burnet,Total,Straight Party,,,REP,956,6850,2735,10541
Burnet,1,Straight Party,,,DEM,8,52,14,74
Burnet,2,Straight Party,,,DEM,27,162,60,249
Burnet,3,Straight Party,,,DEM,1,0,0,1
Burnet,3 - GRANITE,Straight Party,,,DEM,2,39,75,116
