county,precinct,office,district,candidate,party,votes,early_voting,election_day
Washington,117,President,,Donald J. Trump,REP,6,2,4
Washington,121,President,,Donald J. Trump,REP,35,30,5
Washington,202,President,,Donald J. Trump,REP,81,60,21
Washington,203,President,,Donald J. Trump,REP,929,652,277
Washington,205,President,,Donald J. Trump,REP,1153,932,221
Washington,208,President,,Donald J. Trump,REP,847,624,223
Washington,307,President,,Donald J. Trump,REP,717,540,177
Washington,311,President,,Donald J. Trump,REP,644,394,250
Washington,312,President,,Donald J. Trump,REP,419,284,135
Washington,316,President,,Donald J. Trump,REP,98,70,28
Washington,320,President,,Donald J. Trump,REP,1112,887,225
Washington,406,President,,Donald J. Trump,REP,778,593,185
Washington,410,President,,Donald J. Trump,REP,659,336,323
Washington,413,President,,Donald J. Trump,REP,522,318,204
Washington,414,President,,Donald J. Trump,REP,516,409,107
Washington,418,President,,Donald J. Trump,REP,252,203,49
Washington,419,President,,Donald J. Trump,REP,247,217,30
Washington,Total,President,,Donald J. Trump,REP,10702,,
Washington,101,President,,Hillary Clinton,DEM,275,147,128
Washington,104,President,,Hillary Clinton,DEM,668,483,185
Washington,109,President,,Hillary Clinton,DEM,129,87,42
Washington,115,President,,Hillary Clinton,DEM,129,97,32
Washington,117,President,,Hillary Clinton,DEM,24,14,10
Washington,121,President,,Hillary Clinton,DEM,21,16,5
Washington,202,President,,Hillary Clinton,DEM,41,29,12
Washington,203,President,,Hillary Clinton,DEM,241,142,99
Washington,205,President,,Hillary Clinton,DEM,334,251,83
Washington,208,President,,Hillary Clinton,DEM,118,88,30
Washington,307,President,,Hillary Clinton,DEM,205,152,53
Washington,311,President,,Hillary Clinton,DEM,123,75,48
Washington,312,President,,Hillary Clinton,DEM,105,76,29
Washington,316,President,,Hillary Clinton,DEM,37,31,6
Washington,320,President,,Hillary Clinton,DEM,153,112,41
Washington,406,President,,Hillary Clinton,DEM,327,183,144
Washington,410,President,,Hillary Clinton,DEM,111,58,53
Washington,413,President,,Hillary Clinton,DEM,70,57,13
Washington,414,President,,Hillary Clinton,DEM,57,40,17
Washington,418,President,,Hillary Clinton,DEM,93,71,22
Washington,419,President,,Hillary Clinton,DEM,121,99,22
Washington,Total,President,,Hillary Clinton,DEM,3382,,
Washington,101,President,,Gary Johnson,LIB,13,9,4
Washington,104,President,,Gary Johnson,LIB,18,15,3
Washington,109,President,,Gary Johnson,LIB,13,7,6
Washington,115,President,,Gary Johnson,LIB,11,7,4
Washington,117,President,,Gary Johnson,LIB,0,0,0
Washington,121,President,,Gary Johnson,LIB,4,2,2
Washington,202,President,,Gary Johnson,LIB,1,0,1
Washington,203,President,,Gary Johnson,LIB,25,17,8
Washington,205,President,,Gary Johnson,LIB,41,27,14
Washington,208,President,,Gary Johnson,LIB,14,8,6
Washington,307,President,,Gary Johnson,LIB,41,19,22
Washington,311,President,,Gary Johnson,LIB,24,12,12
Washington,312,President,,Gary Johnson,LIB,15,9,6
Washington,316,President,,Gary Johnson,LIB,3,1,2
Washington,320,President,,Gary Johnson,LIB,20,17,3
Washington,406,President,,Gary Johnson,LIB,43,21,22
Washington,410,President,,Gary Johnson,LIB,17,9,8
Washington,413,President,,Gary Johnson,LIB,8,8,0
Washington,414,President,,Gary Johnson,LIB,11,9,2
Washington,418,President,,Gary Johnson,LIB,17,12,5
Washington,419,President,,Gary Johnson,LIB,13,8,5
Washington,Total,President,,Gary Johnson,LIB,352,,
Washington,101,President,,Jill Stein,GRN,2,0,2
Washington,104,President,,Jill Stein,GRN,4,1,3
Washington,109,President,,Jill Stein,GRN,6,2,4
Washington,115,President,,Jill Stein,GRN,2,0,2
Washington,117,President,,Jill Stein,GRN,2,2,0
Washington,121,President,,Jill Stein,GRN,0,0,0
Washington,202,President,,Jill Stein,GRN,0,0,0
Washington,203,President,,Jill Stein,GRN,4,2,2
Washington,205,President,,Jill Stein,GRN,41,27,14
Washington,208,President,,Jill Stein,GRN,9,4,5
Washington,307,President,,Jill Stein,GRN,5,3,2
Washington,311,President,,Jill Stein,GRN,2,1,1
Washington,312,President,,Jill Stein,GRN,2,2,0
Washington,316,President,,Jill Stein,GRN,1,0,1
Washington,320,President,,Jill Stein,GRN,1,0,1
Washington,406,President,,Jill Stein,GRN,5,5,0
Washington,410,President,,Jill Stein,GRN,7,4,3
Washington,413,President,,Jill Stein,GRN,1,1,0
Washington,414,President,,Jill Stein,GRN,4,2,2
Washington,418,President,,Jill Stein,GRN,1,1,0
Washington,419,President,,Jill Stein,GRN,4,2,2
Washington,Total,President,,Jill Stein,GRN,103,,
Washington,101,President,,Write-in,,0,0,0
Washington,104,President,,Write-in,,3,2,1
Washington,109,President,,Write-in,,5,4,1
Washington,115,President,,Write-in,,1,0,1
Washington,117,President,,Write-in,,0,0,0
Washington,121,President,,Write-in,,0,0,0
Washington,202,President,,Write-in,,0,0,0
Washington,203,President,,Write-in,,5,4,1
Washington,205,President,,Write-in,,8,6,2
Washington,208,President,,Write-in,,7,3,4
Washington,307,President,,Write-in,,10,8,2
Washington,311,President,,Write-in,,9,3,6
Washington,312,President,,Write-in,,3,0,3
Washington,316,President,,Write-in,,0,0,0
Washington,320,President,,Write-in,,12,6,6
Washington,406,President,,Write-in,,8,3,5
Washington,410,President,,Write-in,,2,1,1
Washington,413,President,,Write-in,,0,0,0
Washington,414,President,,Write-in,,1,1,0
Washington,418,President,,Write-in,,4,3,1
Washington,419,President,,Write-in,,1,1,0
Washington,Total,President,,Write-in,,79,,
Washington,101,U.S House,10,Michael T McCaul,REP,461,266,195
Washington,104,U.S House,10,Michael T McCaul,REP,252,194,58
Washington,109,U.S House,10,Michael T McCaul,REP,590,385,205
Washington,115,U.S House,10,Michael T McCaul,REP,427,317,110
Washington,117,U.S House,10,Michael T McCaul,REP,7,3,4
Washington,121,U.S House,10,Michael T McCaul,REP,42,33,9
Washington,202,U.S House,10,Michael T McCaul,REP,84,64,20
Washington,203,U.S House,10,Michael T McCaul,REP,964,677,287
Washington,205,U.S House,10,Michael T McCaul,REP,1249,992,257
Washington,208,U.S House,10,Michael T McCaul,REP,883,642,241
Washington,307,U.S House,10,Michael T McCaul,REP,765,575,190
Washington,311,U.S House,10,Michael T McCaul,REP,667,401,266
Washington,312,U.S House,10,Michael T McCaul,REP,674,464,210
Washington,316,U.S House,10,Michael T McCaul,REP,105,76,29
Washington,320,U.S House,10,Michael T McCaul,REP,1142,911,231
Washington,406,U.S House,10,Michael T McCaul,REP,830,625,205
Washington,410,U.S House,10,Michael T McCaul,REP,673,344,329
Washington,413,U.S House,10,Michael T McCaul,REP,523,326,197
Washington,414,U.S House,10,Michael T McCaul,REP,525,414,111
Washington,418,U.S House,10,Michael T McCaul,REP,259,205,54
Washington,419,U.S House,10,Michael T McCaul,REP,264,224,40
Washington,Total,U.S House,10,Michael T McCaul,REP,11386,,
Washington,101,U.S House,10,Tawana W. Cadien,DEM,264,134,130
Washington,104,U.S House,10,Tawana W. Cadien,DEM,637,461,176
Washington,109,U.S House,10,Tawana W. Cadien,DEM,120,79,41
Washington,115,U.S House,10,Tawana W. Cadien,DEM,117,85,32
Washington,117,U.S House,10,Tawana W. Cadien,DEM,22,15,7
Washington,121,U.S House,10,Tawana W. Cadien,DEM,16,13,3
Washington,202,U.S House,10,Tawana W. Cadien,DEM,37,26,11
Washington,203,U.S House,10,Tawana W. Cadien,DEM,199,116,83
Washington,205,U.S House,10,Tawana W. Cadien,DEM,255,197,58
Washington,208,U.S House,10,Tawana W. Cadien,DEM,82,62,20
Washington,307,U.S House,10,Tawana W. Cadien,DEM,179,126,53
Washington,311,U.S House,10,Tawana W. Cadien,DEM,96,62,34
Washington,312,U.S House,10,Tawana W. Cadien,DEM,86,65,21
Washington,316,U.S House,10,Tawana W. Cadien,DEM,30,25,5
Washington,320,U.S House,10,Tawana W. Cadien,DEM,118,86,32
Washington,406,U.S House,10,Tawana W. Cadien,DEM,262,141,121
Washington,410,U.S House,10,Tawana W. Cadien,DEM,96,52,44
Washington,413,U.S House,10,Tawana W. Cadien,DEM,58,48,10
Washington,414,U.S House,10,Tawana W. Cadien,DEM,38,25,13
Washington,418,U.S House,10,Tawana W. Cadien,DEM,76,58,18
Washington,419,U.S House,10,Tawana W. Cadien,DEM,108,90,18
Washington,Total,U.S House,10,Tawana W. Cadien,DEM,2896,,
Washington,101,U.S House,10,Bill Kelsey,LIB,9,4,5
Washington,104,U.S House,10,Bill Kelsey,LIB,21,13,8
Washington,109,U.S House,10,Bill Kelsey,LIB,9,6,3
Washington,115,U.S House,10,Bill Kelsey,LIB,11,9,2
Washington,117,U.S House,10,Bill Kelsey,LIB,2,1,1
Washington,121,U.S House,10,Bill Kelsey,LIB,2,2,0
Washington,202,U.S House,10,Bill Kelsey,LIB,0,0,0
Washington,203,U.S House,10,Bill Kelsey,LIB,31,18,13
Washington,205,U.S House,10,Bill Kelsey,LIB,34,23,11
Washington,208,U.S House,10,Bill Kelsey,LIB,25,16,9
Washington,307,U.S House,10,Bill Kelsey,LIB,22,13,9
Washington,311,U.S House,10,Bill Kelsey,LIB,29,15,14
Washington,312,U.S House,10,Bill Kelsey,LIB,27,14,13
Washington,316,U.S House,10,Bill Kelsey,LIB,0,0,0
Washington,320,U.S House,10,Bill Kelsey,LIB,29,20,9
Washington,406,U.S House,10,Bill Kelsey,LIB,36,19,17
Washington,410,U.S House,10,Bill Kelsey,LIB,17,7,10
Washington,413,U.S House,10,Bill Kelsey,LIB,18,10,8
Washington,414,U.S House,10,Bill Kelsey,LIB,12,11,1
Washington,418,U.S House,10,Bill Kelsey,LIB,20,15,5
Washington,419,U.S House,10,Bill Kelsey,LIB,9,7,2
Washington,Total,U.S House,10,Bill Kelsey,LIB,363,,
Washington,101,Railroad Commissioner,,Wayne Christian,REP,433,245,188
Washington,104,Railroad Commissioner,,Wayne Christian,REP,212,161,51
Washington,109,Railroad Commissioner,,Wayne Christian,REP,552,365,187
Washington,115,Railroad Commissioner,,Wayne Christian,REP,397,298,99
Washington,117,Railroad Commissioner,,Wayne Christian,REP,5,2,3
Washington,121,Railroad Commissioner,,Wayne Christian,REP,38,29,9
Washington,202,Railroad Commissioner,,Wayne Christian,REP,80,60,20
Washington,203,Railroad Commissioner,,Wayne Christian,REP,903,638,265
Washington,205,Railroad Commissioner,,Wayne Christian,REP,1145,919,226
Washington,208,Railroad Commissioner,,Wayne Christian,REP,822,605,217
Washington,307,Railroad Commissioner,,Wayne Christian,REP,714,542,172
Washington,311,Railroad Commissioner,,Wayne Christian,REP,623,380,243
Washington,312,Railroad Commissioner,,Wayne Christian,REP,631,435,196
Washington,316,Railroad Commissioner,,Wayne Christian,REP,96,71,25
Washington,320,Railroad Commissioner,,Wayne Christian,REP,1069,855,214
Washington,406,Railroad Commissioner,,Wayne Christian,REP,754,574,180
Washington,410,Railroad Commissioner,,Wayne Christian,REP,635,324,311
Washington,413,Railroad Commissioner,,Wayne Christian,REP,506,312,10
Washington,414,Railroad Commissioner,,Wayne Christian,REP,487,384,103
Washington,418,Railroad Commissioner,,Wayne Christian,REP,244,196,48
Washington,419,Railroad Commissioner,,Wayne Christian,REP,238,205,33
Washington,Total,Railroad Commissioner,,Wayne Christian,REP,10584,,
Washington,101,Railroad Commissioner,,Grady Yarbrough,DEM,269,135,134
Washington,104,Railroad Commissioner,,Grady Yarbrough,DEM,642,470,172
Washington,109,Railroad Commissioner,,Grady Yarbrough,DEM,126,81,45
Washington,115,Railroad Commissioner,,Grady Yarbrough,DEM,117,88,29
Washington,117,Railroad Commissioner,,Grady Yarbrough,DEM,22,14,8
Washington,121,Railroad Commissioner,,Grady Yarbrough,DEM,15,13,2
Washington,202,Railroad Commissioner,,Grady Yarbrough,DEM,37,27,10
Washington,203,Railroad Commissioner,,Grady Yarbrough,DEM,218,125,93
Washington,205,Railroad Commissioner,,Grady Yarbrough,DEM,279,219,60
Washington,208,Railroad Commissioner,,Grady Yarbrough,DEM,104,78,26
Washington,307,Railroad Commissioner,,Grady Yarbrough,DEM,183,130,53
Washington,311,Railroad Commissioner,,Grady Yarbrough,DEM,107,66,41
Washington,312,Railroad Commissioner,,Grady Yarbrough,DEM,90,64,26
Washington,316,Railroad Commissioner,,Grady Yarbrough,DEM,31,26,5
Washington,320,Railroad Commissioner,,Grady Yarbrough,DEM,129,96,33
Washington,406,Railroad Commissioner,,Grady Yarbrough,DEM,301,170,131
Washington,410,Railroad Commissioner,,Grady Yarbrough,DEM,102,56,46
Washington,413,Railroad Commissioner,,Grady Yarbrough,DEM,63,53,10
Washington,414,Railroad Commissioner,,Grady Yarbrough,DEM,52,38,14
Washington,418,Railroad Commissioner,,Grady Yarbrough,DEM,85,66,19
Washington,419,Railroad Commissioner,,Grady Yarbrough,DEM,107,84,23
Washington,Total,Railroad Commissioner,,Grady Yarbrough,DEM,3079,,
Washington,101,Railroad Commissioner,,Mark Miller,LIB,26,19,7
Washington,104,Railroad Commissioner,,Mark Miller,LIB,35,25,10
Washington,109,Railroad Commissioner,,Mark Miller,LIB,24,15,9
Washington,115,Railroad Commissioner,,Mark Miller,LIB,25,17,8
Washington,117,Railroad Commissioner,,Mark Miller,LIB,0,0,0
Washington,121,Railroad Commissioner,,Mark Miller,LIB,3,2,1
Washington,202,Railroad Commissioner,,Mark Miller,LIB,1,1,0
Washington,203,Railroad Commissioner,,Mark Miller,LIB,41,27,14
Washington,205,Railroad Commissioner,,Mark Miller,LIB,79,57,22
Washington,208,Railroad Commissioner,,Mark Miller,LIB,36,27,9
Washington,307,Railroad Commissioner,,Mark Miller,LIB,35,20,15
Washington,311,Railroad Commissioner,,Mark Miller,LIB,39,21,18
Washington,312,Railroad Commissioner,,Mark Miller,LIB,34,25,9
Washington,316,Railroad Commissioner,,Mark Miller,LIB,3,1,2
Washington,320,Railroad Commissioner,,Mark Miller,LIB,49,35,14
Washington,406,Railroad Commissioner,,Mark Miller,LIB,55,7,9
Washington,410,Railroad Commissioner,,Mark Miller,LIB,28,14,14
Washington,413,Railroad Commissioner,,Mark Miller,LIB,22,13,9
Washington,414,Railroad Commissioner,,Mark Miller,LIB,18,13,5
Washington,418,Railroad Commissioner,,Mark Miller,LIB,19,14,5
Washington,419,Railroad Commissioner,,Mark Miller,LIB,19,18,1
Washington,Total,Railroad Commissioner,,Mark Miller,LIB,591,,
Washington,101,Railroad Commissioner,,Martina Salinas,GRN,4,3,1
Washington,104,Railroad Commissioner,,Martina Salinas,GRN,14,7,7
Washington,109,Railroad Commissioner,,Martina Salinas,GRN,6,4,2
Washington,115,Railroad Commissioner,,Martina Salinas,GRN,7,3,4
Washington,117,Railroad Commissioner,,Martina Salinas,GRN,3,2,1
Washington,121,Railroad Commissioner,,Martina Salinas,GRN,2,2,0
Washington,202,Railroad Commissioner,,Martina Salinas,GRN,1,1,0
Washington,203,Railroad Commissioner,,Martina Salinas,GRN,15,9,6
Washington,205,Railroad Commissioner,,Martina Salinas,GRN,19,11,8
Washington,208,Railroad Commissioner,,Martina Salinas,GRN,15,7,8
Washington,307,Railroad Commissioner,,Martina Salinas,GRN,18,9,9
Washington,311,Railroad Commissioner,,Martina Salinas,GRN,10,3,7
Washington,312,Railroad Commissioner,,Martina Salinas,GRN,10,5,5
Washington,316,Railroad Commissioner,,Martina Salinas,GRN,2,1,1
Washington,320,Railroad Commissioner,,Martina Salinas,GRN,13,10,3
Washington,406,Railroad Commissioner,,Martina Salinas,GRN,16,7,9
Washington,410,Railroad Commissioner,,Martina Salinas,GRN,10,6,4
Washington,413,Railroad Commissioner,,Martina Salinas,GRN,1,0,1
Washington,414,Railroad Commissioner,,Martina Salinas,GRN,7,4,3
Washington,418,Railroad Commissioner,,Martina Salinas,GRN,8,4,4
Washington,419,Railroad Commissioner,,Martina Salinas,GRN,8,7,1
Washington,Total,Railroad Commissioner,,Martina Salinas,GRN,189,,
Washington,101,State Senate,18,Lois W. Kolkhorst,REP,504,291,213
Washington,104,State Senate,18,Lois W. Kolkhorst,REP,369,272,97
Washington,109,State Senate,18,Lois W. Kolkhorst,REP,602,392,210
Washington,115,State Senate,18,Lois W. Kolkhorst,REP,451,334,117
Washington,117,State Senate,18,Lois W. Kolkhorst,REP,16,6,10
Washington,121,State Senate,18,Lois W. Kolkhorst,REP,49,41,8
Washington,202,State Senate,18,Lois W. Kolkhorst,REP,90,68,22
Washington,203,State Senate,18,Lois W. Kolkhorst,REP,985,684,301
Washington,205,State Senate,18,Lois W. Kolkhorst,REP,1291,1031,260
Washington,208,State Senate,18,Lois W. Kolkhorst,REP,907,659,248
Washington,307,State Senate,18,Lois W. Kolkhorst,REP,804,604,200
Washington,311,State Senate,18,Lois W. Kolkhorst,REP,682,411,271
Washington,312,State Senate,18,Lois W. Kolkhorst,REP,700,484,216
Washington,316,State Senate,18,Lois W. Kolkhorst,REP,109,79,30
Washington,320,State Senate,18,Lois W. Kolkhorst,REP,1172,930,242
Washington,406,State Senate,18,Lois W. Kolkhorst,REP,876,658,218
Washington,410,State Senate,18,Lois W. Kolkhorst,REP,689,353,336
Washington,413,State Senate,18,Lois W. Kolkhorst,REP,537,333,204
Washington,414,State Senate,18,Lois W. Kolkhorst,REP,524,416,108
Washington,418,State Senate,18,Lois W. Kolkhorst,REP,271,215,56
Washington,419,State Senate,18,Lois W. Kolkhorst,REP,280,237,43
Washington,Total,State Senate,18,Lois W. Kolkhorst,REP,11908,,
Washington,101,State Senate,18,Kathie L. Stone,LIB,76,42,34
Washington,104,State Senate,18,Kathie L. Stone,LIB,157,97,60
Washington,109,State Senate,18,Kathie L. Stone,LIB,56,33,23
Washington,115,State Senate,18,Kathie L. Stone,LIB,43,31,12
Washington,117,State Senate,18,Kathie L. Stone,LIB,3,3,0
Washington,121,State Senate,18,Kathie L. Stone,LIB,7,6,1
Washington,202,State Senate,18,Kathie L. Stone,LIB,9,6,3
Washington,203,State Senate,18,Kathie L. Stone,LIB,88,63,25
Washington,205,State Senate,18,Kathie L. Stone,LIB,142,99,43
Washington,208,State Senate,18,Kathie L. Stone,LIB,52,40,12
Washington,307,State Senate,18,Kathie L. Stone,LIB,87,53,34
Washington,311,State Senate,18,Kathie L. Stone,LIB,63,33,30
Washington,312,State Senate,18,Kathie L. Stone,LIB,52,32,20
Washington,316,State Senate,18,Kathie L. Stone,LIB,13,12,1
Washington,320,State Senate,18,Kathie L. Stone,LIB,83,63,20
Washington,406,State Senate,18,Kathie L. Stone,LIB,139,71,68
Washington,410,State Senate,18,Kathie L. Stone,LIB,33,19,14
Washington,413,State Senate,18,Kathie L. Stone,LIB,27,15,12
Washington,414,State Senate,18,Kathie L. Stone,LIB,31,23,8
Washington,418,State Senate,18,Kathie L. Stone,LIB,53,38,15
Washington,419,State Senate,18,Kathie L. Stone,LIB,54,45,9
Washington,Total,State Senate,18,Kathie L. Stone,LIB,1268,,
Washington,101,State Representative,13,Leighton Schubert,REP,458,261,197
Washington,104,State Representative,13,Leighton Schubert,REP,236,182,54
Washington,109,State Representative,13,Leighton Schubert,REP,586,384,202
Washington,115,State Representative,13,Leighton Schubert,REP,417,309,108
Washington,117,State Representative,13,Leighton Schubert,REP,7,3,4
Washington,121,State Representative,13,Leighton Schubert,REP,38,31,7
Washington,202,State Representative,13,Leighton Schubert,REP,76,57,19
Washington,203,State Representative,13,Leighton Schubert,REP,949,668,281
Washington,205,State Representative,13,Leighton Schubert,REP,1230,983,247
Washington,208,State Representative,13,Leighton Schubert,REP,880,642,238
Washington,307,State Representative,13,Leighton Schubert,REP,752,563,189
Washington,311,State Representative,13,Leighton Schubert,REP,665,400,265
Washington,312,State Representative,13,Leighton Schubert,REP,674,468,206
Washington,316,State Representative,13,Leighton Schubert,REP,102,74,28
Washington,320,State Representative,13,Leighton Schubert,REP,1143,906,237
Washington,406,State Representative,13,Leighton Schubert,REP,832,622,210
Washington,410,State Representative,13,Leighton Schubert,REP,661,336,325
Washington,413,State Representative,13,Leighton Schubert,REP,518,320,198
Washington,414,State Representative,13,Leighton Schubert,REP,523,412,111
Washington,418,State Representative,13,Leighton Schubert,REP,259,207,52
Washington,419,State Representative,13,Leighton Schubert,REP,260,224,36
Washington,Total,State Representative,13,Leighton Schubert,REP,11266,,
Washington,101,State Representative,13,Cecil R Webster,DEM,278,144,134
Washington,104,State Representative,13,Cecil R Webster,DEM,668,479,189
Washington,109,State Representative,13,Cecil R Webster,DEM,130,84,46
Washington,115,State Representative,13,Cecil R Webster,DEM,137,104,33
Washington,117,State Representative,13,Cecil R Webster,DEM,25,16,9
Washington,121,State Representative,13,Cecil R Webster,DEM,19,15,4
Washington,202,State Representative,13,Cecil R Webster,DEM,44,32,12
Washington,203,State Representative,13,Cecil R Webster,DEM,231,135,96
Washington,205,State Representative,13,Cecil R Webster,DEM,293,226,67
Washington,208,State Representative,13,Cecil R Webster,DEM,103,76,27
Washington,307,State Representative,13,Cecil R Webster,DEM,208,145,63
Washington,311,State Representative,13,Cecil R Webster,DEM,118,72,46
Washington,312,State Representative,13,Cecil R Webster,DEM,103,69,34
Washington,316,State Representative,13,Cecil R Webster,DEM,34,27,7
Washington,320,State Representative,13,Cecil R Webster,DEM,138,103,35
Washington,406,State Representative,13,Cecil R Webster,DEM,292,163,129
Washington,410,State Representative,13,Cecil R Webster,DEM,115,62,53
Washington,413,State Representative,13,Cecil R Webster,DEM,70,56,14
Washington,414,State Representative,13,Cecil R Webster,DEM,51,36,15
Washington,418,State Representative,13,Cecil R Webster,DEM,98,72,26
Washington,419,State Representative,13,Cecil R Webster,DEM,112,91,21
Washington,Total,State Representative,13,Cecil R Webster,DEM,3267,,
