county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Kleberg,0031,Referenda Item #4,,DEM,Against,9,0,4,5,0
Kleberg,0031,Referenda Item #5,,DEM,For,103,8,67,28,0
Kleberg,0031,Referenda Item #5,,DEM,Against,41,6,22,13,0
Kleberg,0031,Referenda Item #6,,DEM,For,129,11,85,33,0
Kleberg,0031,Referenda Item #6,,DEM,Against,19,3,7,9,0
Kleberg,0032,Registered Voters - Total,,,,1066,,,,
Kleberg,0032,Ballots Cast - Total,,REP,,149,2,86,61,0
Kleberg,0032,Ballots Cast - Total,,DEM,,127,5,86,36,0
Kleberg,0032,President,,DEM,Bernie Sanders,30,2,13,15,0
Kleberg,0032,President,,DEM,Star Locke,1,0,0,1,0
Kleberg,0032,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Kleberg,0032,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0032,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0032,President,,DEM,Hillary Clinton,90,3,70,17,0
Kleberg,0032,President,,DEM,"Roque ""Rocky"" De La Fuente",2,0,0,2,0
Kleberg,0032,President,,DEM,Keith Judd,1,0,0,1,0
Kleberg,0032,U.S. House,34,DEM,Filemon B. Vela,98,4,64,30,0
Kleberg,0032,Railroad Commissioner,,DEM,Grady Yarbrough,57,1,41,15,0
Kleberg,0032,Railroad Commissioner,,DEM,Cody Garrett,35,2,23,10,0
Kleberg,0032,Railroad Commissioner,,DEM,Lon Burnam,13,1,6,6,0
Kleberg,0032,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,95,3,64,28,0
Kleberg,0032,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,97,3,66,28,0
Kleberg,0032,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,91,3,64,24,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",88,3,60,25,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,88,3,60,25,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,89,3,60,26,0
Kleberg,0032,State Senator,27,DEM,Eddie Lucio Jr,100,4,67,29,0
Kleberg,0032,State Senator,27,DEM,O. Rodriguez Haro III,15,0,8,7,0
Kleberg,0032,State Representative,43,DEM,Marisa Yvette Garcia-Utley,93,3,64,26,0
Kleberg,0032,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,71,1,48,22,0
Kleberg,0032,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,42,2,28,12,0
Kleberg,0032,District Attorney,,DEM,Nathan P. Fugate,99,3,70,26,0
Kleberg,0032,County Attorney,,DEM,Kira Talip,98,3,68,27,0
Kleberg,0032,Sheriff,,DEM,Alex Perez,30,1,21,8,0
Kleberg,0032,Sheriff,,DEM,Juan J. Gonzalez,62,1,41,20,0
Kleberg,0032,Sheriff,,DEM,Tim Camarillo,23,2,15,6,0
Kleberg,0032,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,108,4,72,32,0
Kleberg,0032,"County Commissioner, Precinct No. 3",,DEM,Roy Cantu,68,4,42,22,0
Kleberg,0032,"County Commissioner, Precinct No. 3",,DEM,Jesse Mendez Jr,49,0,37,12,0
Kleberg,0032,"Constable, Precinct No. 3",,DEM,Valarie Enzenbacher,30,2,17,11,0
Kleberg,0032,"Constable, Precinct No. 3",,DEM,Grace Moya Garcia,80,2,56,22,0
Kleberg,0032,County Chairman,,DEM,Kyle Benson,90,3,61,26,0
Kleberg,0032,Referenda Item #1,,DEM,For,90,3,62,25,0
Kleberg,0032,Referenda Item #1,,DEM,Against,18,0,10,8,0
Kleberg,0032,Referenda Item #2,,DEM,For,92,2,64,26,0
Kleberg,0032,Referenda Item #2,,DEM,Against,15,1,9,5,0
Kleberg,0032,Referenda Item #3,,DEM,For,90,4,61,25,0
Kleberg,0032,Referenda Item #3,,DEM,Against,21,0,13,8,0
Kleberg,0032,Referenda Item #4,,DEM,For,100,4,70,26,0
Kleberg,0032,Referenda Item #4,,DEM,Against,10,0,3,7,0
Kleberg,0032,Referenda Item #5,,DEM,For,80,3,52,25,0
Kleberg,0032,Referenda Item #5,,DEM,Against,34,1,23,10,0
Kleberg,0032,Referenda Item #6,,DEM,For,101,4,68,29,0
Kleberg,0032,Referenda Item #6,,DEM,Against,13,0,8,5,0
Kleberg,0033/0034,Registered Voters - Total,,,,1179,,,,
Kleberg,0033/0034,Ballots Cast - Total,,REP,,252,1,202,49,0
Kleberg,0033/0034,Ballots Cast - Total,,DEM,,223,4,168,51,0
Kleberg,0033/0034,President,,DEM,Bernie Sanders,48,0,36,12,0
Kleberg,0033/0034,President,,DEM,Star Locke,2,0,1,1,0
Kleberg,0033/0034,President,,DEM,Martin J. O'Malley,1,1,0,0,0
Kleberg,0033/0034,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0033/0034,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0033/0034,President,,DEM,Hillary Clinton,135,1,103,31,0
Kleberg,0033/0034,President,,DEM,"Roque ""Rocky"" De La Fuente",5,0,3,2,0
Kleberg,0033/0034,President,,DEM,Keith Judd,4,1,2,1,0
Kleberg,0033/0034,U.S. House,34,DEM,Filemon B. Vela,144,3,108,33,0
Kleberg,0033/0034,Railroad Commissioner,,DEM,Grady Yarbrough,89,0,72,17,0
Kleberg,0033/0034,Railroad Commissioner,,DEM,Cody Garrett,43,2,30,11,0
Kleberg,0033/0034,Railroad Commissioner,,DEM,Lon Burnam,18,1,8,9,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,135,3,98,34,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,141,3,102,36,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,132,3,97,32,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",131,3,96,32,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,134,3,97,34,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,129,3,94,32,0
Kleberg,0033/0034,State Senator,27,DEM,Eddie Lucio Jr,134,2,100,32,0
Kleberg,0033/0034,State Senator,27,DEM,O. Rodriguez Haro III,35,1,26,8,0
Kleberg,0033/0034,State Representative,43,DEM,Marisa Yvette Garcia-Utley,133,3,96,34,0
Kleberg,0033/0034,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,92,1,66,25,0
Kleberg,0033/0034,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,80,2,61,17,0
Kleberg,0033/0034,District Attorney,,DEM,Nathan P. Fugate,142,3,102,37,0
Kleberg,0033/0034,County Attorney,,DEM,Kira Talip,134,3,100,31,0
Kleberg,0033/0034,Sheriff,,DEM,Alex Perez,50,2,39,9,0
Kleberg,0033/0034,Sheriff,,DEM,Juan J. Gonzalez,77,0,56,21,0
Kleberg,0033/0034,Sheriff,,DEM,Tim Camarillo,43,1,32,10,0
Kleberg,0033/0034,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,159,3,115,41,0
Kleberg,0033/0034,"County Commissioner, Precinct No. 3",,DEM,Roy Cantu,148,2,115,31,0
Kleberg,0033/0034,"County Commissioner, Precinct No. 3",,DEM,Jesse Mendez Jr,73,2,51,20,0
Kleberg,0033/0034,"Constable, Precinct No. 3",,DEM,Valarie Enzenbacher,82,3,57,22,0
Kleberg,0033/0034,"Constable, Precinct No. 3",,DEM,Grace Moya Garcia,132,1,106,25,0
Kleberg,0033/0034,County Chairman,,DEM,Kyle Benson,136,3,99,34,0
Kleberg,0033/0034,Referenda Item #1,,DEM,For,133,0,96,37,0
Kleberg,0033/0034,Referenda Item #1,,DEM,Against,30,2,23,5,0
Kleberg,0033/0034,Referenda Item #2,,DEM,For,130,0,90,40,0
Kleberg,0033/0034,Referenda Item #2,,DEM,Against,26,2,22,2,0
Kleberg,0033/0034,Referenda Item #3,,DEM,For,120,0,83,37,0
Kleberg,0033/0034,Referenda Item #3,,DEM,Against,44,2,36,6,0
Kleberg,0033/0034,Referenda Item #4,,DEM,For,131,0,95,36,0
Kleberg,0033/0034,Referenda Item #4,,DEM,Against,28,2,22,4,0
Kleberg,0033/0034,Referenda Item #5,,DEM,For,99,0,69,30,0
Kleberg,0033/0034,Referenda Item #5,,DEM,Against,67,2,52,13,0
Kleberg,0033/0034,Referenda Item #6,,DEM,For,120,0,85,35,0
Kleberg,0033/0034,Referenda Item #6,,DEM,Against,47,2,37,8,0
Kleberg,0035,Registered Voters - Total,,,,992,,,,
Kleberg,0035,Ballots Cast - Total,,REP,,152,0,118,34,0
Kleberg,0035,Ballots Cast - Total,,DEM,,179,9,130,40,0
Kleberg,0035,President,,DEM,Bernie Sanders,59,3,43,13,0
Kleberg,0035,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0035,President,,DEM,Martin J. O'Malley,2,0,0,2,0
Kleberg,0035,President,,DEM,Willie L. Wilson,1,0,1,0,0
Kleberg,0035,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0035,President,,DEM,Hillary Clinton,103,6,77,20,0
Kleberg,0035,President,,DEM,"Roque ""Rocky"" De La Fuente",4,0,3,1,0
Kleberg,0035,President,,DEM,Keith Judd,0,0,0,0,0
Kleberg,0035,U.S. House,34,DEM,Filemon B. Vela,132,9,94,29,0
Kleberg,0035,Railroad Commissioner,,DEM,Grady Yarbrough,72,7,48,17,0
Kleberg,0035,Railroad Commissioner,,DEM,Cody Garrett,56,1,45,10,0
Kleberg,0035,Railroad Commissioner,,DEM,Lon Burnam,16,1,11,4,0
Kleberg,0035,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,121,8,86,27,0
Kleberg,0035,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,130,8,93,29,0
Kleberg,0035,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,119,8,87,24,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",120,9,90,21,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,119,8,89,22,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,118,8,88,22,0
Kleberg,0035,State Senator,27,DEM,Eddie Lucio Jr,122,5,90,27,0
Kleberg,0035,State Senator,27,DEM,O. Rodriguez Haro III,31,4,19,8,0
Kleberg,0035,State Representative,43,DEM,Marisa Yvette Garcia-Utley,130,8,94,28,0
Kleberg,0035,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,80,4,54,22,0
Kleberg,0035,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,74,5,57,12,0
Kleberg,0035,District Attorney,,DEM,Nathan P. Fugate,134,8,100,26,0
Kleberg,0035,County Attorney,,DEM,Kira Talip,132,8,95,29,0
Kleberg,0035,Sheriff,,DEM,Alex Perez,35,4,23,8,0
Kleberg,0035,Sheriff,,DEM,Juan J. Gonzalez,86,5,65,16,0
Kleberg,0035,Sheriff,,DEM,Tim Camarillo,33,0,24,9,0
Kleberg,0035,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,144,8,106,30,0
Kleberg,0035,"County Commissioner, Precinct No. 3",,DEM,Roy Cantu,80,2,54,24,0
Kleberg,0035,"County Commissioner, Precinct No. 3",,DEM,Jesse Mendez Jr,96,7,73,16,0
Kleberg,0035,"Constable, Precinct No. 3",,DEM,Valarie Enzenbacher,39,1,31,7,0
Kleberg,0035,"Constable, Precinct No. 3",,DEM,Grace Moya Garcia,126,8,86,32,0
Kleberg,0035,County Chairman,,DEM,Kyle Benson,124,8,90,26,0
Kleberg,0035,Referenda Item #1,,DEM,For,122,9,86,27,0
Kleberg,0035,Referenda Item #1,,DEM,Against,20,0,13,7,0
Kleberg,0035,Referenda Item #2,,DEM,For,126,8,90,28,0
Kleberg,0035,Referenda Item #2,,DEM,Against,14,1,9,4,0
Kleberg,0035,Referenda Item #3,,DEM,For,118,8,83,27,0
Kleberg,0035,Referenda Item #3,,DEM,Against,23,1,17,5,0
Kleberg,0035,Referenda Item #4,,DEM,For,122,9,84,29,0
Kleberg,0035,Referenda Item #4,,DEM,Against,17,0,15,2,0
Kleberg,0035,Referenda Item #5,,DEM,For,97,7,67,23,0
Kleberg,0035,Referenda Item #5,,DEM,Against,48,2,37,9,0
Kleberg,0035,Referenda Item #6,,DEM,For,129,8,93,28,0
Kleberg,0035,Referenda Item #6,,DEM,Against,17,1,12,4,0
Kleberg,0041/0042,Registered Voters - Total,,,,1430,,,,
Kleberg,0041/0042,Ballots Cast - Total,,REP,,59,0,45,14,0
Kleberg,0041/0042,Ballots Cast - Total,,DEM,,204,25,132,47,0
Kleberg,0041/0042,President,,DEM,Bernie Sanders,33,4,24,5,0
Kleberg,0041/0042,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0041/0042,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Kleberg,0041/0042,President,,DEM,Willie L. Wilson,1,0,1,0,0
Kleberg,0041/0042,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0041/0042,President,,DEM,Hillary Clinton,164,20,103,41,0
Kleberg,0041/0042,President,,DEM,"Roque ""Rocky"" De La Fuente",2,0,1,1,0
Kleberg,0041/0042,President,,DEM,Keith Judd,0,0,0,0,0
Kleberg,0041/0042,U.S. House,34,DEM,Filemon B. Vela,153,19,95,39,0
Kleberg,0041/0042,Railroad Commissioner,,DEM,Grady Yarbrough,90,13,58,19,0
Kleberg,0041/0042,Railroad Commissioner,,DEM,Cody Garrett,51,1,34,16,0
Kleberg,0041/0042,Railroad Commissioner,,DEM,Lon Burnam,16,3,10,3,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,142,18,89,35,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,153,20,95,38,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,133,17,84,32,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",134,17,85,32,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,135,17,85,33,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,133,17,83,33,0
Kleberg,0041/0042,State Senator,27,DEM,Eddie Lucio Jr,142,16,88,38,0
Kleberg,0041/0042,State Senator,27,DEM,O. Rodriguez Haro III,33,6,23,4,0
Kleberg,0041/0042,State Representative,43,DEM,Marisa Yvette Garcia-Utley,144,20,91,33,0
Kleberg,0041/0042,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,90,6,57,27,0
Kleberg,0041/0042,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,90,16,60,14,0
Kleberg,0041/0042,District Attorney,,DEM,Nathan P. Fugate,163,23,101,39,0
Kleberg,0041/0042,County Attorney,,DEM,Kira Talip,144,20,89,35,0
Kleberg,0041/0042,Sheriff,,DEM,Alex Perez,38,5,23,10,0
Kleberg,0041/0042,Sheriff,,DEM,Juan J. Gonzalez,81,13,50,18,0
Kleberg,0041/0042,Sheriff,,DEM,Tim Camarillo,68,6,46,16,0
Kleberg,0041/0042,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,173,19,112,42,0
Kleberg,0041/0042,"Constable, Precinct No. 4",,DEM,Amando O. Vidal,164,19,104,41,0
Kleberg,0041/0042,County Chairman,,DEM,Kyle Benson,141,18,86,37,0
Kleberg,0041/0042,Referenda Item #1,,DEM,For,132,17,89,26,0
Kleberg,0041/0042,Referenda Item #1,,DEM,Against,10,1,6,3,0
Kleberg,0041/0042,Referenda Item #2,,DEM,For,126,16,84,26,0
Kleberg,0041/0042,Referenda Item #2,,DEM,Against,10,1,7,2,0
Kleberg,0041/0042,Referenda Item #3,,DEM,For,124,14,83,27,0
Kleberg,0041/0042,Referenda Item #3,,DEM,Against,17,2,10,5,0
Kleberg,0041/0042,Referenda Item #4,,DEM,For,133,18,84,31,0
Kleberg,0041/0042,Referenda Item #4,,DEM,Against,10,1,7,2,0
Kleberg,0041/0042,Referenda Item #5,,DEM,For,92,11,59,22,0
Kleberg,0041/0042,Referenda Item #5,,DEM,Against,55,6,38,11,0
Kleberg,0041/0042,Referenda Item #6,,DEM,For,140,17,92,31,0
Kleberg,0041/0042,Referenda Item #6,,DEM,Against,10,1,8,1,0
Kleberg,0043,Registered Voters - Total,,,,1473,,,,
Kleberg,0043,Ballots Cast - Total,,REP,,162,2,104,56,0
Kleberg,0043,Ballots Cast - Total,,DEM,,212,18,135,59,0
Kleberg,0043,President,,DEM,Bernie Sanders,40,2,27,11,0
Kleberg,0043,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0043,President,,DEM,Martin J. O'Malley,1,0,0,1,0
Kleberg,0043,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0043,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0043,President,,DEM,Hillary Clinton,161,13,106,42,0
Kleberg,0043,President,,DEM,"Roque ""Rocky"" De La Fuente",7,3,0,4,0
Kleberg,0043,President,,DEM,Keith Judd,1,0,1,0,0
Kleberg,0043,U.S. House,34,DEM,Filemon B. Vela,161,15,94,52,0
Kleberg,0043,Railroad Commissioner,,DEM,Grady Yarbrough,94,10,58,26,0
Kleberg,0043,Railroad Commissioner,,DEM,Cody Garrett,60,4,37,19,0
Kleberg,0043,Railroad Commissioner,,DEM,Lon Burnam,20,1,11,8,0
Kleberg,0043,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,145,14,84,47,0
Kleberg,0043,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,166,16,95,55,0
Kleberg,0043,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,139,13,78,48,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",135,12,77,46,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,139,13,79,47,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,135,13,77,45,0
Kleberg,0043,State Senator,27,DEM,Eddie Lucio Jr,153,13,99,41,0
Kleberg,0043,State Senator,27,DEM,O. Rodriguez Haro III,33,3,17,13,0
Kleberg,0043,State Representative,43,DEM,Marisa Yvette Garcia-Utley,146,13,83,50,0
Kleberg,0043,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,93,8,64,21,0
Kleberg,0043,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,95,8,56,31,0
Kleberg,0043,District Attorney,,DEM,Nathan P. Fugate,159,15,95,49,0
Kleberg,0043,County Attorney,,DEM,Kira Talip,153,16,88,49,0
Kleberg,0043,Sheriff,,DEM,Alex Perez,59,5,33,21,0
Kleberg,0043,Sheriff,,DEM,Juan J. Gonzalez,92,8,60,24,0
Kleberg,0043,Sheriff,,DEM,Tim Camarillo,40,4,24,12,0
Kleberg,0043,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,170,18,100,52,0
Kleberg,0043,"Constable, Precinct No. 4",,DEM,Amando O. Vidal,169,17,99,53,0
Kleberg,0043,County Chairman,,DEM,Kyle Benson,143,13,83,47,0
Kleberg,0043,Referenda Item #1,,DEM,For,154,13,98,43,0
Kleberg,0043,Referenda Item #1,,DEM,Against,16,1,11,4,0
Kleberg,0043,Referenda Item #2,,DEM,For,153,14,95,44,0
Kleberg,0043,Referenda Item #2,,DEM,Against,19,2,12,5,0
Kleberg,0043,Referenda Item #3,,DEM,For,151,10,97,44,0
Kleberg,0043,Referenda Item #3,,DEM,Against,21,5,12,4,0
Kleberg,0043,Referenda Item #4,,DEM,For,160,13,105,42,0
Kleberg,0043,Referenda Item #4,,DEM,Against,16,2,7,7,0
Kleberg,0043,Referenda Item #5,,DEM,For,128,10,90,28,0
Kleberg,0043,Referenda Item #5,,DEM,Against,51,6,25,20,0
Kleberg,0043,Referenda Item #6,,DEM,For,160,16,99,45,0
Kleberg,0043,Referenda Item #6,,DEM,Against,20,0,13,7,0
Kleberg,0044,Registered Voters - Total,,,,511,,,,
Kleberg,0044,Ballots Cast - Total,,REP,,49,2,29,18,0
Kleberg,0044,Ballots Cast - Total,,DEM,,67,15,39,13,0
Kleberg,0044,President,,DEM,Bernie Sanders,11,2,9,0,0
Kleberg,0044,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0044,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Kleberg,0044,President,,DEM,Willie L. Wilson,1,0,1,0,0
Kleberg,0044,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0044,President,,DEM,Hillary Clinton,55,13,29,13,0
Kleberg,0044,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Kleberg,0044,President,,DEM,Keith Judd,0,0,0,0,0
Kleberg,0044,U.S. House,34,DEM,Filemon B. Vela,51,13,28,10,0
Kleberg,0044,Railroad Commissioner,,DEM,Grady Yarbrough,33,13,12,8,0
Kleberg,0044,Railroad Commissioner,,DEM,Cody Garrett,20,0,17,3,0
Kleberg,0044,Railroad Commissioner,,DEM,Lon Burnam,5,0,5,0,0
Kleberg,0044,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,51,14,28,9,0
Kleberg,0044,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,53,12,30,11,0
Kleberg,0044,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,51,13,28,10,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",51,13,28,10,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,50,13,27,10,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,51,13,28,10,0
Kleberg,0044,State Senator,27,DEM,Eddie Lucio Jr,51,12,26,13,0
Kleberg,0044,State Senator,27,DEM,O. Rodriguez Haro III,9,1,8,0,0
Kleberg,0044,State Representative,43,DEM,Marisa Yvette Garcia-Utley,51,12,28,11,0
Kleberg,0044,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,36,5,22,9,0
Kleberg,0044,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,24,9,13,2,0
Kleberg,0044,District Attorney,,DEM,Nathan P. Fugate,53,13,30,10,0
Kleberg,0044,County Attorney,,DEM,Kira Talip,51,12,28,11,0
Kleberg,0044,Sheriff,,DEM,Alex Perez,14,2,8,4,0
Kleberg,0044,Sheriff,,DEM,Juan J. Gonzalez,36,10,21,5,0
Kleberg,0044,Sheriff,,DEM,Tim Camarillo,8,1,5,2,0
Kleberg,0044,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,58,14,32,12,0
Kleberg,0044,"Constable, Precinct No. 4",,DEM,Amando O. Vidal,52,13,28,11,0
Kleberg,0044,County Chairman,,DEM,Kyle Benson,51,12,28,11,0
Kleberg,0044,Referenda Item #1,,DEM,For,51,11,29,11,0
Kleberg,0044,Referenda Item #1,,DEM,Against,6,1,5,0,0
Kleberg,0044,Referenda Item #2,,DEM,For,53,12,31,10,0
Kleberg,0044,Referenda Item #2,,DEM,Against,5,1,4,0,0
Kleberg,0044,Referenda Item #3,,DEM,For,54,12,31,11,0
Kleberg,0044,Referenda Item #3,,DEM,Against,6,1,4,1,0
Kleberg,0044,Referenda Item #4,,DEM,For,53,12,30,11,0
Kleberg,0044,Referenda Item #4,,DEM,Against,6,2,4,0,0
Kleberg,0044,Referenda Item #5,,DEM,For,34,6,20,8,0
Kleberg,0044,Referenda Item #5,,DEM,Against,24,6,14,4,0
Kleberg,0044,Referenda Item #6,,DEM,For,56,13,31,12,0
Kleberg,0044,Referenda Item #6,,DEM,Against,5,1,4,0,0
Kleberg,0045,Registered Voters - Total,,,,832,,,,
Kleberg,0045,Ballots Cast - Total,,REP,,30,1,17,12,0
Kleberg,0045,Ballots Cast - Total,,DEM,,157,21,99,37,0
Kleberg,0045,President,,DEM,Bernie Sanders,33,7,22,4,0
Kleberg,0045,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0045,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Kleberg,0045,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0045,President,,DEM,Calvis L. Hawes,2,0,2,0,0
Kleberg,0045,President,,DEM,Hillary Clinton,117,14,71,32,0
Kleberg,0045,President,,DEM,"Roque ""Rocky"" De La Fuente",2,0,1,1,0
Kleberg,0045,President,,DEM,Keith Judd,1,0,1,0,0
Kleberg,0045,U.S. House,34,DEM,Filemon B. Vela,127,17,81,29,0
Kleberg,0045,Railroad Commissioner,,DEM,Grady Yarbrough,85,16,49,20,0
Kleberg,0045,Railroad Commissioner,,DEM,Cody Garrett,37,1,28,8,0
Kleberg,0045,Railroad Commissioner,,DEM,Lon Burnam,8,0,7,1,0
Kleberg,0045,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,107,15,66,26,0
Kleberg,0045,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,123,16,79,28,0
Kleberg,0045,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,110,15,70,25,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",108,14,69,25,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,107,14,68,25,0
Kleberg,0045,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,110,14,71,25,0
Kleberg,0045,State Senator,27,DEM,Eddie Lucio Jr,114,19,67,28,0
Kleberg,0045,State Senator,27,DEM,O. Rodriguez Haro III,27,1,20,6,0
Kleberg,0045,State Representative,43,DEM,Marisa Yvette Garcia-Utley,119,13,77,29,0
Kleberg,0045,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,68,8,42,18,0
Kleberg,0045,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,74,12,47,15,0
Kleberg,0045,District Attorney,,DEM,Nathan P. Fugate,122,16,78,28,0
Kleberg,0045,County Attorney,,DEM,Kira Talip,121,15,79,27,0
Kleberg,0045,Sheriff,,DEM,Alex Perez,29,6,17,6,0
Kleberg,0045,Sheriff,,DEM,Juan J. Gonzalez,71,4,50,17,0
Kleberg,0045,Sheriff,,DEM,Tim Camarillo,38,9,21,8,0
Kleberg,0045,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,132,19,82,31,0
Kleberg,0045,"Constable, Precinct No. 4",,DEM,Amando O. Vidal,132,18,84,30,0
Kleberg,0045,County Chairman,,DEM,Kyle Benson,112,16,71,25,0
Kleberg,0045,Referenda Item #1,,DEM,For,121,19,77,25,0
Kleberg,0045,Referenda Item #1,,DEM,Against,9,0,3,6,0
Kleberg,0045,Referenda Item #2,,DEM,For,121,20,72,29,0
Kleberg,0045,Referenda Item #2,,DEM,Against,5,0,4,1,0
Kleberg,0045,Referenda Item #3,,DEM,For,117,19,74,24,0
Kleberg,0045,Referenda Item #3,,DEM,Against,14,1,7,6,0
Kleberg,0045,Referenda Item #4,,DEM,For,124,20,77,27,0
