county,precinct,office,district,party,candidate,early_voting,election_day,votes
Brazoria,1,President,,D,Willie L. Wilson,1,0,1
Brazoria,1,President,,D,Keith Judd,1,0,1
Brazoria,1,President,,D,Star Locke,0,0,0
Brazoria,1,President,,D,Calvis L. Hawes,0,0,0
Brazoria,1,President,,D,Hillary Clinton,59,100,159
Brazoria,1,President,,D,Bernie Sanders,27,44,71
Brazoria,1,President,,D,"Roque ""Rocky"" De La Fuente",1,0,1
Brazoria,1,President,,D,Martin J. O'Malley,3,0,3
Brazoria,1,U.S. House,14,D,Michael Cole,60,104,164
Brazoria,1,Railroad Commissioner,,D,Lon Burnam,15,15,30
Brazoria,1,Railroad Commissioner,,D,Grady Yarbrough,31,48,79
Brazoria,1,Railroad Commissioner,,D,Cody Garrett,27,57,84
Brazoria,2,President,,D,Willie L. Wilson,1,0,1
Brazoria,2,President,,D,Keith Judd,0,0,0
Brazoria,2,President,,D,Star Locke,0,0,0
Brazoria,2,President,,D,Calvis L. Hawes,2,0,2
Brazoria,2,President,,D,Hillary Clinton,48,90,138
Brazoria,2,President,,D,Bernie Sanders,17,30,47
Brazoria,2,President,,D,"Roque ""Rocky"" De La Fuente",1,2,3
Brazoria,2,President,,D,Martin J. O'Malley,0,0,0
Brazoria,2,U.S. House,14,D,Michael Cole,43,78,121
Brazoria,2,Railroad Commissioner,,D,Lon Burnam,14,13,27
Brazoria,2,Railroad Commissioner,,D,Grady Yarbrough,28,29,57
Brazoria,2,Railroad Commissioner,,D,Cody Garrett,16,49,65
Brazoria,3,President,,D,Willie L. Wilson,1,2,3
Brazoria,3,President,,D,Keith Judd,0,0,0
Brazoria,3,President,,D,Star Locke,0,0,0
Brazoria,3,President,,D,Calvis L. Hawes,1,0,1
Brazoria,3,President,,D,Hillary Clinton,68,39,107
Brazoria,3,President,,D,Bernie Sanders,43,45,88
Brazoria,3,President,,D,"Roque ""Rocky"" De La Fuente",2,1,3
Brazoria,3,President,,D,Martin J. O'Malley,1,0,1
Brazoria,3,U.S. House,22,D,A. R. Hassan,24,19,43
Brazoria,3,U.S. House,22,D,Mark Gibson,74,42,116
Brazoria,3,Railroad Commissioner,,D,Lon Burnam,15,18,33
Brazoria,3,Railroad Commissioner,,D,Grady Yarbrough,52,23,75
Brazoria,3,Railroad Commissioner,,D,Cody Garrett,32,25,57
Brazoria,3,State Representative,29,D,John T Floyd,87,55,142
