county,office,district,candidate,incumbent,party,votes,pct
GONZALES,State Representative,44,Daniel Rodriguez Andrade,False,DEM,20,1.40
GONZALES,State Representative,44,Ron Avery,False,REP,5,0.35
GONZALES,State Representative,44,Chris Burchell,False,REP,2,0.14
GONZALES,State Representative,44,Jim Fish,False,REP,5,0.35
GONZALES,State Representative,44,Tony Gergely,False,LIB,5,0.35
GONZALES,State Representative,44,Gary W. Inmon,False,REP,43,3.01
GONZALES,State Representative,44,John Kuempel,False,REP,730,51.08
GONZALES,State Representative,44,Myrna McLeroy,False,REP,518,36.25
GONZALES,State Representative,44,Cheryl Dees Patterson,False,DEM,69,4.83
GONZALES,State Representative,44,Robin R. Walker,False,REP,32,2.24
GONZALES,State Representative,44,Total,,,1429,
GUADALUPE,State Representative,44,Daniel Rodriguez Andrade,False,DEM,82,1.04
GUADALUPE,State Representative,44,Ron Avery,False,REP,59,0.75
GUADALUPE,State Representative,44,Chris Burchell,False,REP,44,0.56
GUADALUPE,State Representative,44,Jim Fish,False,REP,53,0.67
GUADALUPE,State Representative,44,Tony Gergely,False,LIB,46,0.58
GUADALUPE,State Representative,44,Gary W. Inmon,False,REP,992,12.59
GUADALUPE,State Representative,44,John Kuempel,False,REP,5326,67.58
GUADALUPE,State Representative,44,Myrna McLeroy,False,REP,328,4.16
GUADALUPE,State Representative,44,Cheryl Dees Patterson,False,DEM,512,6.50
GUADALUPE,State Representative,44,Robin R. Walker,False,REP,439,5.57
GUADALUPE,State Representative,44,Total,,,7881,
WILSON,State Representative,44,Daniel Rodriguez Andrade,False,DEM,17,0.98
WILSON,State Representative,44,Ron Avery,False,REP,15,0.87
WILSON,State Representative,44,Chris Burchell,False,REP,27,1.56
WILSON,State Representative,44,Jim Fish,False,REP,15,0.87
WILSON,State Representative,44,Tony Gergely,False,LIB,11,0.64
WILSON,State Representative,44,Gary W. Inmon,False,REP,88,5.10
WILSON,State Representative,44,John Kuempel,False,REP,1195,69.24
WILSON,State Representative,44,Myrna McLeroy,False,REP,176,10.20
WILSON,State Representative,44,Cheryl Dees Patterson,False,DEM,109,6.32
WILSON,State Representative,44,Robin R. Walker,False,REP,73,4.23
WILSON,State Representative,44,Total,,,1726,
