county,office,district,candidate,incumbent,party,votes,pct
BOSQUE,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,581,60.65
BOSQUE,State Senate,22  Unexpired Term,David Sibley,False,REP,377,39.35
BOSQUE,State Senate,22  Unexpired Term,Total,,,958,
CORYELL,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,577,54.59
CORYELL,State Senate,22  Unexpired Term,David Sibley,False,REP,480,45.41
CORYELL,State Senate,22  Unexpired Term,Total,,,1057,
ELLIS,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,1549,69.77
ELLIS,State Senate,22  Unexpired Term,David Sibley,False,REP,671,30.23
ELLIS,State Senate,22  Unexpired Term,Total,,,2220,
FALLS,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,131,32.27
FALLS,State Senate,22  Unexpired Term,David Sibley,False,REP,275,67.73
FALLS,State Senate,22  Unexpired Term,Total,,,406,
HILL,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,545,62.50
HILL,State Senate,22  Unexpired Term,David Sibley,False,REP,327,37.50
HILL,State Senate,22  Unexpired Term,Total,,,872,
HOOD,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,3274,90.52
HOOD,State Senate,22  Unexpired Term,David Sibley,False,REP,343,9.48
HOOD,State Senate,22  Unexpired Term,Total,,,3617,
JOHNSON,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,2327,88.92
JOHNSON,State Senate,22  Unexpired Term,David Sibley,False,REP,290,11.08
JOHNSON,State Senate,22  Unexpired Term,Total,,,2617,
MCLENNAN,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,4263,36.82
MCLENNAN,State Senate,22  Unexpired Term,David Sibley,False,REP,7314,63.18
MCLENNAN,State Senate,22  Unexpired Term,Total,,,11577,
NAVARRO,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,736,75.95
NAVARRO,State Senate,22  Unexpired Term,David Sibley,False,REP,233,24.05
NAVARRO,State Senate,22  Unexpired Term,Total,,,969,
SOMERVELL,State Senate,22  Unexpired Term,Brian Birdwell,False,REP,235,89.02
SOMERVELL,State Senate,22  Unexpired Term,David Sibley,False,REP,29,10.98
SOMERVELL,State Senate,22  Unexpired Term,Total,,,264,
