office,district,candidate,incumbent,party,votes,pct
State Senate,22  Unexpired Term,Brian Birdwell,False,REP,14218,57.90
State Senate,22  Unexpired Term,David Sibley,False,REP,10339,42.10
State Senate,22  Unexpired Term,Total,,,24557,
