office,district,candidate,incumbent,party,votes,pct
U. S. Representative,11,Mike Conaway,True,REP,125581,80.84
U. S. Representative,11,James Quillian,False,DEM,23989,15.44
U. S. Representative,11,James A. Powell,False,LIB,4321,2.78
U. S. Representative,11,Jim Howe,False,GRN,1449,0.93
U. S. Representative,11,Total,,,155340,
U. S. Representative,12,Kay Granger,True,REP,109882,71.86
U. S. Representative,12,Tracey Smith,False,DEM,38434,25.13
U. S. Representative,12,Matthew Solodow,False,LIB,4601,3.01
U. S. Representative,12,Total,,,152917,
U. S. Representative,13,Mac Thornberry,True,REP,113201,87.05
U. S. Representative,13,"John T. Burwell, Jr.",False,LIB,5650,4.34
U. S. Representative,13,Keith Dyer,False,IND,11192,8.61
U. S. Representative,13,Total,,,130043,
U. S. Representative,14,Ron Paul,True,REP,140623,75.99
U. S. Representative,14,Robert Pruett,False,DEM,44431,24.01
U. S. Representative,14,Total,,,185054,
U. S. Representative,15,Eddie Zamora,False,REP,39964,41.59
U. S. Representative,15,Rubén Hinojosa,True,DEM,53546,55.73
U. S. Representative,15,Aaron I. Cohn,False,LIB,2570,2.67
U. S. Representative,15,Total,,,96080,
U. S. Representative,16,Tim Besco,False,REP,31051,36.58
U. S. Representative,16,Silvestre Reyes,True,DEM,49301,58.07
U. S. Representative,16,Bill Collins,False,LIB,4319,5.09
U. S. Representative,16,Tim Collins,False,WI,221,0.26
U. S. Representative,16,Total,,,84892,
U. S. Representative,17,Bill Flores,False,REP,106696,61.80
U. S. Representative,17,Chet Edwards,True,DEM,63138,36.57
U. S. Representative,17,Richard B. Kelly,False,LIB,2808,1.63
U. S. Representative,17,Total,,,172642,
U. S. Representative,18,John Faulk,False,REP,33067,27.26
U. S. Representative,18,Sheila Jackson Lee,True,DEM,85108,70.15
U. S. Representative,18,Mike Taylor,False,LIB,3118,2.57
U. S. Representative,18,"Charles B. ""ChuckM"" Meyer",False,WI,28,0.02
U. S. Representative,18,Total,,,121321,
U. S. Representative,19,Randy Neugebauer,True,REP,106059,77.78
U. S. Representative,19,Andy Wilson,False,DEM,25984,19.06
U. S. Representative,19,"Richard ""Chip"" Peterson",False,LIB,4315,3.16
U. S. Representative,19,Total,,,136358,
U. S. Representative,20,Clayton Trotter,False,REP,31757,34.45
U. S. Representative,20,Charles A. Gonzalez,True,DEM,58645,63.62
U. S. Representative,20,"Michael ""Commander"" Idrogo",False,LIB,1783,1.93
U. S. Representative,20,Total,,,92185,
U. S. Representative,21,Lamar Smith,True,REP,162924,68.88
U. S. Representative,21,Lainey Melnick,False,DEM,65927,27.87
U. S. Representative,21,James Arthur Strohm,False,LIB,7694,3.25
U. S. Representative,21,Total,,,236545,
U. S. Representative,22,Pete Olson,True,REP,140537,67.49
U. S. Representative,22,Kesha Rogers,False,DEM,62082,29.82
U. S. Representative,22,Steven Susman,False,LIB,5538,2.66
U. S. Representative,22,Johnny Williams,False,WI,66,0.03
U. S. Representative,22,Total,,,208223,
U. S. Representative,23,"Francisco ""Quico"" Canseco",False,REP,74853,49.40
U. S. Representative,23,Ciro D. Rodriguez,True,DEM,67348,44.44
U. S. Representative,23,Martin Nitschke,False,LIB,2482,1.64
U. S. Representative,23,Ed Scharf,False,GRN,1419,0.94
U. S. Representative,23,Craig T. Stephens,False,IND,5432,3.58
U. S. Representative,23,Total,,,151534,
U. S. Representative,24,Kenny E. Marchant,True,REP,100078,81.57
U. S. Representative,24,David Sparks,False,LIB,22609,18.43
U. S. Representative,24,Total,,,122687,
U. S. Representative,25,Donna Campbell,False,REP,84849,44.84
U. S. Representative,25,Lloyd Doggett,True,DEM,99967,52.82
U. S. Representative,25,Jim Stutsman,False,LIB,4431,2.34
U. S. Representative,25,Total,,,189247,
U. S. Representative,26,Michael C. Burgess,True,REP,120984,67.05
U. S. Representative,26,Neil L. Durrance,False,DEM,55385,30.70
U. S. Representative,26,Mark Boler,False,LIB,4062,2.25
U. S. Representative,26,Total,,,180431,
U. S. Representative,27,R. Blake Farenthold,False,REP,51001,47.84
U. S. Representative,27,Solomon P. Ortiz,True,DEM,50226,47.12
U. S. Representative,27,Ed Mishou,False,LIB,5372,5.04
U. S. Representative,27,Total,,,106599,
U. S. Representative,28,Bryan Underwood,False,REP,46740,41.96
U. S. Representative,28,Henry Cuellar,True,DEM,62773,56.35
U. S. Representative,28,Stephen Kaat,False,LIB,1889,1.70
U. S. Representative,28,Total,,,111402,
U. S. Representative,29,Roy Morales,False,REP,22825,34.09
U. S. Representative,29,Gene Green,True,DEM,43257,64.61
U. S. Representative,29,Brad Walters,False,LIB,866,1.29
U. S. Representative,29,Total,,,66948,
U. S. Representative,30,Stephen E. Broden,False,REP,24668,21.64
U. S. Representative,30,Eddie Bernice Johnson,True,DEM,86322,75.74
U. S. Representative,30,J.B. Oswalt,False,LIB,2988,2.62
U. S. Representative,30,Total,,,113978,
U. S. Representative,31,John R. Carter,True,REP,126384,82.54
U. S. Representative,31,Bill Oliver,False,LIB,26735,17.46
U. S. Representative,31,Total,,,153119,
U. S. Representative,32,Pete Sessions,True,REP,79433,62.61
U. S. Representative,32,Grier Raggio,False,DEM,44258,34.88
U. S. Representative,32,John Jay Myers,False,LIB,3178,2.50
U. S. Representative,32,Total,,,126869,
Governor,,Rick Perry,True,REP,2737481,54.97
Governor,,Bill White,False,DEM,2106395,42.30
Governor,,Kathie Glass,False,LIB,109211,2.19
Governor,,Deb Shafto,False,GRN,19516,0.39
Governor,,Andy Barron,False,WI,7267,0.15
Governor,,Total,,,4979870,
Lieutenant Governor,,David Dewhurst,True,REP,3049109,61.78
Lieutenant Governor,,Linda ChavezThompson,False,DEM,1719202,34.83
Lieutenant Governor,,Scott Jameson,False,LIB,122142,2.47
Lieutenant Governor,,"Herb Gonzales, Jr.",False,GRN,44903,0.91
Lieutenant Governor,,Total,,,4935356,
Attorney General,,Greg Abbott,True,REP,3151064,64.06
Attorney General,,Barbara Ann Radnofsky,False,DEM,1655859,33.66
Attorney General,,Jon Roland,False,LIB,112118,2.28
Attorney General,,Total,,,4919041,
Comptroller of Public Accounts,,Susan Combs,True,REP,3307935,83.16
Comptroller of Public Accounts,,Mary J. Ruwart,False,LIB,417523,10.50
Comptroller of Public Accounts,,Edward Lindsay,False,GRN,252233,6.34
Comptroller of Public Accounts,,Total,,,3977691,
Commissioner of the General Land Office,,Jerry Patterson,True,REP,3001736,61.67
Commissioner of the General Land Office,,Hector Uribe,False,DEM,1717518,35.29
Commissioner of the General Land Office,,James L. Holdar,False,LIB,148271,3.05
Commissioner of the General Land Office,,Total,,,4867525,
Commissioner of Agriculture,,Todd Staples,True,REP,2953775,60.82
Commissioner of Agriculture,,Hank Gilbert,False,DEM,1738456,35.80
Commissioner of Agriculture,,Rick Donaldson,False,LIB,164035,3.38
Commissioner of Agriculture,,Total,,,4856266,
Railroad Commissioner,,David Porter,False,REP,2880765,59.41
Railroad Commissioner,,Jeff Weems,False,DEM,1757183,36.24
Railroad Commissioner,,Roger Gary,False,LIB,138978,2.87
Railroad Commissioner,,Art Browning,False,GRN,72291,1.49
Railroad Commissioner,,Total,,,4849217,
Justice Supreme Court,3,Debra Lehrmann,False,REP,2907796,59.88
Justice Supreme Court,3,Jim Sharp,False,DEM,1809498,37.26
Justice Supreme Court,3,"William Bryan Strange, III",False,LIB,138857,2.86
Justice Supreme Court,3,Total,,,4856151,
Justice Supreme Court,5,Paul Green,True,REP,2903359,60.02
Justice Supreme Court,5,Bill Moody,False,DEM,1789646,37.00
Justice Supreme Court,5,Tom Oxford,False,LIB,144306,2.98
Justice Supreme Court,5,Total,,,4837311,
Justice Supreme Court,9,Eva Guzman,True,REP,2919054,60.35
Justice Supreme Court,9,Blake Bailey,False,DEM,1722753,35.62
Justice Supreme Court,9,Jack Armstrong,False,LIB,195234,4.04
Justice Supreme Court,9,Total,,,4837041,
Judge Court of Criminal Appeals,2,"Lawrence ""Larry"" Meyers",True,REP,3189842,82.34
Judge Court of Criminal Appeals,2,J. Randell Stevens,False,LIB,684005,17.66
Judge Court of Criminal Appeals,2,Total,,,3873847,
Judge Court of Criminal Appeals,5,Cheryl Johnson,True,REP,3207376,82.91
Judge Court of Criminal Appeals,5,Dave Howard,False,LIB,661160,17.09
Judge Court of Criminal Appeals,5,Total,,,3868536,
Judge Court of Criminal Appeals,6,Michael E. Keasler,True,REP,2906012,60.48
Judge Court of Criminal Appeals,6,Keith Hampton,False,DEM,1759365,36.62
Judge Court of Criminal Appeals,6,Robert Ravee Virasin,False,LIB,139299,2.90
Judge Court of Criminal Appeals,6,Total,,,4804676,
Member State Board of Education,1,"Carlos ""Charlie"" Garza",False,REP,112167,51.15
Member State Board of Education,1,Rene Nunez,True,DEM,107130,48.85
Member State Board of Education,1,Total,,,219297,
Member State Board of Education,3,Tony Cunningham,False,REP,91256,41.12
Member State Board of Education,3,Michael Soto,False,DEM,123596,55.69
Member State Board of Education,3,Dean Kareem Higley,False,LIB,6604,2.98
Member State Board of Education,3,Deborah L. Parrish,False,WI,491,0.22
Member State Board of Education,3,Total,,,221947,
Member State Board of Education,4,Lawrence A. Allen Jr.,False,DEM,175872,100.00
Member State Board of Education,4,Total,,,175872,
Member State Board of Education,5,Ken Mercer,True,REP,262699,59.30
Member State Board of Education,5,Rebecca BellMetereau,False,DEM,160233,36.17
Member State Board of Education,5,Mark Loewe,False,LIB,20052,4.53
Member State Board of Education,5,Total,,,442984,
Member State Board of Education,9,Thomas Ratliff,False,REP,268694,84.25
Member State Board of Education,9,Jeff McGee,False,LIB,35473,11.12
Member State Board of Education,9,Paul Cardwell,False,GRN,14753,4.63
Member State Board of Education,9,Total,,,318920,
Member State Board of Education,10,Marsha Farney,False,REP,255874,55.85
Member State Board of Education,10,Judy Jennings,False,DEM,183385,40.03
Member State Board of Education,10,Jessica Dreesen,False,LIB,18848,4.11
Member State Board of Education,10,Total,,,458107,
Member State Board of Education,12,George M. Clayton,False,REP,203922,81.23
Member State Board of Education,12,Amie Parsons,False,LIB,47112,18.77
Member State Board of Education,12,Total,,,251034,
Member State Board of Education,15,Bob Craig,True,REP,229510,89.05
Member State Board of Education,15,John Pekowski,False,LIB,28224,10.95
Member State Board of Education,15,Total,,,257734,
State Senate,1,Kevin Eltife,True,REP,140273,100.00
State Senate,1,Total,,,140273,
State Senate,2,Robert F. Deuell,True,REP,105779,66.38
State Senate,2,Kathleen Maria Shaw,False,DEM,53566,33.62
State Senate,2,Total,,,159345,
State Senate,3,Robert Nichols,True,REP,153906,88.90
State Senate,3,David Scott,False,LIB,19211,11.10
State Senate,3,Total,,,173117,
State Senate,5,Steve Ogden,True,REP,145170,71.27
State Senate,5,Stephen M. Wyman,False,DEM,58525,28.73
State Senate,5,Total,,,203695,
State Senate,7,Dan Patrick,True,REP,184704,86.41
State Senate,7,Lee Coughran,False,LIB,29048,13.59
State Senate,7,Total,,,213752,
State Senate,8,Florence Shapiro,True,REP,136369,84.02
State Senate,8,Ed Kless,False,LIB,25935,15.98
State Senate,8,Total,,,162304,
State Senate,12,Jane Nelson,True,REP,148592,86.15
State Senate,12,Mark F. Frohman,False,LIB,23894,13.85
State Senate,12,Total,,,172486,
State Senate,13,Michael Mauldin,False,REP,31596,21.83
State Senate,13,Rodney Ellis,True,DEM,113155,78.17
State Senate,13,Total,,,144751,
State Senate,14,Mary Lou Serafine,False,REP,68100,35.67
State Senate,14,Kirk Watson,True,DEM,115949,60.73
State Senate,14,Kent Phillips,False,LIB,6884,3.61
State Senate,14,Total,,,190933,
State Senate,15,Bill Walker,False,REP,52959,40.72
State Senate,15,John Whitmire,True,DEM,77096,59.28
State Senate,15,Total,,,130055,
State Senate,17,Joan Huffman,True,REP,112595,83.16
State Senate,17,Phil Kurtz,False,LIB,22802,16.84
State Senate,17,Total,,,135397,
State Senate,18,Glenn Hegar,True,REP,146087,70.43
State Senate,18,"Patricia ""Pat"" Olney",False,DEM,61345,29.57
State Senate,18,Total,,,207432,
State Senate,19,Dick Bowen,False,REP,53024,45.08
State Senate,19,Carlos Uresti,True,DEM,61327,52.14
State Senate,19,Mette A. Baker,False,LIB,3269,2.78
State Senate,19,Total,,,117620,
State Senate,22,Brian Birdwell,False,REP,134231,100.00
State Senate,22,Total,,,134231,
State Senate,25,Jeff Wentworth,True,REP,192965,82.18
State Senate,25,"Arthur Maxwell Thomas, IV",False,LIB,40972,17.45
State Senate,25,Eric R. Anderson,False,WI,885,0.38
State Senate,25,Total,,,234822,
State Senate,29,Dan Chavez,False,REP,33303,39.76
State Senate,29,Jose R. Rodriguez,False,DEM,50460,60.24
State Senate,29,Total,,,83763,
State Representative,1,George Lavender,False,REP,18575,51.51
State Representative,1,Stephen J. Frost,True,DEM,14717,40.81
State Representative,1,Trent E. Gale,False,IND,2766,7.67
State Representative,1,Total,,,36058,
State Representative,2,Dan Flynn,True,REP,26604,100.00
State Representative,2,Total,,,26604,
State Representative,3,Erwin Cain,False,REP,19974,56.61
State Representative,3,Mark Homer,True,DEM,14645,41.51
State Representative,3,J. Douglas Froneberger,False,LIB,665,1.88
State Representative,3,Total,,,35284,
State Representative,4,Lance Gooden,False,REP,14904,100.00
State Representative,4,Total,,,14904,
State Representative,5,Bryan Hughes,True,REP,33980,100.00
State Representative,5,Total,,,33980,
State Representative,6,Leo Berman,True,REP,30610,86.85
State Representative,6,Jon Fitts,False,LIB,4634,13.15
State Representative,6,Total,,,35244,
State Representative,7,David Simpson,False,REP,27069,91.27
State Representative,7,Eric M. (Ric) Brandt,False,LIB,2589,8.73
State Representative,7,Total,,,29658,
State Representative,8,Byron Cook,True,REP,22969,74.39
State Representative,8,Charles E. Morgan,False,DEM,7906,25.61
State Representative,8,Total,,,30875,
State Representative,9,Wayne Christian,True,REP,23754,72.15
State Representative,9,Kenneth D. Franks,False,DEM,9169,27.85
State Representative,9,Total,,,32923,
State Representative,10,Jim Pitts,True,REP,31797,100.00
State Representative,10,Total,,,31797,
State Representative,11,Chuck Hopson,True,REP,27074,75.82
State Representative,11,Richard D. Hackney,False,DEM,8635,24.18
State Representative,11,Total,,,35709,
State Representative,12,James White,False,REP,20958,57.64
State Representative,12,Jim McReynolds,True,DEM,15405,42.36
State Representative,12,Total,,,36363,
State Representative,13,Lois W. Kolkhorst,True,REP,31741,100.00
State Representative,13,Total,,,31741,
State Representative,14,Fred Brown,True,REP,27938,100.00
State Representative,14,Total,,,27938,
State Representative,15,Rob Eissler,True,REP,52550,90.45
State Representative,15,Samuel Calkin,False,LIB,5546,9.55
State Representative,15,Total,,,58096,
State Representative,16,Brandon Creighton,True,REP,38959,100.00
State Representative,16,Total,,,38959,
State Representative,17,Tim Kleinschmidt,True,REP,28266,65.09
State Representative,17,Pati Jacobs,False,DEM,13868,31.94
State Representative,17,Travis Hill,False,LIB,1291,2.97
State Representative,17,Total,,,43425,
State Representative,18,John Otto,True,REP,26862,89.57
State Representative,18,Rhys M. Blavier,False,LIB,3128,10.43
State Representative,18,Total,,,29990,
State Representative,19,Mike Hamilton,True,REP,28261,100.00
State Representative,19,Total,,,28261,
State Representative,20,Charles Schwertner,False,REP,44901,82.55
State Representative,20,David Floyd,False,LIB,9490,17.45
State Representative,20,Total,,,54391,
State Representative,21,Allan B. Ritter,True,DEM,19432,100.00
State Representative,21,Total,,,19432,
State Representative,22,Joe Deshotel,True,DEM,16552,100.00
State Representative,22,Total,,,16552,
State Representative,23,Gary Wilson,False,REP,15534,46.84
State Representative,23,Craig Eiland,True,DEM,17631,53.16
State Representative,23,Total,,,33165,
State Representative,24,Larry Taylor,True,REP,39193,88.71
State Representative,24,Joel Grace,False,LIB,4989,11.29
State Representative,24,Total,,,44182,
State Representative,25,Dennis Bonnen,True,REP,25368,100.00
State Representative,25,Total,,,25368,
State Representative,26,Charlie Howard,True,REP,29721,64.63
State Representative,26,Phillip Andrews,False,DEM,15344,33.37
State Representative,26,Joey Roland,False,LIB,922,2.00
State Representative,26,Total,,,45987,
State Representative,27,Ron Reynolds,False,DEM,32030,84.64
State Representative,27,Derek Grayson,False,LIB,5812,15.36
State Representative,27,Total,,,37842,
State Representative,28,John Zerwas,True,REP,44094,71.44
State Representative,28,Wayne Raasch,False,DEM,17628,28.56
State Representative,28,Total,,,61722,
State Representative,29,Randy Weber,True,REP,33011,84.69
State Representative,29,Jim Foreman,False,LIB,5969,15.31
State Representative,29,Total,,,38980,
State Representative,30,Geanie W. Morrison,True,REP,29045,100.00
State Representative,30,Total,,,29045,
State Representative,31,Ryan Guillen,True,DEM,12724,100.00
State Representative,31,Total,,,12724,
State Representative,32,Todd Hunter,True,REP,28215,100.00
State Representative,32,Total,,,28215,
State Representative,33,Raul Torres,False,REP,12499,52.51
State Representative,33,Solomon Ortiz Jr.,True,DEM,11306,47.49
State Representative,33,Total,,,23805,
State Representative,34,Connie Scott,False,REP,13892,53.96
State Representative,34,Abel Herrero,True,DEM,11855,46.04
State Representative,34,Total,,,25747,
State Representative,35,Jose Aliseda,False,REP,15324,52.81
State Representative,35,Yvonne Gonzalez Toureilles,True,DEM,13692,47.19
State Representative,35,Total,,,29016,
State Representative,37,Rene O. Oliveira,True,DEM,9640,100.00
State Representative,37,Total,,,9640,
State Representative,38,Eddie Lucio III,True,DEM,12466,100.00
State Representative,38,Total,,,12466,
State Representative,41,Rebecca Cervera,False,REP,8012,43.02
State Representative,41,Veronica Gonzales,True,DEM,10612,56.98
State Representative,41,Total,,,18624,
State Representative,42,Richard Pena Raymond,True,DEM,18798,100.00
State Representative,42,Total,,,18798,
State Representative,43,J. M. Lozano,False,DEM,12351,77.90
State Representative,43,Richard W. Shuey,False,LIB,3503,22.10
State Representative,43,Total,,,15854,
State Representative,44,Edmund Kuempel,True,REP,37037,100.00
State Representative,44,Total,,,37037,
State Representative,45,Jason A. Isaac,False,REP,27715,53.91
State Representative,45,Patrick M. Rose,True,DEM,23691,46.09
State Representative,45,Total,,,51406,
State Representative,46,Dawnna Dukes,True,DEM,18430,84.19
State Representative,46,George E. Emery,False,LIB,3462,15.81
State Representative,46,Total,,,21892,
State Representative,47,Paul D. Workman,False,REP,29873,49.68
State Representative,47,Valinda Bolton,True,DEM,27773,46.19
State Representative,47,Kris Bailey,False,LIB,2485,4.13
State Representative,47,Total,,,60131,
State Representative,48,Dan Neil,False,REP,25011,48.52
State Representative,48,Donna Howard,True,DEM,25023,48.54
State Representative,48,Ben Easton,False,LIB,1519,2.95
State Representative,48,Total,,,51553,
State Representative,49,Elliott Naishtat,True,DEM,30423,85.29
State Representative,49,Nathan Kleffman,False,LIB,5249,14.71
State Representative,49,Total,,,35672,
State Representative,50,Pat McGuinness,False,REP,18041,41.72
State Representative,50,Mark Strama,True,DEM,23720,54.85
State Representative,50,Emily Cowan,False,LIB,1486,3.44
State Representative,50,Total,,,43247,
State Representative,51,Marilyn Jackson,False,REP,3412,19.96
State Representative,51,Eddie Rodriguez,True,DEM,12981,75.94
State Representative,51,Arthur DiBianca,False,LIB,701,4.10
State Representative,51,Total,,,17094,
State Representative,52,Larry Gonzales,False,REP,25430,57.45
State Representative,52,Diana Maldonado,True,DEM,16823,38.01
State Representative,52,Charles McCoy,False,LIB,2012,4.55
State Representative,52,Total,,,44265,
State Representative,53,Harvey Hilderbran,True,REP,36424,89.90
State Representative,53,Brian W. Holk,False,LIB,4093,10.10
State Representative,53,Total,,,40517,
State Representative,54,Jimmie Don Aycock,True,REP,22111,100.00
State Representative,54,Total,,,22111,
State Representative,55,Ralph Sheffield,True,REP,24041,81.11
State Representative,55,Penny Hendrix,False,LIB,5600,18.89
State Representative,55,Total,,,29641,
State Representative,56,"Charles ""Doc"" Anderson",True,REP,25554,58.48
State Representative,56,John Mabry,False,DEM,16554,37.88
State Representative,56,Neill Snider,False,LIB,1591,3.64
State Representative,56,Total,,,43699,
State Representative,57,Marva Beck,False,REP,14391,51.68
State Representative,57,Jim Dunnam,True,DEM,12743,45.76
State Representative,57,Derek Johnson,False,LIB,712,2.56
State Representative,57,Total,,,27846,
State Representative,58,Rob Orr,True,REP,27537,75.73
State Representative,58,John Greene,False,DEM,7408,20.37
State Representative,58,Tom Stewart,False,LIB,1418,3.90
State Representative,58,Total,,,36363,
State Representative,59,Sid Miller,True,REP,19985,74.87
State Representative,59,Will Bratton,False,IND,6707,25.13
State Representative,59,Total,,,26692,
State Representative,60,"James L. ""Jim"" Keffer",True,REP,33425,100.00
State Representative,60,Total,,,33425,
State Representative,61,Phil King,True,REP,34513,86.24
State Representative,61,"Richard Wells Forsythe, Jr.",False,LIB,5508,13.76
State Representative,61,Total,,,40021,
State Representative,62,Larry Phillips,True,REP,26133,87.72
State Representative,62,Kenneth Myers,False,LIB,3657,12.28
State Representative,62,Total,,,29790,
State Representative,63,Tan Parker,True,REP,43477,100.00
State Representative,63,Total,,,43477,
State Representative,64,Myra Crownover,True,REP,26057,80.72
State Representative,64,Diane L. Chisholm,False,LIB,6224,19.28
State Representative,64,Total,,,32281,
State Representative,65,Burt Solomons,True,REP,27585,82.43
State Representative,65,Ryan M. Gray,False,LIB,5878,17.57
State Representative,65,Total,,,33463,
State Representative,66,Van Taylor,False,REP,25279,100.00
State Representative,66,Total,,,25279,
State Representative,67,Jerry Madden,True,REP,19070,100.00
State Representative,67,Total,,,19070,
State Representative,68,Richard L.,True,REP,29140,100.00
State Representative,68,Total,,,29140,
State Representative,69,Lanham Lyne,False,REP,20872,74.17
State Representative,69,Michael L. Smith,False,DEM,7268,25.83
State Representative,69,Total,,,28140,
State Representative,70,Ken Paxton,True,REP,43006,100.00
State Representative,70,Total,,,43006,
State Representative,71,Susan L. King,True,REP,24467,88.07
State Representative,71,Fred Jones,False,LIB,3313,11.93
State Representative,71,Total,,,27780,
State Representative,72,Drew Darby,True,REP,23933,100.00
State Representative,72,Total,,,23933,
State Representative,73,Doug Miller,True,REP,49846,85.51
State Representative,73,Robert A. Nowotny,False,LIB,8446,14.49
State Representative,73,Total,,,58292,
State Representative,74,"Thomas (T.C.) Kincaid, Jr.",False,REP,12957,45.18
State Representative,74,Pete P. Gallego,True,DEM,15720,54.82
State Representative,74,Total,,,28677,
State Representative,75,Chente Quintanilla,True,DEM,11545,100.00
State Representative,75,Total,,,11545,
State Representative,76,Naomi R. Gonzalez,False,DEM,11318,100.00
State Representative,76,Total,,,11318,
State Representative,77,Marisa Marquez,True,DEM,9508,100.00
State Representative,77,Total,,,9508,
State Representative,78,Dee Margo,False,REP,15337,52.41
State Representative,78,Joseph E. Moody,True,DEM,13927,47.59
State Representative,78,Total,,,29264,
State Representative,79,"Joseph ""Joe"" C. Pickett",True,DEM,10591,84.34
State Representative,79,Timothy Flood,False,LIB,1967,15.66
State Representative,79,Total,,,12558,
State Representative,80,Tracy O. King,True,DEM,18652,100.00
State Representative,80,Total,,,18652,
State Representative,81,Tryon D. Lewis,True,REP,21048,100.00
State Representative,81,Total,,,21048,
State Representative,82,Tom Craddick,True,REP,28006,100.00
State Representative,82,Total,,,28006,
State Representative,83,Charles Perry,False,REP,33824,100.00
State Representative,83,Total,,,33824,
State Representative,84,John Frullo,False,REP,15541,68.20
State Representative,84,Carol Morgan,False,DEM,7248,31.80
State Representative,84,Total,,,22789,
State Representative,85,Jim Landtroop,False,REP,17416,61.91
State Representative,85,Joe Heflin,True,DEM,10713,38.09
State Representative,85,Total,,,28129,
State Representative,86,John Smithee,True,REP,32375,100.00
State Representative,86,Total,,,32375,
State Representative,87,Four Price,False,REP,16979,77.33
State Representative,87,Abel G. Bosquez,False,DEM,4148,18.89
State Representative,87,James A. Hudspeth,False,LIB,830,3.78
State Representative,87,Total,,,21957,
State Representative,88,Warren Chisum,True,REP,25263,100.00
State Representative,88,Total,,,25263,
State Representative,89,Jodie Laubenberg,True,REP,43947,100.00
State Representative,89,Total,,,43947,
State Representative,90,Larry Keilberg,False,REP,4120,34.68
State Representative,90,Lon Burnam,True,DEM,7759,65.32
State Representative,90,Total,,,11879,
State Representative,91,Kelly Hancock,True,REP,22445,100.00
State Representative,91,Total,,,22445,
State Representative,92,Todd Smith,True,REP,23330,71.48
State Representative,92,John Schleeter,False,DEM,9307,28.52
State Representative,92,Total,,,32637,
State Representative,93,Barbara Nash,False,REP,12563,49.28
State Representative,93,Paula Pierson,True,DEM,12132,47.59
State Representative,93,Colin F. Sewards,False,LIB,799,3.13
State Representative,93,Total,,,25494,
State Representative,94,Diane Patrick,True,REP,24565,84.53
State Representative,94,Richard A. Cross,False,LIB,2897,9.97
State Representative,94,Ryan Seward,False,GRN,1599,5.50
State Representative,94,Total,,,29061,
State Representative,95,Marc Veasey,True,DEM,19835,100.00
State Representative,95,Total,,,19835,
State Representative,96,Bill Zedler,False,REP,23747,52.39
State Representative,96,Chris Turner,True,DEM,21583,47.61
State Representative,96,Total,,,45330,
State Representative,97,Mark M. Shelton,True,REP,28275,86.41
State Representative,97,Rod Wingo,False,LIB,4448,13.59
State Representative,97,Total,,,32723,
State Representative,98,Vicki Truitt,True,REP,46750,100.00
State Representative,98,Total,,,46750,
State Representative,99,Charlie Geren,True,REP,31931,100.00
State Representative,99,Total,,,31931,
State Representative,100,Eric Johnson,False,DEM,14469,100.00
State Representative,100,Total,,,14469,
State Representative,101,Cindy Burkett,False,REP,13266,51.81
State Representative,101,Robert Miklos,True,DEM,12338,48.19
State Representative,101,Total,,,25604,
State Representative,102,Stefani Carter,False,REP,14202,54.64
State Representative,102,Carol Kent,True,DEM,11791,45.36
State Representative,102,Total,,,25993,
State Representative,103,Rafael M. Anchia,True,DEM,7626,100.00
State Representative,103,Total,,,7626,
