county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,U. S. Representative,5,Tom Berry,FALSE,DEM,900,100
ANDERSON,U. S. Representative,5,Total,,,900,
ANDERSON,Governor,,Alma Ludivina Aguado,FALSE,DEM,16,1.37
ANDERSON,Governor,,Felix (Rodriguez) Alvarado,FALSE,DEM,55,4.7
ANDERSON,Governor,,Bill Dear,FALSE,DEM,43,3.68
ANDERSON,Governor,,Clement E.  Glenn,FALSE,DEM,37,3.17
ANDERSON,Governor,,Star Locke,FALSE,DEM,14,1.2
ANDERSON,Governor,,Farouk Shami,FALSE,DEM,60,5.13
ANDERSON,Governor,,Bill White,FALSE,DEM,944,80.75
ANDERSON,Governor,,Total,,,1169,
ANDERSON,Lieutenant Governor,,Linda ChavezThompson,FALSE,DEM,504,47.77
ANDERSON,Lieutenant Governor,,Ronnie Earle,FALSE,DEM,460,43.6
ANDERSON,Lieutenant Governor,,Marc Katz,FALSE,DEM,91,8.63
ANDERSON,Lieutenant Governor,,Total,,,1055,
ANDERSON,Attorney General,,Barbara Ann Radnofsky,FALSE,DEM,862,100
ANDERSON,Attorney General,,Total,,,862,
ANDERSON,Commissioner of the General Land Office,,Bill Burton,FALSE,DEM,832,79.01
ANDERSON,Commissioner of the General Land Office,,Hector Uribe,FALSE,DEM,221,20.99
ANDERSON,Commissioner of the General Land Office,,Total,,,1053,
ANDERSON,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,443,40.05
ANDERSON,Commissioner of Agriculture,,Hank Gilbert,FALSE,DEM,663,59.95
ANDERSON,Commissioner of Agriculture,,Total,,,1106,
ANDERSON,Railroad Commissioner,,Jeff Weems,FALSE,DEM,936,100
ANDERSON,Railroad Commissioner,,Total,,,936,
ANDERSON,Justice Supreme Court,3,Jim Sharp,FALSE,DEM,938,100
ANDERSON,Justice Supreme Court,3,Total,,,938,
ANDERSON,Justice Supreme Court,5,Bill Moody,FALSE,DEM,921,100
ANDERSON,Justice Supreme Court,5,Total,,,921,
ANDERSON,Justice Supreme Court,9,Blake Bailey,FALSE,DEM,918,100
ANDERSON,Justice Supreme Court,9,Total,,,918,
ANDERSON,Judge Court of Criminal Appeals,6,Keith Hampton,FALSE,DEM,918,100
ANDERSON,Judge Court of Criminal Appeals,6,Total,,,918,
ANDERSON,State Representative,8,Charles E. Morgan,FALSE,DEM,917,100
ANDERSON,State Representative,8,Total,,,917,
ANDERSON,Criminal,Attorney Anderson County,Doug Lowe,TRUE,DEM,1005,100
ANDERSON,Criminal,Attorney Anderson County,Total,,,1005,
ANDREWS,U. S. Representative,11,James Quillian,FALSE,DEM,180,100
ANDREWS,U. S. Representative,11,Total,,,180,
ANDREWS,Governor,,Alma Ludivina Aguado,FALSE,DEM,15,6.12
ANDREWS,Governor,,Felix (Rodriguez) Alvarado,FALSE,DEM,23,9.39
ANDREWS,Governor,,Bill Dear,FALSE,DEM,8,3.27
ANDREWS,Governor,,Clement E.  Glenn,FALSE,DEM,7,2.86
ANDREWS,Governor,,Star Locke,FALSE,DEM,2,0.82
ANDREWS,Governor,,Farouk Shami,FALSE,DEM,24,9.8
ANDREWS,Governor,,Bill White,FALSE,DEM,166,67.76
ANDREWS,Governor,,Total,,,245,
ANDREWS,Lieutenant Governor,,Linda ChavezThompson,FALSE,DEM,103,47.47
ANDREWS,Lieutenant Governor,,Ronnie Earle,FALSE,DEM,81,37.33
ANDREWS,Lieutenant Governor,,Marc Katz,FALSE,DEM,33,15.21
ANDREWS,Lieutenant Governor,,Total,,,217,
ANDREWS,Attorney General,,Barbara Ann Radnofsky,FALSE,DEM,173,100
ANDREWS,Attorney General,,Total,,,173,
ANDREWS,Commissioner of the General Land Office,,Bill Burton,FALSE,DEM,143,67.14
ANDREWS,Commissioner of the General Land Office,,Hector Uribe,FALSE,DEM,70,32.86
ANDREWS,Commissioner of the General Land Office,,Total,,,213,
ANDREWS,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,97,43.5
ANDREWS,Commissioner of Agriculture,,Hank Gilbert,FALSE,DEM,126,56.5
ANDREWS,Commissioner of Agriculture,,Total,,,223,
ANDREWS,Railroad Commissioner,,Jeff Weems,FALSE,DEM,190,100
ANDREWS,Railroad Commissioner,,Total,,,190,
ANDREWS,Justice Supreme Court,3,Jim Sharp,FALSE,DEM,197,100
ANDREWS,Justice Supreme Court,3,Total,,,197,
ANDREWS,Justice Supreme Court,5,Bill Moody,FALSE,DEM,188,100
ANDREWS,Justice Supreme Court,5,Total,,,188,
