office,district,candidate,incumbent,party,votes,pct
State Representative,47,Valinda Bolton,TRUE,DEM,6576,100
State Representative,47,Total,,,6576,
State Representative,48,Donna Howard,TRUE,DEM,6239,100
State Representative,48,Total,,,6239,
State Representative,49,Elliott Naishtat,TRUE,DEM,7877,100
State Representative,49,Total,,,7877,
State Representative,50,Mark Strama,TRUE,DEM,4793,100
State Representative,50,Total,,,4793,
State Representative,51,Eddie Rodriguez,TRUE,DEM,3423,100
State Representative,51,Total,,,3423,
State Representative,52,Diana Marie Maldonado,TRUE,DEM,2934,100
State Representative,52,Total,,,2934,
State Representative,56,John Mabry,FALSE,DEM,2199,100
State Representative,56,Total,,,2199,
State Representative,57,Jim Dunnam,TRUE,DEM,3104,100
State Representative,57,Total,,,3104,
State Representative,58,John Greene,FALSE,DEM,1767,100
State Representative,58,Total,,,1767,
State Representative,69,Michael L. Smith,FALSE,DEM,1512,100
State Representative,69,Total,,,1512,
State Representative,74,Pete P. Gallego,TRUE,DEM,12949,100
State Representative,74,Total,,,12949,
State Representative,75,Chente Quintanilla,TRUE,DEM,5133,100
State Representative,75,Total,,,5133,
State Representative,76,Norma Chavez,TRUE,DEM,3989,46.15
State Representative,76,Naomi R. Gonzalez,FALSE,DEM,4125,47.73
State Representative,76,"Antonio ""Tony"" San Roman",FALSE,DEM,529,6.12
State Representative,76,Total,,,8643,
State Representative,77,Marisa Marquez,TRUE,DEM,4889,100
State Representative,77,Total,,,4889,
State Representative,78,Joseph E. Moody,TRUE,DEM,5825,100
State Representative,78,Total,,,5825,
State Representative,79,"Joseph ""Joe"" C. Pickett",TRUE,DEM,4627,100
State Representative,79,Total,,,4627,
State Representative,80,Tracy O. King,TRUE,DEM,12055,100
State Representative,80,Total,,,12055,
State Representative,84,Carol  Morgan,FALSE,DEM,2121,100
State Representative,84,Total,,,2121,
State Representative,85,Joe Heflin,TRUE,DEM,4227,100
State Representative,85,Total,,,4227,
State Representative,87,Abel G. Bosquez,FALSE,DEM,881,100
State Representative,87,Total,,,881,
State Representative,90,Lon Burnam,TRUE,DEM,1409,100
State Representative,90,Total,,,1409,
State Representative,92,John Schleeter,FALSE,DEM,1361,100
State Representative,92,Total,,,1361,
State Representative,93,Paula Pierson,TRUE,DEM,1442,100
State Representative,93,Total,,,1442,
State Representative,95,Marc Veasey,TRUE,DEM,4337,100
State Representative,95,Total,,,4337,
State Representative,96,Chris Turner,TRUE,DEM,2462,100
State Representative,96,Total,,,2462,
State Representative,100,Terri Hodge,TRUE,DEM,1189,25.48
State Representative,100,Eric Johnson,FALSE,DEM,3478,74.52
State Representative,100,Total,,,4667,
State Representative,101,Robert Miklos,TRUE,DEM,1550,100
State Representative,101,Total,,,1550,
State Representative,102,Carol Kent,TRUE,DEM,1703,100
State Representative,102,Total,,,1703,
State Representative,103,Rafael M. Anchia,TRUE,DEM,1554,100
State Representative,103,Total,,,1554,
State Representative,104,Roberto R. Alonzo,TRUE,DEM,2117,100
State Representative,104,Total,,,2117,
State Representative,105,Loretta Haldenwang,FALSE,DEM,1044,55.65
State Representative,105,Kim Limberg,FALSE,DEM,832,44.35
State Representative,105,Total,,,1876,
State Representative,106,Kirk England,TRUE,DEM,1712,100
State Representative,106,Total,,,1712,
State Representative,107,Allen Vaught,TRUE,DEM,2577,100
State Representative,107,Total,,,2577,
State Representative,108,Pete Schulte,FALSE,DEM,1862,100
State Representative,108,Total,,,1862,
State Representative,109,Helen Giddings,TRUE,DEM,7184,100
State Representative,109,Total,,,7184,
State Representative,110,Barbara Mallory Caraway,TRUE,DEM,3763,100
State Representative,110,Total,,,3763,
State Representative,111,Yvonne Davis,TRUE,DEM,6411,100
State Representative,111,Total,,,6411,
State Representative,113,Jamie Dorris,FALSE,DEM,1249,100
State Representative,113,Total,,,1249,
State Representative,114,John Wellik,FALSE,DEM,1588,100
State Representative,114,Total,,,1588,
State Representative,116,Trey Martinez Fischer,TRUE,DEM,3530,100
State Representative,116,Total,,,3530,
State Representative,117,David McQuade Leibowitz,TRUE,DEM,2627,100
State Representative,117,Total,,,2627,
State Representative,118,Joe Farias,TRUE,DEM,3091,100
State Representative,118,Total,,,3091,
State Representative,119,Rolando Gutierrez,TRUE,DEM,4011,100
State Representative,119,Total,,,4011,
State Representative,120,Ruth Jones McClendon,TRUE,DEM,3876,100
State Representative,120,Total,,,3876,
State Representative,122,Masarrat Ali,FALSE,DEM,3102,100
State Representative,122,Total,,,3102,
State Representative,123,Mike Villarreal,TRUE,DEM,3750,100
State Representative,123,Total,,,3750,
State Representative,124,Jos̩ Men̩ndez,TRUE,DEM,2927,100
State Representative,124,Total,,,2927,
State Representative,125,Joaquin Castro,TRUE,DEM,3843,100
State Representative,125,Total,,,3843,
State Representative,126,Casey  McKinney,FALSE,DEM,1862,100
State Representative,126,Total,,,1862,
State Representative,127,Joe A.  Montemayor,FALSE,DEM,2291,100
State Representative,127,Total,,,2291,
State Representative,131,Alma A.  Allen,TRUE,DEM,5883,100
State Representative,131,Total,,,5883,
State Representative,132,Silvia  Mintz,FALSE,DEM,1776,100
State Representative,132,Total,,,1776,
State Representative,133,Kristi  Thibaut,TRUE,DEM,1841,100
State Representative,133,Total,,,1841,
State Representative,134,Ellen  Cohen,TRUE,DEM,5944,100
State Representative,134,Total,,,5944,
State Representative,137,Scott  Hochberg,TRUE,DEM,1005,100
State Representative,137,Total,,,1005,
State Representative,138,Kendra  Yarbrough Camarena,FALSE,DEM,2220,100
State Representative,138,Total,,,2220,
State Representative,139,Sylvester  Turner,TRUE,DEM,6213,100
State Representative,139,Total,,,6213,
State Representative,140,Armando Lucio  Walle,TRUE,DEM,1472,100
State Representative,140,Total,,,1472,
State Representative,141,Senfronia  Thompson,TRUE,DEM,5069,100
State Representative,141,Total,,,5069,
State Representative,142,Harold V.  Dutton Jr.,TRUE,DEM,5660,100
State Representative,142,Total,,,5660,
State Representative,143,Ana E.  Hernandez,TRUE,DEM,1573,100
State Representative,143,Total,,,1573,
State Representative,144,Rick  Molina,FALSE,DEM,1689,100
State Representative,144,Total,,,1689,
State Representative,145,Carol  Alvarado,TRUE,DEM,1876,100
State Representative,145,Total,,,1876,
State Representative,146,Al  Edwards,TRUE,DEM,5040,49.96
State Representative,146,Borris L.  Miles,FALSE,DEM,5048,50.04
State Representative,146,Total,,,10088,
State Representative,147,Garnet F.  Coleman,TRUE,DEM,7086,100
State Representative,147,Total,,,7086,
State Representative,148,Jessica Cristina  Farrar,TRUE,DEM,3804,100
State Representative,148,Total,,,3804,
State Representative,149,Hubert  Vo,TRUE,DEM,2302,100
State Representative,149,Total,,,2302,
State Representative,150,Brad  Neal,FALSE,DEM,1775,100
State Representative,150,Total,,,1775,
"Chief Justice, 1st Court of Appeals",,Morris Overstreet,FALSE,DEM,92932,100
"Chief Justice, 1st Court of Appeals",,Total,,,92932,
Justice 1st Court of Appeals District,4,Michael Gomez,FALSE,DEM,91344,100
Justice 1st Court of Appeals District,4,Total,,,91344,
Justice 1st Court of Appeals District,8  Unexpired Term,Robert Ray,FALSE,DEM,90481,100
Justice 1st Court of Appeals District,8  Unexpired Term,Total,,,90481,
Justice 3rd Court of Appeals District,4,Kurt Kuhn,FALSE,DEM,53540,100
Justice 3rd Court of Appeals District,4,Total,,,53540,
Justice 4th Court of Appeals District,2  Unexpired Term,Rebeca C. Martinez,FALSE,DEM,87916,100
Justice 4th Court of Appeals District,2  Unexpired Term,Total,,,87916,
Justice 5th Court of Appeals District,4,Bonnie Lee Goldstein,FALSE,DEM,41597,100
Justice 5th Court of Appeals District,4,Total,,,41597,
Justice 5th Court of Appeals District,12  Unexpired Term,Lawrence J. Praeger,FALSE,DEM,40273,100
Justice 5th Court of Appeals District,12  Unexpired Term,Total,,,40273,
Justice 9th Court of Appeals District,2,Ron M. Mangus,FALSE,DEM,25557,100
Justice 9th Court of Appeals District,2,Total,,,25557,
Justice 13th Court of Appeals District,3,Linda Ya̱ez,TRUE,DEM,56114,100
Justice 13th Court of Appeals District,3,Total,,,56114,
Justice 14th Court of Appeals District,2,Norma Venso,FALSE,DEM,90438,100
Justice 14th Court of Appeals District,2,Total,,,90438,
Justice 14th Court of Appeals District,5  Unexpired Term,Wally Kronzer,FALSE,DEM,86595,100
Justice 14th Court of Appeals District,5  Unexpired Term,Total,,,86595,
Justice 14th Court of Appeals District,9,Tim Riley,FALSE,DEM,88413,100
Justice 14th Court of Appeals District,9,Total,,,88413,
District Judge,Judicial District 1A,Jerome Owens,TRUE,DEM,3917,100
District Judge,Judicial District 1A,Total,,,3917,
District Judge,36th Judicial District,Michael Welborn,TRUE,DEM,2532,59.91
District Judge,36th Judicial District,Richard D. Zapata,FALSE,DEM,1694,40.09
District Judge,36th Judicial District,Total,,,4226,
District Judge,39th Judicial District,Shane Hadaway,TRUE,DEM,2053,100
District Judge,39th Judicial District,Total,,,2053,
District Judge,44th Judicial District,Carlos Cortez,TRUE,DEM,33068,100
District Judge,44th Judicial District,Total,,,33068,
District Judge,45th Judicial District,Barbara Hanson Nellermoe,TRUE,DEM,28912,100
District Judge,45th Judicial District,Total,,,28912,
District Judge,46th Judicial District,Dan Mike Bird,TRUE,DEM,1124,100
District Judge,46th Judicial District,Total,,,1124,
District Judge,49th Judicial District,Joe Lopez,TRUE,DEM,25217,100
District Judge,49th Judicial District,Total,,,25217,
District Judge,55th Judicial District,Dion Ramos,TRUE,DEM,65601,100
District Judge,55th Judicial District,Total,,,65601,
District Judge,58th Judicial District,Bob Wortham,TRUE,DEM,12629,100
District Judge,58th Judicial District,Total,,,12629,
District Judge,66th Judicial District,F.B.,TRUE,DEM,736,100
District Judge,66th Judicial District,Total,,,736,
District Judge,68th Judicial District,David Diaz,FALSE,DEM,14757,33.57
District Judge,68th Judicial District,Martin Hoffman,TRUE,DEM,29206,66.43
District Judge,68th Judicial District,Total,,,43963,
District Judge,73rd Judicial District  Unexpired Term,Roberto Rios,FALSE,DEM,30091,100
District Judge,73rd Judicial District  Unexpired Term,Total,,,30091,
District Judge,75th Judicial District,"C.T. ""Rusty"" Hight",TRUE,DEM,1885,100
District Judge,75th Judicial District,Total,,,1885,
District Judge,81st Judicial District,Donna S. Rayes,TRUE,DEM,7324,100
District Judge,81st Judicial District,Total,,,7324,
District Judge,82nd Judicial District,Robert Stem,TRUE,DEM,1525,100
District Judge,82nd Judicial District,Total,,,1525,
District Judge,94th Judicial District,Robert  Galvan Jr.,TRUE,DEM,8459,100
District Judge,94th Judicial District,Total,,,8459,
District Judge,101st Judicial District,"Martin ""Marty"" Lowy",TRUE,DEM,31672,100
District Judge,101st Judicial District,Total,,,31672,
District Judge,102nd Judicial District,Bobby Lockhart,FALSE,DEM,4113,100
District Judge,102nd Judicial District,Total,,,4113,
District Judge,103rd Judicial District,Janet L. Leal,TRUE,DEM,11005,100
District Judge,103rd Judicial District,Total,,,11005,
District Judge,105th Judicial District,J. Manuel Banales,TRUE,DEM,9453,100
District Judge,105th Judicial District,Total,,,9453,
District Judge,107th Judicial District,"Benjamin ""Ben"" Euresti Jr.",TRUE,DEM,10789,100
District Judge,107th Judicial District,Total,,,10789,
District Judge,109th Judicial District,Mark Hooper,FALSE,DEM,260,100
District Judge,109th Judicial District,Total,,,260,
District Judge,111th Judicial District,Adriana ArceFlores,FALSE,DEM,7471,26.17
District Judge,111th Judicial District,"Jesus ""Chuy"" Dominguez",FALSE,DEM,7937,27.8
District Judge,111th Judicial District,Monica Zapata Notzon,FALSE,DEM,13138,46.02
District Judge,111th Judicial District,Total,,,28546,
District Judge,112th Judicial District,"Pedro Gomez, Jr.",TRUE,DEM,2906,100
District Judge,112th Judicial District,Total,,,2906,
District Judge,113th Judicial District,Christina  Bryan,FALSE,DEM,57299,77.19
District Judge,113th Judicial District,Jerome  Fjeld,FALSE,DEM,16928,22.81
District Judge,113th Judicial District,Total,,,74227,
District Judge,115th Judicial District,"Lauren ""Laurie"" Parish",TRUE,DEM,1492,100
District Judge,115th Judicial District,Total,,,1492,
District Judge,116th Judicial District,Tonya Parker,FALSE,DEM,33156,100
District Judge,116th Judicial District,Total,,,33156,
District Judge,117th Judicial District,Sandra Watts,TRUE,DEM,8134,100
District Judge,117th Judicial District,Total,,,8134,
District Judge,120th Judicial District,Maria Salas Mendoza,TRUE,DEM,24512,100
District Judge,120th Judicial District,Total,,,24512,
District Judge,122nd Judicial District,Ron Johnson,FALSE,DEM,5931,100
District Judge,122nd Judicial District,Total,,,5931,
District Judge,134th Judicial District,Baltasar D. Cruz,FALSE,DEM,11038,25.57
District Judge,134th Judicial District,David Kelton,FALSE,DEM,15066,34.9
District Judge,134th Judicial District,Dale B. Tillery,FALSE,DEM,17061,39.53
District Judge,134th Judicial District,Total,,,43165,
District Judge,144th Judicial District,Catherine TorresStahl,TRUE,DEM,30264,100
District Judge,144th Judicial District,Total,,,30264,
District Judge,147th Judicial District,Clifford A. Brown,FALSE,DEM,22587,70.87
District Judge,147th Judicial District,Bill Gammon,FALSE,DEM,9284,29.13
District Judge,147th Judicial District,Total,,,31871,
District Judge,148th Judicial District,Marisela Saldana,TRUE,DEM,7986,100
District Judge,148th Judicial District,Total,,,7986,
District Judge,149th Judicial District,Peggy Sue Bittick,FALSE,DEM,1455,32.55
District Judge,149th Judicial District,Edlena Faye Gordon,FALSE,DEM,3015,67.45
District Judge,149th Judicial District,Total,,,4470,
District Judge,150th Judicial District,Aida Rojas,FALSE,DEM,29666,100
District Judge,150th Judicial District,Total,,,29666,
District Judge,155th Judicial District,Alan Folger,FALSE,DEM,2032,100
District Judge,155th Judicial District,Total,,,2032,
District Judge,156th Judicial District,Joel B. Johnson,TRUE,DEM,3197,100
District Judge,156th Judicial District,Total,,,3197,
District Judge,157th Judicial District,Chuck  Silverman,FALSE,DEM,31470,41.39
District Judge,157th Judicial District,Shawn  Thierry,FALSE,DEM,44571,58.61
District Judge,157th Judicial District,Total,,,76041,
District Judge,160th Judicial District,Jim Jordan,TRUE,DEM,31872,100
District Judge,160th Judicial District,Total,,,31872,
District Judge,168th Judicial District,Marcos Lizarraga,FALSE,DEM,16282,51.51
District Judge,168th Judicial District,Christine Pacheco,FALSE,DEM,15328,48.49
District Judge,168th Judicial District,Total,,,31610,
District Judge,171st Judicial District,Luis Cesar Labrado,FALSE,DEM,9436,30.14
District Judge,171st Judicial District,Bonnie Rangel,TRUE,DEM,21869,69.86
District Judge,171st Judicial District,Total,,,31305,
District Judge,172nd Judicial District,Donald J. Floyd,TRUE,DEM,12717,100
District Judge,172nd Judicial District,Total,,,12717,
District Judge,180th Judicial District,Lori  Gooch,FALSE,DEM,30618,41.4
District Judge,180th Judicial District,Darrell  Jordan,FALSE,DEM,43336,58.6
District Judge,180th Judicial District,Total,,,73954,
District Judge,182nd Judicial District,Brandon  Dudley,FALSE,DEM,65359,100
District Judge,182nd Judicial District,Total,,,65359,
District Judge,183rd Judicial District,Michael  Gomez,FALSE,DEM,65789,100
District Judge,183rd Judicial District,Total,,,65789,
District Judge,184th Judicial District,Jay W. Burnett,FALSE,DEM,65292,100
District Judge,184th Judicial District,Total,,,65292,
District Judge,185th Judicial District,Vivian  King,FALSE,DEM,67031,100
District Judge,185th Judicial District,Total,,,67031,
District Judge,186th Judicial District,"Maria Teresa ""Tessa"" Herr",TRUE,DEM,30200,100
District Judge,186th Judicial District,Total,,,30200,
District Judge,187th Judicial District,Dinorah Diaz,FALSE,DEM,29197,100
District Judge,187th Judicial District,Total,,,29197,
District Judge,189th Judicial District,Ursula A.  Hall,FALSE,DEM,47409,60.78
District Judge,189th Judicial District,Larry  Hinojosa,FALSE,DEM,17086,21.91
District Judge,189th Judicial District,Andy  Pereira,FALSE,DEM,13505,17.31
District Judge,189th Judicial District,Total,,,78000,
District Judge,190th Judicial District,Olan  Boudreaux,FALSE,DEM,43514,59.39
District Judge,190th Judicial District,Jim  Wrotenbery,FALSE,DEM,29756,40.61
District Judge,190th Judicial District,Total,,,73270,
District Judge,191st Judicial District,Gena Slaughter,TRUE,DEM,32057,100
District Judge,191st Judicial District,Total,,,32057,
District Judge,192nd Judicial District,Craig Smith,TRUE,DEM,33374,100
District Judge,192nd Judicial District,Total,,,33374,
District Judge,193rd Judicial District,Carl Ginsberg,TRUE,DEM,32345,100
District Judge,193rd Judicial District,Total,,,32345,
District Judge,194th Judicial District,Ernest White,TRUE,DEM,32844,100
District Judge,194th Judicial District,Total,,,32844,
District Judge,195th Judicial District,Fred Tinsley,TRUE,DEM,32812,100
District Judge,195th Judicial District,Total,,,32812,
District Judge,196th Judicial District,Joe Leonard,TRUE,DEM,1077,100
District Judge,196th Judicial District,Total,,,1077,
District Judge,197th Judicial District,Juan Angel Guerra,FALSE,DEM,5442,29.18
District Judge,197th Judicial District,Migdalia L�_pez,TRUE,DEM,13206,70.82
District Judge,197th Judicial District,Total,,,18648,
District Judge,201st Judicial District,Amy Clark Meachum,FALSE,DEM,23276,68.44
District Judge,201st Judicial District,Jan P. Patterson,FALSE,DEM,10732,31.56
District Judge,201st Judicial District,Total,,,34008,
District Judge,203rd Judicial District,Susan Anderson,FALSE,DEM,16524,38.59
District Judge,203rd Judicial District,Teresa Hawthorne,FALSE,DEM,14328,33.46
District Judge,203rd Judicial District,Davey Lamb,FALSE,DEM,11968,27.95
District Judge,203rd Judicial District,Total,,,42820,
District Judge,204th Judicial District,Lena Levario,TRUE,DEM,31067,100
District Judge,204th Judicial District,Total,,,31067,
District Judge,205th Judicial District,Kathleen H. Olivares,TRUE,DEM,25325,100
District Judge,205th Judicial District,Total,,,25325,
District Judge,206th Judicial District,Rose Guerra Reyna,TRUE,DEM,21039,100
District Judge,206th Judicial District,Total,,,21039,
District Judge,208th Judicial District,Loretta Johnson Muldrow,FALSE,DEM,66274,100
District Judge,208th Judicial District,Total,,,66274,
District Judge,209th Judicial District,Kathy  Cheng,FALSE,DEM,64497,100
District Judge,209th Judicial District,Total,,,64497,
District Judge,210th Judicial District,"Gonzalo ""Chalo"" Garcia Jr.",TRUE,DEM,24642,100
District Judge,210th Judicial District,Total,,,24642,
