county,office,district,candidate,incumbent,party,votes,pct
ARCHER,State Senate,30  Unexpired Term,Rick Bunch,False,IND,18,2.10
ARCHER,State Senate,30  Unexpired Term,Craig Estes,False,REP,538,62.63
ARCHER,State Senate,30  Unexpired Term,Doug Jeffrey,False,REP,9,1.05
ARCHER,State Senate,30  Unexpired Term,Harry Reynolds,False,REP,2,0.23
ARCHER,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,199,23.17
ARCHER,State Senate,30  Unexpired Term,Kirk Wilson,False,REP,93,10.83
ARCHER,State Senate,30  Unexpired Term,Total,,,859,
ARMSTRONG,State Senate,30  Unexpired Term,Rick Bunch,False,IND,9,4.35
ARMSTRONG,State Senate,30  Unexpired Term,Craig Estes,False,REP,63,30.43
ARMSTRONG,State Senate,30  Unexpired Term,Doug Jeffrey,False,REP,12,5.80
ARMSTRONG,State Senate,30  Unexpired Term,Harry Reynolds,False,REP,36,17.39
ARMSTRONG,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,35,16.91
ARMSTRONG,State Senate,30  Unexpired Term,Kirk Wilson,False,REP,52,25.12
ARMSTRONG,State Senate,30  Unexpired Term,Total,,,207,
BAYLOR,State Senate,30  Unexpired Term,Rick Bunch,False,IND,3,0.98
BAYLOR,State Senate,30  Unexpired Term,Craig Estes,False,REP,177,58.03
BAYLOR,State Senate,30  Unexpired Term,Doug Jeffrey,False,REP,8,2.62
BAYLOR,State Senate,30  Unexpired Term,Harry Reynolds,False,REP,3,0.98
BAYLOR,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,86,28.20
BAYLOR,State Senate,30  Unexpired Term,Kirk Wilson,False,REP,28,9.18
BAYLOR,State Senate,30  Unexpired Term,Total,,,305,
BRISCOE,State Senate,30  Unexpired Term,Rick Bunch,False,IND,2,1.71
BRISCOE,State Senate,30  Unexpired Term,Craig Estes,False,REP,46,39.32
BRISCOE,State Senate,30  Unexpired Term,Doug Jeffrey,False,REP,5,4.27
BRISCOE,State Senate,30  Unexpired Term,Harry Reynolds,False,REP,2,1.71
BRISCOE,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,33,28.21
BRISCOE,State Senate,30  Unexpired Term,Kirk Wilson,False,REP,29,24.79
BRISCOE,State Senate,30  Unexpired Term,Total,,,117,
CARSON,State Senate,30  Unexpired Term,Rick Bunch,False,IND,16,4.09
CARSON,State Senate,30  Unexpired Term,Craig Estes,False,REP,126,32.23
CARSON,State Senate,30  Unexpired Term,Doug Jeffrey,False,REP,20,5.12
CARSON,State Senate,30  Unexpired Term,Harry Reynolds,False,REP,39,9.97
CARSON,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,99,25.32
CARSON,State Senate,30  Unexpired Term,Kirk Wilson,False,REP,91,23.27
CARSON,State Senate,30  Unexpired Term,Total,,,391,
CASTRO,State Senate,30  Unexpired Term,Rick Bunch,False,IND,5,1.36
CASTRO,State Senate,30  Unexpired Term,Craig Estes,False,REP,102,27.79
CASTRO,State Senate,30  Unexpired Term,Doug Jeffrey,False,REP,11,3.00
CASTRO,State Senate,30  Unexpired Term,Harry Reynolds,False,REP,52,14.17
CASTRO,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,127,34.60
CASTRO,State Senate,30  Unexpired Term,Kirk Wilson,False,REP,70,19.07
