county,office,district,candidate,incumbent,party,votes,pct
ARCHER,State Senate,30  Unexpired Term,Craig Estes,False,REP,375,54.59
ARCHER,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,312,45.41
ARCHER,State Senate,30  Unexpired Term,Total,,,687,
ARMSTRONG,State Senate,30  Unexpired Term,Craig Estes,False,REP,92,77.31
ARMSTRONG,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,27,22.69
ARMSTRONG,State Senate,30  Unexpired Term,Total,,,119,
BAYLOR,State Senate,30  Unexpired Term,Craig Estes,False,REP,158,51.80
BAYLOR,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,147,48.20
BAYLOR,State Senate,30  Unexpired Term,Total,,,305,
BRISCOE,State Senate,30  Unexpired Term,Craig Estes,False,REP,67,70.53
BRISCOE,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,28,29.47
BRISCOE,State Senate,30  Unexpired Term,Total,,,95,
CARSON,State Senate,30  Unexpired Term,Craig Estes,False,REP,100,69.93
CARSON,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,43,30.07
CARSON,State Senate,30  Unexpired Term,Total,,,143,
CASTRO,State Senate,30  Unexpired Term,Craig Estes,False,REP,111,62.71
CASTRO,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,66,37.29
CASTRO,State Senate,30  Unexpired Term,Total,,,177,
CHILDRESS,State Senate,30  Unexpired Term,Craig Estes,False,REP,83,55.33
CHILDRESS,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,67,44.67
CHILDRESS,State Senate,30  Unexpired Term,Total,,,150,
CLAY,State Senate,30  Unexpired Term,Craig Estes,False,REP,576,55.71
CLAY,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,458,44.29
CLAY,State Senate,30  Unexpired Term,Total,,,1034,
COLLIN,State Senate,30  Unexpired Term,Craig Estes,False,REP,94,75.20
COLLIN,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,31,24.80
COLLIN,State Senate,30  Unexpired Term,Total,,,125,
COLLINGSWORTH,State Senate,30  Unexpired Term,Craig Estes,False,REP,70,48.95
COLLINGSWORTH,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,73,51.05
COLLINGSWORTH,State Senate,30  Unexpired Term,Total,,,143,
COOKE,State Senate,30  Unexpired Term,Craig Estes,False,REP,1071,80.89
COOKE,State Senate,30  Unexpired Term,Greg L. Underwood,False,DEM,253,19.11
COOKE,State Senate,30  Unexpired Term,Total,,,1324,
