office,district,candidate,incumbent,party,votes,pct
State Senate,30 Unexpired Term,Craig Estes,False,REP,15332,62.70
State Senate,30 Unexpired Term,Greg L. Underwood,False,DEM,9120,37.30
State Senate,30 Unexpired Term,Total,,,24452,
