office,district,candidate,incumbent,party,votes,pct
U. S. Representative,20,Charles A. Gonzalez,True,DEM,127298,71.90
U. S. Representative,20,Michael  Idrogo,False,LIB,5172,2.92
U. S. Representative,20,Total,,,177055,
U. S. Representative,21,Lamar Smith,True,REP,243471,80.00
U. S. Representative,21,James Arthur  Strohm,False,LIB,60879,20.00
U. S. Representative,21,Total,,,304350,
U. S. Representative,22,Pete Olson,False,REP,161996,52.43
U. S. Representative,22,Nick Lampson,True,DEM,140160,45.36
U. S. Representative,22,John  Wieder,False,LIB,6839,2.21
U. S. Representative,22,Total,,,308995,
U. S. Representative,23,Lyle Larson,False,REP,100799,41.92
U. S. Representative,23,Ciro D. Rodriguez,True,DEM,134090,55.76
U. S. Representative,23,Lani  Connolly,False,LIB,5581,2.32
U. S. Representative,23,Total,,,240470,
U. S. Representative,24,Kenny E. Marchant,True,REP,151434,55.98
U. S. Representative,24,Tom Love,False,DEM,111089,41.07
U. S. Representative,24,David A.  Casey,False,LIB,7972,2.95
U. S. Representative,24,Total,,,270495,
U. S. Representative,25,George L. Morovich,False,REP,88693,30.45
U. S. Representative,25,Lloyd Doggett,True,DEM,191755,65.83
U. S. Representative,25,Jim  Stutsman,False,LIB,10848,3.72
U. S. Representative,25,Total,,,291296,
U. S. Representative,26,Michael  C. Burgess,True,REP,195181,60.17
U. S. Representative,26,Ken Leach,False,DEM,118167,36.43
U. S. Representative,26,Stephanie B.  Weiss,False,LIB,11028,3.40
U. S. Representative,26,Total,,,324376,
U. S. Representative,27,William Willie Vaden,False,REP,69458,38.38
U. S. Representative,27,Solomon P. Ortiz,True,DEM,104864,57.95
U. S. Representative,27,Robert E.  Powell,False,LIB,6629,3.66
U. S. Representative,27,Total,,,180951,
U. S. Representative,28,Jim Fish,False,REP,52524,29.22
U. S. Representative,28,Henry Cuellar,True,DEM,123494,68.71
U. S. Representative,28,Ross Lynn  Leone,False,LIB,3722,2.07
U. S. Representative,28,Total,,,179740,
U. S. Representative,29,Eric Story,False,REP,25512,23.89
U. S. Representative,29,Gene Green,True,DEM,79718,74.65
U. S. Representative,29,Joel  Grace,False,LIB,1564,1.46
U. S. Representative,29,Total,,,106794,
U. S. Representative,30,Fred Wood,False,REP,32361,15.87
U. S. Representative,30,Eddie Bernice Johnson,True,DEM,168249,82.48
U. S. Representative,30,Jarrett  Woods,False,LIB,3366,1.65
U. S. Representative,30,Total,,,203976,
U. S. Representative,31,John Carter,True,REP,175563,60.27
U. S. Representative,31,Brian P. Ruiz,False,DEM,106559,36.58
U. S. Representative,31,Barry N.  Cooper,False,LIB,9182,3.15
U. S. Representative,31,Total,,,291304,
U. S. Representative,32,Pete Sessions,True,REP,116283,57.25
U. S. Representative,32,Eric Roberson,False,DEM,82406,40.57
U. S. Representative,32,Alex  Bischoff,False,LIB,4421,2.18
U. S. Representative,32,Total,,,203110,
Railroad Commissioner,,Michael L. Williams,True,REP,4003789,52.13
Railroad Commissioner,,Mark Thompson,False,DEM,3406174,44.35
Railroad Commissioner,,David Floyd,False,LIB,270078,3.52
Railroad Commissioner,,Total,,,7680041,
"Chief Justice, Supreme Court",,Wallace B. Jefferson,True,REP,4092181,53.11
"Chief Justice, Supreme Court",,Jim Jordan,False,DEM,3374433,43.79
"Chief Justice, Supreme Court",,Tom Oxford,False,LIB,239063,3.10
"Chief Justice, Supreme Court",,Total,,,7705677,
Justice Supreme Court,7,Dale Wainwright,True,REP,3926015,51.10
Justice Supreme Court,7,Sam Houston,False,DEM,3525141,45.88
Justice Supreme Court,7,David G. Smith,False,LIB,232211,3.02
Justice Supreme Court,7,Total,,,7683367,
Justice Supreme Court,8,Phil Johnson,True,REP,4018396,52.32
Justice Supreme Court,8,Linda Reyna Yañez,False,DEM,3428179,44.63
Justice Supreme Court,8,Drew Shirley,False,LIB,234092,3.05
Justice Supreme Court,8,Total,,,7680667,
Judge Court of Criminal Appeals,3,Tom Price,True,REP,3949722,51.64
Judge Court of Criminal Appeals,3,Susan Strawn,False,DEM,3482718,45.53
Judge Court of Criminal Appeals,3,Matthew E. Eilers,False,LIB,216060,2.82
Judge Court of Criminal Appeals,3,Total,,,7648500,
Judge Court of Criminal Appeals,4,Paul Womack,True,REP,4044788,52.97
Judge Court of Criminal Appeals,4,J.R. Molina,False,DEM,3340754,43.75
Judge Court of Criminal Appeals,4,Dave Howard,False,LIB,250672,3.28
Judge Court of Criminal Appeals,4,Total,,,7636214,
Judge Court of Criminal Appeals,9,Cathy Cochran,True,REP,4719538,81.89
Judge Court of Criminal Appeals,9,"William Bryan Strange, III",False,LIB,1043642,18.11
Judge Court of Criminal Appeals,9,Total,,,5763180,
Member State Board of Education,2,Peter H. Johnston,False,REP,152165,40.51
Member State Board of Education,2,Mary Helen Berlanga,True,DEM,223465,59.49
Member State Board of Education,2,Total,,,375630,
Member State Board of Education,6,Terri Leo,False,REP,332910,79.27
Member State Board of Education,6,Mary Ann  Bryan,False,LIB,87056,20.73
Member State Board of Education,6,Total,,,419966,
Member State Board of Education,7,David Bradley,True,REP,287175,53.67
Member State Board of Education,7,Laura Ewing,False,DEM,233238,43.59
Member State Board of Education,7,Richard R.  Johnson,False,LIB,14667,2.74
Member State Board of Education,7,Total,,,535080,
Member State Board of Education,8,Barbara Cargill,True,REP,401363,85.33
Member State Board of Education,8,Kim B.  Stroman,False,LIB,65105,13.84
Member State Board of Education,8,Linda Ellis,False,WI,3908,0.83
Member State Board of Education,8,Total,,,470376,
Member State Board of Education,11,"Patricia ""Pat"" Hardy",True,REP,446231,84.30
Member State Board of Education,11,Bruce  Beckman,False,LIB,83121,15.70
Member State Board of Education,11,Total,,,529352,
Member State Board of Education,13,Cindy Werner,False,REP,95706,25.55
Member State Board of Education,13,Mavis Best Knight,True,DEM,278896,74.45
Member State Board of Education,13,Total,,,374602,
Member State Board of Education,14,Gail Lowe,True,REP,376415,64.99
Member State Board of Education,14,Edra Bogle,False,DEM,181405,31.32
Member State Board of Education,14,John E.  Shuey,False,LIB,21352,3.69
Member State Board of Education,14,Total,,,579172,
State Senate,4,Tommy Williams,True,REP,203367,100.00
State Senate,4,Total,,,203367,
State Senate,6,Gilbert Pena,False,REP,27751,26.63
State Senate,6,"Mario V. Gallegos, Jr.",True,DEM,72960,70.01
State Senate,6,Susan  Delgado,False,LIB,3496,3.35
State Senate,6,Total,,,104207,
State Senate,9,Chris Harris,True,REP,125443,54.08
State Senate,9,Melvin Willms,False,DEM,100509,43.33
State Senate,9,Carl  Nulsen,False,LIB,5991,2.58
State Senate,9,Total,,,231943,
State Senate,10,Kim Brimer,True,REP,140737,47.52
State Senate,10,Wendy R. Davis,False,DEM,147832,49.92
State Senate,10,Richard A.  Cross,False,LIB,7591,2.56
State Senate,10,Total,,,296160,
State Senate,11,Mike Jackson,True,REP,155772,56.49
State Senate,11,Joe Jaworski,False,DEM,113567,41.18
State Senate,11,Cliff  Messina,False,LIB,6419,2.33
State Senate,11,Total,,,275758,
State Senate,16,John Carona,True,REP,122439,56.27
State Senate,16,Rain Levy Minns,False,DEM,89346,41.06
State Senate,16,Paul E.  Osborn,False,LIB,5825,2.68
State Senate,16,Total,,,217610,
State Senate,20,"Juan ""Chuy"" Hinojosa",True,DEM,124456,81.40
State Senate,20,"Billy ""Bill"" Parker",False,LIB,28429,18.60
State Senate,20,Total,,,152885,
State Senate,21,Louis H. Bruni,False,REP,55480,29.16
State Senate,21,Judith Zaffirini,True,DEM,129802,68.22
State Senate,21,Barry L.  Allison,False,LIB,4980,2.62
State Senate,21,Total,,,190262,
State Senate,23,Royce West,True,DEM,176451,92.40
State Senate,23,Jim  Renfro,False,LIB,14503,7.60
State Senate,23,Total,,,190954,
State Senate,24,Troy Fraser,True,REP,197125,85.47
State Senate,24,Bill  Oliver,False,LIB,33518,14.53
State Senate,24,Total,,,230643,
State Senate,26,Leticia Van de Putte,True,DEM,136913,81.44
State Senate,26,Steve  Lopez,False,LIB,31194,18.56
State Senate,26,Total,,,168107,
State Senate,27,"Eddie Lucio, Jr.",True,DEM,111596,100.00
State Senate,27,Total,,,111596,
State Senate,28,Robert Duncan,True,REP,179059,88.17
State Senate,28,M. J. (Smitty) Smith,False,LIB,24022,11.83
State Senate,28,Total,,,203081,
State Senate,30,Craig Estes,True,REP,221470,100.00
State Senate,30,Total,,,221470,
State Senate,31,Kel Seliger,True,REP,180267,90.21
State Senate,31,Lauren  Poindexter,False,LIB,19569,9.79
State Senate,31,Total,,,199836,
State Representative,1,George Lavender,False,REP,24853,45.00
State Representative,1,Stephen J. Frost,True,DEM,29598,53.59
State Representative,1,Tim  Eason,False,LIB,781,1.41
State Representative,1,Total,,,55232,
State Representative,2,Dan Flynn,True,REP,39258,85.04
State Representative,2,Michael A.  French,False,LIB,6906,14.96
State Representative,2,Total,,,46164,
State Representative,3,Kirby Hollingsworth,False,REP,24864,48.16
State Representative,3,Mark Homer,True,DEM,26763,51.84
State Representative,3,Total,,,51627,
State Representative,4,Betty Brown,True,REP,39250,62.62
State Representative,4,Victor M. Morales,False,DEM,22049,35.18
State Representative,4,James C.  Yow,False,LIB,1383,2.21
State Representative,4,Total,,,62682,
State Representative,5,Bryan Hughes,True,REP,47309,100.00
State Representative,5,Total,,,47309,
State Representative,6,Leo Berman,True,REP,44476,87.77
State Representative,6,Gene  Moody,False,LIB,6196,12.23
State Representative,6,Total,,,50672,
State Representative,7,Tommy Merritt,True,REP,40671,88.34
State Representative,7,Joey R.  Stroman,False,LIB,5368,11.66
State Representative,7,Total,,,46039,
State Representative,8,Byron Cook,True,REP,34524,100.00
State Representative,8,Total,,,34524,
State Representative,9,Wayne Christian,True,REP,32704,62.76
State Representative,9,Kenneth D. Franks,False,DEM,18448,35.40
State Representative,9,Joe  Allport,False,LIB,961,1.84
State Representative,9,Total,,,52113,
State Representative,10,Jim Pitts,True,REP,49401,85.52
State Representative,10,Phil  Smart,False,LIB,8366,14.48
State Representative,10,Total,,,57767,
State Representative,11,Brian K. Walker,False,REP,25934,49.06
State Representative,11,Chuck Hopson,True,DEM,26054,49.29
State Representative,11,Paul  Bryan,False,LIB,875,1.66
State Representative,11,Total,,,52863,
State Representative,12,Van Brookshire,False,REP,21647,42.94
State Representative,12,Jim McReynolds,True,DEM,28760,57.06
State Representative,12,Total,,,50407,
State Representative,13,Lois W. Kolkhorst,True,REP,41376,100.00
State Representative,13,Total,,,41376,
State Representative,14,Fred Brown,True,REP,37236,82.20
State Representative,14,Ron  Darby,False,LIB,8063,17.80
State Representative,14,Total,,,45299,
State Representative,15,Rob Eissler,True,REP,69661,100.00
State Representative,15,Total,,,69661,
State Representative,16,Brandon Creighton,True,REP,49263,100.00
State Representative,16,Total,,,49263,
State Representative,17,Tim Kleinschmidt,False,REP,32238,53.99
State Representative,17,Donnie Dippel,False,DEM,25583,42.85
State Representative,17,Alan W.  Duesterhoft,False,LIB,1889,3.16
State Representative,17,Total,,,59710,
State Representative,18,John Otto,True,REP,32465,68.54
State Representative,18,Arlan Foster,False,DEM,14901,31.46
State Representative,18,Total,,,47366,
State Representative,19,Mike Hamilton,True,REP,32545,63.92
State Representative,19,Larry C. Hunter,False,DEM,17306,33.99
State Representative,19,Richard Ramsey,False,LIB,1064,2.09
State Representative,19,Total,,,50915,
State Representative,20,Dan M. Gattis,True,REP,57029,64.71
State Representative,20,Jim Dillon,False,DEM,26907,30.53
State Representative,20,Craig C.  Weems,False,LIB,4199,4.76
State Representative,20,Total,,,88135,
State Representative,21,Allan B. Ritter,True,DEM,32208,100.00
State Representative,21,Total,,,32208,
State Representative,22,Joe Deshotel,True,DEM,31169,94.46
State Representative,22,Dean L. Tucker,False,LIB,1827,5.54
State Representative,22,Total,,,32996,
State Representative,23,Craig Eiland,True,DEM,31195,86.80
State Representative,23,Charles L.  Earley,False,LIB,4743,13.20
State Representative,23,Total,,,35938,
State Representative,24,Larry Taylor,True,REP,47378,86.31
State Representative,24,Rafael E.  Ramos,False,LIB,7515,13.69
State Representative,24,Total,,,54893,
State Representative,25,Dennis Bonnen,False,REP,33404,85.96
State Representative,25,Richard  Cole,False,LIB,5454,14.04
State Representative,25,Total,,,38858,
State Representative,26,Charlie Howard,True,REP,45679,100.00
State Representative,26,Total,,,45679,
State Representative,27,Steve Host,False,REP,25434,34.44
State Representative,27,Dora Olivo,True,DEM,48415,65.56
State Representative,27,Total,,,73849,
State Representative,28,John Zerwas,True,REP,50824,60.22
State Representative,28,Dorothy Bottos,False,DEM,32089,38.02
State Representative,28,M. Stephen  Lucas,False,LIB,1484,1.76
State Representative,28,Total,,,84397,
State Representative,29,Randy Weber,False,REP,40439,60.47
State Representative,29,Kevin M. Murphy,False,DEM,26433,39.53
State Representative,29,Total,,,66872,
State Representative,30,Geanie W. Morrison,True,REP,38869,100.00
State Representative,30,Total,,,38869,
State Representative,31,Ryan Guillen,True,DEM,24170,100.00
State Representative,31,Total,,,24170,
State Representative,32,Todd Hunter,False,REP,27844,50.13
State Representative,32,Juan M. Garcia III,True,DEM,25994,46.80
State Representative,32,Lenard  Nelson,False,LIB,1705,3.07
State Representative,32,Total,,,55543,
State Representative,33,Raul Torres,False,REP,14792,35.53
State Representative,33,"Solomon P. Ortiz, Jr.",True,DEM,24582,59.04
State Representative,33,Justin R.  Garrett,False,LIB,2261,5.43
State Representative,33,Total,,,41635,
State Representative,34,Connie Scott,False,REP,18684,46.86
State Representative,34,Abel Herrero,True,DEM,21188,53.14
State Representative,34,Total,,,39872,
State Representative,35,Yvonne Gonzalez Toureilles,True,DEM,29458,100.00
State Representative,35,Total,,,29458,
State Representative,36,Kino Flores,True,DEM,24598,100.00
State Representative,36,Total,,,24598,
State Representative,37,Rene O. Oliveira,True,DEM,19695,100.00
State Representative,37,Total,,,19695,
State Representative,38,"Eddie Lucio, III",True,DEM,25476,100.00
State Representative,38,Total,,,25476,
State Representative,39,"Armando ""Mando"" Martinez",True,DEM,23879,100.00
State Representative,39,Total,,,23879,
State Representative,40,Aaron Peña,True,DEM,24103,100.00
State Representative,40,Total,,,24103,
State Representative,41,Javier Villalobos,False,REP,12025,33.28
State Representative,41,Veronica Gonzales,True,DEM,23438,64.86
State Representative,41,Charles W.  Snelling,False,LIB,671,1.86
State Representative,41,Total,,,36134,
State Representative,42,Richard Peña Raymond,True,DEM,31129,100.00
State Representative,42,Total,,,31129,
State Representative,43,Tara Rios Ybarra,False,DEM,25771,87.20
State Representative,43,Richard W.  Shuey,False,LIB,3782,12.80
State Representative,43,Total,,,29553,
State Representative,44,Edmund Kuempel,True,REP,46686,82.42
State Representative,44,John  Lynch,False,LIB,9959,17.58
State Representative,44,Total,,,56645,
State Representative,45,Matt Young,False,REP,27729,37.44
State Representative,45,Patrick M. Rose,True,DEM,43926,59.31
State Representative,45,Tom  Gleinser,False,LIB,2411,3.26
State Representative,45,Total,,,74066,
State Representative,46,Dawnna Dukes,True,DEM,34353,86.52
State Representative,46,Allen Hacker,False,LIB,5351,13.48
State Representative,46,Total,,,39704,
State Representative,47,Donna Keel,False,REP,43190,48.80
State Representative,47,Valinda Bolton,True,DEM,45314,51.20
State Representative,47,Total,,,88504,
State Representative,48,Pamela Waggoner,False,REP,31028,41.96
State Representative,48,Donna Howard,True,DEM,39748,53.75
State Representative,48,Ben  Easton,False,LIB,3174,4.29
State Representative,48,Total,,,73950,
State Representative,49,Elliott Naishtat,True,DEM,54284,100.00
State Representative,49,Total,,,54284,
State Representative,50,Jerry J. Mikus Jr.,False,REP,23681,32.80
State Representative,50,Mark Strama,True,DEM,45456,62.97
State Representative,50,Jerry  Chandler,False,LIB,3055,4.23
State Representative,50,Total,,,72192,
State Representative,51,Eddie Rodriguez,True,DEM,29384,89.52
State Representative,51,Arthur  DiBianca,False,LIB,3440,10.48
State Representative,51,Total,,,32824,
State Representative,52,Bryan Daniel,False,REP,34047,47.42
State Representative,52,Diana Maldonado,False,DEM,34898,48.61
State Representative,52,Lillian  Simmons,False,LIB,2854,3.97
State Representative,52,Total,,,71799,
State Representative,53,Harvey Hilderbran,True,REP,47847,88.89
State Representative,53,Brian W.  Holk,False,LIB,5983,11.11
State Representative,53,Total,,,53830,
State Representative,54,Jimmie Don Aycock,True,REP,33690,78.04
State Representative,54,Nicolaas J.  Kramer,False,LIB,9478,21.96
State Representative,54,Total,,,43168,
State Representative,55,Ralph Sheffield,False,REP,30189,53.92
State Representative,55,Sam Murphey,False,DEM,24290,43.38
State Representative,55,Chris  Lane,False,LIB,1509,2.70
State Representative,55,Total,,,55988,
State Representative,56,"Charles ""Doc"" Anderson",True,REP,44067,86.38
State Representative,56,David  Meine,False,LIB,6946,13.62
State Representative,56,Total,,,51013,
State Representative,57,Jim Dunnam,True,DEM,28291,87.83
State Representative,57,Neill  Snider,False,LIB,3920,12.17
State Representative,57,Total,,,32211,
State Representative,58,Rob Orr,True,REP,39697,70.55
State Representative,58,Greg Allen Kauffman,False,DEM,14749,26.21
State Representative,58,Tom  Stewart,False,LIB,1825,3.24
State Representative,58,Total,,,56271,
State Representative,59,Sid Miller,True,REP,28482,61.64
State Representative,59,Ernie Casbeer,False,DEM,16546,35.81
State Representative,59,Coy  Reynolds,False,LIB,1178,2.55
State Representative,59,Total,,,46206,
State Representative,60,"James L. ""Jim"" Keffer",True,REP,43588,76.76
State Representative,60,Dave Shupp,False,DEM,13195,23.24
State Representative,60,Total,,,56783,
State Representative,61,Phil King,True,REP,48879,72.53
State Representative,61,Charles William Randolph,False,DEM,16308,24.20
State Representative,61,"Richard W.  Forsythe, Jr.",False,LIB,2205,3.27
State Representative,61,Total,,,67392,
State Representative,62,Larry Phillips,True,REP,37588,68.40
State Representative,62,"Peter ""Pete"" Veeck",False,DEM,17365,31.60
State Representative,62,Total,,,54953,
State Representative,63,Tan Parker,False,REP,64048,72.98
State Representative,63,Jesus Carrillo,False,DEM,19883,22.66
State Representative,63,John  Turner,False,LIB,3831,4.37
State Representative,63,Total,,,87762,
State Representative,64,Myra Crownover,True,REP,40758,56.95
State Representative,64,John McClelland,False,DEM,28195,39.40
State Representative,64,Jason  Jordan,False,LIB,2613,3.65
State Representative,64,Total,,,71566,
State Representative,65,Burt Solomons,True,REP,47471,79.67
State Representative,65,Lee  Hooper,False,LIB,12114,20.33
State Representative,65,Total,,,59585,
State Representative,66,Brian McCall,True,REP,45421,85.00
State Representative,66,Benjamin  Westfried,False,LIB,8015,15.00
State Representative,66,Total,,,53436,
State Representative,67,Jerry Madden,True,REP,30558,78.46
State Representative,67,Jeffrey  Joyner,False,LIB,8390,21.54
State Representative,67,Total,,,38948,
State Representative,68,Rick Hardcastle,True,REP,41543,100.00
State Representative,68,Total,,,41543,
State Representative,69,David Farabee,True,DEM,31925,86.19
State Representative,69,Richard  Brown,False,LIB,5114,13.81
State Representative,69,Total,,,37039,
State Representative,70,Ken Paxton,True,REP,73450,86.21
State Representative,70,Robert R.  Virasin,False,LIB,11751,13.79
State Representative,70,Total,,,85201,
State Representative,71,Susan L. King,True,REP,40381,88.31
State Representative,71,Michael  Walton,False,LIB,5346,11.69
State Representative,71,Total,,,45727,
State Representative,72,Drew Darby,True,REP,37010,86.94
State Representative,72,Dennis  Higgins,False,LIB,5560,13.06
State Representative,72,Total,,,42570,
State Representative,73,Doug Miller,False,REP,58118,69.44
State Representative,73,Daniel Boone,False,DEM,21732,25.97
State Representative,73,Shannon Beckett  McCracken,False,LIB,3846,4.60
State Representative,73,Total,,,83696,
State Representative,74,"Thomas (T.C.) Kincaid, Jr.",False,REP,14633,35.81
State Representative,74,Pete P. Gallego,True,DEM,26235,64.19
State Representative,74,Total,,,40868,
State Representative,75,"Carlos ""Charlie"" Garza",False,REP,10758,28.64
State Representative,75,Chente Quintanilla,True,DEM,26806,71.36
State Representative,75,Total,,,37564,
State Representative,76,Norma Chavez,True,DEM,26632,100.00
State Representative,76,Total,,,26632,
State Representative,77,Marisa Marquez,False,DEM,21444,100.00
State Representative,77,Total,,,21444,
State Representative,78,Dee Margo,False,REP,22918,45.11
State Representative,78,Joseph E. Moody,False,DEM,26176,51.53
State Representative,78,Bill  Collins,False,LIB,1706,3.36
State Representative,78,Total,,,50800,
State Representative,79,Joe C. Pickett,True,DEM,27604,100.00
State Representative,79,Total,,,27604,
State Representative,80,Tracy O. King,True,DEM,30676,100.00
State Representative,80,Total,,,30676,
State Representative,81,Tryon D. Lewis,False,REP,32973,90.15
State Representative,81,Elmo  Hockman,False,LIB,3603,9.85
State Representative,81,Total,,,36576,
State Representative,82,Tom Craddick,True,REP,33202,62.12
State Representative,82,Bill Dingus,False,DEM,18870,35.31
State Representative,82,Sherry  Phillips,False,LIB,1372,2.57
State Representative,82,Total,,,53444,
State Representative,83,Delwin Jones,True,REP,53411,100.00
State Representative,83,Total,,,53411,
State Representative,84,Carl H. Isett,True,REP,32949,100.00
State Representative,84,Total,,,32949,
State Representative,85,Isaac M. Castro,False,REP,19970,46.62
State Representative,85,Joe Heflin,True,DEM,22865,53.38
State Representative,85,Total,,,42835,
State Representative,86,John Smithee,True,REP,47031,78.69
State Representative,86,James H. Wood,False,DEM,10917,18.27
State Representative,86,Kevin  Howell,False,LIB,1820,3.05
State Representative,86,Total,,,59768,
State Representative,87,David Swinford,True,REP,28546,84.80
State Representative,87,L. Blake  Bailey,False,LIB,5115,15.20
State Representative,87,Total,,,33661,
State Representative,88,Warren Chisum,True,REP,41053,100.00
State Representative,88,Total,,,41053,
State Representative,89,Jodie Laubenberg,True,REP,69628,100.00
State Representative,89,Total,,,69628,
State Representative,90,Larry Keilberg,False,REP,7180,29.71
State Representative,90,Lon Burnam,True,DEM,16984,70.29
State Representative,90,Total,,,24164,
State Representative,91,Kelly Hancock,True,REP,33383,61.27
State Representative,91,Chris Utchell,False,DEM,19567,35.91
State Representative,91,Paul  Mastin,False,LIB,1535,2.82
State Representative,91,Total,,,54485,
State Representative,92,Todd Smith,True,REP,36955,63.72
State Representative,92,Kalandra N. Wheeler,False,DEM,21038,36.28
State Representative,92,Total,,,57993,
State Representative,93,Bill Burch,False,REP,19582,40.68
State Representative,93,Paula Hightower Pierson,True,DEM,27538,57.21
State Representative,93,Colin F.  Sewards,False,LIB,1011,2.10
State Representative,93,Total,,,48131,
State Representative,94,Diane Patrick,True,REP,39915,84.81
State Representative,94,Geoffrey A.  Adams,False,LIB,7147,15.19
State Representative,94,Total,,,47062,
State Representative,95,Marc Veasey,True,DEM,39150,95.52
State Representative,95,Hy  Siegel,False,LIB,1838,4.48
State Representative,95,Total,,,40988,
State Representative,96,Bill Zedler,True,REP,38108,46.57
State Representative,96,Chris Turner,False,DEM,41977,51.30
State Representative,96,Todd  Litteken,False,LIB,1737,2.12
State Representative,96,Total,,,81822,
State Representative,97,Mark M. Shelton,False,REP,37800,55.33
State Representative,97,Dan Barrett,True,DEM,29206,42.75
