county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,John McCain/ Sarah Palin,False,REP,11884,71.35
ANDERSON,President/VicePresident,,Barack Obama/ Joe Biden,False,DEM,4630,27.80
ANDERSON,President/VicePresident,,Bob Barr/ Wayne A. Root,False,LIB,115,0.69
ANDERSON,President/VicePresident,,Chuck Baldwin/ Darrell L. Castle,False,WI,10,0.06
ANDERSON,President/VicePresident,,Thaddaus Hill/ Gordon F. Bailey,False,WI,0,0.00
ANDERSON,President/VicePresident,,Jonathan Allen/ Jeffrey D. Stath,False,WI,0,0.00
ANDERSON,President/VicePresident,,"Alan Keyes/ Marvin Sprouse, Jr.",False,WI,5,0.03
ANDERSON,President/VicePresident,,Ralph Nader/ Matt Gonzalez,False,WI,11,0.07
ANDERSON,President/VicePresident,,Cynthia McKinney/ Rosa Clemente,False,WI,0,0.00
ANDERSON,President/VicePresident,,Brian Moore/ Stewart A. Alexander,False,WI,0,0.00
ANDERSON,President/VicePresident,,Total,,,16655,
ANDERSON,U. S. Senator,,John Cornyn,True,REP,11093,67.68
ANDERSON,U. S. Senator,,Richard J. (Rick) Noriega,False,DEM,5027,30.67
ANDERSON,U. S. Senator,,Yvonne  Adams Schick,False,LIB,271,1.65
ANDERSON,U. S. Senator,,Total,,,16391,
ANDERSON,U. S. Representative,5,Jeb Hensarling,True,REP,12142,85.82
ANDERSON,U. S. Representative,5,Ken Ashby,False,LIB,2006,14.18
ANDERSON,U. S. Representative,5,Total,,,14148,
ANDERSON,Railroad Commissioner,,Michael L. Williams,True,REP,11818,65.88
ANDERSON,Railroad Commissioner,,Mark Thompson,False,DEM,5656,31.53
ANDERSON,Railroad Commissioner,,David Floyd,False,LIB,465,2.59
ANDERSON,Railroad Commissioner,,Total,,,17939,
ANDERSON,"Chief Justice, Supreme Court",,Wallace B. Jefferson,True,REP,9936,62.68
ANDERSON,"Chief Justice, Supreme Court",,Jim Jordan,False,DEM,5481,34.58
ANDERSON,"Chief Justice, Supreme Court",,Tom Oxford,False,LIB,434,2.74
ANDERSON,"Chief Justice, Supreme Court",,Total,,,15851,
ANDERSON,Justice Supreme Court,7,Dale Wainwright,True,REP,9658,60.95
ANDERSON,Justice Supreme Court,7,Sam Houston,False,DEM,5775,36.45
ANDERSON,Justice Supreme Court,7,David G. Smith,False,LIB,412,2.60
ANDERSON,Justice Supreme Court,7,Total,,,15845,
ANDERSON,Justice Supreme Court,8,Phil Johnson,True,REP,10353,65.32
ANDERSON,Justice Supreme Court,8,Linda Reyna Yañez,False,DEM,5033,31.75
ANDERSON,Justice Supreme Court,8,Drew Shirley,False,LIB,464,2.93
ANDERSON,Justice Supreme Court,8,Total,,,15850,
ANDERSON,Judge Court of Criminal Appeals,3,Tom Price,True,REP,9882,62.58
ANDERSON,Judge Court of Criminal Appeals,3,Susan Strawn,False,DEM,5533,35.04
ANDERSON,Judge Court of Criminal Appeals,3,Matthew E. Eilers,False,LIB,375,2.37
ANDERSON,Judge Court of Criminal Appeals,3,Total,,,15790,
ANDERSON,Judge Court of Criminal Appeals,4,Paul Womack,True,REP,10265,65.14
ANDERSON,Judge Court of Criminal Appeals,4,J.R. Molina,False,DEM,4962,31.49
ANDERSON,Judge Court of Criminal Appeals,4,Dave Howard,False,LIB,532,3.38
ANDERSON,Judge Court of Criminal Appeals,4,Total,,,15759,
ANDERSON,Judge Court of Criminal Appeals,9,Cathy Cochran,True,REP,11564,85.60
ANDERSON,Judge Court of Criminal Appeals,9,"William Bryan Strange, III",False,LIB,1946,14.40
ANDERSON,Judge Court of Criminal Appeals,9,Total,,,13510,
ANDERSON,State Representative,8,Byron Cook,True,REP,12678,100.00
ANDERSON,State Representative,8,Total,,,12678,
ANDERSON,"Chief Justice, 12th Court of Appeals District",,Jim Worthen,True,REP,12304,100.00
ANDERSON,"Chief Justice, 12th Court of Appeals District",,Total,,,12304,
ANDERSON,District Judge,3rd Judicial District,Mark A. Calhoon,True,REP,12645,100.00
ANDERSON,District Judge,3rd Judicial District,Total,,,12645,
ANDERSON,District Judge,349th Judicial District,Pam Foster Fletcher,True,REP,12734,100.00
ANDERSON,District Judge,349th Judicial District,Total,,,12734,
ANDREWS,President/VicePresident,,John McCain/ Sarah Palin,False,REP,3816,82.44
ANDREWS,President/VicePresident,,Barack Obama/ Joe Biden,False,DEM,790,17.07
ANDREWS,President/VicePresident,,Bob Barr/ Wayne A. Root,False,LIB,18,0.39
ANDREWS,President/VicePresident,,Chuck Baldwin/ Darrell L. Castle,False,WI,4,0.09
ANDREWS,President/VicePresident,,Thaddaus Hill/ Gordon F. Bailey,False,WI,0,0.00
ANDREWS,President/VicePresident,,Jonathan Allen/ Jeffrey D. Stath,False,WI,1,0.02
ANDREWS,President/VicePresident,,"Alan Keyes/ Marvin Sprouse, Jr.",False,WI,0,0.00
ANDREWS,President/VicePresident,,Ralph Nader/ Matt Gonzalez,False,WI,0,0.00
ANDREWS,President/VicePresident,,Cynthia McKinney/ Rosa Clemente,False,WI,0,0.00
ANDREWS,President/VicePresident,,Brian Moore/ Stewart A. Alexander,False,WI,0,0.00
ANDREWS,President/VicePresident,,Total,,,4629,
ANDREWS,U. S. Senator,,John Cornyn,True,REP,3658,81.34
ANDREWS,U. S. Senator,,Richard J. (Rick) Noriega,False,DEM,734,16.32
ANDREWS,U. S. Senator,,Yvonne  Adams Schick,False,LIB,105,2.33
ANDREWS,U. S. Senator,,Total,,,4497,
ANDREWS,U. S. Representative,11,Mike Conaway,True,REP,3836,90.58
ANDREWS,U. S. Representative,11,John R.  Strohm,False,LIB,399,9.42
ANDREWS,U. S. Representative,11,Total,,,4235,
ANDREWS,Railroad Commissioner,,Michael L. Williams,True,REP,3315,75.10
ANDREWS,Railroad Commissioner,,Mark Thompson,False,DEM,954,21.61
ANDREWS,Railroad Commissioner,,David Floyd,False,LIB,145,3.29
ANDREWS,Railroad Commissioner,,Total,,,4414,
ANDREWS,"Chief Justice, Supreme Court",,Wallace B. Jefferson,True,REP,3233,73.86
ANDREWS,"Chief Justice, Supreme Court",,Jim Jordan,False,DEM,1003,22.92
ANDREWS,"Chief Justice, Supreme Court",,Tom Oxford,False,LIB,141,3.22
ANDREWS,"Chief Justice, Supreme Court",,Total,,,4377,
ANDREWS,Justice Supreme Court,7,Dale Wainwright,True,REP,3167,72.11
ANDREWS,Justice Supreme Court,7,Sam Houston,False,DEM,1087,24.75
ANDREWS,Justice Supreme Court,7,David G. Smith,False,LIB,138,3.14
ANDREWS,Justice Supreme Court,7,Total,,,4392,
ANDREWS,Justice Supreme Court,8,Phil Johnson,True,REP,3307,75.97
ANDREWS,Justice Supreme Court,8,Linda Reyna Yañez,False,DEM,908,20.86
ANDREWS,Justice Supreme Court,8,Drew Shirley,False,LIB,138,3.17
ANDREWS,Justice Supreme Court,8,Total,,,4353,
ANDREWS,Judge Court of Criminal Appeals,3,Tom Price,True,REP,3198,73.84
ANDREWS,Judge Court of Criminal Appeals,3,Susan Strawn,False,DEM,1012,23.37
ANDREWS,Judge Court of Criminal Appeals,3,Matthew E. Eilers,False,LIB,121,2.79
ANDREWS,Judge Court of Criminal Appeals,3,Total,,,4331,
ANDREWS,Judge Court of Criminal Appeals,4,Paul Womack,True,REP,3263,75.32
ANDREWS,Judge Court of Criminal Appeals,4,J.R. Molina,False,DEM,898,20.73
