county,office,district,candidate,incumbent,party,votes,pct
BRAZORIA,State Senate,17  Unexpired Term,Chris Bell,False,DEM,1554,32.07
BRAZORIA,State Senate,17  Unexpired Term,Joan Huffman,False,REP,3292,67.93
BRAZORIA,State Senate,17  Unexpired Term,Total,,,4846,
CHAMBERS,State Senate,17  Unexpired Term,Chris Bell,False,DEM,0,0.00
CHAMBERS,State Senate,17  Unexpired Term,Joan Huffman,False,REP,0,0.00
CHAMBERS,State Senate,17  Unexpired Term,Total,,,0,
FORT BEND,State Senate,17  Unexpired Term,Chris Bell,False,DEM,3958,35.83
FORT BEND,State Senate,17  Unexpired Term,Joan Huffman,False,REP,7088,64.17
FORT BEND,State Senate,17  Unexpired Term,Total,,,11046,
GALVESTON,State Senate,17  Unexpired Term,Chris Bell,False,DEM,1047,66.82
GALVESTON,State Senate,17  Unexpired Term,Joan Huffman,False,REP,520,33.18
GALVESTON,State Senate,17  Unexpired Term,Total,,,1567,
HARRIS,State Senate,17  Unexpired Term,Chris Bell,False,DEM,10389,44.06
HARRIS,State Senate,17  Unexpired Term,Joan Huffman,False,REP,13189,55.94
HARRIS,State Senate,17  Unexpired Term,Total,,,23578,
JEFFERSON,State Senate,17  Unexpired Term,Chris Bell,False,DEM,2228,84.52
JEFFERSON,State Senate,17  Unexpired Term,Joan Huffman,False,REP,408,15.48
JEFFERSON,State Senate,17  Unexpired Term,Total,,,2636,
