county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Camp,2002,High School Auditorium,Governor,,LIB,Mark Jay Tippetts,12,5,7
Camp,3003,Douglas Community Center,Governor,,REP,Greg  Abbott,434,150,284
Camp,3003,Douglas Community Center,Governor,,DEM,Lupe  Valdez,356,178,178
Camp,3003,Douglas Community Center,Governor,,LIB,Mark Jay Tippetts,8,6,2
Camp,4004,Courthouse,Governor,,REP,Greg  Abbott,745,249,496
Camp,4004,Courthouse,Governor,,DEM,Lupe  Valdez,208,83,125
Camp,4004,Courthouse,Governor,,LIB,Mark Jay Tippetts,9,2,7
Camp,1001,Fire Station,Lieutenant Governor,,REP,Dan  Patrick,611,166,445
Camp,1001,Fire Station,Lieutenant Governor,,LIB,Kerry Douglas McKennon,12,9,3
Camp,1001,Fire Station,Lieutenant Governor,,DEM,Mike  Collier,325,130,195
Camp,2002,High School Auditorium,Lieutenant Governor,,REP,Dan  Patrick,882,191,691
Camp,2002,High School Auditorium,Lieutenant Governor,,LIB,Kerry Douglas McKennon,17,7,10
Camp,2002,High School Auditorium,Lieutenant Governor,,DEM,Mike  Collier,281,93,188
Camp,3003,Douglas Community Center,Lieutenant Governor,,REP,Dan  Patrick,387,118,269
Camp,3003,Douglas Community Center,Lieutenant Governor,,LIB,Kerry Douglas McKennon,14,9,5
Camp,3003,Douglas Community Center,Lieutenant Governor,,DEM,Mike  Collier,395,204,191
Camp,4004,Courthouse,Lieutenant Governor,,REP,Dan  Patrick,664,216,448
Camp,4004,Courthouse,Lieutenant Governor,,LIB,Kerry Douglas McKennon,11,5,6
Camp,4004,Courthouse,Lieutenant Governor,,DEM,Mike  Collier,288,113,175
Camp,1001,Fire Station,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,114,51,63
Camp,1001,Fire Station,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,696,201,495
Camp,2002,High School Auditorium,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,127,46,81
Camp,2002,High School Auditorium,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,938,214,724
Camp,3003,Douglas Community Center,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,148,81,67
Camp,3003,Douglas Community Center,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,436,149,287
Camp,4004,Courthouse,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,92,39,53
Camp,4004,Courthouse,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,753,250,503
Camp,1001,Fire Station,Commissioner of Agriculture,,DEM,Kim  Olson,267,108,159
Camp,1001,Fire Station,Commissioner of Agriculture,,LIB,Richard Carpenter,19,15,4
Camp,1001,Fire Station,Commissioner of Agriculture,,REP,Sid  Miller,650,180,470
Camp,2002,High School Auditorium,Commissioner of Agriculture,,DEM,Kim  Olson,240,78,162
Camp,2002,High School Auditorium,Commissioner of Agriculture,,LIB,Richard Carpenter,21,8,13
Camp,2002,High School Auditorium,Commissioner of Agriculture,,REP,Sid  Miller,902,200,702
Camp,3003,Douglas Community Center,Commissioner of Agriculture,,DEM,Kim  Olson,376,193,183
Camp,3003,Douglas Community Center,Commissioner of Agriculture,,LIB,Richard Carpenter,11,5,6
Camp,3003,Douglas Community Center,Commissioner of Agriculture,,REP,Sid  Miller,403,130,273
Camp,4004,Courthouse,Commissioner of Agriculture,,DEM,Kim  Olson,222,89,133
Camp,4004,Courthouse,Commissioner of Agriculture,,LIB,Richard Carpenter,15,10,5
Camp,4004,Courthouse,Commissioner of Agriculture,,REP,Sid  Miller,718,233,485
Camp,1001,Fire Station,Railroad Commissioner,,REP,Christi  Craddick,655,181,474
Camp,1001,Fire Station,Railroad Commissioner,,LIB,Mike Wright,22,17,5
Camp,1001,Fire Station,Railroad Commissioner,,DEM,Roman  McAllen,259,104,155
Camp,2002,High School Auditorium,Railroad Commissioner,,REP,Christi  Craddick,908,196,712
Camp,2002,High School Auditorium,Railroad Commissioner,,LIB,Mike Wright,26,12,14
Camp,2002,High School Auditorium,Railroad Commissioner,,DEM,Roman  McAllen,232,79,153
Camp,3003,Douglas Community Center,Railroad Commissioner,,REP,Christi  Craddick,404,131,273
Camp,3003,Douglas Community Center,Railroad Commissioner,,LIB,Mike Wright,17,9,8
Camp,3003,Douglas Community Center,Railroad Commissioner,,DEM,Roman  McAllen,368,189,179
Camp,4004,Courthouse,Railroad Commissioner,,REP,Christi  Craddick,723,232,491
Camp,4004,Courthouse,Railroad Commissioner,,LIB,Mike Wright,9,5,4
Camp,4004,Courthouse,Railroad Commissioner,,DEM,Roman  McAllen,222,94,128
Camp,1001,Fire Station,Comptroller of Public Accounts,,LIB,Ben Sanders,23,16,7
Camp,1001,Fire Station,Comptroller of Public Accounts,,REP,Glenn  Hegar,661,184,477
Camp,1001,Fire Station,Comptroller of Public Accounts,,DEM,Joi  Chevalier,252,102,150
Camp,2002,High School Auditorium,Comptroller of Public Accounts,,LIB,Ben Sanders,26,10,16
Camp,2002,High School Auditorium,Comptroller of Public Accounts,,REP,Glenn  Hegar,909,200,709
Camp,2002,High School Auditorium,Comptroller of Public Accounts,,DEM,Joi  Chevalier,223,74,149
Camp,3003,Douglas Community Center,Comptroller of Public Accounts,,LIB,Ben Sanders,15,10,5
Camp,3003,Douglas Community Center,Comptroller of Public Accounts,,REP,Glenn  Hegar,409,132,277
Camp,3003,Douglas Community Center,Comptroller of Public Accounts,,DEM,Joi  Chevalier,363,183,180
Camp,4004,Courthouse,Comptroller of Public Accounts,,LIB,Ben Sanders,13,6,7
Camp,4004,Courthouse,Comptroller of Public Accounts,,REP,Glenn  Hegar,724,233,491
Camp,4004,Courthouse,Comptroller of Public Accounts,,DEM,Joi  Chevalier,219,93,126
Camp,1001,Fire Station,Commissioner of the General Land Office,,REP,George P.  Bush,662,190,472
Camp,1001,Fire Station,Commissioner of the General Land Office,,LIB,Matt Pina,22,10,12
Camp,1001,Fire Station,Commissioner of the General Land Office,,DEM,Miguel  Suazo,259,105,154
Camp,2002,High School Auditorium,Commissioner of the General Land Office,,REP,George P.  Bush,908,203,705
Camp,2002,High School Auditorium,Commissioner of the General Land Office,,LIB,Matt Pina,36,11,25
Camp,2002,High School Auditorium,Commissioner of the General Land Office,,DEM,Miguel  Suazo,224,74,150
Camp,3003,Douglas Community Center,Commissioner of the General Land Office,,REP,George P.  Bush,413,138,275
Camp,3003,Douglas Community Center,Commissioner of the General Land Office,,LIB,Matt Pina,19,9,10
Camp,3003,Douglas Community Center,Commissioner of the General Land Office,,DEM,Miguel  Suazo,362,182,180
Camp,4004,Courthouse,Commissioner of the General Land Office,,REP,George P.  Bush,719,231,488
Camp,4004,Courthouse,Commissioner of the General Land Office,,LIB,Matt Pina,15,9,6
Camp,4004,Courthouse,Commissioner of the General Land Office,,DEM,Miguel  Suazo,221,92,129
Camp,1001,Fire Station,"District Judge, 276th Judicial District",,REP,Robert  Rolston,751,225,526
Camp,2002,High School Auditorium,"District Judge, 276th Judicial District",,REP,Robert  Rolston,972,226,746
Camp,3003,Douglas Community Center,"District Judge, 276th Judicial District",,REP,Robert  Rolston,511,181,330
Camp,4004,Courthouse,"District Judge, 276th Judicial District",,REP,Robert  Rolston,782,257,525
Camp,1001,Fire Station,U. S. Senator,,DEM,Beto  O'Rourke,272,114,158
Camp,1001,Fire Station,U. S. Senator,,LIB,Neal M.  Dikeman,5,3,2
Camp,1001,Fire Station,U. S. Senator,,REP,Ted  Cruz,675,188,487
Camp,2002,High School Auditorium,U. S. Senator,,DEM,Beto  O'Rourke,246,82,164
Camp,2002,High School Auditorium,U. S. Senator,,LIB,Neal M.  Dikeman,8,4,4
Camp,2002,High School Auditorium,U. S. Senator,,REP,Ted  Cruz,920,203,717
Camp,3003,Douglas Community Center,U. S. Senator,,DEM,Beto  O'Rourke,374,192,182
Camp,3003,Douglas Community Center,U. S. Senator,,LIB,Neal M.  Dikeman,8,3,5
Camp,3003,Douglas Community Center,U. S. Senator,,REP,Ted  Cruz,420,139,281
Camp,4004,Courthouse,U. S. Senator,,DEM,Beto  O'Rourke,227,94,133
Camp,4004,Courthouse,U. S. Senator,,LIB,Neal M.  Dikeman,3,1,2
Camp,4004,Courthouse,U. S. Senator,,REP,Ted  Cruz,734,239,495
Camp,1001,Fire Station,Attorney General,,DEM,Justin  Nelson,272,109,163
Camp,1001,Fire Station,Attorney General,,REP,Ken  Paxton,654,183,471
Camp,1001,Fire Station,Attorney General,,LIB,Michael Ray Harris,17,13,4
Camp,2002,High School Auditorium,Attorney General,,DEM,Justin  Nelson,251,83,168
Camp,2002,High School Auditorium,Attorney General,,REP,Ken  Paxton,896,196,700
Camp,2002,High School Auditorium,Attorney General,,LIB,Michael Ray Harris,23,9,14
Camp,3003,Douglas Community Center,Attorney General,,DEM,Justin  Nelson,376,189,187
Camp,3003,Douglas Community Center,Attorney General,,REP,Ken  Paxton,405,135,270
Camp,3003,Douglas Community Center,Attorney General,,LIB,Michael Ray Harris,15,8,7
Camp,4004,Courthouse,Attorney General,,DEM,Justin  Nelson,240,96,144
Camp,4004,Courthouse,Attorney General,,REP,Ken  Paxton,712,234,478
Camp,4004,Courthouse,Attorney General,,LIB,Michael Ray Harris,13,6,7
Camp,1001,Fire Station,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,669,188,481
Camp,1001,Fire Station,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,271,114,157
Camp,2002,High School Auditorium,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,924,206,718
Camp,2002,High School Auditorium,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,242,81,161
Camp,3003,Douglas Community Center,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,419,140,279
Camp,3003,Douglas Community Center,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,375,191,184
Camp,4004,Courthouse,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,739,244,495
Camp,4004,Courthouse,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,219,90,129
Camp,1001,Fire Station,"Justice, Supreme Court, Place 4",,REP,John  Devine,673,191,482
Camp,1001,Fire Station,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,263,107,156
Camp,2002,High School Auditorium,"Justice, Supreme Court, Place 4",,REP,John  Devine,926,207,719
Camp,2002,High School Auditorium,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,235,79,156
Camp,3003,Douglas Community Center,"Justice, Supreme Court, Place 4",,REP,John  Devine,420,141,279
Camp,3003,Douglas Community Center,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,371,188,183
Camp,4004,Courthouse,"Justice, Supreme Court, Place 4",,REP,John  Devine,733,241,492
Camp,4004,Courthouse,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,219,89,130
Camp,1001,Fire Station,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,665,185,480
Camp,1001,Fire Station,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,268,113,155
Camp,2002,High School Auditorium,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,912,203,709
Camp,2002,High School Auditorium,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,242,80,162
Camp,3003,Douglas Community Center,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,416,137,279
Camp,3003,Douglas Community Center,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,373,192,181
Camp,4004,Courthouse,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,726,237,489
Camp,4004,Courthouse,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,224,95,129
Camp,1001,Fire Station,"Justice, 6th Court of Appeals District, Place 2",,REP,Scott  Stevens,747,228,519
Camp,2002,High School Auditorium,"Justice, 6th Court of Appeals District, Place 2",,REP,Scott  Stevens,983,229,754
Camp,3003,Douglas Community Center,"Justice, 6th Court of Appeals District, Place 2",,REP,Scott  Stevens,505,177,328
Camp,4004,Courthouse,"Justice, 6th Court of Appeals District, Place 2",,REP,Scott  Stevens,772,259,513
