county,precinct,office,district,party,candidate,votes,election_day,early_voting
Gray,1,U.S. Senate,,REP,Stefano de Stefano,1,0,1
Gray,1,U.S. Senate,,REP,Ted Cruz,112,92,20
Gray,1,U.S. Senate,,REP,Over Votes,0,0,0
Gray,1,U.S. Senate,,REP,Under Votes,4,4,0
Gray,1,Registered Voters,,REP,,440,,
Gray,1,Ballots Cast,,REP,,126,1,21
Gray,1,U.S. Senate,,REP,Geraldine Sam,1,1,0
Gray,1,U.S. Senate,,REP,Over Votes,0,0,0
Gray,1,U.S. Senate,,REP,Under Votes,4,4,0
Gray,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",3,3,0
Gray,1,U.S. Senate,,REP,Mary Miller,4,4,0
Gray,1,U.S. House,13,REP,Mac Thornberry,104,86,18
Gray,1,U.S. House,13,REP,Over Votes,0,0,0
Gray,1,U.S. House,13,REP,Under Votes,21,18,3
Gray,1,Governor,,REP,SECEDE Kilgore,5,5,0
Gray,1,Governor,,REP,Greg Abbott,107,88,19
Gray,1,Governor,,REP,Barbara Krueger,5,5,0
Gray,1,Lieutenant Governor,,REP,Dan Patrick,65,54,11
Gray,1,Lieutenant Governor,,REP,Scott Milder,54,46,8
Gray,1,Lieutenant Governor,,REP,Over Votes,0,0,0
Gray,1,Lieutenant Governor,,REP,Under Votes,6,4,2
Gray,1,Attorney General,,REP,Ken Paxton,104,87,17
Gray,1,Comptroller of Public Accounts,,REP,Glenn Hegar,100,82,18
Gray,1,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Gray,1,Comptroller of Public Accounts,,REP,Under Votes,25,22,3
Gray,1,Commissioner of the General Land Office,,REP,Rick Range,15,14,1
Gray,1,Commissioner of the General Land Office,,REP,Jerry Patterson,25,23,2
Gray,1,Commissioner of the General Land Office,,REP,Davey Edwards,4,2,2
Gray,1,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Gray,1,Commissioner of the General Land Office,,REP,Under Votes,15,12,3
Gray,1,Commissioner of the General Land Office,,REP,George P. Bush,66,53,13
Gray,1,Commissioner of Agriculture,,REP,Jim Hogan,26,22,4
Gray,1,Commissioner of Agriculture,,REP,Trey Blocker,22,20,2
Gray,1,Commissioner of Agriculture,,REP,Sid Miller,56,44,12
Gray,1,Railroad Commissioner,,REP,Weston Martinez,30,27,3
Gray,1,Railroad Commissioner,,REP,Christi Craddick,72,58,14
Gray,1,Railroad Commissioner,,REP,Over Votes,0,0,0
Gray,1,Railroad Commissioner,,REP,Under Votes,23,19,4
Gray,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,94,77,17
Gray,1,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Gray,1,"Justice, Supreme Court, Place 2",,REP,Under Votes,31,27,4
Gray,1,"Justice, Supreme Court, Place 4",,REP,John Devine,95,78,17
Gray,1,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Gray,1,"Justice, Supreme Court, Place 4",,REP,Under Votes,30,26,4
Gray,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,95,78,17
Gray,1,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Gray,1,"Justice, Supreme Court, Place 6",,REP,Under Votes,30,26,4
Gray,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,42,37,5
